SA1_7DIGITCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
1118627,0,0,0,0,3,0,0,0,0,4,3,3,0,0,0,0,0,0,0,6,0,0,11,8,3,4,0,5,4,35,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,17,14,12,8,3,10,5,112
1118628,0,0,0,3,0,0,0,0,0,4,3,0,3,3,4,0,0,0,0,11,0,0,13,4,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,57,17,8,13,4,0,0,0,116
1118629,0,0,0,3,5,0,0,0,0,18,3,0,3,3,4,0,0,0,0,11,4,4,13,5,9,4,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,30,14,18,34,4,3,6,0,124
1118630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,3,10,0,3,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,15,3,10,3,13,0,16,0,69
1118631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,28,6,12,10,3,0,6,0,65
1118632,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,3,3,18,3,5,7,3,6,0,49,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,27,12,17,6,3,11,0,133
1118633,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,10,0,5,3,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,9,18,8,3,0,17,0,90
1118634,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,3,0,8,4,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,25,12,12,11,3,0,3,0,64
1118635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,4,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,30,6,6,4,3,0,3,3,63
1118636,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,6,0,0,0,13,3,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,50,3,13,8,11,3,7,3,114
1118637,0,4,0,4,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,15,0,0,11,4,7,0,0,5,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,26,65,14,22,34,4,4,11,0,176
1118638,0,0,0,0,4,0,0,0,0,8,0,3,0,4,3,0,0,0,0,10,7,3,6,4,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,20,79,6,16,19,5,4,13,0,163
1118639,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,3,0,0,3,5,3,0,0,0,0,19,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,8,17,15,3,0,8,0,78
1118640,0,0,0,0,3,0,0,0,0,3,0,3,0,3,4,0,0,0,0,13,3,8,16,7,3,0,0,6,0,40,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,22,24,12,8,3,8,0,111
1118641,3,5,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,9,0,0,10,6,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,76,16,16,19,3,3,4,3,166
1118642,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,0,0,0,0,7,3,3,10,4,3,0,0,5,0,29,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,43,12,10,17,0,3,15,0,114
1118643,0,0,0,0,5,4,0,3,0,10,0,3,0,0,0,0,0,0,0,8,3,5,10,3,4,0,0,4,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,4,15,56,14,16,16,9,6,23,0,151
1118644,0,4,0,0,0,0,0,0,0,10,0,3,0,7,0,0,0,0,0,15,0,3,16,7,3,3,3,3,4,37,0,0,0,4,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,81,22,33,11,11,5,17,3,197
1118645,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,4,3,8,3,3,3,0,5,0,26,0,0,0,3,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,27,17,20,6,3,3,5,3,97
1118646,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,3,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,13,8,8,3,0,0,8,0,34
1118647,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,4,7,4,3,0,3,0,29,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,5,3,15,10,6,11,4,0,14,4,67
1118648,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,16,3,4,0,3,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,22,21,12,17,9,3,3,0,94
1118649,0,3,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,0,0,13,0,0,3,5,6,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,36,6,22,19,12,0,5,3,112
1118650,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,13,4,3,4,3,6,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,17,17,14,7,8,4,9,0,84
1118651,0,9,0,0,3,0,0,0,0,13,0,0,0,3,3,0,0,0,0,10,7,3,11,4,8,5,5,3,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,18,69,14,11,29,10,6,9,0,162
1118652,0,0,3,0,4,0,0,0,0,3,0,5,0,0,4,0,0,0,0,13,4,3,12,8,8,3,0,3,0,42,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,50,18,9,21,7,3,3,0,135
1118653,0,0,0,3,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,6,0,0,6,10,3,3,0,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,8,15,16,3,0,11,0,80
1118654,0,0,3,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,12,6,3,26,11,5,6,0,9,0,71,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,19,37,31,20,14,19,7,22,4,171
1118701,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,7,0,10,4,4,3,3,4,0,45,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,15,12,14,16,13,3,10,15,0,93
1118702,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,3,3,10,3,9,0,3,10,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,17,14,9,9,0,4,12,0,81
1118703,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,22,4,0,0,3,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,12,0,13,24,9,6,3,8,12,0,84
1118704,0,4,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,5,0,13,8,0,23,7,9,3,5,10,0,73,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,19,19,20,18,17,10,10,25,0,141
1118705,7,3,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,11,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,36,16,3,3,13,3,0,4,0,79
1118706,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,11,0,8,4,7,4,0,3,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,36,19,12,6,11,6,0,8,0,104
1118707,3,0,0,3,0,0,0,0,0,10,3,0,0,3,5,0,0,0,0,14,15,0,8,3,3,0,3,4,0,42,0,0,3,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,11,53,15,18,8,11,0,3,13,3,126
1118708,4,0,0,0,0,0,0,3,3,17,0,0,0,0,8,0,0,3,0,9,9,0,9,0,3,3,5,4,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,33,33,9,10,18,3,8,15,6,129
1118709,0,3,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,9,13,0,9,0,0,0,0,4,0,30,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,7,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,0,5,37,23,16,9,9,3,4,8,0,109
1118710,8,0,0,0,5,0,0,0,0,9,3,0,0,0,3,0,0,0,0,5,20,0,5,0,0,0,0,3,0,23,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,58,7,5,3,12,4,0,4,0,87
1118711,0,3,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,10,13,0,10,7,3,0,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,12,10,4,0,0,4,0,98
1118712,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,9,0,8,3,0,0,0,8,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,29,11,9,9,10,0,0,14,0,90
1118801,0,3,0,3,3,0,0,0,0,10,3,0,0,0,0,0,0,0,0,7,9,0,8,4,0,0,3,11,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,17,29,13,12,14,6,3,15,7,126
1118802,5,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,9,4,25,3,5,0,7,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,19,28,14,14,3,8,4,0,104
1118803,0,0,0,3,0,3,0,0,0,10,0,0,0,5,0,0,0,0,0,7,6,0,11,10,11,6,0,5,0,51,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,23,15,16,19,10,0,15,3,114
1118804,0,3,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,12,3,0,17,3,0,0,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,19,17,11,3,3,3,3,72
1118805,3,6,0,0,8,0,0,0,0,20,0,3,0,3,0,0,0,0,0,7,10,0,25,4,3,7,4,6,3,59,0,0,0,3,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,27,47,34,12,22,13,7,9,4,179
1118806,0,4,0,4,3,0,0,0,0,13,3,3,3,0,3,0,0,0,0,13,9,0,11,6,7,0,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,19,23,14,4,3,10,0,131
1118807,0,7,0,3,3,0,0,0,0,16,0,0,0,3,0,0,0,0,0,4,3,4,14,3,3,0,0,4,0,33,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,8,16,52,21,17,13,4,0,12,3,130
1118808,3,0,0,0,3,0,0,0,0,11,4,3,0,0,0,0,0,0,0,7,5,0,7,3,3,4,3,3,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,15,9,15,4,3,3,0,91
1118809,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,5,0,9,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,12,8,7,3,4,0,0,46
1118810,8,3,0,3,4,0,0,0,0,17,4,7,0,3,4,0,0,0,0,20,10,3,21,7,3,6,0,9,0,67,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,59,25,21,23,10,3,13,3,202
1118811,4,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,7,3,4,3,0,0,0,7,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,18,10,3,6,0,0,8,0,75
1118812,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,8,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,17,7,3,3,12,0,0,7,0,51
1118813,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,13,0,5,0,0,0,0,33,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,12,3,8,6,0,3,0,59
1118814,4,4,0,0,3,0,0,0,0,12,4,0,3,0,4,0,0,0,0,17,16,0,8,4,4,3,3,4,0,45,0,0,0,0,0,0,0,3,0,9,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,42,23,13,5,12,13,3,10,0,131
1118815,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,7,0,6,3,6,0,0,7,0,33,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,28,12,7,8,8,0,3,9,0,78
1118816,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,13,8,0,3,3,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,16,9,11,5,4,6,0,74
1118817,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,6,0,0,14,3,8,0,0,5,0,41,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,25,12,10,7,0,7,0,84
1118818,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,6,0,11,5,5,3,6,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,15,13,7,3,6,9,0,73
1118819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,3,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,7,0,3,0,4,0,0,37
1118901,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,4,0,10,3,3,3,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,8,8,4,3,5,0,53
1118902,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,9,7,3,3,3,3,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,13,13,9,15,3,4,4,3,0,58
1118903,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,3,0,8,4,6,0,5,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,15,10,6,10,8,4,5,0,64
1118904,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,4,3,7,0,0,0,9,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,7,7,7,5,9,3,0,57
1118905,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,4,0,27,0,3,0,3,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,10,27,11,10,3,3,10,0,79
1118906,0,4,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,3,0,5,4,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,3,0,3,0,8,0,43
1118907,16,0,0,0,0,0,0,0,0,18,8,3,0,0,0,0,0,4,0,9,19,0,6,6,0,0,4,12,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,71,18,8,6,5,4,4,11,0,132
1118908,10,3,0,0,3,0,0,0,0,12,10,0,0,0,0,0,0,0,0,16,14,3,12,3,0,0,3,12,0,52,3,0,0,0,0,3,0,3,0,12,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,8,59,26,9,11,15,3,3,17,3,151
1118909,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,0,3,0,0,3,0,46
1118910,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,30,4,3,3,3,0,0,3,0,47
1118911,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,14,0,8,0,3,0,3,0,0,30,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,44,22,5,3,10,3,3,3,0,91
1118912,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,4,4,3,0,0,0,0,0,39
1119001,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,11,14,0,11,4,5,0,0,0,0,36,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,19,12,12,8,3,0,4,0,82
1119002,3,8,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,0,0,11,12,0,15,9,3,0,3,7,0,57,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,11,32,29,26,21,14,3,5,9,0,145
1119003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,9,3,0,4,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,11,8,6,14,3,3,4,5,3,50
1119004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,8,0,0,3,0,0,0,16,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,11,4,3,10,0,0,3,37
1119005,0,3,0,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,0,9,5,4,12,8,0,0,3,8,0,48,0,0,0,0,3,3,0,0,0,5,4,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,18,26,20,18,10,6,4,7,3,98
1119006,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,4,3,12,4,0,0,0,5,0,34,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,12,16,10,4,5,0,10,0,64
