SA1_7DIGITCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
1101012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,6,4,3,0,0,38
1101013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101014,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,3,3,6,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,9,20,10,7,12,0,0,0,0,65
1101015,0,3,0,0,4,0,0,0,0,13,3,4,3,4,0,5,0,0,0,23,3,9,24,12,4,6,3,7,0,58,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,10,9,64,32,37,31,34,3,14,4,233
1101016,3,0,0,0,0,0,0,0,0,14,3,12,0,4,3,4,0,0,0,33,6,3,19,3,13,3,0,0,0,51,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,56,21,10,31,4,6,0,4,165
1101017,0,3,0,3,3,0,0,0,0,9,0,0,0,3,6,0,0,0,0,14,5,0,12,8,11,5,4,4,0,46,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,16,36,16,17,29,6,5,9,3,141
1101101,5,7,0,3,9,0,0,0,0,22,8,4,5,7,5,0,0,0,0,33,9,6,43,0,15,3,5,0,0,85,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,68,47,17,46,5,6,0,0,258
1101102,3,3,0,0,0,0,0,0,0,4,3,4,3,0,4,0,0,0,0,13,3,3,10,0,4,0,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,25,32,16,6,13,3,0,6,4,104
1101103,6,0,0,0,0,0,0,0,0,10,3,4,0,0,0,0,0,0,0,12,15,0,16,8,0,0,0,0,0,37,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,31,15,10,13,3,0,5,3,126
1101104,3,3,0,3,7,0,0,0,0,16,0,3,0,0,0,3,0,0,0,5,3,3,13,5,4,3,5,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,20,20,19,7,18,6,7,10,3,111
1101105,0,3,0,0,5,0,0,0,0,15,3,3,0,0,3,0,0,0,0,17,5,5,31,7,4,3,0,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,59,31,12,16,3,3,7,3,173
1101106,3,3,0,0,0,0,0,0,0,11,3,3,0,0,3,0,0,0,0,9,11,5,8,9,9,3,3,0,0,34,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,36,13,9,19,3,5,0,4,121
1101107,5,3,0,0,0,0,0,0,0,10,3,3,0,3,3,0,0,0,0,15,6,3,9,3,4,0,3,3,0,37,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,31,28,21,3,17,4,3,10,0,118
1101108,0,4,0,0,0,0,0,0,0,7,3,0,4,3,3,0,0,0,0,19,0,4,21,11,3,3,7,10,0,59,0,0,0,6,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,17,29,28,23,18,5,9,10,0,134
1101109,0,6,3,0,0,0,0,0,0,14,3,0,0,0,3,0,0,0,0,12,0,0,9,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,8,6,13,3,0,5,0,103
1101110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,3,0,5,0,0,0,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,4,4,8,0,0,12,4,64
1101111,3,3,0,3,8,0,0,0,0,13,3,0,3,3,3,0,0,0,0,19,3,4,17,3,6,0,7,3,3,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,38,46,21,13,39,3,3,4,8,176
1101112,0,0,0,0,0,0,0,0,0,4,4,0,0,4,9,0,0,0,0,14,0,0,11,3,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,16,9,14,5,0,0,4,82
1101113,0,0,0,0,0,0,0,0,0,5,8,0,0,0,4,0,0,0,0,13,3,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,4,8,8,3,0,0,0,51
1101115,0,3,0,3,0,0,0,0,0,10,6,0,0,0,10,3,0,0,0,16,5,3,15,4,9,0,3,5,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,30,40,25,6,21,7,3,5,3,130
1101116,0,0,0,3,0,0,0,0,0,4,4,0,0,0,3,4,0,0,0,11,4,4,20,0,5,0,5,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,24,21,26,11,10,3,9,7,0,96
1101117,3,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,0,0,7,7,3,16,3,9,0,3,3,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,17,11,12,3,3,3,3,101
1101118,4,3,0,0,0,0,0,0,0,6,3,3,3,4,3,0,0,0,0,12,15,4,20,7,3,3,7,3,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,35,24,32,10,12,10,9,8,3,131
1101119,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,10,3,0,14,0,3,0,4,3,0,26,0,0,0,0,6,0,0,0,0,5,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,21,29,19,7,25,3,4,7,3,123
1101120,3,7,0,3,9,0,0,0,0,26,4,6,4,3,4,0,0,0,0,21,9,0,28,5,6,0,0,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,32,57,34,18,34,4,3,4,0,181
1101122,5,0,3,0,0,0,0,0,0,9,3,4,0,3,6,0,0,0,0,15,3,3,5,3,4,0,5,4,0,27,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,35,10,10,16,3,6,5,0,94
1101123,5,0,0,4,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,6,5,3,7,0,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,18,4,8,12,4,3,0,0,68
1101125,6,3,0,0,0,0,0,0,0,9,3,3,7,5,3,0,0,0,0,25,3,10,40,4,10,4,4,6,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,30,53,52,24,34,5,4,6,0,216
1101126,3,4,4,0,0,0,0,0,0,10,5,3,5,3,3,3,0,0,0,21,4,4,17,7,8,0,4,8,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,48,32,11,21,3,0,5,3,172
1101127,0,4,3,3,0,0,0,0,0,13,3,3,3,3,0,0,0,0,0,16,9,4,15,5,5,0,3,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,32,21,9,23,0,3,3,6,136
1101128,0,3,0,3,5,0,0,0,0,13,0,0,0,3,7,0,0,0,0,11,13,0,18,3,5,0,4,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,22,16,8,20,4,4,3,0,101
1101129,7,0,0,0,0,0,0,0,0,11,3,3,4,3,4,0,0,0,0,17,10,8,13,0,9,3,11,3,0,52,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,33,46,19,7,24,6,11,0,3,152
1101130,4,6,3,0,3,3,0,0,0,18,0,7,3,0,3,0,0,0,0,16,10,3,13,3,6,0,3,5,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,72,87,19,17,28,5,3,5,0,240
1101131,0,4,0,0,0,0,0,0,0,7,3,4,0,0,3,0,0,0,0,10,0,0,7,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,14,4,16,6,3,3,0,92
1101132,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,3,0,9,4,7,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,28,32,12,14,13,3,0,0,3,108
1101133,5,6,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,10,0,7,3,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,43,8,5,21,0,3,3,6,126
1101134,0,4,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,3,0,6,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,27,31,15,3,17,4,0,0,4,97
1101135,3,0,3,4,0,0,0,0,0,8,0,10,0,0,3,0,0,0,0,17,3,4,14,5,5,0,3,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,47,26,16,17,7,3,0,3,145
1101136,3,0,0,0,6,0,0,0,0,6,3,0,0,0,4,0,0,0,0,17,8,0,12,0,5,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,32,37,19,4,21,7,3,0,6,133
1101137,4,0,0,0,0,0,0,0,0,6,4,0,3,0,3,0,0,0,0,12,7,0,13,0,4,3,3,4,0,38,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,44,18,8,20,5,3,9,3,148
1101139,0,3,0,0,3,0,0,0,0,6,3,7,0,0,0,0,0,0,0,10,3,0,10,0,3,3,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,10,5,9,4,0,0,8,93
1101140,0,8,0,3,3,0,0,0,0,15,0,0,0,3,5,0,0,0,0,6,0,3,10,0,6,0,3,0,0,22,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,61,6,6,20,8,3,3,4,132
1101141,5,0,0,3,0,0,0,0,0,15,7,0,0,4,4,0,0,0,0,17,15,8,27,11,11,6,8,0,0,84,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,3,0,0,0,10,49,38,41,27,29,8,10,0,0,209
1101142,5,3,0,0,0,0,0,0,0,10,5,7,0,0,9,0,0,0,0,22,7,5,9,4,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,39,10,4,17,3,3,0,3,113
1101143,0,0,0,0,0,0,0,0,0,7,0,0,3,4,0,3,0,0,0,14,4,4,10,0,3,3,0,3,0,22,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,32,19,7,14,5,0,6,3,103
1101144,0,0,0,0,5,0,0,0,0,7,0,3,0,3,6,0,0,0,0,14,3,4,8,3,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,11,14,25,3,0,3,0,96
1101145,3,3,3,0,3,0,0,0,0,14,7,4,0,7,0,4,0,3,0,20,8,0,30,4,9,0,4,3,0,63,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,3,0,0,3,0,0,0,0,0,8,0,0,0,4,0,3,3,0,0,11,42,35,29,16,31,13,7,8,9,186
1101146,0,5,0,0,0,0,0,0,0,6,6,6,0,3,3,0,0,0,0,23,7,3,19,4,3,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,23,21,11,13,5,4,3,0,112
1101147,3,0,0,0,3,0,0,0,0,16,3,5,0,8,3,0,0,0,0,20,10,7,21,4,8,0,3,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,47,23,19,32,5,5,0,3,169
1101148,0,3,3,3,3,0,0,0,0,11,4,6,0,6,4,0,0,0,0,18,9,0,14,5,10,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,58,23,14,26,3,0,4,3,155
1101149,5,3,0,0,3,0,0,0,0,9,0,0,0,5,6,0,0,0,0,20,4,0,13,3,8,0,3,3,3,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,49,12,16,29,3,3,8,5,136
1101150,0,3,0,0,0,0,0,0,0,7,3,0,0,0,7,0,0,0,5,15,6,3,16,3,3,0,0,0,3,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,40,20,7,20,0,3,4,7,131
1101151,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,7,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,7,6,8,3,0,3,0,52
1101152,3,3,0,0,0,0,0,0,0,5,8,7,0,4,11,0,0,0,0,30,13,3,16,3,14,3,3,8,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,48,48,13,16,34,3,4,8,0,178
1101201,3,3,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,15,5,0,7,3,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,5,7,12,3,0,0,0,79
1101202,6,4,0,0,3,0,0,0,0,13,3,6,0,0,3,0,0,0,0,17,3,0,11,4,3,3,0,3,0,29,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,39,10,6,25,4,0,0,6,130
1101203,7,3,0,0,9,0,0,0,0,19,6,3,0,0,6,0,0,0,0,25,5,3,17,7,9,6,0,3,0,51,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,66,20,17,46,8,0,3,9,227
1101204,3,7,0,3,0,0,0,0,0,13,4,5,0,5,6,0,0,0,0,26,7,3,13,3,6,0,0,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,42,43,13,14,21,3,0,4,3,148
1101205,0,4,0,0,0,0,0,0,0,10,3,0,4,4,3,0,0,0,0,15,8,3,8,3,4,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,44,11,13,23,3,4,0,3,140
1101206,3,3,0,3,0,0,0,0,0,13,3,4,0,3,5,0,0,0,0,17,6,0,6,3,3,0,0,4,0,31,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,48,48,15,14,30,3,0,3,3,169
1101207,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,8,3,9,3,9,7,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,11,11,18,5,0,3,0,82
1101208,3,0,0,0,0,0,0,0,0,3,3,0,3,7,3,3,0,0,3,18,5,4,18,6,11,0,0,11,0,51,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,24,20,16,19,12,0,10,3,129
1101209,9,6,3,3,4,0,0,0,0,26,8,9,0,5,11,0,0,0,0,32,10,3,31,7,10,4,3,0,0,72,0,0,0,0,0,0,0,0,0,7,6,3,0,3,5,0,0,0,0,14,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,74,75,39,23,46,13,3,5,3,287
1101210,0,3,4,0,3,0,0,0,0,16,3,4,0,0,3,0,0,0,0,9,7,0,24,4,3,3,0,3,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57,24,17,31,7,0,6,0,173
1101211,6,0,0,0,0,0,0,0,0,11,5,3,3,5,7,3,0,0,0,26,5,3,15,4,8,4,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,61,78,22,19,38,6,0,0,7,230
1101212,0,0,0,0,3,0,0,0,0,10,3,4,0,4,3,0,0,0,0,19,3,0,12,3,9,0,3,3,0,39,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,29,41,12,15,20,3,3,3,0,133
1101213,13,4,3,4,5,0,0,0,0,28,3,0,4,0,3,3,0,0,0,13,13,3,22,5,12,3,0,3,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,54,59,23,9,29,8,0,5,3,207
1101214,3,4,0,5,3,0,0,0,0,20,9,4,3,3,3,0,0,0,0,22,15,5,21,0,16,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,52,55,27,21,36,6,3,3,3,213
1101215,5,0,0,3,4,0,0,0,0,18,7,8,0,8,3,0,0,0,3,25,4,3,18,3,5,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,57,19,21,25,4,0,3,5,180
1101216,3,0,0,0,0,0,0,0,0,4,3,3,3,3,7,3,0,0,0,20,5,3,11,13,3,3,0,0,0,34,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,40,15,16,20,5,0,4,3,137
1101217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10
1101218,3,4,0,0,3,0,3,0,0,14,3,0,4,0,3,0,0,0,0,13,7,7,28,4,7,3,3,0,0,56,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,50,33,10,27,10,4,0,0,168
1101219,6,0,0,3,3,0,0,0,0,13,0,0,3,7,3,3,0,0,0,13,8,0,32,6,12,5,0,3,0,73,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,5,3,0,4,0,3,0,0,0,0,12,30,48,44,24,35,8,6,14,4,215
1101220,0,0,0,4,3,0,0,0,0,13,0,5,0,3,7,5,0,0,0,20,3,0,12,6,8,3,4,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,17,38,19,22,30,9,3,5,0,143
1101221,0,0,0,5,3,0,0,0,0,8,0,4,3,4,5,0,0,0,0,15,5,5,17,14,11,0,3,3,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,23,20,19,3,3,3,3,117
1101222,0,5,3,3,7,0,0,0,0,16,7,0,0,9,14,0,0,0,0,25,4,3,27,8,7,3,4,0,0,61,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,61,31,22,46,6,4,7,3,221
1101223,5,3,0,3,3,0,0,0,0,14,9,4,0,4,6,3,0,0,0,27,7,0,23,0,4,3,3,3,0,51,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,61,25,20,39,13,7,3,3,203
