SA1_7DIGITCODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
1117419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117423,0,3,3,4,6,10,0,0,0,3,5,8,9,12,23,4,4,9,4,0,3,0,3,4,4,9,17,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,5,0,9,13,3,0,3,0,0,0,0,0,0,0,0,0,8,7,18,0,0,0,0,0,0,0,0,0,0,0,0,35,21,56,69,54,117
1117424,3,0,3,5,3,9,3,5,10,0,0,4,6,10,16,3,0,3,9,0,9,18,22,38,24,24,48,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,5,5,7,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,3,9,9,0,3,3,0,0,4,0,0,0,0,3,3,7,4,13,53,51,104
1117425,5,3,5,8,10,15,3,7,8,5,3,4,15,14,27,6,4,12,0,0,0,9,3,10,10,12,20,0,4,4,0,0,0,0,0,0,0,8,4,0,0,0,0,6,11,0,15,13,0,3,4,0,0,0,3,0,4,0,0,0,3,13,24,0,0,0,0,0,0,0,0,0,0,0,0,12,15,21,51,64,114
1117426,0,0,4,6,8,11,0,3,3,3,3,12,12,13,21,5,3,9,3,0,4,0,3,3,11,8,18,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,3,11,0,6,9,0,3,3,0,0,0,0,6,6,0,0,0,5,14,12,0,0,0,0,3,4,0,0,0,3,3,4,22,29,51,56,65,122
1117427,0,0,0,0,4,6,0,0,4,0,0,0,3,3,8,3,0,3,0,0,0,0,3,3,3,3,5,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,3,8,0,0,0,0,0,3,0,0,0,3,3,8,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,12,27,27,27,58
1117428,0,0,0,10,9,21,3,0,3,0,0,0,12,13,22,7,4,14,3,3,4,3,3,9,9,15,27,0,4,4,0,0,0,0,0,0,0,0,5,0,0,0,5,5,10,3,3,9,5,0,5,0,0,0,3,3,5,0,0,0,6,8,19,0,0,0,0,0,3,0,0,0,0,0,3,9,11,21,48,52,98
1117429,4,5,8,3,4,9,0,3,3,3,10,10,7,16,21,0,0,0,5,0,5,4,6,12,13,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,7,3,0,0,0,3,0,3,0,0,0,3,0,3,0,3,3,29,37,66
1117501,9,3,8,23,16,37,10,6,10,12,7,15,43,29,68,9,10,17,6,7,8,3,4,8,15,14,33,0,0,4,0,0,0,3,0,3,0,3,7,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,3,0,0,0,0,3,3,21,17,43,89,83,168
1117502,0,0,5,10,8,13,5,3,9,9,9,18,15,19,41,4,8,17,5,3,8,0,0,0,8,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,38,53,84
1117503,3,0,3,14,12,31,7,0,9,11,5,14,31,23,53,12,9,18,3,3,7,8,13,15,17,26,42,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,3,3,7,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20,73,72,139
1117504,5,7,10,9,10,24,8,7,10,5,9,15,26,27,49,14,3,18,8,14,16,3,3,12,20,18,42,0,0,0,0,0,0,0,0,0,4,8,10,0,0,0,6,8,10,0,3,3,0,4,7,0,0,0,3,5,7,0,0,0,5,12,17,0,0,0,0,0,0,0,0,0,0,0,0,14,18,30,76,86,162
1117505,4,4,7,7,14,19,9,8,18,0,0,0,17,21,39,9,15,22,3,0,3,4,8,8,10,16,29,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,17,42,59,73,130
1117506,3,5,7,11,13,20,3,4,11,8,17,25,25,28,58,12,5,14,4,9,14,8,9,14,20,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,0,0,0,3,3,3,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,10,18,63,72,140
1117507,11,3,12,12,7,21,9,12,21,11,9,15,27,28,60,5,11,21,5,8,17,7,11,14,23,28,51,0,0,0,0,0,0,6,0,6,0,0,4,0,0,0,8,5,8,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,4,16,13,30,85,86,173
1117508,0,0,3,17,4,23,3,7,13,12,14,29,34,25,63,6,3,16,3,3,7,16,19,41,34,32,67,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,7,9,0,0,3,3,0,3,0,3,7,0,0,0,3,11,14,0,0,0,0,0,0,0,0,0,0,3,3,19,24,44,98,92,191
1117509,4,3,11,14,4,16,4,0,5,0,0,0,20,7,25,3,8,15,0,3,3,3,0,6,4,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,52,56,57,115
1117511,0,0,3,10,19,29,3,3,3,0,0,0,14,23,33,23,19,38,0,0,0,0,0,0,20,15,39,0,0,0,0,0,0,5,0,3,3,3,5,0,0,0,6,8,11,3,3,3,0,3,5,0,0,0,0,0,0,0,0,0,3,7,14,0,0,0,0,0,0,0,0,0,0,0,0,18,24,39,65,74,145
1117512,0,3,4,8,11,16,3,6,9,0,0,0,10,13,21,3,3,7,0,0,0,3,3,9,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,3,7,14,21,29,37,67
1117513,4,0,8,14,10,21,3,6,8,0,0,0,12,21,31,0,4,3,0,3,3,5,5,12,6,10,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,5,11,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,12,20,34,46,51,97
1117514,3,9,13,17,11,31,0,3,3,9,7,15,28,26,54,12,10,23,0,0,3,3,3,13,15,21,38,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,3,0,0,12,14,25,70,74,138
1117515,0,0,4,7,11,18,0,0,0,0,3,7,8,11,25,0,0,3,3,3,7,4,6,10,6,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,28,39,66
1117516,7,3,11,8,12,18,3,3,3,4,6,12,14,19,35,7,7,15,0,3,3,6,3,12,18,15,31,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,12,7,18,51,56,104
1117517,4,3,9,19,3,21,0,3,3,0,0,3,20,7,29,9,3,8,5,5,13,3,0,6,11,16,25,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,5,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,19,25,46,62,62,120
1117518,3,4,10,10,8,22,0,0,0,9,3,7,18,12,32,10,0,10,0,0,0,3,9,8,11,6,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,3,3,3,16,14,28,50,44,91
1117519,3,3,4,3,7,10,0,0,0,0,4,4,6,10,18,14,8,24,3,3,7,12,25,33,23,41,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,11,6,19,46,66,115
1117520,4,3,5,11,10,17,4,0,4,5,0,5,14,12,25,5,0,10,0,0,0,0,4,4,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,34,27,55
1117521,5,0,4,9,7,14,4,0,4,0,3,3,14,10,20,10,6,16,0,0,0,0,4,6,8,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,8,9,18,34,36,68
1117522,0,8,11,23,11,33,3,0,6,3,3,3,22,19,40,14,20,37,0,0,0,0,0,0,14,21,35,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,5,6,13,15,32,62,72,137
1117523,3,8,9,13,11,23,5,3,9,0,3,3,22,14,35,14,8,24,0,0,0,0,0,0,14,8,24,0,0,0,0,0,0,4,0,5,3,3,7,0,0,0,4,3,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,28,25,45,74,59,131
1117524,3,0,6,8,12,19,3,6,10,0,0,0,15,13,26,13,4,19,0,0,0,0,0,0,14,4,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,14,26,51,34,87
1117525,3,3,7,9,16,27,3,5,6,5,0,8,18,21,45,12,6,19,0,0,0,14,8,22,24,12,39,0,0,0,0,0,0,5,0,3,0,3,3,0,0,0,5,3,12,0,3,0,0,0,0,0,0,0,0,5,8,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,10,13,24,64,66,129
1117526,4,3,10,11,14,24,0,0,3,4,3,7,16,18,32,7,14,19,0,0,0,12,4,16,18,20,34,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,4,0,0,0,4,0,4,15,10,27,59,50,110
1117527,8,3,14,15,10,31,0,0,0,0,0,0,15,14,31,6,3,11,0,0,0,4,0,4,8,3,16,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,10,15,28,50,49,96
1117528,7,10,16,18,20,38,0,0,0,14,6,25,30,33,62,16,11,32,0,0,0,7,0,7,24,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,4,8,0,0,0,3,4,8,13,23,38,81,85,172
1117529,15,15,27,25,23,51,6,8,16,3,6,13,34,47,76,15,12,25,8,6,10,3,9,12,20,27,53,0,0,0,0,0,0,4,3,7,0,5,7,0,0,0,9,8,14,0,0,7,0,0,0,0,0,0,0,6,7,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,3,3,14,23,32,88,128,217
1117530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117531,4,4,4,6,8,13,3,6,7,5,8,10,10,23,35,3,0,4,4,4,10,8,6,9,12,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,4,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22,45,54,93
1117532,0,0,0,3,5,8,5,0,5,0,0,0,13,10,18,5,3,7,0,0,0,3,0,9,7,5,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,36,20,56
1117533,4,0,4,3,3,9,0,4,4,7,3,12,7,7,17,5,3,4,4,0,5,0,3,8,12,8,19,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,3,3,4,12,27,25,56
1117534,0,0,0,0,3,7,0,0,0,0,0,0,3,4,7,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,20,23,16,38
1117535,0,0,0,6,3,9,0,0,3,3,5,3,11,8,18,0,0,3,0,0,0,3,3,3,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,22,24,42
1117601,3,7,5,18,12,35,0,3,3,0,0,0,22,15,35,14,9,26,0,0,4,0,0,0,18,10,29,0,0,3,0,3,3,0,0,0,3,4,7,0,0,0,6,9,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,7,0,0,0,0,0,0,3,3,5,40,52,94,91,98,193
1117602,0,0,0,12,8,20,0,3,11,0,0,0,13,15,28,4,3,14,3,3,9,0,0,0,7,5,17,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,41,35,71
1117603,0,3,5,8,10,20,12,7,12,5,3,7,21,15,35,5,10,14,0,0,0,0,0,0,5,14,21,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,3,0,3,14,10,21,51,48,93
1117604,3,3,4,9,19,28,9,4,16,0,0,0,20,27,42,9,6,18,5,3,8,0,3,3,11,16,27,0,0,0,0,0,3,4,0,4,0,3,3,0,0,0,8,9,13,3,3,6,0,0,6,0,0,3,0,0,0,0,0,0,3,8,18,0,0,0,0,0,0,0,0,0,0,0,0,18,22,42,65,86,153
1117605,3,0,0,10,18,25,0,0,0,0,0,0,10,18,28,10,12,24,0,0,0,0,4,4,14,13,24,0,0,0,0,3,3,0,0,0,3,8,13,0,0,0,3,9,13,0,0,0,3,0,5,0,3,3,0,3,3,0,0,0,3,6,9,0,0,0,0,4,4,0,0,0,0,4,4,18,15,35,53,67,120
1117606,3,4,5,10,5,18,7,3,11,0,3,3,16,8,27,11,3,10,0,0,3,0,0,0,10,5,14,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,3,6,11,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,14,10,22,54,45,93
1117607,0,8,8,21,16,39,3,7,12,3,3,3,24,24,56,21,11,31,5,0,4,0,0,0,20,13,34,0,0,4,0,0,0,3,7,7,4,7,3,0,0,0,5,15,17,0,3,3,0,4,3,0,0,0,0,3,3,0,0,0,5,7,13,0,0,0,0,7,7,0,0,0,3,4,7,3,24,24,66,99,166
1117608,0,4,7,4,8,15,0,0,4,0,0,0,6,13,20,5,5,5,0,0,0,0,0,0,5,3,9,0,0,3,3,0,3,4,0,4,0,4,5,0,0,0,5,6,12,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,20,12,31,46,42,84
1117609,4,5,10,14,17,31,0,5,5,0,3,3,16,21,39,8,17,18,0,0,0,0,0,0,8,13,24,0,0,0,0,5,4,3,0,3,4,3,8,0,0,0,11,10,15,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,6,8,0,5,5,0,0,0,0,0,0,0,7,7,15,12,25,42,78,124
1117610,3,0,5,14,18,29,0,3,3,0,0,0,13,16,37,5,9,18,0,3,4,3,3,3,12,15,27,3,0,3,0,0,0,3,8,5,5,4,7,0,0,0,11,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,5,7,16,13,33,59,69,129
1117611,4,4,9,12,6,13,0,3,3,0,0,3,8,7,23,6,4,9,0,0,0,0,0,0,6,7,11,4,0,6,3,3,6,0,5,9,3,5,8,0,0,0,7,14,23,0,0,3,3,4,10,0,0,0,4,0,4,0,0,0,12,5,17,0,0,0,0,0,0,0,0,0,0,0,0,26,30,59,69,69,138
1117612,0,3,3,10,3,18,4,5,13,0,0,3,16,15,30,0,10,11,0,0,0,0,0,0,3,11,11,0,0,0,0,0,0,3,0,3,3,4,8,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,18,37,44,54,92
1117613,4,3,7,5,5,16,4,5,9,0,0,5,17,11,26,18,9,26,0,3,6,3,0,4,22,9,34,0,0,0,7,4,7,4,3,4,0,5,7,0,0,0,7,12,22,0,3,5,0,3,3,0,0,3,0,0,4,0,0,0,7,6,13,0,3,3,0,0,0,0,0,0,0,3,3,13,24,40,75,73,149
1117614,3,7,10,13,6,18,0,0,3,0,0,0,8,4,17,11,5,16,0,0,0,0,0,0,11,6,16,0,0,0,3,0,3,0,0,0,0,4,9,0,0,0,4,5,13,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,5,21,30,46,46,66,110
1117615,0,0,6,12,12,23,4,4,8,6,7,12,14,21,37,11,7,23,7,0,11,5,5,8,24,18,35,0,3,3,0,0,0,3,0,3,0,0,4,0,0,0,5,7,11,0,0,3,0,3,3,0,0,0,0,0,6,0,0,0,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,22,13,35,68,62,131
1117616,3,3,7,13,13,20,3,0,4,0,0,0,13,18,27,7,12,20,0,3,8,0,0,0,13,19,30,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,3,0,3,0,0,0,3,0,3,29,35,69,63,87,147
1117617,8,4,9,11,21,30,0,3,3,0,0,0,16,24,37,7,6,12,0,3,3,0,3,3,9,11,22,0,0,0,3,3,5,0,0,0,0,9,9,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,16,15,25,47,66,110
1117618,0,0,4,7,5,15,7,10,15,5,3,7,17,20,34,3,3,9,9,6,11,0,0,3,14,7,22,0,0,0,0,0,4,3,0,3,0,3,3,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8,16,24,48,52,96
1117619,3,3,3,10,0,14,0,0,0,0,3,3,10,3,13,0,5,11,0,0,0,0,0,0,4,7,10,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,3,3,12,8,24,37,31,69
1117620,6,4,13,22,13,36,6,0,6,0,0,0,28,13,38,15,13,28,0,0,0,0,0,0,22,13,30,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,9,0,0,0,0,3,7,0,0,3,0,0,0,0,0,0,0,5,7,0,0,0,0,3,3,0,0,0,0,3,3,38,37,69,92,83,171
1117621,3,0,3,3,13,15,0,3,3,0,0,0,3,12,20,5,6,9,0,0,3,0,0,0,7,9,14,0,3,3,0,4,7,0,4,3,3,0,6,0,0,0,6,14,16,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,3,4,4,0,0,0,0,0,3,0,0,0,3,0,3,28,25,50,50,63,114
1117622,3,8,10,22,15,32,0,6,8,4,3,9,23,23,49,10,11,13,0,3,5,0,6,6,8,16,29,3,0,4,0,3,3,0,3,4,0,0,3,0,0,0,8,10,14,0,4,4,0,3,3,3,0,3,0,0,0,0,0,0,4,3,12,0,0,0,0,0,3,0,0,0,0,0,3,21,16,34,68,81,149
1117623,0,4,3,9,0,16,5,7,15,5,0,5,20,4,26,8,7,14,0,0,0,3,0,3,15,5,20,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,3,23,52,27,80
1117624,3,3,9,4,9,15,11,3,14,4,4,5,24,16,37,13,14,28,8,4,4,0,0,0,19,15,38,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,3,3,4,3,3,3,0,0,0,0,0,0,3,0,6,0,0,0,8,6,11,0,0,0,0,0,0,0,0,0,0,0,0,11,15,30,64,58,124
1117625,4,7,8,5,4,12,12,3,11,3,0,5,23,13,34,9,0,13,5,3,8,3,6,11,18,14,24,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,6,3,8,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25,61,45,104
1117626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1117627,0,3,3,14,9,19,0,0,0,0,0,0,14,9,21,6,8,22,0,0,0,0,0,0,13,14,20,0,0,0,3,3,4,0,0,0,3,0,7,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,20,16,29,54,41,93
1117628,0,0,0,10,5,17,0,4,6,3,5,6,13,16,26,10,3,13,6,3,7,3,10,11,14,18,32,0,0,0,0,0,0,3,5,6,3,4,7,0,0,0,7,11,16,5,3,5,0,0,0,0,0,0,0,5,4,0,0,0,9,9,17,0,0,0,5,3,5,0,0,0,5,3,4,5,5,15,49,59,106
1117629,0,0,3,3,0,6,0,0,0,0,0,0,3,0,6,0,0,4,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,18,20,15,27,40
