SA1_7DIGITCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
1112201,3,6,10,15,12,9,3,0,0,58,0,0,6,3,7,6,0,0,0,25,0,0,8,3,7,5,0,0,0,25,0,0,3,5,0,0,0,0,0,9,0,0,3,0,4,3,0,0,0,11,0,3,0,0,3,0,0,0,0,10,0,0,4,5,10,5,6,3,0,47,26,39,108,83,76,66,73,27,4,488
1112202,0,0,0,3,7,9,3,0,0,23,0,0,0,0,3,0,0,0,0,5,0,0,3,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,3,8,14,16,8,0,0,52,16,7,28,25,53,67,59,11,9,262
1112203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1112204,0,0,4,3,0,4,0,0,0,13,0,0,3,0,0,3,0,0,0,12,0,0,3,4,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,6,4,8,0,3,0,26,25,32,50,36,28,52,31,8,9,267
1112205,0,0,10,3,8,0,0,0,0,21,0,3,0,7,12,7,0,0,0,22,0,0,7,6,3,3,0,0,0,22,0,0,0,3,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,4,0,0,0,26,32,27,60,48,65,53,33,14,3,328
1112206,0,0,7,12,3,4,0,0,0,28,0,0,4,0,3,7,0,0,0,13,0,0,3,0,3,3,0,0,0,14,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,8,3,0,26,18,14,60,49,31,61,40,21,11,307
1112207,0,0,0,6,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,7,12,8,4,0,48,28,32,36,44,55,54,46,24,11,325
1112208,0,3,3,4,0,7,0,0,0,19,0,0,0,0,3,4,0,0,0,3,0,0,3,3,3,0,0,0,0,12,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,3,18,12,23,26,30,31,45,52,30,13,258
1112209,0,0,8,3,6,9,0,0,0,31,0,0,5,0,0,0,0,0,0,10,0,0,0,3,6,0,0,0,0,10,0,0,0,0,3,0,0,0,0,5,0,0,4,0,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,3,3,11,3,0,4,11,8,37,20,36,60,36,54,54,39,55,23,382
1112210,0,0,7,6,10,6,0,7,3,43,0,0,4,6,8,4,0,3,0,23,0,0,6,5,6,6,0,0,0,18,0,0,0,3,3,0,0,0,0,8,0,0,0,0,3,0,0,0,3,13,0,0,0,0,3,0,0,0,0,0,3,0,3,4,11,10,3,8,4,50,38,28,71,67,86,64,64,71,31,512
1112211,0,0,4,5,3,3,0,0,0,19,0,0,0,3,0,3,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,3,0,0,0,5,3,3,4,9,8,3,5,4,0,34,17,16,36,25,33,49,36,35,59,311
1112212,0,0,9,5,4,6,0,0,0,25,0,3,3,5,8,4,0,0,0,27,0,0,0,3,3,0,0,0,0,5,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,7,5,0,3,0,30,36,47,72,70,76,61,43,19,5,430
1112213,0,0,0,3,4,9,0,0,0,13,0,0,5,0,0,3,0,0,0,13,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,12,28,24,20,33,38,27,15,3,199
1112214,0,0,6,0,0,3,3,0,0,13,0,0,4,0,3,0,0,0,0,5,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,7,6,0,0,24,28,20,35,34,47,37,24,5,4,232
1112215,0,0,4,4,0,3,0,0,0,10,0,0,0,9,0,0,0,0,0,12,0,0,0,3,3,5,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,3,3,9,3,3,5,0,0,30,35,32,47,60,62,44,30,9,3,328
1112216,0,0,8,3,3,3,0,0,0,22,0,0,0,0,0,9,0,0,0,9,0,0,3,0,7,3,0,0,0,16,0,0,0,0,3,3,0,0,0,6,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,3,0,0,0,4,5,0,8,4,3,0,3,0,0,29,26,23,41,39,36,51,31,25,4,285
1112217,0,6,33,16,11,3,3,0,0,71,0,5,17,10,11,0,0,0,0,49,0,0,9,11,8,4,0,0,0,30,0,0,3,12,0,0,0,0,0,19,0,0,0,9,0,0,0,0,0,8,0,0,3,4,0,0,0,0,0,7,0,5,12,3,4,6,0,0,0,32,50,65,147,122,77,39,17,13,4,530
1112218,0,0,6,9,6,0,0,0,0,17,0,0,0,5,7,3,0,0,0,20,0,0,3,3,5,6,0,0,0,17,0,0,0,7,3,0,0,0,0,14,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,3,0,0,0,15,24,18,37,54,48,55,21,4,5,269
1112219,0,3,8,6,11,10,0,0,0,37,0,0,0,3,8,6,0,0,0,23,0,0,5,4,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,3,0,9,4,3,0,0,0,0,21,21,25,58,39,52,63,37,20,7,327
1112220,0,3,5,6,6,10,0,0,0,29,0,0,0,0,3,4,0,0,0,10,0,0,4,4,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,10,3,7,3,0,0,24,15,30,40,45,41,55,35,8,5,269
1112221,0,3,13,7,6,7,0,3,0,39,0,0,5,3,4,5,0,0,0,27,0,3,7,6,6,3,0,0,0,23,0,0,0,4,5,5,0,0,0,13,0,0,0,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,5,3,7,0,24,50,30,79,77,77,58,33,24,5,439
1112222,0,0,5,4,8,0,3,0,0,17,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,22,4,15,14,12,0,0,82,33,44,72,35,71,44,41,8,3,350
1112223,0,3,6,7,3,3,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,5,6,8,10,14,4,3,0,55,37,38,48,74,73,66,30,20,0,379
1112224,0,0,3,6,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,10,5,4,3,44,23,18,40,38,36,42,17,19,11,243
1112225,0,4,5,7,15,13,0,0,0,42,0,0,4,0,11,4,0,0,0,17,0,0,3,0,3,4,0,0,0,18,0,0,0,0,3,0,0,0,0,4,0,0,0,4,7,3,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,3,3,4,8,8,0,0,25,26,46,55,38,70,66,49,25,10,378
1112226,0,5,5,8,7,0,3,0,0,30,0,0,6,3,6,0,0,0,0,16,0,3,3,4,5,0,0,0,0,15,0,0,3,3,3,3,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,8,7,4,10,10,13,6,0,69,34,53,80,60,76,66,80,43,6,485
1112227,0,5,11,16,18,14,3,0,0,59,0,0,11,4,3,3,0,0,0,26,0,0,0,8,14,3,0,0,0,26,0,0,0,3,9,8,0,0,0,20,0,0,6,5,8,3,3,0,0,28,0,0,0,8,0,3,0,0,0,11,6,4,9,10,8,8,8,0,0,51,54,43,72,91,86,82,50,14,3,503
1112228,0,3,6,15,9,4,0,0,0,39,0,0,5,8,6,5,0,0,0,29,0,0,8,5,9,3,0,0,0,28,0,0,3,3,9,0,0,0,0,14,0,0,0,3,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,5,3,4,0,30,38,50,66,69,81,63,39,14,0,411
1112229,0,5,6,16,14,11,0,0,0,50,0,0,9,8,10,9,0,0,0,26,0,0,8,3,8,4,0,0,0,23,0,0,6,8,6,5,0,0,0,19,0,0,0,6,5,3,0,0,0,11,0,0,3,3,0,0,0,0,0,6,3,4,3,4,0,4,0,3,0,20,35,32,76,82,67,76,46,17,3,440
1112230,0,3,4,3,13,10,3,0,0,42,0,0,4,3,4,7,0,0,0,15,0,0,0,0,3,0,0,0,0,12,0,0,0,3,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,5,3,9,12,10,6,3,62,19,35,49,39,71,99,84,49,17,470
1112231,0,3,0,3,6,11,0,0,0,23,0,0,0,0,6,9,0,0,0,16,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,10,0,0,5,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9,9,3,16,19,42,52,32,9,3,187
1112232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,9
1112233,0,7,0,0,3,7,5,0,0,18,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,3,4,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,16,16,15,21,39,35,9,8,0,162
1112234,0,0,9,0,6,3,0,0,0,20,0,0,0,4,4,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,15,25,19,28,30,36,24,25,16,3,203
1112301,0,0,0,6,5,3,0,0,0,17,0,0,0,0,3,0,0,0,0,9,0,0,6,3,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,4,3,0,4,0,0,0,14,0,0,3,0,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,7,17,4,31,37,29,36,26,8,3,197
1112302,0,0,0,3,13,10,0,0,0,22,0,0,5,0,5,0,0,0,0,12,0,0,0,0,8,5,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,6,0,0,0,9,0,0,0,4,3,3,0,0,0,10,3,0,4,0,3,3,0,0,0,10,26,12,33,22,58,47,21,15,7,234
1112303,0,4,0,5,9,10,0,0,0,25,0,0,3,4,9,3,3,0,0,20,0,0,3,6,7,3,0,0,0,21,0,0,0,4,6,3,0,0,0,11,0,0,0,7,6,0,0,0,0,14,0,0,0,0,3,0,0,0,0,5,3,0,3,7,3,6,0,0,0,17,39,29,36,55,67,57,26,11,0,321
1112304,0,0,3,3,7,5,6,0,0,25,0,0,0,5,8,6,0,0,0,13,0,0,0,7,7,3,0,0,0,18,0,0,0,7,3,4,0,0,0,18,0,0,0,11,9,6,0,0,0,33,0,0,0,3,8,3,0,0,0,15,8,0,0,4,7,3,6,3,0,26,48,30,17,53,83,60,34,9,0,328
1112305,0,3,7,9,15,7,0,0,0,36,0,0,3,13,7,4,3,0,0,32,0,0,0,4,9,4,0,0,0,22,0,0,4,7,6,0,0,0,0,14,0,0,4,18,5,3,0,0,0,36,0,0,0,0,7,0,0,0,0,8,5,0,3,4,3,5,0,4,0,22,42,34,44,95,92,54,21,14,7,405
1112306,0,0,0,0,6,0,0,0,0,18,0,0,0,0,9,4,0,0,0,18,0,0,3,0,9,5,0,0,0,15,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,25,11,6,26,48,17,12,0,0,143
1112307,0,0,3,0,7,0,3,0,0,12,0,0,0,0,3,5,3,0,0,13,0,0,0,0,9,3,0,0,0,13,0,0,0,0,4,3,0,0,0,7,0,0,0,5,0,7,0,0,0,11,0,0,0,0,5,0,0,0,0,7,0,3,6,3,0,4,0,0,0,12,14,16,20,18,44,50,24,10,0,210
1112308,0,0,3,0,11,17,4,0,0,32,0,0,3,3,5,4,0,0,0,17,0,0,6,0,5,7,0,0,0,20,0,0,4,0,0,4,0,0,0,10,0,0,0,6,18,12,0,0,0,31,0,0,0,3,8,0,0,0,0,12,3,0,0,3,5,3,5,0,0,28,41,27,31,29,83,107,31,15,3,361
1112309,0,0,3,0,10,5,0,0,0,19,0,0,3,7,0,3,3,0,0,14,0,0,0,5,5,3,3,0,0,13,0,0,0,3,0,0,3,0,0,4,0,0,0,10,11,9,3,0,0,23,0,0,0,8,0,0,0,0,0,6,0,6,0,0,5,4,5,3,0,18,33,21,23,44,56,46,41,12,9,282
1112310,0,0,10,5,13,8,7,0,0,39,0,0,3,6,4,8,6,0,0,22,0,0,0,4,7,7,3,0,0,26,0,0,0,4,5,0,0,0,0,16,0,0,5,6,10,6,0,0,0,33,0,0,0,3,6,0,0,3,0,20,0,3,3,0,3,9,7,0,0,25,46,20,46,66,98,81,69,21,12,453
1112311,0,0,6,3,7,7,6,0,0,29,0,0,4,11,12,0,3,0,0,25,0,0,3,5,0,4,0,0,0,10,0,0,0,3,5,0,0,0,0,13,0,0,0,3,8,0,0,0,0,14,0,0,0,3,4,0,0,0,0,3,3,0,0,3,4,3,7,3,0,25,32,17,35,41,69,38,37,15,3,282
1112312,0,0,3,3,4,4,0,0,0,14,0,0,3,3,3,6,0,0,0,15,0,0,0,3,6,0,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,0,0,6,3,3,0,0,0,14,0,0,0,3,0,0,0,0,0,3,8,3,5,10,6,5,5,0,0,32,35,22,18,56,48,53,28,8,0,268
1112313,0,0,3,6,7,8,7,0,0,37,0,3,0,3,6,3,0,0,0,18,0,0,4,9,7,7,0,0,0,23,0,0,3,0,7,0,0,0,0,13,0,0,0,5,13,4,0,0,0,24,0,0,0,4,3,3,0,0,0,11,5,4,0,7,7,3,5,7,0,31,36,20,34,48,89,58,43,4,0,347
1112314,0,0,4,0,13,4,3,0,0,28,0,0,4,0,0,3,3,0,0,12,0,0,0,5,7,4,0,0,0,17,0,0,3,0,6,0,0,0,0,12,0,0,0,9,3,4,8,0,0,29,0,0,0,0,0,0,0,0,0,3,3,5,3,8,3,3,4,4,0,28,17,24,22,47,57,55,37,18,3,276
1112315,0,0,5,0,11,0,0,0,0,19,0,0,3,3,3,0,3,0,0,15,0,0,3,0,4,3,0,3,0,15,0,0,4,4,0,3,3,0,0,14,0,0,0,0,4,0,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,3,0,5,3,3,3,0,19,16,15,21,30,59,32,29,18,4,224
1112401,0,0,0,3,3,4,3,0,0,17,0,0,0,0,3,0,14,0,3,20,0,0,0,3,0,3,3,0,0,9,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,8,7,0,28,10,12,15,20,33,67,178,59,17,407
1112402,0,0,0,0,4,8,3,0,0,16,0,0,0,3,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,4,0,0,0,11,0,0,0,4,0,4,5,0,0,7,0,0,4,0,0,0,0,0,0,3,16,6,20,21,35,61,40,16,0,215
1112403,0,0,4,0,7,11,9,4,0,36,0,0,0,3,3,4,3,0,0,10,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,3,0,0,5,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,6,0,0,3,0,0,0,4,0,3,5,3,0,14,14,14,15,24,42,88,192,41,4,440
1112404,0,0,0,9,6,10,6,0,0,26,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,9,10,5,0,31,17,6,13,27,36,80,115,52,7,348
1112405,0,0,3,3,3,4,3,9,3,31,0,0,0,0,3,0,0,5,3,17,0,0,3,0,4,0,0,0,0,11,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,25,3,44,14,3,15,20,33,48,154,205,63,553
1112406,0,0,5,3,4,4,3,0,0,19,0,0,0,5,0,4,0,0,0,10,0,0,0,0,0,4,0,0,0,10,0,0,0,4,0,4,0,0,0,12,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,12,3,0,29,9,5,21,26,30,54,87,46,8,281
1112407,0,0,0,0,3,0,3,0,0,7,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,3,4,3,0,22,7,0,21,22,35,45,54,33,3,220
1112408,0,0,5,0,8,6,3,0,0,15,0,0,0,3,3,4,0,0,0,10,0,0,0,0,3,6,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,10,0,6,26,9,21,16,25,27,63,77,38,41,330
1112409,0,0,0,0,7,4,15,0,0,19,0,0,4,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,3,12,11,6,13,16,30,37,69,21,13,221
1112410,0,0,0,5,9,3,7,3,0,25,0,0,0,0,0,3,3,3,0,7,0,0,0,0,5,7,0,0,0,13,0,0,3,3,3,5,0,0,0,12,0,0,0,0,0,6,3,0,0,11,0,0,0,4,0,0,0,0,0,7,5,3,0,3,4,4,5,11,5,34,18,17,23,42,48,69,91,66,18,396
1112411,0,3,3,4,5,9,8,3,0,34,0,0,5,0,3,3,5,0,0,18,0,0,0,0,5,0,3,0,0,16,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,10,0,0,0,14,0,0,0,8,5,0,0,0,0,11,3,3,3,3,0,13,4,7,7,40,24,23,27,35,62,96,92,59,48,465
1112412,0,0,0,0,7,5,0,0,0,19,3,0,0,0,3,3,8,0,0,16,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,3,12,3,0,31,19,17,13,29,44,59,60,19,3,256
1112413,0,0,0,0,3,6,3,0,0,18,0,0,0,7,5,0,7,0,0,16,0,0,3,0,3,11,3,0,0,23,0,0,0,3,3,3,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,16,10,5,37,9,4,23,28,40,77,113,42,16,358
1112414,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,0,12,16,18,16,3,0,72
1112415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112501,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,5,0,29,14,12,15,23,39,35,31,20,0,184
1112502,0,4,7,9,6,3,0,0,0,35,0,0,0,8,7,4,0,0,0,16,0,0,0,0,6,3,0,0,0,17,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,3,7,11,4,14,7,8,0,56,33,24,54,58,63,81,96,29,12,456
1112503,0,3,5,3,0,5,3,0,3,27,0,0,0,3,4,3,0,0,0,14,0,0,3,6,6,6,0,0,0,25,0,0,4,0,8,0,0,0,0,12,0,0,0,0,10,0,0,0,0,8,0,0,3,0,3,0,0,0,0,6,0,0,0,3,8,5,0,4,0,18,19,22,35,44,57,55,30,19,9,285
1112504,0,4,10,11,7,3,5,0,0,45,0,3,16,11,12,7,3,0,0,43,0,0,6,10,11,8,5,0,0,39,0,0,5,10,8,3,0,0,0,33,0,0,13,23,19,8,0,0,0,60,0,0,0,8,6,3,4,0,0,23,4,8,7,14,11,5,3,0,0,46,48,22,95,133,102,69,68,12,0,543
1112505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112506,0,0,5,6,12,4,3,0,0,28,0,0,8,4,6,3,4,0,0,21,0,0,5,3,3,0,0,0,0,17,0,0,7,5,0,0,0,0,0,12,0,0,0,9,8,3,0,0,0,16,0,0,0,0,0,3,0,0,0,3,8,0,10,10,3,8,9,0,0,46,30,24,57,81,94,72,66,27,8,463
1112507,0,0,3,8,11,6,0,0,0,30,0,0,3,8,8,3,0,0,0,23,0,0,0,6,3,3,0,0,0,11,0,0,0,6,4,0,0,0,0,11,0,0,0,3,7,0,0,0,0,15,0,0,0,3,5,0,0,0,0,4,3,4,3,3,6,7,13,13,4,53,46,35,34,75,90,77,76,32,10,465
1112508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112509,5,15,10,3,0,0,0,0,0,33,0,5,13,0,0,0,0,0,0,27,0,0,4,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,6,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,27,32,8,8,0,0,0,0,88,20,68,77,16,15,4,0,0,0,205
1112510,0,0,3,3,3,4,4,0,0,17,0,4,3,0,0,5,0,0,0,9,0,0,0,4,0,0,0,0,0,8,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,9,5,12,11,6,5,0,51,16,17,39,28,53,55,45,24,3,277
1112511,0,0,0,4,7,3,0,0,0,20,0,0,4,6,5,3,0,0,0,19,0,0,0,4,6,8,0,0,0,16,0,0,0,0,6,0,0,0,0,9,0,0,0,3,3,3,3,0,0,13,0,0,0,3,4,3,0,0,0,9,3,3,3,3,3,7,4,7,3,31,40,19,34,51,71,84,71,15,10,400
1112512,0,0,0,6,6,6,0,0,0,25,0,0,0,3,3,10,0,0,0,19,0,0,0,3,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,0,0,8,5,3,0,0,0,12,0,0,0,4,0,0,0,0,0,11,3,0,0,3,5,8,5,3,0,21,13,8,17,42,45,52,44,20,3,258
