SA1_7DIGITCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
1111919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111920,0,0,4,4,3,8,3,3,0,25,0,0,0,0,3,3,0,0,0,7,0,0,0,4,0,7,0,0,0,10,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,3,0,0,0,7,8,3,0,0,4,22,85,69,22,208,24,17,26,32,56,116,211,142,41,672
1112001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,6,0,0,0,11
1112002,0,0,6,0,7,9,0,0,0,28,0,0,0,3,0,0,0,0,0,7,0,0,3,0,3,3,0,0,0,5,0,0,0,0,3,4,0,0,0,7,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,11,14,11,32,28,45,75,66,19,8,292
1112003,0,0,3,5,6,3,3,0,0,17,0,0,0,0,3,5,0,0,0,10,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,13,4,0,29,10,15,23,25,31,43,68,28,6,253
1112004,0,3,3,0,3,6,3,3,0,23,0,0,0,3,4,3,0,0,0,9,0,0,3,3,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,8,0,0,0,0,4,3,0,0,0,8,0,0,0,0,4,0,0,0,0,8,0,8,3,3,0,7,5,5,0,31,17,25,33,49,47,86,80,29,8,376
1112005,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9
1112006,0,0,4,6,4,3,3,0,3,30,0,0,7,3,3,4,3,0,0,16,0,0,4,3,0,6,0,0,0,11,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,10,11,7,3,49,29,23,73,40,65,102,90,65,16,500
1112007,0,0,3,4,3,5,0,0,0,14,0,0,0,0,4,3,0,0,0,11,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,0,0,17,19,11,21,18,37,48,32,11,3,204
1112008,0,0,4,4,12,11,3,4,0,33,0,0,0,4,4,4,0,0,0,20,0,0,3,6,3,4,0,0,0,13,0,0,0,3,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,4,5,3,3,5,3,9,32,18,23,51,50,67,87,84,45,26,445
1112009,0,9,11,14,9,6,3,0,0,44,0,0,12,9,4,4,0,0,0,25,0,0,13,6,3,3,0,0,0,23,0,0,3,4,3,4,0,0,0,10,0,0,4,4,4,7,3,0,0,18,0,0,0,0,0,0,0,0,0,5,7,3,9,9,3,3,15,0,0,50,41,38,104,100,81,87,94,21,3,572
1112010,0,0,11,3,0,10,0,0,0,31,0,0,3,9,7,0,3,0,0,28,0,0,3,0,9,6,0,0,0,17,0,0,0,0,0,4,0,0,0,3,0,0,5,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,11,3,3,7,14,4,6,0,50,29,36,59,58,74,86,82,54,7,481
1112011,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,4,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,3,0,27,8,12,22,33,36,34,51,18,6,221
1112012,0,3,0,3,3,5,3,0,0,20,0,0,0,4,3,4,0,0,0,9,0,0,3,0,4,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,4,4,0,6,0,0,19,16,8,36,31,50,50,65,15,4,277
1112013,0,3,3,0,3,6,3,0,0,22,0,0,0,0,4,4,0,0,0,11,0,0,0,3,9,9,0,0,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6,5,0,3,4,4,8,12,0,0,35,26,9,24,35,57,72,79,28,10,346
1112014,0,0,3,3,3,6,3,0,0,23,0,0,3,3,3,7,0,0,0,17,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,3,0,3,3,0,0,0,14,0,0,0,0,3,0,0,0,0,3,3,0,7,3,9,15,13,3,0,50,15,10,54,45,49,122,87,30,5,411
1112015,0,3,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,4,8,0,0,0,0,3,0,0,0,0,5,0,0,3,0,3,6,3,0,0,16,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,9,4,0,22,11,5,17,12,36,40,46,19,11,192
1112016,0,4,4,11,6,11,0,0,0,37,0,0,0,3,7,7,0,0,0,23,0,0,0,6,7,3,0,0,0,19,0,0,0,4,3,0,0,0,0,10,0,0,5,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,3,4,3,5,8,5,9,0,3,45,30,32,60,61,86,88,74,31,6,457
1112017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112018,0,0,3,3,12,4,5,0,0,31,0,0,0,0,12,0,0,0,0,13,0,0,0,5,3,7,0,0,0,12,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,3,4,3,24,23,15,27,40,72,87,80,66,40,446
1112101,0,0,3,4,6,11,9,3,0,31,0,0,0,3,4,10,9,0,0,27,0,0,3,5,6,5,3,0,0,22,0,0,0,3,3,3,0,3,0,9,0,0,0,0,7,0,0,0,0,13,0,0,0,0,5,3,4,3,3,13,8,3,15,9,20,22,12,15,0,116,37,24,40,45,87,124,110,88,12,564
1112102,0,0,3,8,9,10,3,3,0,39,0,0,0,0,3,3,6,0,0,17,0,0,3,5,0,4,3,3,0,17,0,0,0,4,3,3,4,0,0,10,0,0,0,3,3,5,0,3,0,16,0,0,0,0,0,7,3,0,0,15,4,0,0,3,9,9,5,9,3,43,19,16,22,42,65,82,97,51,7,389
1112103,0,0,3,4,0,3,0,0,0,11,0,0,3,3,3,0,0,0,0,8,0,0,3,3,4,3,0,0,0,16,0,0,3,0,3,3,3,0,0,14,0,0,6,4,6,3,0,0,0,18,0,0,0,0,3,0,0,0,0,9,0,0,0,6,0,3,5,3,0,18,16,15,31,40,46,60,65,28,4,299
1112104,0,0,5,4,3,6,0,0,0,18,0,0,0,4,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,8,3,0,0,0,0,11,0,0,0,0,4,0,0,0,0,8,3,4,0,3,3,0,3,0,0,16,13,8,16,41,42,39,42,13,3,221
1112105,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,0,0,0,0,10,0,0,0,3,3,0,0,0,0,3,0,0,0,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,19,8,13,32,45,40,56,31,3,250
1112106,0,0,0,0,4,0,3,0,8,24,0,0,0,0,3,4,3,0,0,14,0,0,0,0,6,3,0,0,0,13,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,0,3,0,0,8,0,0,0,0,0,3,5,0,0,10,0,0,0,3,3,6,8,14,18,58,6,7,18,20,32,47,92,94,64,385
1112107,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,0,0,0,0,9,0,0,3,0,0,4,0,0,0,11,0,0,0,3,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,10,14,10,12,31,22,28,30,34,7,187
1112108,0,0,6,6,6,9,0,6,3,27,0,0,3,5,0,3,0,0,0,10,0,0,3,3,5,3,0,0,0,15,0,0,3,0,4,0,0,0,0,6,0,0,0,4,3,3,0,0,0,6,0,0,0,3,0,3,0,0,0,5,4,0,3,6,4,3,0,13,10,45,11,14,36,45,42,61,93,92,36,426
1112109,0,0,6,5,3,4,3,0,0,16,0,0,3,3,3,5,0,0,0,19,0,0,0,3,8,0,0,0,0,8,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,4,4,3,0,3,15,26,11,29,39,55,51,55,28,7,295
1112110,0,3,4,0,6,3,3,0,0,21,0,0,0,0,0,3,3,0,0,5,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,8,19,15,27,25,51,28,19,17,0,202
1112111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1112114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1112115,0,4,14,12,3,9,4,0,0,39,0,0,11,3,5,4,0,0,0,18,0,0,0,6,4,0,5,0,0,18,0,0,0,0,5,5,0,0,0,14,0,0,0,6,10,5,0,0,0,23,0,0,3,0,4,0,0,0,0,10,7,5,4,6,3,9,9,3,0,35,26,31,71,61,56,76,75,33,9,445
1112116,0,0,7,3,3,3,12,3,3,34,0,0,5,6,0,4,3,0,0,17,0,0,0,0,4,3,3,0,0,15,0,0,0,3,0,3,3,0,0,10,0,0,0,5,0,8,0,0,0,20,0,0,0,0,4,4,5,0,0,10,0,3,0,6,4,3,12,3,3,36,19,16,27,48,50,57,94,35,7,353
1112117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,9,3,0,42
1112118,0,0,0,3,3,6,5,3,0,30,0,0,3,0,3,0,0,0,0,13,0,0,0,4,3,0,0,0,0,10,0,0,0,3,0,4,0,0,0,6,0,0,3,4,4,3,0,0,0,9,0,0,0,0,4,3,3,0,0,9,0,0,3,4,6,9,0,6,3,25,21,15,29,36,44,66,70,37,17,328
1112119,0,0,4,3,10,3,3,0,3,25,0,0,0,4,6,6,0,0,0,21,0,0,3,0,0,3,0,0,0,13,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,3,7,0,0,0,0,0,0,6,13,12,28,30,13,25,44,58,39,65,70,70,414
1112120,0,0,3,4,3,0,0,0,0,16,0,0,0,3,0,5,0,0,0,16,0,0,4,0,3,3,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,0,0,3,3,0,0,0,0,14,21,17,26,32,33,24,29,16,3,195
1112121,0,0,3,4,3,0,0,0,0,7,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,6,11,12,14,12,14,14,0,87
1112122,0,0,8,4,0,7,3,0,0,22,0,0,3,0,3,3,3,0,0,11,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,6,0,0,0,6,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,7,3,6,10,11,15,3,3,60,7,8,24,21,30,67,78,34,20,289
1112123,0,0,0,4,3,4,7,0,3,22,0,0,0,3,3,0,0,0,0,13,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,24,40,42,111,11,10,28,26,40,51,103,131,76,468
1112124,0,3,3,3,6,0,7,0,0,23,0,0,3,0,4,4,0,0,0,16,0,0,0,3,3,7,0,0,0,7,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,0,5,17,25,20,29,39,43,67,89,39,7,356
1112125,0,3,0,7,6,16,3,3,0,32,0,0,3,0,3,3,0,0,0,11,0,0,0,0,3,3,3,0,0,16,0,0,0,3,4,0,0,0,0,6,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,3,0,0,6,7,3,4,11,3,16,8,8,7,64,23,16,16,36,38,79,68,33,20,323
1112126,0,0,0,3,0,3,0,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,4,3,3,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,4,7,3,0,0,0,17,0,0,0,3,3,3,0,0,0,12,0,0,0,0,3,0,3,0,0,5,20,7,12,23,50,41,34,14,3,206
1112127,0,4,5,3,9,6,20,0,0,43,0,0,3,3,3,3,8,0,0,21,0,0,3,3,6,6,4,3,0,21,0,0,0,3,3,3,0,0,0,13,0,0,0,0,6,3,3,0,0,12,0,0,0,4,3,0,4,0,0,15,0,0,0,0,0,4,10,7,0,26,26,21,17,46,61,73,118,37,13,419
1112128,0,0,4,5,8,7,3,0,0,28,0,0,5,0,6,0,0,0,0,11,0,0,0,11,4,3,0,0,0,18,0,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,4,3,7,3,0,4,4,0,30,28,26,45,51,44,49,42,15,9,315
1112129,0,0,3,8,8,0,0,0,0,18,0,0,4,3,0,0,0,0,0,12,0,0,0,6,3,0,0,0,0,7,0,0,0,3,3,4,0,0,0,12,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,3,0,15,15,15,23,41,44,30,28,17,4,217
1112130,0,0,0,7,3,9,12,0,0,32,0,0,3,0,0,0,5,0,0,10,0,0,5,3,0,0,0,0,0,10,0,0,0,3,3,3,3,0,0,14,0,0,0,7,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,3,3,3,0,0,3,4,0,15,13,15,23,35,28,46,78,33,10,285
1112131,0,0,3,9,7,13,11,0,0,42,0,0,5,0,5,8,3,3,0,22,0,0,3,3,3,0,3,0,0,14,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,4,3,4,0,10,0,3,5,6,9,9,4,9,0,49,15,32,49,49,78,107,101,69,19,513
1112133,0,0,3,0,7,4,3,3,0,17,0,0,0,0,0,10,6,0,0,14,0,3,0,0,5,9,0,0,0,16,0,0,0,0,0,7,0,0,0,11,0,0,0,3,4,10,3,4,0,24,0,0,0,3,6,7,0,0,0,11,0,0,0,0,0,6,8,0,0,20,16,16,27,23,42,90,70,37,12,320
1112134,0,3,3,8,9,9,3,0,0,34,0,0,3,7,7,6,3,0,0,28,0,0,0,3,7,0,3,0,0,16,0,0,0,4,3,0,0,0,0,8,0,0,0,3,3,0,0,0,0,13,0,0,0,8,4,3,0,0,0,12,0,0,0,4,3,0,21,28,90,156,28,24,28,75,69,81,130,59,101,593
1112135,0,0,10,9,14,7,6,0,0,39,0,0,4,12,3,6,4,0,0,26,0,0,4,14,3,0,3,0,0,20,0,0,3,9,0,0,0,0,0,12,0,0,7,17,20,4,0,0,0,48,0,0,0,4,9,8,0,0,0,13,0,0,8,3,3,7,3,3,0,19,26,16,58,78,80,72,63,13,3,415
1112136,0,3,8,3,8,6,0,4,0,25,0,0,10,12,4,4,0,0,0,29,0,0,3,9,3,0,0,0,0,13,0,0,3,3,3,0,0,0,0,11,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,3,0,21,31,22,51,58,50,47,47,29,8,343
1112137,0,0,0,6,7,3,7,0,0,25,0,0,3,6,3,3,3,0,0,17,0,0,3,6,10,4,3,0,0,21,0,0,3,4,12,3,0,0,0,24,0,0,3,8,3,0,0,0,0,20,0,0,0,4,0,0,0,0,0,8,4,0,0,3,3,3,6,0,0,18,33,17,26,70,64,49,87,35,7,388
1112138,0,0,3,8,16,8,8,0,0,47,0,0,5,3,0,8,5,0,0,20,0,0,0,0,7,8,3,0,0,19,0,0,0,3,4,5,3,0,0,14,0,0,0,6,11,4,0,0,0,24,0,0,0,3,5,3,9,0,0,18,12,0,3,4,6,8,6,8,3,43,48,18,37,47,104,98,111,53,15,547
1112139,0,3,3,3,6,6,0,0,0,27,0,0,0,4,4,0,0,0,0,10,0,0,0,0,4,3,3,0,0,8,0,0,0,3,4,0,4,0,0,11,0,0,0,3,10,7,0,0,0,15,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,12,27,9,22,33,57,46,63,18,3,279
1112140,0,0,3,3,3,3,0,0,0,16,0,0,0,4,3,5,0,0,0,13,0,0,0,5,0,0,0,0,0,5,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,7,4,0,16,18,14,23,30,31,46,61,36,4,261
1112141,0,0,5,5,9,7,3,0,0,36,0,0,3,7,3,3,3,0,0,17,0,0,0,3,3,3,0,3,0,12,0,0,3,3,5,4,6,0,0,15,0,0,0,4,5,3,0,0,0,15,0,0,0,0,5,0,0,0,0,8,3,0,0,3,6,0,7,8,3,27,23,16,35,44,62,62,83,48,13,387
1112142,0,0,4,3,3,3,4,0,0,19,0,0,0,3,7,3,3,0,0,18,0,0,3,4,0,4,0,0,0,12,0,0,0,3,0,0,3,3,0,8,0,0,0,0,4,0,3,7,0,14,0,0,0,4,0,3,9,4,0,23,3,0,3,0,0,3,12,4,0,20,20,13,14,32,38,44,94,40,10,307
1112143,0,0,0,6,3,3,3,3,0,18,0,0,3,6,8,3,0,0,0,12,0,0,3,8,0,5,3,0,0,17,0,0,0,0,4,0,0,0,0,6,0,0,0,3,4,4,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,9,7,11,10,10,3,48,24,21,33,56,68,83,85,54,13,440
1112144,0,0,3,3,0,3,6,0,0,18,0,0,0,0,3,4,0,0,0,10,0,0,5,4,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,6,4,0,22,14,13,21,39,28,44,61,15,5,247
1112145,0,0,4,5,7,5,8,3,0,31,0,0,5,3,3,0,0,0,0,17,0,0,4,4,3,4,0,0,0,13,0,0,0,3,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,3,0,0,7,0,3,3,4,12,10,19,16,0,73,16,21,44,56,81,70,103,36,21,449
1112146,0,0,0,3,0,0,0,0,0,8,0,0,0,0,6,0,0,3,0,5,0,0,0,3,3,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,12,46,59,102,233,3,7,10,18,17,33,104,114,144,459
1112147,0,0,0,0,7,10,3,0,0,20,0,0,5,6,0,4,0,0,3,13,0,0,3,5,0,0,0,0,0,15,0,0,4,0,8,0,0,0,0,13,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,10,14,5,29,41,35,59,33,13,3,245
1112148,3,0,6,6,5,13,3,0,3,38,0,0,0,3,7,7,0,0,0,18,0,0,4,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,3,3,4,8,3,3,10,3,39,23,20,51,50,54,82,63,32,21,407
1112149,0,4,6,9,4,5,3,3,0,25,0,0,5,0,6,7,0,0,0,21,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,4,3,0,0,18,0,0,0,3,3,4,0,0,0,11,0,0,3,3,5,6,4,7,0,33,23,25,43,51,65,85,71,55,22,430
1112150,0,0,0,3,0,0,0,3,3,13,0,0,3,6,3,3,0,0,0,15,0,0,0,3,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,13,9,24,19,29,40,47,43,10,229
1112151,0,0,15,7,10,3,3,0,0,35,0,0,7,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,4,3,7,3,6,5,6,7,0,49,27,27,65,64,46,54,68,47,9,410
1112152,0,0,3,4,3,3,0,0,0,15,0,0,0,6,0,4,0,0,0,9,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,20,23,5,22,35,35,40,31,36,10,245
1112153,0,0,8,4,3,8,9,0,0,37,0,0,3,4,0,4,0,0,0,15,0,0,0,5,0,4,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,3,8,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,0,0,16,20,13,46,42,43,45,39,19,3,277
1112154,0,0,4,6,7,10,3,0,0,28,0,0,4,3,11,4,3,0,0,26,0,0,0,3,10,3,0,0,0,18,0,0,0,0,7,3,0,0,0,10,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,3,0,0,4,3,3,3,0,23,21,25,35,37,70,63,67,38,3,355
1112155,0,0,4,7,3,0,10,0,0,20,0,0,3,3,4,3,3,0,0,17,0,0,3,5,5,0,0,0,0,16,0,0,0,5,0,0,0,0,0,6,0,0,0,0,5,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,3,3,9,0,22,14,10,31,39,46,34,60,33,4,272
1112156,0,0,4,3,4,5,5,4,0,27,0,0,0,0,3,7,8,3,0,24,0,0,0,3,0,0,3,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,3,0,0,11,3,3,0,3,3,0,5,4,0,25,18,14,21,27,35,44,112,40,8,318
1112157,0,0,4,11,7,8,0,0,0,32,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,3,0,0,0,12,0,0,3,3,0,4,0,0,0,11,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,3,0,7,0,32,17,26,48,44,44,62,43,18,6,296
1112158,0,0,3,9,6,4,3,4,0,34,0,0,3,3,10,3,0,4,0,16,0,0,0,3,3,3,3,3,0,17,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,3,3,0,0,16,0,0,0,0,4,3,3,0,3,13,3,0,5,12,9,4,18,3,3,61,15,28,56,50,71,69,97,50,17,440
