SA1_7DIGITCODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
1113403,3,0,6,70,108,52,28,65,6,332
1113404,0,0,3,85,101,64,46,55,9,360
1113405,0,0,0,32,45,23,20,37,5,165
1113406,5,3,16,84,100,63,39,110,36,434
1113407,0,0,0,50,65,24,36,51,18,251
1113409,0,0,0,42,61,25,21,24,8,187
1113410,0,0,4,55,70,38,18,42,7,226
1113411,0,0,0,61,67,42,25,41,6,240
1113412,0,0,0,46,70,22,16,26,3,187
1113413,0,0,3,67,55,22,13,41,6,203
1113414,4,0,6,78,72,35,32,57,16,297
1113415,4,0,3,65,101,61,47,60,24,355
1113416,0,0,4,64,65,31,25,65,4,252
1113417,17,87,140,35,75,49,28,71,188,450
1113418,3,3,5,54,56,24,28,58,26,249
1113419,3,0,6,92,114,53,47,59,31,399
1113421,3,3,15,58,88,47,32,75,30,326
1113422,0,0,3,98,115,66,47,97,15,425
1113423,0,0,4,67,92,50,32,57,28,323
1113424,0,0,4,126,123,68,38,69,7,434
1113425,0,3,10,51,51,20,15,53,7,191
1113426,0,0,3,58,102,32,32,43,16,279
1113427,0,0,3,53,43,17,12,26,3,161
1113428,0,3,8,53,48,22,16,33,13,175
1113429,3,0,4,71,80,32,40,67,45,336
1113431,0,0,3,58,75,45,27,36,12,245
1113432,0,0,3,61,78,35,29,48,3,251
1113433,3,3,8,46,76,44,25,53,22,258
1113434,4,0,9,72,104,57,38,64,13,347
1113435,39,27,68,67,82,51,12,113,58,382
1113436,0,0,0,67,89,49,28,35,5,271
1113437,0,3,5,33,27,17,15,55,42,187
1113438,4,0,12,47,55,32,35,93,25,284
1113439,78,3,85,64,89,32,29,158,30,396
1113440,3,0,6,52,67,43,40,47,14,266
1113441,0,0,0,0,0,0,0,0,0,3
1113442,0,0,3,116,110,61,49,62,25,417
1113443,0,3,3,65,68,30,25,30,17,232
1113444,0,0,0,65,67,30,22,28,7,216
1113445,0,0,0,45,46,26,12,25,9,161
1113446,0,0,3,69,86,42,28,23,13,263
1113447,0,0,0,5,0,0,0,10,10,25
1113448,3,0,5,33,52,20,23,54,37,218
1113449,0,0,0,5,3,0,0,5,0,16
1113450,0,3,8,39,42,13,22,63,14,204
1113451,0,0,11,56,62,31,22,76,43,290
1113501,0,0,0,0,3,0,0,4,0,8
1113601,3,0,6,64,85,46,40,80,41,356
1113602,0,0,7,71,82,40,25,58,4,291
1113603,7,4,27,86,113,49,47,110,51,450
1113604,4,0,13,50,63,43,31,96,30,308
1113605,4,3,13,66,82,45,31,70,25,315
1113606,0,0,3,35,43,28,15,30,11,161
1113607,0,0,4,79,64,38,27,49,29,291
1113608,0,0,3,95,97,60,37,51,20,359
1113609,0,0,0,86,106,38,29,63,7,331
1113610,0,3,3,100,139,51,41,83,26,445
1113611,0,0,0,48,74,37,30,46,5,230
1113612,0,0,3,72,75,40,34,64,15,310
1113613,3,0,11,98,105,56,60,68,20,406
1113614,0,0,4,108,93,53,43,67,13,372
1113615,0,0,3,111,164,55,61,119,6,526
1113616,0,0,0,0,0,0,0,0,0,0
1113617,0,0,10,92,92,45,38,76,28,377
1113618,3,0,5,64,105,39,36,59,11,319
1113619,0,0,9,69,96,49,44,73,27,354
1113620,0,0,0,72,67,42,29,64,4,277
1113621,9,4,19,60,85,54,42,87,25,354
1113622,3,0,3,87,100,55,37,107,18,393
1113623,0,0,3,65,91,41,35,62,16,305
1113624,0,0,3,72,75,44,19,48,4,257
1113625,3,0,5,91,111,44,30,66,39,388
1113626,0,0,0,44,59,20,18,32,12,193
1113627,3,0,5,52,51,31,12,26,4,180
1113628,0,3,3,46,50,38,24,40,9,210
1113629,0,0,4,74,82,39,32,89,11,329
1113630,0,0,4,66,89,46,29,52,9,278
1113631,0,0,3,54,48,16,30,36,13,192
1113632,0,0,3,56,80,34,19,53,13,253
1113633,110,0,107,105,135,60,47,247,11,612
1113634,0,3,3,58,71,39,20,53,15,258
1113635,0,0,3,123,164,54,50,93,14,502
1113701,0,0,0,39,44,18,23,47,8,186
1113702,0,3,3,95,124,62,40,107,17,441
1113703,0,0,0,0,0,0,0,0,0,0
1113704,0,0,3,41,48,30,23,36,21,201
1113705,3,0,5,52,58,41,32,60,12,248
1113706,0,0,3,74,107,57,34,86,13,370
1113707,0,0,0,31,59,38,23,40,20,215
1113708,0,0,3,40,44,34,27,43,15,202
1113709,0,0,0,50,67,38,34,56,17,256
1113710,12,110,135,25,75,43,32,74,192,449
1113711,5,0,4,76,81,53,35,98,34,376
1113712,0,0,4,55,69,32,34,81,24,292
1113713,9,0,21,96,114,47,58,112,45,467
1113714,5,5,12,79,108,29,37,128,50,434
1113715,0,0,3,64,80,47,42,91,30,364
1113716,3,0,9,72,92,53,29,80,36,357
1113717,0,0,3,66,64,37,27,43,10,250
1113718,0,0,5,54,72,51,27,58,25,292
1113719,0,0,0,0,0,0,0,0,0,0
1113720,0,0,0,0,3,0,0,0,0,5
1113721,0,0,0,0,3,3,0,8,0,15
1113722,0,3,4,38,53,20,25,63,13,208
1113801,3,3,8,59,91,44,29,68,17,308
1113802,11,5,34,58,80,38,23,59,38,297
1113803,0,0,6,36,68,28,25,54,9,229
1113804,0,0,6,66,111,59,39,53,26,356
1113805,35,61,143,69,83,41,28,102,139,472
1113806,0,7,11,67,81,47,36,52,24,313
1113807,0,0,8,65,96,36,20,51,23,293
1113808,7,7,14,64,72,36,23,41,28,263
1113809,3,9,23,131,146,87,48,75,60,553
1113810,3,3,9,68,98,36,21,46,15,281
1113811,8,0,17,94,142,43,27,83,20,403
1113812,0,0,9,73,107,67,54,56,3,358
1113813,0,0,3,70,105,53,29,48,10,315
1113814,5,0,9,50,55,48,21,57,16,242
1113815,3,0,10,105,131,93,43,67,20,464
1113816,0,0,0,44,78,44,25,38,25,256
1113817,0,0,0,57,58,31,22,40,11,223
1113818,0,0,4,45,49,27,20,24,6,165
1113819,0,0,0,20,24,13,14,11,15,86
1113820,0,0,9,77,99,52,54,52,12,343
1113821,0,0,3,78,86,61,42,63,25,358
1113901,0,0,0,4,4,6,3,0,9,27
1113902,0,0,0,3,0,0,3,0,3,11
1113903,7,3,10,49,52,20,17,31,4,183
1113904,7,0,7,83,103,65,44,74,18,384
1113905,3,0,9,95,106,54,33,82,20,386
1113906,0,0,7,51,75,41,22,42,3,247
1113907,0,0,12,64,90,48,42,31,15,295
1113908,0,0,9,116,150,71,54,55,22,465
1113909,3,0,11,84,100,53,33,60,21,358
1113910,0,3,13,50,94,47,31,26,17,261
1113911,0,0,0,0,0,0,0,0,0,0
1113912,7,5,14,100,120,73,40,60,26,423
1113913,0,3,5,47,72,26,22,29,22,224
1113914,0,0,0,60,84,40,31,36,15,271
1113915,0,0,10,69,97,45,38,43,12,310
1113916,5,0,5,61,81,53,31,44,23,288
1113917,0,0,3,45,55,31,9,32,7,186
1113918,0,0,0,0,0,0,0,0,0,0
1113919,0,0,10,82,142,65,48,66,30,437
1114001,0,0,8,104,177,70,52,68,48,527
1114002,0,0,0,56,65,21,22,22,17,200
1114003,0,0,6,81,79,43,33,49,32,315
1114004,7,0,9,70,80,41,36,37,32,292
1114005,0,0,3,43,68,25,15,35,12,200
1114006,3,3,10,123,116,74,47,65,41,461
1114007,3,0,5,109,138,63,47,78,46,473
1114008,0,0,3,40,59,34,22,15,12,175
1114009,5,7,21,118,154,84,43,73,49,532
1114010,0,0,3,42,74,25,31,26,23,220
1114011,0,3,5,78,102,51,40,35,22,331
1114012,6,3,18,119,147,78,46,96,73,563
1114013,0,0,6,72,104,46,34,52,31,336
1114014,88,30,135,35,45,29,13,146,67,329
1114015,0,0,3,37,57,43,22,31,16,196
1114016,3,3,8,28,58,27,51,32,24,219
1114017,0,0,6,65,103,60,50,52,28,346
1114018,3,0,4,47,56,48,44,19,38,244
1114019,3,4,9,61,71,33,31,34,49,277
1114020,0,0,3,33,49,46,25,22,17,200
1114101,3,0,3,98,126,59,45,76,16,418
1114102,0,0,0,0,0,0,0,0,0,0
1114103,0,0,0,154,223,103,74,109,47,709
1114104,4,0,7,80,107,26,33,80,36,361
1114105,0,0,0,36,63,18,17,39,14,187
1114106,0,0,0,76,80,50,26,89,14,336
1114107,0,0,0,54,83,43,26,42,18,261
1114108,0,0,0,95,103,56,29,56,12,352
1114110,0,0,3,198,281,131,94,144,28,870
1114111,0,0,0,0,0,0,0,0,0,0
1114112,6,3,15,109,147,67,59,108,66,561
1114113,0,0,3,70,86,50,32,69,14,328
1114114,0,0,3,79,90,30,29,75,12,304
1114115,3,0,6,50,86,42,36,105,26,354
1114116,3,0,4,97,108,65,32,87,26,418
1114117,8,3,10,71,93,46,34,75,49,360
1114118,0,0,6,58,56,35,22,47,10,236
1114119,3,0,11,84,121,55,39,81,16,406
1114120,3,0,10,89,128,70,36,49,51,427
1114121,0,3,5,101,104,51,38,76,52,427
1114122,4,4,15,101,116,70,66,120,37,511
1114123,0,3,5,105,117,73,58,106,23,477
1114124,6,0,7,47,65,31,29,58,7,236
1114126,0,3,6,29,38,16,22,29,20,154
1114127,0,0,7,65,83,42,33,69,16,309
1114128,0,0,5,111,141,51,39,112,26,479
1114129,0,0,3,91,107,68,49,76,44,434
1114130,0,0,7,118,153,87,61,111,18,554
1114131,0,0,6,81,96,62,35,74,9,354
1114133,3,0,3,163,234,122,83,118,23,752
1114134,3,0,5,103,122,52,41,61,30,406
1114135,0,0,0,101,112,55,32,46,29,375
1114136,0,0,4,76,89,38,33,42,8,278
1114137,3,0,3,107,119,43,40,56,21,381
1114201,0,0,5,102,110,61,58,89,38,461
1114202,3,0,4,47,85,45,43,80,28,330
1114203,0,0,0,3,5,3,0,0,0,18
1114204,3,4,14,58,64,40,22,73,15,277
1114205,3,0,4,80,92,38,26,76,18,336
1114206,5,0,5,67,73,39,40,94,18,325
1114207,0,0,5,79,66,38,39,68,34,311
1114208,4,3,7,73,85,43,37,108,32,379
1114209,0,0,7,52,77,44,33,80,21,302
1114210,0,0,3,56,53,34,23,41,13,212
1114211,0,3,14,84,97,47,42,63,24,365
1114212,0,0,3,60,76,36,18,91,14,296
1114213,0,0,3,98,122,53,39,121,19,460
1114214,7,3,13,61,92,47,29,65,21,313
1114215,61,5,78,67,54,28,22,189,23,384
1114216,3,0,3,68,71,55,35,66,9,308
1114217,0,3,4,74,105,39,41,66,17,345
1114218,4,0,8,98,111,60,51,100,39,463
1114219,3,0,3,57,61,33,30,52,24,253
1114220,4,5,11,64,94,34,39,56,23,306
1114221,0,0,0,9,3,3,3,0,3,27
1114222,6,4,15,66,120,59,60,83,51,435
1114223,3,0,6,56,69,43,30,61,18,278
1114224,0,3,11,63,92,35,33,54,37,309
1114225,0,4,10,110,91,60,38,85,40,424
1114226,3,0,7,65,98,39,53,63,16,332
1114301,0,0,3,34,44,22,36,80,44,263
1114302,9,3,20,82,108,46,59,127,34,464
1114303,0,0,4,62,54,48,44,98,27,333
1114304,3,0,7,64,95,36,28,56,26,307
1114305,0,0,3,50,71,39,26,45,8,239
1114306,0,0,4,57,80,46,46,82,14,320
1114307,5,0,15,63,71,39,28,79,18,292
1114308,0,3,8,46,48,32,22,85,27,269
1114309,3,3,7,68,107,51,33,79,33,366
1114310,0,0,3,64,72,45,46,104,39,368
1114311,0,3,4,54,78,45,36,88,27,326
1114312,0,0,0,0,0,0,0,0,0,0
1114313,7,3,8,53,68,40,38,69,20,286
1114314,8,0,11,44,58,45,23,134,66,371
1114315,0,0,0,55,77,40,35,89,34,328
1114316,3,0,6,64,76,27,32,51,18,274
1114317,4,5,8,96,116,70,53,116,34,487
1114318,5,0,11,54,95,45,24,65,18,299
1114319,4,0,13,72,107,54,45,74,21,371
1114320,0,0,3,60,64,39,28,63,40,294
1114321,7,0,7,101,120,56,58,128,49,523
1114322,0,0,3,53,62,37,31,54,5,247
1114323,3,0,3,52,77,46,45,92,25,339
1114324,0,0,5,32,62,26,14,63,21,219
1114325,11,49,77,80,83,40,28,111,123,460
1114326,0,3,13,85,91,54,51,102,71,448
1114327,4,0,6,34,34,20,16,63,44,213
1114328,3,0,13,72,62,44,33,81,16,306
1114329,7,0,6,34,47,35,22,50,21,208
1114330,3,0,9,60,59,45,30,41,27,253
1114331,4,3,16,41,70,31,36,100,56,336
1114332,7,0,7,76,72,27,36,88,34,330
1114333,6,4,20,94,88,36,31,91,45,381
1114334,14,3,15,83,116,60,41,120,72,493
1114335,5,0,4,65,63,45,46,139,71,424
1114336,4,5,12,55,89,46,35,125,44,399
1114337,4,0,4,53,70,31,36,86,39,315
1114338,3,0,8,46,46,38,28,69,17,249
1114339,0,0,8,68,67,45,30,94,35,338
1114340,3,5,7,41,50,21,26,58,27,226
1114341,0,0,0,31,39,23,26,66,22,206
1114342,3,0,13,49,67,33,27,105,29,312
1114343,0,3,4,62,94,28,36,83,24,325
1114344,0,4,10,75,97,52,64,98,34,425
1114345,0,0,3,70,82,53,40,118,44,405
1114346,3,3,14,103,109,61,44,100,21,438
1114347,0,0,0,91,87,47,50,107,40,422
1114348,4,17,22,53,83,55,30,79,59,361
1114349,5,0,12,94,94,48,45,158,59,495
1114350,3,0,7,74,124,51,69,94,26,431
1114401,6,0,17,91,83,30,34,84,31,357
1114402,0,0,9,99,153,88,51,62,16,471
1114403,0,0,0,73,52,12,12,79,9,240
1114404,7,0,25,79,122,55,38,79,19,389
1114405,9,0,16,68,84,56,30,87,14,339
1114406,8,4,11,57,66,36,30,74,17,277
1114407,6,0,10,129,142,60,44,87,38,503
1114408,3,0,6,55,74,42,29,46,17,264
1114409,3,0,6,51,59,29,23,41,0,206
1114410,4,0,5,70,84,37,21,74,17,300
1114411,3,0,6,71,109,47,32,62,28,351
1114412,3,3,13,33,46,25,23,64,39,230
1114413,4,3,6,86,82,27,16,73,9,295
1114414,7,3,14,85,111,61,30,103,17,405
1114415,73,3,90,31,28,25,13,116,14,226
1114416,4,0,11,51,49,34,24,54,16,219
1114417,12,0,15,166,204,71,56,134,83,710
1114418,0,0,0,159,51,0,0,103,28,340
1114419,3,0,8,55,56,23,30,47,3,216
1114420,0,0,4,28,32,7,7,29,8,115
1114421,7,0,17,87,90,44,41,106,20,393
1114422,6,4,17,66,110,59,43,100,30,402
1114423,5,0,13,113,143,91,50,111,30,534
1114424,3,0,14,79,119,52,44,78,18,389
1114425,10,0,16,85,121,48,39,91,20,396
1114426,3,3,17,110,137,69,51,106,16,492
1114427,7,5,22,80,101,51,35,138,51,461
1114428,10,0,14,108,121,46,46,122,27,474
1114429,11,0,11,86,78,36,30,96,20,349
1114430,5,3,11,101,109,47,32,82,26,395
1114431,0,0,8,86,129,52,52,138,43,503
1114432,3,0,3,72,103,45,34,73,6,331
1114433,10,3,22,109,132,64,55,115,33,511
1114434,10,4,19,70,97,40,33,94,24,363
1114435,7,0,15,138,144,45,29,195,42,598
1114436,0,0,0,139,144,51,34,165,40,569
1114437,7,0,17,109,119,61,33,132,24,479
1114438,0,0,3,57,57,29,28,41,9,212
1114439,6,0,14,46,89,38,36,49,5,260
1114440,3,0,7,73,95,42,36,62,12,329
1114441,3,0,14,57,83,33,27,65,17,279
1114442,10,0,15,76,108,34,29,72,35,345
1114443,3,3,12,78,91,60,29,70,29,359
1114444,18,3,42,121,146,54,42,131,30,520
1114445,9,0,14,103,122,73,40,88,35,470
1114446,4,0,4,69,73,37,21,90,20,315
1114447,0,3,10,60,79,41,22,47,12,256
1114448,4,0,7,40,60,28,29,27,9,184
1114501,3,3,13,53,70,43,26,45,22,252
1114502,9,3,18,88,89,50,38,98,38,401
1114503,4,0,9,88,87,60,32,59,11,333
1114504,3,3,4,80,80,44,38,58,13,308
1114505,42,3,65,80,104,72,36,138,23,447
1114506,0,0,0,0,8,0,0,0,0,7
1114507,4,0,10,63,71,45,27,74,18,293
1114508,0,0,0,76,74,45,32,51,10,278
1114509,7,0,13,83,109,61,37,65,11,369
1114510,10,4,19,75,89,49,31,102,18,373
1114511,11,3,18,55,63,44,33,87,18,297
1114512,6,7,25,85,89,48,32,65,22,335
1114513,4,3,10,39,33,14,26,43,14,168
1114514,0,0,4,48,68,42,37,48,7,251
1114515,4,0,9,92,89,45,31,75,24,363
1114517,4,4,6,107,96,43,39,85,29,395
1114518,3,0,8,110,153,49,39,82,26,461
1114519,4,0,5,59,76,38,39,68,5,287
1114520,8,4,16,82,110,54,32,94,21,394
1114521,6,3,14,53,51,33,16,63,25,232
1114522,9,0,22,72,86,33,30,83,24,328
1114523,10,6,27,131,146,37,28,97,38,476
1114524,3,0,11,55,64,37,20,50,11,237
1114525,0,0,4,48,79,26,29,53,7,238
1114526,3,0,12,83,106,41,24,52,17,329
1114527,0,0,5,46,60,47,51,95,54,342
1114528,0,0,0,68,58,37,51,116,69,404
1114531,6,7,11,61,70,50,26,85,20,307
1114532,3,0,8,44,73,43,20,67,21,268
1114533,8,3,11,93,116,74,30,86,16,415
1114534,6,0,19,83,108,47,26,105,23,393
1114535,3,0,9,110,137,55,35,95,32,473
1114536,3,0,9,44,51,22,18,38,12,195
1114537,3,0,8,47,86,29,26,53,21,270
1114538,11,0,15,95,99,48,35,91,30,392
1114539,3,3,18,92,124,48,28,86,30,409
1114540,3,3,7,66,91,29,42,169,62,463
1114541,3,8,20,113,154,58,47,125,40,540
1114601,4,0,4,64,69,23,21,36,11,222
1114602,5,0,7,86,98,38,26,145,26,421
1114603,3,0,12,161,130,56,37,140,23,538
1114604,11,0,31,64,88,32,22,73,18,305
1114605,3,0,8,143,169,38,34,107,25,507
1114606,0,0,6,86,116,51,33,70,11,364
1114607,3,0,3,72,94,31,33,70,13,305
1114608,6,0,10,64,85,47,16,63,14,282
1114610,9,5,15,78,97,38,42,70,18,349
1114611,4,6,7,83,103,55,33,100,27,400
1114612,5,0,13,78,85,39,25,74,17,314
1114613,5,0,10,38,74,31,22,44,27,241
1114615,4,0,6,123,106,39,27,126,11,439
1114616,5,0,16,108,111,47,33,84,15,401
1114617,0,3,8,109,114,39,37,74,20,391
1114618,0,0,4,228,116,38,20,172,12,583
1114619,0,0,0,41,63,25,12,40,4,179
1114620,0,0,0,42,65,41,31,33,11,223
1114621,0,0,3,34,58,19,17,17,17,162
1114622,0,3,13,92,113,56,38,96,26,417
1114623,3,0,4,71,102,46,50,38,7,312
1114624,0,0,5,67,102,38,31,43,23,303
1114625,4,0,7,85,100,55,32,61,17,352
1114627,0,0,9,76,145,67,52,81,16,440
1114628,0,0,3,83,95,46,56,30,18,327
1114629,6,3,6,55,106,52,44,41,15,315
1114631,69,0,69,79,79,61,36,139,20,407
1114632,3,5,9,64,62,48,29,72,20,289
1114633,54,3,58,43,55,30,23,130,22,295
1114634,0,0,12,100,109,67,42,38,29,383
1114635,3,0,16,117,161,81,46,84,20,512
1114636,0,3,11,85,104,50,41,59,21,347
1114637,0,0,3,58,79,45,44,35,8,262
1114639,0,0,3,43,48,23,18,98,47,276
1114640,8,3,10,115,112,42,46,91,47,456
1114641,8,4,19,63,84,41,31,51,15,285
1114642,8,4,14,69,85,40,34,70,16,301
1114643,3,0,15,98,96,41,31,50,8,332
1114644,0,0,7,77,86,47,43,53,16,322
1114646,4,4,18,120,128,56,35,107,22,468
1114647,0,0,0,82,92,56,40,74,7,353
1114648,0,0,7,81,75,37,32,42,9,277
1114649,0,3,6,70,87,44,33,50,13,303
1114650,0,0,4,57,65,30,16,44,8,227
1114651,8,0,14,54,71,33,17,57,12,234
1114652,4,0,8,81,85,58,20,30,15,295
1114653,0,0,0,0,0,0,0,0,0,0
1114654,0,0,0,78,74,25,29,44,4,249
1114655,0,0,5,57,59,35,26,41,8,222
1114656,0,0,0,3,0,0,0,0,0,4
1114657,0,0,0,42,43,23,24,35,13,189
1114658,0,0,0,61,70,41,25,35,8,238
1114659,3,0,4,58,87,43,27,46,13,281
1114660,3,10,19,49,46,27,34,64,25,246
1114701,4,0,3,110,157,75,39,58,24,463
1114702,0,0,0,106,138,53,41,64,17,414
1114703,0,0,0,51,51,20,34,59,15,224
1114704,3,0,6,107,117,54,35,65,29,410
1114705,3,0,15,114,142,49,33,62,24,432
1114706,0,0,0,65,82,33,27,19,3,225
1114707,0,0,0,10,5,3,0,0,0,14
1114708,0,0,0,95,102,53,35,55,22,362
1114709,0,0,0,56,73,38,23,43,14,245
1114710,0,0,0,0,4,3,0,0,0,7
1114711,3,0,6,95,115,47,33,61,14,372
1114712,4,0,3,88,102,47,28,77,17,362
1114713,0,3,6,122,136,82,52,87,14,491
1114714,0,0,0,40,38,26,18,37,19,172
1114715,0,0,0,43,42,20,19,26,7,156
1114716,22,0,23,26,27,20,15,119,34,241
1114717,0,0,0,11,21,5,9,16,9,71
1114718,0,0,3,74,55,32,15,39,14,238
1114719,0,0,0,71,82,32,17,24,12,238
1114720,25,0,30,74,105,52,23,64,6,332
1114721,0,0,11,80,88,45,37,55,11,327
1114722,0,0,7,79,99,58,38,62,16,355
1114723,3,0,7,86,102,55,33,56,17,357
1114724,0,0,4,76,107,55,38,59,25,367
1114801,0,0,4,80,130,51,34,49,16,361
1114802,3,0,8,79,105,49,42,61,12,349
1114803,5,0,11,55,61,38,22,37,4,215
1114804,4,0,5,79,121,58,41,71,31,405
1114805,0,4,3,64,100,33,22,52,10,274
1114806,0,0,0,0,0,0,0,0,0,0
1114807,0,0,3,74,90,45,27,28,20,275
1114808,0,3,9,101,112,51,48,46,29,387
1114809,0,0,3,58,91,35,38,28,14,260
1114810,0,0,11,96,136,55,52,63,27,419
1114811,0,0,3,100,118,54,35,58,27,391
1114812,0,0,0,0,0,0,0,0,0,0
1114813,3,0,5,77,125,50,38,33,8,331
1114814,0,0,0,32,44,30,24,28,3,159
1114815,0,0,3,65,69,34,21,37,14,244
1114816,3,0,6,57,69,41,34,34,15,239
1114817,0,0,0,0,0,0,0,0,0,0
1114818,0,0,0,37,58,23,12,17,7,155
1114819,0,0,0,41,64,32,12,15,12,173
1114820,0,3,8,58,69,46,23,31,24,250
1114821,0,0,6,81,132,56,32,37,24,363
1114822,7,0,16,88,133,56,39,69,46,434
1114823,0,0,7,56,89,38,27,29,8,243
1114824,20,0,21,143,167,76,49,111,28,576
1114825,13,4,20,78,113,52,41,80,44,417
1114826,0,0,6,131,146,96,53,82,29,540
1114827,3,3,10,100,122,52,47,75,22,416
1114828,3,3,9,68,81,31,20,45,18,267
1114829,6,3,14,84,70,19,20,45,30,257
1114830,0,0,3,69,80,44,25,42,12,257
1114831,0,0,5,64,110,65,29,44,16,331
1115001,6,0,9,68,96,40,22,51,23,303
1115002,4,0,9,95,113,55,54,90,17,423
1115003,3,3,11,82,120,58,64,96,35,452
1115004,6,0,16,88,134,72,48,81,22,441
1115005,3,0,10,68,100,55,35,65,36,362
1115006,5,0,5,105,150,61,44,80,15,457
1115007,3,0,7,72,96,49,36,72,6,329
1115008,13,9,32,66,74,40,39,118,44,381
1115009,0,0,0,55,72,45,36,67,20,295
1115010,3,0,4,75,90,36,26,60,19,300
1115011,3,0,3,83,100,53,52,62,20,369
1115012,0,0,0,47,53,24,21,33,21,197
1115013,3,0,3,38,44,29,20,33,6,172
1115015,3,0,4,92,127,59,44,58,17,386
1115016,0,0,3,65,67,47,26,36,17,256
1115017,3,0,8,118,147,54,32,81,19,453
1115018,0,0,0,53,85,40,25,28,16,228
1115019,0,0,4,93,122,47,36,71,13,377
1115020,3,0,6,64,71,33,18,63,16,273
1115021,3,0,14,108,122,43,30,88,29,417
1115023,0,0,0,95,98,49,25,27,15,312
1115024,107,3,126,65,79,42,23,237,51,497
1115025,3,0,7,40,65,26,21,28,10,187
1115026,7,0,11,63,70,47,27,85,40,328
1115028,0,0,3,36,50,22,14,23,13,152
1115029,4,3,23,87,104,49,43,66,21,362
1115030,11,3,18,90,140,54,42,73,36,432
1115031,0,0,3,113,149,83,43,56,12,454
1115032,0,0,0,55,65,37,32,51,4,249
1115033,6,0,17,102,132,67,38,93,44,476
1115034,4,0,9,61,58,40,14,39,10,225
1115035,0,0,6,82,82,51,42,54,13,325
1115037,3,0,3,63,57,41,22,39,5,231
1115038,3,4,10,54,58,53,39,40,11,252
1115039,3,4,16,68,69,28,28,46,17,255
1115041,3,0,3,93,133,59,38,51,19,395
1115042,3,4,8,87,127,37,37,46,18,352
1115043,0,0,0,8,3,0,3,0,0,16
1115044,0,0,3,55,60,41,22,48,20,246
1115045,0,0,9,77,67,31,20,40,16,246
1115046,3,0,6,90,133,65,38,72,25,413
1115047,9,3,9,62,66,24,22,45,26,247
1115048,0,0,5,61,84,32,23,43,12,255
1115049,6,8,18,69,84,51,34,70,33,337
1115050,29,0,27,56,81,26,22,85,17,286
1115051,3,0,4,83,117,57,33,53,25,364
1115052,0,0,8,85,104,47,30,69,25,354
1115053,0,0,4,98,80,52,40,46,15,336
1115054,0,0,3,77,75,29,30,33,16,259
1115101,22,12,49,84,127,78,77,155,65,590
1115102,0,0,0,27,42,17,23,37,21,160
1115103,0,0,0,36,56,37,34,52,25,231
1115104,0,0,3,44,66,41,43,56,33,287
1115105,0,0,0,51,88,43,43,52,28,307
1115106,0,0,0,21,26,23,27,28,13,132
1115107,3,0,3,29,43,27,29,31,11,168
1115108,5,0,5,54,71,50,31,67,41,316
1115109,0,0,3,24,64,31,28,47,20,222
1115110,0,0,3,60,88,43,47,75,27,332
1115111,27,7,32,89,153,78,74,129,41,570
1115112,8,3,12,62,81,57,37,90,49,369
1115113,0,0,0,0,0,0,0,0,0,0
1115114,0,0,5,28,76,40,35,43,44,267
1115201,6,0,13,125,158,110,68,104,42,614
1115202,3,0,7,55,78,44,31,59,21,290
1115203,0,0,11,63,80,37,30,63,16,292
1115204,5,3,16,95,159,62,36,114,81,545
1115205,8,0,12,80,84,45,34,100,21,368
1115206,9,0,13,81,111,42,48,95,33,402
1115207,4,0,10,48,71,36,21,54,32,260
1115208,11,0,21,99,151,76,35,68,42,460
1115209,3,0,3,37,60,39,33,51,20,233
1115210,6,4,28,79,101,83,30,67,37,392
1115211,0,0,8,84,110,60,53,65,11,391
1115212,12,5,45,44,72,52,47,97,52,375
1115213,12,8,28,36,73,39,36,78,35,302
1115214,75,3,86,66,151,79,53,194,32,574
1115215,0,0,0,0,0,0,0,0,0,7
1115216,3,4,6,60,84,48,33,100,30,353
1115217,4,94,107,55,59,54,27,83,179,443
1115218,13,15,42,97,124,62,42,168,151,655
1115219,5,3,14,71,93,36,38,124,73,430
1115220,0,0,8,29,43,22,25,47,24,191
1115221,12,16,57,72,103,73,69,118,62,503
1115222,7,3,20,32,46,43,37,86,34,271
1115223,0,0,0,0,0,0,0,0,0,0
1115224,0,0,0,23,13,9,16,42,3,101
1115225,5,0,4,69,94,49,42,52,34,340
1115226,3,0,7,50,80,46,36,44,14,266
1115227,31,17,89,38,63,49,42,105,31,338
1115228,14,4,28,44,82,58,51,81,44,366
1115229,0,5,7,50,78,55,34,46,23,290
1115230,11,3,11,63,91,39,33,73,29,326
1115231,7,7,21,73,118,63,65,103,26,446
1115232,0,3,9,46,84,41,35,71,23,295
1115233,0,0,6,81,132,90,56,75,30,454
1115234,4,0,13,17,49,16,25,42,9,153
1115235,7,5,23,41,83,51,44,69,44,331
1115236,0,0,3,22,67,51,23,29,3,193
1115301,3,0,3,60,83,41,40,62,30,308
1115302,0,0,3,34,42,26,17,17,12,153
1115303,9,6,12,104,122,70,61,103,40,494
1115304,3,0,12,63,117,73,81,91,38,454
1115305,4,0,5,18,42,30,24,36,45,206
1115306,0,0,0,36,54,44,32,53,35,251
1115307,4,3,10,64,133,80,61,79,36,458
1115308,0,0,3,42,50,53,40,20,28,224
