SA1_7DIGITCODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
1152307,0,0,0,0,0,0,0,0,0,0
1152308,3,0,5,456,559,204,189,377,71,1854
1152309,0,0,0,0,0,0,0,4,0,10
1152310,5,0,9,75,79,41,40,108,13,346
1152311,4,0,4,90,115,55,64,121,38,477
1152312,0,3,4,79,91,48,35,91,28,373
1152313,3,0,6,58,56,40,31,58,13,259
1152314,4,3,10,66,103,50,29,75,25,354
1152315,0,0,4,56,49,23,15,80,14,246
1152316,3,3,13,93,114,55,53,135,43,494
1152317,0,3,5,60,54,37,32,59,18,252
1152318,3,0,7,64,89,22,44,69,30,322
1152319,0,0,7,92,118,55,44,105,15,431
1152320,4,0,8,74,104,31,37,85,17,354
1152321,3,0,10,100,123,56,63,142,27,508
1152322,0,0,8,54,62,47,33,82,12,288
1152323,0,0,3,52,64,25,28,81,21,274
1152324,0,0,0,79,75,24,18,78,31,307
1152325,0,0,0,0,0,0,0,0,0,0
1152326,4,0,7,97,90,51,42,107,20,407
1152327,3,0,13,96,99,32,35,122,27,410
1152328,0,3,12,84,80,27,21,98,22,328
1152329,0,0,0,108,111,74,48,94,17,450
1152330,0,0,4,42,58,27,23,36,8,196
1152331,3,0,4,71,81,38,35,82,16,324
1152332,0,0,0,58,56,35,34,56,17,266
1152333,0,0,0,0,0,0,0,3,0,3
1152334,4,0,11,63,73,44,39,94,21,334
1152335,68,6,71,45,45,29,19,180,29,351
1152336,0,0,7,57,67,44,32,104,11,324
1152337,0,0,3,44,46,26,18,53,22,215
1152338,8,0,4,46,45,23,31,75,15,231
1152339,0,0,0,67,51,30,28,97,20,296
1152340,0,0,0,47,60,33,21,92,13,261
1152341,0,0,0,16,23,5,3,22,12,84
1152342,0,0,0,3,3,0,0,0,0,4
1152343,3,0,3,100,95,53,34,125,15,413
1152344,0,0,0,89,72,23,24,59,33,288
1152345,4,0,4,75,78,30,30,62,7,285
1152346,0,0,0,48,57,15,25,35,3,182
1152347,3,0,3,86,94,31,34,80,0,326
1152401,0,0,0,59,57,20,24,60,0,218
1152402,0,0,0,63,71,27,16,57,9,243
1152403,0,0,0,45,49,23,13,37,0,170
1152404,3,0,3,93,105,56,35,78,14,372
1152405,0,0,0,106,91,43,33,73,19,359
1152406,0,0,0,67,87,38,24,65,9,289
1152407,0,0,0,91,87,36,32,67,21,338
1152408,0,0,0,53,74,23,20,57,23,251
1152409,0,0,0,65,91,33,26,60,22,289
1152410,0,0,0,65,84,28,14,45,3,238
1152411,0,0,0,68,68,23,22,57,14,250
1152412,0,0,0,132,132,48,48,103,13,478
1152413,0,0,3,113,128,52,36,72,17,424
1152414,0,0,0,63,69,40,19,45,15,247
1152415,0,0,4,86,78,25,21,44,19,278
1152416,0,3,4,54,61,34,27,48,14,235
1152417,0,0,0,84,81,45,22,60,6,315
1152418,0,0,0,108,131,54,38,83,31,450
1152419,0,0,0,99,109,51,49,95,17,423
1152420,0,0,3,40,66,35,24,52,11,235
1152421,0,0,0,77,114,57,36,119,23,426
1152422,0,3,10,68,90,38,27,94,39,350
1152423,0,0,7,101,111,60,45,86,10,409
1152424,0,0,0,56,82,31,20,61,4,253
1152425,0,0,0,90,96,31,46,69,7,341
1152426,0,0,3,70,78,37,22,55,21,283
1152427,0,0,3,132,161,58,32,98,19,505
1152428,3,0,8,83,107,48,31,52,17,336
1152429,0,0,3,72,89,55,35,59,11,313
1152430,3,3,11,78,117,49,36,90,18,384
1152431,0,0,0,0,0,0,0,0,0,0
1152432,0,0,3,52,51,28,21,43,3,204
1152433,0,0,3,53,50,23,27,48,7,219
1152434,0,0,0,152,56,8,5,183,155,556
1152435,0,0,3,129,137,57,39,87,34,485
1152436,0,0,0,89,115,57,34,90,10,393
1152437,0,0,0,0,0,0,0,0,0,0
1152438,0,0,0,149,166,52,53,115,41,573
1152439,0,0,0,50,66,22,29,65,6,236
1152440,3,0,5,114,133,65,31,99,21,475
1152441,0,0,5,100,85,48,23,77,12,355
1152442,0,0,0,67,86,33,24,43,25,278
1152443,3,0,3,62,85,25,17,31,4,232
1152444,0,0,3,68,52,32,39,55,11,254
1152445,0,0,0,75,94,32,33,67,10,306
1152446,0,0,0,38,62,18,32,33,11,196
1152447,0,0,0,92,95,35,33,67,7,326
1152448,0,0,0,127,99,39,31,89,8,411
1152449,147,21,189,72,76,37,17,356,50,613
1152450,0,0,0,70,63,20,16,45,10,217
1152901,5,0,10,71,80,50,30,54,25,311
1152902,0,0,3,99,100,42,23,56,14,336
1152903,0,0,3,93,108,52,35,49,20,347
1152904,3,0,4,114,132,73,36,80,10,441
1152905,3,0,5,85,98,31,41,62,24,346
1152906,0,0,3,95,110,56,16,72,19,365
1152907,0,0,0,76,88,45,21,41,9,280
1152908,0,0,3,159,179,80,41,51,18,538
1152909,0,0,3,53,85,37,25,43,8,251
1152910,6,0,4,62,77,42,27,47,8,263
1152911,0,0,4,74,93,49,34,47,14,311
1152912,4,0,15,123,117,77,45,68,16,441
1152913,0,0,3,65,84,29,30,46,11,258
1152914,3,3,16,56,97,43,33,77,14,318
1152915,3,3,10,79,81,27,23,51,6,263
1152916,4,0,6,60,76,39,28,42,7,252
1152917,4,0,20,92,105,45,38,61,21,365
1152918,4,3,9,76,87,34,36,56,15,306
1152919,9,0,14,120,94,43,36,78,15,378
1152920,0,3,5,83,98,17,15,40,24,279
1152921,3,3,12,194,147,53,20,117,43,575
1152922,0,0,9,130,102,56,32,59,10,385
1152923,4,0,11,67,88,29,15,71,9,277
1152924,7,0,12,92,67,35,27,68,15,298
1152925,3,0,11,112,120,28,21,83,21,393
1152926,5,0,3,131,120,23,25,79,23,402
1152927,4,0,9,82,118,48,35,83,29,399
1152928,8,0,19,77,91,48,28,82,21,350
1152929,4,0,17,82,94,60,38,57,24,350
1152930,3,0,10,97,105,64,25,69,9,368
1152931,10,0,8,81,116,46,38,70,15,370
1152932,0,0,3,104,110,55,49,81,16,408
1152933,35,0,46,57,81,20,19,105,3,287
1152934,8,3,15,96,110,42,32,64,29,366
1152935,4,0,9,95,106,65,37,72,10,386
1152936,0,0,7,97,94,52,36,65,12,355
1152937,3,0,11,83,83,38,45,48,13,314
1152938,3,0,10,66,132,57,32,71,18,382
1152939,0,0,0,59,74,42,13,45,3,234
1152940,7,0,9,129,106,66,57,50,24,435
1153001,10,3,15,93,115,42,32,79,25,393
1153002,17,9,51,89,105,53,39,67,30,379
1153003,3,0,12,78,116,54,34,85,13,385
1153004,60,3,69,64,73,32,15,113,7,309
1153005,0,0,3,86,85,22,21,73,14,304
1153006,7,4,14,77,119,35,35,98,33,392
1153007,0,0,3,88,84,47,35,54,16,313
1153008,3,3,17,132,129,62,53,99,22,492
1153009,4,0,3,39,68,30,16,40,13,208
1153010,0,0,18,117,121,68,42,88,10,439
1153011,3,0,5,106,93,54,40,92,20,414
1153012,5,3,9,96,91,59,36,125,54,471
1153013,4,3,12,40,34,16,16,47,21,185
1153014,3,0,5,118,120,28,11,92,18,383
1153015,6,3,14,61,77,33,22,40,8,241
1153016,8,8,29,86,101,43,31,72,28,354
1153017,0,0,13,68,81,33,31,38,6,253
1153018,0,0,8,68,83,46,39,76,23,336
1153019,9,3,16,73,88,37,11,76,19,309
1153020,52,0,56,30,51,29,14,133,3,266
1153021,0,5,10,86,77,45,34,51,7,300
1153022,8,0,13,88,111,56,39,98,12,407
1153023,0,3,11,82,109,66,46,83,23,404
1153024,7,0,14,96,94,42,25,85,17,355
1153025,6,0,13,84,72,49,38,71,26,330
1153026,67,8,96,78,89,32,28,161,43,428
1153027,3,0,10,77,90,36,36,98,43,378
1153028,3,0,7,106,117,54,42,81,27,426
1153029,5,4,15,116,132,56,50,89,20,462
1153030,0,0,4,68,49,28,9,39,28,225
1153031,4,0,4,135,157,43,28,89,43,499
1153032,4,7,20,123,117,39,29,120,26,458
1153033,3,0,18,45,71,28,23,52,8,232
1153034,51,6,71,112,100,37,30,167,39,481
1153035,3,5,11,72,79,30,16,78,21,300
1153036,0,7,20,105,126,59,50,80,40,456
1153037,9,0,19,118,103,58,42,90,37,450
1153038,4,4,21,160,128,45,37,132,45,546
1153039,49,14,77,113,106,57,26,198,62,565
1153040,5,0,7,97,100,31,25,96,27,380
1153101,0,0,0,0,0,0,0,0,0,0
1153102,0,0,0,0,0,0,0,0,0,0
1153103,5,0,5,72,100,39,20,58,13,314
1153104,0,0,0,48,50,17,8,35,6,160
1153105,8,3,14,121,127,52,50,132,36,526
1153106,5,0,7,71,72,33,34,81,39,323
1153107,3,3,8,79,79,39,22,48,20,296
1153108,0,0,3,69,76,23,20,80,3,276
1153109,4,5,8,97,102,57,44,102,36,430
1153110,3,0,13,124,116,67,30,112,24,471
1153111,11,3,21,76,79,39,32,95,33,358
1153112,88,26,160,71,61,27,28,172,57,416
1153113,0,0,8,109,131,50,38,99,13,438
1153114,3,0,3,93,99,29,29,86,25,350
1153115,8,0,16,112,103,60,57,161,19,511
1153116,5,3,13,89,102,53,39,112,37,427
1153117,4,0,14,100,108,56,41,94,29,439
1153118,4,0,10,69,90,36,41,77,29,342
1153119,4,3,9,47,48,29,21,74,6,231
1153120,3,3,5,79,74,30,37,118,28,355
1153121,6,3,17,92,90,50,30,80,23,362
1153122,3,3,10,109,121,45,47,96,15,437
1153123,132,34,252,106,153,74,57,260,79,725
1153124,5,3,9,70,66,37,29,67,12,279
1153125,0,0,7,74,78,40,28,67,25,319
1153126,0,0,12,80,80,47,32,70,12,326
1153127,3,0,6,62,96,53,41,74,14,346
1153128,3,0,6,62,73,31,25,65,20,269
1153129,0,3,8,46,71,37,26,50,23,247
1153130,4,3,13,68,92,45,39,76,21,345
1153131,8,4,12,100,80,58,44,72,32,381
1153132,3,0,6,46,52,41,38,67,8,254
1153133,44,0,46,54,65,37,33,121,13,322
1153134,95,6,107,84,96,39,39,223,26,504
1153135,5,0,12,76,94,47,31,73,8,325
1153136,3,0,9,114,133,44,35,99,41,463
1153137,8,0,14,137,160,84,39,127,41,581
1153301,0,0,0,55,53,38,17,31,3,198
1153302,4,0,6,70,82,35,25,48,23,282
1153303,0,0,3,91,111,54,36,43,7,344
1153304,0,0,0,3,3,3,0,0,3,9
1153305,0,0,3,87,103,62,50,50,21,373
1153306,149,9,200,86,114,51,42,267,34,596
1153307,4,0,5,34,45,31,27,43,6,186
1153308,3,3,10,97,128,88,45,94,12,473
1153309,0,0,10,114,138,53,71,67,15,462
1153310,0,0,3,55,47,27,19,17,10,177
1153311,0,0,0,70,67,33,17,37,10,238
1153312,0,4,6,66,75,51,29,48,14,281
1153313,0,0,7,67,70,29,20,59,11,255
1153314,0,0,0,87,96,49,39,44,9,323
1153315,11,3,13,67,92,32,11,68,12,285
1153316,0,0,0,62,78,51,28,45,12,282
1153317,0,0,0,47,79,32,18,33,3,214
1153318,3,4,7,60,81,44,23,38,11,256
1153401,0,0,0,65,75,36,25,63,3,273
1153402,0,0,0,0,0,0,0,0,0,0
1153403,0,0,0,54,66,34,43,61,9,265
1153404,0,0,6,107,98,39,33,66,8,353
1153405,0,0,0,80,89,35,36,74,19,336
1153406,0,3,8,94,116,47,31,80,19,379
1153407,0,0,0,59,73,22,17,54,7,238
1153408,0,0,4,101,135,65,51,86,25,463
1153409,3,0,3,100,115,56,26,97,10,415
1153410,0,0,5,67,71,40,23,67,11,284
1153411,0,0,0,70,66,33,24,36,8,239
1153412,4,0,6,91,85,52,27,69,10,337
1153413,0,0,3,44,53,26,21,47,8,201
1153414,0,0,4,115,130,62,42,75,21,448
1153415,3,0,8,69,69,41,27,58,11,275
1153416,3,0,3,79,100,60,39,60,4,336
1153417,0,0,0,0,8,0,0,0,0,10
1153418,59,0,63,52,51,21,25,147,7,305
1153419,6,0,3,92,98,45,39,62,7,344
1153420,4,0,4,94,110,47,37,66,10,366
1153421,0,0,0,0,0,0,0,0,0,3
1153422,0,0,3,45,56,16,15,45,3,181
1153423,0,0,0,93,87,38,36,84,28,359
1153424,5,0,4,113,119,43,45,115,14,448
1153425,0,0,0,69,66,23,11,66,14,256
1153426,3,0,8,64,60,31,22,43,4,222
1153427,3,0,3,49,70,29,17,48,0,207
1153428,0,0,0,59,41,22,17,45,10,192
1153429,0,0,0,63,60,36,24,46,5,238
1153430,3,0,4,51,47,39,18,57,4,213
1153431,0,0,0,67,64,36,14,40,9,219
1153432,0,0,3,80,74,36,27,45,8,260
1153501,3,0,3,84,78,45,9,66,10,288
1153502,0,0,0,127,110,61,40,81,22,426
1153503,46,0,52,86,98,49,27,131,3,393
1153504,0,0,0,98,92,42,27,61,11,332
1153505,0,0,0,0,3,0,0,3,11,24
1153506,0,0,4,162,172,76,38,96,21,571
1153507,0,0,3,93,102,41,25,81,9,351
1153508,3,0,9,65,66,34,24,59,11,267
1153509,4,0,4,55,81,41,30,44,8,259
1153510,0,0,0,76,85,43,31,52,3,294
1153511,0,0,0,61,66,35,14,46,3,217
1153512,0,0,0,110,91,58,37,55,8,358
1153513,0,5,9,126,136,63,48,71,29,467
1153514,0,0,0,62,84,33,25,86,34,323
1153515,0,0,0,58,71,39,23,84,31,311
1153516,0,0,0,0,0,0,0,0,0,0
1153517,0,0,0,0,0,0,0,0,0,0
1153518,0,0,3,72,72,45,22,57,17,279
1153519,0,0,3,143,189,54,53,135,14,591
1153520,0,0,0,31,28,14,16,34,21,149
1153521,0,0,0,75,87,32,27,54,13,283
1153522,0,5,6,114,121,68,34,73,30,440
1153523,3,0,3,88,89,25,19,59,3,282
1153524,0,0,3,64,59,34,15,48,7,223
1153525,0,0,7,138,120,64,29,79,14,447
1153526,0,0,0,109,93,57,28,77,10,367
1153527,0,0,0,80,46,28,21,42,9,230
1153528,0,0,4,48,58,28,18,43,3,196
1153529,0,0,3,120,121,58,29,68,9,406
1153530,5,0,5,110,105,51,21,81,4,382
1153531,3,0,3,51,42,24,13,42,6,179
1153532,5,0,6,105,133,65,25,86,21,437
1153533,0,0,0,53,65,19,6,27,6,172
1153534,5,4,17,112,107,64,39,65,20,402
1153535,0,0,4,94,115,53,36,50,31,372
1153536,0,0,4,108,115,58,24,50,5,367
1153537,0,0,0,0,0,0,0,0,0,0
1153538,3,0,7,97,95,32,21,80,21,346
1153539,88,3,98,32,29,22,5,150,17,260
1153540,0,0,0,44,65,34,19,20,3,191
1153541,6,0,6,74,91,39,42,47,8,295
1153542,0,0,0,80,100,41,26,54,22,328
1153543,0,0,0,102,100,43,29,74,7,352
1153544,0,0,0,63,63,36,24,67,8,266
1153545,0,0,3,57,82,41,24,49,15,261
1153546,3,0,4,50,60,21,12,37,16,194
1153547,0,0,3,90,111,50,29,96,29,404
1153548,4,0,4,61,66,29,21,42,9,225
1153549,3,0,4,63,91,40,27,50,6,284
1153550,0,0,4,71,100,32,41,74,11,325
1153551,0,0,0,49,71,37,23,61,6,251
1153552,0,0,0,70,70,41,33,66,8,293
1153553,0,0,5,74,76,47,28,73,20,313
1153554,4,0,3,109,117,46,29,87,32,422
1153555,0,0,0,85,86,47,25,66,5,312
1153556,0,0,3,96,107,45,39,51,44,379
1153557,0,0,3,69,70,47,21,34,7,248
1153601,0,0,0,58,62,24,24,29,3,201
1153602,0,0,0,81,86,44,23,41,8,285
1153603,0,0,4,68,83,33,19,50,19,269
1153604,0,3,5,60,71,26,20,46,26,256
1153605,5,0,7,80,79,31,27,56,12,282
1153606,4,0,16,68,88,46,42,66,21,330
1153607,0,0,10,77,59,33,26,56,8,263
1153608,0,0,9,55,63,22,20,51,12,217
1153609,5,0,11,77,110,57,51,48,14,353
1153610,6,0,15,111,133,56,47,61,11,421
1153611,3,0,4,80,110,62,40,58,14,362
1153612,3,0,3,49,76,33,12,31,3,203
1153613,0,0,0,77,65,44,24,55,6,267
1153614,0,0,0,74,111,56,14,48,6,306
1153615,0,0,5,33,60,14,22,21,9,159
1153616,0,0,3,82,92,50,38,41,10,316
1153617,9,0,13,143,140,62,52,85,18,505
1153618,6,3,16,135,124,47,29,107,46,494
1153619,12,0,12,78,89,34,30,48,6,286
1153620,3,0,8,120,125,59,55,58,6,426
1153621,3,0,14,93,135,49,51,63,18,407
1153622,3,4,13,129,113,80,40,56,12,426
1153623,7,0,9,86,78,44,21,45,10,287
1153624,4,3,7,120,132,57,49,65,20,430
1153625,4,0,13,90,124,61,51,83,20,424
1153626,0,0,3,79,110,50,37,45,16,326
1153627,5,0,8,65,73,30,24,31,16,235
1153628,3,0,3,65,75,47,29,56,4,266
1153629,0,0,0,75,80,26,24,38,13,253
1153630,0,0,5,65,101,37,26,38,13,273
1153631,0,0,12,100,151,63,57,77,13,467
1153632,0,0,7,77,113,47,33,43,8,327
1153633,12,0,17,89,110,67,46,54,3,371
1153634,0,3,3,106,123,45,29,48,22,372
1153635,3,0,8,58,76,15,20,43,17,223
1153636,0,0,3,59,82,40,23,46,18,267
1153637,5,4,16,96,117,50,31,63,23,381
1153638,0,0,6,84,117,79,48,66,25,417
1153639,3,0,5,79,94,59,40,67,11,343
1153640,0,0,6,66,107,45,35,40,16,306
1153641,0,0,6,100,105,47,30,42,8,333
1153642,7,0,4,108,134,50,36,72,20,417
1153643,86,3,101,100,117,52,34,187,19,517
1153644,3,0,9,115,118,47,45,90,26,442
1153645,5,0,6,90,96,75,48,76,12,397
1153646,0,4,4,72,103,52,25,76,11,333
1153647,0,0,5,101,129,56,39,88,11,429
1153648,3,0,7,58,85,40,26,49,13,275
1153649,7,0,9,81,112,59,50,79,10,390
1153701,0,0,0,9,7,0,0,0,6,26
1153801,0,0,0,101,78,37,26,58,16,313
1153802,0,0,5,51,67,37,17,30,11,205
1153803,3,0,7,96,116,53,53,46,10,373
1153804,0,0,0,65,85,21,8,35,3,215
1153805,0,0,0,0,0,0,0,0,0,3
1153806,24,0,27,65,58,38,28,81,5,274
1153807,0,0,0,0,0,0,0,0,0,0
1153808,0,0,0,68,84,33,40,53,5,281
1153809,0,0,3,101,116,32,18,87,23,378
1153810,7,0,13,73,84,46,23,43,23,296
1153811,0,0,0,0,0,0,0,0,0,0
1153812,11,0,11,80,99,32,28,67,5,306
1153813,4,0,5,85,77,47,28,106,28,376
1153814,3,3,8,45,75,33,29,45,23,238
1153815,4,3,11,91,110,48,36,63,19,355
1153816,44,0,50,47,56,29,17,129,20,296
1153817,4,0,4,140,145,33,17,85,12,431
1153818,0,0,0,0,0,0,0,4,0,6
1153819,0,0,0,0,0,0,0,0,0,0
1153820,0,0,0,81,82,32,13,28,19,256
1153821,0,0,9,80,83,42,24,58,21,305
1153822,0,4,7,46,75,36,24,41,18,235
1153823,0,0,4,96,118,61,34,76,23,403
1153824,0,0,0,19,16,6,6,3,0,40
1153825,25,10,59,75,95,29,21,90,29,340
1153826,0,0,5,136,122,31,15,76,21,403
1153827,0,0,13,75,100,35,27,57,17,307
1153828,9,0,18,84,104,33,28,66,20,339
1153829,0,4,10,69,84,29,15,56,17,267
1153830,3,0,3,73,66,30,25,37,11,236
1153831,0,0,3,78,142,58,43,61,20,397
1153832,10,3,15,114,126,67,48,91,23,458
1153833,5,3,19,75,94,45,22,73,40,363
1153834,3,0,3,75,83,39,21,45,18,290
1153835,100,15,130,76,111,45,32,176,27,463
1153836,30,3,39,108,136,62,44,124,17,487
1153837,8,3,20,176,170,64,40,111,41,601
1153838,6,0,10,87,106,60,32,70,18,377
1153839,0,0,3,59,78,28,27,28,14,240
1153840,3,4,9,53,43,21,14,36,11,180
1153841,0,0,5,93,121,43,43,87,15,409
1153842,95,9,109,60,59,21,14,173,18,342
1153843,0,0,3,159,199,52,40,137,68,665
1153844,5,0,17,147,155,36,34,107,36,512
1153845,4,0,10,160,148,41,37,85,38,504
1153846,0,0,0,138,148,39,40,75,17,462
1153847,10,0,18,126,138,74,52,116,34,530
1153848,0,0,6,95,111,57,40,82,43,423
1153849,4,5,20,77,82,31,26,57,16,292
1153850,3,0,4,125,126,33,19,46,21,364
1153851,28,4,31,50,55,12,8,86,24,238
1153852,0,3,3,123,122,31,19,57,58,423
1153853,3,0,3,212,189,48,42,94,52,632
1153901,0,0,0,33,47,17,6,45,19,164
1153902,4,0,9,56,56,22,20,52,11,220
1153903,0,0,6,34,62,30,16,30,16,182
1153904,7,4,17,90,112,45,24,80,38,389
1153905,8,3,12,45,73,23,22,65,23,259
1153906,0,0,0,55,43,21,24,54,23,226
1153907,0,3,5,10,7,10,0,23,12,72
1153908,5,88,103,81,135,55,34,105,165,579
1153909,3,0,7,30,46,20,20,70,22,205
1153910,0,3,3,29,25,17,9,48,20,140
1153911,0,0,0,50,65,30,29,50,30,243
1153912,0,0,0,100,132,65,47,81,31,458
1153913,4,3,10,40,40,31,21,48,16,197
1153914,0,0,3,88,105,53,41,68,13,362
1153915,0,0,10,34,50,21,30,63,23,224
1153916,0,0,3,79,115,65,37,61,25,383
1153917,3,4,10,39,55,26,39,42,29,227
1153918,3,0,15,56,64,24,18,93,22,276
1153919,17,11,33,74,111,43,45,127,76,477
1153920,0,0,6,102,179,66,60,104,41,557
1153921,0,0,3,64,83,42,34,64,23,301
1153922,6,3,7,51,78,30,21,58,20,261
1153923,0,0,7,58,83,38,23,55,24,290
1153924,0,0,3,42,78,44,35,62,48,319
1153925,5,0,13,57,102,48,35,93,18,354
1153926,4,0,9,57,60,52,29,84,45,334
1153927,3,0,3,46,61,34,12,27,10,191
1153928,0,0,0,6,7,0,0,7,0,24
1153929,6,3,14,99,110,45,53,101,39,448
1153930,3,7,16,67,94,37,28,35,24,288
1153931,3,0,6,53,67,19,9,58,18,221
1153932,0,4,7,70,77,31,31,77,40,323
1153933,3,3,9,27,62,35,21,65,23,242
1153934,0,0,3,44,65,28,20,74,3,232
1153935,13,6,27,89,109,56,44,96,36,426
1153936,3,4,12,47,82,27,24,43,14,244
1153937,0,0,5,56,84,43,37,79,66,374
1153938,0,0,3,41,60,56,21,40,28,245
1153939,11,17,42,43,60,42,33,83,73,332
1153940,3,0,7,33,50,32,14,33,18,179
1153941,0,0,0,31,57,18,13,39,16,166
1153942,5,48,62,77,95,44,29,90,139,478
1153943,0,0,11,63,95,47,28,83,13,333
1153944,11,0,16,83,87,48,55,80,40,393
1153945,0,0,3,51,46,24,29,46,17,215
1153946,0,0,0,70,76,23,23,48,8,246
1153947,3,3,20,73,65,37,25,67,25,290
1153948,5,3,14,49,51,27,22,59,21,222
1153949,0,0,0,20,17,7,3,36,10,84
1153950,7,0,15,82,92,39,30,75,25,344
1153951,0,0,10,64,78,46,27,57,28,308
1153952,7,4,24,63,78,26,32,58,12,273
1153953,0,0,5,50,73,41,23,64,32,277
1153954,0,0,3,46,69,20,30,100,48,321
1153955,0,0,0,45,66,27,20,27,13,203
1153956,0,0,4,75,78,45,33,88,22,340
1153957,3,0,10,76,102,47,41,84,35,372
1153958,0,0,0,0,0,0,0,0,0,3
1153959,7,0,11,57,63,36,25,64,15,262
1153960,0,0,3,38,66,30,27,47,11,217
1153961,0,0,3,53,70,18,21,43,17,224
1153962,3,0,5,71,87,43,35,60,14,311
1153963,0,0,3,24,30,14,17,50,39,180
1153964,4,3,9,75,97,48,29,53,22,325
1153965,0,0,0,0,0,0,0,0,613,613
1153966,0,0,3,55,60,36,33,46,15,249
1153967,0,0,0,13,3,0,0,4,16,40
1154001,7,5,9,90,139,73,52,123,43,518
1154002,6,0,10,54,67,49,35,56,48,303
1154003,0,0,4,35,65,36,26,45,51,266
1154004,4,0,4,83,151,70,50,95,65,511
1154005,0,0,0,67,79,33,44,38,21,290
1154006,3,0,16,79,95,53,49,63,66,407
1154007,0,0,6,76,122,41,35,53,29,354
1154008,3,8,16,48,72,46,34,54,24,278
1154009,3,0,5,18,40,25,32,34,20,169
1154010,25,3,34,68,85,54,41,122,51,420
1154011,5,7,12,52,70,47,31,47,31,278
1154012,3,0,3,54,71,54,50,64,27,312
1154013,0,0,3,48,126,51,39,44,52,362
1154014,0,0,3,68,93,34,20,52,28,300
1154015,4,0,4,52,66,27,28,35,15,226
1154016,0,4,3,94,128,78,50,75,33,455
1154017,0,0,3,64,86,35,37,33,33,292
1154018,0,0,3,31,63,26,37,33,31,216
1154019,0,0,0,26,58,29,18,28,15,178
1154020,0,0,0,71,92,54,64,61,30,371
1154021,0,0,0,76,108,74,66,67,41,442
1154022,0,0,0,34,56,27,41,33,22,210
1154023,0,0,4,56,71,55,51,57,49,328
1154024,5,0,18,65,98,31,36,64,28,312
1154025,3,0,8,58,48,27,26,40,17,219
1154026,4,0,7,36,51,26,24,34,44,219
1154027,0,0,0,48,76,35,22,42,34,257
1154028,0,0,8,58,72,52,38,32,37,290
1154029,0,0,4,68,93,70,47,55,48,382
1154030,6,0,14,44,60,34,23,68,46,275
1154031,4,3,13,70,136,70,63,108,35,480
1154032,0,4,4,45,50,26,27,44,27,221
1154033,0,0,5,48,84,37,45,56,20,288
1154101,6,0,11,99,159,91,56,69,29,495
1154102,3,7,17,80,103,37,44,67,54,392
1154103,7,81,98,84,136,53,44,98,192,603
1154104,4,5,19,39,65,28,27,46,12,217
1154105,0,0,6,66,83,28,40,73,30,324
1154106,3,0,5,91,110,60,33,60,38,393
1154107,8,0,15,92,150,67,49,78,39,480
1154108,0,0,3,71,90,36,29,20,16,265
1154109,3,0,3,69,103,38,31,57,16,318
1154110,4,3,3,119,137,67,49,40,32,444
1154111,14,5,13,83,125,63,43,70,68,449
1154112,5,4,11,85,105,47,30,64,32,379
1154113,6,7,10,67,102,38,25,47,33,311
1154114,0,0,0,18,41,26,9,15,12,122
1154201,3,0,4,55,63,33,24,32,26,233
1154202,0,0,0,38,40,21,12,28,34,177
1154203,3,0,4,38,47,26,19,19,23,166
1154204,0,0,5,50,72,30,35,50,25,262
1154205,3,4,11,100,180,120,63,65,66,594
1154206,0,0,3,30,57,21,29,32,36,215
1154207,4,0,12,42,52,25,22,48,17,205
1154208,3,0,6,57,99,47,36,40,20,308
1154209,3,0,3,73,71,39,28,34,38,289
1154210,0,0,3,62,79,51,39,37,34,304
1154211,0,0,3,42,90,39,28,16,6,226
1154212,0,0,3,46,71,25,18,44,31,237
1154213,0,0,0,60,138,42,27,21,35,339
1154214,3,0,9,85,120,79,55,58,18,414
1154215,0,0,0,0,3,3,4,0,0,11
1154216,0,0,3,72,93,60,44,36,47,352
1154217,0,0,0,118,169,69,55,43,38,488
1154218,0,0,6,36,70,32,20,28,18,199
1154219,0,3,5,45,70,38,42,52,22,264
1154220,0,0,4,45,58,35,23,37,21,224
1154221,0,0,0,45,54,36,20,15,21,188
1154222,0,0,0,52,94,36,32,30,7,235
1154223,0,0,3,74,132,58,48,34,16,357
1154224,0,0,0,44,71,18,32,22,6,194
1154225,0,0,3,64,90,56,29,33,33,307
1154226,0,0,0,50,81,32,29,24,20,239
1154227,0,0,3,54,61,29,22,20,19,206
1154228,0,0,4,67,112,50,33,48,29,336
1154229,0,0,0,16,22,13,18,13,6,83
1154230,3,0,3,47,58,41,22,26,24,213
1154231,0,0,0,67,98,57,42,38,25,327
1154232,0,0,0,21,50,19,10,20,10,131
1154233,0,0,0,55,87,37,24,17,12,230
1154234,0,0,0,81,83,41,30,38,24,297
1154235,0,0,0,60,75,33,24,27,28,242
1154301,4,11,20,86,98,49,60,113,63,457
1154302,0,3,11,53,72,30,29,54,34,278
1154303,4,0,11,72,82,34,44,74,35,346
1154304,34,6,37,34,53,37,19,105,23,276
1154305,3,3,7,47,83,42,28,70,38,316
1154306,0,0,7,110,104,49,51,70,26,418
1154307,4,0,8,20,26,12,13,42,11,124
1154308,3,0,11,67,67,42,39,97,62,371
1154309,0,0,9,51,47,39,31,38,34,240
