SA1_7DIGITCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
1141942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8
1141943,0,10,0,4,0,19,0,4,20,3,7,3,34,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,7,3,7,0,16,22,15,114,47,42,8,241
1141944,3,25,0,3,0,32,8,3,14,7,0,0,27,0,0,3,0,0,0,3,0,0,0,3,3,0,5,0,0,3,0,4,0,10,40,20,91,27,35,7,215
1141945,0,7,0,0,3,16,3,3,15,0,3,0,22,0,0,3,0,0,0,4,0,0,4,0,0,0,8,0,0,5,0,6,0,18,41,17,109,35,39,8,246
1141946,0,12,0,0,0,16,0,0,5,3,3,0,14,0,0,0,0,0,0,6,0,0,3,3,0,0,4,0,0,3,3,0,0,5,23,16,96,26,15,3,184
1141947,0,12,0,0,0,27,3,0,13,0,0,0,19,0,0,3,0,0,0,6,0,0,4,5,4,0,7,0,0,4,4,0,0,10,57,15,170,35,23,9,310
1141948,0,11,0,3,5,30,11,3,13,4,7,7,40,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,0,3,16,59,14,148,42,34,12,313
1142001,0,12,8,3,0,30,0,0,11,7,3,3,24,0,0,0,0,0,0,3,0,0,0,0,6,0,7,0,0,0,3,7,0,13,17,7,52,38,57,5,181
1142002,0,0,5,0,0,9,0,0,6,0,4,0,16,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,3,0,3,4,6,17,0,40,34,39,10,135
1142003,0,6,0,0,0,9,8,0,10,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,13,3,33,17,11,0,81
1142004,0,3,0,0,0,11,0,0,14,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,4,14,3,46,28,45,9,138
1142005,0,12,0,0,3,11,4,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,10,19,10,56,24,19,10,138
1142006,0,3,0,0,0,12,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,7,61,17,16,0,127
1142007,4,3,3,0,0,18,0,4,8,3,0,0,13,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,7,22,11,59,30,27,11,150
1142008,0,7,0,0,0,9,8,0,12,5,0,0,18,0,0,8,0,0,0,4,0,0,0,0,4,0,4,0,3,0,3,0,0,5,15,9,67,25,23,3,142
1142009,0,9,0,0,0,7,0,0,9,4,0,0,15,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,9,13,5,47,29,25,3,125
1142010,0,6,3,3,0,18,0,0,4,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,22,0,44,22,35,3,122
1142011,4,5,0,4,0,14,0,0,4,3,8,0,17,3,0,0,3,0,0,3,0,0,4,0,7,0,4,0,0,4,0,3,3,10,12,9,44,27,51,7,140
1142012,0,7,0,0,0,9,0,0,9,0,0,0,12,0,0,0,0,0,0,3,0,0,0,5,0,0,7,0,0,3,0,0,0,3,11,3,40,13,29,5,104
1142013,0,3,0,0,0,13,3,3,8,8,0,3,29,0,0,3,0,0,0,3,0,0,0,0,4,0,4,0,0,3,0,5,3,13,18,3,75,26,44,13,178
1142014,3,0,5,3,0,19,0,4,11,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,3,3,0,0,6,13,9,35,28,44,7,136
1142015,3,5,7,0,0,17,0,0,3,4,3,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,4,14,8,37,24,32,3,120
1142016,5,13,3,3,0,27,0,3,6,4,4,3,21,0,0,0,0,0,0,0,0,0,3,0,5,0,11,0,0,3,3,0,0,9,16,8,72,29,59,11,193
1142017,4,14,10,0,0,32,8,0,11,7,6,0,28,0,0,0,0,0,0,6,0,0,0,0,4,0,4,3,0,8,0,5,0,16,30,18,92,38,51,9,232
1142018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142020,0,11,3,3,0,22,3,0,11,5,8,0,23,0,0,0,0,0,0,0,0,0,3,0,5,0,7,0,0,3,3,0,0,8,19,16,69,32,61,7,191
1142021,3,6,5,0,0,19,4,4,4,5,4,0,26,0,0,0,0,0,0,0,0,0,3,0,5,0,9,0,0,0,0,3,3,8,18,11,43,27,45,3,155
1142022,0,11,3,0,0,18,0,0,9,0,3,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,6,16,0,55,16,18,5,121
1142023,4,9,0,0,0,20,0,4,12,10,7,3,26,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,3,0,0,7,8,5,67,32,56,7,177
1142024,3,10,4,4,0,27,0,5,5,5,10,0,24,0,0,5,3,0,0,8,0,0,0,0,0,3,3,0,3,3,5,8,0,19,26,12,80,43,93,12,270
1142025,5,6,3,3,0,20,0,0,4,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,8,12,13,60,36,56,8,181
1142026,3,10,5,3,0,18,0,0,6,3,3,0,17,0,0,0,0,0,0,3,0,0,0,6,5,0,8,0,0,8,0,3,0,8,9,8,54,27,62,6,165
1142027,0,8,0,0,0,14,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,7,19,4,49,22,26,3,119
1142028,0,10,3,0,0,15,0,3,7,6,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,5,14,5,54,20,38,7,135
1142029,0,9,4,3,0,19,3,0,18,11,4,0,32,0,0,0,3,0,0,6,0,0,3,0,0,3,6,4,0,3,3,3,0,11,26,0,76,62,64,9,237
1142030,0,10,3,0,0,27,3,0,7,3,10,0,32,3,0,0,3,0,0,9,0,0,3,0,7,0,11,4,0,11,3,0,0,11,32,5,108,43,50,10,243
1142101,0,19,3,0,0,29,4,0,17,3,3,3,28,3,0,0,0,0,0,9,0,0,0,0,3,0,10,0,0,4,0,3,4,11,34,3,86,42,60,5,236
1142102,3,14,0,4,0,27,6,0,10,13,4,4,28,0,0,0,0,0,0,3,0,0,3,0,8,0,10,3,0,5,5,3,0,18,27,13,82,52,59,12,245
1142103,0,3,4,0,0,10,3,0,3,4,3,0,14,0,0,0,3,3,0,3,0,0,0,4,5,0,10,0,0,5,0,0,0,12,19,4,49,25,52,6,158
1142104,10,11,5,4,0,30,0,3,14,5,5,0,21,0,0,0,0,0,0,4,0,0,3,4,5,0,16,0,0,0,3,3,4,10,22,14,61,41,70,8,209
1142105,3,8,0,3,0,21,4,0,10,7,4,0,26,0,0,3,0,0,0,3,0,0,3,0,6,0,15,0,0,4,5,3,3,7,14,8,63,42,57,10,200
1142106,3,16,3,0,0,35,6,0,12,7,6,3,30,0,0,0,3,0,0,4,0,0,0,3,5,0,15,0,0,3,7,0,0,11,33,11,89,56,76,11,276
1142107,0,0,3,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,11,0,13,20,32,3,76
1142108,0,9,3,0,0,15,3,0,3,0,0,0,13,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,8,18,3,47,28,30,7,133
1142109,0,13,3,4,0,18,6,0,10,3,4,0,23,0,0,6,0,0,0,10,0,0,0,0,10,0,14,0,0,8,3,3,0,19,18,4,90,44,64,8,223
1142110,0,5,0,0,0,5,0,0,3,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,36,12,17,3,79
1142111,0,3,0,9,0,28,3,0,6,5,0,0,19,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,3,4,17,35,7,81,31,45,8,195
1142112,0,3,0,0,0,9,0,0,13,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,14,8,33,15,28,4,103
1142113,0,3,0,0,0,10,4,0,7,4,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,20,3,53,16,17,5,113
1142114,0,6,0,4,0,24,4,0,12,9,9,0,28,0,0,0,4,0,0,7,0,0,6,4,3,0,15,0,0,5,3,0,0,12,27,7,71,45,44,3,209
1142115,0,3,0,0,0,6,3,0,3,3,4,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,9,10,0,42,22,47,4,128
1142116,3,5,0,0,0,11,3,0,8,6,0,4,22,0,0,0,0,0,0,6,0,0,3,0,11,0,15,0,0,0,3,0,0,6,14,3,48,30,61,4,164
1142117,0,4,0,3,0,9,0,0,7,3,0,0,9,0,0,4,3,0,0,3,0,0,3,0,17,0,19,0,0,3,0,3,0,12,12,3,47,25,67,7,158
1142118,0,3,3,0,0,12,0,0,3,6,4,0,11,0,0,0,0,4,0,4,0,0,5,0,11,3,19,5,0,0,0,3,0,5,15,8,40,23,70,6,150
1142119,0,7,0,0,0,13,3,0,4,3,0,0,16,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,3,4,0,0,12,11,3,50,16,21,6,104
1142120,0,6,3,4,0,12,3,0,4,4,3,3,15,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,3,0,10,3,5,48,28,46,4,137
1142121,0,8,0,0,0,14,3,0,4,3,0,0,17,0,0,3,3,0,0,4,0,0,3,0,3,0,7,0,0,0,0,5,0,9,21,4,55,23,33,9,143
1142122,0,9,3,3,0,18,7,0,8,5,3,3,23,0,0,0,0,0,0,5,0,0,4,0,3,0,8,0,0,0,0,0,0,4,19,3,50,36,45,7,165
1142123,3,0,0,3,0,11,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,12,3,19,16,26,5,81
1142201,5,14,3,3,3,32,0,0,14,11,7,0,32,0,0,0,0,0,0,4,0,0,5,3,3,0,10,0,0,0,0,0,0,3,17,10,76,43,57,3,204
1142202,0,11,3,0,0,18,0,0,10,6,3,0,13,0,0,3,0,4,0,7,0,0,0,0,3,0,7,0,0,0,0,4,0,6,5,0,46,32,57,3,150
1142203,0,4,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0,3,6,3,26,10,18,5,77
1142204,0,14,3,0,0,17,7,0,11,4,3,0,25,0,0,0,0,3,0,3,0,0,3,0,3,0,10,0,0,4,0,7,0,9,22,5,74,26,46,5,180
1142205,0,6,4,0,0,18,0,0,4,7,0,0,8,0,0,0,3,0,0,3,0,0,4,0,5,0,9,0,0,4,0,0,0,6,15,9,49,35,37,5,152
1142206,3,7,3,0,0,20,4,0,8,3,0,0,21,0,0,0,3,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,3,26,5,49,34,34,4,158
1142207,0,9,7,0,0,15,4,0,10,4,3,0,19,0,0,3,0,0,0,3,0,0,3,0,8,0,8,0,0,3,3,3,0,3,14,8,58,28,37,3,145
1142208,3,12,6,0,0,24,0,0,6,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,3,3,0,7,18,4,42,26,34,0,127
1142209,0,11,0,3,0,15,0,0,5,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,13,3,34,22,32,8,120
1142210,3,0,0,3,0,6,8,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,3,15,23,3,42,21,27,10,124
1142211,0,14,4,0,0,22,0,3,16,9,3,0,31,0,0,3,3,0,0,6,0,0,0,3,3,0,4,0,0,3,0,4,0,7,25,3,84,40,62,11,220
1142212,0,6,0,3,0,16,3,6,5,5,3,0,20,0,0,3,5,0,0,4,0,0,3,3,0,0,8,0,0,4,0,3,0,9,12,10,44,41,45,3,152
1142213,0,3,0,0,0,9,0,0,4,0,3,0,9,0,0,0,0,3,0,3,0,0,0,3,3,0,8,0,0,0,3,3,4,8,7,9,28,13,27,4,89
1142214,0,4,5,0,0,11,0,0,8,5,0,3,23,0,0,0,0,0,0,4,0,0,0,0,4,0,10,0,0,0,0,0,0,4,7,3,37,31,56,7,136
1142215,3,11,0,3,0,17,4,0,8,4,5,0,18,0,0,0,0,5,0,6,0,0,0,5,3,0,8,0,0,3,0,3,0,4,13,9,39,31,59,5,158
1142216,0,4,4,0,0,17,0,0,3,3,3,0,13,0,0,4,0,3,0,5,0,0,3,0,8,0,6,0,0,0,3,7,0,6,7,5,45,30,57,3,152
1142217,3,14,0,0,0,22,3,0,13,3,4,0,23,0,0,3,0,0,0,3,3,0,0,3,3,0,8,0,0,7,3,0,0,6,7,6,62,27,60,3,173
1142218,3,3,5,0,0,14,3,0,0,4,8,0,15,0,0,3,0,0,0,4,0,0,0,0,0,0,7,0,0,4,0,3,0,5,18,10,31,28,35,5,130
1142219,0,9,0,0,0,13,0,3,3,0,5,0,13,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,3,0,5,11,7,45,23,36,0,124
1142220,3,12,7,5,0,23,0,3,9,10,3,0,30,0,0,0,0,0,0,4,3,0,0,0,4,0,9,4,0,3,0,3,0,10,29,8,55,39,53,4,187
1142221,3,7,6,0,0,23,0,0,12,4,8,0,25,0,0,0,0,4,0,7,0,0,0,0,0,0,5,0,0,0,0,3,0,8,6,9,52,46,64,6,174
1142222,0,5,4,3,0,17,0,0,3,3,3,0,14,0,0,0,0,5,0,10,0,0,0,0,5,0,5,0,0,0,0,0,3,7,12,7,53,34,66,3,174
1142223,0,7,3,4,0,13,3,3,4,6,3,0,25,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,3,0,5,12,5,52,30,43,7,151
1142224,3,4,0,0,0,13,5,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,3,12,9,42,16,39,3,123
1142225,0,5,3,0,0,10,0,0,9,4,3,3,22,0,0,0,3,0,0,3,0,0,4,0,3,3,12,0,0,6,0,0,0,15,28,0,88,35,43,7,195
1142226,0,19,3,0,0,31,7,0,16,3,8,0,30,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,5,0,0,4,6,33,4,92,39,50,15,230
1142227,3,7,4,4,3,23,7,0,11,3,0,0,28,5,0,0,0,0,0,5,0,0,0,8,3,0,13,3,0,0,0,0,0,4,27,5,66,51,50,4,208
1142228,3,5,3,0,0,16,4,5,7,5,0,0,22,3,0,0,0,3,0,9,0,0,3,3,0,0,7,0,0,3,0,4,0,6,17,12,55,37,28,4,153
1142229,0,0,0,0,0,8,0,3,10,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,13,4,42,17,20,0,94
1142230,0,4,4,0,0,20,0,0,9,4,0,0,15,0,0,3,0,0,0,7,0,0,0,0,3,0,5,4,0,3,0,0,0,11,15,3,59,44,33,7,161
1142231,0,11,3,4,0,15,0,0,8,4,3,0,15,0,0,0,0,0,0,3,0,0,0,5,3,0,8,3,0,3,0,3,0,11,21,3,56,24,38,3,144
1142232,0,3,0,0,0,10,4,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,34,25,13,0,82
1142233,4,13,0,0,0,23,0,0,9,6,5,5,25,0,0,3,0,0,0,3,0,0,3,0,0,0,6,0,0,3,0,3,0,15,27,6,72,38,49,13,202
1142234,0,16,0,0,0,17,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,9,9,7,55,20,28,4,123
1142301,0,9,0,3,0,22,0,0,8,7,8,0,18,0,0,0,0,0,0,0,0,0,3,3,5,0,12,0,0,0,4,4,0,9,15,9,50,36,64,4,177
1142302,0,13,3,0,0,26,0,0,8,8,3,0,15,0,0,0,0,0,0,3,0,0,5,3,5,0,13,0,3,4,3,5,0,12,21,5,80,42,76,6,233
1142303,3,22,3,0,0,40,3,3,5,7,6,3,29,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,5,4,3,3,10,20,15,77,49,74,9,242
1142304,0,0,3,0,0,10,6,0,4,5,3,0,18,0,0,0,3,0,0,3,0,0,0,0,6,0,14,0,0,0,0,3,0,5,17,5,31,24,50,6,139
1142305,7,6,4,3,0,23,10,0,11,5,8,0,26,0,0,0,0,0,0,5,0,0,3,4,6,0,17,0,0,0,3,0,3,11,24,10,64,44,66,6,217
1142306,0,9,0,3,0,18,7,0,10,6,6,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,3,0,3,3,12,14,5,65,21,39,10,150
1142307,0,7,6,4,0,19,4,3,3,6,0,3,17,0,0,4,0,0,0,4,0,0,0,0,3,0,3,0,0,5,0,0,0,6,22,4,46,25,48,6,156
1142308,3,10,3,0,0,17,7,0,6,3,3,0,21,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,3,4,17,6,41,19,37,5,123
1142309,0,10,3,3,0,19,0,0,11,12,7,0,29,0,0,0,3,0,0,5,0,0,3,4,6,0,8,0,0,0,0,3,0,9,20,4,56,48,72,8,213
1142310,0,10,3,0,0,12,7,0,3,3,0,3,16,0,0,0,0,0,0,7,0,0,0,0,5,0,6,0,0,0,3,3,0,10,17,4,40,36,42,8,147
1142311,0,5,0,0,4,12,0,4,10,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,10,25,8,27,8,80
1142312,0,6,4,0,0,19,3,3,3,3,3,0,14,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,5,0,0,4,11,9,8,49,29,47,6,150
1142313,0,13,0,3,0,20,3,0,3,5,0,0,16,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,8,15,3,41,26,52,3,143
1142314,6,7,3,3,0,24,8,0,7,8,9,3,38,0,0,3,0,3,0,5,0,0,0,3,3,0,7,0,0,3,0,3,6,12,23,6,64,38,76,15,218
1142315,0,3,0,3,0,16,0,0,8,5,3,0,23,0,0,0,0,3,0,5,0,0,0,0,3,0,4,0,0,0,0,0,0,0,12,7,41,38,46,3,154
1142316,0,6,0,0,0,14,5,0,9,5,0,0,26,0,0,0,3,0,0,3,0,0,0,3,5,0,14,0,0,0,4,0,0,11,15,3,58,39,67,9,197
1142317,3,12,0,3,0,24,3,0,8,10,5,0,32,0,0,4,0,0,0,0,0,0,3,7,8,0,15,0,0,3,0,0,3,11,21,3,77,42,49,6,207
1142320,3,11,4,0,0,17,0,0,3,3,8,0,18,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,6,0,3,0,11,12,0,39,27,55,5,147
1142321,0,16,3,3,0,28,3,0,3,4,4,0,14,0,0,0,0,3,0,3,0,0,0,0,6,0,6,0,0,0,0,3,6,10,15,3,67,36,68,10,191
1142322,3,10,3,0,0,12,3,0,13,7,8,3,30,0,0,0,0,0,0,4,0,0,0,0,9,0,12,0,0,0,3,0,0,4,13,10,45,38,62,4,163
1142323,0,12,3,3,0,15,3,0,7,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,3,19,0,43,36,60,4,162
1142324,0,8,0,8,0,13,0,0,3,3,4,0,15,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,5,0,11,5,0,34,15,55,5,120
1142325,0,4,0,0,0,9,3,0,7,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,4,5,5,26,27,33,9,107
1142326,0,9,8,3,3,28,4,3,4,6,5,3,25,0,0,0,0,0,0,3,0,0,0,3,10,0,10,0,0,4,0,3,0,15,19,9,64,37,67,12,206
1142327,0,7,0,0,0,11,0,0,4,3,0,0,12,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,4,9,3,25,17,33,6,93
1142329,3,14,0,3,3,22,5,3,6,5,3,3,25,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,3,22,7,62,31,48,8,170
1142330,0,5,0,0,0,19,0,0,11,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,12,9,3,60,30,56,10,166
1142331,0,3,0,0,0,3,0,0,3,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,12,38,0,70
1142332,3,10,0,3,0,18,0,4,8,10,5,0,30,0,0,0,0,3,0,3,0,0,0,0,4,0,9,0,0,0,3,0,0,8,11,6,41,41,83,10,193
1142333,0,9,0,3,0,9,4,0,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,0,23,21,24,7,93
1142334,0,4,3,3,0,12,3,0,4,4,8,0,23,0,0,0,0,0,0,3,0,0,0,0,8,0,17,0,0,4,3,3,5,12,12,4,69,42,60,19,205
1142335,0,13,3,4,0,22,3,4,13,6,4,0,33,0,0,3,0,3,0,4,0,0,0,3,9,0,16,3,0,3,0,5,0,14,6,8,52,52,98,5,225
1142336,0,3,0,3,0,9,0,0,8,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,6,3,33,14,34,6,90
1142337,0,10,0,0,0,16,0,0,6,4,0,0,21,0,0,0,0,0,0,4,0,0,0,0,7,0,7,0,0,3,0,3,0,9,22,4,57,25,55,6,166
1142338,0,12,3,3,3,28,0,0,11,0,4,0,16,0,0,3,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,5,0,8,8,0,63,32,59,5,172
1142339,0,7,4,0,0,17,0,0,12,0,3,3,14,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,3,4,3,4,13,10,6,55,32,47,7,168
1142340,0,3,0,4,0,11,0,0,7,5,3,0,13,0,0,0,0,0,0,3,0,0,3,0,3,0,11,0,0,0,0,5,0,3,13,0,33,33,54,13,148
1142341,0,9,0,6,0,19,3,0,8,0,0,0,12,0,0,3,0,0,0,3,0,0,3,3,3,0,7,0,0,3,0,5,0,6,16,4,62,25,39,0,147
1142342,6,6,3,3,0,24,3,3,5,5,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,4,23,4,48,29,30,3,131
1142343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142344,4,14,9,0,0,30,3,0,12,8,8,0,26,0,0,0,0,0,0,4,0,0,3,3,9,0,10,0,0,0,3,0,0,6,20,11,64,41,78,10,222
1142345,3,15,3,6,0,28,3,0,19,13,8,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,6,0,14,23,7,99,55,107,19,303
1142346,0,9,4,0,0,14,4,0,8,6,3,4,27,0,0,3,0,0,0,0,0,0,4,7,12,0,22,3,0,9,3,3,0,16,21,3,96,44,71,11,244
1142347,0,9,0,0,0,12,0,3,9,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,5,13,5,51,20,40,3,132
1142348,0,8,3,3,0,15,3,0,7,3,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,3,0,0,0,5,11,3,57,30,47,9,154
1142349,0,3,0,0,0,18,0,7,9,9,5,0,25,0,0,5,3,0,0,7,0,0,0,0,4,0,4,0,0,0,6,0,0,10,20,8,52,37,41,4,167
1142350,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6
1142351,3,5,4,3,0,22,8,0,11,6,3,5,36,0,0,6,0,0,0,11,0,0,0,4,8,0,15,0,0,3,0,0,0,4,28,10,70,61,71,15,247
1142352,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4
1142353,0,7,6,4,0,18,4,5,10,6,4,0,32,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,4,3,0,13,22,5,58,43,41,3,170
1142354,7,43,5,7,3,70,7,10,30,13,11,4,76,0,0,4,7,0,0,7,0,0,4,4,18,0,18,0,0,3,5,6,0,17,57,22,217,131,176,14,621
1142355,0,9,4,0,0,23,3,0,9,13,7,0,30,0,0,0,0,3,0,3,0,0,3,0,8,0,12,0,0,0,0,7,0,9,14,7,54,44,74,5,198
1142401,0,7,3,10,0,23,0,0,8,4,5,0,16,0,0,0,0,4,0,3,0,0,0,0,6,0,7,3,0,0,0,5,3,13,28,5,72,33,66,12,221
1142402,0,9,0,0,0,14,0,3,4,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,6,13,7,44,20,34,10,122
1142403,0,4,0,0,0,11,4,3,9,6,0,0,20,0,0,4,0,0,0,3,0,0,0,3,5,0,11,3,0,0,0,3,0,5,16,3,58,26,35,7,153
1142404,0,8,3,0,0,8,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,4,9,5,47,21,27,7,113
1142405,0,0,0,0,0,5,0,0,8,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,9,0,20,19,31,4,79
1142406,0,9,3,0,0,10,4,3,5,8,3,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,3,0,0,19,6,57,32,42,13,167
1142407,3,4,3,0,0,12,0,0,3,3,0,0,15,0,0,0,0,3,0,3,0,0,0,3,5,0,8,0,0,0,3,8,3,16,14,4,37,30,50,3,144
1142408,0,10,4,3,0,21,0,4,13,3,7,0,19,0,0,0,0,5,0,3,0,0,0,0,5,0,4,0,0,5,3,0,3,12,4,11,48,36,56,3,158
1142409,0,14,0,0,0,24,4,0,5,3,3,3,20,0,3,4,0,3,0,10,0,0,7,0,3,3,11,0,0,3,3,3,0,14,14,6,75,38,67,11,209
1142410,3,5,6,6,0,22,0,0,9,8,7,4,25,0,0,0,0,0,0,0,0,0,0,3,4,0,12,0,0,3,5,4,3,12,23,8,61,41,56,21,214
