SA1_7DIGITCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
1113714,0,0,3,10,0,10,0,0,8,8,13,3,26,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,5,0,5,0,0,11,15,88,3,115
1113715,0,7,3,3,0,15,3,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,4,3,0,16,13,68,10,116
1113716,0,3,0,4,0,8,0,0,9,9,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,3,20,20,69,3,125
1113717,3,3,3,0,0,5,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,5,8,50,3,73
1113718,3,4,0,4,0,11,0,0,10,12,8,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,3,0,3,19,23,58,3,105
1113719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
1113722,0,0,0,0,0,0,0,0,0,3,5,3,13,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,3,0,0,4,6,28,3,44
1113801,0,3,3,3,0,15,3,0,3,8,5,0,19,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,8,23,24,40,0,109
1113802,0,3,0,0,0,10,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,4,4,17,12,27,5,67
1113803,0,5,5,0,0,11,10,0,3,7,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,5,10,0,16,16,43,4,88
1113804,3,17,3,0,0,27,0,3,7,0,3,0,21,0,0,0,0,0,0,3,0,0,0,0,7,0,8,0,0,0,4,3,0,9,17,9,47,31,64,0,158
1113805,0,3,0,3,0,3,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,5,18,0,47
1113806,0,14,3,3,0,21,3,3,9,3,3,0,18,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,11,5,38,22,49,0,117
1113807,0,7,0,4,0,14,3,3,11,6,8,0,35,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,3,0,3,0,4,9,4,37,16,52,7,129
1113808,3,8,0,5,0,18,5,0,5,0,7,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,13,5,31,18,36,5,100
1113809,3,14,0,3,0,29,6,3,12,5,5,0,26,0,0,0,0,0,0,6,0,0,6,0,3,0,8,0,0,0,0,0,0,3,19,6,66,35,73,3,201
1113810,8,8,0,0,0,16,3,0,7,11,5,0,21,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,9,28,25,28,5,92
1113811,0,10,5,3,0,24,0,0,3,11,4,0,23,0,0,0,0,0,0,3,0,0,0,0,5,0,10,0,0,4,0,0,0,5,3,6,33,32,63,4,146
1113812,4,13,0,3,0,25,5,0,12,3,3,0,30,0,0,0,7,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,8,20,6,51,23,34,3,139
1113813,0,3,3,3,0,20,6,0,9,7,3,0,26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,33,29,29,4,119
1113814,3,5,0,0,0,11,0,0,9,4,4,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,12,3,24,16,45,4,101
1113815,0,5,4,0,0,16,3,3,9,3,9,4,28,0,0,0,0,3,0,3,0,0,0,0,5,0,12,0,0,3,0,0,0,4,7,9,33,38,79,5,173
1113816,0,9,0,0,0,15,0,5,6,0,0,0,12,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,33,18,28,3,89
1113817,0,6,3,0,0,14,3,3,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,5,6,31,14,30,3,96
1113818,3,6,0,0,0,9,0,0,6,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,17,9,16,3,53
1113819,0,0,0,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,9,0,25
1113820,0,7,7,3,0,28,3,4,22,9,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,5,13,6,50,29,30,10,141
1113821,0,6,0,4,4,24,0,4,7,3,6,0,24,0,0,0,0,0,0,3,0,0,0,0,9,0,10,0,0,3,0,3,0,5,9,4,30,22,66,6,147
1113901,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,12
1113902,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
1113903,0,14,0,0,0,19,5,3,3,0,3,0,14,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,0,0,0,0,4,9,3,25,10,31,0,90
1113904,3,16,0,3,0,28,0,0,9,4,6,0,26,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,8,8,7,45,29,78,3,161
1113905,4,12,3,3,0,23,3,0,5,3,7,0,17,0,0,0,0,0,0,3,0,0,0,3,3,0,10,0,0,0,0,3,0,10,12,7,38,38,73,10,174
1113906,3,10,4,4,0,16,4,0,3,3,7,0,14,0,0,0,0,0,0,3,0,0,0,0,6,0,9,0,0,0,0,3,0,3,11,9,20,16,49,0,104
1113907,3,10,0,4,0,18,0,0,12,9,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,6,24,15,44,5,109
1113908,8,15,5,3,0,39,5,3,14,9,6,3,34,0,0,3,0,3,0,5,0,0,0,3,3,0,4,0,0,0,0,7,0,8,15,15,63,33,69,8,203
1113909,6,18,3,3,0,35,0,0,11,3,0,0,24,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,3,11,13,54,26,62,3,165
1113910,0,11,0,0,0,25,3,0,14,3,6,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,10,36,16,34,0,113
1113911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113912,9,16,0,4,0,36,8,3,12,3,3,0,26,0,0,4,0,0,0,4,0,0,0,0,3,0,5,0,0,0,0,3,0,6,14,18,56,25,55,3,173
1113913,3,3,3,0,0,7,0,0,3,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,3,14,13,43,3,83
1113914,3,10,3,3,0,16,4,0,3,6,8,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,9,7,29,16,57,0,115
1113915,0,9,5,3,0,20,8,0,7,7,6,3,28,0,0,0,0,0,0,3,0,0,0,3,6,0,9,0,0,0,3,0,0,4,14,3,28,33,64,3,150
1113916,0,11,4,3,0,22,0,0,9,3,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,31,23,56,0,126
1113917,0,8,4,3,0,16,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,22,15,32,3,87
1113918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113919,4,15,7,5,0,26,3,3,13,6,8,0,35,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,3,7,10,48,31,74,5,182
1114001,3,26,7,4,0,47,7,12,21,4,6,0,52,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,3,0,0,0,3,24,13,84,44,79,10,250
1114002,3,8,5,3,0,17,3,3,3,0,3,0,11,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,20,26,31,3,94
1114003,4,12,4,4,0,26,0,0,7,3,10,0,19,0,0,0,3,0,0,3,0,0,0,4,3,0,6,0,0,0,0,5,3,8,4,4,37,25,62,3,135
1114004,0,7,0,0,3,20,0,3,9,3,4,0,17,0,0,0,0,4,0,4,0,0,0,0,3,0,4,0,0,0,0,3,0,3,9,5,41,18,50,6,128
1114005,4,5,0,0,0,14,4,0,5,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,5,10,11,14,17,36,4,93
1114006,7,20,3,8,0,34,0,0,16,5,4,0,29,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,71,39,65,9,195
1114007,3,20,3,4,0,38,3,0,13,3,11,3,34,0,0,0,3,0,0,3,0,0,3,0,4,0,8,0,0,0,0,0,0,0,8,8,49,29,102,6,205
1114008,3,5,0,0,0,8,0,3,5,3,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,31,16,36,0,84
1114009,4,12,4,4,0,35,4,3,21,3,3,0,33,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,4,26,15,59,30,63,11,205
1114010,0,10,0,0,0,15,3,3,0,7,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,3,22,21,26,3,86
1114011,3,11,3,0,0,23,0,0,4,11,14,0,32,0,0,0,0,0,0,0,0,0,5,0,3,0,7,0,0,3,0,0,0,6,5,9,47,24,71,3,160
1114012,6,22,3,0,0,34,8,0,16,8,0,3,29,0,0,0,0,0,0,3,0,0,0,6,8,0,13,0,0,0,0,0,0,3,24,13,66,36,48,14,192
1114013,0,14,0,3,0,19,3,0,6,7,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,8,4,50,29,41,6,142
1114014,3,3,0,0,0,7,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,11,5,18,0,43
1114015,0,4,0,0,0,8,3,0,5,0,3,0,14,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,27,17,24,4,76
1114016,5,0,3,0,0,13,3,0,5,0,0,3,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,22,10,18,3,74
1114017,0,8,0,3,0,13,3,0,14,3,0,3,24,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,4,0,5,8,6,53,21,43,4,138
1114018,4,0,4,0,0,11,0,0,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,13,4,27,9,37,9,97
1114019,0,8,3,3,0,21,6,0,3,3,3,0,17,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,5,16,0,34,22,37,5,110
1114020,0,3,0,4,0,11,3,0,3,3,0,0,9,0,0,3,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,4,0,7,15,6,22,19,39,4,95
1114101,0,13,3,0,0,20,4,3,7,11,6,3,38,0,0,0,0,3,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,4,13,10,45,38,89,9,197
1114102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114103,9,22,10,3,0,42,10,3,21,12,14,0,58,0,0,0,0,3,0,3,0,0,0,3,12,0,16,0,0,0,0,15,4,18,21,13,87,57,181,21,372
1114104,0,7,0,0,0,13,0,0,5,3,17,0,24,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,4,0,9,3,0,28,22,81,7,142
1114105,0,3,0,0,0,11,3,0,5,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,0,17,18,38,0,84
1114106,0,7,3,3,0,15,7,0,14,6,4,0,27,0,0,0,0,3,0,4,0,0,0,0,3,0,10,0,0,0,0,0,0,0,13,6,45,29,70,4,164
1114107,0,7,0,4,0,16,4,3,10,0,5,3,23,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,3,0,0,7,14,7,32,15,46,9,113
1114108,3,14,3,4,0,26,0,0,5,5,6,0,13,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,5,0,5,7,9,33,32,68,3,153
1114110,4,27,3,3,0,56,10,7,27,11,18,3,77,0,0,3,0,0,0,0,0,0,4,6,15,0,25,0,0,0,0,3,0,9,46,18,112,79,179,17,453
1114111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114112,4,11,0,3,0,24,3,0,13,8,4,4,37,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,3,7,0,12,14,9,48,44,95,16,224
1114113,0,10,3,8,0,18,0,0,4,5,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,5,10,0,27,33,70,3,148
1114114,0,3,3,3,0,11,0,0,3,4,11,3,20,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,17,27,66,9,117
1114115,4,6,4,5,0,17,0,0,3,4,11,0,17,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,4,17,12,52,3,98
1114116,0,6,0,0,0,18,0,3,5,3,14,0,26,0,0,0,0,0,0,3,0,0,0,0,6,0,8,0,0,0,5,4,0,10,3,0,27,26,95,6,156
1114117,0,0,0,0,0,10,3,0,6,6,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,5,19,26,57,3,115
1114118,0,3,0,5,0,9,3,0,5,4,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,18,18,51,3,97
1114119,3,9,0,3,0,18,3,0,6,8,17,0,37,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,3,0,3,6,4,28,24,82,5,145
1114120,0,18,3,3,0,31,3,0,17,3,7,0,29,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,10,3,13,14,3,58,32,61,8,172
1114121,0,6,4,0,0,16,0,0,15,10,9,0,37,0,0,0,3,5,0,8,0,0,0,0,11,0,13,0,0,0,4,3,0,11,9,3,41,33,84,3,172
1114122,6,14,6,0,0,29,0,0,8,4,5,0,24,0,0,0,0,0,0,0,0,0,0,4,5,3,13,0,0,0,0,0,0,3,3,7,41,38,76,9,177
1114123,0,4,3,0,0,12,5,0,11,13,10,3,47,0,0,0,0,0,0,0,0,0,4,0,5,0,13,0,0,0,0,3,0,3,12,3,39,52,108,12,227
1114124,0,4,0,3,0,11,0,0,6,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,23,10,57,6,101
1114126,0,4,0,0,0,7,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,21,3,41
1114127,0,7,3,0,0,14,0,0,3,3,9,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,5,5,3,22,17,51,12,107
1114128,3,8,3,3,0,14,0,0,9,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,5,0,7,3,3,37,38,97,7,190
1114129,0,14,3,6,3,20,0,0,0,6,9,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,8,0,5,9,4,24,29,87,7,157
1114130,3,11,3,5,0,27,7,0,12,4,6,3,33,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,0,0,3,0,8,11,13,52,51,89,10,224
1114131,0,13,3,0,0,18,0,0,8,6,9,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,3,32,24,50,7,126
1114133,3,17,8,13,0,44,12,7,15,14,17,0,58,0,0,0,0,0,0,0,0,0,3,0,16,0,19,0,0,0,0,5,0,7,27,14,91,68,138,11,355
1114134,4,7,5,4,0,23,0,0,8,10,8,3,33,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,3,0,0,5,14,5,42,43,68,8,179
1114135,0,13,5,0,0,18,7,0,13,6,11,0,30,0,0,0,0,0,0,3,0,0,0,0,7,0,7,0,0,0,0,0,0,3,9,3,35,41,76,3,167
1114136,0,10,3,0,0,20,4,0,8,3,5,0,27,0,0,0,0,0,0,0,0,0,3,4,8,0,11,0,0,0,0,3,0,3,9,0,36,25,48,0,124
1114137,3,7,4,3,0,22,5,0,11,8,4,0,28,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,8,0,8,8,10,41,29,86,3,185
1114201,0,10,9,3,0,26,0,0,5,6,8,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,3,0,0,0,0,7,3,26,42,80,7,168
1114202,3,4,3,3,0,14,0,0,6,3,9,0,25,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,6,0,9,3,4,29,22,80,3,143
1114203,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,11
1114204,0,3,0,0,0,7,0,0,3,5,11,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,4,13,16,59,0,92
1114205,3,9,3,0,0,17,3,0,3,10,10,3,22,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,7,6,3,18,28,65,7,134
1114206,0,4,0,0,0,9,0,0,10,5,11,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,3,0,20,16,62,6,109
1114207,0,0,3,3,0,6,6,0,9,8,6,0,19,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,4,0,4,7,0,12,27,53,3,110
1114208,3,0,0,0,0,4,3,3,4,8,14,0,27,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,3,3,3,17,31,63,0,125
1114209,3,5,0,5,0,20,0,3,3,3,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,10,3,9,14,15,63,9,116
1114210,0,4,0,0,0,4,0,0,8,6,8,0,24,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,9,3,17,11,36,3,68
1114211,0,3,5,4,0,11,0,0,3,5,5,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,3,0,3,3,7,10,17,75,5,122
1114212,0,7,0,0,0,14,5,0,9,3,7,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,11,3,18,17,60,3,109
1114213,0,7,0,0,0,17,5,0,16,12,11,0,37,0,0,3,0,0,0,4,0,0,0,0,8,0,14,0,0,0,0,3,0,5,10,7,43,35,108,8,205
1114214,0,9,3,3,0,16,0,0,0,8,5,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,3,0,12,20,54,0,96
1114215,0,8,0,3,0,11,0,0,4,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,3,0,19,8,38,7,72
1114216,0,0,0,5,0,6,3,0,4,11,7,0,25,0,0,0,3,0,0,5,0,0,0,3,8,0,7,0,0,0,0,3,0,3,4,0,15,29,62,4,120
1114217,3,11,0,0,0,12,0,3,0,12,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,0,7,8,4,22,26,60,7,125
1114218,3,9,0,9,0,14,0,0,3,9,13,0,27,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,3,0,7,3,3,30,25,84,9,148
1114219,0,3,3,0,0,10,0,0,5,3,9,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,3,16,16,37,7,84
1114220,0,3,0,3,0,7,0,3,3,6,9,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,3,8,14,62,8,100
1114221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6
1114222,0,3,4,3,0,11,0,0,4,4,16,3,31,0,0,0,0,3,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,0,20,31,72,4,135
1114223,3,3,0,3,0,12,0,0,6,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,6,3,8,14,58,0,86
1114224,0,0,3,4,0,12,3,0,4,7,7,0,26,0,0,0,3,0,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,3,0,13,28,71,5,118
1114225,0,5,0,0,0,11,0,0,7,4,11,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,8,3,9,25,28,65,3,134
1114226,3,10,3,0,0,20,0,0,7,8,11,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,4,5,5,3,22,28,66,7,135
1114301,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,6,0,29,6,44
1114302,0,4,0,3,0,11,3,0,4,3,14,0,25,0,0,0,0,0,3,0,0,0,0,0,4,0,6,0,0,0,3,0,4,5,10,4,24,14,79,9,141
1114303,0,0,0,0,0,3,0,0,3,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,3,3,3,0,0,8,18,53,8,92
1114304,0,3,0,5,0,9,0,0,6,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,3,3,3,13,15,55,8,98
1114305,0,0,0,0,0,3,0,0,3,3,8,0,13,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,4,0,6,3,0,21,17,46,4,92
1114306,0,0,3,4,0,15,0,0,5,4,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,20,46,3,81
1114307,0,7,0,0,0,6,0,0,4,10,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,15,12,43,3,87
1114308,0,0,3,0,0,3,0,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,3,0,0,0,12,34,3,53
1114309,0,3,0,4,0,9,0,0,6,9,14,0,30,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,5,3,0,23,24,78,5,135
1114310,0,0,0,3,0,3,0,0,0,0,5,4,14,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,3,0,0,5,22,45,4,81
1114311,0,0,0,0,0,0,0,0,4,3,8,0,15,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,3,0,0,8,16,40,6,71
1114312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114313,0,3,0,0,0,9,0,0,0,7,8,0,13,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,18,16,50,3,88
1114314,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,20
1114315,0,0,0,0,0,3,0,3,0,3,8,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,3,4,7,13,43,3,67
1114316,0,3,0,0,0,6,4,0,0,3,9,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,8,8,48,4,79
1114317,3,3,0,3,0,7,0,0,3,15,12,0,34,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,3,0,6,3,5,12,31,104,5,158
1114318,0,3,3,0,0,8,0,3,3,7,14,3,33,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,3,9,3,22,17,62,5,117
1114319,8,3,8,3,0,19,0,5,10,5,8,0,30,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,7,12,20,27,70,0,139
1114320,3,4,0,3,0,15,0,0,3,5,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,21,12,58,3,100
1114321,0,9,4,7,0,21,0,0,10,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,9,3,13,0,0,0,0,6,6,10,9,3,42,27,81,14,175
1114322,0,0,3,0,0,3,0,0,4,0,5,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,15,60,3,92
1114323,3,3,0,3,0,5,3,0,6,3,4,0,17,0,0,0,0,0,0,0,0,0,0,3,10,0,10,0,0,0,0,5,0,6,8,3,18,20,51,3,94
1114324,4,0,0,0,0,4,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4,5,3,30,3,46
1114325,3,6,3,0,0,13,3,0,5,4,11,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,4,3,0,19,19,52,3,97
1114326,0,6,0,3,0,13,0,0,4,4,13,0,25,0,0,0,0,3,0,3,0,0,0,3,7,0,5,0,0,0,0,5,0,4,3,0,18,21,86,7,141
1114327,0,0,0,0,0,0,0,0,0,8,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,7,4,26,0,37
