POA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA2161,17,84,765,2469,1666,613,184,132,5925,9,108,190,122,29,8,0,23,485,0,166,200,418,228,66,6,26,1103,9,271,381,541,262,71,9,45,1593,25,130,143,28,4,0,3,12,337,14,71,751,89,6,0,0,20,949,10,93,582,75,4,0,0,21,788,0,0,0,0,0,0,0,0,0,3,10,47,36,19,5,4,6,125,45,310,1525,231,23,5,3,56,2194,0,0,0,3,3,0,0,0,9,3,6,18,0,5,0,0,3,44,75,673,2687,3251,1962,693,198,235,9770
POA2162,10,41,602,1885,1119,336,110,100,4194,10,44,65,103,25,0,0,7,256,3,55,87,198,173,25,0,11,549,9,92,152,304,195,23,0,12,802,6,134,120,85,15,0,0,9,372,7,12,112,33,0,0,0,0,168,7,16,59,4,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,5,54,31,24,8,4,6,129,18,175,343,160,38,12,4,22,760,0,0,4,0,0,0,0,0,12,5,3,4,0,0,0,0,3,21,35,321,1107,2352,1354,375,111,137,5787
POA2163,9,28,357,875,403,168,32,50,1925,4,19,11,7,13,4,0,0,50,0,6,25,42,42,5,4,7,122,4,21,32,47,51,7,4,3,177,27,106,147,114,8,0,0,15,423,3,117,307,50,0,0,0,19,502,0,0,34,10,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,3,16,4,5,3,0,0,31,28,225,503,182,16,3,0,38,996,0,8,29,8,0,0,0,3,47,0,4,3,0,0,0,0,3,10,39,287,920,1115,471,183,43,102,3160
POA2164,10,72,437,2434,1727,447,97,59,5274,0,19,70,99,5,0,0,0,199,0,0,58,308,75,13,6,8,463,0,18,125,405,83,14,6,9,662,3,169,135,34,9,0,0,8,359,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,25,17,4,0,5,94,3,173,185,52,23,3,0,15,456,6,44,7,0,0,0,0,0,60,0,0,9,3,6,0,0,0,19,21,304,766,2898,1841,468,100,88,6473
POA2165,10,146,810,3601,2155,770,211,158,7859,0,43,135,180,15,5,5,10,393,6,13,196,1026,356,48,4,20,1670,6,58,326,1204,372,54,4,37,2064,13,279,446,111,13,6,0,23,890,8,60,468,51,3,0,0,10,603,3,103,872,77,0,0,3,15,1072,18,99,328,102,0,0,0,14,554,0,15,80,44,18,13,0,5,176,35,553,2195,384,37,15,5,68,3299,0,10,4,0,0,0,0,0,12,0,11,29,8,3,4,0,9,59,54,772,3362,5201,2568,845,220,267,13296
POA2166,15,121,975,3976,2534,1043,393,176,9230,9,57,66,74,7,9,0,10,223,8,120,713,1390,288,48,3,43,2605,18,172,772,1456,293,53,7,53,2836,6,144,506,251,12,3,10,14,948,9,139,1420,173,6,0,0,44,1791,0,65,568,21,0,0,0,23,681,0,0,0,0,0,0,0,0,0,3,18,95,42,16,13,3,10,194,20,367,2595,480,36,18,12,89,3609,0,3,17,7,7,0,0,0,36,4,5,24,8,5,0,0,0,52,56,667,4379,5930,2879,1115,408,317,15757
POA2167,3,18,86,993,870,197,30,27,2233,0,5,209,178,21,0,0,3,425,0,3,176,260,31,4,0,6,489,0,9,388,442,55,0,0,10,907,0,3,4,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,12,5,3,0,0,0,21,0,5,22,37,3,0,0,3,75,0,6,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,5,8,37,499,1480,934,202,32,46,3228
POA2168,19,72,409,4665,4130,790,207,222,10504,6,9,45,314,20,4,0,11,414,0,71,84,434,214,14,0,19,826,6,81,126,753,239,15,6,29,1243,71,130,136,87,4,0,3,26,453,35,73,224,45,0,0,0,21,402,0,14,100,4,7,0,0,4,122,0,0,0,0,0,0,0,0,0,0,16,69,53,23,3,0,4,162,104,232,528,189,32,3,6,49,1143,0,0,0,0,0,0,0,0,5,0,0,12,4,0,0,0,0,23,126,389,1065,5611,4397,807,222,298,12916
POA2170,32,216,1003,8032,9108,2217,461,325,21382,13,88,339,278,29,5,0,30,781,6,277,1191,2031,405,28,6,75,4014,21,363,1531,2316,426,31,6,101,4796,44,259,685,133,7,0,0,41,1168,11,181,3057,300,10,0,3,106,3662,4,163,923,466,25,0,0,31,1613,75,568,2006,397,8,0,4,40,3099,6,26,109,57,28,9,0,8,250,132,1191,6782,1350,80,13,12,230,9791,0,8,14,11,0,0,0,0,31,0,7,40,10,9,7,0,5,84,186,1781,9374,11714,9624,2268,474,665,36089
POA2171,3,33,113,1644,6103,1454,177,104,9630,0,5,11,43,5,0,0,0,61,3,5,33,391,113,3,0,4,554,3,3,38,439,121,3,0,11,613,4,0,12,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,10,3,0,0,37,4,5,31,0,10,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,13,7,44,188,2074,6242,1456,181,116,10309
POA2172,0,8,15,128,440,209,33,3,829,0,0,0,0,0,0,0,0,6,0,0,0,33,0,0,0,0,31,0,0,0,33,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,162,439,209,33,3,879
POA2173,3,16,69,1738,1723,305,59,31,3949,0,0,0,11,7,0,0,0,12,0,0,7,325,18,0,0,0,348,0,0,10,329,26,0,0,0,363,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,11,0,0,9,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,90,2074,1748,310,59,35,4329
POA2174,0,26,107,265,1807,478,64,36,2792,0,3,15,13,35,0,0,0,62,0,9,21,52,47,10,0,0,146,0,14,35,66,81,14,0,0,205,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,67,5,0,0,0,0,71,0,83,124,11,3,0,0,0,227,0,6,8,4,11,4,0,0,28,0,92,199,17,18,4,6,4,332,0,0,0,0,0,0,0,0,0,0,0,4,3,8,10,0,4,19,0,132,342,352,1906,502,72,44,3349
POA2175,0,6,27,118,208,83,54,10,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,8,36,114,208,83,57,10,519
POA2176,7,61,596,4923,5448,1463,353,139,12986,0,13,65,267,16,4,0,7,373,0,7,29,470,62,8,5,3,591,3,21,98,737,77,11,5,14,968,0,27,9,4,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,20,30,15,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,24,122,65,25,16,3,3,264,0,68,163,86,20,19,3,8,379,0,0,0,0,4,0,0,0,9,0,0,10,5,0,0,0,0,20,10,146,865,5761,5557,1491,362,162,14360
POA2177,3,24,148,1596,1669,413,91,72,4018,0,14,18,169,8,0,0,0,214,0,57,53,213,82,0,0,7,416,0,65,69,382,92,0,0,16,624,0,10,0,0,0,0,0,0,10,0,0,23,0,0,0,0,0,22,0,22,85,8,0,0,0,4,120,0,0,0,0,0,0,0,0,0,0,7,26,12,5,4,0,0,53,0,40,135,16,5,4,0,4,205,0,0,4,0,0,0,0,0,4,0,4,3,0,0,0,0,3,13,3,134,351,1997,1769,419,91,87,4862
POA2178,0,12,42,222,468,215,92,16,1071,0,4,7,11,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,7,11,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,5,3,0,27,0,0,5,3,6,5,3,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,17,65,238,479,211,94,15,1126
POA2179,5,64,223,810,2746,483,91,78,4492,0,0,0,0,17,0,0,0,22,0,4,8,36,56,6,0,6,113,0,6,8,34,70,4,5,6,140,0,0,5,0,0,0,0,0,11,0,0,15,12,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,20,0,7,19,10,9,0,0,0,56,0,18,63,9,0,0,0,9,95,0,0,3,20,50,9,0,0,77,9,94,321,887,2870,496,98,91,4861
POA2190,4,52,460,1991,1496,548,161,94,4804,16,81,74,167,68,9,0,15,419,11,140,280,785,427,29,4,35,1714,23,218,355,951,495,37,4,46,2139,9,120,34,29,4,0,0,6,202,0,7,76,76,0,0,0,3,166,0,3,14,18,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3,38,18,12,8,5,4,92,9,138,158,146,17,6,5,13,500,0,4,13,3,5,0,0,0,25,0,0,4,5,0,0,0,0,12,40,414,988,3099,2009,599,168,159,7478
POA2191,0,10,207,654,386,138,39,18,1460,5,27,161,64,4,0,0,3,264,0,8,90,100,38,9,0,5,251,5,33,247,165,44,11,0,13,517,0,48,19,14,0,0,0,3,87,0,4,44,5,0,0,0,0,53,0,7,28,6,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13,0,64,91,30,3,0,0,9,195,0,3,0,5,4,0,0,0,10,0,4,4,0,0,0,0,0,6,5,110,556,852,443,147,39,37,2184
POA2192,4,25,225,1073,516,141,58,40,2085,0,10,72,43,12,0,0,0,142,0,40,65,108,89,3,0,10,313,0,56,138,154,100,3,0,12,453,5,132,1092,115,18,0,0,40,1405,8,12,270,43,0,0,3,10,341,0,72,275,41,0,0,0,4,395,0,0,0,0,0,0,0,0,0,0,0,14,21,8,3,0,0,50,17,222,1649,215,32,8,9,47,2195,0,4,7,3,0,0,0,0,16,0,0,5,0,3,0,0,0,3,22,301,2019,1451,647,150,71,106,4760
POA2193,0,22,365,1570,831,229,51,25,3097,0,7,135,103,16,5,0,4,270,0,12,85,111,54,21,3,0,289,0,18,222,219,74,21,7,4,563,4,79,430,54,8,0,0,10,586,5,80,466,43,4,0,0,5,612,0,206,578,102,4,0,0,10,904,0,252,466,47,0,0,0,12,776,0,0,13,0,0,0,0,0,21,14,617,1950,251,15,8,0,36,2894,0,18,52,20,8,0,0,0,104,0,4,7,3,0,0,0,0,16,19,681,2594,2061,931,259,58,72,6667
POA2194,8,40,245,836,501,210,87,40,1970,0,19,106,68,21,10,3,5,237,4,20,276,225,150,25,6,19,722,6,33,389,294,172,34,5,26,962,14,154,1835,168,25,7,3,47,2248,10,135,1522,182,14,0,0,40,1902,18,410,1185,188,19,0,0,37,1858,0,4,34,0,0,0,0,0,37,0,0,12,3,0,0,0,0,23,43,706,4589,547,53,10,5,123,6074,0,3,5,6,0,0,0,3,15,3,9,11,7,3,0,0,7,36,60,789,5238,1685,725,252,102,201,9058
POA2195,12,38,270,1042,489,186,68,51,2146,0,0,45,30,6,0,0,4,90,0,8,110,100,46,10,0,7,274,0,5,154,126,52,9,0,13,362,24,243,2945,190,10,6,4,71,3501,9,53,1306,135,10,0,0,29,1540,0,38,293,40,6,0,0,8,383,0,0,0,0,0,0,0,0,0,0,3,14,7,9,3,0,0,36,29,331,4555,379,30,10,3,111,5460,0,3,14,0,0,0,0,0,21,3,0,8,6,0,0,0,0,15,41,380,5004,1548,573,206,79,173,8013
POA2196,16,59,668,2702,1611,540,155,106,5848,4,22,76,152,32,5,0,12,296,0,66,251,660,417,35,6,20,1468,7,90,327,811,451,38,6,32,1762,22,109,705,58,7,0,0,20,920,0,50,469,39,4,0,0,17,574,0,80,539,70,8,0,0,5,703,0,0,0,0,0,0,0,0,0,0,7,42,10,10,9,0,3,87,21,246,1754,178,25,11,0,48,2288,0,18,54,11,0,4,0,3,92,0,3,8,3,0,0,0,0,11,51,408,2814,3702,2091,596,157,190,10006
POA2197,3,27,179,816,667,207,45,38,1975,4,6,32,105,21,0,0,4,172,0,7,30,154,168,13,0,9,385,4,15,60,262,192,15,0,9,558,33,55,12,33,4,0,0,8,143,0,6,14,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,6,6,0,0,36,33,66,45,41,8,6,0,10,202,0,0,3,0,0,0,0,0,8,0,0,5,0,0,0,0,0,5,41,108,288,1120,866,224,43,61,2754
POA2198,3,16,78,1051,846,278,42,30,2343,0,0,0,25,14,0,0,0,40,0,0,45,138,62,8,0,3,258,0,0,41,162,80,8,0,3,297,0,0,39,13,0,0,0,0,58,0,5,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,12,0,6,53,17,0,0,0,0,81,0,0,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,19,188,1230,932,282,40,43,2739
POA2199,4,36,519,1606,1031,314,92,82,3682,3,14,47,80,27,11,0,3,186,0,0,123,257,252,24,0,18,676,3,18,168,333,281,29,0,23,860,30,202,136,40,22,0,0,25,455,0,9,195,37,0,0,0,10,250,4,27,280,19,0,0,0,5,341,0,0,4,0,0,0,0,0,5,0,3,37,24,9,4,3,5,81,37,246,646,115,31,6,4,42,1131,0,3,6,4,0,0,0,3,16,0,0,4,0,0,0,0,0,11,45,297,1343,2072,1345,354,98,147,5700
POA2200,7,66,539,2139,1797,704,243,108,5618,0,9,80,234,62,5,0,5,391,0,63,162,900,611,45,3,30,1810,4,71,237,1134,668,52,6,36,2202,5,108,255,74,6,3,0,15,472,37,136,2477,381,8,0,4,59,3100,18,169,1247,193,0,0,0,35,1669,5,67,834,177,0,0,0,28,1116,0,16,56,27,15,5,4,3,122,64,500,4876,856,33,5,8,136,6485,0,4,67,47,11,0,0,4,133,0,5,19,10,3,0,0,3,43,83,648,5747,4183,2510,766,262,286,14480
POA2203,3,14,255,857,453,104,32,15,1722,0,17,192,204,38,10,0,0,466,0,0,63,100,13,0,0,4,185,0,20,254,304,59,10,0,4,650,23,295,596,61,12,0,6,12,996,21,204,761,66,5,0,3,10,1063,30,220,711,144,8,0,0,5,1113,0,95,111,3,0,0,0,0,214,0,9,9,0,0,0,0,0,28,73,817,2182,285,16,0,6,27,3420,3,46,93,24,5,3,0,6,185,0,0,0,3,0,0,0,0,10,87,902,2788,1473,528,120,43,49,5990
POA2204,14,70,502,1561,904,224,63,50,3400,16,41,640,647,141,18,0,14,1525,4,9,95,216,90,6,0,3,420,24,55,734,862,223,22,0,20,1941,36,371,671,169,20,8,0,20,1298,35,427,1328,140,18,0,0,21,1958,54,390,959,104,3,0,0,7,1519,0,60,96,0,0,0,0,0,161,0,29,31,5,5,0,0,0,78,129,1274,3082,419,44,10,3,52,5014,28,66,72,47,6,0,0,7,236,0,8,0,6,0,0,0,0,15,193,1474,4395,2892,1187,262,74,128,10610
POA2205,11,25,214,934,571,199,67,52,2063,0,19,145,148,26,4,0,3,347,0,7,35,61,51,4,3,4,165,0,31,180,210,79,3,3,5,513,0,71,66,39,7,0,0,5,192,5,46,405,59,5,0,0,7,531,8,283,976,131,14,0,0,18,1431,26,1241,2818,528,29,0,0,55,4692,0,0,5,6,0,0,0,0,23,46,1646,4270,771,50,0,6,91,6874,0,5,4,9,0,0,6,0,22,0,8,17,8,6,0,0,8,54,58,1705,4688,1925,702,209,73,157,9524
POA2206,4,33,674,2540,1397,515,113,55,5328,3,6,59,34,10,0,0,0,109,0,30,149,213,96,5,0,0,495,5,33,202,246,109,11,0,3,606,11,63,99,41,18,8,3,3,235,0,16,105,36,0,0,0,6,167,0,12,177,71,0,0,0,6,264,0,11,16,8,0,0,0,0,27,0,0,0,5,5,3,0,0,26,9,110,396,158,26,10,0,15,726,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,14,176,1271,2946,1531,541,117,67,6666
POA2207,11,42,624,2541,1608,610,153,56,5640,4,24,591,563,38,4,0,11,1235,0,39,145,427,172,30,0,15,822,8,66,731,990,208,35,0,25,2058,0,76,124,34,3,0,0,6,243,5,56,654,73,4,0,0,15,804,0,74,305,28,0,0,0,3,418,0,0,0,0,0,0,0,0,0,3,21,38,18,6,7,4,4,98,11,228,1118,148,13,4,5,29,1564,0,32,39,15,9,0,0,4,88,0,4,3,0,0,0,0,3,14,23,361,2517,3698,1835,655,162,118,9367
POA2208,3,27,466,1713,875,331,60,41,3520,0,0,36,62,15,0,0,0,123,0,17,31,85,71,8,0,0,221,0,18,73,153,83,11,3,4,343,5,34,111,17,9,0,0,6,178,0,0,36,4,0,0,0,0,41,0,10,93,18,0,0,0,3,121,0,0,0,0,0,0,0,0,0,0,5,19,7,8,0,0,0,41,5,49,248,54,8,0,0,6,380,0,12,21,5,0,0,0,6,39,0,4,0,5,0,0,0,0,6,14,104,812,1925,971,346,63,57,4292
POA2209,7,20,375,1487,946,359,102,43,3333,4,20,93,197,28,5,0,3,348,0,112,102,188,145,26,3,16,599,4,137,196,386,171,26,3,17,945,0,129,220,57,9,0,0,0,415,11,51,284,87,6,0,0,3,444,0,29,136,62,5,0,0,5,237,0,0,0,0,0,0,0,0,0,0,10,23,10,3,0,0,6,53,12,214,668,211,26,5,0,16,1148,3,9,15,12,0,0,0,6,43,0,4,0,0,0,0,0,3,8,29,385,1251,2096,1140,388,107,78,5474
POA2210,10,64,556,2743,2241,839,172,68,6688,50,66,127,236,22,4,0,10,512,0,98,173,497,408,79,6,22,1287,55,162,293,734,427,83,6,34,1795,71,218,132,16,0,0,0,26,465,6,99,912,425,36,0,3,30,1517,0,162,367,45,4,0,0,3,587,0,151,278,26,0,0,0,12,469,0,6,23,13,5,4,0,0,60,78,633,1713,535,48,7,0,76,3097,0,12,43,14,5,0,0,0,76,0,8,5,3,0,0,0,0,19,140,880,2610,4028,2722,924,180,182,11674
POA2211,7,37,387,1777,1370,410,109,41,4143,4,61,61,112,37,8,3,8,292,0,60,128,457,415,42,0,16,1128,3,125,188,573,450,52,4,21,1422,3,59,32,13,8,0,0,3,119,4,53,165,21,0,0,0,7,258,0,15,23,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,24,4,3,3,0,0,43,10,133,239,39,12,4,0,10,455,0,0,5,3,0,0,0,0,8,0,0,5,0,4,0,0,0,5,24,304,822,2394,1838,461,114,76,6037
POA2212,8,35,428,1528,1066,401,70,47,3577,0,21,56,179,67,19,0,7,335,0,49,127,391,582,115,9,13,1276,0,70,176,570,646,126,9,19,1614,8,99,54,7,0,0,0,5,171,0,11,29,0,0,0,0,0,39,0,4,72,15,0,0,0,4,95,0,0,0,0,0,0,0,0,0,3,7,22,7,5,3,0,0,50,7,124,174,22,5,10,0,11,357,0,0,13,9,4,0,0,0,30,0,5,0,5,5,0,0,0,16,15,227,796,2139,1717,534,76,78,5588
POA2213,4,40,500,2111,2057,672,122,61,5553,0,12,70,314,81,29,0,10,512,0,78,84,488,606,86,3,14,1358,0,86,149,799,691,112,4,21,1874,9,165,47,6,0,0,0,12,235,0,0,9,5,0,0,0,0,16,0,18,41,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,8,20,8,0,9,0,0,43,9,188,118,13,0,9,0,15,356,0,11,29,7,4,0,0,0,52,0,0,0,0,5,0,0,0,8,23,322,798,2935,2752,796,128,94,7844
POA2214,5,7,16,569,488,139,22,4,1254,0,0,0,0,8,0,0,0,10,0,0,5,35,21,0,0,0,62,0,0,5,32,32,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,18,607,519,143,22,5,1330
POA2216,10,50,384,1655,956,313,112,55,3528,4,29,214,165,30,4,0,5,451,0,4,25,129,81,7,4,9,253,4,34,238,297,111,12,3,10,706,27,111,299,30,7,0,0,11,486,0,100,714,97,0,0,0,30,942,7,278,2281,342,10,0,0,63,2974,8,199,1167,260,9,0,0,27,1679,0,16,11,11,0,0,0,0,45,43,705,4471,732,36,5,4,123,6126,0,43,61,20,0,0,0,3,140,0,5,7,0,0,0,0,4,26,58,829,5177,2697,1106,328,118,199,10516
POA2217,0,32,358,1585,1142,445,83,37,3690,0,11,315,361,11,0,0,6,710,4,0,49,328,81,9,0,3,471,6,10,363,691,93,9,0,8,1180,9,62,241,40,3,0,0,5,363,8,90,909,142,0,0,0,10,1160,28,489,2626,424,12,5,0,55,3635,3,109,308,74,5,0,0,6,506,0,4,12,16,8,3,0,0,42,46,755,4100,684,24,11,4,77,5701,0,16,31,14,3,3,0,5,70,6,4,6,0,0,0,0,3,26,58,820,4853,2976,1263,469,88,131,10663
POA2218,6,32,218,945,626,245,63,30,2159,0,0,68,46,0,0,0,0,110,0,0,36,136,27,4,0,5,203,0,0,101,176,26,4,0,3,321,0,37,170,64,0,0,0,3,277,0,33,767,197,4,0,0,15,1023,15,84,1335,483,8,0,0,24,1947,0,0,0,0,0,0,0,0,0,0,3,17,5,8,5,0,0,38,15,166,2290,750,19,0,0,43,3289,3,35,36,6,0,0,0,6,84,0,0,0,5,0,0,0,0,4,29,224,2653,1878,672,253,67,83,5853
POA2219,0,13,216,969,812,325,70,31,2433,12,18,313,404,17,0,0,14,767,0,12,107,372,115,16,0,3,624,12,24,420,779,126,14,0,17,1393,0,26,72,21,0,0,0,0,110,0,44,442,81,0,0,0,3,581,4,100,566,112,0,0,0,14,786,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,9,3,169,1082,210,3,0,0,17,1488,0,6,13,4,0,0,0,0,29,0,0,0,3,3,0,0,0,10,16,216,1732,1966,944,340,72,61,5351
POA2220,7,35,330,1285,1139,753,279,55,3874,9,29,96,176,12,0,0,10,326,0,26,86,259,167,52,9,4,604,9,56,180,432,176,52,11,12,932,11,38,194,53,3,8,0,7,299,3,73,794,196,9,0,3,28,1105,4,177,1546,563,41,4,0,34,2358,7,580,1486,507,17,0,0,43,2650,0,17,35,8,8,4,4,0,74,21,885,4051,1325,74,15,5,111,6491,0,9,0,6,0,0,0,0,13,0,5,3,3,0,0,0,4,25,38,982,4565,3055,1393,829,295,181,11338
POA2221,0,29,242,1315,1527,777,183,54,4124,0,30,60,154,7,7,0,0,261,0,5,110,240,67,22,0,0,449,0,33,174,394,78,24,0,5,712,0,28,187,39,0,0,0,4,258,0,3,86,44,0,0,0,0,135,0,31,110,56,5,0,0,3,204,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,0,20,3,66,391,139,4,0,0,8,620,0,0,9,3,0,0,0,0,10,0,0,6,0,5,0,0,0,7,10,127,816,1856,1613,801,186,64,5472
