POA_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA2302,225,454,0,0,5,11,0,0,49,164,50,167,0,0,9,27,9,23,17,54,68,221,0,0,0,6,0,3,11,20,16,27,0,6,3,11,7,16,15,33,25,60,3,12,332,749
POA2303,959,1902,7,26,92,418,9,42,492,1906,600,2394,41,168,106,372,169,535,317,1068,917,3469,4,11,12,43,4,18,138,332,157,401,5,14,44,106,163,348,214,467,374,866,51,99,2299,6343
POA2304,1601,3201,11,58,99,453,27,144,920,3469,1055,4125,44,181,97,317,218,709,361,1205,1418,5331,7,26,41,129,21,80,306,764,368,990,22,59,68,149,324,709,407,918,775,1904,104,212,3896,10644
POA2305,1231,2452,15,96,183,808,22,116,893,3500,1119,4519,78,329,182,648,249,807,514,1787,1632,6306,3,24,43,141,17,64,203,501,276,733,27,82,83,180,227,483,337,748,615,1479,53,114,3529,10353
POA2306,210,431,8,37,11,47,8,50,97,389,125,532,6,15,8,27,59,195,70,237,193,771,4,28,24,84,29,116,160,462,217,694,4,15,8,21,123,277,141,319,357,1013,28,64,793,2274
POA2307,533,1070,4,26,18,106,8,48,247,935,283,1113,9,34,17,62,59,199,87,304,373,1415,8,27,16,57,11,43,89,225,121,354,3,15,17,41,94,212,121,260,245,611,35,71,1183,3169
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,124,249,0,9,5,44,4,13,64,244,74,302,0,3,4,19,22,59,25,84,96,386,0,0,8,19,0,8,15,35,23,66,3,9,0,0,12,25,16,33,37,95,3,10,263,740
POA2312,199,408,5,28,12,61,4,26,72,306,97,421,3,28,10,31,41,137,60,184,153,609,0,0,4,23,6,34,22,64,41,117,3,8,6,9,32,69,40,84,78,198,6,8,436,1221
POA2315,2424,4817,21,102,139,639,51,239,611,2365,821,3339,45,190,125,407,309,969,483,1558,1296,4901,14,61,39,134,21,89,247,655,327,943,25,76,56,122,250,528,330,727,655,1662,33,72,4408,11455
POA2316,987,1967,14,68,53,250,30,141,305,1214,403,1666,33,138,58,203,160,495,249,836,651,2500,6,10,23,72,9,33,87,224,123,333,10,28,27,50,103,226,138,306,255,646,14,35,1909,5141
POA2317,1052,2093,13,81,50,246,16,71,264,1016,349,1422,27,105,43,138,121,387,194,623,536,2048,4,15,21,66,7,39,90,245,122,365,15,32,23,49,121,256,159,336,280,703,28,57,1888,4900
POA2318,1591,3193,38,216,176,826,69,318,936,3720,1218,5084,82,344,115,377,342,1081,531,1807,1758,6893,8,42,46,168,22,72,225,628,300,907,27,69,46,95,189,412,256,574,555,1487,29,57,3927,11626
POA2319,981,1970,15,86,49,239,30,140,297,1181,396,1646,17,75,44,143,139,448,197,667,596,2317,3,18,23,88,22,89,142,398,189,590,4,19,25,51,151,327,187,402,376,988,22,46,1976,5319
POA2320,3949,7920,90,484,472,2182,191,878,2658,10389,3406,13933,228,950,313,1054,880,2805,1424,4806,4830,18738,32,136,151,531,76,288,845,2328,1106,3286,64,207,136,307,647,1432,846,1944,1956,5233,139,299,10877,32187
POA2321,2203,4395,52,288,213,1001,113,546,1578,6121,1953,7950,97,398,128,440,471,1474,697,2311,2648,10258,8,35,57,208,35,115,402,1100,500,1459,34,101,64,143,250,544,346,785,846,2242,52,121,5748,17022
POA2322,2479,4979,42,256,274,1284,119,551,1764,6805,2203,8888,151,633,169,583,577,1838,899,3050,3104,11939,15,68,84,311,51,190,530,1497,678,2064,34,114,90,196,413,927,540,1239,1216,3296,104,220,6903,20439
POA2323,2796,5620,53,324,279,1274,110,500,1481,5678,1921,7775,146,627,217,739,596,1934,958,3297,2879,11073,29,136,98,318,70,253,569,1557,771,2269,54,165,106,244,504,1119,662,1523,1433,3797,108,219,7219,20705
POA2324,3380,6763,64,359,185,899,98,466,1115,4424,1468,6148,104,428,143,479,559,1763,802,2662,2269,8810,26,126,81,318,92,319,530,1519,731,2284,24,83,89,196,547,1186,663,1471,1390,3754,102,213,7141,19539
POA2325,2998,6039,52,288,243,1145,137,642,1540,6026,1973,8100,133,566,169,553,679,2216,984,3334,2952,11436,35,191,135,495,92,355,838,2376,1100,3412,55,173,101,225,668,1484,828,1882,1927,5294,121,242,7993,23011
POA2326,774,1572,24,128,59,276,48,225,450,1804,580,2429,35,138,33,111,223,721,288,968,872,3395,10,53,26,110,23,93,213,608,276,865,8,39,29,58,178,389,209,489,489,1352,40,91,2178,6406
POA2327,754,1531,18,84,48,235,42,181,385,1475,490,1976,32,148,29,87,203,647,265,881,752,2851,11,50,32,118,30,120,229,621,299,903,12,46,38,86,207,464,258,586,557,1492,41,81,2103,5955
POA2328,293,581,8,44,21,93,14,66,144,562,186,769,15,45,16,39,65,199,90,288,274,1051,0,9,3,17,3,19,30,92,47,130,4,10,5,19,54,108,60,136,101,265,5,14,684,1919
POA2329,251,495,8,40,21,100,5,43,111,457,150,640,9,19,16,50,31,96,53,169,203,804,0,0,5,20,9,14,38,116,48,149,4,8,9,19,22,59,35,85,82,234,4,7,539,1541
POA2330,2182,4340,49,281,259,1215,94,438,1434,5693,1837,7630,112,457,146,497,537,1705,798,2665,2639,10292,19,95,40,143,39,166,415,1137,516,1539,24,72,65,133,295,653,381,849,899,2387,73,155,5793,17184
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
POA2333,1361,2711,28,151,149,710,66,325,808,3247,1057,4436,60,239,97,311,241,737,392,1289,1454,5722,10,48,63,241,37,126,338,952,448,1370,23,56,29,66,206,440,252,568,703,1944,47,107,3563,10484
POA2334,307,621,3,29,37,185,33,139,272,1044,350,1399,23,99,16,55,67,213,105,370,451,1770,3,33,7,28,15,42,55,172,87,270,9,16,5,16,42,105,54,129,143,401,7,10,907,2808
POA2335,840,1675,24,138,95,429,28,134,640,2562,787,3266,48,177,74,259,208,627,330,1059,1116,4327,6,18,30,97,12,49,172,467,222,626,19,51,16,38,94,204,122,297,346,923,24,55,2324,6985
POA2336,336,677,12,45,24,126,20,73,153,598,206,844,16,79,18,52,40,130,83,260,283,1101,0,3,8,33,3,27,33,90,48,149,0,0,4,16,26,59,38,78,88,228,8,10,717,2013
POA2337,954,1896,7,57,106,499,32,127,507,2019,653,2699,48,187,62,197,125,400,241,783,891,3482,0,0,14,52,5,23,130,343,150,417,11,35,22,55,116,246,158,338,308,758,26,41,2177,6179
POA2338,209,406,0,3,18,72,4,13,57,219,81,314,13,46,7,25,20,68,45,132,118,445,0,0,4,10,4,12,14,31,15,52,0,0,0,0,15,41,24,44,40,95,4,6,370,953
POA2339,83,177,0,12,4,37,0,6,37,150,47,199,3,12,5,14,12,45,23,78,71,272,0,0,4,8,0,4,9,21,10,28,0,0,0,3,8,28,14,34,25,61,0,7,186,513
POA2340,5474,10934,102,554,522,2460,182,857,3033,12033,3839,15900,205,854,361,1166,909,2848,1480,4863,5319,20767,36,185,171,637,108,404,1267,3618,1579,4839,77,229,193,435,806,1734,1076,2400,2654,7240,225,469,13676,39417
POA2341,175,341,6,25,4,12,3,17,57,210,69,263,10,39,11,24,26,91,47,150,114,417,4,14,7,24,3,19,47,132,62,186,0,0,0,3,34,74,31,78,93,261,17,37,394,1055
POA2342,53,105,5,15,9,28,3,6,32,122,42,174,4,22,9,12,6,28,19,58,63,233,0,0,0,0,0,0,3,15,3,15,0,0,0,0,5,10,10,14,11,23,0,5,126,362
POA2343,574,1138,10,43,44,197,13,63,235,938,298,1240,20,63,35,116,83,262,132,447,432,1686,3,11,16,69,9,38,89,262,118,372,8,15,9,14,75,153,82,181,202,553,19,47,1233,3430
POA2344,107,220,0,5,4,33,3,20,37,134,47,193,5,16,12,41,10,37,26,93,74,286,0,0,0,0,0,4,6,20,5,20,0,0,3,3,10,19,16,26,22,46,0,6,206,553
POA2345,95,193,6,13,7,51,0,3,46,183,60,255,0,0,0,7,18,52,21,58,82,318,0,0,0,0,0,0,12,32,12,32,4,8,0,3,7,14,10,25,24,59,0,7,198,571
POA2346,343,681,4,19,29,104,15,45,127,504,166,671,5,30,13,39,63,209,86,279,251,953,0,13,9,36,7,33,75,202,87,278,4,10,15,31,79,165,94,204,182,484,22,48,800,2167
POA2347,254,512,0,3,17,86,9,24,82,317,108,433,0,6,8,22,21,61,27,97,138,525,0,5,5,17,0,0,28,81,37,106,4,9,3,5,37,64,38,81,70,183,11,20,476,1242
POA2350,2861,5723,58,359,283,1362,75,349,1364,5386,1776,7443,84,368,193,642,341,1072,619,2081,2399,9532,24,101,93,357,31,108,469,1293,614,1869,36,130,115,230,332,700,482,1058,1094,2923,93,198,6444,18370
POA2352,338,673,12,50,32,170,17,73,173,692,230,979,13,59,21,67,74,223,105,348,339,1325,0,0,11,43,0,7,84,227,96,274,10,16,12,21,35,73,50,113,147,388,9,15,832,2400
POA2353,150,298,0,0,4,36,4,26,65,245,78,305,3,6,11,21,18,67,34,104,111,402,0,0,5,15,0,4,16,52,21,70,0,0,4,8,18,32,14,43,46,113,9,21,305,829
POA2354,528,1048,0,3,35,143,7,34,186,744,230,926,10,42,28,88,47,153,91,287,318,1212,0,0,11,32,5,15,34,94,48,144,0,0,6,14,30,50,39,75,80,213,16,25,944,2506
POA2355,97,194,0,0,6,23,4,17,33,128,39,167,0,0,4,10,7,31,9,40,49,206,0,3,0,0,0,3,6,19,14,33,0,0,0,0,11,20,11,20,19,51,0,5,170,451
POA2356,10,20,0,0,0,0,0,5,3,18,4,21,0,0,4,10,6,13,9,18,13,41,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,9,4,9,8,15,3,3,29,75
POA2357,477,957,3,31,32,157,10,32,154,647,199,859,17,73,21,57,63,196,96,324,296,1183,5,25,21,61,9,37,84,234,114,348,5,7,14,32,66,140,80,181,198,532,17,34,984,2704
POA2358,488,970,11,54,30,143,24,116,173,689,239,1010,11,32,23,69,70,227,101,335,339,1344,0,4,15,34,8,24,81,233,101,297,10,23,19,41,58,119,80,180,184,477,16,28,1022,2817
POA2359,86,178,0,15,4,24,4,15,26,121,45,179,3,17,6,15,12,39,25,71,62,252,0,0,0,8,0,8,12,29,10,43,0,0,0,4,15,25,11,28,26,71,5,7,180,507
POA2360,1710,3428,20,109,136,618,50,233,733,2941,941,3893,53,206,89,285,255,783,398,1278,1341,5170,10,39,52,193,32,136,350,994,440,1363,18,74,42,87,244,526,303,683,747,2044,67,134,3862,10770
POA2361,131,258,8,36,12,44,0,8,28,101,41,187,5,8,4,7,23,65,28,82,71,269,0,7,3,16,9,22,16,47,26,93,0,5,0,6,6,15,10,25,34,120,3,7,240,645
POA2365,439,874,13,64,56,248,6,43,170,689,243,1047,9,32,28,76,59,189,91,299,333,1349,0,11,5,23,6,22,50,167,68,228,0,0,3,15,46,94,49,107,123,328,16,33,911,2584
POA2369,98,197,3,13,3,27,0,8,25,115,37,158,0,6,6,13,16,54,26,71,62,230,0,0,5,20,0,5,30,92,34,115,0,7,0,3,29,68,31,75,66,189,4,9,230,635
POA2370,975,1935,13,59,70,318,27,120,301,1193,408,1694,24,96,39,128,131,417,193,638,598,2335,0,17,21,84,14,49,167,465,207,607,6,23,27,51,126,270,159,345,364,957,32,63,1969,5281
POA2371,185,370,3,19,11,46,0,12,36,139,49,217,0,9,3,11,14,51,21,72,75,285,0,3,5,8,0,3,8,20,15,42,0,3,4,11,12,36,21,49,36,89,3,7,301,757
POA2372,760,1512,5,39,45,209,8,43,182,711,243,1002,10,31,24,85,61,178,95,301,332,1299,4,14,14,50,13,36,84,241,116,341,4,15,9,17,71,159,82,189,202,532,8,21,1309,3365
POA2379,24,56,0,4,4,18,0,6,18,66,27,94,0,3,3,19,10,29,21,54,42,146,0,0,0,3,0,4,0,3,3,11,0,0,0,0,3,11,3,11,6,21,3,4,80,228
POA2380,1105,2199,19,106,105,496,33,168,717,2910,885,3682,30,134,61,194,197,625,294,953,1177,4635,3,19,33,120,16,65,255,739,307,938,3,23,11,31,161,344,182,398,492,1335,59,123,2823,8292
POA2381,146,290,0,17,13,52,3,25,66,280,88,367,3,15,7,27,34,88,43,127,129,497,0,0,3,16,0,8,35,97,42,114,0,0,5,3,27,63,27,66,68,181,4,9,345,979
POA2382,157,323,6,29,12,59,7,29,72,295,98,409,3,22,0,0,25,72,31,89,127,503,0,0,7,19,0,0,16,48,24,69,0,3,5,10,19,35,21,47,47,116,7,9,338,949
POA2386,39,84,0,0,3,4,0,3,11,61,17,72,0,4,0,5,8,21,12,29,26,99,0,0,0,4,0,4,0,0,4,8,0,0,0,0,0,4,0,4,4,12,5,4,73,199
POA2387,25,47,0,0,0,0,0,6,11,47,10,57,0,6,0,0,0,0,3,13,15,71,0,0,0,7,0,0,0,5,3,10,0,0,0,4,0,0,0,4,0,13,0,0,48,130
POA2388,235,468,11,38,28,136,3,15,140,574,179,765,0,12,18,51,38,106,57,169,239,936,0,4,3,19,5,8,48,139,58,174,0,3,17,31,42,86,56,122,111,294,8,13,593,1710
POA2390,980,1954,11,73,79,367,29,133,480,1956,604,2526,22,101,62,195,164,518,255,815,853,3340,5,20,20,84,16,52,157,460,190,620,4,17,20,43,138,289,164,354,359,968,30,62,2224,6325
POA2395,97,190,0,4,6,21,0,0,31,125,38,154,4,9,5,8,14,36,16,54,50,201,0,6,0,8,0,0,8,20,10,35,0,5,0,6,11,29,14,32,24,68,6,8,179,479
POA2396,95,194,0,0,10,60,7,21,28,132,48,209,0,7,0,7,14,39,23,57,66,270,0,10,4,6,0,4,10,34,16,53,0,4,4,6,9,28,14,32,29,90,6,0,193,555
POA2397,28,58,0,4,0,3,0,8,19,78,21,98,0,3,4,11,3,10,10,24,32,121,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,7,4,10,5,16,3,4,66,199
POA2398,22,47,0,10,0,4,0,0,13,61,16,72,0,0,0,8,3,10,5,18,20,91,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3,5,3,5,0,14,0,0,49,149
POA2399,67,141,0,0,3,17,0,11,30,123,40,145,0,0,3,14,4,21,11,36,47,185,0,0,0,0,0,0,14,43,11,50,0,0,3,4,9,13,8,24,23,67,0,4,143,397
POA2400,899,1783,6,48,73,308,24,122,495,1964,602,2449,21,84,54,147,157,507,232,741,835,3187,0,17,24,86,27,120,192,577,246,799,11,20,16,34,159,362,181,416,428,1216,49,118,2210,6305
POA2401,34,65,0,3,11,42,0,0,17,77,31,124,0,0,0,4,8,20,12,29,36,152,0,0,0,3,0,6,0,7,5,15,0,3,0,0,9,15,9,17,13,33,0,0,82,257
POA2402,219,431,0,17,12,52,6,25,76,335,102,429,11,30,9,22,25,94,46,139,144,568,0,3,7,15,9,19,30,95,46,135,0,0,6,16,28,56,36,75,76,202,5,10,444,1214
POA2403,88,172,0,8,13,48,0,0,36,145,53,200,0,15,6,11,10,36,20,60,66,260,0,0,3,7,0,0,12,44,20,54,0,0,4,4,11,19,14,24,32,79,0,0,182,509
POA2404,267,531,0,10,7,45,0,8,62,248,76,317,0,11,9,17,25,73,29,110,108,423,0,0,4,13,3,9,27,76,32,100,0,7,3,16,42,100,54,114,83,212,10,14,466,1183
POA2405,36,71,0,8,0,11,4,10,21,82,30,112,3,6,5,18,4,14,17,44,41,160,0,0,0,0,0,0,5,11,5,11,0,0,0,0,4,11,4,11,11,23,3,4,92,264
POA2406,71,140,3,9,3,21,0,0,33,137,43,163,0,3,0,15,3,10,12,30,49,194,0,14,4,12,5,16,11,33,25,69,0,0,0,0,10,15,10,23,32,92,6,12,159,435
POA2408,36,70,0,0,0,7,0,0,23,91,27,104,0,0,3,7,7,17,8,24,37,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,6,5,3,0,0,71,204
POA2409,59,117,3,31,6,25,5,21,29,138,41,207,4,19,3,17,12,48,21,77,66,287,3,16,9,23,10,47,26,84,43,164,0,3,5,5,22,50,26,58,68,223,5,11,203,638
POA2410,29,68,0,7,0,6,0,8,8,40,13,54,0,0,0,7,6,16,8,26,20,76,0,0,0,0,0,0,6,9,6,9,0,0,0,0,0,3,0,3,0,12,4,9,61,156
POA2411,11,17,0,0,3,8,0,3,10,30,13,45,0,0,0,0,4,10,4,10,19,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,76
POA2415,54,114,0,0,3,14,4,15,18,68,23,101,4,9,9,28,8,37,23,71,47,173,0,0,0,6,0,6,0,5,4,13,0,3,0,0,4,16,10,19,10,38,0,0,115,325
POA2420,552,1100,6,34,30,153,15,69,187,747,239,1010,16,63,21,56,115,356,145,477,385,1486,4,15,11,36,7,35,69,176,93,270,3,15,7,13,72,152,86,172,179,444,15,39,1135,3064
POA2421,254,516,5,28,22,103,8,47,154,633,190,803,14,56,15,40,57,188,85,289,278,1096,0,0,0,14,3,6,18,36,23,50,6,23,0,5,23,42,28,71,53,123,0,9,592,1740
POA2422,879,1754,7,47,52,232,16,80,208,829,285,1195,18,65,27,78,119,378,167,526,445,1722,4,21,16,58,11,25,89,255,119,359,5,11,23,60,100,211,125,280,247,633,18,40,1588,4149
POA2423,493,979,7,32,23,115,19,71,97,385,152,613,9,29,21,69,63,202,89,297,242,904,6,10,17,56,11,42,49,140,78,244,0,8,7,16,62,131,77,153,153,402,17,24,904,2314
POA2424,54,110,0,9,3,20,0,9,16,71,28,111,0,0,4,14,15,43,21,60,41,170,0,0,0,4,0,0,3,18,7,21,0,6,5,7,18,44,23,49,29,73,0,4,124,353
POA2425,241,487,10,65,21,94,10,51,106,419,148,632,5,15,15,54,45,152,70,225,217,851,0,5,6,15,0,4,27,81,35,109,6,8,0,0,17,31,19,47,55,151,8,22,531,1512
POA2426,102,197,4,16,10,51,7,36,29,141,54,241,5,21,3,14,18,64,28,92,79,331,0,7,4,12,4,8,11,43,22,66,4,12,0,5,19,35,23,50,43,111,7,14,227,654
POA2427,793,1586,5,29,13,47,5,18,85,326,106,421,5,23,12,29,60,184,74,231,181,657,0,7,4,31,3,19,47,115,58,170,0,7,10,13,65,134,74,157,133,327,18,33,1123,2593
POA2428,3984,7947,26,134,157,719,85,369,856,3357,1121,4587,66,272,122,394,427,1334,618,2003,1735,6589,11,66,66,224,51,185,436,1206,571,1680,22,66,78,169,501,1066,603,1303,1170,2987,85,185,6978,17705
POA2429,1278,2551,16,86,85,392,52,224,409,1629,555,2328,19,92,52,158,247,762,321,1013,875,3336,13,58,39,148,21,76,191,528,266,810,8,19,30,63,213,454,251,540,511,1356,34,70,2700,7306
POA2430,4836,9685,71,391,280,1330,150,704,1544,6210,2042,8631,126,513,177,565,712,2224,1014,3296,3056,11934,25,128,113,406,111,415,814,2305,1066,3250,47,147,125,273,708,1520,880,1947,1950,5195,152,322,9992,27131
POA2431,998,1995,8,44,29,162,14,74,214,838,275,1113,8,42,14,60,94,307,125,408,399,1526,0,4,12,33,8,23,82,232,104,297,6,23,15,36,110,231,132,287,235,584,18,34,1650,4140
POA2439,685,1371,8,34,35,167,13,51,182,720,233,977,16,70,20,69,104,334,138,473,380,1450,8,29,7,41,12,37,59,175,80,285,8,21,12,35,67,142,84,198,171,475,8,22,1239,3315
POA2440,2434,4921,50,276,154,741,102,500,912,3664,1214,5186,77,330,103,334,463,1479,642,2143,1861,7328,23,136,81,329,76,302,554,1651,740,2418,46,152,93,206,476,1068,618,1420,1352,3842,124,274,5769,16361
POA2441,549,1106,9,52,37,186,19,79,197,796,262,1113,18,80,31,102,105,329,154,507,416,1620,5,10,10,42,3,24,78,201,93,283,11,20,17,25,85,181,105,229,194,505,12,27,1175,3260
POA2443,1587,3174,9,61,40,191,23,119,253,983,326,1355,22,92,51,152,150,445,223,694,548,2046,11,45,23,72,14,42,113,322,156,485,5,30,29,70,153,318,198,415,351,898,19,46,2503,6166
POA2444,6706,13400,68,379,549,2492,117,524,2599,10156,3334,13550,180,747,418,1395,801,2476,1398,4616,4734,18161,31,147,183,607,82,308,938,2482,1229,3538,67,213,216,436,893,1904,1167,2553,2397,6096,172,357,14016,38013
POA2445,1192,2383,18,83,66,304,22,116,366,1443,471,1947,40,153,65,223,174,539,271,922,746,2862,4,26,14,40,15,42,110,293,140,400,7,36,27,62,107,237,143,337,285,734,20,43,2241,6024
POA2446,1852,3725,31,188,157,741,70,316,780,3186,1036,4431,76,317,126,405,345,1075,543,1801,1579,6234,18,71,48,162,29,119,309,913,405,1260,20,63,52,107,289,623,361,798,765,2063,48,107,4242,12122
POA2447,1013,2024,12,70,71,354,30,120,359,1468,478,2009,23,102,43,146,170,548,237,789,719,2797,7,17,29,89,16,59,159,442,205,607,10,21,29,62,140,302,178,387,379,992,28,75,2141,5887
POA2448,1287,2583,7,48,71,323,18,98,344,1328,440,1800,30,127,45,145,165,530,241,806,681,2605,13,53,37,132,23,81,177,506,242,770,15,50,27,61,191,410,228,516,472,1292,40,84,2484,6567
POA2449,244,487,4,27,19,84,10,37,86,356,118,494,12,35,6,29,33,107,50,178,164,668,6,31,6,30,7,35,57,142,77,240,4,9,13,29,50,119,64,156,141,394,14,27,562,1578
POA2450,5507,11024,85,480,488,2291,166,752,2461,9803,3196,13321,177,743,338,1100,899,2840,1416,4685,4608,18005,23,112,154,538,101,365,932,2490,1213,3510,72,227,182,387,837,1818,1090,2431,2296,5943,153,327,12560,35302
POA2452,1725,3459,21,110,142,671,54,241,760,3011,975,4032,60,245,93,299,302,949,455,1497,1428,5534,11,41,62,202,39,139,385,1039,499,1426,21,67,79,180,329,702,430,948,927,2375,67,139,4152,11503
POA2453,429,841,4,18,20,84,9,43,131,521,162,667,7,28,11,36,38,117,60,181,221,844,0,14,9,24,0,8,33,98,50,151,4,9,3,10,50,105,56,121,101,270,5,11,754,1963
POA2454,908,1818,16,61,85,394,36,160,415,1649,548,2259,22,102,61,196,148,452,233,751,778,3009,8,33,48,155,15,47,163,414,231,650,20,56,41,80,122,251,176,391,409,1039,23,50,2127,5912
POA2455,456,914,3,6,14,78,5,33,130,500,157,612,5,24,17,47,57,177,74,247,229,863,0,11,8,41,6,17,76,195,99,264,5,6,18,30,75,151,91,193,183,449,11,24,877,2248
POA2456,2141,4294,27,150,140,638,60,282,1031,4109,1260,5178,51,227,119,397,328,1047,499,1672,1760,6851,12,48,51,184,24,97,327,902,420,1227,18,52,63,136,300,639,375,826,796,2059,53,115,4745,13321
POA2460,3593,7238,55,333,246,1155,113,560,1381,5510,1801,7552,97,396,161,516,591,1844,839,2763,2644,10311,20,95,101,351,88,309,728,2058,929,2815,51,184,104,215,553,1196,717,1594,1647,4408,142,306,8033,22265
POA2462,379,763,6,9,21,118,13,71,91,355,133,551,4,30,10,25,56,166,71,221,202,778,0,0,4,19,4,19,49,130,56,169,6,8,7,16,48,99,57,124,116,296,10,20,710,1849
POA2463,1254,2512,8,68,73,333,39,183,385,1558,517,2147,24,95,60,190,169,519,247,806,768,2953,6,20,22,93,12,46,112,325,159,484,3,13,20,46,142,305,171,369,329,852,33,77,2382,6394
POA2464,1188,2348,8,27,50,227,10,51,296,1157,362,1463,11,48,38,105,121,359,165,516,533,1972,5,12,11,46,11,44,94,248,119,349,8,23,23,43,141,289,168,360,292,701,20,55,2032,5081
POA2465,34,73,0,4,6,26,0,3,12,47,18,78,0,8,6,10,7,25,10,41,32,121,0,6,0,13,0,0,10,45,22,60,0,3,0,0,5,13,7,15,23,72,0,0,95,266
POA2466,331,666,0,0,5,41,4,12,43,146,52,202,4,15,3,19,24,83,37,115,88,316,0,6,0,10,5,9,40,114,42,133,0,3,4,4,33,65,31,75,79,208,11,26,514,1210
POA2469,604,1208,8,53,31,145,18,97,122,469,186,766,13,57,21,57,74,242,107,356,294,1127,7,22,10,36,10,36,79,226,104,323,4,4,5,14,76,158,79,179,185,501,24,48,1101,2882
POA2470,1764,3552,35,181,129,644,68,336,706,2922,941,4085,50,201,77,264,334,1067,459,1529,1405,5620,10,58,46,164,44,153,337,988,437,1368,25,83,49,97,308,663,381,845,815,2215,69,155,4051,11539
POA2471,295,591,9,48,24,123,19,88,117,494,170,751,9,51,22,76,69,221,98,343,265,1094,3,9,4,24,9,38,42,122,58,194,7,25,6,11,54,107,61,146,126,338,13,24,701,2050
POA2472,228,450,4,20,18,76,11,50,109,425,138,568,7,21,9,30,39,117,51,171,194,739,3,5,5,18,6,14,42,109,50,151,0,4,10,16,34,76,44,99,97,246,10,16,519,1455
POA2473,487,968,0,0,29,136,8,53,124,495,159,680,16,53,16,48,50,154,80,258,242,938,0,14,12,33,6,22,51,130,68,195,3,3,10,22,58,132,76,156,143,353,12,23,885,2281
POA2474,840,1671,6,66,42,208,20,97,277,1111,349,1474,15,55,33,107,115,368,167,532,515,2006,9,22,28,99,10,41,130,365,169,533,8,13,25,48,141,294,167,357,341,884,22,46,1716,4610
POA2475,56,111,0,0,0,7,3,8,10,59,17,72,4,13,3,9,9,22,15,42,33,111,0,0,3,8,0,6,7,12,6,25,0,0,0,5,5,19,6,19,15,47,0,0,99,265
POA2476,128,246,0,5,10,51,0,7,25,99,32,155,0,4,9,21,13,35,18,61,57,214,0,0,0,4,5,10,10,42,16,53,0,5,0,0,22,43,24,43,33,100,0,4,218,573
POA2477,1667,3359,26,144,136,613,46,199,673,2690,874,3648,55,242,104,348,316,968,478,1559,1350,5205,11,45,47,157,20,83,227,621,305,909,13,45,58,130,232,498,304,672,609,1581,45,104,3670,10252
POA2478,4053,8106,31,191,277,1245,96,431,1731,6708,2131,8570,110,453,232,770,596,1861,939,3084,3068,11654,20,91,104,323,39,130,573,1431,733,1977,47,133,134,290,571,1224,753,1647,1487,3628,104,229,8716,23611
POA2479,628,1255,11,58,54,252,15,68,391,1554,473,1923,22,83,52,159,119,386,195,632,667,2558,0,0,17,51,3,18,79,186,102,257,5,19,15,42,77,162,99,230,204,484,10,17,1506,4313
