POA_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
POA2668,3,0,7,57,67,42,41,91,29,325
POA2669,12,0,26,227,260,151,157,264,153,1217
POA2671,63,30,149,584,846,384,341,722,308,3190
POA2672,22,8,44,180,272,114,138,328,158,1186
POA2675,28,4,44,236,282,138,116,397,183,1344
POA2678,0,0,0,187,102,8,4,129,7,433
POA2680,280,154,667,3682,4609,2013,1574,6602,1942,20420
POA2681,7,0,20,289,374,203,143,323,112,1451
POA2700,102,14,168,603,897,484,353,1162,396,3899
POA2701,60,13,93,358,504,303,197,469,138,1981
POA2702,6,0,17,103,171,98,73,149,48,644
POA2703,0,0,5,129,125,49,39,192,23,565
POA2705,157,37,279,1501,2047,955,737,2375,842,8457
POA2706,3,3,10,143,217,97,60,256,106,872
POA2707,26,3,40,203,253,126,90,187,85,951
POA2710,158,37,323,1452,2086,954,777,1942,842,8058
POA2711,49,16,90,466,641,281,259,695,351,2687
POA2712,12,33,70,203,269,147,145,262,138,1168
POA2713,66,10,113,409,538,245,230,575,281,2279
POA2714,59,19,116,390,636,332,264,622,278,2514
POA2715,19,12,43,176,251,133,107,290,166,1120
POA2716,9,9,30,160,176,99,100,188,96,820
POA2717,10,3,25,187,189,92,90,258,178,996
POA2720,136,26,228,1155,1707,867,705,1849,586,6869
POA2721,0,0,0,25,37,31,26,37,21,177
POA2722,47,10,89,443,616,307,286,793,334,2775
POA2725,3,0,5,62,63,53,31,74,22,298
POA2726,4,0,10,41,48,24,26,46,19,204
POA2727,0,0,0,56,55,37,30,47,44,272
POA2729,5,6,37,277,323,202,156,290,80,1326
POA2730,26,0,49,175,296,140,108,312,89,1117
POA2731,91,55,219,1134,1655,847,607,1477,452,6171
POA2732,55,14,106,274,402,210,189,405,138,1617
POA2733,14,3,18,80,92,56,44,113,99,477
POA2734,0,0,6,93,108,49,49,63,28,390
POA2735,3,0,8,61,92,46,37,73,23,329
POA2736,3,6,6,67,62,37,38,95,45,347
POA2737,3,4,8,102,127,59,58,178,123,650
POA2738,13,0,21,323,448,267,185,295,98,1623
POA2739,10,0,17,223,289,146,94,262,113,1126
POA2745,97,12,203,5201,7120,3382,2378,5611,810,24500
POA2747,277,59,530,7344,10665,4880,4110,11849,2728,41577
POA2748,13,5,40,300,372,210,240,371,51,1548
POA2749,63,6,118,2580,3583,1708,1369,3225,663,13133
POA2750,465,312,1099,7792,10951,4589,3558,10623,2930,40446
POA2752,18,5,45,873,1249,649,563,938,195,4467
POA2753,277,95,515,2716,3851,1880,1535,3556,1035,14575
POA2754,96,14,189,1073,1696,778,665,1299,227,5728
POA2756,198,21,358,5313,7638,3867,3159,6518,1415,27915
POA2757,10,0,22,126,217,100,88,145,24,703
POA2758,60,7,125,1281,2087,1271,1070,1303,257,7270
POA2759,100,19,179,3916,5304,2505,2100,6182,1039,21045
POA2760,218,145,514,4455,6138,2767,2724,9853,2789,28723
POA2761,203,15,285,4485,5833,2752,2507,9718,1460,26753
POA2762,29,5,49,2613,4142,2075,1563,4444,906,15740
POA2763,162,12,243,4577,6657,3330,2615,7315,1128,25607
POA2765,113,21,245,5471,8716,4247,3630,8861,2847,33776
POA2766,312,192,564,2023,2686,1302,1236,5196,1140,13585
POA2767,130,24,220,2962,3990,1908,1723,6952,1158,18702
POA2768,77,7,145,4357,5937,2980,2114,5596,1906,22895
POA2769,91,10,142,1996,3152,1689,1270,3027,379,11518
POA2770,280,50,493,6437,8244,3847,4313,18998,4836,46671
POA2773,49,4,115,1001,1613,943,512,704,100,4872
POA2774,58,17,157,2161,3427,1790,1176,1501,273,10325
POA2775,12,0,21,208,353,208,179,255,138,1349
POA2776,18,5,53,616,1128,605,368,472,98,3278
POA2777,292,90,581,2836,4676,2464,1648,2427,458,14512
POA2778,11,0,32,348,706,349,260,310,57,2032
POA2779,21,3,59,777,1341,681,497,659,128,4077
POA2780,167,52,354,2176,3695,1799,1128,2232,591,11613
POA2782,136,14,229,850,1708,975,639,891,296,5361
POA2783,24,3,40,447,725,328,242,384,80,2211
POA2784,3,0,9,202,384,206,120,123,42,1079
POA2785,38,10,111,750,1365,707,442,628,262,4157
POA2786,5,0,18,175,323,181,128,155,56,1025
POA2787,61,14,103,602,976,468,394,871,531,3837
POA2790,241,31,438,2106,3282,1716,1373,3302,1235,13017
POA2791,7,0,12,50,77,38,33,48,25,272
POA2792,10,0,14,73,99,29,34,80,27,330
POA2793,10,0,11,121,194,135,132,228,107,920
POA2794,211,31,387,1530,2162,1086,850,2320,712,8663
POA2795,592,91,1061,7084,10153,4677,3192,8417,3105,36624
POA2797,5,3,9,50,96,43,36,63,43,338
POA2798,11,3,24,323,514,263,189,254,155,1707
POA2799,56,3,100,620,883,461,362,810,161,3296
POA2800,531,150,1103,7477,10700,4854,3215,9236,2409,37891
POA2803,6,0,3,54,46,34,33,52,14,241
POA2804,42,19,83,415,574,308,235,551,259,2339
POA2805,5,0,11,53,65,53,36,99,36,339
POA2806,19,10,34,101,179,74,67,191,94,709
POA2807,0,0,0,64,79,49,44,104,46,382
POA2808,0,0,0,25,44,31,28,36,20,188
POA2809,4,0,6,27,43,25,32,35,10,168
POA2810,66,12,128,456,663,349,316,658,210,2645
POA2817,4,0,4,63,71,41,24,45,43,296
POA2818,3,3,17,103,217,94,67,126,56,665
POA2820,97,34,191,801,1223,596,521,1516,1434,6087
POA2821,41,34,120,636,936,425,357,842,514,3715
POA2822,4,3,6,63,76,48,41,63,60,348
POA2823,8,19,44,188,265,116,102,253,152,1072
POA2824,28,32,82,290,399,165,142,451,215,1659
POA2825,24,18,69,365,427,210,163,437,176,1787
POA2826,0,0,3,33,44,17,16,29,7,149
POA2827,58,18,117,476,661,383,317,773,357,2979
POA2828,12,3,15,116,133,65,46,177,92,630
POA2829,48,5,64,377,491,215,196,696,334,2309
POA2830,520,119,957,6669,9363,4109,2927,8999,3259,35320
POA2831,11,3,23,239,355,168,163,300,200,1425
POA2832,3,12,15,208,309,136,93,367,566,1676
POA2833,8,5,12,69,71,27,37,177,131,512
POA2834,22,5,48,233,334,165,126,468,362,1695
POA2835,40,8,76,514,696,303,274,725,492,3002
POA2836,9,3,5,94,111,56,46,243,156,709
POA2838,0,0,0,17,15,28,21,62,35,179
POA2839,11,3,17,108,162,54,52,333,141,853
POA2840,21,3,34,276,401,173,130,519,362,1857
POA2842,4,0,10,110,131,66,72,133,63,584
POA2843,19,5,44,174,238,130,100,239,168,1038
POA2844,27,9,49,177,254,135,119,287,126,1093
POA2845,13,0,26,280,417,217,152,441,76,1582
POA2846,4,0,4,34,46,32,34,50,18,226
POA2847,27,4,49,300,504,244,231,574,172,2024
POA2848,18,5,48,173,265,162,170,398,142,1310
POA2849,26,9,44,221,353,212,159,288,148,1375
POA2850,228,62,433,2783,4195,1992,1635,3426,1211,15243
POA2852,42,6,78,446,770,432,362,672,277,2960
POA2864,7,3,20,153,169,111,83,103,53,660
POA2865,11,0,25,151,203,119,68,148,64,755
POA2866,55,14,97,451,660,328,284,525,213,2463
POA2867,5,0,9,91,129,63,54,98,43,483
POA2868,16,3,25,86,122,51,56,119,36,465
POA2869,19,11,47,189,262,141,114,347,207,1254
POA2870,187,32,343,1768,2405,1213,926,2549,687,9550
POA2871,143,30,278,1268,1807,917,716,1811,668,7187
POA2873,18,5,35,90,94,57,61,108,60,475
POA2874,0,12,16,48,61,32,31,68,56,300
POA2875,16,6,31,122,177,81,69,152,60,665
POA2876,0,3,8,80,101,29,52,60,45,375
POA2877,60,20,112,456,612,287,273,841,331,2797
POA2878,0,0,6,40,49,14,27,62,49,237
POA2879,4,0,10,61,92,48,26,166,101,499
POA2880,287,125,599,2273,3557,1670,1371,4644,1469,14992
POA2898,8,0,15,81,115,58,34,50,34,379
