POA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA2166,10,22,156,378,739,1193,841,492,277,4116,7,42,202,342,769,1232,807,433,328,4152,232,241,547,484,556,542,378,321,270,3579,1637,4124,7287,6493,7547,7470,4742,2298,1253,42861
POA2167,0,0,6,12,19,49,45,56,43,230,0,0,4,5,13,13,6,9,7,59,25,36,86,65,51,53,76,120,161,665,246,631,1534,1752,1263,1068,727,430,327,7983
POA2168,19,30,141,262,377,590,643,359,109,2519,0,26,100,176,301,504,355,206,95,1754,226,204,440,458,376,460,297,211,55,2732,1614,3414,5705,5547,5569,5924,3415,1622,486,33297
POA2170,39,42,256,465,599,910,1193,1033,543,5082,12,61,301,375,432,632,542,397,180,2936,457,559,1434,1301,884,851,735,653,482,7356,3283,7759,16961,16356,14072,12305,8511,4801,1945,85993
POA2171,9,12,44,118,166,255,327,222,76,1235,5,16,66,66,137,219,189,108,73,880,106,110,196,234,207,169,108,52,14,1190,1324,2762,4746,5938,5516,4042,2209,826,251,27621
POA2172,0,0,0,0,5,0,16,8,4,39,0,0,0,4,4,5,8,3,4,21,7,4,3,0,12,7,7,9,0,45,89,190,321,383,483,402,217,86,17,2186
POA2173,0,3,6,11,24,41,53,46,20,201,0,0,8,9,10,13,9,6,4,64,50,61,99,93,61,59,31,13,12,480,495,1118,2154,2241,2069,1545,720,307,90,10744
POA2174,0,0,9,17,28,37,60,18,16,181,0,5,15,15,12,40,29,14,11,145,34,41,126,140,91,55,18,15,0,525,321,834,2210,2428,1347,725,386,113,36,8397
POA2175,0,0,0,0,8,12,49,71,24,165,0,0,0,0,4,11,13,16,4,39,11,7,17,14,18,17,14,19,5,119,58,130,181,177,250,255,190,153,42,1437
POA2176,8,47,186,383,392,708,1008,785,372,3896,4,41,211,216,387,633,602,411,243,2742,150,120,263,286,289,288,313,235,140,2090,1430,3389,6053,5656,6229,7080,5741,2696,1031,39301
POA2177,6,11,37,89,163,295,272,150,111,1133,0,10,45,64,183,323,255,121,75,1084,58,53,127,122,98,135,106,50,12,765,553,1213,2270,2015,2189,2374,1699,633,275,13221
POA2178,0,0,3,9,17,26,98,71,31,259,0,0,4,5,9,18,19,11,16,79,10,20,39,30,40,35,36,18,5,236,174,319,427,434,629,548,472,227,109,3330
POA2179,0,5,19,37,57,79,149,121,48,509,0,0,15,34,27,51,64,45,19,249,35,37,129,142,75,80,82,101,106,797,307,852,3334,2788,1459,1157,951,548,211,11608
POA2190,3,0,26,80,149,239,338,309,153,1302,0,0,31,34,97,153,234,162,83,796,155,154,263,276,254,218,191,113,58,1690,997,1934,3385,3464,3181,2940,2147,1206,512,19771
POA2191,0,0,0,10,17,56,92,87,47,311,0,0,4,3,5,19,36,45,23,139,21,18,37,43,34,52,32,28,13,284,188,353,749,850,935,814,589,399,159,5037
POA2192,0,0,5,21,61,118,231,239,102,778,0,4,15,14,34,67,81,110,61,380,45,89,215,200,144,150,130,104,88,1168,324,976,2209,1893,1810,1622,1175,787,348,11136
POA2193,0,0,13,15,34,89,215,287,128,783,0,7,23,19,23,42,59,100,66,347,21,62,218,134,97,73,75,47,21,747,338,1127,3313,2766,2281,2051,1404,894,335,14511
POA2194,0,19,65,95,195,211,276,225,123,1210,0,18,85,91,134,174,126,118,77,820,47,239,565,414,307,234,173,126,74,2187,414,2275,5496,4138,3397,3033,1893,976,489,22107
POA2195,0,14,172,154,155,194,267,204,78,1241,4,8,163,114,96,124,126,106,53,791,114,162,582,414,257,216,136,128,135,2138,583,1689,5442,4387,2620,2238,1504,853,406,19715
POA2196,5,6,62,99,169,352,439,380,174,1681,6,8,51,71,97,194,247,217,136,1019,147,162,392,315,273,258,196,157,88,1990,1047,2470,4942,4418,4104,3700,2534,1511,637,25361
POA2197,0,0,15,39,65,85,98,98,50,461,0,0,8,13,25,61,54,33,17,224,50,68,109,125,108,101,101,59,55,776,332,673,1291,1248,1156,1094,799,474,239,7296
POA2198,0,0,11,25,27,55,96,147,97,454,0,0,6,5,21,27,27,16,17,123,61,45,92,112,98,60,71,109,123,774,305,577,1117,1248,1186,885,810,695,340,7160
POA2199,3,5,32,68,120,218,260,178,90,981,0,7,37,46,83,127,110,84,46,538,88,110,254,209,179,159,131,94,50,1271,602,1405,2798,2453,2268,2212,1625,798,400,14549
POA2200,7,5,90,163,270,418,469,468,223,2107,0,28,93,103,170,329,290,219,144,1364,218,273,713,624,394,378,301,220,179,3302,1333,3485,8082,6629,5423,5068,3427,1850,860,36163
POA2203,0,0,3,11,16,47,107,200,87,482,0,0,9,4,14,15,37,70,45,189,22,57,175,102,87,74,67,38,24,649,220,769,2729,2412,2043,1576,975,612,226,11560
POA2204,4,0,12,17,48,147,311,413,207,1166,0,3,18,12,43,115,136,193,102,626,29,112,302,203,172,161,127,126,71,1299,425,1602,5802,4439,3624,2740,1942,1287,567,22436
POA2205,0,0,23,26,43,89,155,150,53,542,0,16,69,42,38,82,69,58,41,400,71,191,653,275,178,133,94,104,77,1772,427,2429,8538,4268,2187,1741,1173,668,280,21695
POA2206,0,0,6,21,26,128,361,537,236,1323,0,0,8,8,20,49,115,121,89,413,39,35,115,83,108,106,111,162,170,927,464,1052,1984,2463,3095,2469,1879,1527,755,15683
POA2207,0,5,22,39,53,139,345,481,268,1357,0,8,21,30,49,59,116,123,77,487,64,77,173,203,130,141,196,242,304,1528,679,1726,3498,3885,3657,3381,2718,1798,1059,22399
POA2208,0,0,6,6,27,75,199,241,142,701,0,4,14,11,13,38,83,80,51,281,20,33,72,66,53,54,53,62,35,447,291,760,1414,1745,1794,1536,1290,846,406,10076
POA2209,0,4,15,23,63,101,216,170,94,685,0,0,17,20,30,56,71,68,40,309,33,38,129,113,79,90,81,65,35,659,339,961,2199,2226,1988,2021,1604,897,433,12662
POA2210,6,6,25,52,86,194,339,308,177,1189,3,7,30,31,57,93,124,101,53,492,87,99,242,244,206,238,230,276,233,1859,817,2052,4136,4236,4252,4261,3335,2315,1134,26534
POA2211,0,0,9,13,45,117,162,125,108,583,0,0,8,9,33,57,55,42,16,213,43,46,135,98,91,87,90,100,150,842,463,1116,2230,2300,2271,2390,1613,1021,606,14002
POA2212,0,5,18,35,47,129,177,146,79,628,0,0,17,15,25,55,63,51,29,267,39,48,132,111,81,83,111,145,193,937,439,1075,2332,2377,2164,2061,1479,812,538,13286
POA2213,4,0,14,34,45,105,164,160,101,632,0,5,12,9,41,55,54,44,23,238,38,39,120,118,93,113,97,85,52,754,605,1344,2718,3279,3199,2931,2058,1117,492,17744
POA2214,0,0,4,0,5,7,31,26,10,88,0,0,3,0,0,6,3,7,0,23,4,6,13,19,10,11,15,21,0,94,116,228,456,520,550,417,439,269,43,3041
POA2216,0,6,28,29,54,147,316,355,174,1107,0,4,37,37,41,54,82,121,61,441,61,142,390,289,222,174,185,149,83,1695,504,2144,5464,4467,3362,2942,2367,1498,611,23361
POA2217,6,0,17,24,44,99,246,368,184,990,0,0,26,28,29,50,78,93,64,376,42,91,370,238,165,156,128,199,278,1660,480,1935,5179,4395,3561,3049,2241,1657,959,23462
POA2218,0,0,10,15,35,70,194,195,69,589,0,0,19,21,23,36,66,55,41,253,36,76,164,125,84,95,88,64,26,766,317,1212,2890,2420,1958,1969,1471,761,292,13291
POA2219,0,0,7,7,20,48,167,209,98,557,0,0,3,7,4,16,34,48,32,146,40,34,106,105,93,101,104,110,67,764,327,617,1493,1748,2017,1856,1523,1076,443,11108
POA2220,0,8,33,36,62,173,320,278,129,1045,0,17,75,59,63,85,120,98,70,591,58,235,502,181,166,143,135,135,167,1725,629,3749,7616,4422,3480,3707,2672,1423,672,28371
POA2221,0,5,3,16,20,44,130,180,122,520,0,3,17,11,18,36,41,44,50,226,38,34,77,77,78,83,73,96,95,653,456,1122,1707,2062,2420,2293,1697,1066,584,13411
POA2222,0,0,5,5,34,60,88,109,56,353,0,0,17,19,15,30,40,39,16,165,15,60,164,100,64,63,65,64,74,666,248,967,2125,1757,1581,1599,1174,599,288,10341
POA2223,0,4,9,3,26,56,131,136,100,464,0,0,8,0,8,13,26,26,17,107,23,41,108,105,62,93,92,80,127,733,477,1286,2534,3119,2896,2727,2139,1114,576,16864
POA2224,0,0,7,3,20,39,99,115,92,381,0,0,0,0,11,13,20,23,17,93,23,24,37,91,71,56,53,91,62,510,352,756,1289,1733,2070,1798,1536,1341,648,11514
POA2225,0,0,3,0,5,0,17,12,13,47,0,0,0,0,0,5,0,0,0,4,5,10,14,13,18,17,4,5,4,86,138,285,385,784,929,619,533,257,83,4009
POA2226,0,0,5,6,10,26,59,45,45,193,0,0,0,0,0,0,4,9,11,24,17,12,44,55,52,50,60,61,77,428,297,647,1342,1898,1950,1530,1218,640,302,9829
POA2227,0,0,3,3,6,22,43,63,44,194,0,4,0,3,7,9,9,7,4,46,14,25,63,51,58,37,52,60,37,397,373,844,1605,2083,2284,1872,1370,904,377,11717
POA2228,0,0,5,17,29,43,108,142,110,455,0,0,9,13,5,13,14,24,17,102,40,39,134,126,102,65,99,161,166,935,482,1123,2756,2981,2707,2289,1884,1488,936,16646
POA2229,3,6,10,8,27,55,116,120,95,442,0,0,6,6,6,16,16,22,8,91,53,46,189,149,173,121,120,107,188,1150,751,1739,3607,4014,4216,3679,3061,1873,1050,23986
POA2230,0,0,10,10,10,34,93,118,71,347,0,5,3,4,5,6,7,11,10,57,36,63,210,172,148,158,165,136,136,1212,643,1824,4505,3735,4085,4438,3578,1725,789,25314
POA2231,0,0,0,0,4,3,27,11,9,54,0,0,0,0,0,0,0,0,4,9,11,8,3,10,20,9,7,5,0,83,84,111,243,361,368,295,209,118,35,1815
POA2232,6,0,10,20,41,49,123,154,130,536,0,0,8,19,18,11,23,25,14,107,53,53,155,160,137,123,135,162,153,1137,773,1944,4827,5110,4800,3877,3069,2258,1025,27678
POA2233,3,0,0,9,10,31,81,136,67,333,0,0,0,0,3,11,3,11,7,40,25,29,55,76,60,65,100,180,223,809,877,1627,2727,4185,4214,3337,2958,1916,707,22543
POA2234,5,3,4,7,13,56,151,155,95,491,3,7,4,23,8,16,35,35,20,144,35,32,59,75,85,76,80,76,78,592,873,2012,3046,3616,4182,4721,3448,1294,479,23666
POA2250,24,11,45,70,134,251,366,374,295,1570,5,4,20,20,27,36,29,23,42,208,160,187,448,390,418,417,451,514,554,3533,1836,4035,8785,9063,9114,8939,7267,4711,2430,56178
POA2251,5,0,8,13,41,72,181,186,111,616,3,8,6,11,11,13,15,11,7,77,49,39,95,128,132,143,205,244,267,1298,804,1566,2715,3817,4494,4648,4351,2794,1172,26361
POA2256,0,0,19,23,38,89,153,156,94,574,4,0,5,8,9,19,8,11,7,69,52,41,113,88,108,130,176,138,89,933,373,716,1648,1807,2030,2293,2192,1556,653,13268
POA2257,7,3,14,24,44,132,227,227,147,831,0,0,7,13,17,12,16,20,12,113,66,93,172,177,214,216,308,330,168,1747,624,1379,2633,3642,3836,4242,4384,2784,1019,24537
POA2258,0,0,0,5,8,18,28,23,11,90,0,0,0,0,5,3,7,0,0,14,17,18,22,32,37,25,16,11,15,194,166,328,582,656,746,798,517,239,75,4096
POA2259,34,13,72,88,142,351,646,511,291,2159,0,4,19,22,26,37,60,57,15,241,200,191,415,418,403,360,503,603,418,3508,2074,3876,7424,7865,8502,7907,7164,4769,1678,51254
POA2260,3,0,9,6,11,30,76,93,69,306,0,0,0,6,0,9,4,3,6,30,54,59,134,148,122,144,153,137,58,1003,642,1323,2417,3242,3659,3334,3082,1663,472,19842
POA2261,11,7,48,70,104,236,471,357,286,1589,0,5,11,11,21,21,33,29,21,147,141,142,336,362,310,344,443,500,432,3007,1282,2882,6391,6603,6675,7154,6715,3916,1844,43448
POA2262,12,9,31,28,58,140,207,200,91,772,0,0,3,8,6,11,11,11,6,57,60,62,142,138,137,130,155,161,76,1066,620,1258,2846,2341,2637,2659,2241,1487,451,16548
POA2263,16,7,28,38,79,184,272,283,155,1054,0,4,5,5,8,14,25,17,13,95,76,79,208,175,195,205,234,278,198,1664,664,1330,2953,2624,2833,3236,3146,2089,910,19784
POA2264,12,5,20,27,40,75,119,132,83,520,5,0,4,4,3,18,16,5,8,58,38,45,86,76,86,91,122,132,84,758,410,920,1726,1634,1839,2154,2167,1636,620,13087
POA2265,4,0,8,10,14,33,54,47,45,213,0,0,3,0,0,0,4,4,0,23,12,19,28,19,22,26,51,68,76,329,212,407,975,814,807,841,813,568,344,5784
POA2267,0,0,0,0,6,18,25,20,20,89,0,0,0,0,0,0,0,0,0,0,4,8,15,11,17,30,38,34,8,164,67,111,231,302,319,482,560,304,79,2443
POA2278,0,0,4,5,11,17,26,0,5,74,0,0,0,0,0,4,0,0,0,7,0,4,4,4,0,9,13,4,0,43,79,169,335,343,333,378,296,62,15,2014
POA2280,9,9,32,28,41,81,174,166,121,673,4,0,0,8,12,10,6,5,3,51,42,46,101,99,106,131,146,163,119,953,731,1456,2670,3087,3548,3668,3501,2097,824,21572
POA2281,9,5,10,11,29,78,140,110,93,486,0,0,3,0,7,9,3,0,7,30,27,39,48,78,65,103,130,125,75,689,350,715,1161,1662,2001,2375,2291,1361,494,12411
POA2282,0,3,10,14,14,36,79,105,46,304,0,0,0,0,4,4,5,7,3,18,20,26,47,32,52,61,81,72,36,438,460,771,1255,1948,2227,2128,2092,1392,450,12712
POA2283,7,3,15,38,42,122,216,174,111,732,0,0,7,7,9,19,25,15,3,71,54,40,130,126,133,143,172,170,93,1068,672,1266,2454,2447,3040,3507,3592,2054,746,19773
POA2284,3,0,8,23,28,67,106,85,80,396,0,0,5,12,11,3,17,4,6,56,26,28,63,91,73,80,98,156,127,744,311,693,1589,1541,1552,1677,1373,872,425,10034
POA2285,12,9,35,36,58,140,220,185,110,813,0,0,11,0,13,12,26,10,16,87,57,66,184,161,143,125,150,257,166,1301,871,2058,4955,4939,4155,3474,2894,1700,669,25721
POA2286,0,0,3,5,7,35,43,40,17,156,0,0,0,0,0,9,8,0,0,22,12,15,24,27,18,19,20,20,4,157,151,273,708,561,556,549,511,253,55,3616
POA2287,8,14,37,53,85,173,266,247,228,1114,0,6,16,27,31,35,37,24,23,201,83,116,259,228,157,186,185,219,197,1627,1157,3098,5980,5546,4904,4227,3567,2112,1027,31618
POA2289,6,7,8,14,22,45,69,99,67,334,0,0,3,3,0,20,6,14,9,63,26,43,89,75,69,58,72,78,66,572,478,1324,2612,2898,2679,2175,1580,1188,521,15465
POA2290,16,10,31,39,54,110,213,217,213,898,0,0,7,10,13,12,13,18,14,92,56,64,193,159,127,136,130,182,118,1164,813,1942,4564,4518,4376,4142,3402,2282,1165,27199
POA2291,0,0,3,7,5,16,28,45,32,137,0,0,0,6,0,5,3,4,6,26,22,34,67,44,66,45,53,46,53,438,334,1066,1888,1769,1990,1849,1372,692,325,11298
POA2292,0,0,4,0,8,6,12,12,13,55,0,0,5,0,0,0,0,4,0,13,7,19,33,19,27,9,8,12,0,130,66,261,496,372,332,298,199,94,42,2148
POA2293,0,0,0,5,4,11,10,14,4,49,0,0,0,0,0,4,0,0,0,8,8,9,29,13,11,14,12,6,0,105,47,359,763,448,370,427,294,115,34,2861
POA2294,0,0,3,3,0,11,23,6,9,55,0,0,0,4,0,4,4,0,0,13,5,10,17,15,7,11,9,12,0,96,32,165,432,295,236,264,184,75,30,1714
POA2295,0,0,4,12,16,26,70,75,39,244,0,0,4,0,10,6,9,3,0,28,17,16,34,39,39,59,98,66,50,424,180,330,835,1006,895,1040,1258,678,233,6453
POA2296,0,0,0,0,3,5,5,8,3,29,0,0,0,0,0,4,0,0,0,9,3,9,14,15,11,8,10,0,0,69,38,213,450,316,294,218,135,52,15,1729
POA2297,0,0,0,4,0,8,8,0,9,25,0,0,0,0,0,0,0,0,0,4,0,9,11,14,13,9,7,7,0,69,42,153,333,273,250,225,117,56,21,1460
POA2298,3,3,6,16,29,36,52,62,54,260,0,0,8,4,3,12,6,6,7,42,39,48,84,57,52,41,100,173,280,880,275,1010,1892,1224,1127,1031,781,627,569,8540
POA2299,4,13,21,29,26,43,64,90,63,347,0,0,15,22,17,19,13,0,10,107,39,70,153,90,75,72,59,70,82,716,399,1259,2032,1501,1356,1244,872,567,310,9531
POA2300,6,8,16,12,12,27,28,24,18,149,0,0,6,5,0,3,3,5,0,17,13,67,121,87,79,113,78,54,14,624,229,1274,2527,1496,1539,1574,1274,589,149,10659
POA2302,0,0,0,0,0,0,5,4,3,21,0,0,0,0,0,3,0,0,0,3,0,3,20,0,8,6,7,15,6,62,14,128,362,144,113,179,167,135,73,1319
POA2303,0,0,11,16,14,31,59,79,83,288,0,0,4,3,6,0,0,21,11,56,33,60,110,93,114,90,79,52,68,700,203,866,1310,1192,1313,1288,1062,552,284,8065
POA2304,4,5,25,25,38,69,144,119,123,537,0,5,0,15,14,13,13,15,13,88,34,64,138,109,83,83,134,125,165,929,302,1125,3024,2212,1781,1799,1415,782,542,12983
POA2305,0,3,8,7,13,26,54,55,45,209,0,0,6,0,0,3,13,3,14,35,21,28,52,54,50,70,63,71,49,465,308,753,1361,1739,1885,1674,1316,683,316,10040
POA2306,5,3,9,23,25,55,71,32,11,241,0,0,0,0,7,3,3,0,0,17,39,20,76,66,68,60,64,35,10,432,137,189,457,380,422,424,353,186,42,2586
POA2307,0,0,12,5,4,16,43,33,28,144,0,0,0,4,4,6,3,7,0,23,4,17,55,37,13,20,26,44,16,239,127,516,942,490,362,394,438,352,120,3738
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,192,10,3,0,0,0,0,0,375,618,707,28,4,0,0,0,0,0,1358
POA2311,0,0,0,0,0,8,10,13,3,44,0,0,0,0,0,3,0,0,0,0,3,0,3,3,5,7,8,7,5,35,28,22,83,111,97,168,123,60,22,711
POA2312,0,0,0,3,4,3,14,18,4,49,0,0,0,0,0,0,0,0,0,0,6,4,0,7,6,7,10,12,0,67,39,57,113,154,200,272,219,107,21,1187
POA2315,0,7,13,6,20,58,109,117,72,396,0,0,7,0,5,3,12,4,5,40,36,39,58,57,68,106,168,209,176,920,326,588,1125,1369,1804,2415,2764,1771,653,12817
POA2316,0,3,0,3,10,32,67,48,16,179,0,0,0,5,0,4,0,3,3,9,17,17,23,18,51,68,84,93,19,393,184,270,471,563,841,1064,1179,713,124,5418
POA2317,0,0,9,8,10,32,64,74,43,242,0,0,0,0,3,6,6,3,0,22,10,8,23,26,28,39,55,106,42,341,128,234,473,513,735,1011,1150,959,329,5538
POA2318,9,0,20,17,21,58,107,75,26,333,0,0,0,0,7,3,5,0,0,17,20,43,54,57,62,72,98,81,20,512,389,726,1404,1680,1805,1733,1602,847,155,10335
POA2319,0,0,8,3,27,38,83,61,32,254,0,0,0,6,0,0,0,4,0,16,34,17,41,36,49,60,78,48,21,382,176,307,624,644,806,1105,1158,627,163,5606
POA2320,11,18,47,60,90,169,284,256,175,1093,0,8,3,8,14,20,15,9,10,92,92,93,214,250,174,193,177,189,127,1507,1117,2275,5207,5210,4858,4417,3678,1934,712,29401
POA2321,10,7,16,18,28,70,154,81,60,441,0,3,7,5,7,5,5,3,0,27,35,49,124,111,82,76,98,63,16,647,521,1142,3133,2722,2261,2064,1778,861,229,14711
POA2322,14,5,22,40,62,147,202,159,76,734,0,0,14,5,15,18,15,3,0,70,43,62,171,117,95,85,96,101,24,797,660,1563,3926,3251,2871,2695,2038,1030,247,18293
POA2323,14,12,44,20,71,130,217,161,91,761,0,0,6,15,13,17,11,6,5,79,63,69,186,142,140,162,171,125,105,1150,817,1603,3347,3199,3373,3254,2766,1472,541,20375
POA2324,19,11,44,58,96,156,307,197,99,983,5,3,13,9,16,16,11,12,6,92,60,63,187,191,205,208,287,273,144,1625,713,1271,2592,2568,2976,3668,3798,2194,671,20442
POA2325,17,13,51,50,82,217,393,240,147,1223,0,3,7,12,13,24,12,14,4,100,110,243,660,581,446,316,322,256,174,3099,946,1810,4107,3789,3912,3909,3442,1729,736,24378
POA2326,5,6,17,21,24,77,134,60,37,383,0,0,4,4,4,5,5,4,0,26,23,26,40,41,52,50,55,44,14,354,246,480,980,950,967,1029,838,389,103,5979
POA2327,0,5,12,12,30,57,143,63,42,370,0,6,0,0,4,5,4,3,0,20,22,25,71,49,48,57,51,62,42,436,232,523,1164,810,993,932,880,439,202,6176
POA2328,0,0,3,0,9,17,26,30,17,111,0,0,0,0,0,0,3,4,0,14,13,4,23,19,25,26,34,24,6,182,87,125,280,292,338,340,288,160,70,1978
POA2329,0,0,0,3,7,15,33,26,20,108,0,0,0,0,0,4,0,0,0,11,11,5,25,31,26,42,40,16,7,194,49,89,213,226,255,288,294,156,77,1651
POA2330,8,11,40,25,50,100,169,140,90,632,4,0,3,12,4,10,6,9,3,56,78,64,178,145,178,167,144,79,26,1057,647,1181,2950,2699,2900,2655,1867,930,340,16176
POA2331,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,69,23,5,0,4,5,0,0,163,213,229,87,9,14,10,8,0,0,577
POA2333,10,8,31,53,50,98,143,108,56,557,0,0,0,0,0,8,8,0,0,25,64,72,224,185,165,114,105,64,34,1026,415,739,1988,1804,1778,1644,1177,584,189,10321
POA2334,5,0,3,3,12,27,36,16,12,107,0,0,0,0,0,0,3,0,0,6,5,4,21,13,12,9,19,22,3,113,111,208,544,476,407,314,250,125,20,2460
POA2335,5,0,7,11,12,27,65,31,16,163,0,0,0,0,0,4,3,0,0,17,19,14,50,46,47,47,31,22,5,279,246,453,1190,1173,1020,879,650,240,55,5919
POA2336,0,0,0,3,5,20,34,22,11,103,0,0,0,0,4,0,0,5,0,11,6,6,22,21,28,25,16,20,14,145,71,134,311,291,340,396,282,150,56,2019
POA2337,5,0,10,16,11,40,78,70,43,262,0,7,3,7,4,9,5,8,3,39,15,26,71,45,50,55,62,79,56,458,186,404,1016,1040,997,1021,839,499,221,6220
POA2338,0,0,0,0,0,9,19,12,7,50,0,0,0,0,0,0,0,0,0,0,9,6,8,11,15,33,29,21,16,156,33,48,113,132,182,238,242,137,51,1176
POA2339,0,0,0,0,0,4,18,8,0,28,0,0,0,0,0,0,0,0,0,0,4,11,8,16,11,19,13,5,0,89,19,43,61,95,91,120,107,41,11,581
POA2340,26,18,95,87,142,257,426,399,251,1694,3,4,33,22,20,38,35,22,9,181,256,226,547,468,402,356,372,389,229,3246,1570,2860,6989,6264,6080,6007,5217,3282,1292,39566
POA2341,0,0,0,3,8,30,28,32,13,114,0,0,0,0,0,0,0,0,0,7,4,4,15,8,13,18,23,24,3,111,41,67,136,137,162,228,232,147,45,1199
POA2342,0,0,0,0,0,3,4,4,0,20,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,8,3,3,0,29,24,10,45,53,69,71,55,31,6,357
POA2343,0,0,6,3,12,37,65,40,33,202,0,0,0,0,0,4,0,3,0,10,36,19,61,64,84,77,92,65,32,531,133,195,470,506,635,703,672,377,133,3826
POA2344,0,0,0,0,3,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,4,0,3,7,3,4,4,3,0,26,26,36,45,76,101,128,89,44,6,545
POA2345,0,0,0,0,0,8,11,4,0,24,0,0,0,0,0,0,0,0,0,0,4,0,3,6,7,5,3,0,0,38,21,22,75,99,107,96,91,29,10,549
POA2346,5,0,5,11,7,22,62,63,24,197,0,0,0,0,0,3,4,0,0,8,29,13,18,31,50,60,50,27,7,284,93,141,280,288,386,454,465,280,79,2465
POA2347,0,5,3,3,8,19,47,41,16,139,0,0,0,0,0,0,0,9,4,12,10,3,7,16,31,39,34,34,12,185,30,45,141,159,216,337,304,236,73,1544
POA2350,14,26,42,59,58,102,154,170,97,727,3,21,53,40,27,21,22,14,4,202,351,366,341,215,186,210,175,223,123,2191,1171,2223,3524,2944,2972,3247,2586,1740,628,21027
POA2352,0,5,3,3,6,17,22,26,10,88,0,0,0,0,4,0,0,0,0,8,10,7,22,21,15,14,28,22,3,126,83,155,323,329,376,365,360,178,39,2218
POA2353,0,0,3,0,0,7,22,24,16,72,0,0,0,0,0,0,0,0,0,0,5,3,13,8,16,16,15,11,4,80,25,42,113,122,153,182,157,111,68,985
POA2354,0,3,3,0,5,16,59,52,15,160,0,0,0,0,0,4,6,3,0,13,16,18,33,23,48,61,59,43,15,325,85,141,304,307,434,555,557,353,86,2826
POA2355,0,0,0,0,3,7,11,8,3,33,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,18,6,3,8,47,15,18,46,54,92,117,107,41,17,521
POA2356,0,0,0,0,0,8,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,16,4,0,6,15,13,23,15,11,0,100
POA2357,0,0,6,4,11,28,54,52,28,185,0,0,0,0,6,0,0,0,4,6,26,23,54,53,63,98,102,77,61,553,91,143,374,359,480,613,638,372,196,3265
POA2358,4,4,3,7,10,27,41,44,16,152,0,0,0,0,0,0,8,5,0,11,15,8,19,16,48,45,38,20,12,223,90,155,349,376,454,602,570,258,87,2951
POA2359,0,0,0,0,5,9,16,16,7,45,0,0,0,0,0,0,0,0,0,0,0,6,12,13,17,19,6,3,4,83,16,29,65,64,102,120,92,53,13,550
POA2360,10,3,24,32,46,92,204,167,100,692,0,0,5,5,6,16,12,10,4,55,80,64,174,169,188,172,173,149,75,1242,469,796,1726,1582,1781,1885,1761,1169,411,11595
POA2361,0,0,0,0,3,15,19,21,11,71,0,0,0,0,0,0,4,3,0,10,9,0,12,3,14,17,25,22,3,107,24,28,68,67,126,159,151,100,24,747
POA2365,0,0,4,10,5,32,51,40,23,169,0,0,0,0,0,0,0,4,0,11,28,22,58,54,83,62,65,56,43,473,111,159,360,399,492,568,468,305,105,2956
POA2369,3,0,0,4,5,18,29,20,11,93,0,0,0,0,0,0,0,0,0,5,9,13,6,11,12,16,8,9,0,84,37,51,79,71,107,136,114,74,20,689
POA2370,0,0,15,14,19,61,106,120,65,410,0,0,8,0,9,5,0,7,0,32,49,41,125,109,122,117,121,99,40,825,229,319,776,757,915,1158,1163,721,265,6314
POA2371,0,0,0,0,3,17,19,22,5,71,0,0,0,0,0,0,4,0,0,5,0,8,13,11,15,29,47,15,14,144,10,36,80,77,162,240,230,121,37,1004
POA2372,0,0,0,11,6,28,73,63,33,223,0,0,0,0,3,0,7,5,0,14,16,10,29,42,54,72,75,59,27,383,108,167,331,405,527,787,994,491,166,3980
POA2379,0,0,0,0,0,0,6,5,0,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,5,5,3,0,32,16,22,31,27,49,40,26,17,8,235
