POA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA2845,0,0,4,3,7,25,29,16,3,81,0,0,0,6,0,4,0,0,0,6,5,5,15,8,14,9,19,4,0,75,59,98,238,226,242,280,241,96,26,1516
POA2846,0,0,0,0,0,4,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,5,0,0,27,7,4,16,16,38,47,54,18,4,215
POA2847,0,0,0,6,12,22,40,28,7,121,0,0,0,0,0,0,3,0,0,3,8,15,24,31,33,24,34,28,3,193,55,118,243,278,285,372,373,191,49,1961
POA2848,3,0,0,4,7,21,44,29,7,119,0,0,0,0,0,5,0,3,0,8,3,7,19,16,24,22,23,31,9,158,41,62,100,120,201,258,254,190,48,1269
POA2849,0,0,0,5,5,7,32,19,6,77,0,0,0,0,0,0,0,0,0,0,11,7,5,15,33,23,32,22,3,147,50,46,113,157,225,273,286,141,44,1332
POA2850,11,4,12,23,42,110,172,140,97,601,0,0,4,5,0,9,8,13,9,48,75,55,163,172,174,197,185,135,67,1219,521,858,2358,2269,2506,2534,1973,1223,433,14678
POA2852,0,0,4,9,6,17,58,35,21,153,0,0,0,0,0,0,0,9,0,3,23,11,23,48,44,47,47,44,7,290,96,142,389,454,447,509,483,245,78,2851
POA2864,0,0,0,0,0,4,9,8,3,35,0,0,0,0,0,0,0,0,0,0,10,9,12,5,12,5,3,7,3,56,17,38,68,100,106,107,108,69,20,629
POA2865,0,0,0,0,4,3,16,5,8,42,0,0,0,0,0,0,0,0,0,4,8,7,7,15,14,13,9,11,5,75,24,47,81,117,139,108,145,48,25,730
POA2866,0,0,3,0,3,12,36,29,25,106,0,0,0,0,0,0,3,4,0,8,12,6,12,44,29,30,34,31,23,233,78,177,266,358,372,417,362,215,99,2341
POA2867,0,0,0,0,0,7,9,3,0,23,0,0,0,0,0,0,0,0,0,4,4,0,8,10,5,5,13,9,0,52,17,20,57,75,57,95,83,52,9,468
POA2868,0,0,0,0,3,11,5,8,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,10,3,36,8,20,50,63,63,93,58,59,25,441
POA2869,0,0,0,0,10,14,31,20,15,86,0,0,0,0,0,0,0,0,0,4,26,7,19,31,22,55,37,19,10,227,41,44,133,142,196,253,223,114,47,1211
POA2870,3,6,14,16,30,85,147,107,85,494,0,0,0,6,4,0,5,7,6,31,55,48,101,107,96,107,81,101,63,751,347,700,1428,1342,1402,1529,1222,822,343,9132
POA2871,8,0,9,18,24,65,119,100,51,403,0,0,0,0,0,9,7,3,5,30,47,47,88,82,89,107,101,118,46,730,256,472,978,961,1031,1161,1067,734,278,6932
POA2873,0,0,0,0,0,6,6,6,8,24,0,0,0,0,0,0,0,0,0,0,5,3,13,3,9,12,9,11,12,69,10,21,59,54,71,93,84,45,35,470
POA2874,0,0,0,0,4,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,11,4,4,6,8,8,12,58,11,16,31,37,46,62,49,35,16,295
POA2875,0,0,0,3,9,7,13,12,3,45,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,10,11,9,58,14,35,67,81,88,144,128,53,31,643
POA2876,0,0,5,0,0,0,8,4,3,19,0,0,0,0,0,0,0,0,0,5,3,0,9,6,9,10,5,0,0,50,20,7,53,52,75,56,64,27,8,356
POA2877,0,0,9,8,11,26,50,43,13,154,0,0,0,0,0,0,7,6,0,22,15,21,48,59,60,62,45,31,23,356,88,158,428,393,405,490,372,240,112,2691
POA2878,0,0,0,0,0,5,5,0,4,9,0,0,0,0,0,0,0,0,0,0,4,4,9,10,5,8,0,0,0,48,13,15,35,40,33,39,31,12,6,229
POA2879,0,0,0,0,4,6,12,15,8,46,0,0,0,0,0,0,0,4,0,3,6,6,7,9,13,21,27,11,3,108,23,26,60,48,74,101,104,53,10,490
POA2880,14,13,35,54,72,239,389,237,148,1202,0,0,0,0,7,13,11,15,0,47,97,91,209,216,190,180,195,178,138,1497,555,912,2229,1949,2091,2639,2272,1292,598,14542
POA2898,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,12,7,0,38,4,6,64,69,43,82,56,38,15,380
