POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA2784,15,17,9,13,17,13,15,10,0,103,218,136,121,164,201,216,156,73,9,1300
POA2785,75,41,35,41,72,65,63,37,9,425,668,310,376,514,665,882,837,463,111,4822
POA2786,12,3,9,13,18,6,14,10,0,80,153,92,104,121,165,205,207,110,18,1178
POA2787,122,87,93,97,83,68,100,39,7,702,770,429,463,494,574,679,722,371,103,4605
POA2790,286,193,282,232,202,212,198,122,38,1757,2432,1573,1722,1584,1942,2325,2121,1311,438,15452
POA2791,6,0,7,0,4,3,8,3,0,37,52,19,21,24,50,65,49,28,12,322
POA2792,6,0,3,0,0,13,3,3,0,35,53,36,50,30,58,69,40,28,14,386
POA2793,20,13,10,15,20,18,26,20,0,151,149,73,91,87,127,200,223,111,11,1074
POA2794,199,138,129,99,130,114,110,76,31,1029,1839,1166,1102,1012,1259,1404,1437,898,387,10504
POA2795,740,654,760,682,620,486,367,216,90,4607,8448,5924,5817,5278,5642,5562,4701,2637,1061,45077
POA2797,13,0,0,9,10,0,7,8,0,54,95,27,35,59,62,67,55,36,9,434
POA2798,56,24,10,29,46,34,29,12,0,258,488,209,160,262,343,308,281,118,24,2193
POA2799,68,37,25,35,36,47,36,11,12,306,859,480,506,422,480,604,460,249,100,4156
POA2800,930,507,527,505,496,420,359,218,144,4107,10394,5649,6272,6036,5876,5457,4753,2737,1103,48283
POA2803,0,3,0,0,9,5,0,3,0,25,41,21,23,26,40,56,46,38,3,286
POA2804,66,46,32,27,54,47,27,23,18,338,489,297,238,264,359,427,401,272,83,2832
POA2805,6,9,4,3,8,5,7,7,0,52,70,45,31,49,57,56,65,32,11,408
POA2806,39,10,15,20,11,15,20,12,5,143,154,75,80,86,74,146,136,73,34,862
POA2807,18,5,6,8,5,8,12,0,0,68,62,39,36,42,62,85,80,36,0,450
POA2808,7,0,0,3,0,4,18,0,0,31,24,19,14,12,33,45,53,16,0,216
POA2809,3,0,5,0,3,7,4,6,0,19,37,10,24,21,20,45,26,19,6,202
POA2810,44,21,17,30,38,44,38,35,10,288,484,277,246,293,366,484,529,317,128,3132
POA2817,7,4,6,3,6,12,9,5,0,48,70,24,42,45,46,76,50,13,4,359
POA2818,23,5,16,6,12,6,10,10,0,93,184,90,88,91,117,111,98,51,17,849
POA2820,249,198,422,332,219,135,97,49,23,1734,1291,775,1052,855,854,999,850,509,191,7378
POA2821,202,92,89,83,68,87,63,49,31,768,1063,533,525,532,514,616,530,340,120,4778
POA2822,14,8,6,13,10,17,15,0,0,83,84,45,47,43,43,85,67,17,6,433
POA2823,42,20,23,28,18,31,18,15,18,213,261,122,168,138,138,182,175,104,44,1340
POA2824,52,19,22,28,26,38,43,37,29,290,395,198,214,189,230,310,253,182,82,2055
POA2825,28,33,15,28,29,30,24,24,8,223,421,270,287,198,297,273,196,192,69,2202
POA2826,3,6,0,0,3,0,0,6,0,14,27,29,12,18,29,29,20,9,3,178
POA2827,108,50,56,61,66,59,53,56,20,519,701,332,389,362,455,527,468,330,117,3678
POA2828,31,8,6,18,10,32,12,3,0,124,163,66,80,86,100,147,90,39,15,798
POA2829,150,63,62,66,33,41,37,32,5,498,657,331,376,312,334,373,323,193,64,2965
POA2830,1223,664,780,622,605,494,354,252,115,5117,9640,5180,7010,5501,5097,5032,4023,2512,957,44963
POA2831,59,29,33,38,38,52,29,11,5,300,418,164,198,217,241,295,189,88,23,1845
POA2832,188,90,88,92,95,93,76,23,6,762,470,220,294,230,276,316,242,83,15,2149
POA2833,35,19,21,9,30,18,17,7,0,164,123,90,73,61,78,77,84,30,12,634
POA2834,67,36,43,43,63,85,61,55,5,458,287,155,191,180,234,357,315,215,48,1984
POA2835,145,79,92,92,65,77,59,38,4,651,792,435,566,476,404,504,351,193,76,3793
POA2836,47,34,31,19,20,28,23,4,3,207,188,122,126,96,121,107,95,41,5,895
POA2838,8,5,11,7,8,8,6,3,0,53,43,20,30,24,27,29,33,14,0,223
POA2839,28,27,32,9,22,28,13,0,3,171,227,135,177,99,131,168,88,38,17,1079
POA2840,144,66,63,59,69,55,32,26,0,521,527,273,327,275,314,320,212,112,34,2389
POA2842,9,10,0,11,15,15,14,5,0,79,139,72,59,75,87,101,117,55,10,720
POA2843,45,18,29,16,31,30,25,24,6,233,219,129,123,110,152,185,161,132,44,1262
POA2844,27,13,12,8,19,18,18,21,8,153,215,113,127,117,146,200,189,158,49,1312
POA2845,33,21,16,16,21,21,21,5,0,156,433,226,238,226,242,284,241,96,26,2019
POA2846,0,3,0,3,0,6,0,0,0,19,28,22,16,16,38,47,54,18,4,253
POA2847,66,34,29,49,43,30,37,12,3,300,416,228,247,278,285,372,373,191,49,2447
POA2848,51,19,20,20,21,23,18,18,0,200,232,141,100,120,201,258,254,190,48,1540
POA2849,35,19,8,19,30,25,34,11,3,194,238,133,113,157,225,273,286,141,44,1610
POA2850,411,188,233,220,240,256,195,116,53,1913,3896,1944,2363,2269,2506,2534,1969,1223,433,19146
POA2852,80,44,24,54,55,57,39,34,5,396,772,344,389,454,447,509,482,245,78,3734
POA2864,15,10,11,9,14,8,8,6,3,73,163,94,68,100,106,107,108,69,20,824
POA2865,13,12,4,17,14,11,14,6,4,87,178,93,81,117,139,108,145,48,25,927
POA2866,82,28,18,49,37,39,40,25,22,341,649,373,266,358,372,417,362,215,97,3112
POA2867,23,7,6,6,4,11,13,4,0,80,155,56,57,75,57,95,83,52,9,636
POA2868,8,0,0,7,6,4,3,11,3,50,113,58,50,63,63,93,58,59,25,579
POA2869,62,34,17,33,28,53,25,10,9,281,276,134,133,142,196,253,223,114,47,1528
POA2870,257,150,143,159,126,142,80,61,34,1154,2487,1461,1428,1342,1402,1529,1222,828,343,12036
POA2871,186,122,112,99,114,132,104,86,30,993,1777,983,978,961,1031,1163,1067,734,278,8965
POA2873,15,10,13,3,9,16,9,9,10,77,88,42,59,54,71,93,84,45,35,560
POA2874,11,9,6,5,5,7,3,4,0,56,68,27,31,37,46,62,49,35,16,369
POA2875,19,8,15,8,8,17,17,7,4,106,140,72,67,81,88,144,128,53,31,802
POA2876,23,7,7,6,13,14,4,5,0,79,118,48,53,52,75,56,64,27,8,494
POA2877,134,54,52,61,71,58,31,28,14,501,778,353,428,393,407,490,372,240,112,3575
POA2878,11,9,9,16,5,12,3,0,0,68,48,30,35,40,33,39,31,12,6,286
POA2879,13,13,10,7,11,20,30,15,3,119,76,56,60,48,74,101,104,53,10,577
POA2880,432,282,279,272,243,233,178,140,127,2183,3104,1908,2226,1959,2091,2641,2273,1292,599,18097
POA2898,0,0,4,9,0,11,5,10,0,39,66,11,64,69,43,82,56,38,15,445
