POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA2080,684,704,1386,306,196,500,108,185,298,39,49,87,14,5,21,472,447,913,200,249,449,3.2,1.6,2.4,68.2,63.2,65.7,66,62.2,64.1,63,84,147,17,31,55,120,168,282,86,84,171,148,66,212,12,10,17,11,20,37,168,99,266,761,777,1536,97,84,186,583,591,1174,228,242,470
POA2081,2092,2175,4264,1018,635,1655,291,621,909,140,164,311,50,39,89,1503,1457,2966,555,680,1242,3.5,2.5,3,71.9,67,69.4,69.4,65.4,67.3,184,179,368,57,79,136,455,554,1008,201,294,496,486,220,702,22,28,48,60,91,147,562,342,903,2419,2452,4876,201,187,388,1832,1832,3661,680,667,1347
POA2082,2106,2191,4297,979,598,1578,318,631,946,118,148,273,55,33,86,1471,1410,2880,608,733,1340,3.7,2.1,3,69.7,64.5,67,67,63.1,65,164,173,337,41,92,134,422,556,979,229,270,494,518,211,734,26,35,63,46,94,143,593,342,934,2393,2442,4843,256,234,489,1891,1937,3830,622,619,1249
POA2083,736,723,1453,261,147,408,124,191,312,54,61,117,14,13,30,460,415,871,232,260,496,3.7,3.1,3.4,62.2,57.6,59.9,59.9,55.8,57.8,70,93,161,17,31,45,125,149,271,54,94,152,175,68,242,9,10,22,24,13,36,204,97,296,701,672,1374,91,87,175,509,489,1001,244,242,486
POA2084,1535,1560,3097,611,359,970,261,378,644,86,104,190,30,12,46,992,859,1852,493,658,1151,3.2,1.7,2.5,64.6,55,59.8,62.6,54,58.3,111,98,207,25,60,89,338,330,664,142,222,364,360,124,491,8,22,33,30,72,101,397,225,621,1677,1615,3295,163,173,333,1193,1169,2359,568,557,1129
POA2085,4428,4879,9308,1886,1170,3050,632,1162,1794,248,360,607,98,68,165,2858,2753,5620,1494,2029,3523,3.4,2.5,3,64.6,56.5,60.4,62.4,55.1,58.6,345,347,689,93,171,264,1052,1084,2137,477,706,1182,737,339,1083,30,61,92,103,158,263,875,558,1434,4892,5200,10086,540,565,1099,3712,3920,7630,1494,1606,3102
POA2086,5420,5638,11066,2547,1579,4124,801,1517,2315,335,410,739,132,104,239,3815,3604,7423,1519,1899,3420,3.5,2.9,3.2,70.3,63.9,67.1,67.9,62.1,64.9,506,479,987,119,220,337,1275,1543,2813,520,712,1237,997,414,1415,33,66,96,121,191,310,1153,672,1823,6095,6171,12271,764,766,1526,4470,4625,9089,2015,1991,4009
POA2087,4924,5431,10358,2132,1369,3504,766,1377,2138,238,337,569,124,91,212,3253,3167,6423,1524,2079,3604,3.8,2.8,3.3,66.1,58.3,62,63.6,56.7,60,603,538,1138,111,208,317,1269,1474,2745,444,641,1089,636,282,917,31,60,90,103,158,261,772,494,1264,5584,5876,11464,608,613,1221,4213,4439,8650,1711,1804,3509
POA2088,10707,13010,23719,5039,3964,9002,1560,2457,4017,476,662,1132,236,286,522,7307,7368,14676,3027,5192,8220,3.2,3.9,3.6,68.2,56.6,61.9,66,54.4,59.7,1917,1902,3823,307,522,832,3812,4475,8289,810,1508,2323,698,407,1103,34,71,107,137,305,445,868,779,1650,10322,12144,22465,2145,2508,4656,6626,7860,14484,5322,6270,11597
POA2089,4601,5400,10007,2548,2300,4845,601,961,1558,194,318,508,146,127,267,3487,3690,7180,913,1473,2387,4.2,3.3,3.7,75.7,68.4,71.7,72.5,66.1,69.1,759,883,1645,136,245,382,1676,1949,3625,434,630,1062,339,216,559,27,32,56,62,117,181,431,363,792,3859,4337,8192,1185,1483,2671,2012,2386,4398,2801,3211,6010
POA2090,5227,6335,11558,2674,2533,5206,754,1161,1911,216,344,560,142,140,275,3783,4177,7961,1268,1922,3188,3.7,3.3,3.5,72.4,66,68.9,69.7,63.8,66.5,912,1003,1913,167,292,462,1866,2296,4165,480,735,1216,393,226,613,20,48,65,75,143,219,488,414,898,4725,5512,10238,1222,1456,2674,2723,3230,5953,2942,3453,6393
POA2092,2763,2907,5672,1310,782,2093,399,700,1099,116,180,293,61,53,114,1891,1709,3602,764,1098,1869,3.4,3.2,3.3,68.5,58.7,63.5,66.1,56.9,61.4,359,298,666,65,96,160,899,918,1814,219,363,583,278,131,408,11,31,41,49,79,127,340,241,582,3059,3105,6162,443,465,911,2087,2201,4284,1242,1204,2440
POA2093,8836,9679,18517,4352,2918,7270,1366,2448,3816,436,652,1087,212,197,405,6363,6223,12587,2216,3213,5434,3.3,3.2,3.2,72,64.3,68,69.6,62.2,65.8,1127,1025,2149,248,410,663,2736,3059,5802,782,1235,2014,1074,502,1576,46,96,137,154,249,405,1276,844,2121,9376,9993,19368,1582,1744,3324,6256,6736,12996,4188,4434,8618
POA2094,2378,2703,5083,1224,954,2174,360,654,1011,99,158,263,58,58,115,1742,1816,3563,548,795,1344,3.3,3.1,3.2,73.3,67.2,70,70.9,65.1,67.8,347,393,741,72,121,198,782,939,1719,245,311,555,250,106,353,10,26,38,37,73,116,296,211,512,2197,2534,4728,536,579,1112,1308,1497,2806,1283,1437,2723
POA2095,6935,7178,14116,3676,2740,6419,959,1401,2364,265,401,662,173,174,348,5075,4718,9793,1509,2111,3620,3.4,3.6,3.5,73.3,65.7,69.4,70.7,63.3,67,1094,1068,2162,166,250,414,2551,2665,5224,546,722,1269,573,289,860,30,58,90,107,157,261,706,504,1214,5635,5808,11444,1912,2010,3921,2951,3118,6073,4268,4392,8663
POA2096,6041,6269,12308,3169,2352,5516,887,1490,2380,318,468,789,140,112,250,4514,4425,8935,1326,1656,2979,3.1,2.5,2.8,74.7,70.6,72.6,72.4,68.8,70.6,658,694,1353,151,256,404,1769,2216,3984,561,776,1332,982,343,1328,30,71,106,102,151,255,1126,568,1693,5752,5834,11578,1284,1388,2671,3538,3535,7075,3153,3338,6490
POA2097,6311,6683,12995,2910,1888,4800,1056,1763,2814,338,514,854,123,119,241,4425,4286,8715,1678,2186,3866,2.8,2.8,2.8,70.1,64.2,67.1,68.2,62.4,65.2,418,423,843,116,224,335,1300,1665,2965,647,943,1590,1448,532,1980,43,91,133,115,227,345,1604,852,2460,6552,6796,13350,942,998,1940,4530,4725,9253,2603,2730,5337
POA2099,17169,18258,35433,7856,5505,13362,2919,4522,7444,1032,1387,2421,481,365,847,12294,11786,24075,4176,5725,9901,3.9,3.1,3.5,71.6,64.5,67.9,68.8,62.5,65.6,1301,1413,2715,283,535,821,3576,4586,8168,1773,2417,4194,3413,1572,4981,134,223,361,331,555,886,3883,2345,6234,16707,17495,34204,3262,3324,6588,10304,10940,21243,8612,8829,17439
POA2100,8541,9014,17554,4004,2688,6691,1374,2276,3649,447,669,1114,203,172,373,6034,5802,11831,2217,2809,5028,3.4,2.9,3.2,70.6,64.4,67.4,68.2,62.5,65.3,690,666,1360,156,318,473,1824,2301,4125,832,1152,1987,1656,671,2334,61,118,185,163,291,452,1886,1081,2965,9173,9388,18563,1245,1283,2532,6559,6676,13233,3312,3494,6809
POA2101,7916,8489,16413,3374,2186,5557,1288,2143,3428,434,568,1009,153,126,279,5248,5027,10274,2314,3071,5388,2.9,2.5,2.7,66.3,59.2,62.6,64.4,57.7,60.9,467,547,1010,140,313,449,1527,1925,3445,802,1219,2018,1952,719,2675,51,110,156,179,295,473,2181,1128,3304,7963,8309,16271,1245,1334,2584,5280,5561,10840,3444,3629,7070
POA2102,3041,3502,6545,1449,895,2342,461,924,1381,156,255,416,54,61,112,2122,2129,4253,732,1104,1838,2.6,2.7,2.7,69.7,60.8,64.9,67.9,59.1,63.2,234,214,444,48,99,145,577,822,1398,325,502,830,660,321,977,18,43,57,75,116,195,756,474,1227,3198,3474,6675,532,597,1132,2011,2199,4213,1500,1643,3142
POA2103,4365,4719,9083,1762,1116,2873,717,1202,1918,244,303,544,112,86,194,2837,2695,5535,1284,1749,3034,4,3.1,3.6,65,57.2,60.9,62.4,55.4,58.8,285,288,572,70,118,191,845,1092,1936,425,701,1129,1008,329,1339,13,63,77,109,187,296,1129,585,1710,4328,4602,8926,637,659,1293,3041,3263,6303,1732,1799,3531
POA2104,1522,1819,3345,503,265,770,221,322,545,56,87,142,35,24,58,813,698,1505,643,1016,1657,4.2,3.2,3.7,53.4,38.2,45.1,51.1,37,43.4,132,92,226,25,41,70,362,377,739,160,258,414,254,107,363,5,25,32,38,71,109,301,199,504,1437,1696,3133,228,248,475,1080,1298,2380,540,592,1125
POA2105,876,857,1733,319,173,496,151,221,372,43,42,87,15,19,32,530,455,990,298,351,653,3,4.1,3.5,60.6,53.6,57.1,58.8,51.3,55.1,97,93,189,14,34,50,222,246,464,80,121,201,143,32,173,0,5,11,15,26,39,161,65,227,843,822,1664,121,108,226,604,575,1172,336,334,662
POA2106,3961,4154,8116,1760,1073,2830,695,1131,1822,204,306,506,100,72,171,2757,2580,5334,1067,1421,2488,3.6,2.7,3.2,69.6,62.1,65.7,67,60.4,63.6,339,282,619,60,160,222,904,1147,2052,434,643,1079,828,309,1136,12,48,58,96,142,238,938,495,1434,3870,4045,7913,667,671,1336,2680,2830,5510,1663,1692,3353
POA2107,6101,6436,12537,2404,1333,3741,1103,1757,2856,301,455,758,141,122,261,3948,3671,7619,1952,2532,4483,3.6,3.3,3.5,64.8,57,60.8,62.4,55.1,58.7,564,532,1091,119,271,388,1464,1632,3093,627,1015,1640,1117,433,1550,38,84,123,161,217,377,1319,732,2054,6417,6626,13041,850,903,1755,4543,4748,9287,2434,2528,4959
POA2108,782,778,1561,257,133,385,137,159,301,38,55,91,20,9,29,451,359,807,283,380,666,4.4,3.1,3.8,57.9,45.8,51.8,55.3,44.3,49.8,96,61,160,12,25,36,235,198,436,55,114,169,119,44,168,3,4,7,14,28,45,140,77,219,685,691,1383,126,134,256,468,461,928,326,328,661
POA2110,3890,4225,8119,1565,954,2511,580,852,1433,205,231,429,81,72,150,2416,2101,4523,1204,1715,2921,3.3,3.3,3.3,62.2,49.8,55.7,60.2,48.1,53.9,582,512,1097,100,174,275,1103,1163,2266,266,466,730,330,147,478,19,44,69,64,95,163,413,291,708,3962,4025,7989,502,539,1030,2844,2956,5800,1450,1433,2882
POA2111,6100,6747,12850,2962,2299,5258,808,1383,2189,353,433,784,145,144,288,4262,4261,8522,1596,2198,3796,3.4,3.3,3.4,69.8,63.1,66.3,67.4,61,64.1,678,775,1451,137,238,379,1744,2001,3748,602,807,1408,824,403,1231,33,67,96,107,168,277,966,635,1605,6040,6444,12487,1061,1133,2193,3868,4215,8084,2912,3041,5956
POA2112,15090,16353,31444,6621,5086,11708,2185,3221,5405,1001,1129,2133,464,464,930,10275,9898,20171,4158,5690,9854,4.5,4.7,4.6,68.1,60.5,64.2,65,57.7,61.2,2037,2162,4193,245,459,707,4075,4682,8756,1351,1707,3050,2018,998,3015,93,162,254,222,394,610,2328,1552,3883,14433,15306,29743,3074,3250,6317,8556,9119,17674,8010,8485,16501
POA2113,11413,12096,23514,5271,4049,9323,1604,2247,3849,634,862,1497,471,435,905,7984,7589,15579,2806,3911,6720,5.9,5.7,5.8,70,62.7,66.3,65.8,59.2,62.4,2050,2117,4163,202,353,555,3422,3775,7193,910,1077,1987,1092,539,1631,47,74,128,139,267,404,1280,887,2165,9580,10134,19719,3149,3184,6330,4970,5300,10266,7108,7379,14481
POA2114,10373,10846,21221,4686,3574,8263,1430,2141,3569,655,690,1348,389,323,711,7155,6742,13893,2876,3719,6595,5.4,4.9,5.1,69,62.1,65.5,65.3,59.1,62.1,1583,1620,3205,202,364,563,3060,3340,6400,972,1168,2136,1142,586,1725,58,81,140,153,243,398,1345,916,2262,9475,9714,19187,2508,2523,5028,5931,6035,11973,5445,5618,11065
POA2115,5144,5089,10235,1845,1413,3258,623,872,1492,542,397,937,166,153,324,3172,2843,6011,1656,1977,3634,5.3,5.5,5.4,61.7,55.8,58.7,58.4,52.7,55.6,406,447,854,48,122,170,989,1170,2163,497,551,1047,848,380,1234,50,65,116,71,121,190,970,566,1535,5186,5072,10264,776,813,1588,3254,3223,6478,2331,2338,4670
POA2116,2895,2982,5883,1070,807,1873,368,563,932,297,205,504,99,104,204,1828,1684,3510,897,1154,2047,5.4,6.1,5.7,63.1,56.3,59.7,59.7,52.9,56.3,262,239,497,29,74,101,622,688,1312,250,335,579,455,236,691,17,37,53,40,63,106,516,334,849,2876,2943,5817,500,525,1021,1878,1936,3817,1306,1306,2607
POA2117,8766,9267,18028,3056,2370,5425,1158,1723,2883,769,605,1377,282,215,496,5266,4913,10183,3076,3930,7002,5.4,4.4,4.9,60.1,53.1,56.5,56.9,50.8,53.7,892,867,1766,128,246,369,1938,2204,4143,756,980,1741,1261,636,1890,65,119,187,153,235,385,1473,985,2463,9029,9245,18279,1384,1382,2771,5891,6118,12010,3924,3956,7880
POA2118,10817,11237,22057,4197,2865,7063,1388,2171,3565,850,740,1591,359,309,670,6795,6092,12891,3668,4795,8467,5.2,5.1,5.2,62.8,54.2,58.4,59.5,51.4,55.4,1633,1489,3128,220,309,536,3012,3184,6196,952,1262,2209,1137,563,1694,69,90,157,168,240,407,1366,894,2261,11265,11526,22782,2118,2052,4168,7179,7383,14562,5493,5524,11016
POA2119,4747,5348,10099,2079,1491,3567,652,1200,1847,226,267,488,139,120,257,3092,3075,6165,1496,2092,3582,4.5,3.9,4.2,65.1,57.5,61.1,62.1,55.3,58.5,988,794,1785,125,224,348,1432,1701,3130,368,537,912,426,185,612,24,52,74,56,135,197,501,378,881,5034,5691,10724,606,667,1276,3653,4081,7734,1786,2071,3853
POA2120,8271,8695,16969,3740,2619,6350,1157,2101,3258,415,494,910,265,212,475,5581,5416,10998,2483,3069,5550,4.8,3.8,4.3,67.5,62.3,64.8,64.2,59.9,62,1302,1170,2470,263,356,622,2291,2620,4909,776,1025,1804,927,487,1417,51,101,156,135,236,365,1115,822,1937,8811,9126,17942,1217,1209,2430,6322,6669,12989,3291,3266,6555
POA2121,13381,14342,27722,5971,4357,10325,1832,2791,4626,864,904,1768,453,480,932,9119,8530,17648,3868,5405,9278,5,5.6,5.3,68.1,59.5,63.7,64.8,56.2,60.3,2858,2651,5515,345,501,843,4268,4645,8915,1076,1343,2415,925,556,1480,62,98,157,162,272,434,1152,921,2072,12993,13763,26753,3099,3244,6339,7480,7975,15455,7885,8296,16185
POA2122,12700,13589,26287,4772,3539,8319,1858,2546,4400,814,839,1653,469,394,863,7914,7320,15235,4219,5696,9915,5.9,5.4,5.7,62.3,53.9,58,58.6,51,54.7,2194,2076,4272,232,425,656,3543,3787,7327,1037,1368,2400,1148,607,1760,67,120,190,163,303,463,1382,1033,2416,11882,12636,24519,2652,2633,5282,7285,7912,15199,6585,6711,13297
POA2125,6637,6952,13584,2972,1956,4927,954,1566,2513,331,435,772,202,121,325,4456,4083,8542,2038,2718,4752,4.5,3.1,3.8,67.2,58.7,62.9,64.2,56.9,60.5,1047,846,1895,187,268,454,1917,2093,4011,556,777,1334,718,360,1080,30,58,95,130,223,348,875,642,1518,7203,7451,14649,808,745,1550,5495,5706,11203,2180,2166,4345
POA2126,7573,7999,15571,3466,2365,5834,972,1674,2647,354,412,764,244,201,444,5034,4650,9685,2330,3028,5354,4.8,4.3,4.6,66.5,58.1,62.2,63.3,55.6,59.4,1373,1079,2451,199,277,479,2188,2445,4642,681,865,1545,672,364,1034,40,60,105,118,209,332,828,637,1464,8202,8421,16623,961,922,1883,5952,6144,12089,2892,2865,5760
POA2127,9534,9989,19524,4707,3792,8499,1265,1652,2916,824,810,1637,385,392,777,7179,6649,13822,1956,2898,4848,5.3,5.9,5.6,75.3,66.5,70.8,71.3,62.6,66.8,1807,1973,3781,186,298,481,3010,3345,6360,981,1040,2025,786,470,1257,51,63,113,104,151,259,942,676,1623,7549,7829,15379,3175,3301,6476,2786,2906,5697,7290,7578,14868
POA2128,2073,1056,3125,317,250,573,145,170,322,93,76,165,48,31,71,605,525,1133,1419,477,1900,7.4,5.2,6.4,29.3,49.5,36.1,27.1,47,33.8,72,83,160,12,26,38,184,205,392,99,111,202,149,59,209,3,6,14,9,15,22,161,82,244,896,825,1720,207,193,405,505,483,987,525,481,1007
POA2130,2948,3340,6290,1458,1383,2840,431,705,1130,147,203,352,100,95,191,2131,2373,4513,644,842,1486,4.6,3.9,4.2,72.5,71.1,71.8,69.1,68.4,68.7,408,579,988,94,166,256,939,1165,2106,259,290,548,296,177,469,13,23,33,34,51,86,337,254,592,2571,2858,5427,665,813,1479,1460,1589,3043,1631,1932,3567
POA2131,9905,10410,20315,3721,3123,6846,1646,2081,3732,678,663,1346,455,347,800,6510,6219,12728,2907,3692,6603,7,5.6,6.3,65.7,59.8,62.7,61.1,56.4,58.7,1308,1418,2725,207,361,568,2722,3011,5733,963,1094,2059,933,572,1504,53,92,140,158,203,360,1136,865,2002,8195,8624,16822,2515,2539,5054,4609,5044,9651,5639,5624,11259
POA2132,4322,4743,9063,1635,1304,2943,559,901,1463,290,293,587,152,94,245,2642,2597,5240,1471,1921,3386,5.8,3.6,4.7,61.2,54.7,57.8,57.7,52.7,55.1,505,579,1088,86,161,249,1058,1221,2279,326,457,784,478,246,728,27,60,87,58,83,144,570,385,954,4214,4624,8835,635,710,1346,3033,3325,6357,1598,1817,3412
POA2133,4290,4730,9014,1488,1283,2772,599,889,1486,372,337,712,120,99,214,2576,2602,5178,1530,1939,3472,4.7,3.7,4.2,60.1,55,57.5,57.3,53,55.1,308,392,701,72,113,181,796,1066,1866,391,508,897,668,384,1056,26,39,66,74,112,188,775,538,1312,4434,4853,9288,572,570,1137,3297,3623,6917,1490,1555,3048
POA2134,8079,8421,16497,2329,1901,4226,1377,1644,3025,601,621,1218,441,325,767,4744,4487,9232,2754,3389,6141,9.3,7.2,8.3,58.7,53.3,55.9,53.3,49.4,51.3,995,1133,2127,106,164,271,2001,2144,4150,830,934,1761,495,352,846,34,75,106,74,110,180,597,535,1136,5697,6090,11792,2606,2657,5270,2909,3178,6081,5121,5275,10402
POA2135,11765,11230,22989,3957,2874,6826,2487,2571,5052,746,714,1465,592,367,959,7776,6523,14302,3342,4136,7473,7.6,5.7,6.7,66.1,58.1,62.2,61.1,54.8,58,1602,1304,2903,196,309,503,3405,3269,6679,1345,1309,2657,757,451,1209,45,75,121,140,197,337,939,724,1667,9448,9416,18864,3107,2586,5690,5666,6026,11688,6451,5602,12053
POA2136,3148,3331,6476,1181,891,2069,431,636,1061,244,228,475,138,85,224,1992,1838,3832,992,1296,2297,7.1,4.7,5.9,63.4,55.2,59.2,58.9,52.6,55.7,324,311,637,42,89,127,683,830,1511,259,356,615,436,216,655,20,26,46,61,67,135,522,309,836,3052,3224,6274,524,530,1056,2150,2260,4410,1269,1326,2592
POA2137,11117,12155,23270,4751,3601,8353,1613,2520,4133,657,777,1436,305,275,583,7329,7175,14504,3350,4549,7896,4.2,3.8,4,65.9,59,62.3,63.2,56.8,59.8,1200,1288,2487,243,397,636,2615,3171,5782,1099,1493,2593,1731,740,2474,62,119,182,205,356,562,2000,1215,3213,10822,11724,22547,1951,1998,3946,7221,7884,15105,4973,5309,10283
POA2138,8135,8685,16820,3733,3012,6747,1121,1523,2641,550,621,1169,300,281,583,5706,5433,11139,1991,2845,4833,5.2,5.2,5.2,70.1,62.6,66.2,66.5,59.3,62.8,1511,1629,3140,150,268,422,2547,2847,5392,652,859,1508,701,310,1014,40,50,87,101,140,244,843,504,1345,6578,6925,13501,2453,2642,5090,3696,3947,7641,4825,5145,9966
POA2140,9316,8337,17653,3810,2626,6436,1669,1674,3339,669,591,1260,453,393,846,6597,5282,11880,2034,2541,4568,6.9,7.4,7.1,70.8,63.4,67.3,65.9,58.7,62.5,1686,1365,3051,123,192,320,2703,2611,5317,939,834,1766,612,402,1013,30,41,78,80,100,181,727,542,1271,7066,6566,13630,3055,2649,5702,2738,2752,5489,6789,5938,12725
POA2141,14417,13402,27822,4166,3090,7259,1950,2359,4311,1412,1082,2493,663,466,1129,8192,6991,15190,5237,5708,10946,8.1,6.6,7.4,56.8,52.2,54.6,52.2,48.7,50.5,1100,1107,2207,131,220,353,2973,3135,6114,1357,1484,2840,1282,745,2028,72,125,202,189,233,416,1543,1097,2641,12320,11710,24025,3362,3107,6471,7394,7422,14820,7483,6718,14202
POA2142,12145,10727,22873,3177,2250,5429,1818,1770,3583,1023,647,1669,660,400,1059,6678,5066,11740,4269,4730,9000,9.9,7.8,9,55,47.2,51.3,49.5,43.5,46.7,1200,1017,2217,104,174,276,2207,2130,4340,1053,1096,2155,1112,676,1792,72,101,174,131,177,305,1315,953,2267,10586,9724,20308,2697,2241,4937,6000,5941,11941,6429,5319,11748
POA2143,3991,3904,7894,1072,759,1834,433,562,995,353,289,645,195,135,332,2061,1743,3804,1691,1940,3630,9.5,7.8,8.7,51.6,44.7,48.2,46.7,41.2,44,226,203,430,43,62,107,673,719,1388,299,397,691,502,236,739,25,49,76,57,81,140,585,365,953,4076,3989,8072,568,530,1099,2714,2743,5451,1670,1536,3205
POA2144,17973,14492,32463,3552,2158,5707,2806,2391,5204,1538,854,2396,1110,609,1716,9008,6008,15017,7179,7195,14371,12.3,10.1,11.4,50.1,41.5,46.3,44,37.3,41,1467,1023,2490,125,196,325,2676,2314,4993,1544,1441,2986,1216,691,1907,81,125,209,153,192,344,1453,1014,2462,15473,13275,28748,4184,3082,7269,8818,8339,17160,9583,7011,16598
POA2145,34721,34454,69180,13790,9635,23428,4238,5674,9916,2664,2190,4849,1252,1227,2480,21939,18734,40671,10378,13431,23812,5.7,6.6,6.1,63.2,54.4,58.8,59.6,50.8,55.2,4905,4187,9090,557,700,1256,7350,8176,15525,2710,3115,5823,4461,2285,6747,189,373,564,435,666,1102,5090,3324,8413,33736,33737,67469,7049,6532,13580,20267,20894,41160,17959,16936,34892
POA2146,7814,7696,15510,3072,2153,5229,1015,1437,2451,703,512,1217,285,263,545,5075,4361,9440,2314,2955,5267,5.6,6,5.8,65,56.6,60.8,61.3,53.3,57.3,971,866,1838,124,182,309,1488,1754,3245,707,746,1454,1197,579,1777,57,90,149,113,166,280,1371,832,2203,7836,7839,15675,1370,1216,2583,4861,5039,9894,3743,3458,7203
POA2147,15030,15136,30164,5450,3957,9407,1787,2770,4555,1484,1097,2582,523,418,936,9241,8242,17484,4951,6092,11043,5.6,5.1,5.4,61.5,54.5,58,58,51.7,54.8,1089,1094,2182,213,335,550,2258,2972,5227,1300,1507,2803,2896,1482,4376,128,224,355,260,380,638,3283,2082,5364,15400,15387,30779,2092,2085,4174,10735,10933,21669,5777,5603,11374
POA2148,27296,27126,54421,9600,6690,16296,3818,4746,8559,2516,1847,4359,1115,964,2078,17046,14244,31296,8441,11197,19635,6.5,6.8,6.6,62.5,52.5,57.5,58.4,49,53.7,1979,2233,4212,261,499,760,4432,5149,9588,2569,2629,5198,4468,2471,6937,211,355,569,407,605,1008,5083,3432,8516,26800,26469,53266,4750,4616,9367,16510,16558,33064,12986,12589,25571
POA2150,15597,14006,29599,7290,4534,11821,2330,2416,4744,1036,878,1918,668,770,1439,11325,8597,19925,3151,4435,7586,5.9,9,7.2,72.6,61.4,67.3,68.3,55.9,62.4,3206,2827,6032,273,318,592,4945,4378,9320,1274,1219,2496,940,624,1567,48,70,122,114,137,253,1101,837,1939,11709,10965,22670,5277,4639,9915,4257,4253,8514,11706,10340,22044
POA2151,8488,8857,17345,3413,2589,6001,1000,1579,2580,683,621,1299,293,258,549,5389,5048,10437,2659,3356,6016,5.4,5.1,5.3,63.5,57,60.2,60.1,54,57,966,1023,1986,172,279,454,2055,2272,4334,814,978,1795,1203,594,1797,61,85,150,125,249,368,1391,928,2322,8324,8569,16896,1534,1533,3069,5320,5536,10857,4024,4097,8122
POA2152,4249,4847,9098,1741,1454,3198,502,885,1394,377,332,708,125,128,256,2745,2802,5553,1323,1829,3160,4.6,4.6,4.6,64.6,57.8,61,61.7,55.2,58.2,403,471,881,76,154,230,925,1178,2103,416,530,953,759,403,1159,39,67,107,82,154,236,875,625,1500,4351,4808,9163,743,783,1520,2821,3191,6002,1963,2125,4083
POA2153,24062,25623,49688,10901,7656,18555,3163,5378,8540,1567,1676,3242,720,632,1353,16349,15344,31692,7078,9554,16634,4.4,4.1,4.3,68,59.9,63.8,65,57.4,61.1,3164,3017,6182,505,780,1286,5822,6756,12580,2290,2893,5184,3869,1730,5603,139,263,405,440,696,1131,4446,2694,7145,25852,26717,52569,3875,4054,7932,17908,18548,36461,10237,10625,20858
POA2154,15841,17361,33204,7010,4719,11732,2163,3526,5687,860,1071,1937,506,399,901,10535,9715,20255,4812,6996,11809,4.8,4.1,4.5,66.5,56,61,63.3,53.7,58.3,2359,2058,4418,353,580,932,4240,4659,8897,1394,1984,3376,1969,947,2911,81,179,261,261,466,729,2305,1589,3901,16724,17845,34565,2340,2440,4781,11518,12350,23858,6736,7152,13886
POA2155,28169,29649,57820,14763,10284,25045,3707,6636,10342,1867,2328,4198,910,814,1724,21253,20055,41311,6046,8804,14849,4.3,4,4.2,75.5,67.6,71.4,72.2,64.9,68.5,3572,3375,6948,565,787,1353,6789,8275,15060,2964,3466,6431,4055,2184,6236,153,322,469,455,677,1128,4661,3171,7829,29974,30789,60768,5983,6294,12276,16810,17138,33953,16930,17872,34802
