POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA2575,6938,7521,14459,3124,1860,4982,1056,2032,3090,314,337,653,160,123,285,4662,4354,9014,1978,2859,4840,3.5,2.8,3.2,67.1,57.9,62.3,64.8,56.2,60.4,339,374,713,95,208,301,851,1257,2104,554,926,1481,2117,996,3120,58,126,187,134,253,388,2307,1381,3689,6857,7306,14156,1275,1420,2694,4291,4519,8804,3390,3706,7090
POA2576,5590,6580,12174,1841,1112,2955,902,1466,2367,170,206,381,82,83,161,2996,2867,5864,2310,3339,5652,2.7,2.8,2.8,53.6,43.6,48.2,52.1,42.4,46.8,548,479,1025,141,232,370,1111,1336,2442,582,900,1476,1043,477,1521,41,84,125,110,234,343,1191,794,1988,5189,5968,11157,1017,1131,2154,3368,3934,7301,2666,2971,5638
POA2577,6753,7150,13902,2793,1592,4384,1015,1874,2886,270,340,607,121,118,241,4194,3927,8120,2103,2771,4875,2.9,3.1,3,62.1,54.9,58.4,60.3,53.3,56.7,417,444,860,99,241,337,916,1273,2185,575,922,1495,1768,846,2620,73,140,214,138,239,383,1988,1226,3216,6418,6650,13067,1167,1242,2411,4230,4335,8561,3036,3247,6288
POA2578,1160,1357,2519,338,220,561,165,317,482,47,57,107,10,11,28,567,609,1177,547,687,1231,2.5,2.5,2.5,49,44.7,46.7,47.8,43.6,45.6,99,104,198,34,55,91,181,278,459,112,182,289,287,140,430,6,23,28,34,46,80,323,214,542,1088,1231,2317,188,201,394,714,826,1542,520,574,1095
POA2579,1886,1889,3774,773,386,1163,243,483,734,64,94,165,38,35,73,1116,1002,2127,613,750,1362,3.3,3.2,3.3,59.4,53.1,56.3,57.4,51.4,54.4,81,67,144,27,52,76,208,309,519,141,224,370,549,255,804,13,28,41,38,44,79,596,330,927,1826,1847,3670,262,268,529,1208,1185,2390,782,822,1608
POA2580,13060,12996,26053,5373,3382,8752,1548,2995,4537,469,548,1015,356,277,627,7744,7193,14931,4463,5000,9468,4.6,3.8,4.2,59.3,55.3,57.3,56.6,53.2,54.9,354,437,786,156,340,495,990,1584,2571,895,1466,2358,3566,2009,5578,120,228,348,217,372,594,3904,2616,6524,12074,12254,24327,2195,2254,4448,8061,8035,16096,5433,5773,11199
POA2581,993,985,1977,524,310,836,103,264,366,33,48,82,16,15,27,681,637,1317,227,271,499,2.2,1.9,2,68.5,64.8,66.7,67,63.6,65.3,50,68,119,14,38,58,119,190,305,84,118,203,267,131,397,6,19,31,14,25,38,287,183,469,1000,991,1999,125,141,264,676,661,1339,382,417,795
POA2582,5334,5667,11000,2683,1771,4454,699,1428,2131,176,269,445,112,97,205,3669,3571,7236,1374,1824,3199,3,2.7,2.8,68.7,63,65.8,66.6,61.3,63.9,314,349,665,125,252,378,694,1027,1725,473,649,1116,1318,700,2020,45,91,140,74,162,235,1439,960,2398,5549,5842,11394,720,750,1468,3777,3927,7707,2189,2362,4554
POA2583,1940,1965,3904,799,427,1230,208,470,673,69,73,146,50,24,77,1129,997,2120,668,816,1478,4.3,2.5,3.4,58.1,50.7,54.4,55.6,49.4,52.5,46,43,94,13,44,56,105,207,316,124,212,339,549,259,806,24,43,71,35,55,88,607,356,966,1881,1851,3733,222,240,459,1397,1318,2713,593,651,1249
POA2584,228,214,440,96,51,152,25,58,82,12,8,18,3,0,3,140,119,254,73,78,146,2.2,0.8,1.6,60.9,54.9,58,59.6,54.4,57,10,12,19,3,4,8,17,37,56,21,22,46,47,23,74,0,0,0,0,5,4,51,27,80,221,193,413,33,32,67,154,130,287,84,86,165
POA2585,105,94,198,35,23,57,12,19,34,4,4,4,4,0,4,56,44,101,35,31,63,5.5,0,3,52.4,46.9,49.8,49.5,46.9,48.3,6,0,8,0,7,7,6,13,21,4,12,17,21,17,37,0,4,4,0,0,5,26,16,42,97,76,171,8,14,23,72,60,137,28,25,50
POA2586,1210,1163,2366,438,248,689,135,246,380,44,49,83,28,14,41,639,553,1197,415,468,883,4.1,2.9,3.5,52.8,48,50.4,50.7,46.6,48.7,21,26,44,4,21,27,72,162,230,75,115,190,286,155,440,18,16,34,29,33,64,329,205,539,1149,1067,2216,131,119,252,824,785,1605,387,352,748
POA2587,1173,1249,2422,475,268,736,118,280,396,24,51,80,29,31,60,646,628,1272,423,536,958,4.8,4.6,4.7,55.3,49.9,52.5,52.6,47.6,50,21,28,45,10,20,28,77,139,216,61,128,188,293,157,450,12,29,41,15,21,41,319,206,525,1163,1244,2406,132,136,272,843,912,1754,379,397,785
POA2588,121,128,249,49,27,77,11,27,35,18,4,23,4,0,3,78,62,140,38,55,91,7.5,1.6,4.9,64,49.6,56.7,59.2,48.8,54,0,0,4,0,5,4,16,20,34,15,13,29,20,19,35,0,0,0,0,4,9,23,25,48,115,124,236,18,17,36,97,99,189,35,36,66
POA2590,2885,3099,5981,974,605,1579,277,607,885,94,88,180,64,63,131,1412,1355,2770,1286,1547,2829,4.7,4.6,4.7,49,43.8,46.3,46.7,41.8,44.1,35,54,85,22,56,80,161,301,464,182,313,496,774,439,1208,39,67,101,46,95,146,862,597,1459,2774,2887,5661,431,444,876,1955,2059,4014,1091,1149,2240
POA2594,4639,5074,9709,1951,1088,3038,500,1216,1718,173,195,363,133,117,249,2758,2614,5375,1538,2110,3655,4.9,4.4,4.6,59.5,51.5,55.3,56.6,49.2,52.8,90,96,184,24,73,96,279,552,829,235,477,709,1226,721,1952,41,97,140,72,132,201,1343,948,2285,4638,4994,9639,746,788,1535,3141,3302,6441,1913,2186,4101
POA2619,3677,3829,7509,2246,1643,3885,524,1002,1523,120,178,302,52,51,100,2948,2867,5814,644,875,1521,1.8,1.7,1.8,80.1,75,77.5,78.6,73.7,76.1,536,370,903,111,213,319,592,819,1412,408,457,864,658,394,1050,23,58,79,64,96,156,742,547,1289,3973,4041,8015,618,627,1247,2681,2711,5397,1675,1732,3406
POA2620,18771,18200,36975,9912,6926,16838,2326,4019,6349,629,891,1521,470,397,865,13333,12233,25570,4327,4994,9315,3.5,3.3,3.4,71,67.2,69.2,68.6,65,66.8,1521,1417,2938,395,690,1085,2545,3461,6003,1626,2051,3676,4261,2160,6425,185,250,434,221,380,603,4666,2797,7457,17811,17477,35284,3485,3368,6858,10842,10551,21391,9140,9089,18233
POA2621,2617,2636,5248,1486,1044,2528,341,659,997,87,127,207,52,47,93,1959,1867,3828,560,655,1215,2.6,2.4,2.5,74.8,71,72.9,72.9,69.3,71.1,243,248,488,81,123,204,343,544,887,279,348,628,677,308,985,11,42,56,30,62,90,722,410,1132,2730,2716,5451,448,455,904,1776,1750,3524,1236,1230,2470
POA2622,1725,1731,3457,698,416,1114,239,422,665,80,79,150,42,26,67,1057,944,1999,524,647,1174,3.9,2.5,3.2,61.4,54.3,57.8,59,52.9,56,107,120,225,33,81,116,221,315,541,143,192,337,454,189,643,9,28,41,35,47,85,497,270,767,1630,1565,3196,271,270,540,1071,1037,2108,739,704,1449
POA2623,258,232,489,123,75,197,29,39,73,13,17,22,8,7,20,174,146,316,71,80,147,5.2,6.3,5.7,66.9,61.6,64.4,63.4,57.8,60.7,12,10,17,0,6,11,20,24,44,15,23,41,69,46,115,0,5,9,3,5,3,75,57,127,260,237,493,31,35,64,183,157,340,88,87,176
POA2624,82,52,142,47,23,63,19,23,38,3,4,5,0,0,0,68,46,115,4,0,4,2.9,0,1.8,80.2,80.4,80.3,77.9,80.4,78.9,0,5,9,0,0,0,14,16,35,5,8,8,27,7,33,0,0,0,0,0,0,29,7,31,64,37,102,21,16,37,39,19,59,42,33,70
POA2625,198,167,363,76,48,124,35,50,84,3,4,9,3,3,6,123,97,224,12,16,30,2.5,2,2.3,62.6,58.9,60.9,61,57.7,59.5,3,4,14,0,5,8,20,24,45,20,15,38,32,12,47,0,0,0,0,5,4,38,15,48,105,86,193,44,48,90,70,57,126,77,72,148
POA2626,218,208,420,110,72,187,21,46,66,15,10,17,7,7,12,154,128,286,45,58,103,4.5,3.1,3.9,71.1,62.9,67.1,67.9,61,64.5,8,7,16,4,10,13,18,22,41,14,24,38,66,40,101,0,3,8,8,6,9,74,50,121,199,184,388,39,33,70,143,124,267,86,79,169
POA2627,2297,2114,4407,1037,723,1757,526,774,1298,108,79,190,43,17,56,1715,1589,3309,454,410,858,2.4,1.1,1.8,74.8,75.2,75,73.1,74.4,73.7,90,120,209,25,55,81,305,438,747,176,252,433,740,280,1020,20,36,56,38,44,88,804,361,1164,1949,1744,3693,651,635,1286,1190,1050,2241,1328,1246,2566
POA2628,915,878,1793,398,248,643,138,254,396,29,38,63,12,13,28,579,551,1130,261,259,518,2.4,2.4,2.4,63.4,63.1,63.2,61.9,61.6,61.7,25,35,65,10,28,43,98,128,227,49,115,163,317,140,461,7,20,32,15,25,37,338,186,525,891,828,1717,136,138,269,612,524,1132,371,393,766
POA2629,254,228,475,75,53,130,28,42,67,5,10,13,6,6,13,117,110,222,96,82,181,6,6.5,6.3,46.4,47.8,47.1,43.6,44.7,44.1,15,5,17,0,0,4,21,24,45,21,17,39,65,31,96,4,6,11,5,10,10,72,46,115,207,179,391,27,27,51,154,135,288,72,71,147
POA2630,3776,3661,7432,1584,993,2575,470,850,1319,114,136,248,75,59,135,2246,2039,4278,1282,1377,2656,3.4,2.9,3.2,59.4,55.7,57.6,57.4,54,55.8,128,138,267,44,96,148,387,539,924,254,391,648,1013,523,1534,29,71,102,58,104,166,1105,699,1798,3454,3501,6959,547,525,1075,2417,2432,4851,1390,1404,2795
POA2631,266,263,527,102,56,152,42,66,107,5,3,11,4,5,6,147,129,275,88,104,192,3.4,3.1,3.3,55.2,48.7,52,53.4,47.1,50.3,7,9,18,5,9,12,16,42,58,17,21,36,78,37,116,3,4,8,9,5,12,88,48,130,246,240,488,38,32,70,179,156,340,92,100,192
POA2632,782,781,1564,361,179,541,77,202,276,33,24,64,16,20,39,483,432,922,235,288,522,3.1,4.6,3.8,62.3,55.2,58.7,60.4,52.6,56.5,18,7,19,6,16,21,49,89,140,36,71,104,215,97,311,7,13,22,9,23,32,234,133,369,756,747,1500,119,112,232,533,514,1053,295,297,589
POA2633,140,135,276,58,23,77,7,29,36,3,5,9,6,3,8,74,59,131,62,62,127,4.1,8.2,6,52.1,45.9,49.1,50,42.1,46.2,5,0,6,0,0,0,10,11,25,10,14,21,34,14,45,0,0,0,0,0,7,40,20,55,137,137,275,9,3,19,108,102,210,35,32,70
POA2640,15395,16920,32307,7161,4388,11550,2056,4792,6843,420,632,1060,467,383,851,10107,10193,20302,4362,5876,10243,4.7,3.8,4.2,65.7,60.3,62.8,62.6,58,60.2,613,774,1386,311,633,939,1885,3038,4925,1288,1851,3134,4082,2341,6426,136,269,399,218,394,607,4431,2995,7431,14943,16021,30962,2978,3256,6238,9340,10022,19359,7515,8252,15766
POA2641,6422,7076,13496,2602,1455,4058,871,1740,2612,196,226,424,262,206,468,3938,3634,7567,2078,2971,5050,6.7,5.7,6.2,61.2,51.4,56.1,57.2,48.4,52.6,142,167,306,50,118,166,374,705,1083,402,667,1075,1882,1179,3060,90,140,226,94,176,271,2057,1495,3562,6125,6685,12808,1193,1259,2456,3848,4111,7954,3038,3375,6415
POA2642,2142,2115,4258,1056,520,1570,240,620,865,79,98,177,43,36,74,1414,1268,2684,528,641,1168,2.8,2.6,2.7,66.1,60,63.1,64.2,58.4,61.3,37,49,88,15,57,70,141,299,442,147,223,367,647,321,971,29,33,60,25,63,89,698,415,1115,2146,2081,4231,313,333,647,1509,1432,2943,816,833,1642
POA2643,1267,1234,2501,494,248,742,142,320,462,34,47,81,36,13,53,706,633,1342,479,540,1021,5.5,2.2,4,55.9,51.2,53.6,52.8,50,51.4,17,15,39,13,24,36,54,130,185,69,111,181,406,196,601,10,26,33,15,21,42,429,244,673,1188,1177,2369,233,194,425,780,776,1556,571,540,1114
POA2644,1012,1014,2032,406,240,646,109,235,344,42,45,87,10,9,18,572,525,1096,358,405,764,2.1,1.5,1.8,56.1,51.8,53.9,54.9,51,53,15,29,44,3,13,19,73,136,215,60,104,166,251,145,402,13,16,29,20,13,34,285,180,470,1013,978,1990,102,106,206,699,666,1363,359,369,725
POA2645,164,140,310,59,23,84,8,24,35,10,8,16,7,6,11,85,60,151,65,77,140,8.2,4.7,6.7,51.5,44.8,48.4,47.3,42.7,45.1,0,3,0,0,3,6,16,9,24,9,11,16,34,15,54,0,3,3,0,5,6,40,20,57,149,132,282,19,11,26,111,104,213,51,42,92
POA2646,2829,2949,5783,1149,607,1760,305,682,985,96,127,223,49,46,96,1595,1468,3065,1013,1277,2297,3,3.3,3.2,56.4,49.8,53,54.7,48.1,51.3,27,52,80,20,55,76,147,292,436,152,267,419,812,456,1268,23,60,80,47,52,98,880,557,1441,2697,2774,5467,375,407,782,1917,1979,3897,1009,1075,2081
POA2647,1043,1114,2158,383,215,599,86,254,338,40,47,81,6,16,20,519,527,1044,429,470,898,1.7,2.6,2.2,49.5,47.4,48.4,48.6,46.1,47.3,8,10,19,7,24,30,43,91,136,53,110,159,359,145,505,3,12,16,12,23,34,373,185,558,938,959,1893,179,198,370,637,632,1268,422,479,907
POA2648,1192,1066,2262,423,202,624,99,224,322,39,44,87,33,19,49,595,493,1085,382,412,798,5,3.7,4.4,49.8,46,48,47.3,44.3,45.9,3,25,26,3,15,19,41,107,147,56,90,139,273,136,411,18,21,39,15,27,38,308,184,485,1012,905,1922,135,130,266,735,599,1337,341,357,699
POA2649,11,8,22,3,4,3,0,0,3,0,0,0,0,0,0,9,4,14,6,4,10,0,0,0,45.5,66.7,55,45.5,66.7,55,0,0,0,0,0,0,3,0,3,0,0,3,9,4,13,0,0,0,0,0,0,9,4,13,13,12,25,0,3,7,4,9,14,4,3,13
POA2650,23330,25635,48965,11445,7369,18811,3050,6533,9584,690,972,1655,713,565,1276,15901,15433,31329,6088,8775,14862,4.5,3.7,4.1,68.1,60.2,64,65.1,58,61.4,911,1024,1934,366,721,1088,2555,4378,6928,1549,2520,4073,6352,3582,9944,264,450,714,330,656,990,6949,4692,11639,23020,24487,47505,4576,5134,9708,14077,14874,28946,11773,13037,24809
POA2651,1322,1102,2422,797,382,1181,100,288,386,41,53,96,20,23,43,960,752,1714,181,246,422,2,3.3,2.6,72.6,68.5,70.7,71.2,66.2,68.9,18,21,42,4,26,28,85,136,214,96,121,217,356,223,580,27,20,44,12,19,28,394,261,657,968,961,1929,486,326,816,484,507,991,884,689,1574
POA2652,1928,1831,3760,1019,506,1525,175,489,666,64,76,139,28,25,56,1290,1096,2386,463,591,1058,2.2,2.4,2.3,67.1,59.6,63.4,65.6,58.2,62,25,32,57,15,46,57,90,271,356,90,167,256,561,288,851,30,46,75,34,47,80,621,382,1006,1960,1866,3827,217,239,461,1439,1351,2790,606,638,1243
POA2653,1177,1013,2188,425,246,672,98,226,331,56,42,99,26,17,39,611,534,1139,495,400,895,3.6,2.8,3.3,51.6,52.3,51.9,49.7,50.8,50.3,10,18,30,8,21,33,72,111,183,34,106,140,278,157,432,13,22,34,18,19,40,300,201,503,999,985,1980,131,135,268,669,642,1308,391,418,807
POA2655,548,539,1088,242,121,369,43,132,176,17,19,40,9,9,14,318,283,597,201,220,422,2.2,3.5,2.8,57.2,52.8,55,55.9,50.9,53.4,8,17,24,3,15,18,34,62,103,29,48,77,163,81,244,3,14,19,16,12,32,185,112,292,602,580,1181,64,62,130,417,410,824,213,204,413
POA2656,524,551,1073,248,138,387,49,136,185,11,15,27,11,8,18,317,297,614,174,226,401,3.2,3.7,3.4,60.4,53.7,57,58.5,51.7,55,3,9,16,0,10,20,26,70,97,24,61,84,148,74,227,7,11,18,12,14,24,169,98,271,527,551,1079,68,83,159,375,401,777,187,201,387
POA2658,617,605,1219,231,103,337,69,144,214,15,17,32,19,7,28,327,274,605,224,276,502,5.7,2.2,4.1,53.4,45.6,49.5,50.3,44.6,47.5,11,9,15,0,17,20,33,80,110,32,69,95,145,68,221,6,12,18,5,11,22,165,92,259,596,574,1168,89,92,179,442,417,863,205,213,421
POA2659,376,338,710,153,71,220,31,89,121,21,14,33,11,11,17,211,180,399,123,119,243,5.1,3.8,4.5,57.1,54.3,55.8,54.1,52.2,53.2,4,6,18,0,7,16,15,27,43,12,32,46,100,44,143,3,8,14,3,11,18,108,66,177,356,325,679,41,37,81,262,254,518,123,101,218
POA2660,642,629,1268,254,125,378,63,149,215,23,28,54,13,10,27,349,315,667,245,273,519,4,3.5,3.7,54.7,50.2,52.5,52.6,48.5,50.6,8,11,23,4,16,21,42,72,110,42,62,102,163,110,272,4,10,14,5,16,20,171,135,304,652,608,1255,99,118,216,459,407,864,249,285,534
POA2661,220,101,321,165,49,211,23,26,49,22,10,33,0,5,5,212,89,297,0,13,10,0.5,4.6,1.7,96.8,86.1,93.4,96.3,82.2,91.8,0,0,7,0,0,3,14,14,25,3,12,22,64,21,82,11,7,11,5,0,3,76,26,95,131,62,201,110,69,182,52,12,71,177,105,282
POA2663,2671,1760,4436,830,386,1218,157,415,573,61,79,146,68,39,99,1113,926,2035,1435,745,2187,6,3.9,5.1,41.7,52.3,45.9,39.2,50.3,43.6,18,24,43,10,39,49,89,172,260,98,153,251,506,318,823,28,34,57,21,51,76,551,400,952,1781,1738,3518,327,284,610,1172,1160,2332,818,750,1565
POA2665,842,789,1627,399,175,566,71,188,256,32,28,56,20,18,35,510,407,915,284,329,616,3.3,4.2,3.7,60.5,51.5,56.1,58.4,49.4,54,6,12,14,4,18,20,47,99,144,24,58,85,218,95,311,15,21,39,13,17,32,249,132,382,875,803,1677,95,85,179,706,629,1341,211,226,430
POA2666,2230,2382,4610,977,520,1499,252,603,850,80,88,172,35,36,68,1344,1247,2591,761,1008,1767,2.8,2.6,2.7,60.3,52.3,56.2,58.6,50.9,54.6,18,34,51,23,45,66,131,283,415,90,196,293,629,343,972,32,69,93,28,65,92,688,472,1159,2237,2309,4548,331,358,692,1678,1740,3421,755,783,1536
POA2668,173,153,325,53,36,92,12,18,25,10,0,17,3,0,10,85,54,139,70,81,155,7.1,5.5,6.4,50.3,36.2,43.6,46.7,34.2,40.8,0,0,0,0,4,10,3,20,28,7,15,24,42,18,59,3,5,8,8,5,9,49,29,80,185,166,348,9,10,17,145,117,263,45,38,82
POA2669,644,572,1217,333,134,473,49,144,190,12,23,36,18,13,26,414,310,721,147,204,351,4.1,3.2,3.7,63.8,54.2,59.3,61.1,52.5,57.1,0,11,8,0,8,15,19,69,92,30,53,78,155,74,227,8,9,16,6,22,31,169,104,275,621,578,1204,63,67,128,482,426,908,172,173,349
POA2671,1560,1631,3190,751,399,1154,166,445,610,65,61,128,29,25,47,1006,930,1938,403,562,966,2.6,2.3,2.4,64.6,57.1,60.8,62.9,55.8,59.3,17,23,36,14,28,42,92,179,276,66,131,207,432,241,678,5,43,43,11,30,44,452,315,772,1537,1573,3110,194,214,411,1088,1084,2176,545,609,1152
POA2672,580,604,1186,239,113,352,49,140,190,22,26,47,15,13,28,327,299,622,184,236,413,5.5,4.4,5,56.2,49.3,52.7,53.1,47.2,50.1,10,14,13,5,16,15,18,40,64,11,43,53,108,60,172,5,11,14,9,14,23,122,87,210,580,569,1154,68,73,140,424,423,844,194,190,382
POA2675,718,628,1344,409,186,596,65,137,206,23,26,48,7,9,20,505,363,868,122,184,309,1.8,3.3,2.4,69.8,58.4,64.5,68.5,56.5,62.9,9,11,16,0,10,7,64,80,138,38,60,99,124,88,210,10,13,19,15,13,26,142,113,256,582,589,1167,156,99,255,387,371,753,320,269,585
POA2678,135,300,433,8,8,15,50,106,156,3,28,32,17,31,49,78,169,244,53,125,185,20.5,18.3,19,57.4,56.3,56.7,45.6,46,45.9,3,5,7,0,0,0,9,10,22,6,13,17,12,34,45,10,11,15,0,0,0,15,53,63,26,42,66,108,257,365,5,11,16,129,287,420
POA2680,10185,10229,20420,5317,2976,8292,1128,2669,3802,290,366,656,229,164,393,6967,6178,13144,2304,3198,5499,3.3,2.7,3,68.3,60.4,64.4,66.1,58.8,62.4,228,277,504,66,172,236,845,1276,2114,548,827,1376,2390,1242,3631,70,179,250,126,257,386,2579,1679,4263,9957,10019,19978,1457,1463,2919,6525,6605,13130,4232,4207,8441
POA2681,747,706,1451,406,215,623,81,191,267,37,38,77,16,22,36,538,465,1002,155,195,347,3,4.3,3.6,72.2,66,69.2,70,63.2,66.7,0,6,6,0,15,21,50,82,124,28,58,93,221,104,331,8,16,19,10,14,27,241,139,381,777,725,1502,64,64,131,554,528,1078,243,222,461
POA2700,1887,2011,3899,750,429,1183,192,458,647,53,64,116,73,45,115,1068,997,2061,626,822,1450,6.8,4.6,5.7,56.3,49.5,52.8,52.5,47.2,49.8,33,24,61,19,30,42,94,212,304,91,169,260,431,258,682,26,49,68,23,52,72,471,347,824,1837,1914,3753,261,294,553,1268,1322,2588,702,775,1474
POA2701,949,1027,1981,471,292,757,91,256,343,28,37,63,24,13,35,613,597,1207,273,375,650,4.2,2.2,3.2,64.6,57.9,61.2,61.9,56.7,59.2,22,28,49,8,25,36,54,153,213,64,98,158,266,148,410,11,16,26,10,26,34,287,189,474,959,1038,2000,154,161,320,633,691,1324,415,458,875
POA2702,320,328,644,134,78,209,37,73,103,9,10,14,7,7,13,181,161,341,119,145,262,2.8,4.3,3.5,56.6,49.4,52.9,55,47.3,51.1,9,8,15,0,8,8,16,28,39,14,20,35,96,59,153,0,5,4,7,7,11,100,67,165,317,312,629,48,57,110,236,235,471,110,123,233
POA2703,276,284,565,102,58,163,30,68,98,6,13,16,12,7,13,152,136,291,111,140,253,5.9,2.9,4.5,55.4,48.3,51.8,52.2,46.9,49.5,3,0,8,0,0,0,8,23,24,7,12,22,71,41,113,6,0,4,6,8,10,72,53,124,303,306,606,51,57,107,165,167,332,176,183,360
POA2705,4143,4311,8457,2027,1126,3151,380,992,1374,120,140,260,95,100,188,2622,2354,4976,1133,1571,2707,3.5,4.1,3.8,63.3,54.6,58.8,61.1,52.3,56.6,58,68,125,34,68,102,260,459,721,176,320,497,1127,621,1740,42,86,125,54,99,152,1211,802,2020,4063,4184,8244,644,684,1329,2732,2685,5420,1714,1928,3639
POA2706,453,426,872,202,111,313,32,98,127,21,13,37,14,10,29,270,231,505,129,146,282,5.5,4.8,5.2,60.1,54.1,57.2,56.8,51.5,54.2,6,11,17,4,4,8,17,27,41,20,21,39,108,45,153,0,15,17,3,9,19,111,76,185,413,351,762,64,73,134,304,254,562,147,146,293
POA2707,488,465,951,288,139,429,36,139,177,17,14,31,7,5,13,350,295,651,93,135,228,2,1.4,1.7,72.6,63.8,68.3,71.2,62.9,67.2,3,6,18,0,19,21,29,63,94,21,43,66,117,52,166,5,10,19,9,13,18,133,72,208,483,466,952,64,46,111,351,339,692,153,153,311
POA2710,3948,4107,8058,1624,955,2576,401,994,1392,137,137,276,86,75,163,2246,2162,4411,1311,1566,2876,3.9,3.5,3.7,56.9,52.7,54.7,54.7,50.8,52.7,54,71,124,27,92,117,223,454,682,214,374,588,1030,581,1616,30,58,93,51,71,120,1113,708,1826,3738,3815,7553,534,556,1088,2703,2693,5398,1355,1473,2822
POA2711,1363,1319,2687,627,318,947,124,317,436,43,50,94,32,22,56,828,706,1540,358,461,820,4.1,3.2,3.7,60.9,53.6,57.3,58.4,51.9,55.2,5,15,22,3,30,32,66,99,174,65,106,171,309,182,491,10,26,35,16,16,27,332,217,548,1223,1193,2415,170,188,357,898,870,1768,418,439,851
POA2712,582,588,1168,222,102,321,48,131,178,22,17,44,14,8,15,300,258,557,210,261,473,3.9,2.7,3.4,52.4,43.5,47.9,50.3,42.3,46.3,8,8,14,4,9,20,32,74,100,29,46,74,139,70,208,7,16,25,6,6,16,152,100,248,541,563,1100,64,81,149,404,408,814,178,200,380
POA2713,1123,1158,2279,457,248,704,118,266,386,40,46,81,16,21,37,633,581,1209,328,410,740,3,3.5,3.2,56.5,49.8,53.1,54.8,48.1,51.4,14,23,31,7,10,20,73,134,206,52,87,138,242,203,447,14,26,39,16,20,34,270,252,519,1027,1024,2050,168,181,349,747,733,1487,383,434,815
POA2714,1231,1280,2514,385,194,587,115,268,381,28,36,63,20,11,32,546,507,1056,565,635,1199,3.5,2.4,2.9,44.4,39.8,42.1,42.9,38.9,40.8,3,16,20,11,31,40,61,123,186,76,102,172,375,160,540,7,25,30,15,30,47,400,213,617,1102,1134,2234,161,173,332,737,770,1508,477,491,964
POA2715,565,549,1120,247,135,387,65,118,183,17,15,30,16,8,24,346,278,625,146,199,350,4.6,2.9,3.8,61.5,49.9,55.8,58.7,48.5,53.6,10,8,14,5,6,9,25,44,73,22,47,71,111,65,175,0,8,13,4,6,7,116,77,198,544,512,1059,66,67,129,418,413,828,168,142,308
POA2716,420,396,820,188,87,272,30,92,119,14,21,31,7,6,14,236,197,434,132,147,284,2.5,3,2.8,56.3,49.7,53.1,54.8,48.2,51.6,3,3,13,0,6,9,33,43,73,22,45,69,103,38,142,3,10,15,0,6,11,111,56,162,383,357,736,54,57,112,286,259,547,133,124,257
POA2717,520,483,996,160,79,231,43,77,122,11,13,32,17,15,33,235,189,421,196,204,395,8.1,8,8.1,45.1,38.9,42.1,41.4,35.8,38.7,5,4,10,0,7,5,20,32,47,19,38,54,93,44,143,4,9,15,4,11,14,101,66,171,453,412,866,43,44,90,331,302,629,141,142,279
