POA_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA2311,0,0,6,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,5,0,0,0,0,14,54,49,47,31,29,12,23,17,5,257
POA2312,0,0,3,0,6,6,0,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,17,63,65,80,61,45,20,27,39,5,401
POA2315,51,9,111,65,15,31,6,37,3,326,0,0,0,0,0,0,0,0,0,3,14,9,9,6,8,0,3,4,4,49,16,16,22,19,7,12,5,13,18,138,621,999,706,591,457,217,131,239,69,4028
POA2316,5,3,34,25,15,11,9,13,0,121,0,0,0,0,0,0,0,0,0,0,4,9,8,7,5,0,0,3,3,38,4,0,6,6,8,5,6,0,12,53,249,409,396,264,218,113,78,110,36,1875
POA2317,16,4,55,24,9,15,9,10,6,146,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,15,6,7,4,3,6,8,0,4,3,48,223,345,323,234,192,113,68,96,26,1622
POA2318,30,5,64,51,39,24,16,18,4,246,0,0,0,0,0,0,0,0,0,0,10,3,9,8,14,0,9,7,6,74,15,9,28,11,11,7,6,11,25,123,534,894,954,619,573,219,227,223,92,4346
POA2319,7,4,46,27,6,13,8,10,0,125,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,21,0,3,11,7,0,0,4,4,9,52,148,272,360,290,170,95,93,113,39,1575
POA2320,73,27,269,167,105,91,70,81,6,891,0,0,0,0,0,4,0,0,0,9,17,17,14,11,15,4,24,9,0,120,24,13,45,42,18,12,56,44,54,314,1699,2864,2480,1800,1476,628,928,629,181,12671
POA2321,45,11,124,77,47,33,29,23,5,390,0,0,0,5,0,0,0,0,0,5,3,4,14,19,11,3,9,3,0,69,16,17,29,24,21,6,35,25,26,199,767,1514,1358,933,898,332,534,335,104,6780
POA2322,43,10,134,89,62,51,40,45,8,473,0,0,0,3,0,0,0,0,0,5,13,11,9,14,17,4,22,12,0,104,17,10,30,28,20,9,20,41,36,201,808,1701,1491,1200,1037,388,510,481,116,7727
POA2323,50,12,145,98,49,47,34,69,0,513,0,0,0,0,0,0,0,8,0,14,10,10,19,15,12,7,12,10,4,106,13,19,17,26,31,10,19,33,29,192,959,2123,1570,1108,1018,417,456,476,108,8240
POA2324,45,15,138,75,41,44,29,47,3,442,0,0,0,0,0,0,0,0,0,0,6,9,8,7,12,6,17,11,6,92,21,10,46,27,20,21,36,42,30,246,708,1117,1230,964,801,356,401,449,93,6124
POA2325,71,18,221,155,62,52,64,79,11,733,0,0,0,0,0,6,0,0,0,7,10,4,15,7,7,0,13,17,8,89,16,23,33,28,26,18,37,35,34,256,856,1255,1619,1260,796,431,707,566,121,7613
POA2326,20,4,51,24,13,12,12,14,0,152,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,5,7,0,20,0,4,15,16,7,4,9,8,9,77,187,281,479,288,268,114,192,168,18,1984
POA2327,10,3,56,34,14,11,12,16,3,154,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,5,0,25,8,4,9,6,8,4,9,13,12,66,128,278,470,347,232,121,174,149,36,1928
POA2328,3,0,13,9,0,4,11,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,13,3,0,9,4,5,0,11,11,6,44,101,108,179,85,64,34,111,68,12,764
POA2329,6,0,6,8,4,4,0,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,12,5,0,0,0,0,0,10,6,33,129,76,65,58,47,24,51,55,10,517
POA2330,36,9,116,78,29,35,71,41,6,414,0,0,0,0,0,0,0,4,0,0,12,11,12,11,9,5,27,10,11,102,18,13,34,25,20,16,60,26,39,239,777,1161,1562,755,760,296,955,396,111,6788
POA2331,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,7,15,0,0,108,0,0,0,0,5,126
POA2333,12,0,56,36,23,24,33,26,0,215,0,0,0,0,0,0,0,0,0,3,5,0,18,3,6,0,14,4,5,63,10,6,21,6,6,11,29,18,30,142,328,579,970,422,389,173,552,283,64,3758
POA2334,7,0,22,14,4,12,8,12,0,82,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,7,0,0,20,3,0,5,4,0,0,6,4,10,39,105,161,283,157,96,57,127,58,17,1061
POA2335,27,6,52,26,18,10,26,25,0,188,0,0,0,0,0,0,0,0,0,0,6,3,4,8,5,8,9,0,0,36,3,4,16,6,10,4,14,17,17,84,359,542,692,318,337,117,359,160,50,2936
POA2336,5,0,15,9,0,4,9,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,11,9,0,6,0,0,0,4,0,0,17,93,110,184,74,62,22,106,72,15,742
POA2337,10,4,50,22,12,12,18,16,5,151,0,0,0,0,0,0,0,8,0,6,8,3,0,4,5,0,12,6,0,33,17,3,12,9,5,0,13,11,8,81,373,514,546,233,240,105,248,291,39,2580
POA2338,4,0,6,0,0,0,5,4,3,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,11,3,4,4,0,0,0,3,0,5,23,83,77,64,45,41,17,38,38,7,405
POA2339,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,3,55,33,22,12,14,4,10,23,0,169
POA2340,111,30,292,187,108,96,58,129,12,1029,0,4,0,0,0,4,0,5,0,29,19,29,21,25,23,6,23,23,8,174,53,28,61,56,50,49,42,101,51,491,2018,4198,2501,2194,1849,828,722,1263,199,15769
POA2341,0,0,5,3,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,21,39,50,47,25,11,41,24,4,257
POA2342,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,3,6,38,31,19,20,16,4,8,8,6,149
POA2343,11,4,16,11,3,5,10,7,0,70,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,4,0,15,8,3,10,5,6,4,16,7,3,66,246,247,159,150,136,57,129,110,13,1259
POA2344,0,0,4,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,60,44,42,17,24,19,12,11,0,237
POA2345,3,0,6,0,5,0,3,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,40,44,49,24,26,9,17,19,6,239
POA2346,3,0,13,4,0,4,8,8,0,44,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,6,6,3,0,5,8,3,39,110,129,115,103,77,42,75,71,12,736
POA2347,8,0,7,0,0,0,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,5,3,17,106,69,42,52,35,19,23,41,6,385
POA2350,49,6,154,56,28,42,11,44,4,393,0,0,0,0,0,0,0,0,0,9,17,35,10,13,18,8,6,11,0,113,16,21,26,19,21,13,16,21,22,183,1320,2949,1070,1068,973,381,216,594,111,8696
POA2352,4,4,17,12,9,3,0,0,0,52,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,5,3,0,7,0,3,0,3,0,4,32,106,183,185,147,116,48,45,74,12,906
POA2353,5,3,3,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,3,0,0,0,4,0,9,34,72,68,36,55,19,17,25,4,343
POA2354,11,0,12,8,0,0,0,7,0,43,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,12,21,5,11,3,3,5,0,11,0,48,357,166,102,100,105,47,44,103,17,1048
POA2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,7,38,28,16,24,18,11,10,12,5,154
POA2356,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,15
POA2357,14,0,10,6,10,6,8,6,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,6,0,3,3,0,3,0,8,0,35,200,219,121,139,96,51,43,86,12,968
POA2358,3,3,20,16,5,6,4,5,0,69,0,0,0,5,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,9,7,0,4,3,4,0,0,10,0,27,202,226,188,141,161,46,53,90,17,1117
POA2359,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,16,19,20,13,5,8,10,3,140
POA2360,21,6,60,45,14,27,10,33,0,206,0,0,0,0,0,0,0,0,0,7,14,6,3,3,0,3,8,15,0,45,30,4,11,19,15,35,9,45,5,169,523,833,568,615,363,252,144,382,53,3749
POA2361,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,17,65,30,16,33,12,4,10,15,10,194
POA2365,6,0,5,5,0,6,0,11,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,14,3,5,0,16,3,0,17,3,57,276,174,115,97,94,40,41,118,14,979
POA2369,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,12,18,18,17,34,4,8,7,23,3,127
POA2370,9,3,40,18,9,9,4,21,0,117,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,0,7,0,24,12,3,10,10,7,5,5,19,13,86,328,359,261,272,219,113,69,185,33,1851
POA2371,3,0,7,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,8,59,33,30,32,19,9,3,15,9,205
POA2372,15,0,25,7,12,6,0,6,6,75,0,0,0,0,0,0,0,0,0,0,4,0,0,7,5,4,0,0,0,15,14,7,11,3,3,0,7,9,15,70,254,244,165,148,137,63,59,95,31,1185
POA2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,45,7,0,9,6,0,5,16,3,97
POA2380,15,0,47,36,24,17,29,29,3,209,0,0,0,0,0,0,0,0,0,0,7,7,9,3,0,0,3,12,4,35,15,6,10,14,12,10,23,15,21,116,459,683,566,396,327,138,363,215,56,3195
POA2381,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,6,18,76,46,36,32,20,15,31,21,12,290
POA2382,0,0,5,4,6,0,10,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,6,4,16,57,39,59,33,35,10,59,34,6,328
POA2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,0,0,7,0,4,3,0,75
POA2387,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,6,5,4,3,0,6,10,0,59
POA2388,6,4,7,4,4,4,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,5,7,8,27,114,117,76,74,57,28,52,42,11,581
POA2390,22,0,39,19,16,13,10,14,0,138,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,5,3,0,17,12,5,17,18,9,10,18,12,7,118,401,560,411,289,291,116,240,158,38,2500
POA2395,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,9,44,24,10,21,6,5,7,18,6,135
POA2396,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,0,10,31,41,12,25,16,0,8,15,6,159
POA2397,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,11,0,5,10,4,11,5,0,66
POA2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,7,3,0,7,0,11,0,0,53
POA2399,3,0,0,4,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,43,20,23,17,13,3,14,21,0,159
POA2400,13,6,31,25,23,14,9,17,0,128,0,0,0,0,0,0,0,3,0,4,8,4,0,3,4,0,3,6,6,21,10,11,14,12,14,13,14,17,11,116,441,595,376,304,308,119,147,168,44,2490
POA2401,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,9,4,7,3,10,4,0,90
POA2402,9,3,10,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,3,18,69,90,59,51,46,19,21,34,8,386
POA2403,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,53,39,16,18,13,8,6,19,0,173
POA2404,11,0,5,4,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,4,0,0,0,0,0,0,9,0,13,97,74,40,50,39,16,16,41,0,366
POA2405,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,16,8,11,9,0,4,12,3,98
POA2406,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,15,45,34,15,32,17,0,12,21,3,182
POA2408,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,9,0,5,5,0,3,8,0,85
POA2409,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,13,36,21,14,23,16,3,13,17,0,143
POA2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,34,7,3,4,7,0,5,6,0,61
POA2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,3,0,0,4,0,42
POA2415,6,0,3,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,31,14,20,17,8,4,8,17,0,114
POA2420,10,0,22,10,3,6,12,6,0,77,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,7,0,9,9,3,0,7,7,5,48,201,240,211,154,118,52,74,84,11,1150
POA2421,9,0,11,5,4,0,0,4,0,36,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,3,0,0,14,4,0,4,5,3,0,5,3,0,25,132,155,154,72,98,28,41,40,14,742
POA2422,9,0,23,18,6,0,5,19,3,71,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,5,3,3,0,21,3,4,3,8,3,7,9,8,17,56,237,244,221,177,122,68,102,140,35,1339
POA2423,3,0,20,8,3,3,5,8,0,48,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,14,0,3,3,6,0,6,4,9,4,28,118,146,134,99,71,41,40,76,15,752
POA2424,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,26,12,12,10,3,3,19,5,106
POA2425,4,0,12,9,5,9,3,5,0,38,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,13,3,0,0,0,0,0,6,6,7,22,104,97,115,66,57,20,33,55,14,564
POA2426,4,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,13,40,41,40,41,22,9,7,12,11,210
POA2427,7,0,19,6,0,3,0,11,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,4,0,0,10,0,21,71,159,90,83,74,40,35,53,4,606
POA2428,44,12,173,103,34,52,15,56,7,489,0,0,0,4,0,0,0,4,0,3,8,13,16,12,6,3,4,11,0,71,23,17,32,44,19,32,16,35,32,243,645,1449,964,1013,609,381,150,408,104,5720
POA2429,13,0,53,21,11,17,11,25,0,145,0,0,0,0,0,3,0,0,0,5,3,4,7,0,0,4,6,4,0,33,17,0,20,17,4,11,6,14,9,103,370,492,401,436,221,142,139,208,42,2453
POA2430,66,10,171,108,62,53,10,73,10,573,0,0,0,0,0,0,0,4,0,11,4,16,17,25,12,7,11,11,8,106,24,24,51,46,31,42,32,55,38,330,998,2274,1391,1567,924,540,328,631,143,8804
POA2431,18,0,31,22,7,10,3,22,0,113,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,10,8,0,7,0,0,3,3,9,7,50,171,286,204,222,142,85,37,116,19,1281
POA2439,5,0,28,7,7,6,5,4,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,11,4,0,8,0,3,0,6,7,0,28,130,216,212,160,137,64,51,68,8,1042
POA2440,43,7,96,82,27,36,16,42,5,349,0,4,0,5,0,0,0,0,0,9,6,6,15,13,3,6,8,6,0,71,20,17,31,45,13,25,31,40,37,259,623,1130,774,1050,546,288,246,432,104,5198
POA2441,11,0,14,18,6,4,3,14,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,6,9,10,0,0,6,6,4,45,189,251,184,183,119,51,59,108,21,1163
POA2443,8,8,58,21,12,10,5,17,0,142,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,19,10,3,14,9,4,14,4,12,9,80,228,412,335,311,140,106,76,150,30,1784
POA2444,137,34,343,184,127,99,33,110,14,1090,3,3,0,8,6,5,0,6,0,24,30,37,25,30,26,13,16,10,9,193,41,36,48,49,42,44,19,34,70,379,1888,4763,2233,2333,1892,886,370,806,215,15390
POA2445,16,4,42,39,24,18,0,17,0,150,0,0,0,0,3,0,0,0,0,9,0,6,0,3,0,0,4,6,0,23,3,3,7,6,4,5,3,15,7,52,258,610,343,329,264,115,70,143,28,2162
POA2446,26,11,84,57,36,29,8,35,3,307,0,0,0,3,0,0,0,0,0,3,9,12,0,3,4,5,6,5,0,40,15,15,16,16,14,11,15,24,23,153,536,887,813,717,571,248,197,270,72,4304
POA2447,19,7,43,28,15,13,3,16,5,141,0,4,0,0,0,0,0,5,0,7,8,3,4,0,4,0,0,11,0,35,14,3,16,6,15,11,3,15,9,87,277,424,302,310,205,99,67,181,31,1903
POA2448,13,5,43,34,15,17,7,21,0,158,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,8,4,27,13,8,8,19,13,8,9,19,14,109,270,540,323,396,229,111,78,179,35,2156
POA2449,4,0,12,8,0,3,0,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,10,7,0,0,0,0,0,3,0,4,20,72,87,72,93,45,27,21,43,8,463
POA2450,123,26,304,175,121,103,34,110,16,998,0,0,3,0,0,3,0,9,0,22,26,36,22,26,20,6,12,29,10,187,53,32,51,51,47,34,22,67,59,418,1769,3920,2096,2053,1831,859,419,981,190,14125
POA2452,31,8,111,75,24,30,9,49,3,345,0,0,0,0,0,0,0,5,0,6,11,6,4,6,9,8,3,6,9,51,13,12,25,13,10,9,10,22,25,134,487,1171,652,747,502,283,145,322,65,4385
POA2453,4,0,7,4,5,8,6,9,0,37,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,9,10,0,4,6,0,5,0,3,6,35,186,160,76,72,68,41,27,70,9,714
POA2454,16,3,39,18,9,13,0,14,10,132,0,0,0,0,0,0,0,0,0,0,9,11,8,6,7,0,3,0,0,46,7,11,11,11,8,3,5,8,6,75,328,868,356,353,245,118,67,152,35,2511
POA2455,10,0,15,9,3,5,0,6,0,59,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,4,3,8,9,0,0,4,0,5,35,110,210,146,126,82,45,37,54,8,817
POA2456,37,10,97,70,37,31,6,39,5,331,0,0,0,0,0,0,0,3,0,6,25,14,11,8,11,4,3,15,0,85,25,20,18,21,9,14,7,66,26,206,696,1318,780,762,576,246,151,509,68,5111
POA2460,47,14,146,112,58,37,28,63,6,509,0,0,0,0,0,0,0,0,0,5,12,10,12,8,14,6,16,16,4,103,38,14,27,54,17,22,27,52,33,285,878,1613,1103,1404,933,402,388,616,125,7464
POA2462,11,4,18,8,0,0,0,4,0,50,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,9,0,0,6,0,4,6,29,75,114,104,112,71,40,34,62,17,622
POA2463,20,3,43,25,8,13,15,20,4,150,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,4,4,0,30,15,9,9,5,3,0,0,13,6,68,287,480,314,317,212,103,100,190,47,2064
POA2464,11,4,53,34,15,8,0,16,0,151,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,6,3,0,0,21,16,5,7,3,6,4,3,6,12,60,250,495,286,255,187,99,46,145,25,1796
POA2465,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,12,14,26,10,10,3,4,10,0,93
POA2466,0,0,9,4,0,5,3,9,0,19,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,5,0,5,0,6,0,20,26,64,63,46,27,19,17,39,0,295
POA2469,15,3,9,10,9,7,4,11,0,58,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,20,9,3,3,3,0,0,4,11,11,47,192,147,100,129,81,37,49,119,29,886
POA2470,22,5,82,61,25,30,10,48,0,281,0,0,0,0,0,0,0,4,0,3,7,4,3,5,4,3,4,11,0,44,16,7,17,22,12,11,20,41,12,153,436,565,584,610,437,221,197,431,41,3521
POA2471,4,4,14,11,0,4,0,5,4,41,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,7,4,3,3,3,0,5,5,7,11,31,120,124,127,121,61,21,32,62,16,692
POA2472,0,0,6,5,0,3,0,8,0,27,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,6,4,14,0,0,3,0,0,0,0,6,3,15,70,105,108,78,51,22,31,68,15,555
POA2473,10,4,19,8,9,10,3,6,0,61,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,4,0,0,0,0,3,0,9,6,26,100,211,110,132,86,39,36,66,12,795
POA2474,16,0,28,18,6,6,5,21,5,105,0,0,0,0,0,0,0,0,0,0,6,7,6,4,0,4,5,0,0,26,11,3,10,3,4,0,0,7,10,55,248,349,247,228,169,64,62,130,36,1537
POA2475,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,7,10,3,0,6,4,0,52
POA2476,0,0,0,0,3,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,0,0,4,0,0,0,3,3,17,41,38,20,26,15,6,11,25,10,187
POA2477,28,5,82,53,26,20,12,28,0,253,0,0,0,0,0,0,0,0,0,0,8,12,3,4,10,3,0,9,3,61,9,13,17,9,8,9,13,16,17,118,613,1182,636,579,482,185,143,270,52,4142
POA2478,101,9,255,119,54,64,19,64,10,699,0,0,0,0,0,0,0,0,0,6,12,22,13,13,17,15,3,16,6,120,40,35,48,34,33,23,18,31,39,297,1434,3131,1555,1399,1083,619,260,575,126,10177
POA2479,23,3,33,23,6,5,0,9,0,98,0,0,0,0,0,0,0,0,0,0,15,15,4,8,3,4,0,5,0,48,13,9,11,6,0,0,0,9,10,61,464,716,213,186,160,106,33,101,49,2022
POA2480,81,18,258,130,69,74,32,92,5,761,0,4,3,6,0,0,0,3,0,15,34,28,24,24,25,9,11,23,9,187,51,38,51,50,40,39,22,58,47,400,1830,4111,2024,2097,1662,753,481,1073,196,14229
POA2481,52,11,160,58,22,20,9,29,6,369,0,0,0,0,0,0,0,6,0,0,20,14,10,8,7,3,8,11,3,82,27,24,31,15,0,11,3,21,39,169,966,1558,699,668,353,303,91,352,135,5121
POA2482,15,7,37,12,0,12,3,7,0,96,0,0,0,0,0,0,0,0,0,0,14,8,6,4,4,3,0,3,0,40,3,10,10,4,0,11,3,4,8,58,314,714,313,283,155,125,40,137,42,2114
POA2483,28,12,98,47,15,19,6,27,3,256,0,0,0,0,0,0,0,0,0,6,10,11,11,9,0,5,0,5,0,57,8,10,22,12,6,5,6,11,30,113,537,1175,641,510,331,211,102,255,86,3849
