POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2092,774,49,51,0,0,876,900,56,25,0,0,988,178,34,35,0,0,248,26,9,0,0,0,40,4,4,0,0,0,4,37,6,6,0,0,51,9,15,0,0,0,22,0,0,0,0,0,0,253,70,43,0,0,367,18,0,0,0,0,21,18,0,5,0,0,19,1964,182,116,0,3,2267
POA2093,1961,338,546,12,0,2854,2017,322,765,14,0,3117,330,196,1235,33,3,1789,22,30,57,0,0,106,4,5,14,0,0,26,103,38,179,10,0,327,6,0,14,0,0,15,9,5,4,0,0,11,460,269,1502,38,3,2277,34,8,50,0,0,86,29,9,23,0,0,59,4499,934,2882,69,5,8394
POA2094,276,199,325,0,0,805,286,181,252,0,0,713,46,126,502,0,0,677,0,0,6,0,0,6,0,0,3,0,0,3,16,25,104,3,0,150,0,0,0,0,0,0,0,0,6,0,0,3,64,150,623,5,4,844,9,4,14,0,0,28,0,5,11,0,0,14,635,538,1223,5,6,2407
POA2095,414,284,1245,0,3,1950,223,226,813,0,0,1265,90,158,2455,17,6,2719,3,5,121,0,0,127,0,22,38,0,0,64,39,58,516,10,0,624,0,10,27,0,0,38,0,4,13,0,0,22,131,257,3168,28,4,3585,15,23,71,0,0,108,8,3,48,0,0,63,790,799,5352,30,5,6973
POA2096,961,90,599,0,0,1649,1006,62,814,3,3,1883,194,58,1425,6,9,1692,0,21,24,0,0,45,6,6,3,0,0,13,95,25,257,0,0,373,10,0,10,0,0,21,5,0,0,0,0,10,306,115,1722,9,9,2149,25,0,52,0,0,80,18,3,27,0,4,53,2304,265,3215,14,11,5811
POA2097,1480,81,411,6,0,1978,1571,53,456,3,0,2085,272,34,636,15,0,954,0,0,0,0,0,4,0,0,0,0,0,3,111,7,101,5,0,228,8,0,11,0,0,16,3,0,0,0,0,4,400,43,755,14,4,1216,33,5,53,0,0,96,23,0,11,0,0,38,3510,184,1695,23,3,5413
POA2099,2475,252,1542,0,5,4282,2783,181,2287,3,3,5259,654,114,3636,15,9,4435,105,178,117,0,0,398,41,61,74,0,0,175,287,40,569,3,6,906,29,38,40,0,3,117,14,3,22,0,0,41,1127,440,4471,24,14,6070,52,158,275,0,3,488,63,29,115,6,3,215,6505,1063,8681,30,30,16318
POA2100,2011,138,155,0,0,2311,2415,177,441,0,9,3039,519,102,457,13,5,1102,5,10,57,0,0,74,41,22,51,0,0,125,200,26,95,5,0,325,16,3,8,0,0,32,6,0,10,0,0,18,796,166,688,17,9,1680,49,28,47,0,0,117,42,8,19,0,4,67,5318,511,1351,25,22,7211
POA2101,1612,217,661,8,3,2496,1651,69,599,8,4,2333,330,66,929,12,3,1339,0,29,7,0,0,43,5,51,43,0,0,100,202,29,183,3,7,427,20,25,12,3,0,63,5,6,5,0,0,21,567,206,1189,23,16,1997,61,244,114,0,0,424,33,23,30,0,0,80,3920,755,2595,37,26,7328
POA2102,497,215,146,0,4,859,711,323,212,0,3,1252,131,85,145,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,42,29,31,0,0,103,7,8,5,0,0,21,0,0,0,0,0,0,175,123,188,0,0,486,33,17,53,0,0,102,9,3,5,0,4,16,1418,681,602,0,8,2712
POA2103,1019,336,424,12,0,1792,816,152,217,6,0,1192,164,91,332,17,3,606,6,0,0,0,0,4,0,0,24,0,0,26,91,43,81,6,3,219,4,0,11,0,0,16,5,0,0,0,0,3,261,135,450,18,3,872,10,7,54,4,0,76,26,3,15,0,0,45,2129,636,1158,40,13,3974
POA2104,453,149,134,0,3,736,339,29,12,0,0,378,48,10,6,0,0,63,0,0,0,0,0,0,0,9,3,0,0,11,19,3,4,0,0,29,0,0,0,0,0,4,0,0,0,0,0,6,69,22,18,3,0,107,11,141,121,0,0,277,8,22,21,0,0,47,878,359,301,3,3,1544
POA2105,344,6,10,3,5,371,282,0,4,0,0,293,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,33,0,0,0,0,0,0,6,0,0,0,0,6,69,0,0,0,0,68,5,0,0,0,0,7,7,0,0,0,0,9,705,11,18,3,11,739
POA2106,983,141,287,14,0,1425,981,48,241,10,0,1288,164,33,330,29,0,560,0,0,0,0,0,0,0,27,0,0,0,27,106,14,86,0,0,205,3,0,9,0,0,15,4,0,6,0,0,10,279,78,424,30,0,816,16,3,17,0,0,34,16,3,4,0,0,25,2271,274,974,60,3,3584
POA2107,2129,120,181,0,4,2434,1916,19,118,0,0,2062,344,16,149,0,4,511,0,0,0,0,0,0,0,0,0,0,0,0,150,5,53,0,3,209,5,0,3,0,0,13,3,0,0,0,0,3,498,19,206,0,7,734,33,6,3,0,0,42,30,11,3,0,0,42,4616,168,515,4,13,5316
POA2108,362,3,29,0,0,394,161,0,6,0,0,170,60,0,14,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0,34,4,0,0,0,0,3,0,0,0,0,0,0,88,0,23,0,0,113,11,0,3,0,0,17,6,0,0,0,0,10,628,8,63,0,0,704
POA2110,1113,147,116,4,0,1380,863,108,69,0,0,1040,156,73,168,0,0,399,4,0,70,0,0,75,0,0,73,0,0,72,58,14,24,0,0,104,9,0,0,0,0,7,0,0,3,0,0,3,222,92,345,0,0,663,30,4,55,0,3,91,18,4,3,0,3,27,2251,361,581,4,9,3206
POA2111,1258,296,268,0,0,1824,1133,238,618,3,0,1992,253,199,1266,6,0,1721,3,21,181,0,0,202,0,5,72,0,0,76,72,25,103,3,0,201,12,0,0,0,0,17,6,0,3,0,0,9,343,247,1630,6,0,2228,36,9,24,0,0,67,28,0,27,0,0,50,2799,799,2558,13,5,6165
POA2112,2562,423,690,0,0,3677,2293,433,1701,0,0,4424,728,347,3659,4,11,4750,65,119,90,0,0,275,41,35,83,0,0,160,230,65,296,0,0,603,22,9,32,0,6,65,5,0,20,0,0,28,1095,584,4190,3,14,5883,70,18,162,0,0,238,51,16,87,0,0,153,6065,1461,6822,8,17,14376
POA2113,1580,237,469,0,5,2293,1405,303,1249,4,0,2958,410,342,3357,0,4,4114,35,57,75,0,0,173,19,37,86,0,8,154,129,40,338,0,9,519,11,17,56,0,9,101,6,4,13,0,0,23,605,505,3929,0,35,5080,34,33,107,0,0,183,33,11,45,4,4,101,3671,1094,5797,6,40,10611
POA2114,1699,216,596,6,0,2524,1442,276,1227,0,0,2939,457,218,2723,37,4,3433,33,34,52,0,0,119,12,34,49,0,0,97,129,28,256,8,5,420,10,12,23,0,0,46,3,0,3,0,0,9,648,324,3106,47,8,4128,55,13,64,0,0,132,33,8,54,0,0,99,3877,840,5041,52,8,9823
POA2115,768,135,32,0,0,937,882,339,185,0,0,1414,400,161,341,9,4,913,278,117,136,0,0,534,14,17,10,0,0,42,84,24,26,0,0,136,105,85,9,0,0,202,0,5,0,0,0,5,881,407,518,6,8,1828,19,5,12,0,0,37,32,12,13,0,0,60,2579,904,767,10,10,4274
POA2116,388,139,22,0,0,554,518,246,96,0,0,862,200,252,146,0,0,597,146,98,52,0,3,298,9,12,12,0,0,36,48,40,17,0,0,107,3,3,0,0,0,10,0,3,6,0,0,8,412,413,232,0,4,1057,9,12,5,0,0,29,13,14,0,0,0,32,1339,822,348,0,4,2524
POA2117,1464,423,107,0,0,2000,1465,954,190,0,0,2613,590,660,267,9,0,1527,236,229,251,0,3,717,10,22,101,0,0,138,126,95,34,0,4,261,18,59,5,0,0,88,4,0,5,0,0,4,986,1066,661,9,5,2736,51,37,13,0,0,99,53,41,26,0,0,116,4018,2529,999,12,15,7568
POA2118,2287,228,228,0,0,2746,1894,421,731,0,0,3053,729,335,1377,0,0,2446,34,28,44,0,0,102,3,13,20,0,0,36,167,51,101,0,0,317,23,21,16,0,0,58,6,0,3,0,0,14,960,445,1560,0,0,2974,50,8,112,0,0,176,50,14,42,0,0,108,5243,1120,2676,0,9,9049
POA2119,1595,109,108,0,0,1814,1408,45,75,0,5,1529,281,27,179,0,0,498,0,0,3,0,0,3,0,4,23,0,4,33,66,3,23,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,354,41,237,0,3,637,28,5,16,0,0,50,26,5,7,0,4,35,3402,201,440,4,15,4058
POA2120,2325,193,78,0,0,2602,2489,260,171,0,0,2920,541,165,289,5,3,1004,27,60,17,0,0,104,20,35,19,0,0,77,141,30,34,0,0,210,15,4,5,0,0,20,3,0,0,0,0,3,742,298,357,3,9,1413,53,44,18,0,0,120,35,5,8,0,0,45,5648,805,625,6,8,7092
POA2121,2671,290,520,0,0,3489,2097,330,1133,0,10,3561,636,351,2741,0,8,3739,9,15,22,0,0,46,7,10,44,0,0,65,198,47,288,0,3,533,37,9,44,0,0,98,4,4,7,0,0,17,899,433,3159,0,15,4495,64,24,83,0,0,175,49,16,47,0,3,121,5783,1092,4943,0,28,11837
POA2122,2220,735,405,4,0,3368,1621,1001,502,10,3,3142,558,1024,1417,24,10,3031,50,230,43,0,0,319,37,95,30,0,0,165,265,167,204,7,9,647,47,26,29,4,0,107,7,7,11,0,0,26,965,1549,1730,34,15,4290,73,54,178,0,0,316,57,42,43,5,4,149,4946,3376,2868,49,27,11255
POA2125,2215,87,14,0,0,2319,2041,124,16,0,0,2187,366,49,36,0,0,452,9,17,6,0,0,31,4,16,29,0,0,45,88,13,3,0,0,105,8,4,5,0,0,10,0,0,0,0,0,3,466,95,82,0,0,643,27,26,22,0,0,72,28,5,7,0,0,38,4772,343,147,0,0,5258
POA2126,2017,321,12,0,0,2347,2169,373,9,0,0,2549,496,209,12,0,0,720,0,4,0,0,0,0,4,9,8,0,0,20,79,29,7,0,0,118,10,6,0,0,0,17,0,0,0,0,0,0,589,258,32,0,0,881,29,64,28,0,0,119,34,11,0,0,0,46,4841,1023,74,4,0,5942
POA2127,229,100,766,0,6,1098,358,146,2648,0,18,3171,127,74,4820,0,37,5052,0,0,11,0,0,9,0,0,23,0,0,21,24,4,364,0,3,399,12,9,90,0,0,106,0,0,21,0,0,21,157,86,5336,0,39,5609,8,0,80,0,0,91,6,0,63,0,0,72,751,337,8887,0,62,10041
POA2128,74,10,20,0,0,101,81,75,124,0,0,279,62,70,198,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,12,4,23,0,0,38,10,0,3,0,0,15,0,6,5,0,0,5,80,80,224,0,5,384,6,5,0,0,0,10,6,3,4,0,0,13,241,167,379,0,5,789
POA2130,289,144,218,0,0,654,220,200,443,0,0,861,75,150,1055,0,7,1285,0,0,23,0,0,19,0,0,42,0,0,42,17,25,126,0,0,161,4,0,10,0,0,12,0,0,4,0,0,6,99,175,1255,3,7,1534,5,11,17,0,0,34,9,3,20,0,0,26,609,528,1961,3,8,3109
POA2131,968,180,914,8,0,2069,606,234,1272,0,0,2114,273,204,3316,25,5,3820,6,3,93,0,0,104,7,4,108,0,0,125,89,34,403,11,5,550,23,3,39,6,0,71,0,0,14,0,0,12,403,255,3978,38,13,4683,33,14,234,0,0,282,29,0,86,0,0,117,2047,682,6474,42,14,9266
POA2132,979,175,113,6,0,1279,671,234,251,4,0,1160,232,153,426,13,0,817,6,14,64,0,0,83,9,5,9,0,0,24,58,31,34,8,0,133,7,9,9,0,0,29,0,0,0,0,0,3,318,207,540,21,0,1087,33,12,80,0,4,126,27,3,4,0,0,41,2032,636,997,34,4,3691
POA2133,848,395,114,0,0,1358,677,370,204,0,0,1253,221,192,493,15,0,914,8,82,65,0,0,155,3,5,9,0,0,19,76,36,41,0,0,155,7,6,7,0,0,16,0,0,4,0,0,4,308,326,619,11,0,1263,23,16,3,0,0,48,17,6,10,0,0,37,1885,1110,952,18,4,3966
POA2134,704,217,414,0,3,1338,334,134,669,6,0,1139,206,161,2587,54,38,3056,3,34,112,0,0,149,4,0,50,0,0,59,85,44,382,3,9,520,20,18,117,0,3,158,4,6,18,0,0,27,325,256,3270,62,52,3967,31,9,101,0,0,146,26,9,83,0,7,126,1427,629,4536,66,59,6721
POA2135,1932,102,428,4,0,2463,1286,96,632,4,0,2030,388,135,2530,20,15,3085,19,6,96,0,0,126,5,0,29,0,4,38,126,21,261,9,0,422,26,4,49,0,0,78,0,0,20,0,0,23,573,168,2983,22,23,3768,61,18,104,0,0,182,43,11,80,0,7,137,3893,394,4227,39,34,8581
POA2136,604,170,74,0,0,850,471,184,243,0,0,901,162,93,405,15,3,677,0,55,26,0,0,80,3,8,13,0,0,24,37,23,39,0,0,106,10,5,5,0,0,19,0,0,4,0,0,5,210,180,492,13,0,901,16,19,8,0,0,37,24,8,10,0,0,42,1327,563,826,9,7,2732
POA2137,2253,285,1241,17,0,3799,1487,313,1080,27,0,2911,504,196,1902,73,6,2681,15,68,49,0,0,128,14,15,29,0,0,56,118,31,171,19,0,336,12,39,78,3,0,134,4,0,6,0,0,8,663,350,2234,98,13,3349,41,11,67,7,0,123,46,14,36,3,0,103,4484,977,4659,143,18,10281
POA2138,898,95,568,3,0,1565,604,161,1515,10,0,2291,230,134,2825,7,5,3198,10,12,27,0,0,47,0,5,19,0,0,25,57,19,284,3,3,368,6,10,73,0,3,99,0,0,10,0,0,12,303,181,3235,14,10,3743,19,7,60,0,0,88,19,8,75,0,0,97,1848,451,5456,22,10,7793
POA2140,294,46,418,4,0,754,201,69,1922,9,4,2201,132,98,3469,26,16,3743,3,19,98,0,0,120,0,9,24,0,0,31,32,17,324,0,4,373,8,3,147,0,11,168,0,0,20,0,0,23,174,150,4081,30,29,4463,11,8,71,0,0,93,18,4,99,0,7,128,697,272,6593,40,40,7641
POA2141,1890,280,334,0,3,2503,1381,581,1213,3,0,3185,808,446,2057,20,12,3351,55,102,76,0,0,233,15,12,43,0,0,66,289,90,260,12,10,655,72,28,55,5,0,167,15,4,10,0,0,35,1260,680,2501,35,25,4507,66,27,67,0,0,155,91,28,68,0,0,189,4690,1591,4186,48,25,10538
POA2142,1074,129,302,3,0,1511,960,284,898,4,3,2149,592,262,2519,4,17,3394,172,158,361,0,3,705,18,36,90,0,4,152,258,54,219,0,5,539,87,10,52,0,3,152,9,0,21,0,0,33,1133,537,3261,4,39,4970,91,12,53,9,0,160,93,20,79,0,4,193,3348,984,4591,24,47,8990
POA2143,719,33,65,0,0,825,617,69,167,4,3,855,323,50,303,11,0,684,116,22,108,0,0,245,14,14,8,0,0,36,109,10,33,4,0,155,39,4,8,0,0,59,5,0,10,0,0,13,603,100,466,14,3,1183,32,3,11,0,0,49,43,4,12,0,0,53,2012,206,728,16,5,2969
POA2144,1675,183,521,8,0,2382,1321,295,941,7,4,2563,831,275,2705,10,14,3838,55,154,220,0,0,428,15,38,84,0,0,143,319,63,325,6,3,718,146,27,122,0,4,311,16,4,20,0,0,48,1385,565,3483,17,29,5477,96,25,75,3,0,198,134,34,170,0,6,354,4615,1102,5189,38,49,10982
POA2145,5241,806,462,0,7,6517,5334,1910,1965,0,13,9222,2522,1562,4747,0,35,8868,326,574,445,0,4,1352,41,73,244,0,0,357,567,202,322,0,4,1097,90,64,44,0,0,202,17,10,23,0,0,57,3559,2494,5826,4,53,11930,156,93,141,0,0,395,213,97,132,0,7,446,14510,5401,8536,3,69,28521
POA2146,1471,129,39,0,0,1637,1574,514,382,0,4,2472,655,366,472,0,12,1504,27,186,22,0,0,245,10,22,36,0,0,69,156,26,46,0,0,233,26,3,3,0,0,32,9,0,0,0,0,8,881,613,581,3,11,2090,49,10,21,0,0,78,46,15,21,0,0,89,4016,1277,1046,9,14,6354
POA2147,3577,73,41,5,0,3688,4379,196,132,5,0,4708,1987,163,161,16,9,2333,486,312,183,0,0,983,28,47,18,0,0,94,437,19,37,4,4,494,45,8,5,0,0,53,22,3,5,0,0,32,3002,547,407,21,15,3990,106,18,21,0,0,142,127,22,23,0,6,174,11196,847,623,30,16,12716
POA2148,4633,350,138,0,0,5125,5465,1353,602,0,3,7422,3719,1072,1551,0,17,6362,339,293,245,0,0,884,41,51,71,0,0,156,852,142,162,0,4,1165,166,28,31,0,0,222,23,29,10,0,0,65,5144,1614,2069,0,27,8856,166,60,25,0,0,259,234,72,62,0,4,373,15644,3457,2895,3,38,22040
POA2150,366,110,811,15,0,1301,232,158,1984,27,3,2400,274,290,7374,82,21,8039,13,68,283,0,0,367,7,8,142,0,0,147,106,55,683,18,3,867,12,6,98,3,3,120,8,5,35,0,0,43,416,437,8611,98,32,9591,19,15,89,0,3,122,23,16,165,4,7,204,1063,726,11650,140,45,13624
POA2151,1398,148,317,0,0,1864,1333,354,671,0,0,2358,424,334,1643,3,4,2407,104,116,151,0,0,377,14,21,61,0,0,101,111,39,146,5,0,299,14,0,14,0,0,29,3,0,9,0,0,13,678,515,2019,6,0,3223,49,9,93,0,3,157,34,10,37,0,0,83,3489,1039,3142,6,8,7680
POA2152,801,173,152,0,0,1125,872,329,335,0,0,1531,291,206,535,0,0,1033,40,61,57,0,0,162,6,32,35,0,0,70,66,29,27,0,0,119,9,0,3,0,0,10,0,0,5,0,0,6,418,323,655,0,4,1400,24,12,210,0,0,246,18,10,21,0,0,50,2131,844,1369,0,5,4351
POA2153,5941,544,502,0,4,6988,7165,896,659,0,17,8739,1770,669,1122,0,10,3562,37,35,5,0,0,77,8,13,18,0,0,38,357,77,96,0,0,530,27,16,8,0,0,58,9,4,5,0,0,17,2202,810,1263,0,9,4280,116,72,194,0,0,387,118,32,52,0,0,203,15540,2354,2667,0,32,20591
POA2154,3878,317,431,0,0,4632,4170,442,329,0,0,4940,1184,418,843,0,0,2439,8,45,0,0,0,52,12,35,64,0,0,110,221,55,81,0,0,361,26,16,17,0,0,49,3,9,17,0,0,22,1444,563,1015,0,3,3032,173,87,233,0,0,493,88,20,25,0,0,127,9748,1436,2026,0,7,13224
POA2155,4018,170,236,0,6,4428,10760,677,637,0,17,12090,2927,605,1361,0,19,4910,16,0,12,0,0,24,7,4,16,0,0,30,343,51,84,0,0,473,121,14,10,0,0,142,12,4,4,0,0,15,3419,678,1476,0,18,5590,167,6,88,0,0,261,143,7,19,0,0,166,18502,1532,2455,0,50,22542
POA2156,1689,171,22,0,6,1885,1516,85,8,0,0,1605,180,14,6,0,0,203,0,5,0,0,0,3,0,6,5,0,0,9,86,11,7,0,0,106,8,3,0,0,0,14,3,0,0,0,0,5,277,39,19,0,0,341,43,264,16,0,0,331,32,15,4,0,0,54,3567,567,68,0,7,4208
POA2157,472,3,5,0,0,470,515,0,0,0,0,516,98,0,3,0,5,107,0,0,0,0,0,0,0,0,0,0,0,0,59,0,3,0,0,63,7,0,0,0,0,10,0,0,0,0,0,0,168,0,3,0,4,182,24,0,0,0,0,23,15,0,0,0,0,17,1192,9,7,0,4,1209
POA2158,1012,75,140,30,0,1265,904,85,13,4,0,1013,194,51,9,8,0,263,0,0,0,0,0,0,0,0,0,0,0,0,82,6,11,0,0,92,11,0,0,20,0,30,0,0,0,0,0,0,291,55,20,25,7,394,62,12,12,0,0,88,21,4,5,0,0,32,2301,230,196,64,7,2794
POA2159,673,31,31,0,0,737,577,10,11,3,4,599,81,4,9,0,0,94,0,0,0,0,0,0,0,3,4,0,0,9,77,0,4,0,3,87,7,0,5,0,0,15,0,0,0,0,0,0,174,12,21,0,7,211,35,27,36,0,0,93,17,3,5,0,3,22,1473,71,100,4,8,1658
POA2160,2156,243,379,0,0,2787,1873,573,779,14,5,3234,1054,472,2158,31,29,3739,113,204,371,0,4,694,20,53,167,0,0,240,334,75,218,6,3,632,113,27,58,7,3,212,25,9,27,0,0,59,1651,844,2996,41,36,5578,111,39,80,0,0,227,147,44,119,3,4,320,5937,1740,4355,62,49,12139
POA2161,1862,179,136,0,0,2178,2032,432,412,0,9,2872,1051,299,979,4,19,2344,167,371,307,0,0,849,23,130,137,0,0,294,393,80,116,4,12,603,142,24,33,5,9,208,21,6,5,0,0,29,1803,913,1580,6,37,4334,100,31,27,0,0,159,131,39,43,0,0,219,5925,1593,2194,9,44,9770
POA2162,1401,130,79,6,0,1609,1305,254,154,0,0,1714,653,133,210,0,7,1008,295,163,184,0,0,648,21,38,32,0,0,94,252,37,44,9,4,339,73,10,18,3,5,100,9,4,9,0,0,22,1301,388,498,8,15,2207,82,14,13,0,0,112,103,18,20,0,3,140,4194,802,760,12,21,5787
POA2163,434,26,111,5,0,583,511,51,154,8,0,727,249,25,285,21,0,584,469,54,303,0,0,826,23,4,35,0,0,62,110,12,42,8,4,169,29,0,19,5,0,50,5,0,3,0,0,15,885,91,682,28,11,1704,49,4,14,3,0,65,46,3,29,0,0,89,1925,177,996,47,10,3160
POA2164,1964,80,9,12,0,2066,1617,197,31,0,6,1856,1034,216,131,4,9,1394,129,100,160,0,0,381,23,18,48,0,0,83,248,30,29,3,0,307,98,9,17,37,0,166,7,5,6,0,0,18,1541,364,382,46,8,2346,85,9,10,0,0,103,67,10,15,0,0,98,5274,662,456,60,19,6473
POA2165,2829,272,292,0,3,3394,2077,522,385,3,6,2989,1759,686,1648,9,39,4146,184,329,352,0,4,858,33,55,247,0,0,336,470,99,169,0,4,741,177,40,69,0,10,296,43,13,21,0,0,79,2662,1221,2513,12,53,6457,119,22,36,0,0,177,167,33,68,0,3,273,7859,2064,3299,12,59,13296
POA2166,3375,560,669,3,0,4618,2589,700,575,3,6,3877,1581,635,1627,12,27,3873,387,468,106,0,0,965,34,108,63,0,0,207,635,175,293,8,6,1117,227,52,93,0,7,372,23,10,27,0,0,59,2891,1446,2208,19,46,6608,164,55,60,3,0,292,205,63,104,0,0,372,9230,2836,3609,36,52,15757
POA2167,568,135,15,0,0,715,1006,306,20,0,3,1336,509,274,26,5,0,815,0,125,0,0,0,124,0,3,0,0,0,6,83,24,4,0,0,112,24,7,0,0,0,29,4,0,0,0,0,3,620,432,35,6,0,1093,14,22,5,0,0,37,26,16,3,0,0,44,2233,907,75,7,5,3228
POA2168,2965,190,35,0,0,3196,3731,376,54,0,0,4164,1669,234,99,0,7,1998,1086,299,672,0,8,2062,75,47,149,0,0,272,456,54,36,0,0,554,156,6,18,0,0,184,24,6,8,0,0,36,3469,639,984,0,14,5111,112,17,30,0,0,155,227,24,41,0,0,294,10504,1243,1143,5,23,12916
POA2170,6769,598,862,5,9,8238,8808,1446,1704,3,9,11968,3391,1433,5468,22,35,10339,701,710,606,0,9,2022,86,159,243,0,6,492,769,141,380,3,8,1303,208,48,114,0,0,377,42,14,45,0,0,97,5196,2494,6845,24,62,14622,242,162,160,6,4,576,369,93,221,0,3,687,21382,4796,9791,31,84,36089
POA2171,2274,54,3,0,0,2336,5466,259,11,0,4,5744,1231,232,20,0,0,1483,34,9,0,0,0,38,20,12,0,0,0,30,254,28,11,0,3,298,128,3,0,0,0,139,7,0,0,0,0,12,1675,285,33,0,9,2004,82,5,5,0,0,88,127,8,0,0,0,138,9630,613,55,0,13,10309
POA2172,288,0,6,0,0,288,426,0,0,0,0,426,49,0,0,0,0,55,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,18,33,30,0,0,0,66,0,0,0,0,0,0,108,35,5,0,0,143,6,0,0,0,0,6,7,0,0,0,0,7,829,36,10,0,0,879
POA2173,975,33,4,0,0,1012,1758,171,6,0,0,1934,737,139,7,0,0,882,25,0,0,0,0,28,8,0,0,0,0,8,93,11,3,0,0,107,299,5,0,0,0,299,0,0,0,0,0,0,1163,154,8,0,0,1325,22,4,0,0,0,30,32,0,0,0,0,35,3949,363,14,0,0,4329
POA2174,243,19,17,0,3,274,1718,87,120,0,10,1936,633,99,160,0,5,891,9,0,5,0,0,10,0,0,0,0,0,0,53,11,26,0,0,84,67,0,0,0,0,71,6,0,0,0,0,6,772,103,188,0,5,1066,25,0,10,0,0,33,38,0,4,0,0,42,2792,205,332,0,19,3349
POA2175,269,0,5,0,0,269,132,0,0,0,0,133,47,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,22,5,0,0,0,0,4,4,0,0,0,0,4,83,0,0,3,3,88,10,0,0,0,0,16,10,0,0,0,0,10,502,5,7,3,3,519
POA2176,5607,153,40,0,0,5795,4084,240,75,0,3,4400,1894,176,139,3,13,2216,295,267,22,0,0,591,47,29,0,0,0,70,518,52,41,0,0,615,205,16,30,0,0,250,15,3,0,0,0,21,2975,537,237,3,11,3763,162,27,13,0,0,200,164,15,8,0,0,197,12986,968,379,9,20,14360
POA2177,1447,49,19,0,0,1508,1400,102,55,0,0,1561,492,102,91,4,0,686,248,241,3,0,0,496,111,103,10,0,0,224,156,11,13,0,0,178,47,8,0,0,3,56,6,3,0,0,0,3,1057,464,114,4,4,1644,41,10,9,0,0,59,74,10,6,0,3,93,4018,624,205,4,13,4862
POA2178,511,5,14,0,0,536,299,4,0,0,0,301,114,0,5,0,0,115,0,0,0,0,0,0,0,3,0,0,0,3,80,0,3,0,0,87,17,0,0,0,0,17,0,0,0,0,0,0,213,3,5,0,0,220,24,9,7,0,0,47,21,0,0,0,0,24,1071,21,27,0,3,1126
POA2179,865,8,22,75,5,977,2299,83,12,0,52,2439,970,33,7,0,12,1023,4,0,0,0,0,4,4,0,0,0,0,5,153,7,0,0,7,159,41,0,0,6,0,48,9,0,0,0,0,10,1179,40,11,8,17,1253,76,0,15,0,0,93,75,4,7,11,0,89,4492,140,56,95,77,4861
