POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2702,143,0,0,0,0,147,109,0,0,0,0,109,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,22,4,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,38,9,0,0,0,0,12,9,0,0,0,0,9,307,0,0,0,0,316
POA2703,88,0,0,0,0,87,61,0,0,0,0,67,7,0,3,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28,0,7,0,0,29,5,0,0,0,0,7,0,0,0,0,0,4,185,0,8,0,4,198
POA2705,1249,7,59,15,4,1335,1161,8,24,11,9,1217,369,57,163,10,0,599,81,4,6,0,0,95,4,5,0,0,0,11,213,16,43,0,4,282,53,4,14,5,0,76,3,0,3,0,0,12,738,89,227,21,5,1072,56,5,3,0,0,69,55,4,0,6,0,70,3257,113,319,49,19,3765
POA2706,128,0,0,0,0,131,110,0,0,0,4,110,24,3,8,0,0,23,7,0,0,0,0,8,0,0,0,0,0,0,45,0,5,0,0,48,19,0,0,0,4,25,3,0,0,0,0,3,96,3,9,0,4,111,35,0,0,0,0,37,14,0,0,0,0,14,384,3,11,0,3,406
POA2707,179,0,0,3,0,181,105,0,0,0,0,104,10,0,3,0,0,12,3,0,0,0,0,3,0,6,3,0,0,3,39,0,11,0,0,58,23,0,0,0,0,24,0,0,0,0,0,4,76,4,18,7,0,108,35,0,0,0,0,42,7,0,0,0,0,15,402,3,21,7,0,442
POA2710,1557,47,5,12,17,1642,1077,16,6,0,5,1096,334,161,11,3,0,509,51,15,0,0,0,71,25,20,0,0,0,38,172,17,0,0,0,197,64,9,0,0,0,74,3,0,0,0,0,7,654,220,16,4,10,893,119,4,0,3,0,133,64,12,0,3,6,84,3467,298,21,18,35,3842
POA2711,516,10,0,3,4,537,263,3,0,0,7,269,79,27,5,0,0,117,30,3,0,0,0,30,0,5,0,0,0,5,96,14,0,0,0,113,35,4,0,0,4,44,0,6,0,0,0,7,249,56,12,0,4,318,83,0,0,0,3,82,39,4,0,0,4,41,1140,80,12,3,12,1241
POA2712,246,7,0,3,0,256,128,0,0,0,0,135,32,8,0,0,0,46,4,0,0,0,0,4,0,9,0,0,0,9,29,0,0,0,0,34,13,0,0,0,0,17,0,0,0,0,0,0,85,25,0,0,0,109,19,11,0,0,0,29,7,0,0,0,0,13,485,49,0,6,3,542
POA2713,445,13,0,0,5,463,305,3,0,0,0,304,63,23,0,0,0,90,8,0,0,0,0,8,7,0,0,0,0,7,82,8,0,0,0,93,19,4,4,0,0,23,3,0,0,0,0,3,177,49,3,0,0,227,29,3,0,0,3,42,10,0,0,0,3,16,966,69,8,4,10,1046
POA2714,555,20,3,5,0,587,269,6,0,0,4,283,78,27,0,0,0,99,0,0,0,0,0,3,6,3,0,0,0,8,47,6,3,0,0,58,15,0,0,4,0,17,0,0,0,0,0,0,139,36,4,5,3,187,18,0,0,0,0,25,45,10,5,0,0,59,1029,64,11,14,12,1136
POA2715,207,0,0,4,8,221,107,0,0,0,0,104,21,7,0,0,0,26,15,11,0,0,0,27,4,0,0,0,0,7,39,10,0,0,0,44,22,0,0,0,0,24,3,0,0,0,0,3,101,25,3,0,0,128,32,0,0,4,0,33,7,0,0,0,0,10,448,25,3,7,11,495
POA2716,184,0,0,0,0,188,95,0,0,0,0,91,11,4,6,0,0,20,5,3,0,0,0,10,0,3,0,0,0,5,23,0,0,0,0,30,9,0,0,0,0,9,0,0,0,0,0,3,52,8,10,0,0,72,16,0,0,0,0,16,13,0,0,0,0,13,359,15,10,0,0,385
POA2717,139,0,0,0,0,143,94,0,0,0,0,94,28,12,0,0,0,43,11,0,0,0,0,11,28,6,0,0,0,29,30,0,0,0,0,31,16,0,0,0,0,11,0,0,0,0,0,0,111,22,0,0,0,131,7,0,0,0,0,7,24,7,0,0,0,24,375,27,0,0,0,399
POA2720,1179,57,6,4,9,1263,945,18,0,0,4,965,326,171,31,4,0,528,122,10,7,0,0,139,4,3,0,0,0,7,154,22,8,0,3,185,27,7,0,0,0,38,0,3,0,0,0,6,635,212,43,4,3,903,41,8,0,0,0,54,39,6,0,0,4,47,2845,311,50,13,18,3231
POA2721,41,0,0,0,0,42,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,13,0,0,0,0,13,0,0,0,0,0,0,81,4,0,0,0,82
POA2722,524,5,13,4,4,549,329,5,5,0,0,336,94,5,26,0,0,125,17,0,6,0,0,24,6,0,0,0,0,7,65,3,3,0,0,79,22,0,3,0,0,32,0,0,0,0,0,4,206,3,47,3,0,266,43,0,0,0,0,46,22,0,0,0,0,28,1125,13,69,12,6,1231
POA2725,83,0,0,0,0,83,46,0,0,0,0,47,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,3,0,0,0,0,3,4,0,0,0,0,4,149,0,0,0,0,146
POA2726,49,0,0,0,0,49,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,96,0,0,0,0,96
POA2727,61,0,0,0,0,61,19,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,15,0,0,0,0,15,3,0,0,0,0,3,102,0,0,0,0,102
POA2729,300,0,0,3,0,299,178,0,0,0,0,182,18,11,4,5,0,30,4,0,0,0,0,7,0,0,0,0,0,0,35,0,0,0,0,41,6,0,0,0,0,11,4,0,0,0,0,3,71,11,3,3,3,91,41,0,0,0,0,41,15,0,0,0,0,16,607,11,3,10,4,638
POA2730,267,0,0,0,0,270,143,0,0,3,0,139,26,0,0,0,0,26,15,0,0,0,0,15,0,12,0,0,0,17,42,0,0,0,0,42,9,0,0,0,0,9,0,0,0,0,0,4,89,13,0,0,0,102,13,0,0,0,0,11,6,0,0,0,0,6,515,16,0,8,0,532
POA2731,1091,103,7,30,4,1229,848,23,0,0,0,867,249,93,4,0,0,349,18,0,0,0,0,18,23,16,0,0,0,39,94,16,0,0,0,110,31,5,0,8,0,40,0,0,0,0,0,3,411,131,7,5,7,554,49,38,0,0,4,95,51,11,0,0,0,60,2448,304,7,37,13,2802
POA2732,363,26,3,9,0,402,160,4,0,0,0,165,43,28,6,3,0,78,4,0,0,0,0,4,0,0,0,0,0,0,47,13,3,0,0,62,16,3,0,0,0,18,0,0,0,0,0,0,107,41,9,3,0,162,34,0,0,0,0,34,14,0,0,0,4,25,678,72,16,14,4,778
POA2733,103,0,0,0,0,103,47,0,0,0,0,47,3,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,9,0,0,0,0,10,0,0,0,0,0,0,36,3,4,0,0,46,17,0,0,0,0,17,6,0,0,0,0,9,203,5,4,0,0,216
POA2734,88,0,0,0,0,90,40,0,0,0,0,40,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,15,6,0,0,0,0,9,3,0,0,0,0,3,159,0,0,0,0,164
POA2735,58,0,0,0,0,58,59,0,0,0,0,59,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,14,0,0,0,0,14,3,0,0,0,0,3,142,0,0,0,0,142
POA2736,52,3,0,0,0,55,27,4,0,0,0,33,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,6,0,0,0,0,16,0,0,0,0,0,0,31,6,0,0,0,42,8,0,0,0,0,3,4,0,0,0,0,7,116,6,0,6,6,138
POA2737,89,0,0,0,7,88,69,0,0,0,0,76,8,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,0,22,7,0,5,0,0,9,0,0,0,0,0,0,42,0,9,0,0,48,13,0,0,0,0,13,4,0,0,0,0,3,214,0,7,0,9,235
POA2738,259,0,0,3,0,264,326,0,0,0,0,330,30,13,6,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,25,16,0,0,0,0,12,0,0,0,0,0,0,77,14,6,0,0,89,16,0,0,0,0,19,12,0,0,0,0,12,681,16,6,6,3,707
POA2739,156,0,4,13,0,168,186,0,4,0,0,190,29,14,4,0,0,46,7,0,0,0,0,5,12,0,0,0,0,12,21,3,0,0,0,26,8,3,0,3,0,20,0,0,0,0,0,0,73,25,6,4,0,112,6,0,0,0,0,11,10,0,0,0,0,8,432,29,9,17,4,493
POA2745,2408,82,31,22,5,2552,4756,220,36,0,0,5013,1377,217,119,0,0,1712,10,25,0,0,0,45,12,0,7,0,0,21,235,27,11,0,0,273,58,0,0,0,0,64,3,0,0,0,0,8,1702,278,143,0,7,2125,72,0,4,0,0,76,70,3,0,0,0,70,9002,585,210,26,14,9844
POA2747,3165,333,93,0,10,3596,6509,921,240,0,0,7675,3113,982,761,4,8,4874,139,232,125,0,0,494,42,109,101,0,0,258,458,100,56,0,7,617,84,11,3,0,0,106,16,11,9,0,0,33,3855,1455,1054,4,23,6385,148,99,7,0,0,261,164,45,22,0,0,230,13840,2854,1417,4,27,18147
POA2748,317,7,0,0,0,318,133,0,0,5,0,138,59,4,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,72,4,0,0,0,78,7,0,0,0,0,10,7,0,0,0,0,7,540,12,6,5,5,558
POA2749,1268,55,9,0,3,1334,2476,132,0,3,0,2613,718,107,3,0,0,827,156,163,0,0,0,324,14,25,0,0,0,38,162,19,4,0,0,185,23,0,0,0,0,23,3,0,0,0,0,10,1075,315,7,0,7,1406,42,0,4,0,0,46,53,3,0,0,0,60,4923,506,20,4,8,5463
POA2750,4148,511,304,75,0,5040,4665,476,747,0,6,5903,2503,970,2263,11,8,5751,353,297,236,0,0,883,40,75,180,0,0,301,458,100,145,0,0,710,35,5,20,10,0,72,13,6,6,0,0,25,3401,1457,2849,21,12,7742,134,32,89,0,0,264,136,45,63,0,3,243,12492,2527,4058,104,23,19199
POA2752,517,7,0,0,0,529,1026,0,0,0,0,1026,157,11,4,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,55,9,0,0,0,0,9,3,0,0,0,0,3,212,9,4,0,0,225,13,0,0,0,0,13,19,0,0,0,0,19,1789,13,5,0,3,1811
POA2753,1757,200,41,6,5,2014,1954,93,40,0,0,2096,780,259,174,9,6,1233,53,47,9,0,0,104,28,31,16,0,0,70,206,21,16,6,0,256,46,6,0,0,9,63,0,4,0,0,0,10,1119,370,212,18,15,1731,82,14,27,0,0,122,57,13,8,0,0,81,4973,688,331,27,18,6037
POA2754,732,94,14,0,5,843,821,111,5,0,0,941,324,162,6,0,0,489,58,13,0,0,0,67,4,4,0,0,0,8,58,16,0,0,0,76,20,6,0,0,0,23,0,0,0,0,0,3,463,195,7,0,0,672,84,15,10,0,5,115,21,0,0,0,5,33,2120,424,34,0,15,2596
POA2756,3115,125,25,15,13,3290,4890,291,35,3,4,5223,1329,412,97,9,6,1849,245,125,0,0,0,359,119,54,0,0,0,174,362,55,22,8,10,444,101,11,0,19,0,131,7,0,0,0,0,6,2159,648,121,35,15,2976,129,7,8,3,0,151,119,16,4,0,0,135,10415,1082,187,56,28,11777
POA2757,124,0,0,0,0,124,110,0,0,0,0,110,21,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,0,0,40,0,0,0,0,0,0,4,0,0,0,0,4,280,0,3,0,0,282
POA2758,1126,0,0,0,4,1130,1469,0,0,0,3,1482,117,0,7,4,0,133,0,0,0,0,0,0,0,7,0,0,0,4,73,4,4,0,0,80,8,0,0,0,0,8,0,0,0,0,0,0,205,11,11,4,3,229,41,3,0,0,5,40,25,0,0,0,0,26,2858,15,17,0,17,2910
POA2759,2512,10,8,0,0,2528,3824,38,11,0,0,3871,1263,32,17,0,0,1315,57,0,0,0,0,57,5,0,0,0,0,7,284,8,13,0,0,311,29,0,0,0,0,29,11,0,0,0,0,10,1653,45,25,0,4,1726,66,0,0,0,0,69,106,0,0,0,0,109,8164,90,47,0,8,8302
POA2760,1947,317,62,7,6,2333,3241,906,238,0,6,4390,2417,946,519,10,8,3900,337,141,117,0,0,599,61,74,63,0,0,195,391,77,48,3,6,520,59,16,6,0,0,77,22,3,12,0,0,37,3288,1254,759,10,15,5337,92,101,3,0,0,196,163,45,20,0,0,225,8735,2620,1087,19,18,12481
POA2761,1732,72,5,0,4,1819,4814,270,20,0,0,5103,1742,205,30,5,0,1979,115,3,0,0,0,120,20,9,0,0,0,31,364,24,23,0,6,414,43,11,0,0,0,54,11,0,0,0,0,14,2297,258,53,5,3,2610,62,40,9,0,0,109,126,9,3,0,0,139,9030,650,84,6,7,9782
POA2762,437,10,24,0,0,474,3185,202,352,0,17,3758,1594,94,291,0,7,1982,7,0,0,0,0,4,0,0,0,0,0,0,129,9,18,0,0,155,30,0,3,0,0,38,6,0,0,0,0,6,1764,102,320,0,9,2189,22,0,0,0,0,29,73,0,6,0,0,85,5485,318,704,0,24,6533
POA2763,1859,321,19,0,6,2199,3654,1066,116,0,44,4880,1357,783,244,0,7,2394,180,84,12,0,0,279,6,0,0,0,0,12,202,79,19,0,0,300,40,5,4,0,0,56,7,6,0,0,0,13,1800,954,282,0,9,3051,49,9,4,0,0,63,72,29,5,0,4,113,7442,2382,428,0,53,10301
POA2765,2160,19,83,28,6,2291,7462,100,20,0,13,7591,2457,114,39,5,9,2617,73,4,0,0,0,76,63,3,0,0,0,65,322,5,13,0,5,347,68,5,5,11,0,92,8,0,0,0,0,8,2988,135,57,22,14,3207,111,4,8,3,0,121,156,4,5,3,0,168,12874,257,167,55,33,13386
POA2766,1074,72,18,0,0,1164,1513,405,21,6,4,1949,756,303,45,11,0,1118,82,49,22,0,0,153,29,8,8,0,0,37,155,45,9,0,0,210,24,5,5,0,0,31,11,0,0,0,0,11,1057,405,95,14,0,1570,53,12,14,0,3,77,58,15,8,0,0,81,3745,911,157,20,11,4834
POA2767,1517,48,9,0,0,1572,2522,284,5,0,3,2805,919,221,46,4,0,1193,743,138,21,0,0,912,54,4,4,0,0,56,216,38,18,0,0,273,30,5,0,0,0,38,12,5,0,0,0,17,1976,418,87,4,0,2484,54,5,6,0,0,69,95,21,3,0,0,123,6167,779,103,6,3,7054
POA2768,1838,73,0,0,0,1912,4070,350,0,0,3,4421,1161,201,7,0,0,1366,3,0,0,0,0,3,0,3,0,0,0,4,171,20,0,0,0,193,41,4,0,0,0,39,4,0,0,0,0,7,1383,226,4,0,0,1618,54,6,0,0,0,56,79,3,0,0,0,87,7421,661,8,0,0,8087
POA2769,423,113,0,0,0,542,2504,285,0,14,0,2810,711,167,0,3,5,881,0,0,0,0,0,3,0,5,0,0,0,10,61,13,0,0,0,71,12,6,0,0,0,20,3,0,0,0,0,4,784,195,0,3,6,990,18,105,0,0,0,126,44,3,0,0,0,55,3778,708,0,18,8,4513
POA2770,3475,190,94,0,0,3766,4314,574,266,4,4,5153,2872,655,947,5,9,4487,2417,728,366,0,4,3514,85,95,61,0,0,240,626,62,78,0,4,773,134,18,12,0,0,166,37,8,17,0,0,61,6172,1560,1477,5,19,9238,138,17,25,0,0,178,286,55,60,0,0,410,14384,2395,1923,6,27,18740
POA2773,946,39,3,0,0,990,803,8,9,0,0,822,156,15,6,0,0,182,0,0,0,0,0,4,0,14,0,0,0,15,52,5,0,0,0,54,7,0,0,0,0,5,0,0,0,0,0,0,220,32,13,0,0,260,15,3,0,0,0,22,15,0,0,0,0,14,1998,84,23,0,0,2096
POA2774,1741,80,3,0,0,1831,2004,28,5,0,0,2031,392,53,0,0,3,447,22,25,0,0,0,46,31,20,0,0,0,52,158,11,3,0,0,182,3,0,0,0,0,5,4,0,0,0,0,3,602,110,9,0,3,729,33,3,0,0,0,39,29,4,0,0,0,33,4409,221,15,0,4,4654
POA2775,263,0,0,11,6,279,240,0,0,0,0,241,39,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,35,5,0,3,4,0,11,0,0,0,0,0,3,84,0,6,5,0,97,14,0,0,0,0,14,16,0,0,3,4,22,623,3,3,16,10,652
POA2776,544,6,0,0,3,553,709,3,0,0,0,715,119,6,6,0,0,123,0,0,0,0,0,0,3,0,0,0,0,3,48,0,5,0,0,51,0,0,0,0,0,0,4,0,0,0,0,4,172,9,3,0,0,187,6,0,0,0,0,14,19,0,0,0,0,19,1449,18,8,0,4,1483
POA2777,2407,131,40,0,3,2586,2750,66,18,0,7,2831,476,112,46,0,0,639,8,9,3,0,0,19,10,26,16,0,0,58,148,25,13,0,0,187,7,6,5,0,0,12,3,5,0,0,0,4,655,183,81,0,4,923,60,52,59,0,0,169,50,10,10,0,0,70,5921,442,206,0,9,6578
POA2778,367,0,3,0,0,371,458,0,5,0,0,464,57,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,27,4,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,87,4,0,0,0,98,4,0,0,0,0,9,7,0,0,0,0,7,932,6,7,0,0,949
POA2779,675,15,0,0,0,690,879,6,0,0,0,887,163,13,6,0,0,176,3,3,0,0,0,8,8,15,0,0,0,20,63,0,3,0,0,76,3,0,0,0,0,3,0,0,0,0,0,0,246,27,4,0,0,281,13,0,0,0,0,19,16,0,0,0,0,19,1830,50,9,0,0,1896
POA2780,2222,95,75,0,0,2403,1617,46,52,0,3,1716,735,102,239,13,0,1091,25,37,34,0,0,91,47,43,76,4,0,174,237,22,46,5,4,308,21,4,9,3,3,38,5,5,5,0,0,15,1068,213,409,22,8,1720,66,19,20,0,3,114,56,3,14,0,20,96,5030,376,570,25,32,6040
POA2782,1168,30,8,0,3,1211,855,13,3,0,0,871,280,9,8,0,0,298,3,4,0,0,0,14,14,16,0,0,0,32,86,7,5,0,0,101,3,0,0,0,0,8,0,0,0,0,0,0,390,42,12,0,0,448,24,0,0,0,0,29,22,0,0,0,0,20,2463,86,24,0,5,2576
POA2783,385,0,9,0,0,400,462,4,0,0,0,468,116,10,14,0,0,136,0,0,8,0,0,10,5,0,12,0,0,15,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,155,9,35,0,0,194,10,0,0,0,0,10,9,0,0,0,0,8,1019,12,46,4,3,1083
POA2784,188,5,0,0,0,191,234,0,0,0,0,235,43,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,67,0,5,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,491,3,5,0,0,499
POA2785,1008,6,10,0,0,1019,636,4,0,0,0,639,267,20,11,6,0,308,10,5,3,0,0,19,15,5,0,0,0,15,97,0,0,0,0,97,3,0,0,0,0,7,5,0,0,0,0,5,391,29,12,6,3,451,29,4,0,0,0,33,21,0,0,0,0,28,2081,43,30,11,8,2168
POA2786,265,3,0,0,0,271,175,0,0,3,0,179,53,0,0,0,0,53,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,77,0,0,0,0,78,12,0,0,0,0,12,4,0,0,0,0,4,534,3,0,3,0,541
POA2787,727,6,0,4,0,740,518,0,0,0,0,522,175,53,17,0,4,249,21,5,0,0,0,21,0,7,0,0,0,14,77,3,0,0,0,82,16,0,0,4,0,20,4,0,0,0,0,4,295,69,17,4,3,392,47,0,0,0,0,49,38,0,0,0,0,37,1613,82,26,12,4,1731
POA2790,2390,127,7,21,8,2556,1706,41,6,3,4,1766,698,198,63,8,0,964,227,81,18,0,0,325,11,16,11,0,0,40,224,22,11,3,0,256,28,3,5,9,5,42,5,3,0,0,0,9,1185,321,101,16,10,1631,68,87,6,0,5,159,113,27,8,0,0,147,5467,606,126,41,21,6254
POA2791,65,0,0,5,0,69,37,0,0,0,0,36,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,17,4,0,0,0,0,4,4,0,0,0,0,4,128,4,0,4,0,131
POA2792,81,0,0,0,0,81,45,0,0,0,0,45,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18,10,0,0,0,0,10,0,0,0,0,0,0,156,0,0,0,0,156
POA2793,246,5,0,0,0,253,104,0,0,0,0,100,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,25,5,0,0,0,0,5,0,0,0,0,0,0,37,0,0,0,0,43,12,0,0,0,0,12,9,0,0,0,0,9,412,4,0,3,0,420
POA2794,1703,50,0,12,4,1762,1099,15,3,0,4,1128,438,138,44,3,0,624,139,10,18,0,0,169,28,9,5,0,0,41,235,29,3,0,4,268,33,13,6,0,0,47,10,4,0,0,0,10,883,192,74,10,3,1160,71,11,0,0,0,83,79,6,7,0,0,93,3831,273,90,21,14,4226
POA2795,5215,297,92,15,15,5631,5205,180,42,5,7,5431,2111,785,418,12,8,3333,320,119,52,0,4,496,50,54,7,0,0,109,645,110,39,0,6,805,71,18,5,0,0,98,21,9,0,0,0,32,3221,1097,523,17,19,4870,207,28,34,0,7,274,161,34,15,3,5,216,14003,1633,699,43,41,16417
POA2797,67,0,0,0,0,67,68,0,0,0,0,68,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19,3,0,0,0,0,3,3,0,0,0,0,3,160,0,0,0,0,159
POA2798,324,0,0,0,0,330,292,0,0,0,4,295,42,3,0,0,0,47,0,0,0,0,0,5,0,0,4,0,0,4,32,0,0,0,0,38,0,0,0,0,0,3,0,0,0,0,0,0,81,6,9,0,0,91,8,0,0,0,0,8,3,0,0,0,0,3,708,9,9,3,4,734
POA2799,572,9,0,3,5,585,519,5,0,4,0,529,212,43,15,0,0,277,34,9,5,0,0,44,13,5,0,0,0,19,77,0,0,0,0,82,8,0,0,0,0,11,5,0,0,0,0,5,349,59,21,3,3,433,24,0,0,0,0,29,16,0,0,0,0,18,1483,72,17,9,3,1591
POA2800,5275,271,61,42,10,5656,5943,120,41,19,8,6133,2605,689,264,20,5,3587,476,181,75,0,0,738,71,78,28,0,0,182,626,85,30,7,8,752,94,11,9,11,10,134,20,7,3,0,0,33,3892,1054,416,34,26,5423,170,74,29,5,9,281,199,38,18,9,7,271,15483,1562,560,109,58,17761
POA2803,59,3,0,0,0,68,32,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,4,0,0,0,0,4,106,10,0,0,0,118
POA2804,491,0,0,4,0,494,297,3,0,4,0,296,59,14,7,0,0,84,17,0,0,0,0,14,0,0,0,0,0,0,85,4,3,0,0,93,16,0,0,0,0,21,6,0,0,0,0,6,178,23,12,0,0,214,45,0,0,0,0,50,12,0,0,0,0,17,1024,28,12,3,0,1074
POA2805,81,0,0,0,0,81,47,0,0,0,0,47,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,7,3,0,0,0,0,3,26,0,0,0,0,33,4,0,0,0,0,4,0,0,0,0,0,0,160,0,0,0,0,164
POA2806,147,0,0,0,0,151,87,0,0,0,0,87,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,6,16,0,0,0,0,17,11,0,0,0,0,11,3,0,0,0,0,3,47,3,0,0,0,52,20,0,0,0,0,20,7,0,0,0,0,7,312,0,0,0,0,315
POA2807,87,10,0,0,0,98,48,7,0,0,0,54,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,24,0,0,0,0,24,5,0,0,0,0,5,10,0,0,0,0,10,176,17,0,0,0,193
POA2808,51,0,0,0,0,51,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,91
