POA_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
POA2163,0,0,0,5,3,0,16,0,0,23,0,4,7,50,38,26,35,9,13,183,0,0,0,0,3,0,10,0,0,7,0,0,0,3,0,0,3,0,0,18,0,0,0,0,0,4,3,4,7,13,0,3,5,12,11,9,7,5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,15,0,0,0,0,0,4,7,0,0,13,0,0,0,9,0,4,3,0,0,23,0,0,0,8,4,0,0,0,0,18,0,0,0,7,5,7,6,0,0,31,0,6,3,7,0,0,0,0,0,17,0,8,11,48,26,9,7,3,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,8,12,84,64,67,30,7,6,277,0,3,0,14,0,6,4,0,0,30
POA2164,0,0,0,16,15,23,22,8,5,98,0,0,0,23,10,29,16,7,3,98,0,0,0,6,0,13,27,30,8,83,0,0,0,0,0,4,9,13,0,28,0,0,5,7,5,14,17,10,4,66,0,0,0,18,18,31,18,9,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,9,0,22,0,0,0,6,0,0,11,13,0,28,0,0,0,8,0,0,3,0,0,11,0,4,4,17,8,5,6,0,0,35,0,3,3,18,3,10,5,0,0,42,0,0,6,33,7,10,6,8,5,72,0,185,205,630,275,244,160,76,37,1809,0,0,0,0,0,0,3,0,0,8,0,0,0,0,5,41,76,96,36,259,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,4,21,11,70,45,48,22,6,9,238,0,0,0,7,3,0,0,0,0,18
POA2165,0,0,5,16,33,49,44,23,7,179,0,0,16,123,95,133,67,32,15,482,0,0,0,10,9,21,40,47,7,133,0,0,4,7,3,13,5,6,6,43,0,0,0,4,5,6,17,16,5,62,0,0,4,41,25,34,17,5,8,129,0,0,0,5,0,0,0,0,0,11,0,0,0,5,3,4,8,9,4,37,0,0,8,6,0,3,9,17,5,49,0,0,0,26,9,8,3,0,0,44,0,4,11,36,7,14,4,0,0,76,0,0,3,27,12,9,5,5,0,57,0,11,13,61,24,27,22,11,0,164,7,431,552,1455,761,652,506,241,64,4673,0,0,0,0,0,0,4,0,0,10,0,0,0,4,4,17,48,75,65,213,0,0,0,3,0,0,0,0,0,8,0,0,0,4,5,0,3,0,3,20,13,37,13,65,62,77,41,14,6,327,0,0,3,8,7,7,8,0,0,41
POA2166,0,0,0,3,19,19,11,21,0,78,3,10,19,170,155,199,119,93,115,883,0,0,0,11,10,11,36,34,15,120,0,3,6,3,0,0,3,9,0,25,0,0,0,4,0,17,7,9,3,45,0,5,3,39,14,19,10,9,0,106,0,0,5,0,0,0,0,0,0,9,0,0,0,8,0,5,20,18,10,61,0,0,0,0,0,0,3,5,0,15,0,5,0,37,0,4,16,0,0,63,0,0,0,20,7,5,3,3,0,40,0,3,0,34,14,14,9,0,0,79,0,3,6,21,4,5,3,0,4,49,0,72,88,204,88,66,42,20,3,592,0,0,0,0,4,0,0,3,0,3,0,0,0,4,4,17,40,74,49,185,0,0,0,6,4,0,0,0,0,14,0,0,5,12,0,3,3,0,0,24,0,4,3,15,20,20,23,3,0,88,0,0,16,74,23,15,7,6,0,136
POA2167,0,0,0,4,0,4,6,3,0,16,0,6,6,71,28,39,22,11,0,178,0,0,0,3,0,8,6,0,0,16,0,5,3,21,7,10,6,5,0,56,0,0,0,10,6,16,13,14,8,70,0,0,3,30,36,31,12,10,5,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,17,0,0,0,0,0,4,0,0,0,14,0,0,5,3,6,8,0,4,0,24,3,30,34,246,95,50,12,3,3,482,0,0,0,27,15,4,5,0,0,56,0,0,0,0,4,0,0,0,0,10,0,5,0,12,8,4,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,4,0,16,0,0,0,8,0,0,0,0,0,10,0,0,0,4,3,0,0,4,0,7,0,0,0,6,12,3,5,0,0,30,0,0,0,3,0,7,0,3,0,15
POA2168,0,4,3,25,32,43,41,14,3,166,0,0,3,45,46,50,29,13,6,189,0,0,0,18,15,32,24,3,0,96,0,8,3,15,16,23,9,9,7,80,0,0,0,4,12,26,34,20,8,115,0,12,27,272,164,192,91,41,13,806,0,0,0,0,0,0,6,0,4,5,0,3,0,3,5,0,6,4,6,30,0,0,0,7,3,7,8,18,3,50,0,0,0,21,0,3,4,0,0,33,4,5,5,40,16,23,9,4,0,113,0,7,6,22,20,8,5,6,0,75,0,3,16,34,8,17,13,0,0,86,0,116,200,634,280,219,125,53,13,1629,0,0,0,0,0,3,0,6,0,10,0,0,4,0,12,43,39,45,15,156,0,0,0,3,3,0,0,0,0,12,0,0,0,6,3,0,0,0,0,14,0,16,29,245,144,158,81,27,3,698,0,0,0,14,6,8,15,3,0,44
POA2170,0,0,11,52,40,78,57,26,9,278,0,14,18,339,143,207,115,44,20,906,0,0,0,132,88,104,114,70,20,536,8,33,32,151,56,60,69,44,23,459,0,16,18,60,60,84,76,79,48,453,6,19,83,575,361,381,155,90,15,1676,0,0,0,8,9,3,0,0,6,30,0,4,5,28,13,3,37,34,22,151,0,3,14,37,21,48,105,118,22,358,0,3,7,55,9,22,17,3,0,123,11,101,141,824,265,152,70,28,15,1603,0,7,22,154,67,27,34,19,3,335,0,14,19,99,29,16,12,12,3,205,9,277,520,1284,484,401,253,120,32,3380,0,3,7,11,6,12,3,10,7,47,0,0,0,19,27,74,163,189,141,621,0,0,3,12,6,0,0,0,4,35,0,5,4,39,16,9,0,3,0,75,4,24,57,427,293,307,149,56,20,1334,0,5,14,66,17,29,18,10,3,171
POA2171,0,0,0,26,43,53,26,8,7,161,0,0,5,54,37,31,20,7,6,175,0,0,0,34,36,34,25,15,8,144,0,4,4,26,17,16,9,8,0,85,0,7,16,17,28,25,10,8,0,110,0,5,25,256,168,159,72,25,8,727,0,0,0,4,3,3,0,4,0,16,0,0,3,8,3,3,13,4,0,32,0,0,4,7,0,11,5,5,3,44,0,0,0,9,8,9,8,0,0,31,0,9,19,105,74,23,12,13,5,255,0,0,0,13,17,3,5,0,0,52,0,0,8,49,22,32,27,6,0,147,0,68,172,830,354,255,160,47,22,1909,0,4,0,0,0,0,0,0,0,7,0,0,0,11,22,64,51,49,18,223,0,0,0,3,0,0,0,0,0,3,0,0,0,6,3,3,0,0,0,11,0,3,4,64,46,41,17,12,0,185,0,0,4,11,15,4,11,5,0,55
POA2172,0,0,0,0,3,0,0,0,0,4,0,0,0,8,4,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,8,4,0,7,3,4,0,0,20,0,0,0,3,8,9,9,0,0,27,0,0,0,5,7,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,22,23,21,4,0,3,77,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,5,0,0,10,0,3,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,6,0,0,0,11
POA2173,0,0,0,4,3,8,0,0,0,12,0,4,0,79,24,33,13,4,3,159,0,0,0,0,0,0,0,0,0,0,0,15,16,60,42,28,8,10,0,175,0,12,0,31,21,20,6,12,6,102,0,4,0,35,34,23,16,7,0,116,0,0,0,0,0,0,0,0,0,7,0,4,3,3,0,0,0,0,0,21,0,5,0,4,4,7,3,0,3,19,0,0,0,11,3,11,3,0,0,29,0,24,15,173,84,68,33,13,7,413,0,4,8,42,12,19,11,0,0,85,0,0,0,4,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,11,0,0,0,8,3,0,4,9,3,21,0,0,0,5,0,8,0,0,0,9,0,0,0,12,5,0,0,0,0,13,0,0,4,12,4,13,4,0,0,38,0,3,3,11,10,17,7,0,0,54
POA2174,0,0,4,8,0,7,3,0,0,15,0,7,7,88,25,19,22,6,0,161,0,0,0,14,5,7,5,5,3,43,0,5,5,22,7,0,4,0,0,58,0,13,7,13,0,0,3,0,0,41,0,0,15,111,59,52,24,6,0,267,0,0,0,0,4,0,0,0,0,4,0,0,0,8,0,0,0,0,0,6,0,0,4,3,0,3,0,0,0,10,0,0,0,4,3,4,4,0,0,20,0,41,29,295,77,23,18,7,0,489,0,3,0,43,10,6,4,3,0,69,0,0,3,10,5,0,0,0,0,17,0,13,21,84,27,13,6,5,0,173,0,8,0,0,0,0,0,0,0,10,0,0,0,0,3,4,11,0,5,32,0,0,0,6,4,0,0,0,0,12,0,0,4,7,6,0,0,0,0,15,0,0,0,14,6,5,0,0,0,35,0,0,3,7,0,9,4,0,0,26
POA2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,12,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,13,3,3,3,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,22,29,8,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
POA2176,0,0,3,26,55,60,83,44,13,284,0,0,7,29,42,67,56,20,16,249,0,0,0,17,26,89,148,114,72,461,0,0,3,9,4,15,8,8,0,50,0,3,9,11,17,26,25,16,5,110,0,0,0,41,26,44,20,7,5,137,0,0,0,3,5,3,0,0,0,12,0,0,5,3,4,3,13,7,4,51,0,0,16,12,0,8,15,20,3,69,0,0,0,15,11,11,14,0,0,55,0,0,0,8,6,18,17,4,0,61,0,0,5,13,4,10,6,4,0,46,0,3,7,43,30,56,38,23,10,208,5,344,510,1511,714,645,421,208,86,4434,0,0,0,0,0,0,8,6,0,15,0,9,4,10,18,72,170,221,126,636,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,9,14,21,12,29,50,52,36,10,0,233,0,0,3,16,3,7,14,4,0,49
POA2177,0,0,0,9,3,26,19,10,0,66,0,0,5,27,19,30,9,17,56,161,0,0,0,14,5,17,20,10,0,60,0,0,0,7,6,0,7,3,0,26,0,0,0,0,0,4,8,5,0,21,0,0,3,30,16,36,11,8,0,116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,3,7,3,4,20,0,0,0,12,0,0,0,0,0,27,0,0,0,9,0,3,5,0,0,28,0,0,4,10,0,3,8,0,0,27,0,0,3,13,4,8,8,0,0,40,0,40,96,252,138,109,62,23,13,734,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,12,26,20,11,73,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,6,3,12,16,18,12,11,0,76,0,0,3,13,0,0,5,5,0,28
POA2178,0,0,0,0,0,4,4,0,0,8,0,0,0,8,11,10,7,0,0,36,0,0,0,6,6,3,4,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,17,0,0,0,0,8,5,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,7,0,0,20,0,0,9,22,22,12,7,6,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,46,24,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,13,8,6,0,0,30,0,0,0,0,0,0,0,0,0,0
POA2179,0,0,0,4,6,0,5,0,0,17,0,7,3,62,27,21,17,0,0,134,0,0,0,9,0,3,6,11,0,32,0,0,3,7,0,0,5,0,0,18,0,3,0,12,5,19,13,8,5,60,0,6,4,102,42,27,10,6,0,197,0,0,0,0,0,6,0,0,0,4,0,0,0,6,4,0,4,3,0,11,0,0,0,3,0,0,4,0,0,12,0,0,0,12,6,4,6,0,0,20,5,27,22,250,22,12,14,4,0,349,0,3,3,37,7,5,9,0,0,55,0,0,0,19,0,0,0,0,0,31,0,8,21,200,41,34,20,11,0,339,0,0,0,9,0,0,3,3,0,20,0,0,0,5,3,15,28,40,18,115,0,0,0,3,0,0,0,0,0,3,0,0,0,10,7,4,0,0,0,20,0,0,5,39,19,22,14,3,0,99,0,0,0,6,0,4,0,0,0,10
POA2190,0,0,0,0,7,0,3,0,0,17,0,0,0,64,43,56,22,12,19,229,0,0,0,0,0,6,5,5,4,21,5,8,13,29,18,29,15,14,3,131,0,0,0,3,0,11,11,5,9,35,0,0,3,23,23,33,27,11,0,117,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3,5,3,23,0,0,4,5,4,21,52,59,25,165,0,0,3,9,7,16,15,0,0,50,0,12,14,76,14,11,15,9,0,151,0,3,6,45,28,21,17,3,0,122,0,0,0,7,0,0,0,0,0,9,0,0,8,40,25,10,3,6,0,100,0,0,0,0,0,0,0,0,0,10,0,0,4,6,9,24,40,55,30,174,0,0,0,0,3,0,0,0,0,5,0,0,12,39,46,56,33,24,6,208,0,23,44,360,407,496,327,109,35,1795,0,3,6,16,6,7,14,3,0,58
POA2191,0,0,0,0,0,4,0,0,0,7,0,6,13,49,41,45,27,18,5,216,0,0,0,0,0,0,4,0,0,9,0,0,0,3,0,5,0,0,0,17,0,0,5,9,3,4,4,0,0,26,0,0,0,3,6,3,4,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,4,19,36,7,72,0,0,0,10,9,7,6,0,0,38,0,3,0,10,4,7,3,3,0,33,0,0,0,3,4,7,9,0,0,19,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,3,3,0,16,0,0,0,8,8,20,21,19,16,86,0,0,0,3,0,0,0,0,0,3,0,0,4,23,31,23,16,13,4,113,0,0,3,26,42,54,33,22,10,198,0,0,0,10,3,9,6,6,0,25
POA2192,0,0,0,0,3,6,3,0,0,19,0,3,16,104,96,104,52,19,16,409,0,0,0,0,0,0,0,0,3,5,0,7,0,10,0,8,8,9,0,44,0,3,0,11,4,4,4,4,0,34,0,0,0,9,18,22,22,4,0,85,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,5,14,0,9,4,19,14,48,104,179,67,443,0,0,0,22,5,8,3,0,4,42,3,4,10,51,9,7,0,0,0,86,0,4,4,26,23,25,8,0,0,91,0,0,0,8,0,0,5,0,0,11,0,0,0,4,7,0,0,0,0,11,0,0,0,0,0,0,0,5,0,9,0,0,3,10,3,7,23,15,12,74,0,0,0,5,7,0,0,0,0,18,0,0,9,47,31,43,33,13,9,175,0,3,10,48,48,92,70,32,8,312,0,0,0,9,8,4,3,6,0,34
POA2193,0,0,0,7,4,4,0,4,0,21,0,8,29,238,84,108,50,18,8,542,0,0,0,0,3,5,0,3,0,22,0,0,0,0,0,5,8,6,0,26,0,5,3,53,30,32,14,10,0,153,0,0,0,7,9,6,6,5,0,35,0,0,0,7,8,0,4,0,0,17,0,0,5,7,0,5,3,5,0,21,0,0,0,9,7,33,71,122,44,294,0,0,5,27,3,15,8,0,0,57,0,0,10,57,15,10,5,7,0,110,0,0,4,59,15,9,9,5,0,100,0,0,0,10,3,0,0,0,0,16,0,0,0,4,0,0,0,0,0,5,0,0,0,11,10,4,4,0,0,37,0,0,0,16,12,34,55,60,23,195,0,0,0,18,9,3,0,0,0,31,0,0,0,31,10,15,3,11,3,66,0,0,0,20,24,48,49,31,8,190,0,0,0,44,4,3,7,3,0,61
POA2194,0,0,0,10,0,0,0,0,0,12,8,41,101,806,599,535,298,143,105,2637,0,0,0,0,0,0,4,0,0,7,0,0,0,0,4,3,9,3,0,23,0,0,0,7,11,12,5,8,4,43,0,0,4,26,14,16,19,6,0,83,0,0,0,0,3,3,0,0,0,11,0,0,0,4,0,0,0,4,0,11,0,0,9,14,4,11,43,66,25,164,0,3,12,46,25,27,21,9,0,139,0,8,16,125,30,16,8,0,0,213,0,8,17,163,61,33,27,5,0,308,0,0,0,9,0,0,3,0,0,21,0,0,0,6,0,0,0,0,0,7,0,0,4,5,5,0,0,0,0,13,0,0,0,13,4,16,21,28,16,93,0,0,6,12,17,4,0,0,0,47,0,4,20,92,73,74,50,23,20,361,0,0,4,26,44,117,103,61,28,384,3,3,40,184,66,24,17,6,0,347
POA2195,0,0,0,0,5,0,5,0,0,8,0,4,16,78,53,106,53,24,15,346,0,0,0,0,0,0,6,4,0,9,7,16,0,37,7,4,10,9,8,92,0,4,3,8,5,8,5,0,0,36,0,4,3,42,34,37,22,10,0,148,0,0,0,0,0,0,5,0,0,4,0,0,0,3,3,0,0,0,0,7,0,0,0,5,0,25,63,98,80,274,0,0,3,6,5,9,16,3,0,52,21,110,56,410,34,18,12,11,0,669,8,15,28,158,73,50,23,4,0,363,0,0,0,3,0,3,0,0,0,7,0,0,0,18,8,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,3,10,13,47,0,0,0,4,0,0,0,0,0,8,0,0,0,13,12,14,12,10,3,71,0,9,14,91,104,142,124,65,22,566,0,27,11,25,3,9,6,0,0,85
POA2196,0,0,0,0,5,6,3,5,0,14,0,5,15,146,104,162,96,27,20,569,0,0,0,3,6,4,8,7,7,28,5,16,8,59,17,18,27,7,4,153,0,0,3,6,9,17,12,5,3,63,0,0,5,37,20,32,12,5,0,114,0,0,3,0,0,0,0,0,0,8,0,0,0,3,4,8,3,0,4,21,0,9,13,21,19,61,126,149,44,433,0,0,0,22,20,23,17,5,0,88,0,7,12,88,14,16,8,5,0,139,0,9,27,109,61,44,23,5,0,282,0,0,0,9,5,4,0,0,0,14,0,3,7,35,23,11,0,0,0,88,0,0,0,11,0,5,0,0,0,13,0,0,6,3,3,27,34,49,21,143,0,0,0,12,0,3,0,0,0,14,0,0,0,13,9,13,13,8,5,57,0,16,52,330,335,433,277,142,44,1630,0,8,7,30,7,9,11,0,0,77
POA2197,0,0,0,0,0,0,3,0,0,3,0,0,0,20,7,20,7,3,0,61,0,0,0,0,0,0,0,11,0,12,0,0,0,13,0,5,7,0,6,26,0,0,0,0,5,7,5,5,3,27,0,0,0,5,5,3,8,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,3,12,0,0,0,5,4,7,10,19,9,45,0,0,0,5,0,0,3,0,0,11,0,0,0,4,3,0,0,0,0,13,0,0,5,9,0,7,0,0,0,17,0,0,3,5,0,0,0,0,0,8,0,0,4,35,14,8,3,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,11,16,14,54,0,0,0,0,0,0,0,0,0,7,0,0,0,5,3,4,3,0,0,15,3,6,18,122,88,105,47,16,3,410,0,0,0,0,0,4,5,0,0,11
POA2198,0,0,0,0,5,5,0,3,0,12,0,0,4,13,5,10,8,0,3,40,0,0,0,0,0,3,11,3,3,15,0,0,4,7,0,7,3,4,3,31,0,0,0,0,6,4,10,9,7,37,0,0,0,4,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,3,16,0,0,0,0,5,7,16,33,6,74,0,0,0,5,0,0,0,0,0,4,0,0,0,8,0,5,0,0,0,21,0,0,0,4,0,0,0,0,3,12,0,0,0,6,0,0,0,0,0,4,0,3,5,20,11,9,4,0,0,55,0,0,0,0,0,4,0,6,0,9,0,0,0,0,0,7,28,26,18,77,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,5,0,8,15,87,73,72,47,12,3,316,0,0,0,0,3,0,8,0,0,16
POA2199,0,0,0,0,4,5,4,5,0,16,0,0,7,65,38,54,30,16,4,217,0,0,0,3,0,0,9,3,3,18,0,4,3,19,8,6,10,0,0,52,0,0,0,0,0,8,9,4,7,26,0,4,3,17,15,7,9,4,0,63,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,8,0,24,0,0,0,5,7,0,26,21,3,68,0,0,3,13,0,4,5,0,0,23,0,7,3,24,11,4,7,3,3,65,0,0,3,22,13,10,6,3,0,64,0,0,0,9,0,0,0,0,0,16,0,5,3,40,26,8,3,3,3,93,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,3,9,17,7,49,0,0,0,5,0,0,0,0,0,3,0,4,0,10,17,16,3,11,0,59,0,7,30,190,179,205,111,42,11,780,0,0,0,18,11,8,0,0,0,35
POA2200,0,0,0,10,7,6,3,5,0,38,0,9,39,309,189,252,128,56,30,1023,0,0,0,5,0,3,3,8,0,26,4,15,21,72,26,23,37,16,10,221,0,9,3,10,3,13,9,5,13,59,0,5,3,39,28,27,16,7,0,133,0,0,0,3,4,0,0,0,0,9,0,0,0,4,0,8,16,10,7,45,0,3,10,11,17,35,90,107,37,319,0,0,0,39,10,17,16,0,0,87,4,23,35,154,32,12,14,13,0,294,0,5,18,97,57,36,10,4,0,224,0,0,5,18,7,4,0,0,0,33,0,8,22,83,24,20,6,5,0,168,0,0,0,0,0,5,0,3,3,15,0,0,3,5,0,18,35,56,36,159,0,0,0,6,10,8,0,0,0,25,0,4,3,30,25,20,17,4,5,118,8,24,72,418,362,357,270,105,42,1657,0,0,6,61,11,16,19,3,0,121
POA2203,0,0,0,5,6,0,3,0,0,13,0,0,4,51,21,23,13,10,8,118,0,0,0,0,5,0,0,4,0,13,0,0,0,0,5,3,3,5,0,16,0,5,10,66,48,42,20,11,0,206,0,0,0,7,3,4,3,4,0,29,0,0,0,12,3,4,0,0,0,23,0,0,0,21,7,0,4,0,0,36,0,0,0,0,8,11,49,99,51,215,0,0,0,14,4,4,0,0,0,24,0,5,0,49,6,8,0,0,0,69,0,3,0,17,8,7,0,3,0,40,0,0,4,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,14,5,0,0,41,0,0,0,17,0,6,15,20,11,68,0,3,4,14,12,7,0,0,0,38,0,0,5,21,4,8,5,0,7,36,0,0,0,9,19,18,16,29,8,94,0,0,3,10,9,3,11,0,0,33
POA2204,0,6,3,14,0,0,3,0,0,30,0,0,3,75,23,44,36,13,10,208,0,0,0,4,0,3,9,4,3,19,0,0,0,0,0,5,12,10,3,30,0,16,13,184,77,71,23,9,5,399,0,0,0,13,6,3,7,3,0,39,0,0,4,22,3,3,0,0,0,35,0,3,10,25,12,13,5,4,0,60,0,3,5,8,17,43,126,274,112,589,0,0,3,46,14,9,5,0,4,86,0,3,3,41,11,5,9,7,0,74,0,0,0,44,24,14,15,3,0,104,0,0,0,7,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,10,0,0,0,31,10,3,0,0,0,50,0,0,0,32,10,3,14,18,19,93,0,0,4,43,8,11,0,0,0,63,0,0,0,38,10,4,0,0,0,55,0,0,0,16,15,43,53,33,30,190,0,0,4,36,0,3,3,3,0,60
