SA3_CODE_2021,Per_age_15over_C11_M,Per_age_15over_C11_F,Per_age_15over_C11_P,Per_age_15over_C16_M,Per_age_15over_C16_F,Per_age_15over_C16_P,Per_age_15over_C21_M,Per_age_15over_C21_F,Per_age_15over_C21_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Em_FT_C16_M,Lfs_Em_FT_C16_F,Lfs_Em_FT_C16_P,Lfs_Em_FT_C21_M,Lfs_Em_FT_C21_F,Lfs_Em_FT_C21_P,Lfs_Em_PT_C11_M,Lfs_Em_PT_C11_F,Lfs_Em_PT_C11_P,Lfs_Em_PT_C16_M,Lfs_Em_PT_C16_F,Lfs_Em_PT_C16_P,Lfs_Em_PT_C21_M,Lfs_Em_PT_C21_F,Lfs_Em_PT_C21_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Em_AFWr_C16_M,Lfs_Em_AFWr_C16_F,Lfs_Em_AFWr_C16_P,Lfs_Em_AFWr_C21_M,Lfs_Em_AFWr_C21_F,Lfs_Em_AFWr_C21_P,Lfs_Unem_LFW_C11_M,Lfs_Unem_LFW_C11_F,Lfs_Unem_LFW_C11_P,Lfs_Unem_LFW_C16_M,Lfs_Unem_LFW_C16_F,Lfs_Unem_LFW_C16_P,Lfs_Unem_LFW_C21_M,Lfs_Unem_LFW_C21_F,Lfs_Unem_LFW_C21_P,Lfs_Tot_LForc_C11_M,Lfs_Tot_LForc_C11_F,Lfs_Tot_LForc_C11_P,Lfs_Tot_LForc_C16_M,Lfs_Tot_LForc_C16_F,Lfs_Tot_LForc_C16_P,Lfs_Tot_LForc_C21_M,Lfs_Tot_LForc_C21_F,Lfs_Tot_LForc_C21_P,N_LForc_C11_M,N_LForc_C11_F,N_LForc_C11_P,N_LForc_C16_M,N_LForc_C16_F,N_LForc_C16_P,N_LForc_C21_M,N_LForc_C21_F,N_LForc_C21_P,Pcnt_Unemp_C11_M,Pcnt_Unemp_C11_F,Pcnt_Unemp_C11_P,Pcnt_Unemp_C16_M,Pcnt_Unemp_C16_F,Pcnt_Unemp_C16_P,Pcnt_Unemp_C21_M,Pcnt_Unemp_C21_F,Pcnt_Unemp_C21_P,Pcnt_LForc_prt_C11_M,Pcnt_LForc_prt_C11_F,Pcnt_LForc_prt_C11_P,Pcnt_LForc_prt_C16_M,Pcnt_LForc_prt_C16_F,Pcnt_LForc_prt_C16_P,Pcnt_LForc_prt_C21_M,Pcnt_LForc_prt_C21_F,Pcnt_LForc_prt_C21_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,Pcnt_Emp_to_pop_C16_M,Pcnt_Emp_to_pop_C16_F,Pcnt_Emp_to_pop_C16_P,Pcnt_Emp_to_pop_C21_M,Pcnt_Emp_to_pop_C21_F,Pcnt_Emp_to_pop_C21_P,H_no_sc_qu_Po_De_C11_M,H_no_sc_qu_Po_De_C11_F,H_no_sc_qu_Po_De_C11_P,H_no_sc_qu_Po_De_C16_M,H_no_sc_qu_Po_De_C16_F,H_no_sc_qu_Po_De_C16_P,H_no_sc_qu_Po_De_C21_M,H_no_sc_qu_Po_De_C21_F,H_no_sc_qu_Po_De_C21_P,H_n_s_q_Gr_D_G_Ce_C11_M,H_n_s_q_Gr_D_G_Ce_C11_F,H_n_s_q_Gr_D_G_Ce_C11_P,H_n_s_q_Gr_D_G_Ce_C16_M,H_n_s_q_Gr_D_G_Ce_C16_F,H_n_s_q_Gr_D_G_Ce_C16_P,H_n_s_q_Gr_D_G_Ce_C21_M,H_n_s_q_Gr_D_G_Ce_C21_F,H_n_s_q_Gr_D_G_Ce_C21_P,H_n_s_q_BD_C11_M,H_n_s_q_BD_C11_F,H_n_s_q_BD_C11_P,H_n_s_q_BD_C16_M,H_n_s_q_BD_C16_F,H_n_s_q_BD_C16_P,H_n_s_q_BD_C21_M,H_n_s_q_BD_C21_F,H_n_s_q_BD_C21_P,H_n_s_q_AdDip_DL_C11_M,H_n_s_q_AdDip_DL_C11_F,H_n_s_q_AdDip_DL_C11_P,H_n_s_q_AdDip_DL_C16_M,H_n_s_q_AdDip_DL_C16_F,H_n_s_q_AdDip_DL_C16_P,H_n_s_q_AdDip_DL_C21_M,H_n_s_q_AdDip_DL_C21_F,H_n_s_q_AdDip_DL_C21_P,H_n_s_q_Cert_III_IV_C11_M,H_n_s_q_Cert_III_IV_C11_F,H_n_s_q_Cert_III_IV_C11_P,H_n_s_q_Cert_III_IV_C16_M,H_n_s_q_Cert_III_IV_C16_F,H_n_s_q_Cert_III_IV_C16_P,H_n_s_q_Cert_III_IV_C21_M,H_n_s_q_Cert_III_IV_C21_F,H_n_s_q_Cert_III_IV_C21_P,H_n_s_q_Cert_I_II_C11_M,H_n_s_q_Cert_I_II_C11_F,H_n_s_q_Cert_I_II_C11_P,H_n_s_q_Cert_I_II_C16_M,H_n_s_q_Cert_I_II_C16_F,H_n_s_q_Cert_I_II_C16_P,H_n_s_q_Cert_I_II_C21_M,H_n_s_q_Cert_I_II_C21_F,H_n_s_q_Cert_I_II_C21_P,H_n_s_q_Cert_Lev_nfd_C11_M,H_n_s_q_Cert_Lev_nfd_C11_F,H_n_s_q_Cert_Lev_nfd_C11_P,H_n_s_q_Cert_Lev_nfd_C16_M,H_n_s_q_Cert_Lev_nfd_C16_F,H_n_s_q_Cert_Lev_nfd_C16_P,H_n_s_q_Cert_Lev_nfd_C21_M,H_n_s_q_Cert_Lev_nfd_C21_F,H_n_s_q_Cert_Lev_nfd_C21_P,H_n_s_q_Cert_Lev_Tot_C11_M,H_n_s_q_Cert_Lev_Tot_C11_F,H_n_s_q_Cert_Lev_Tot_C11_P,H_n_s_q_Cert_Lev_Tot_C16_M,H_n_s_q_Cert_Lev_Tot_C16_F,H_n_s_q_Cert_Lev_Tot_C16_P,H_n_s_q_Cert_Lev_Tot_C21_M,H_n_s_q_Cert_Lev_Tot_C21_F,H_n_s_q_Cert_Lev_Tot_C21_P,Mi_Liv_SA_1yr_ag_C11_M,Mi_Liv_SA_1yr_ag_C11_F,Mi_Liv_SA_1yr_ag_C11_P,Mi_Liv_SA_1yr_ag_C16_M,Mi_Liv_SA_1yr_ag_C16_F,Mi_Liv_SA_1yr_ag_C16_P,Mi_Liv_SA_1yr_ag_C21_M,Mi_Liv_SA_1yr_ag_C21_F,Mi_Liv_SA_1yr_ag_C21_P,Mi_Liv_DA_1yr_ag_C11_M,Mi_Liv_DA_1yr_ag_C11_F,Mi_Liv_DA_1yr_ag_C11_P,Mi_Liv_DA_1yr_ag_C16_M,Mi_Liv_DA_1yr_ag_C16_F,Mi_Liv_DA_1yr_ag_C16_P,Mi_Liv_DA_1yr_ag_C21_M,Mi_Liv_DA_1yr_ag_C21_F,Mi_Liv_DA_1yr_ag_C21_P,Mi_Liv_SA_5yrs_ag_C11_M,Mi_Liv_SA_5yrs_ag_C11_F,Mi_Liv_SA_5yrs_ag_C11_P,Mi_Liv_SA_5yrs_ag_C16_M,Mi_Liv_SA_5yrs_ag_C16_F,Mi_Liv_SA_5yrs_ag_C16_P,Mi_Liv_SA_5yrs_ag_C21_M,Mi_Liv_SA_5yrs_ag_C21_F,Mi_Liv_SA_5yrs_ag_C21_P,Mi_Liv_DA_5yrs_ag_C11_M,Mi_Liv_DA_5yrs_ag_C11_F,Mi_Liv_DA_5yrs_ag_C11_P,Mi_Liv_DA_5yrs_ag_C16_M,Mi_Liv_DA_5yrs_ag_C16_F,Mi_Liv_DA_5yrs_ag_C16_P,Mi_Liv_DA_5yrs_ag_C21_M,Mi_Liv_DA_5yrs_ag_C21_F,Mi_Liv_DA_5yrs_ag_C21_P
10602,24241,25919,50153,27827,30090,57919,32838,35586,68430,12921,6066,18984,13540,7242,20780,15810,9365,25171,2462,6710,9173,3187,7891,11081,4261,9557,13818,894,915,1809,758,958,1715,1268,1797,3063,752,772,1525,1304,1246,2543,1062,937,2001,17031,14457,31494,18784,17333,36121,22403,21655,44054,6064,10417,16474,7570,11269,18838,9031,12553,21587,4.4,5.3,4.8,6.9,7.2,7,4.7,4.3,4.5,70.3,55.8,62.8,67.5,57.6,62.4,68.2,60.8,64.4,67.2,52.8,59.7,62.8,53.5,58,65,58.2,61.5,425,387,811,582,664,1251,875,1098,1972,191,391,585,247,523,775,349,821,1172,1722,2635,4361,2053,3494,5550,2821,4813,7633,1561,2203,3763,2058,3057,5112,2620,3908,6529,7490,3164,10655,8869,4537,13400,10473,6451,16924,236,608,850,261,661,921,362,694,1063,305,634,939,420,862,1282,488,915,1403,8036,4410,12443,9551,6054,15609,11324,8058,19383,25335,26538,51872,28040,29159,57200,33562,35277,68841,4415,4654,9064,5175,5671,10844,6452,7050,13501,16751,17495,34251,17705,18201,35903,20414,21154,41568,10834,11604,22436,13706,15121,28819,17076,18805,35882
10603,26603,27900,54505,28805,30011,58816,31322,32588,63908,11018,5207,16219,10658,5334,15985,10750,5770,16519,2800,6477,9278,3231,7048,10278,3849,7682,11532,925,897,1817,830,861,1684,1335,1519,2856,942,875,1817,1185,1026,2206,954,692,1648,15681,13458,29144,15900,14261,30164,16881,15668,32550,9346,12992,22336,10701,13608,24309,12637,15154,27798,6,6.5,6.2,7.4,7.2,7.3,5.6,4.4,5.1,59,48.2,53.5,55.2,47.5,51.3,53.9,48.1,50.9,55.4,45.1,50.1,51.1,44.1,47.5,50.9,46,48.4,429,354,781,556,511,1068,791,829,1616,189,331,517,255,411,663,338,663,998,1655,2328,3983,1877,2863,4741,2405,3630,6041,1853,2428,4274,2149,3138,5292,2535,3669,6203,8373,3321,11700,9203,4146,13348,9936,5131,15068,251,574,819,300,605,904,342,678,1023,328,762,1084,584,1042,1627,553,1038,1591,8946,4661,13605,10092,5789,15880,10830,6847,17675,26468,27268,53731,26932,27505,54439,30130,31094,61218,4629,4958,9589,4846,5116,9957,4993,5132,10120,17213,17939,35152,17793,18152,35945,19463,19913,39376,11938,12400,24336,12847,13312,26156,14162,14826,28981
10604,11709,11330,23037,11875,11791,23667,12299,12179,24478,6426,2842,9259,5548,2766,8315,5796,3263,9062,952,2785,3738,1205,2724,3930,1217,2905,4117,518,413,931,406,384,788,478,479,957,307,309,618,487,431,923,351,275,627,8205,6343,14548,7647,6304,13949,7840,6921,14762,2828,4346,7178,3291,4549,7839,3599,4481,8088,3.8,4.9,4.3,6.4,6.8,6.6,4.5,4,4.2,70.1,56,63.1,64.4,53.5,58.9,63.7,56.9,60.3,67.4,53.3,60.5,60.3,49.8,55.1,60.9,54.6,57.8,97,103,203,137,147,281,150,217,369,61,118,184,68,138,202,72,172,248,546,975,1520,570,1093,1669,617,1285,1905,527,762,1285,592,953,1544,641,1058,1703,3414,1387,4803,3504,1669,5175,3816,2108,5925,112,253,363,112,256,369,133,262,397,116,262,383,161,327,484,172,329,502,3640,1903,5544,3782,2249,6030,4118,2702,6819,11332,11206,22543,11380,11314,22695,11881,11679,23562,2410,2396,4805,1990,2129,4114,2109,2233,4346,7520,7295,14807,7503,7347,14852,7830,7646,15478,5206,5340,10548,5106,5405,10507,5354,5544,10892
10701,28193,29517,57709,29594,31352,60944,31467,33173,64634,12110,5547,17652,12142,6308,18449,11852,6687,18541,2672,6609,9281,3184,7252,10433,3914,7312,11224,1071,962,2037,831,905,1734,1783,2261,4044,1296,1010,2305,1391,1149,2543,1030,748,1777,17146,14130,31278,17544,15618,33165,18579,17006,35588,9699,14067,23762,10489,14117,24603,11404,14587,25993,7.5,7.2,7.4,7.9,7.4,7.7,5.5,4.4,5,60.8,47.9,54.2,59.3,49.8,54.4,59,51.3,55.1,56.2,44.4,50.2,54.6,46.1,50.2,55.8,49,52.3,457,429,891,621,693,1316,954,1136,2089,175,324,495,218,475,695,295,673,965,1603,2146,3746,1998,2889,4886,2597,3893,6489,1666,2193,3857,1964,2960,4929,2261,3320,5576,7877,3279,11159,8591,4096,12687,9207,5133,14340,255,608,861,283,607,884,286,629,915,305,756,1061,490,1035,1520,484,1036,1518,8441,4641,13077,9364,5734,15098,9982,6801,16774,30169,31012,61184,30122,31357,61480,32721,33760,66480,3473,3638,7109,3887,4072,7961,4178,4428,8610,22377,22865,45235,22038,22549,44581,23187,23864,47047,9099,9747,18849,10413,11252,21671,11591,12305,23900
10702,4,4,9,4,0,7,5,0,4,0,0,0,4,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,4,5,0,4,0,0,0,0,0,0,0,0,0,33.3,0,25,0,0,0,0,0,0,60,25,44.4,100,50,80,100,100,100,40,25,33.3,100,50,80,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,3,3,5,4,0,5,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,3,7,0,0,0,5,0,4
10703,32152,34312,66464,35074,37554,72632,38864,41983,80850,14947,7055,22006,15348,7672,23021,15461,8763,24231,3425,8605,12033,4018,9854,13871,4978,10288,15264,1287,1241,2529,1021,1150,2171,2235,2979,5209,1241,1161,2398,1379,1251,2634,1073,856,1925,20900,18060,38966,21765,19928,41694,23740,22889,46628,9941,15015,24953,11317,15421,26739,13120,17109,30232,5.9,6.4,6.2,6.3,6.3,6.3,4.5,3.7,4.1,65,52.6,58.6,62,53.1,57.4,61.1,54.5,57.7,61.1,49.3,55,58.1,49.7,53.8,58.3,52.5,55.3,612,559,1165,839,927,1771,1297,1552,2844,292,553,841,359,778,1140,499,1131,1625,2303,3250,5555,2898,4235,7130,3904,5811,9710,2228,3063,5292,2795,3978,6772,3243,4913,8161,9756,4172,13924,10734,5059,15795,12083,6383,18462,287,681,971,305,687,990,371,806,1183,413,1031,1435,657,1316,1970,676,1413,2093,10450,5884,16335,11695,7067,18763,13130,8598,21736,34191,35585,69780,35037,36542,71577,39410,41244,80657,4880,5296,10177,5170,5546,10710,6040,6595,12642,24185,25068,49253,24495,25466,49958,26615,27687,54302,12444,13529,25974,13980,15050,29034,16366,17879,34241
10704,48748,50303,99053,52221,53925,106144,54790,57441,112228,21052,11175,32227,21639,12354,33999,21312,13374,34683,5664,12488,18149,6759,13873,20634,8100,13867,21964,1686,1822,3511,1394,1626,3016,3343,4232,7568,2182,1712,3892,2317,1895,4216,1802,1445,3242,30577,27193,57772,32109,29740,61855,34553,32911,67465,15603,20929,36534,17243,21334,38578,17700,21859,39563,7.1,6.3,6.7,7.2,6.4,6.8,5.2,4.4,4.8,62.7,54.1,58.3,61.5,55.2,58.3,63.1,57.3,60.1,58.3,50.7,54.4,57,51.6,54.3,59.8,54.8,57.2,2780,2422,5208,3457,3331,6789,4653,4766,9425,708,1178,1888,886,1555,2441,1044,2036,3083,6396,7731,14129,7721,9445,17162,9406,11885,21295,3776,4796,8568,4348,5712,10063,4725,6129,10856,11894,4618,16511,12442,5343,17780,13061,6095,19159,411,846,1254,401,807,1208,473,867,1340,608,1230,1836,894,1624,2518,883,1597,2475,12906,6697,19601,13738,7770,21512,14416,8560,22979,47754,48965,96717,48882,50170,99049,52848,54254,107104,8603,8763,17362,9326,9305,18635,9892,10329,20215,32247,33319,65562,32979,34197,67173,35601,36872,72476,20746,21151,41903,23260,23391,46653,23959,24716,48683
10801,12146,13038,25184,13009,13833,26837,13918,14941,28862,3331,1716,5051,3240,1877,5116,3531,2151,5685,1321,2654,3974,1506,2775,4277,1735,3227,4959,345,345,695,339,357,693,446,525,970,526,379,899,524,392,914,422,274,694,5528,5090,10619,5597,5408,11006,6133,6170,12304,5843,7126,12969,6394,7384,13778,6725,7556,14283,9.5,7.4,8.5,9.3,7.3,8.3,6.9,4.4,5.7,45.5,39.1,42.2,43.1,39.1,41,44.1,41.3,42.6,41.2,36.2,38.6,39.1,36.2,37.6,41,39.5,40.2,142,118,261,196,182,380,280,309,589,102,130,232,100,189,285,132,253,389,632,901,1527,751,1128,1880,1000,1513,2511,668,1008,1674,830,1250,2082,943,1452,2404,3609,1392,5002,3898,1627,5530,4171,2094,6266,134,269,404,128,270,397,132,309,446,167,292,458,243,508,750,255,452,707,3904,1956,5856,4267,2412,6680,4563,2859,7422,11664,12205,23869,11640,12188,23829,12569,13362,25927,1996,2182,4174,2125,2282,4411,2197,2350,4546,8023,8403,16427,7925,8206,16128,8511,8842,17356,4879,5288,10166,5365,5805,11175,5710,6317,12033
10802,18717,19313,38032,19765,20221,39992,21212,21644,42862,5155,2972,8119,5035,2972,8008,5348,3569,8916,2183,3977,6162,2332,4155,6490,2738,4688,7424,559,549,1113,620,585,1203,674,763,1436,994,647,1640,886,646,1529,800,545,1345,8884,8147,17031,8871,8358,17231,9555,9565,19118,8845,10199,19041,9149,10101,19245,10036,10384,20416,11.2,7.9,9.6,10,7.7,8.9,8.3,5.7,7,47.5,42.2,44.8,44.9,41.3,43.1,45,44.2,44.6,42.2,38.9,40.5,40.4,38.1,39.3,41.3,41.7,41.5,148,177,322,194,257,454,285,413,699,133,235,370,135,281,419,180,426,606,951,1424,2377,1060,1708,2770,1306,2227,3537,767,1438,2209,919,1767,2687,1078,2100,3181,5016,2289,7299,5453,2673,8125,5969,3386,9357,180,442,619,255,428,685,243,479,731,204,518,731,358,711,1066,307,625,927,5407,3250,8653,6067,3814,9882,6518,4490,11014,18653,19256,37906,18046,18472,36515,19524,20319,39846,2791,3065,5856,2832,3087,5919,2778,2966,5738,13194,13340,26533,12997,13142,26135,13322,13624,26951,6940,7606,14549,6913,7482,14392,7865,8585,16452
10803,149,155,302,166,165,329,187,193,379,69,45,113,68,47,118,60,47,98,29,48,82,34,43,80,45,59,108,16,13,29,12,12,26,11,18,35,0,5,5,0,6,6,3,6,6,114,109,218,117,110,229,124,124,245,35,43,80,26,42,66,43,48,96,0,1.9,0.9,0,3.7,1.8,3.3,3.2,3.2,74.7,68.8,71.7,73,67.3,70.2,66.1,64.8,65.4,74.7,67.5,71.1,73,64.8,68.9,64,62.7,63.3,3,0,3,4,4,9,4,9,13,0,4,4,0,3,3,0,5,5,13,19,28,17,27,44,21,28,55,10,21,28,9,18,27,7,32,36,53,25,78,57,22,78,67,30,94,4,8,10,0,4,3,0,7,6,3,4,9,7,7,13,5,5,18,61,30,92,66,29,97,72,41,114,152,149,300,142,146,292,173,181,355,19,26,47,27,25,53,28,28,58,111,106,221,97,106,206,122,124,251,49,53,100,63,57,122,67,76,137
10804,28353,31409,59762,30998,34459,65462,34472,38444,72918,9729,5779,15505,10330,6329,16660,11516,7745,19261,3485,6946,10429,3720,7609,11323,4822,9240,14060,793,900,1692,794,883,1680,995,1281,2277,1160,886,2048,1166,987,2152,982,805,1789,15164,14512,29678,16001,15806,31808,18312,19075,37391,11699,15452,27146,12872,16430,29304,14341,17490,31829,7.6,6.1,6.9,7.3,6.3,6.8,5.4,4.2,4.8,53.5,46.2,49.7,51.6,45.9,48.6,53.1,49.6,51.3,49.4,43.4,46.2,47.9,43,45.3,50.3,47.5,48.8,486,380,865,677,683,1361,1076,1213,2293,297,443,742,353,647,1001,476,943,1419,2112,2955,5064,2632,3798,6428,3349,5320,8669,1876,2932,4810,2239,3736,5972,2694,4372,7065,8227,3762,11990,9026,4418,13442,10165,5804,15973,277,648,926,325,693,1017,361,771,1140,398,884,1281,584,1241,1827,707,1221,1927,8901,5296,14196,9934,6352,16282,11239,7798,19041,27680,30025,57706,28721,31217,59933,33045,35945,68991,5355,5888,11245,5413,5949,11365,5969,6602,12570,17744,19161,36899,18389,19848,38233,20736,22295,43032,13415,14871,28284,14611,16132,30737,16533,18683,35211
10805,20207,21700,41913,21623,23257,44880,23313,24865,48177,6652,3611,10263,6188,3531,9719,6713,4207,10914,2308,4513,6821,2530,4896,7424,2889,5328,8222,649,612,1259,691,646,1340,777,829,1606,1004,770,1777,1098,830,1928,822,625,1448,10614,9508,20122,10503,9905,20408,11197,10992,22192,8473,11191,19661,9562,11682,21243,10381,12131,22515,9.5,8.1,8.8,10.4,8.4,9.4,7.3,5.7,6.5,52.5,43.8,48,48.6,42.6,45.5,48,44.2,46.1,47.5,40.3,43.8,43.5,39,41.2,44.5,41.7,43.1,230,173,402,306,293,600,462,554,1015,141,300,440,184,379,558,229,472,695,1098,1628,2725,1260,2012,3270,1544,2577,4122,1009,1715,2720,1166,2322,3485,1410,2560,3970,5572,2399,7973,6111,2944,9054,6804,3780,10585,218,498,713,256,507,768,277,522,803,261,642,902,488,856,1348,416,743,1161,6054,3535,9589,6857,4311,11167,7496,5049,12546,20163,21241,41405,20392,21418,41815,21950,22937,44882,3429,3682,7112,3471,3651,7124,3556,3879,7433,14229,14682,28916,13875,14422,28296,14730,15277,30006,7914,8850,16762,8897,9700,18597,9649,10390,20038
10901,22121,23977,46094,23736,25720,49458,26082,28191,54274,10834,5731,16570,10575,5701,16270,11595,6806,18396,2333,6262,8596,2776,6858,9628,3394,7640,11030,838,887,1721,667,858,1526,779,1046,1825,821,743,1567,1010,888,1900,825,647,1475,14830,13628,28458,15030,14299,29328,16592,16134,32729,6123,9229,15354,6950,9567,16521,7791,10390,18176,5.6,5.5,5.5,6.7,6.2,6.5,5,4,4.5,67.1,56.8,61.7,63.3,55.6,59.3,63.6,57.2,60.3,63.3,53.7,58.3,59.1,52.1,55.5,60.5,54.9,57.6,429,404,834,517,650,1168,820,1041,1857,277,507,780,325,616,942,388,846,1235,1784,2843,4626,2023,3374,5395,2545,4300,6846,1279,2027,3308,1653,2576,4227,1929,2949,4878,5901,2758,8654,6549,3444,9993,7139,4175,11311,278,564,843,254,506,761,268,477,744,240,479,719,372,713,1078,360,671,1033,6415,3805,10217,7170,4661,11836,7767,5321,13086,22194,23279,45479,22330,23472,45799,25312,26773,52086,4040,4666,8703,4382,4808,9198,4771,5147,9913,14738,15290,30031,14946,15440,30383,16152,16934,33085,9728,10882,20612,10538,11808,22344,12179,13289,25463
10902,5091,4835,9923,5206,4979,10186,5466,5170,10636,2422,1165,3591,2187,1089,3270,2349,1222,3571,470,1068,1542,502,1140,1645,523,1194,1718,203,170,368,194,184,385,185,206,386,165,128,293,177,126,309,137,98,236,3259,2530,5786,3065,2538,5599,3194,2721,5910,1477,2019,3499,1509,1888,3391,1521,1806,3325,5,5,5,5.8,5,5.4,4.3,3.6,4,64,52.4,58.3,58.8,51,55,58.4,52.6,55.6,60.8,49.7,55.4,55.4,48.5,52,55.9,50.7,53.4,22,29,49,33,59,93,46,75,120,27,61,91,28,79,102,27,99,121,213,412,627,222,439,661,278,532,814,199,313,515,230,403,631,290,473,760,1089,463,1561,1184,572,1756,1247,658,1904,39,80,118,56,84,137,49,98,151,42,86,130,58,91,154,58,87,145,1173,635,1808,1298,747,2043,1352,846,2199,5242,4915,10155,4927,4645,9571,5023,4760,9787,727,770,1496,683,732,1419,705,685,1395,3824,3519,7345,3603,3318,6929,3581,3329,6910,1758,1796,3553,1688,1790,3477,1816,1774,3591
10903,16540,16543,33083,17188,17525,34711,17893,18449,36343,7492,3383,10877,6952,3459,10414,7136,3806,10937,1444,3895,5334,1639,4081,5721,1841,4478,6316,646,638,1283,615,618,1233,620,752,1372,413,377,780,454,382,833,355,278,628,9984,8298,18279,9669,8543,18207,9944,9306,19252,5536,7354,12894,5911,7356,13269,6348,7522,13873,4.1,4.5,4.3,4.7,4.5,4.6,3.5,3,3.3,60.4,50.1,55.3,56.3,48.7,52.5,55.6,50.4,53,57.9,47.9,52.9,53.6,46.5,50.1,53.6,48.9,51.2,114,121,243,146,211,352,209,288,503,82,222,306,85,278,369,136,411,549,754,1413,2170,859,1672,2537,1029,2028,3052,759,1115,1879,905,1490,2396,1011,1680,2689,4226,1832,6056,4549,2017,6568,4974,2552,7528,110,293,410,119,307,427,132,301,440,158,296,456,266,405,675,237,327,563,4495,2425,6921,4931,2736,7664,5351,3175,8524,16640,16551,33187,16045,16089,32137,16705,17014,33723,2390,2622,5011,2495,2688,5182,2639,2763,5397,12042,11783,23822,11521,11440,22956,11555,11617,23172,5916,6299,12214,6148,6516,12666,6867,7336,14200
11001,13855,15102,28956,14566,15763,30331,14746,16086,30827,5971,3551,9529,5770,3549,9317,5877,3816,9694,1768,3616,5387,1957,3696,5653,2091,3783,5881,470,520,986,426,496,924,455,605,1066,593,488,1084,618,544,1160,466,391,857,8805,8174,16981,8771,8286,17056,8895,8600,17496,4262,6087,10351,4624,6209,10830,4486,5920,10401,6.7,6,6.4,7.1,6.6,6.8,5.2,4.6,4.9,63.6,54.1,58.6,60.2,52.6,56.2,60.3,53.5,56.8,59.3,50.9,54.9,55.9,49.1,52.4,57.2,51,54,827,664,1499,1019,927,1948,1122,1273,2396,177,410,584,236,454,690,268,539,809,1397,2091,3488,1518,2478,3998,1747,2687,4432,775,1250,2025,847,1446,2293,902,1537,2439,2887,1372,4256,3071,1564,4639,3183,1742,4924,154,288,442,169,277,440,210,308,512,180,383,563,232,447,682,206,385,589,3213,2045,5259,3473,2290,5761,3592,2433,6031,13482,14181,27660,13298,13959,27258,13259,14064,27324,2868,3245,6110,2762,3243,6012,2930,3236,6166,8930,9308,18242,8917,9273,18186,8633,9048,17683,6414,7147,13563,6520,7287,13807,6699,7460,14168
11002,14864,15363,30227,15388,15919,31308,15739,16381,32125,5991,3110,9108,5394,3042,8434,5374,3317,8690,1424,3223,4647,1678,3267,4946,1689,3439,5128,449,456,910,434,525,961,475,526,999,609,504,1112,632,521,1154,554,421,970,8478,7290,15774,8145,7354,15498,8081,7704,15787,5531,7278,12814,5779,7077,12853,6093,7147,13239,7.2,6.9,7.1,7.8,7.1,7.5,6.8,5.5,6.2,57,47.5,52.2,52.9,46.2,49.5,51.4,47,49.1,52.9,44.2,48.5,48.8,42.9,45.8,47.9,44.4,46.1,101,120,216,118,172,287,178,243,420,96,217,314,96,208,302,111,287,402,661,1266,1924,718,1447,2168,874,1684,2560,589,1053,1643,712,1340,2056,777,1427,2202,3401,1738,5131,3639,2022,5661,3857,2409,6267,156,290,444,188,303,495,189,356,546,187,325,515,270,466,734,231,388,622,3735,2356,6090,4102,2794,6892,4278,3159,7439,15125,15556,30683,14343,14699,29044,14432,14890,29317,2407,2641,5047,2275,2512,4794,2385,2590,4971,10577,10769,21347,10414,10512,20931,10266,10499,20767,5823,6283,12106,5341,5874,11207,5670,6221,11886
11003,9980,9825,19811,10070,9987,20053,9801,9852,19647,5199,2588,7792,4790,2525,7315,4498,2664,7158,760,2147,2905,832,2141,2975,858,2034,2891,438,357,793,352,368,721,298,382,679,384,285,669,397,315,708,237,187,426,6780,5381,12163,6374,5340,11717,5888,5259,11150,2384,3745,6131,2500,3447,5949,2271,3007,5279,5.7,5.3,5.5,6.2,5.8,6,4,3.6,3.8,67.9,54.8,61.4,63.3,53.5,58.4,60.1,53.4,56.8,64.1,51.9,58,59.4,50.4,54.9,57.7,51.5,54.6,93,95,191,114,126,241,138,160,300,42,126,171,56,155,207,53,172,224,509,919,1426,573,1047,1618,604,1144,1748,400,696,1101,434,820,1252,466,802,1272,2159,996,3152,2202,1114,3314,2101,1270,3366,78,204,283,88,172,265,88,168,253,94,200,297,122,256,380,103,215,309,2329,1397,3727,2410,1547,3962,2284,1647,3930,10138,9869,20006,9650,9439,19090,8767,8680,17440,1723,1749,3473,1386,1499,2881,1377,1429,2802,7018,6776,13791,6974,6640,13616,6335,6192,12528,3876,3956,7834,3360,3564,6922,3169,3367,6536
