LGA_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
LGA17200,764,1050,544,438,174,86,3062,1126,1471,580,351,89,26,3639,2924,4531,2268,1493,453,181,11849,4052,6000,2845,1848,538,204,15486,1696,1195,322,119,26,6,3361,3586,2952,698,247,46,25,7553,18677,16896,4280,2264,503,207,42820,..,..,..,..,..,..,..,65,29,12,6,3,0,110,24021,21071,5312,2626,577,234,53843,0,3,5,0,0,0,10,0,0,0,0,0,0,0,70,93,39,29,0,3,239,68,102,40,29,0,3,252,319,144,41,23,8,0,533,29227,28360,8785,4964,1300,533,73178,370,526,278,340,139,67,1722,1030,1339,535,383,70,39,3397,3270,4722,2631,1974,596,240,13430,4306,6063,3158,2354,665,278,16834,1325,929,201,126,27,21,2612,4022,3479,895,405,98,44,8935,21347,21525,6296,3402,990,744,54303,..,..,..,..,..,..,..,11,11,3,5,0,5,29,26699,25941,7393,3930,1112,810,65880,4,0,0,0,0,0,8,32,3,0,0,0,0,35,154,111,56,25
LGA17310,4000,6993,2916,2733,1282,571,18489,413,214,54,29,12,3,726,101,55,22,11,4,0,190,517,268,75,38,15,8,914,915,385,92,24,7,3,1433,26,10,5,0,0,0,38,7,9,0,0,0,0,14,..,..,..,..,..,..,..,20,8,0,0,0,0,28,975,404,104,23,7,3,1517,75,24,6,0,6,0,118,4,4,0,0,0,0,15,26,20,3,8,0,0,60,107,50,10,9,3,4,189,12,12,4,0,0,0,30,5613,7726,3104,2808,1312,581,21146,4344,6952,2946,2725,1334,619,18921,942,375,121,28,7,9,1480,211,103,19,13,0,0,347,1148,472,141,50,8,11,1826,279,74,25,11,5,3,400,14,5,0,0,0,0,18,10,0,3,0,0,0,20,..,..,..,..,..,..,..,0,0,0,0,0,0,0,303,87,28,13,5,3,439,71,29,5,3,0,3,113,3,9,3,3,0,0,16,67,109,54,50
LGA17350,602,826,262,243,132,86,2140,4,9,0,0,0,0,10,0,0,0,0,0,0,0,4,10,0,0,0,0,11,92,20,4,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,3,96,20,4,0,0,0,118,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,8,3,7,0,0,0,0,15,0,0,0,0,0,0,3,705,858,265,243,135,87,2293,569,838,270,238,142,86,2152,28,5,0,0,0,0,43,0,0,0,0,0,0,0,28,5,0,0,0,0,43,89,13,9,3,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,89,13,9,3,0,0,113,3,3,0,0,0,0,6,0,0,0,0,0,0,0,6,7,0,0
LGA17400,727,1006,301,233,125,86,2482,24,3,0,0,0,0,30,0,0,0,0,0,0,0,24,7,0,0,0,0,35,51,12,3,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,55,13,3,0,0,0,75,32,13,11,3,4,4,60,9,7,4,0,0,0,24,0,0,0,0,0,0,8,48,20,12,3,6,0,85,0,0,0,0,0,0,6,863,1045,318,246,129,91,2684,844,1048,257,219,110,57,2537,44,10,0,4,0,0,57,0,0,0,0,0,0,0,44,10,0,4,0,0,57,23,4,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,23,4,6,0,0,0,34,8,5,0,6,0,0,21,8,0,0,0,0,0,8,3,0,5,4
LGA17420,3161,9975,7112,10561,4818,2081,37703,337,376,121,100,22,3,954,781,1192,740,564,152,62,3487,1118,1558,857,659,174,67,4439,261,126,39,18,8,0,452,181,233,126,51,11,0,612,262,383,124,47,11,0,829,..,..,..,..,..,..,..,19,30,7,9,0,3,69,724,772,297,126,28,9,1960,29,8,4,0,0,0,40,0,0,0,0,0,0,3,3,3,0,0,0,0,10,30,15,4,0,4,0,52,21,8,3,3,0,0,31,5049,12326,8269,11351,5022,2158,44184,3351,9935,7453,10930,5220,2525,39415,417,386,91,55,13,8,962,752,1215,1029,1098,372,149,4618,1167,1601,1118,1149,388,153,5578,258,194,100,52,21,10,636,245,339,187,98,14,4,891,326,411,192,114,28,19,1093,..,..,..,..,..,..,..,5,7,5,0,0,3,21,839,954,476,262,64,35,2636,21,16,0,3,0,0,43,3,0,0,4,0,0,9,4,6,3,7
LGA17550,4352,8504,3354,3318,1624,730,21892,1677,1688,483,269,90,38,4244,876,793,287,147,43,28,2170,2553,2479,766,417,134,65,6417,1198,843,232,97,36,8,2409,497,466,108,44,14,0,1129,192,247,30,19,3,0,492,..,..,..,..,..,..,..,66,35,0,3,0,3,116,1945,1587,381,163,56,17,4146,659,368,31,15,5,5,1084,10,0,3,0,0,0,12,24,18,14,6,0,0,58,695,383,44,21,6,7,1156,20,14,10,4,3,0,44,9571,12976,4561,3920,1820,820,33659,4502,8614,3547,3677,1744,846,22927,1891,1628,376,244,72,29,4237,782,840,341,217,47,15,2247,2676,2464,717,463,114,46,6488,1152,644,142,80,17,11,2050,616,539,146,63,13,9,1371,318,364,49,17,3,3,751,..,..,..,..,..,..,..,0,7,0,0,0,0,5,2084,1551,343,156,29,18,4182,690,387,36,9,0,4,1128,23,12,3,3,0,0,39,13,18,6,0
LGA17620,1170,1787,711,681,354,123,4825,50,29,17,3,0,0,109,0,0,0,0,0,0,0,51,33,17,3,0,0,109,112,50,14,7,0,0,181,0,0,0,0,0,0,0,4,3,0,0,0,0,5,..,..,..,..,..,..,..,7,0,0,0,0,0,10,125,55,14,5,0,0,198,64,16,0,5,0,0,83,0,0,0,0,0,0,3,8,9,0,4,0,0,19,77,26,0,6,0,0,103,3,0,0,0,0,0,4,1430,1897,742,698,356,124,5240,1193,1753,646,648,341,119,4700,51,24,10,4,4,0,95,0,0,0,0,0,0,0,51,24,10,4,4,0,95,162,50,18,6,3,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,160,50,18,6,3,0,244,44,17,0,0,0,0,66,0,0,0,0,0,0,3,0,8,0,0
LGA17640,722,1060,351,335,179,62,2705,25,10,0,0,0,0,36,0,0,0,0,0,0,4,23,10,0,0,0,0,43,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,16,0,0,0,0,0,13,7,3,0,0,0,0,9,4,0,0,0,0,0,4,5,7,0,0,3,0,20,17,11,0,0,3,0,34,0,4,0,0,0,0,4,777,1085,357,335,183,62,2796,762,1087,341,328,164,83,2765,53,7,3,0,0,0,63,5,7,0,0,0,0,8,53,10,3,0,0,0,71,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,6,0,0,0,0,14,9,6,0,0,0,0,16,3,5,0,0
LGA17650,454,816,295,302,145,83,2097,7,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,6,35,16,6,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,37,16,6,0,0,0,62,18,3,0,0,0,0,19,3,0,0,0,0,0,4,0,5,3,0,0,0,12,17,6,7,3,0,0,33,0,0,0,0,0,0,0,514,843,306,313,142,83,2199,562,872,256,293,148,60,2192,5,0,5,0,0,0,14,0,0,0,0,0,0,4,9,5,5,0,0,0,15,24,6,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,24,6,0,0,0,0,38,11,4,0,0,0,0,18,0,0,0,0,0,0,4,0,3,3,3
LGA17750,3654,6583,3033,2950,1514,681,18410,404,258,71,22,10,0,758,73,60,14,11,3,0,158,474,320,82,30,12,0,926,1235,645,137,65,15,0,2097,48,28,3,0,0,0,77,23,12,0,0,0,0,32,..,..,..,..,..,..,..,11,6,0,0,0,0,17,1324,685,142,61,15,0,2231,45,13,0,0,0,0,52,0,0,0,0,0,0,8,29,26,9,4,0,0,74,72,44,10,12,0,0,135,16,0,5,0,0,0,17,5539,7629,3273,3057,1542,686,21716,3938,6810,3094,2971,1532,669,19013,442,217,48,26,0,3,740,87,67,19,7,0,0,182,527,284,64,34,0,4,914,1262,552,171,75,14,0,2080,62,18,4,0,0,0,81,17,9,0,0,0,0,34,..,..,..,..,..,..,..,0,7,0,0,0,0,13,1344,585,172,75,11,0,2196,27,22,0,0,0,0,49,6,4,0,0,0,0,5,25,54,20,19
LGA17850,302,479,133,137,70,33,1153,11,4,0,0,0,0,12,0,0,0,0,0,0,0,8,4,0,0,0,0,15,27,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,29,4,0,0,0,0,34,9,3,0,0,0,0,13,0,0,0,0,0,0,0,5,7,0,0,0,0,11,13,3,0,0,0,0,24,0,0,0,0,0,0,0,349,488,134,139,71,33,1221,325,447,135,125,80,19,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,6,0,0,0,0,6,19,9,0,0,0,0,26,3,3,0,0,0,0,9,0,0,0,0,0,0,5,0,4,0,0
LGA17900,700,683,273,206,145,104,2111,4,7,3,0,0,0,19,0,0,0,0,0,0,0,4,7,3,0,0,0,19,67,31,4,4,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,0,0,0,0,3,75,31,4,4,0,0,108,113,48,9,8,3,0,171,28,6,5,0,0,0,45,13,9,5,0,0,0,25,161,61,14,10,3,0,244,3,9,5,0,0,0,13,939,782,295,222,148,104,2491,618,640,233,210,96,93,1889,5,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,69,22,0,4,0,0,99,0,0,0,0,0,0,0,13,0,0,0,0,0,14,..,..,..,..,..,..,..,0,5,0,0,0,0,5,84,20,0,6,0,0,117,21,4,0,0,0,0,32,82,38,8,3,5,4,150,6,6,0,0
LGA17950,275,365,142,129,66,24,1001,13,8,0,0,0,0,28,0,0,4,0,0,0,9,14,8,4,0,0,0,31,34,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,34,3,0,0,0,0,43,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,3,0,0,0,0,22,0,0,0,0,0,0,0,338,383,144,132,74,25,1101,266,352,122,99,56,39,940,3,3,0,0,0,0,13,0,0,0,0,0,0,0,3,3,0,0,0,0,13,29,8,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,29,8,0,0,0,0,40,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
LGA18020,943,1373,385,402,219,124,3446,13,4,0,0,0,0,20,4,0,0,0,0,0,4,11,4,0,0,0,0,20,89,21,3,6,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,89,21,3,6,0,0,122,15,8,0,0,0,0,21,9,0,3,0,0,0,14,18,7,3,3,0,0,28,37,12,4,5,0,0,64,5,6,0,4,0,0,14,1089,1419,397,407,225,121,3659,974,1319,370,350,191,95,3300,39,5,0,0,0,0,40,0,0,0,0,0,0,8,36,8,0,0,0,0,47,44,13,4,0,0,3,65,0,0,0,0,0,0,5,8,0,0,0,0,0,5,..,..,..,..,..,..,..,0,0,0,0,0,0,0,55,18,4,0,0,3,77,12,11,0,4,0,0,26,0,0,0,0,0,0,0,8,5,3,0
LGA18050,715,1324,895,1209,613,193,4945,497,757,422,427,136,32,2276,449,751,467,506,184,49,2403,947,1510,892,937,320,75,4672,1154,1341,482,219,49,7,3257,2209,2495,720,283,47,14,5773,2474,2418,714,312,61,13,5991,..,..,..,..,..,..,..,7,11,0,6,0,0,18,5847,6271,1915,815,160,36,15041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,21,16,5,3,154,54,54,21,16,6,3,155,16,18,10,8,9,4,61,7579,9172,3731,2976,1103,309,24871,519,1087,684,1104,564,202,4158,433,624,450,466,141,31,2145,352,658,539,736,266,71,2631,787,1285,986,1200,409,107,4776,1063,1342,590,339,67,34,3432,2597,3332,1146,503,93,24,7693,1826,1849,621,247,56,21,4611,..,..,..,..,..,..,..,5,12,7,0,0,0,20,5486,6526,2361,1092,219,73,15759,0,0,0,0,0,0,5,0,0,0,0,0,0,0,136,114,49,25
LGA18100,369,599,173,142,91,33,1401,20,11,4,0,0,0,27,0,0,0,0,0,0,3,19,11,4,0,0,0,34,41,11,4,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,7,0,0,0,0,0,7,45,11,4,0,0,0,55,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,437,618,182,143,91,33,1498,418,567,144,125,78,37,1365,32,19,0,0,0,0,55,0,0,0,0,0,0,0,33,19,0,0,0,0,55,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0
LGA18200,505,886,327,297,154,85,2250,19,7,0,0,0,3,25,4,3,0,0,0,0,8,21,5,0,0,0,3,24,50,28,8,0,0,0,84,0,0,0,0,0,0,0,7,0,0,0,0,0,6,..,..,..,..,..,..,..,0,0,0,0,0,0,0,54,33,8,0,0,0,89,38,24,0,0,0,0,67,4,0,0,0,0,0,3,19,8,0,0,0,0,22,49,35,0,0,0,0,92,0,0,0,0,0,0,4,629,956,334,304,153,88,2465,515,826,312,300,160,59,2164,27,8,5,3,0,0,37,0,0,0,0,0,0,0,27,8,5,3,0,0,37,72,35,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,72,35,0,0,0,0,112,26,26,3,0,0,0,61,5,3,0,0,0,0,9,5,3,4,0
LGA18250,1727,3358,2297,3104,1397,402,12295,242,309,182,142,42,3,922,208,332,204,194,42,12,995,453,637,383,341,87,20,1920,541,568,197,123,20,8,1453,958,1043,472,260,54,14,2800,1999,2345,1053,596,124,29,6153,..,..,..,..,..,..,..,12,5,0,4,0,0,24,3517,3959,1725,979,199,52,10428,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,14,13,4,3,0,52,15,16,11,4,3,0,55,0,0,0,0,0,0,8,5707,7979,4417,4433,1684,481,24699,1556,3113,2191,3271,1438,503,12077,185,258,191,169,54,8,861,228,367,279,257,69,17,1219,411,628,468,428,125,24,2084,534,558,250,161,33,15,1549,893,1165,666,389,78,32,3224,2089,2510,1393,835,202,62,7091,..,..,..,..,..,..,..,8,0,0,0,0,0,12,3519,4234,2309,1395,310,105,11868,0,3,0,0,0,0,3,0,0,0,0,0,0,0,24,26,15,7
LGA18350,3445,5928,2021,2146,1051,492,15078,524,296,86,64,31,10,1018,73,70,24,7,0,4,177,594,369,104,75,31,9,1195,183,65,6,0,0,0,255,0,0,0,0,0,0,0,7,0,0,0,0,0,14,..,..,..,..,..,..,..,20,8,0,0,0,0,30,214,73,5,0,0,0,296,45,14,0,9,0,0,65,0,0,0,0,0,0,4,21,16,3,0,0,0,38,67,28,7,6,0,0,109,8,12,0,0,0,0,19,4325,6401,2145,2234,1083,509,16692,3684,6369,2216,2257,1086,513,16121,466,227,41,22,5,0,763,135,121,21,3,3,0,288,603,346,62,26,13,3,1056,207,74,18,10,5,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,0,0,0,0,5,211,77,18,6,4,0,322,64,12,5,0,0,0,89,12,4,0,0,0,0,15,15,11,6,5
LGA18400,1854,4027,2295,2776,1479,767,13189,197,163,20,10,8,4,405,4,5,0,0,0,0,14,198,176,20,13,8,4,416,104,38,13,7,6,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,17,20,3,0,4,0,50,128,58,22,8,7,4,225,54,7,11,0,0,0,73,4,6,0,6,6,0,17,8,9,5,5,0,0,25,66,19,14,11,3,0,114,0,4,0,0,0,0,5,2246,4285,2347,2810,1492,777,13949,1872,4259,2462,3005,1650,936,14179,280,249,26,18,14,0,589,27,24,4,3,3,0,56,307,269,32,23,13,0,649,51,30,13,3,0,0,92,3,6,0,0,0,0,9,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,5,53,34,13,4,0,0,108,44,14,6,0,0,0,68,0,0,4,3,6,0,10,7,6,7,9
LGA18450,9133,16754,8942,10134,4317,1818,51104,1737,1312,414,236,77,28,3808,1490,1529,757,459,156,62,4448,3224,2837,1175,700,230,90,8252,3124,1652,496,243,81,31,5625,1425,1018,288,112,36,3,2899,1153,1224,380,138,29,5,2927,..,..,..,..,..,..,..,85,42,19,8,4,0,160,5793,3938,1191,505,145,39,11608,307,185,19,4,3,0,517,5,0,0,0,0,0,5,103,62,36,18,9,7,233,414,247,50,21,16,3,747,20,15,7,0,0,0,46,18587,23792,11368,11360,4711,1950,71761,8896,16564,8941,10432,4474,2068,51368,2000,1291,382,227,83,30,4014,1887,1628,827,538,169,96,5137,3887,2917,1210,763,250,119,9156,2781,1732,574,303,96,48,5539,1417,1043,351,129,35,11,2974,1400,1712,515,212,47,10,3889,..,..,..,..,..,..,..,25,13,4,3,6,3,48,5621,4498,1442,642,179,67,12455,153,73,16,10,3,0,259,4,0,0,0,0,0,5,79,70,39,44
LGA18500,750,1378,755,1155,655,232,4918,233,284,138,108,34,4,798,867,1403,759,585,149,23,3796,1100,1683,897,697,187,31,4598,517,600,235,125,36,3,1521,1370,1598,450,168,30,9,3631,2767,2160,497,203,42,10,5684,..,..,..,..,..,..,..,3,4,0,0,0,0,10,4655,4364,1180,504,115,22,10844,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18,16,7,9,0,0,57,17,20,8,9,0,0,59,17,14,3,0,3,0,47,6542,7464,2851,2367,954,280,20462,573,1245,717,1069,680,206,4501,194,241,116,105,27,4,694,841,1424,795,726,188,33,4012,1038,1669,911,831,216,46,4703,601,670,286,205,51,16,1827,1563,1854,601,295,51,17,4367,2394,2133,571,221,47,7,5373,..,..,..,..,..,..,..,15,26,7,9,0,0,67,4563,4682,1465,728,151,40,11636,0,0,0,0,0,0,3,0,0,0,0,0,0,0,65,44,28,13
LGA18710,846,1838,740,865,429,180,4903,97,43,7,8,5,0,155,0,8,0,0,0,0,6,97,49,8,5,5,0,165,24,16,5,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,3,0,0,0,0,4,33,19,8,0,0,0,55,13,12,4,3,0,0,31,0,9,0,0,0,0,13,0,0,0,0,0,0,9,14,18,5,5,0,0,56,0,0,0,0,0,0,0,990,1926,758,884,437,183,5176,914,1892,790,946,471,177,5185,130,53,12,11,0,0,205,6,3,0,0,0,0,13,142,53,15,11,0,0,219,13,8,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,13,6,4,0,0,0,27,14,8,0,0,0,0,19,3,5,0,0,0,0,11,0,8,0,0
LGA19399,96,127,58,46,22,7,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,8,4,0,0,0,0,13,9,4,0,0,0,0,13,9,8,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,0,0,19,0,0,0,0,0,0,0,112,140,59,47,22,10,392,85,116,47,43,20,8,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
