LGA_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
LGA12380,3815,3061,1925,15997,770,25555,3,23,6,176,5,210,21919,117,233,182,528,22970,1796,117,66,235,53,2268,341,99,41,92,4,582,6215,1966,1278,11642,770,21867,4283,50,222,24,153,4738,256,26,29,109,11,424,746,179,128,872,49,1971,1676,244,94,437,54,2515,255,56,7,44,7,362,11693,82,67,39,206,12081,1110,455,275,4478,144,6460,3024,577,249,1069,132,5053,3201,9,21,7,78,3312,18964,3039,1003,1927,969,25907,166,16,4,17,10,218,2433,307,169,563,86,3563,1023,76,82,27,50,1250,412,103,75,46,23,647,714,68,53,118,20,968,641,35,38,106,17,834,762,62,28,3,30,882,908,426,313,2506,85,4228,528,36,14,26,10,605,158,24,18,12,0,214,952,45,44,66,26,1134,1867,9,21,6,61,1960,3236,26,39,15,86,3407,109,46,29,105,12,293,41170,1671,989,928,1451,46206,4124,322,180,925,11265,16818,129747,9556,5309,32134,16487,193233,5616,3589
LGA12390,80,979,684,20411,633,22782,0,16,4,589,30,643,198,15,22,198,4,439,10,3,0,7,0,27,162,72,57,154,5,450,946,848,591,15708,487,18583,108,0,26,0,3,142,31,15,14,141,10,209,139,67,44,1355,30,1635,61,24,7,83,0,177,26,14,0,7,0,43,161,14,8,22,5,206,196,202,123,5202,98,5818,116,66,20,401,13,625,19,0,3,0,0,20,29,14,4,42,6,97,4,3,0,0,0,12,31,24,4,62,0,121,52,24,6,20,0,107,74,43,37,41,3,208,47,14,8,46,0,121,33,5,7,14,0,59,15,0,0,0,0,18,266,246,158,3383,63,4119,0,0,0,0,0,0,60,14,10,10,0,90,25,4,3,42,0,76,65,12,5,0,0,76,30,0,3,0,0,31,31,20,7,87,0,144,532,125,75,297,22,1056,77,28,28,1106,2404,3640,3081,1773,1213,37662,3565,47297,111,976
LGA12700,10,185,144,3480,73,3899,0,0,0,15,0,15,9,0,0,6,0,17,5,0,0,0,0,6,32,13,5,15,0,67,256,212,130,3008,80,3691,4,0,6,0,0,14,0,5,0,21,0,24,45,19,12,348,19,444,3,0,0,4,0,7,4,0,0,6,3,15,0,0,0,4,0,5,37,29,14,871,14,968,23,7,11,49,3,89,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,5,0,15,0,6,0,0,0,13,6,5,3,3,0,18,12,4,0,19,0,41,10,0,0,4,0,13,0,0,0,0,0,0,76,53,26,660,20,833,0,0,0,0,0,0,6,0,0,0,0,10,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,34,0,52,84,23,22,73,6,208,5,8,4,193,298,509,524,370,256,6697,475,8320,11,212
LGA12730,18,185,111,3485,79,3881,0,0,0,31,4,33,21,4,0,15,0,46,4,0,0,0,0,8,59,21,8,43,0,127,198,173,132,2915,106,3529,3,0,0,0,0,7,8,3,0,15,0,17,36,17,11,249,4,317,9,4,0,12,0,27,0,0,0,0,0,0,21,0,4,0,0,26,42,39,30,853,19,991,72,16,15,114,10,226,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,3,5,0,0,5,0,7,32,7,4,5,7,52,10,6,11,6,0,33,11,0,3,10,0,19,3,0,0,0,0,6,0,0,3,0,0,3,60,59,43,860,12,1034,0,0,0,0,0,0,13,6,0,3,0,24,0,0,0,8,0,8,7,0,0,0,0,7,0,0,0,0,0,0,17,7,0,9,0,29,74,17,7,68,0,163,10,6,10,196,404,627,634,343,249,6827,605,8664,13,184
LGA12750,129,1193,839,11859,358,14377,0,8,4,309,11,341,67,17,4,80,4,170,157,4,6,33,6,210,341,82,51,155,13,641,2653,1154,833,10198,376,15222,73,3,26,9,0,111,79,9,17,88,9,198,489,107,75,912,29,1607,110,22,9,83,0,228,70,17,0,13,0,106,30,5,4,10,0,44,422,234,165,3588,95,4504,252,82,29,288,8,665,4,0,0,0,0,4,11,12,5,12,0,35,19,0,4,0,0,22,91,30,7,32,5,163,44,20,15,22,6,103,123,60,41,25,0,246,119,20,17,39,9,205,45,17,3,21,0,80,13,3,3,0,0,20,618,284,225,2624,75,3831,44,4,3,4,0,55,37,16,5,0,0,58,47,3,7,30,0,80,3,3,0,0,0,13,46,0,0,0,0,44,103,38,20,119,5,278,723,192,93,327,27,1358,85,38,21,588,1765,2502,5932,2242,1551,23442,2581,35743,136,1163
LGA12850,3344,2076,1298,10882,712,18309,3,16,10,169,9,211,23802,148,249,170,595,24973,3177,252,101,341,84,3954,261,62,32,82,18,447,5599,1313,855,7232,756,15748,2745,40,136,17,73,3007,271,23,9,69,10,388,1013,162,109,504,53,1844,1053,160,89,354,28,1682,356,29,9,32,3,439,1657,24,15,13,51,1765,620,272,173,2412,82,3556,8122,1387,494,2371,299,12676,126,0,6,0,9,143,3896,754,194,404,203,5455,1377,99,36,120,77,1702,2018,306,181,582,100,3178,752,56,55,22,43,928,277,60,40,22,10,407,1102,103,30,116,25,1368,822,57,15,45,10,947,1491,67,13,17,79,1671,659,257,183,1387,68,2558,3752,174,95,172,116,4317,88,19,11,0,0,116,2738,95,91,86,72,3076,163,21,0,11,3,198,29449,182,238,171,1152,31188,61,31,16,65,3,175,46474,1304,857,759,1565,50949,5777,228,189,765,7013,13980,141937,6773,4026,22395,12636,187764,4419,2288
LGA12870,19,246,179,4636,124,5200,0,0,0,8,0,8,20,7,0,23,0,51,8,5,0,0,0,15,72,14,17,35,0,141,470,262,205,4034,90,5063,41,7,14,0,0,67,9,0,0,31,0,41,79,30,10,474,12,612,0,7,0,14,0,19,15,4,0,0,0,18,8,0,0,0,0,5,80,64,29,1499,27,1702,55,29,5,123,0,209,4,0,0,0,0,3,4,0,0,5,0,5,0,0,0,0,0,3,7,4,0,6,0,18,10,0,0,0,0,17,35,4,13,0,0,56,29,6,0,6,5,48,4,4,0,4,0,12,0,4,0,0,0,4,125,75,46,1103,21,1370,3,0,0,0,0,3,10,0,3,4,0,14,5,0,0,0,0,6,0,0,3,0,0,3,3,0,0,0,0,3,18,7,4,24,0,54,112,23,22,75,0,234,17,3,12,347,430,800,1075,491,364,9553,666,12158,34,267
LGA12900,11,144,105,3941,130,4330,0,0,0,52,3,61,14,0,0,15,5,30,0,0,0,3,0,7,26,18,11,25,0,78,160,137,108,3333,115,3856,27,0,9,0,3,34,5,0,0,52,0,59,24,22,15,294,9,364,0,0,0,6,0,10,4,0,0,11,0,17,15,0,0,0,0,15,41,26,18,1110,35,1229,24,19,7,55,3,103,0,0,0,0,0,0,3,0,0,13,0,11,8,0,0,0,0,11,5,0,0,3,0,13,4,5,4,3,0,17,12,7,6,5,4,26,10,0,0,10,0,23,4,4,0,7,0,16,0,3,0,0,0,3,50,47,20,691,17,823,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,7,4,0,0,4,0,7,4,0,0,0,4,7,10,0,6,13,0,31,54,21,10,61,8,151,4,4,10,301,298,612,437,289,202,7689,558,9166,13,162
LGA12930,1269,2971,2135,17808,502,24688,0,15,7,103,0,131,30962,275,439,310,593,32572,1557,162,86,306,29,2143,320,81,58,160,14,638,5178,2312,1539,14437,574,24035,1705,33,137,16,65,1951,248,42,25,153,9,481,641,187,140,1076,45,2087,6419,922,414,2666,212,10634,286,48,12,48,3,395,2501,47,59,25,52,2682,1119,632,390,6080,163,8377,3037,741,326,1521,83,5717,578,4,18,5,18,625,3083,426,199,475,99,4284,3031,255,151,449,88,3977,569,146,74,191,13,988,915,87,39,11,37,1098,510,132,82,39,16,783,390,46,27,84,3,543,484,25,11,34,9,564,274,24,10,5,0,316,1130,594,392,3793,93,5996,456,39,27,25,11,561,253,41,19,8,9,325,724,54,40,61,18,899,162,6,13,5,3,188,807,19,29,5,40,895,149,53,34,186,7,427,12649,933,718,878,331,15504,1407,139,110,736,4518,6902,77069,7541,4958,37960,7189,134715,1637,3106
LGA12950,3,72,48,2053,45,2218,0,0,0,33,0,33,6,0,0,8,5,19,0,0,0,0,0,0,28,0,5,6,0,32,68,65,53,1516,37,1750,9,0,0,0,0,9,0,0,4,4,0,7,9,7,6,159,0,177,0,0,0,12,0,13,3,0,0,0,0,5,5,0,0,0,0,6,13,19,15,458,6,514,3,3,3,21,4,32,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,5,12,3,5,0,0,19,3,0,0,0,0,7,5,3,0,0,0,11,3,0,0,0,0,4,0,0,0,0,0,0,17,21,12,344,9,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,4,0,0,0,0,4,5,4,0,14,0,21,28,4,9,25,0,62,6,3,3,115,210,340,200,133,93,3647,291,4367,8,70
LGA13010,9,143,124,3507,108,3896,0,3,0,37,5,46,17,0,0,14,0,34,0,0,0,0,0,0,49,7,9,22,3,88,276,167,136,2871,100,3561,12,0,6,0,0,23,9,0,0,17,0,31,39,27,14,367,4,443,9,4,0,3,0,12,0,0,0,0,0,4,8,0,0,0,0,12,52,44,42,949,38,1122,12,6,0,44,0,67,4,0,0,0,0,4,0,3,0,12,0,13,0,0,0,0,0,0,3,0,0,5,0,13,6,3,7,3,0,19,17,10,10,3,0,37,6,0,0,3,3,16,8,0,0,0,0,13,0,0,0,0,0,0,68,48,40,891,25,1073,0,0,0,0,0,0,13,3,0,0,0,10,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,27,0,41,84,10,7,68,0,174,11,10,7,191,438,659,619,314,247,6808,671,8656,23,169
LGA13310,80,687,508,10611,280,12165,0,8,3,55,6,65,105,6,9,54,0,166,28,4,0,13,0,49,139,30,30,75,0,283,1015,651,462,8786,263,11178,71,3,25,0,0,103,30,12,3,56,0,99,160,59,37,619,13,891,78,19,9,73,0,175,31,10,0,9,0,50,57,7,0,5,0,74,210,170,80,2988,62,3514,136,47,28,212,14,432,12,0,3,0,0,16,19,10,0,15,0,45,3,4,0,0,0,12,45,23,9,46,0,124,34,11,7,12,0,69,56,36,34,16,4,150,48,24,5,39,0,110,20,0,4,14,0,41,6,12,0,0,0,24,265,184,123,2052,43,2665,10,0,0,0,0,14,13,4,3,5,0,27,25,4,3,14,0,50,8,0,0,0,0,13,15,0,0,0,0,17,26,29,13,105,0,172,552,99,65,163,27,898,68,23,15,603,1604,2314,2820,1336,898,20246,2182,27481,97,760
LGA13340,12,196,177,3754,77,4220,0,0,0,20,0,18,9,0,0,6,0,15,9,5,0,5,0,13,69,20,17,41,4,144,293,212,155,3030,75,3763,19,0,7,0,0,28,0,0,5,11,0,14,80,29,34,1014,16,1173,0,0,0,6,0,9,11,0,0,12,0,17,7,0,0,0,0,13,38,58,36,992,33,1157,16,15,4,85,3,128,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,3,0,5,4,0,6,9,0,16,22,7,3,0,0,32,19,7,3,3,0,35,11,4,0,17,0,35,5,0,0,12,0,23,0,4,0,0,0,4,71,41,27,903,15,1066,0,0,0,0,0,0,4,3,6,0,0,11,13,0,0,10,0,23,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,14,0,33,81,24,32,76,6,221,13,5,8,260,404,685,694,397,302,7837,583,9815,40,235
LGA13450,165,552,313,6435,191,7663,0,8,0,99,0,111,100,4,8,36,0,149,6,0,0,7,0,15,64,27,27,48,3,160,649,400,248,5194,192,6684,155,0,14,0,0,172,13,0,0,35,0,57,80,42,15,501,11,643,17,3,4,14,0,38,4,0,0,3,0,8,713,15,14,0,3,746,87,77,54,1609,37,1868,2842,710,218,2576,105,6451,6,0,0,0,0,9,28,6,3,13,0,47,8,0,0,0,5,11,20,0,0,4,0,30,90,9,8,7,9,118,59,34,14,10,11,124,19,5,3,18,0,44,0,0,0,0,0,7,211,12,3,5,21,247,136,94,72,1277,33,1611,0,0,0,3,0,6,48,11,3,7,0,65,71,9,13,36,6,138,8,0,0,0,0,16,11,0,0,0,0,10,15,15,0,41,0,70,1335,116,33,91,72,1642,269,34,10,336,1389,2044,6617,1483,707,13594,1955,24365,268,562
LGA13550,21,210,139,5347,123,5843,0,9,0,48,4,57,40,0,4,26,0,70,0,0,0,0,0,0,37,17,6,48,0,101,211,217,146,4042,123,4743,22,0,4,4,0,35,9,0,0,31,0,42,43,23,19,411,3,504,4,3,4,13,0,20,3,0,0,3,0,9,6,0,0,5,0,12,39,35,39,1229,20,1365,15,4,5,63,0,86,6,0,0,0,0,6,0,0,0,9,0,13,0,0,0,0,0,3,12,0,0,7,0,20,15,8,6,3,0,37,30,6,10,0,3,51,9,3,0,6,0,18,0,0,6,0,0,12,0,0,5,0,0,5,60,66,35,1017,8,1184,0,0,0,0,0,0,11,4,4,0,0,18,3,0,0,10,0,16,0,0,0,0,0,0,7,0,0,0,0,7,9,0,3,21,0,39,76,22,14,91,3,202,11,9,10,366,640,1020,597,398,291,9898,882,12063,31,222
LGA13660,9,93,91,2177,64,2429,0,0,0,9,0,9,5,6,0,4,0,16,0,0,0,0,0,0,7,5,0,10,0,27,120,66,91,1942,66,2278,7,0,0,0,0,9,0,0,0,12,0,13,20,4,4,188,4,217,0,0,0,6,0,6,0,0,3,4,0,8,10,0,4,0,0,5,27,12,12,471,20,535,3,8,4,25,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,26,20,14,442,13,517,0,0,0,0,0,4,5,0,0,0,0,5,3,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,18,24,0,10,17,3,54,7,3,0,147,87,254,222,138,161,4226,221,4961,3,70
LGA13800,260,2487,1894,21816,558,27014,0,8,17,175,3,205,327,29,42,110,10,516,181,29,15,46,3,273,622,240,154,331,23,1364,4212,2211,1683,15831,553,24492,208,8,40,11,7,276,102,26,22,125,3,281,589,221,156,1196,42,2205,193,47,10,148,3,402,121,31,10,40,3,209,163,16,22,3,12,217,817,490,294,4621,111,6336,641,242,104,840,36,1868,35,0,0,0,0,40,132,76,19,62,18,305,189,32,20,38,3,280,1155,304,146,944,35,2594,156,33,16,18,15,236,245,106,105,42,14,508,205,46,33,133,8,425,67,18,4,21,0,111,20,8,3,0,6,35,893,455,317,3449,113,5224,48,16,4,26,0,91,112,25,6,9,5,156,95,33,17,54,8,198,37,16,5,3,0,59,35,0,9,4,0,50,147,44,27,160,0,385,1372,406,255,496,65,2594,210,98,47,948,2660,3955,11410,4798,3350,38824,3976,62352,343,2679
LGA13850,3,58,35,1206,41,1347,0,0,0,21,0,24,3,0,0,10,0,17,0,0,0,0,0,0,9,5,3,8,0,13,66,51,38,1050,53,1255,3,0,3,0,0,6,0,0,0,10,0,10,8,10,4,67,3,100,3,4,0,3,0,16,3,0,0,0,0,3,11,0,0,0,0,11,8,15,10,297,5,335,39,9,4,39,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,12,5,0,0,0,0,4,4,8,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,18,17,19,201,9,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,6,0,0,0,0,0,0,3,0,5,15,0,19,31,7,0,20,4,59,8,0,0,87,101,205,213,117,73,2350,204,2953,3,64
LGA13910,44,372,276,7464,196,8345,0,0,0,47,5,57,45,3,0,24,6,76,4,0,0,0,0,14,87,24,14,43,0,158,488,362,265,6337,221,7675,45,0,0,0,0,46,7,0,3,39,0,49,63,37,34,493,13,640,8,6,0,25,4,44,11,4,0,5,0,15,20,3,0,0,0,26,86,94,56,2513,53,2809,36,35,3,79,0,156,4,0,0,0,0,4,66,23,3,27,6,124,12,0,0,0,0,17,27,13,0,18,0,58,31,5,8,0,0,46,32,18,15,19,6,86,15,0,0,7,0,28,6,0,0,3,0,9,11,3,0,0,0,12,123,112,70,1317,31,1653,37,0,7,0,0,40,15,0,10,3,0,29,9,0,0,12,0,21,3,0,0,0,0,3,0,0,0,0,0,4,11,5,12,29,3,65,167,49,47,126,10,394,23,11,22,403,779,1239,1307,723,523,14448,1209,18215,58,385
LGA14000,1049,5528,4162,30054,715,41503,0,12,3,58,3,69,13204,196,381,290,216,14285,346,67,40,102,13,568,1129,302,176,345,18,1976,11231,4609,3148,23944,694,43628,1653,25,141,14,37,1873,373,84,52,251,12,764,1433,377,266,1886,55,4019,493,143,58,289,17,1002,376,78,23,61,0,540,5555,82,59,39,88,5818,2114,996,707,8910,210,12940,2039,586,228,1422,70,4345,2952,13,51,18,66,3104,1268,176,135,394,64,2036,37,7,3,4,5,61,289,91,51,165,9,599,225,60,32,20,3,341,817,254,190,110,21,1393,790,99,45,140,16,1092,642,41,49,88,22,832,69,11,0,0,0,84,2329,1140,708,7207,164,11543,173,20,11,25,4,235,1149,94,62,16,6,1327,551,42,32,71,11,708,1067,43,39,9,17,1173,445,3,26,0,8,495,397,92,67,370,12,931,11231,1073,885,1113,232,14534,676,109,98,768,3473,5118,58476,9910,7167,55943,5744,137241,1231,5478
LGA14100,107,615,428,2876,54,4065,0,0,0,11,0,10,744,48,47,43,13,894,60,4,12,29,0,102,85,31,11,33,0,159,986,478,318,2379,87,4252,60,0,8,4,3,73,43,14,3,23,0,85,126,45,27,250,9,453,245,60,26,131,4,464,66,15,8,17,5,102,142,6,5,4,4,161,277,154,115,1355,35,1929,419,125,56,300,16,912,80,0,8,9,3,101,104,35,20,51,6,203,23,0,0,3,3,28,29,19,9,16,0,73,19,0,3,4,0,24,88,33,29,7,7,155,82,15,4,16,0,118,55,0,3,10,0,78,6,3,0,0,0,5,243,131,63,699,11,1144,33,0,0,9,0,48,78,15,11,0,0,103,35,7,5,15,0,55,18,3,3,6,0,26,57,3,0,0,0,57,41,9,6,46,0,105,816,113,115,136,24,1200,99,12,8,69,418,611,4549,1211,821,5993,650,13216,92,636
LGA14170,1410,6799,4615,27203,850,40871,3,38,12,403,25,477,11165,295,401,495,237,12585,808,110,54,160,17,1153,835,353,187,352,25,1753,13346,5369,3523,22967,838,46047,2101,33,200,22,44,2402,792,105,100,366,19,1381,1695,556,348,2487,72,5154,5377,551,242,1155,158,7485,542,136,57,86,15,840,2934,123,88,32,63,3244,4265,1752,1198,13266,349,20823,6436,1295,514,2300,251,10802,901,9,45,22,16,995,2207,290,152,368,108,3116,552,40,16,54,23,689,649,184,98,241,21,1192,544,73,43,39,24,719,1358,314,279,69,31,2043,1042,186,101,240,18,1589,484,84,64,132,15,775,201,27,14,10,5,248,3363,1350,948,7905,192,13757,566,50,35,47,16,719,461,75,66,25,14,643,1223,86,80,138,55,1579,340,35,23,17,8,423,3103,35,54,14,67,3274,521,150,103,511,20,1297,17511,1948,1421,1713,471,23071,1245,149,104,875,10355,12724,76496,13437,8946,57454,13574,169913,1585,7266
LGA14220,24,346,228,7431,235,8259,0,0,7,108,6,118,30,8,0,73,5,114,5,0,0,0,0,5,63,18,19,43,7,143,434,330,240,5801,181,6991,55,0,3,0,5,65,19,8,0,41,0,59,92,47,28,680,19,861,7,3,0,11,0,26,15,0,0,3,0,17,5,0,0,6,0,12,68,55,32,1607,40,1806,43,23,9,122,8,207,12,0,0,0,0,15,15,0,0,10,0,22,0,0,0,0,0,0,11,6,0,13,0,19,6,6,3,11,0,27,25,6,13,6,0,48,14,4,9,15,0,44,5,0,0,0,0,5,3,0,0,0,0,5,107,100,53,1319,29,1619,0,0,0,0,0,0,21,0,0,0,0,25,5,5,0,16,0,24,0,0,0,0,0,0,11,0,0,0,0,12,19,5,7,26,0,55,313,43,32,104,26,516,24,21,13,417,566,1039,1221,659,439,13841,1014,17171,40,340
LGA14300,4,88,81,2206,60,2441,0,0,0,10,0,11,12,0,0,12,0,19,0,0,0,0,0,5,17,6,4,17,0,46,115,105,73,1686,48,2029,4,0,0,0,0,5,3,0,0,12,0,15,20,15,10,218,8,269,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,27,21,12,591,12,663,9,0,4,33,0,41,3,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,14,0,5,0,0,20,10,5,5,5,0,23,15,0,0,6,0,20,0,0,0,4,0,3,9,0,0,0,0,9,27,26,25,361,10,448,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,7,0,11,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,12,0,17,51,15,6,36,0,104,4,8,3,118,983,1118,301,180,148,4156,1095,5885,5,107
LGA14350,56,729,486,11230,393,12896,0,7,0,620,19,645,57,9,10,39,4,117,6,4,5,0,0,16,139,62,14,71,9,294,1075,676,456,9087,317,11608,89,3,22,0,0,116,27,7,11,85,3,137,172,51,43,650,18,936,26,15,4,51,0,97,16,11,0,3,0,38,30,8,3,10,0,55,159,139,75,2608,70,3049,53,60,11,203,6,329,6,0,0,0,0,3,12,8,0,17,0,34,4,0,0,0,0,4,60,9,10,58,9,141,19,19,12,15,6,71,66,36,19,19,6,149,50,18,5,20,0,89,13,5,4,9,0,35,3,3,0,0,0,7,233,158,120,1650,50,2201,0,0,0,0,0,7,16,0,0,5,0,25,9,10,0,27,0,49,7,0,0,0,0,4,3,6,0,0,0,12,36,19,9,57,0,120,327,119,64,205,21,735,34,26,32,708,1724,2525,2335,1355,860,21106,2470,28134,66,727
