LGA_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
LGA10050,226,138,137,145,142,126,125,45,14,1108,7,4,3,4,5,0,11,4,0,32,3988,2628,2134,2837,3556,3977,4038,2658,1107,26928,299,127,361,246,121,63,34,17,6,1268,109,26,66,74,39,12,3,4,0,328,3,3,9,0,9,0,10,0,0,35,0,0,0,0,3,0,0,0,0,3,163,38,326,122,16,6,6,0,0,685,17,40,39,29,26,23,10,4,5,189,183,80,364,151,44,30,21,4,5,877,5155,3396,3790,2974,2418,2233,1514,577,164,22224,777,510,543,503,440,455,381,264,102,3974,10571,6809,7316,6881,6711,6839,6036,3539,1385,56093
LGA10180,111,66,77,76,62,61,60,42,6,568,0,6,0,3,3,4,3,0,0,30,1952,1569,1188,1302,1769,2109,1820,1367,469,13555,64,55,217,72,19,15,3,6,0,435,129,29,78,88,27,15,0,0,0,370,10,5,0,3,7,0,4,0,0,23,0,4,0,0,0,0,0,0,0,17,23,4,44,23,0,0,3,0,0,97,200,179,102,66,56,33,20,0,0,655,220,184,148,95,56,41,17,5,0,769,2246,1971,1648,1236,990,1080,746,328,110,10356,577,814,428,320,283,290,259,207,133,3305,5240,4661,3750,3182,3208,3574,2885,1918,713,29124
LGA10250,172,103,82,110,138,142,141,72,27,977,0,12,7,0,9,11,5,4,4,52,2715,1637,1191,1881,2825,3519,4032,2885,1354,22036,28,10,40,36,18,15,11,0,0,156,21,0,11,14,13,3,3,0,0,66,9,0,3,11,5,15,12,7,0,64,3,8,0,0,4,0,0,0,0,25,22,3,32,24,0,0,3,3,4,96,10,6,12,22,37,25,18,9,3,144,37,25,49,46,43,32,22,10,7,265,4163,2274,2562,2782,2500,2411,2116,785,273,19871,531,320,364,404,380,429,456,255,202,3336,7539,4306,4262,5248,5901,6505,6722,3968,1834,46296
LGA10300,12,9,15,9,10,7,7,0,0,69,0,0,0,0,0,0,0,0,0,0,187,117,105,89,170,208,182,84,34,1186,0,0,4,6,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,182,68,107,80,58,75,50,11,5,636,61,26,37,35,49,46,48,20,15,327,434,220,274,212,289,333,289,117,47,2208
LGA10470,131,75,81,95,79,83,73,42,7,666,0,0,0,0,0,0,3,3,0,14,3972,2778,2231,2538,3228,3563,3162,1976,833,24288,93,42,159,88,29,11,10,3,0,438,92,20,55,68,23,11,8,0,0,283,0,3,3,0,0,0,3,0,0,9,8,5,4,6,4,3,0,0,0,22,40,16,57,44,11,0,0,0,0,161,6,24,30,18,19,19,14,3,4,137,48,45,86,64,33,21,16,0,4,323,3450,2360,2421,1730,1547,1300,976,373,133,14270,468,511,678,586,470,392,300,168,80,3658,8175,5785,5680,5124,5383,5338,4497,2528,1052,43567
LGA10500,704,616,1105,852,679,521,454,248,87,5262,6,3,13,12,10,16,12,0,4,73,12167,8844,12207,11364,11549,9802,8546,6426,2634,83555,1032,1566,2841,1383,386,225,158,60,16,7664,3639,2311,3070,2438,1606,1213,671,256,62,15275,223,141,134,165,192,158,160,77,20,1273,0,3,3,0,0,0,0,0,0,13,36,40,86,54,16,17,5,0,7,263,37,41,128,89,81,55,44,19,0,492,71,78,219,144,108,79,51,18,5,766,6935,6106,12987,7508,4634,4144,2518,974,357,46153,1863,1525,2957,1904,1269,1072,819,687,620,12729,26491,21488,36536,26551,20624,17495,13485,8707,3802,175184
LGA10550,112,51,57,69,82,133,108,59,19,698,0,0,0,0,0,3,11,4,0,24,1556,928,754,1132,1822,2913,3178,2035,708,15029,21,6,46,23,7,3,8,0,0,116,11,0,13,6,11,0,4,0,0,56,10,0,5,3,0,8,10,0,0,32,5,0,3,0,0,0,0,0,0,11,0,0,3,0,4,0,0,0,0,13,9,13,13,21,15,32,24,5,0,134,15,14,21,21,23,33,24,5,4,154,3314,1797,1869,1825,2038,2810,2440,777,198,17065,473,276,295,283,383,501,483,269,170,3136,5428,3044,3033,3344,4348,6337,6219,3104,1089,35942
LGA10600,34,18,23,24,28,47,69,21,9,277,3,0,0,0,3,3,3,0,6,20,493,295,218,298,589,934,962,651,259,4706,5,0,12,3,8,3,7,0,0,31,3,0,0,0,4,0,0,0,0,15,4,3,0,5,9,10,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13,22,9,13,9,22,18,10,0,0,97,22,9,18,13,22,15,6,0,0,108,1444,690,692,802,919,1074,872,294,86,6873,231,100,99,157,176,184,218,102,52,1310,2220,1104,1044,1300,1770,2263,2110,1054,395,13253
LGA10650,25,9,6,21,21,13,14,12,0,116,0,0,0,0,0,0,0,3,0,3,572,305,260,402,501,748,982,607,253,4644,9,0,13,5,4,0,0,0,0,25,5,0,0,10,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,3,9,0,0,0,0,0,13,0,5,3,3,3,0,3,0,0,25,3,5,14,9,6,0,3,3,0,39,587,337,351,289,342,397,419,190,40,2961,153,82,88,71,115,122,184,97,40,948,1332,730,732,793,968,1277,1595,899,334,8665
LGA10750,3329,2129,2118,2049,1622,1351,755,229,63,13640,76,45,44,54,48,50,30,10,7,347,35512,23525,21537,25157,25530,22999,18221,9032,3204,184719,14439,4425,8042,15048,4952,2673,1609,509,101,51801,9846,4161,4729,6066,3144,2147,1192,416,65,31759,23,13,17,27,29,16,22,13,0,151,14,4,7,4,8,0,0,0,0,40,4451,2432,4949,3625,1216,726,521,172,34,18134,381,232,343,464,254,218,113,44,10,2070,4846,2676,5295,4093,1478,948,628,219,51,20241,17835,11609,13680,10730,8228,6080,3258,1226,318,72975,6402,3725,4947,4593,3002,2074,1443,822,518,27538,90124,50801,59261,67391,47563,37873,27022,12432,4304,396776
LGA10800,38,20,13,22,32,30,16,20,10,202,0,0,0,0,0,0,0,0,0,0,622,306,323,360,444,582,537,332,145,3663,0,0,14,8,0,0,0,0,0,21,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,4,0,0,0,0,13,6,0,3,0,3,0,0,0,0,16,326,186,176,175,129,120,78,29,7,1221,132,43,65,76,56,84,68,50,29,595,1088,542,582,627,642,791,681,411,176,5547
LGA10850,25,16,19,12,21,29,14,16,0,140,0,0,0,0,0,0,0,0,0,4,698,416,374,431,613,765,607,359,130,4388,0,0,0,0,4,0,0,0,0,3,6,0,7,0,0,3,0,0,0,20,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,4,0,6,5,8,0,0,33,4,3,4,5,6,5,8,0,0,32,710,294,349,280,296,229,180,56,16,2424,98,50,53,56,88,102,75,59,14,589,1524,776,794,777,1009,1106,877,477,165,7497
LGA10900,458,201,155,293,306,404,300,122,27,2273,3,0,9,7,5,16,23,24,5,96,5284,3177,2152,3427,4806,5620,5571,3299,1128,34467,39,16,68,49,28,33,33,12,0,279,57,22,35,43,45,16,13,4,3,242,21,6,7,29,23,26,48,19,7,180,0,4,0,0,5,0,0,0,0,23,8,0,21,3,3,0,4,0,0,47,50,47,71,89,110,73,49,14,3,513,58,49,94,97,122,73,58,19,3,576,7349,4387,4268,5247,5191,4681,4086,1484,377,37079,738,367,393,496,537,547,522,371,242,4213,13628,8087,7126,9583,10957,11205,10517,5258,1763,78121
LGA10950,6,0,8,5,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,258,171,165,119,240,236,177,173,62,1599,12,0,7,9,0,0,0,0,0,26,3,0,3,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,91,128,66,68,49,24,12,0,611,29,28,18,25,24,36,18,22,10,206,482,292,320,224,336,321,225,208,71,2467
LGA11150,14,9,6,9,7,5,0,3,0,51,0,0,0,0,0,0,0,0,0,0,246,142,150,142,189,220,151,80,29,1351,0,0,17,0,3,3,0,0,0,28,0,0,9,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,146,70,82,68,45,42,22,12,5,488,121,48,56,58,62,47,30,21,0,449,515,260,311,273,303,315,211,106,34,2340
LGA11200,5,7,3,3,9,3,5,0,0,35,0,0,0,0,0,0,0,0,0,0,103,43,70,53,73,125,92,35,10,594,0,0,3,6,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,6,0,0,8,134,82,87,55,59,55,20,14,3,505,48,28,45,15,30,28,18,4,3,231,277,161,205,127,169,209,132,51,17,1356
LGA11250,47,23,22,25,40,36,24,3,3,224,0,0,0,0,0,0,0,0,0,0,699,451,492,632,848,1299,1301,800,374,6903,19,0,13,22,11,5,0,0,0,67,12,5,10,7,12,0,4,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,9,8,11,13,6,0,0,58,9,8,9,8,11,13,6,0,0,57,1939,1202,1405,985,935,1040,737,327,99,8663,319,201,237,220,187,193,160,146,114,1770,2999,1874,2182,1883,2010,2570,2214,1272,590,17588
LGA11300,105,110,200,98,105,107,66,40,23,856,9,0,0,0,8,0,0,0,0,14,2113,1790,1962,1691,2031,1959,1598,1288,714,15131,307,1565,1350,435,151,101,79,41,11,4038,175,93,156,148,85,49,43,20,6,778,3,0,9,8,5,3,0,3,3,43,0,0,0,0,0,0,0,0,0,0,8,7,23,3,6,0,0,0,0,42,4,23,34,25,12,21,8,3,0,138,10,33,58,30,15,21,11,3,0,181,1773,2446,3743,1882,1538,1352,872,311,137,14049,273,441,677,336,270,235,166,210,247,2855,4802,6830,8805,5002,4503,4109,3028,1960,1177,40217
LGA11350,42,34,45,51,56,79,86,11,8,408,0,0,3,4,0,7,7,0,3,22,911,564,687,818,1225,1574,1521,824,388,8502,11,11,26,19,17,29,14,6,0,135,6,0,15,16,10,14,4,0,0,70,113,42,33,71,84,38,32,10,0,429,3,4,4,4,0,4,0,0,0,17,9,6,7,7,0,12,5,3,0,51,23,17,31,50,52,40,35,8,0,240,35,16,43,56,52,51,40,6,3,315,3926,2095,3296,3334,3025,2701,2229,602,118,21325,770,427,687,707,650,626,502,150,72,4591,5812,3183,4871,5150,5197,5197,4488,1634,584,36116
LGA11400,74,33,26,38,35,42,26,19,0,300,8,4,0,0,0,0,0,3,0,9,1591,848,609,909,1197,1369,1206,754,264,8754,3,4,5,6,3,0,0,0,0,17,0,3,0,5,3,0,3,0,0,22,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,9,0,3,10,6,14,0,0,0,37,5,3,10,11,5,14,0,0,0,48,958,501,410,462,450,430,325,120,33,3695,233,139,94,141,161,172,128,77,40,1184,2792,1499,1139,1539,1832,1987,1677,960,331,13766
LGA11450,909,428,603,627,430,274,182,52,15,3517,21,9,12,25,12,16,17,13,5,132,15969,8309,9692,10317,9392,7347,5442,2720,1003,70182,1253,299,818,1229,365,190,111,31,3,4302,2085,689,891,1188,509,232,108,35,3,5745,8,10,4,11,12,7,3,0,0,60,0,0,0,0,0,5,0,0,0,5,363,57,320,285,48,49,35,6,0,1156,85,48,100,68,47,35,18,6,0,419,448,108,418,355,92,87,58,10,0,1578,8577,4271,6370,4422,3081,1863,1068,443,120,30215,1435,649,942,865,553,424,309,172,75,5425,30093,14488,19454,18834,14279,10328,7203,3432,1220,119325
LGA11500,1479,891,849,848,714,623,348,130,19,5907,30,22,20,25,33,44,14,20,0,204,14765,9786,9700,10563,10610,12167,10379,4860,1302,84136,3234,1164,2214,3170,1285,774,371,133,36,12385,6807,2607,2957,4018,2039,1213,559,177,23,20408,7,3,4,11,4,4,13,3,0,55,6,0,0,3,0,0,0,0,0,21,462,149,354,395,124,75,58,24,7,1647,187,131,195,167,132,102,48,13,5,983,657,277,556,570,256,175,109,34,11,2654,9552,6271,7574,5397,3982,3460,2132,707,170,39255,3096,1607,1925,1853,1362,1124,856,658,366,12844,38859,22208,25608,26597,20283,19501,14817,6689,1953,176519
LGA11520,230,171,312,320,197,188,120,54,14,1612,3,0,4,7,4,9,7,4,3,43,7572,4700,5149,6200,7000,6265,5094,3484,1604,47075,455,669,1003,657,219,135,115,68,16,3338,368,189,416,391,187,116,68,48,14,1792,19,8,14,27,21,27,29,28,3,179,0,0,0,0,0,0,0,0,0,3,26,15,38,38,13,7,8,6,0,160,40,26,33,74,42,45,33,11,0,294,62,42,74,107,60,50,39,14,0,453,4735,3130,6591,4873,3344,2891,2028,725,210,28525,703,542,1017,733,508,422,398,280,333,4935,14101,9496,14886,13677,11738,10252,8074,4743,2219,89177
LGA11570,1536,1099,1210,1248,1170,1038,694,346,132,8484,66,29,39,43,35,50,24,17,16,323,24939,17947,16784,18501,21468,20711,16987,12077,5464,154874,1199,1407,2305,1406,646,477,307,119,34,7892,27614,13065,15373,13693,8136,5324,2961,1042,221,87423,28,14,17,37,30,34,23,15,3,205,0,0,0,4,3,4,0,0,0,9,180,122,230,161,79,81,51,14,9,928,173,149,158,213,169,148,112,46,13,1190,354,276,385,378,248,228,167,67,19,2129,10981,8913,12350,9456,8025,8246,4918,1848,855,65597,6172,3817,5110,4373,3333,2841,1976,1450,1350,30417,73477,47782,55449,51070,45671,41923,29760,17504,8374,371006
LGA11600,18,10,10,10,15,0,8,0,0,67,0,0,0,0,0,0,0,0,0,0,228,137,194,184,226,250,176,97,51,1541,12,3,17,11,3,0,0,0,0,49,3,0,19,8,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,7,8,4,9,0,0,0,37,0,0,0,0,0,0,0,0,0,5,9,0,7,12,9,9,4,0,0,40,253,113,168,93,76,72,38,9,3,822,58,40,60,36,54,56,34,18,5,367,567,298,472,337,371,390,251,126,56,2866
LGA11650,1614,902,809,1064,1038,1098,821,339,108,7796,36,25,28,30,42,37,43,25,16,278,25096,16464,12927,17860,23769,27245,27021,18658,7379,176433,404,215,648,471,190,150,74,43,11,2205,377,152,286,282,149,118,88,38,4,1500,31,23,32,49,48,99,88,51,10,439,37,15,15,18,12,4,4,0,0,114,140,49,198,122,11,14,14,0,0,546,80,135,167,158,148,182,76,32,4,976,258,209,372,299,173,199,92,30,4,1633,31970,19191,20807,19029,16575,14064,10471,4715,1546,138374,3833,2264,2606,2676,2596,2491,2498,2052,1583,22602,62348,38764,38119,41358,44183,44882,40693,25702,10545,346596
LGA11700,0,3,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,102,56,68,75,96,120,114,71,15,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,140,90,98,64,88,56,60,22,6,621,69,53,50,36,38,62,48,19,8,374,302,208,217,182,225,240,222,105,22,1725
LGA11720,235,135,135,141,140,164,83,38,5,1066,3,5,6,5,6,12,0,0,0,36,4730,2922,3075,3580,4245,4768,4450,2245,864,30872,50,17,56,41,13,10,14,3,0,205,27,12,29,22,10,6,4,3,3,112,0,4,3,3,5,0,5,3,0,16,8,4,0,0,0,5,0,0,0,22,8,6,23,9,0,6,3,0,0,52,12,19,42,37,18,27,19,0,0,167,27,28,67,50,26,37,18,0,0,243,7165,3960,4825,3255,2692,2184,1608,548,166,26401,793,607,1000,874,695,574,460,279,130,5406,12833,7585,9106,7898,7749,7635,6577,3083,1167,63632
LGA11730,180,102,86,108,151,152,160,69,22,1032,0,0,0,0,0,0,4,5,0,10,2864,1840,1543,2035,3293,4862,5379,3500,1413,26711,20,5,19,22,10,8,10,3,0,101,28,3,8,21,13,6,5,4,0,87,0,0,0,4,4,5,3,7,0,23,4,0,0,3,8,0,0,0,0,18,22,8,29,22,11,0,5,7,0,104,11,17,20,26,44,33,12,3,0,170,40,26,43,48,58,40,24,3,0,291,4851,2627,2652,2392,2341,2654,2256,858,219,20845,821,590,882,826,735,743,627,336,123,5684,8656,5098,5203,5404,6516,8407,8356,4719,1757,54115
LGA11750,6,4,5,4,8,3,0,0,0,41,0,0,0,0,0,0,0,0,0,3,372,195,263,243,259,373,275,147,66,2189,0,6,3,0,0,0,0,0,0,11,6,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,12,0,0,0,0,3,0,3,0,0,8,6,0,12,0,3,0,3,0,0,17,308,166,208,163,106,100,55,26,3,1135,140,86,94,99,68,73,58,35,8,661,831,458,592,508,444,552,390,211,75,4059
