LGA_CODE_2021,C21_75_99_CF_CU15_NDS,C21_75_99_CF_NCU15_DS,C21_75_99_CF_NDCO,C21_75_99_Tot,C21_100_149_CF_NC,C21_100_149_CF_Cu15DS_,C21_100_149_CF_CU15_NDS,C21_100_149_CF_NCU15_DS,C21_100_149_CF_NDCO,C21_100_149_Tot,C21_150_199_CF_NC,C21_150_199_CF_Cu15DS_,C21_150_199_CF_CU15_NDS,C21_150_199_CF_NCU15_DS,C21_150_199_CF_NDCO,C21_150_199_Tot,C21_200_224_CF_NC,C21_200_224_CF_Cu15DS_,C21_200_224_CF_CU15_NDS,C21_200_224_CF_NCU15_DS,C21_200_224_CF_NDCO,C21_200_224_Tot,C21_225_274_CF_NC,C21_225_274_CF_Cu15DS_,C21_225_274_CF_CU15_NDS,C21_225_274_CF_NCU15_DS,C21_225_274_CF_NDCO,C21_225_274_Tot,C21_275_349_CF_NC,C21_275_349_CF_Cu15DS_,C21_275_349_CF_CU15_NDS,C21_275_349_CF_NCU15_DS,C21_275_349_CF_NDCO,C21_275_349_Tot,C21_350_449_CF_NC,C21_350_449_CF_Cu15DS_,C21_350_449_CF_CU15_NDS,C21_350_449_CF_NCU15_DS,C21_350_449_CF_NDCO,C21_350_449_Tot,C21_450_549_CF_NC,C21_450_549_CF_Cu15DS_,C21_450_549_CF_CU15_NDS,C21_450_549_CF_NCU15_DS,C21_450_549_CF_NDCO,C21_450_549_Tot,C21_550_649_CF_NC,C21_550_649_CF_Cu15DS_,C21_550_649_CF_CU15_NDS,C21_550_649_CF_NCU15_DS,C21_550_649_CF_NDCO,C21_550_649_Tot,C21_650_749_CF_NC,C21_650_749_CF_Cu15DS_,C21_650_749_CF_CU15_NDS,C21_650_749_CF_NCU15_DS,C21_650_749_CF_NDCO,C21_650_749_Tot,C21_750_849_CF_NC,C21_750_849_CF_Cu15DS_,C21_750_849_CF_CU15_NDS,C21_750_849_CF_NCU15_DS,C21_750_849_CF_NDCO,C21_750_849_Tot,C21_850_949_CF_NC,C21_850_949_CF_Cu15DS_,C21_850_949_CF_CU15_NDS,C21_850_949_CF_NCU15_DS,C21_850_949_CF_NDCO,C21_850_949_Tot,C21_950over_CF_NC,C21_950over_CF_Cu15DS_,C21_950over_CF_CU15_NDS,C21_950over_CF_NCU15_DS,C21_950over_CF_NDCO,C21_950over_Tot,C21_Rns_CF_NC,C21_Rns_CF_Cu15DS_,C21_Rns_CF_CU15_NDS,C21_Rns_CF_NCU15_DS,C21_Rns_CF_NDCO,C21_Rns_Tot,C21_Tot_CF_NC,C21_Tot_CF_Cu15DS_,C21_Tot_CF_CU15_NDS,C21_Tot_CF_NCU15_DS,C21_Tot_CF_NDCO,C21_Tot_Tot
LGA14500,0,0,0,0,4,0,6,0,0,7,4,0,4,0,0,4,8,0,5,0,5,13,17,0,12,0,3,36,30,5,15,0,5,56,200,0,56,8,5,267,428,8,203,19,12,676,371,27,489,49,36,966,173,47,265,60,23,578,97,36,266,66,21,496,77,52,254,62,18,465,188,237,715,238,99,1475,57,3,47,12,8,129,1653,416,2336,524,236,5167
LGA14550,0,0,0,0,3,0,4,0,0,14,15,0,0,0,0,18,15,3,5,0,0,23,16,0,11,0,0,38,23,5,26,0,7,62,13,5,24,0,0,36,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,13,108,21,81,4,15,222
LGA14600,3,0,0,3,8,0,8,0,0,21,22,8,24,0,0,48,15,5,9,0,5,32,15,6,16,0,0,31,9,0,13,0,0,25,7,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,17,0,0,23,94,13,108,5,13,230
LGA14650,0,0,3,18,64,4,9,0,3,77,233,5,26,4,13,278,84,4,34,3,3,134,161,17,75,5,23,273,408,28,223,28,87,774,1166,98,940,86,169,2456,679,134,797,92,156,1857,266,80,332,52,66,794,76,43,114,19,16,273,20,6,28,0,0,64,14,4,10,0,3,27,4,0,9,0,3,21,93,9,64,6,14,182,3275,437,2673,313,571,7264
LGA14700,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,6,23,0,7,0,0,33,23,0,3,0,0,32,245,5,83,3,3,336,480,9,199,11,8,704,353,9,210,10,9,602,183,15,177,13,7,389,126,5,158,13,9,309,60,4,84,6,6,168,62,57,219,36,20,397,33,0,21,0,4,63,1608,109,1165,101,77,3054
LGA14750,0,0,0,0,15,0,3,0,0,23,27,0,17,0,0,45,32,4,17,0,3,61,39,8,31,5,6,85,34,8,69,4,9,118,26,3,30,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,18,174,22,186,15,22,423
LGA14850,0,0,0,5,20,3,7,0,4,25,18,0,14,0,0,36,22,6,13,0,3,45,69,4,34,3,14,123,157,16,103,10,21,312,212,18,237,14,30,508,84,24,103,9,10,231,24,5,31,5,5,68,12,3,10,0,0,25,3,0,0,0,0,9,0,0,0,0,0,3,6,0,0,0,0,4,15,0,10,0,5,32,638,81,572,43,89,1423
LGA14870,0,0,0,3,7,0,3,0,0,17,28,0,16,0,0,47,17,3,9,0,4,38,50,5,32,3,9,92,96,11,67,7,15,196,60,8,72,0,10,156,9,0,12,0,5,24,4,0,3,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,19,295,32,229,16,40,609
LGA14900,8,0,6,34,42,4,12,3,5,70,208,8,50,10,14,288,77,21,51,11,20,181,333,40,308,39,52,774,477,66,505,45,78,1182,1230,200,1420,142,268,3256,871,408,1628,243,375,3532,387,326,921,198,266,2090,101,110,229,73,103,612,28,36,59,10,17,148,7,6,9,3,5,42,15,13,22,0,4,52,158,36,159,26,55,423,3976,1270,5384,800,1267,12700
LGA14920,0,0,0,0,7,0,10,0,0,19,12,0,3,3,5,26,14,0,12,0,0,29,25,3,17,3,3,55,23,8,40,4,3,80,9,4,7,0,0,18,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,4,24,110,14,106,19,19,267
LGA14950,0,0,0,0,4,0,0,0,0,3,10,0,0,0,0,11,0,0,0,0,0,9,16,0,10,0,0,27,0,0,6,0,0,8,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,0,21,0,3,66
LGA15050,0,0,0,8,27,5,4,0,0,37,22,0,0,0,0,24,44,3,13,0,0,59,203,16,148,7,19,388,268,20,176,15,50,529,690,96,789,53,113,1742,379,94,557,44,76,1148,69,33,110,13,23,242,12,7,18,4,0,44,0,3,0,0,0,7,0,0,0,0,0,5,3,0,0,0,0,5,34,5,41,9,9,96,1759,282,1868,143,288,4338
LGA15240,3,0,0,10,22,3,8,0,4,37,94,5,28,3,10,127,66,0,23,3,5,99,186,10,60,4,19,281,368,22,241,11,55,700,493,84,451,33,81,1149,165,40,218,18,39,477,29,12,39,14,12,109,4,3,9,0,4,18,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,10,53,3,31,3,8,102,1504,181,1123,89,242,3142
LGA15270,0,0,0,0,10,0,4,0,0,15,12,0,3,0,0,15,20,0,12,0,0,28,41,6,28,0,4,76,79,11,73,11,16,190,143,17,149,10,15,335,71,14,125,4,4,223,13,0,29,0,6,49,4,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,15,0,15,0,0,37,410,46,461,27,49,999
LGA15300,3,0,0,3,22,0,6,0,4,29,46,4,21,3,3,77,28,3,19,0,0,53,35,5,26,0,4,61,34,4,44,3,9,97,38,9,29,3,7,82,19,0,7,0,0,19,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,0,4,60,255,22,185,15,27,509
LGA15350,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,4,0,0,0,0,6,3,0,0,0,0,5,7,0,8,0,0,13,98,0,13,0,3,112,205,4,56,0,4,272,206,4,98,11,4,325,156,7,65,5,6,237,99,6,71,4,0,180,54,6,65,8,4,137,101,72,279,57,18,533,17,3,12,3,3,42,964,103,672,101,48,1875
LGA15520,0,0,0,5,15,0,7,0,0,18,20,0,12,0,0,31,14,0,16,0,0,31,25,0,15,0,0,44,33,6,21,0,0,64,24,0,36,3,4,74,17,0,27,0,3,51,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,18,3,11,0,4,40,185,14,158,14,21,390
LGA15560,0,0,0,6,0,0,5,0,0,5,13,0,0,3,3,20,7,0,0,0,0,13,6,0,9,0,0,17,5,0,4,0,0,14,0,0,6,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,4,3,25,55,4,35,8,8,112
LGA15650,0,0,0,0,6,0,0,0,0,12,13,0,12,0,6,34,23,0,10,0,0,35,53,6,30,0,5,99,78,13,75,0,14,188,129,24,151,15,18,333,19,11,35,0,0,67,4,5,3,0,0,9,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,21,5,0,0,0,19,341,65,327,24,49,804
LGA15700,0,0,0,0,11,0,0,0,5,15,15,0,7,0,0,27,24,0,5,0,5,36,29,5,19,0,0,54,73,4,42,3,11,129,82,21,93,8,9,214,11,7,43,10,8,76,3,0,10,0,0,11,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,18,260,41,240,22,40,601
LGA15750,3,0,0,4,12,0,14,0,0,29,32,4,12,0,0,44,30,4,14,0,4,51,22,0,30,4,4,63,29,10,35,3,5,77,60,6,58,0,9,141,5,0,9,0,0,17,5,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,13,0,0,47,241,28,199,13,31,508
LGA15800,0,0,0,6,4,0,4,0,0,14,9,0,8,0,0,20,9,0,15,0,0,25,14,3,19,0,4,40,18,0,13,0,0,33,5,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,9,72,7,77,5,12,169
LGA15850,0,0,0,3,9,0,9,0,0,14,10,0,8,0,0,15,9,0,3,0,0,15,15,4,9,0,4,31,23,5,20,0,7,47,0,3,9,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,15,4,0,21,77,13,71,11,8,178
LGA15900,0,0,0,11,45,0,12,0,0,61,144,0,23,5,8,173,89,5,29,0,6,131,169,11,43,6,18,242,519,7,249,18,36,826,1651,103,908,76,108,2848,1311,116,758,54,83,2315,480,35,317,28,33,900,180,18,127,21,22,372,69,16,67,6,7,163,25,11,42,3,0,84,34,14,42,5,3,97,93,10,48,6,3,161,4834,331,2665,232,336,8398
LGA15950,0,0,0,3,9,0,0,0,0,10,17,0,0,0,0,21,16,0,4,0,0,17,49,0,15,0,0,62,67,0,12,0,0,86,413,0,53,5,8,470,1029,10,199,12,11,1252,1222,11,356,14,14,1618,838,14,421,28,21,1320,537,20,326,23,11,919,256,22,245,21,16,562,435,76,510,103,42,1165,93,4,36,7,5,141,4974,157,2184,215,132,7659
LGA15990,0,0,0,4,29,0,6,0,0,40,34,0,13,0,0,49,43,0,13,4,3,57,87,0,18,3,9,109,114,9,45,6,4,173,398,15,144,12,13,577,1249,28,444,52,46,1819,1628,32,796,61,61,2584,1103,54,771,56,75,2055,645,67,671,69,72,1529,312,76,591,67,63,1127,752,369,1565,348,224,3261,162,22,129,18,28,352,6570,669,5212,707,593,13754
LGA16100,0,0,0,0,9,0,0,0,0,4,3,0,5,0,0,13,7,0,0,0,0,14,9,0,10,0,0,13,24,0,18,0,5,55,13,9,18,0,8,36,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,15,70,11,70,3,10,162
LGA16150,0,0,0,6,15,0,8,0,0,22,41,0,9,0,0,45,37,3,15,0,0,61,85,0,56,0,10,149,190,28,154,12,28,411,333,27,330,23,26,741,143,46,197,11,20,416,28,16,56,6,5,108,5,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,28,0,19,0,4,60,914,126,857,57,105,2042
LGA16200,5,0,0,6,8,0,3,0,0,12,26,0,16,0,3,48,27,7,12,0,0,46,41,12,39,3,4,93,72,7,53,0,6,136,42,8,52,6,4,108,5,3,9,0,3,22,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,6,0,18,239,29,203,19,24,511
LGA16260,0,0,0,26,72,0,11,6,9,100,196,7,15,8,15,242,92,5,24,11,15,147,269,15,175,18,21,491,741,31,408,27,36,1242,3040,108,2529,147,127,5950,3540,277,3904,333,246,8295,1434,248,1870,220,203,3972,413,151,661,136,84,1446,167,63,354,79,49,704,67,41,140,31,33,316,62,30,85,18,18,226,237,16,208,19,33,516,10361,984,10395,1047,897,23687
LGA16350,4,0,0,14,25,6,14,0,0,49,108,0,34,0,12,155,54,0,37,5,13,100,170,13,101,13,16,313,463,34,319,28,48,888,1766,194,1734,128,243,4073,956,216,1385,121,204,2884,310,133,604,86,126,1262,61,40,131,15,44,294,27,8,41,13,8,98,9,0,22,3,3,33,9,4,23,7,8,44,118,14,107,10,22,275,4099,665,4551,422,752,10496
LGA16380,3,0,0,6,17,0,11,0,3,32,48,3,8,0,4,66,31,3,7,0,0,42,111,0,28,6,8,157,269,8,99,10,27,410,646,51,453,37,85,1273,393,75,447,51,72,1045,106,41,119,25,27,319,30,13,42,9,9,96,11,5,11,5,4,30,5,3,7,0,0,13,3,0,4,0,0,14,43,6,24,5,6,85,1735,204,1269,149,248,3598
LGA16400,7,0,0,10,33,0,6,0,0,39,65,0,5,0,3,73,37,0,23,0,0,63,139,20,128,8,15,317,217,11,146,14,37,431,409,53,391,42,77,975,249,59,344,27,50,734,82,28,111,10,31,266,37,8,35,6,10,97,4,8,4,0,3,17,4,0,0,0,0,6,4,0,3,0,0,7,43,0,39,4,6,90,1323,189,1247,121,241,3126
LGA16490,0,0,0,4,13,0,8,0,0,22,40,0,17,0,3,59,32,5,13,0,3,55,112,8,88,3,5,212,216,13,214,9,13,470,275,26,326,22,34,681,244,35,211,21,28,543,104,23,126,14,19,294,50,21,130,13,13,225,43,5,56,8,12,123,3,3,12,0,0,22,4,0,7,0,0,15,32,4,35,0,3,66,1176,150,1247,102,143,2812
LGA16550,6,0,0,19,35,5,20,0,0,58,121,7,12,0,4,149,43,3,3,4,4,61,73,5,20,7,11,121,153,9,63,3,12,233,494,9,166,13,21,706,1359,28,424,35,35,1884,1625,35,606,58,60,2385,1004,35,542,39,45,1660,495,39,417,39,29,1029,238,18,303,32,25,621,381,121,758,128,68,1452,121,8,90,13,11,243,6180,322,3418,376,322,10625
LGA16610,0,0,0,3,6,0,4,0,3,17,30,5,4,0,5,42,21,0,13,0,0,36,53,10,33,0,3,106,102,12,80,3,18,221,77,23,126,5,15,238,18,3,29,3,4,51,4,4,3,0,0,16,5,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,23,336,57,302,17,56,768
LGA16700,0,0,0,8,27,0,5,0,0,32,38,0,11,0,0,52,49,0,17,0,4,74,128,0,34,6,14,186,371,8,114,8,22,522,1426,38,594,40,31,2129,1658,50,910,64,61,2742,962,74,1023,95,95,2248,330,78,537,70,65,1077,128,38,275,47,29,513,48,25,138,21,18,248,66,39,209,47,28,382,117,4,102,9,12,240,5360,361,3958,421,370,10468
LGA16900,0,0,0,3,24,0,4,0,0,32,106,0,9,3,12,128,29,6,21,0,8,63,46,8,11,0,9,77,139,9,54,5,9,220,329,23,235,25,74,697,344,54,437,42,76,955,154,69,312,47,52,624,48,17,81,17,24,187,5,5,17,0,6,37,0,0,3,0,0,6,0,0,4,0,0,11,28,3,33,4,18,88,1266,202,1227,149,290,3131
LGA16950,0,0,0,0,36,0,9,0,4,48,47,0,15,0,0,62,73,6,40,3,14,136,215,18,168,14,16,426,393,29,255,22,51,740,650,72,656,48,76,1508,325,64,398,31,53,879,79,15,71,14,14,192,24,6,34,8,3,68,4,0,10,5,0,20,3,0,5,0,0,5,7,0,4,0,0,9,70,7,40,6,8,136,1947,216,1701,140,248,4255
LGA17000,0,0,0,3,5,0,0,0,0,9,9,0,4,0,0,15,11,0,8,0,0,24,50,7,38,3,5,107,63,4,57,6,11,145,128,27,158,12,22,347,47,22,75,10,13,160,8,0,22,6,4,37,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,7,12,0,3,42,353,68,388,36,61,900
LGA17040,0,0,0,3,8,0,3,0,0,18,31,3,11,3,0,44,15,0,6,0,0,30,56,0,34,0,0,93,68,6,46,3,5,128,83,12,69,7,3,175,46,8,32,4,3,95,19,3,16,0,0,39,6,0,14,0,0,20,7,0,3,0,0,12,0,0,3,0,0,5,10,0,5,0,0,19,23,5,19,0,4,47,379,43,268,20,24,729
LGA17080,0,0,0,3,15,6,3,3,0,23,26,0,16,0,5,45,28,0,19,0,0,58,45,7,50,9,10,119,48,8,64,3,3,124,35,3,32,0,4,78,0,0,3,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,13,0,5,31,216,28,215,20,29,508
LGA17100,0,0,0,6,10,0,3,0,0,9,24,0,0,0,5,30,22,0,3,0,0,30,53,0,9,0,0,65,112,7,36,7,8,161,584,19,351,19,25,993,693,49,600,45,34,1419,260,38,205,30,35,569,69,14,74,31,12,199,31,12,38,9,13,105,11,7,22,7,5,51,23,12,38,16,12,95,57,4,47,11,9,120,1944,156,1428,168,158,3855
LGA17150,0,0,0,8,26,0,9,0,0,36,68,0,8,0,3,87,41,0,14,4,3,55,86,0,62,7,6,166,113,7,49,7,10,185,659,20,293,25,29,1028,1162,47,632,47,60,1952,829,81,731,81,102,1825,425,94,560,78,86,1249,215,68,395,65,67,817,103,50,243,44,31,465,120,79,302,66,47,620,93,15,60,11,20,199,3954,468,3358,435,474,8691
LGA17200,0,0,0,43,74,0,16,7,6,99,249,3,31,3,17,304,102,3,15,9,5,132,195,0,39,7,6,250,414,3,39,6,15,486,1337,5,147,11,18,1515,3672,3,357,21,14,4070,4433,17,717,31,42,5245,3604,29,787,36,32,4484,1915,15,533,43,23,2522,804,16,301,27,19,1168,1399,57,732,116,67,2370,350,9,70,8,7,452,18597,166,3779,324,287,23146
LGA17310,4,0,0,11,16,0,12,5,0,37,62,0,24,0,0,88,59,0,38,3,9,116,207,11,120,3,19,367,382,46,352,10,45,840,359,65,464,23,43,946,53,21,94,10,15,200,19,0,21,0,0,39,3,3,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,5,37,4,39,3,7,94,1212,160,1189,69,141,2778
LGA17350,0,0,0,0,7,0,7,0,0,16,10,0,3,0,0,15,8,0,3,0,0,17,23,0,11,0,4,39,22,9,16,5,5,54,3,0,18,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,15,89,12,70,11,7,183
LGA17400,0,0,0,0,7,0,0,0,0,5,12,0,7,0,0,16,13,0,6,0,0,21,19,0,17,0,0,36,12,8,18,0,0,43,5,0,16,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,15,76,16,67,7,5,171
LGA17420,0,0,0,4,8,0,0,0,0,15,17,0,4,3,3,25,20,4,6,0,0,24,39,5,31,7,5,82,74,5,25,4,0,110,337,6,150,15,18,519,597,77,738,64,53,1529,652,189,1321,156,130,2456,346,203,843,172,149,1710,125,96,343,86,95,749,59,52,156,41,39,349,60,64,141,61,24,348,67,17,85,16,15,199,2412,718,3848,633,540,8144
LGA17550,0,0,0,7,23,4,3,0,6,36,60,0,7,5,4,78,45,0,13,0,5,70,69,5,28,0,3,107,163,5,77,10,20,274,476,22,311,16,50,871,408,48,357,25,57,898,174,37,279,42,52,583,93,38,147,19,29,331,40,19,74,4,6,145,23,11,37,4,10,80,25,6,45,5,10,94,56,4,28,6,4,101,1660,206,1413,140,257,3675
LGA17620,0,0,0,0,19,0,6,0,0,20,21,0,10,0,0,33,22,0,16,3,0,44,51,4,36,0,3,91,70,10,69,3,6,150,44,11,44,5,6,110,9,4,21,3,0,42,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,20,3,20,0,4,49,254,35,223,22,27,552
LGA17640,0,0,0,0,10,0,0,0,0,8,9,0,3,6,0,11,4,4,3,0,0,12,12,0,16,0,5,31,23,3,19,0,7,41,13,8,32,3,0,54,3,0,7,0,0,13,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,27,84,14,95,11,9,214
LGA17650,0,0,0,0,4,0,0,0,0,7,9,0,10,0,3,22,6,0,4,0,3,13,19,0,9,0,0,26,23,0,10,5,0,38,7,0,15,0,0,27,5,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,17,76,6,65,0,9,162
LGA17750,0,0,0,5,23,0,14,0,0,39,83,5,51,3,13,159,85,6,66,0,3,158,199,21,233,3,14,488,402,45,367,27,44,883,368,76,392,24,49,911,112,29,160,11,16,331,18,0,33,3,0,56,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,3,0,3,0,0,10,39,3,31,3,7,87,1359,198,1360,78,154,3151
LGA17850,0,0,0,0,5,4,0,0,0,11,0,0,3,0,0,7,7,0,7,0,0,16,16,3,8,3,0,26,5,0,5,0,0,11,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,20,47,13,33,9,4,102
LGA17900,0,0,0,8,6,0,4,0,0,9,10,3,12,0,0,27,11,0,12,0,0,27,14,0,7,0,0,23,7,5,5,0,0,9,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,12,5,3,31,90,10,79,3,3,188
LGA17950,0,0,0,0,0,5,6,0,0,8,5,0,4,0,0,6,6,0,3,0,0,20,5,0,6,0,0,14,7,0,9,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,33,4,27,6,8,77
LGA18020,5,0,0,5,14,0,18,0,0,29,24,0,20,0,0,44,12,0,21,3,4,48,17,4,33,0,5,65,11,3,12,0,0,31,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,13,0,4,29,97,10,129,6,20,267
LGA18050,0,0,0,4,9,0,0,0,0,12,14,0,3,0,0,15,20,0,0,0,0,16,22,0,8,0,0,30,45,0,3,0,0,58,164,0,25,0,0,193,422,0,74,12,3,507,802,3,167,12,12,1000,889,4,229,15,20,1158,596,17,250,14,3,882,366,17,202,11,6,601,499,120,630,90,29,1366,77,6,55,10,5,158,3938,173,1650,165,83,6003
LGA18100,0,0,0,0,10,0,0,0,0,12,11,0,3,0,0,17,15,0,9,0,0,23,10,5,3,0,0,18,3,0,3,0,0,4,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,57,5,21,0,0,83
LGA18200,0,0,0,0,9,0,3,0,0,15,23,4,12,0,4,34,22,5,12,0,0,35,12,0,15,0,5,31,9,3,15,0,6,24,11,4,15,0,0,27,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,11,101,7,68,8,12,199
LGA18250,0,0,0,3,7,0,4,0,0,15,13,0,3,0,0,14,10,0,0,0,0,12,33,0,9,0,0,45,60,0,15,0,0,83,261,0,82,4,6,358,753,16,420,36,12,1231,641,42,503,61,37,1282,294,37,358,54,31,766,168,32,306,37,18,562,105,30,234,26,23,405,151,138,595,126,30,1039,70,9,73,0,12,157,2576,303,2612,342,166,5999
LGA18350,0,0,0,0,15,0,4,0,0,17,15,0,6,0,0,20,19,0,7,0,0,23,41,4,17,0,0,64,70,0,43,3,3,129,193,16,134,13,18,372,203,32,178,15,20,445,136,21,136,18,20,341,54,5,74,11,10,155,23,10,34,4,0,73,9,0,16,5,0,35,23,10,27,0,5,66,29,4,24,4,6,72,830,108,699,83,95,1810
LGA18400,0,0,0,0,10,0,5,0,4,15,10,0,8,0,4,15,12,0,3,0,0,19,21,0,9,0,3,33,65,0,29,0,0,97,138,13,161,8,10,338,114,23,187,16,35,376,76,23,105,5,25,234,16,6,35,4,9,73,10,11,8,0,4,35,5,0,6,0,0,8,6,0,6,0,0,14,20,5,30,0,4,60,505,87,588,44,100,1325
LGA18450,0,0,0,20,97,3,10,0,3,112,285,4,60,9,15,380,100,8,47,4,10,176,230,10,82,10,33,366,505,30,259,13,42,848,1300,106,734,69,149,2359,1169,132,867,91,126,2386,506,115,569,63,97,1345,174,47,255,42,42,561,73,19,97,12,13,218,31,12,41,4,6,98,16,6,58,8,0,92,108,11,65,3,22,210,4631,501,3150,339,562,9185
LGA18500,0,0,0,0,4,0,0,0,0,7,14,0,0,0,0,12,5,0,3,0,0,9,14,0,4,0,0,19,39,0,4,0,0,47,85,0,15,0,0,105,228,3,44,0,0,274,346,7,85,7,8,446,371,7,124,16,6,522,271,9,123,9,8,417,173,6,85,10,4,287,483,99,603,127,44,1351,52,3,34,5,0,94,2088,138,1128,172,70,3594
LGA18710,0,0,0,0,0,0,0,0,0,5,8,0,6,0,0,8,0,0,5,0,0,8,17,0,6,0,0,24,25,4,41,4,4,80,41,4,54,4,12,113,30,7,46,4,4,85,9,0,12,0,0,36,10,0,19,0,0,28,4,0,3,0,0,11,4,0,0,0,0,5,3,0,0,0,0,5,7,0,11,0,0,22,157,23,209,17,26,436
LGA19399,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,3,0,0,3,0,0,5,3,0,3,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,8,21,0,14,3,3,45
