LGA_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
LGA14400,684,9,6,13,20,39,62,30,92,122,15,19,33,435,487,918,282,231,512,3,9,18,21,24,42,38,134,178,7,12,23,352,412,767,207,122,325,0,0,6,11,18,26,50,184,236,10,20,24,278,340,611,112,71,184,0,0,3,7,11,21,76,305,382,13,16,30,209,405,616,4694,4730,9422,190,217,406,536,726,1264,260,900,1154,2294,1937,4232,7967,8511,16476,0,6,3,0,0,0,0,0,0,0,0,0,654,599,1252,659,603,1253,7,16,24,0,0,4,0,0,0,0,0,0,578,449,1027,585,466,1052,74,145,222,4,7,10,4,3,6,0,0,0,351,294,656,434,447,889,259,305,564,9,14,19,18,27,39,0,0,0,201,138,335,485,483,967,338,362,700,13,9,24,25,32,53,0,0,0,144,128,274,527,529,1055,413,482,898,26,38,65,41,62,111,4,7,12,118,100,220,602,687,1293,460,475,934,35
LGA14500,3105,20,26,45,89,164,257,92,384,470,53,69,121,1886,2109,3997,1339,1010,2353,21,17,40,57,118,180,120,576,699,44,74,114,1588,1802,3384,1000,749,1744,10,5,15,32,91,128,202,841,1040,36,89,121,1274,1778,3048,764,425,1188,11,8,14,13,80,91,364,1669,2030,31,123,151,1182,2303,3485,26326,27037,53362,493,759,1248,1405,2633,4039,965,4213,5177,11573,11374,22955,40765,46015,86785,11,11,27,3,0,3,0,0,3,0,5,3,4742,4516,9264,4767,4529,9292,35,71,108,0,0,0,3,4,3,0,0,3,3265,3251,6516,3305,3332,6635,371,630,1001,5,14,19,10,23,31,3,4,3,1793,1606,3406,2177,2278,4457,1463,1957,3418,33,48,82,36,69,106,3,0,3,862,730,1596,2396,2808,5204,2496,3002,5493,41,58,96,75,125,201,0,3,3,499,485,988,3111,3676,6784,3243,3732,6978,58,106,163,123,247,373,4,21,27,367,390,757,3794,4501,8295,3763,4225,7989,90
LGA14550,250,7,4,13,22,15,39,11,52,60,15,0,14,190,184,373,103,82,177,8,4,8,8,17,26,17,59,83,13,0,13,147,158,308,66,34,98,0,0,0,7,6,21,17,83,94,10,0,10,96,125,218,36,18,55,0,0,0,4,4,7,27,96,123,9,8,10,78,124,205,1733,1744,3478,134,128,260,426,443,869,119,398,518,1332,1003,2335,3747,3721,7465,0,0,0,0,0,0,0,0,0,0,0,0,255,246,499,255,245,502,3,8,11,0,4,3,0,0,4,0,0,0,180,132,312,182,146,325,22,42,68,0,0,0,0,5,5,0,0,0,105,107,212,130,157,285,60,93,161,5,11,12,0,14,14,0,0,0,95,63,165,170,180,346,95,96,190,9,7,11,10,13,20,0,0,3,82,72,154,190,184,376,97,127,224,8,22,25,18,24,38,0,4,4,107,79,186,236,244,480,148,158,310,12
LGA14600,193,12,5,10,8,18,28,14,47,60,12,7,17,146,174,312,86,58,145,0,0,3,13,5,14,18,39,56,15,3,15,133,104,237,55,45,99,0,0,7,4,3,11,21,53,70,8,5,13,93,103,191,33,23,57,0,0,0,5,6,5,14,77,89,4,0,10,57,107,159,1283,1289,2570,86,75,163,191,161,356,92,280,374,938,757,1694,2594,2570,5160,0,0,0,0,0,0,0,0,0,0,0,0,160,172,332,157,180,334,15,17,24,0,0,0,0,0,0,0,0,0,170,157,326,178,173,350,46,71,115,0,3,6,0,0,3,0,0,0,110,115,224,152,195,345,99,105,210,7,0,8,0,3,3,0,0,0,94,97,189,202,206,408,96,89,184,5,5,4,5,4,9,0,0,0,57,58,119,159,158,320,105,104,204,7,9,14,5,9,16,0,0,0,50,61,106,169,175,347,80,102,174,10
LGA14650,5351,104,77,181,378,480,854,278,1016,1302,112,121,230,3696,4222,7920,2230,1720,3950,68,48,119,244,282,526,373,1359,1736,96,100,189,3014,3507,6519,1585,1115,2696,39,15,59,143,159,304,470,1704,2177,68,73,141,2307,3072,5375,983,537,1518,16,13,29,61,103,165,650,2351,3007,42,54,96,1752,3061,4816,39138,39378,78521,2105,2645,4747,5980,8077,14059,2398,8435,10836,24674,21000,45674,74296,79535,153830,15,5,17,0,8,4,8,0,3,3,0,3,6328,5848,12177,6350,5860,12214,134,312,440,10,26,32,3,7,14,4,4,5,5464,4939,10399,5611,5284,10896,1177,1763,2941,41,107,148,35,71,104,3,8,14,3808,3366,7178,5068,5309,10384,2765,3285,6051,126,210,341,110,222,335,5,11,18,2572,2045,4622,5577,5782,11356,3160,3436,6598,198,325,528,283,397,675,8,32,43,1748,1586,3332,5394,5777,11164,3682,3909,7594,282,389,669,472,755,1226,15,50,66,1545,1367,2910,5994,6471,12459,3885,3916,7804,367
LGA14700,532,8,8,22,41,87,130,19,117,134,44,39,81,415,485,900,224,179,403,10,13,25,18,45,67,18,122,140,23,41,73,293,412,701,155,112,268,4,0,7,12,32,42,35,201,235,16,27,47,225,374,594,133,68,204,4,4,7,10,21,31,69,386,455,11,44,57,236,528,764,6629,6692,13319,215,290,506,652,1181,1835,197,1010,1211,4463,4207,8671,12151,13383,25539,0,3,8,0,0,0,0,0,0,0,0,0,1165,747,1912,1167,754,1925,25,83,103,0,0,0,0,0,0,0,0,0,966,939,1904,989,1019,2014,351,461,817,0,7,10,10,11,20,0,0,0,1055,1003,2062,1423,1484,2909,858,1015,1872,17,31,46,27,42,75,5,0,5,758,613,1373,1670,1699,3366,1008,1051,2060,32,32,66,56,100,163,0,4,4,412,399,807,1513,1584,3102,950,978,1934,27,46,76,77,106,180,0,10,6,289,291,585,1343,1428,2772,845,856,1702,44
LGA14750,268,8,4,9,23,28,53,9,62,72,10,12,22,198,214,414,114,85,197,4,0,9,11,13,18,21,76,94,7,9,16,156,175,334,53,20,75,0,0,0,3,3,5,16,103,120,0,0,6,73,132,208,18,9,27,0,0,0,0,4,0,40,108,144,3,6,9,61,128,190,2055,2041,4095,147,151,296,291,317,610,120,461,581,1482,1359,2840,4098,4329,8428,0,0,0,0,0,0,0,0,0,0,0,0,464,492,951,465,492,957,5,17,21,0,0,0,0,0,0,0,0,0,288,265,559,296,282,582,80,115,199,10,9,14,0,0,0,0,0,0,233,186,418,318,310,635,146,146,292,5,10,13,5,4,13,0,0,0,122,127,245,277,282,560,143,168,315,3,14,17,10,12,26,0,0,0,96,83,180,258,280,537,191,219,411,21,24,43,27,22,54,0,9,9,106,65,169,352,337,689,219,230,445,21
LGA14850,909,22,14,34,85,102,189,36,203,236,40,37,74,676,777,1444,364,275,640,11,12,19,56,67,122,53,220,276,42,30,68,523,603,1128,273,179,454,12,3,17,26,29,61,75,325,402,26,34,54,411,578,983,159,81,242,3,4,8,8,29,36,104,450,556,10,22,32,289,580,864,7336,7364,14703,593,678,1271,1548,2164,3712,387,1592,1981,6700,5995,12690,16559,17795,34351,4,6,6,0,0,0,0,0,0,0,0,0,1395,1383,2776,1398,1390,2789,40,70,112,8,10,11,0,0,5,0,0,3,1183,1136,2314,1228,1218,2444,206,295,498,25,45,73,6,7,15,0,4,6,797,755,1557,1036,1105,2147,402,540,934,31,52,76,20,42,61,7,0,9,615,561,1174,1061,1188,2255,529,593,1129,43,63,109,55,95,148,3,5,4,521,540,1060,1156,1296,2448,600,674,1270,45,101,142,98,158,255,0,10,15,484,516,994,1225,1451,2680,638,728,1369,69
LGA14870,516,14,11,31,69,67,131,34,107,139,50,21,69,433,452,888,207,123,339,16,4,18,37,32,70,41,152,190,22,14,37,321,333,653,132,90,227,3,3,10,16,13,27,46,158,206,11,11,24,213,283,497,57,28,83,0,0,0,6,6,13,28,235,262,6,13,21,104,280,384,3919,3778,7699,297,307,606,824,818,1638,242,906,1147,3015,2277,5291,8298,8087,16386,0,0,0,0,0,0,0,0,0,0,0,0,622,568,1194,626,568,1193,22,35,61,0,4,5,0,0,4,0,0,0,582,450,1032,611,488,1102,163,184,346,10,16,18,0,10,6,0,0,0,434,362,802,606,571,1175,233,243,474,16,23,38,7,13,25,0,0,0,322,216,541,586,491,1077,254,297,552,19,27,48,20,27,46,4,0,4,228,174,396,520,530,1042,325,358,684,32,38,69,56,83,139,4,14,12,233,155,388,653,642,1298,347,342,691,41
LGA14900,2613,94,70,164,198,201,400,140,782,919,78,55,129,2009,2224,4227,984,625,1608,47,39,88,106,151,252,171,832,1000,59,35,93,1366,1675,3045,582,302,886,22,26,48,57,74,126,193,823,1026,24,27,57,883,1258,2142,276,131,404,6,7,12,20,37,57,221,826,1046,23,21,38,541,1019,1562,36418,36481,72893,2084,2869,4959,3945,5609,9555,1146,5194,6343,24126,20029,44152,67718,70181,137898,25,60,84,6,3,7,3,0,3,4,6,11,7708,7075,14782,7743,7143,14886,332,948,1279,14,68,78,11,33,47,6,9,7,6971,6166,13142,7333,7223,14552,1932,3167,5101,98,220,318,83,183,267,3,18,17,4817,3713,8535,6935,7307,14244,4339,5330,9674,217,387,604,211,381,593,6,20,28,2663,1964,4627,7438,8081,15517,4988,5378,10370,316,455,776,356,553,905,10,44,58,1645,1235,2878,7316,7664,14981,5119,5304,10423,293,467,763,458,771,1234,22,70,94,1271,926,2204,7167,7546,14712,4900,4708,9607,298
LGA14920,248,0,9,11,17,12,28,22,45,72,8,8,16,187,186,373,96,66,169,3,0,5,9,14,17,25,53,75,13,3,19,150,137,285,46,34,82,0,0,0,7,5,16,26,73,95,9,0,13,91,116,208,32,15,43,0,0,0,0,0,4,34,80,106,5,9,12,71,100,167,1543,1522,3057,84,112,201,272,259,526,136,361,488,989,756,1750,3021,3002,6023,0,3,4,0,0,0,0,0,0,0,0,0,210,209,423,214,207,424,4,4,4,0,3,3,0,0,0,0,0,0,176,152,328,174,161,333,38,63,102,8,9,15,0,4,4,0,0,0,142,121,254,190,191,377,74,112,186,6,8,11,6,6,13,0,0,0,104,82,184,188,208,392,114,115,225,10,11,19,13,8,15,0,8,8,51,61,108,178,196,379,118,121,244,17,16,31,18,13,30,0,3,3,80,58,136,228,213,439,125,141,273,15
LGA14950,93,0,0,3,8,0,16,8,12,18,6,3,9,62,70,133,44,25,63,0,0,0,0,3,3,12,19,28,4,6,7,59,41,99,30,20,48,0,0,0,0,0,0,10,32,38,5,0,5,49,46,99,13,3,15,0,0,0,0,0,0,13,49,60,3,7,9,32,61,91,690,684,1380,35,25,57,90,81,174,50,145,193,334,231,563,1203,1160,2362,0,0,0,0,0,0,0,0,0,0,0,0,107,83,190,107,83,190,3,4,8,0,0,0,0,0,0,0,0,0,57,48,104,58,59,115,21,33,53,0,0,0,0,0,0,0,0,0,34,31,65,62,60,120,30,49,75,3,0,7,0,0,0,0,0,0,20,28,55,52,77,131,52,45,98,0,4,5,3,0,6,0,3,3,18,14,28,82,65,141,43,69,110,0,4,0,6,3,10,0,0,0,19,23,42,72,93,164,62,71,132,6
LGA15050,1331,18,17,34,78,139,222,65,278,339,49,36,94,954,1062,2015,528,416,942,13,9,29,47,69,111,80,359,433,40,27,68,714,878,1587,326,207,529,6,7,17,26,43,64,76,460,538,32,34,57,466,746,1211,181,105,281,8,3,10,14,18,29,115,568,681,17,32,43,327,724,1055,13362,13467,26831,752,921,1676,1886,2678,4556,514,2313,2822,8879,7888,16770,25387,27264,52651,4,6,3,0,0,0,5,0,8,0,0,0,2552,2374,4933,2561,2385,4940,81,172,254,5,14,28,3,7,8,3,0,3,2221,2294,4512,2319,2488,4808,714,1019,1729,52,85,141,16,44,61,0,9,9,1726,1585,3310,2510,2740,5247,1300,1509,2810,94,145,244,80,137,220,0,13,16,1084,959,2044,2566,2761,5321,1458,1543,2998,119,157,269,122,182,308,7,7,8,784,635,1417,2487,2524,5006,1552,1625,3181,151,161,311,208,307,512,12,19,33,622,511,1136,2543,2629,5176,1507,1601,3104,137
LGA15240,3694,84,46,130,362,284,650,192,620,816,109,65,181,2756,2720,5470,1425,1118,2540,64,40,103,208,128,336,255,775,1032,91,62,150,2034,2125,4156,1028,631,1659,43,19,60,100,101,203,316,894,1208,57,35,91,1548,1681,3230,571,326,899,10,5,16,36,59,101,358,1290,1649,37,33,69,1016,1713,2725,18205,18238,36450,1326,1382,2709,3657,4151,7805,1505,4735,6234,9650,8241,17888,34341,36755,71091,6,0,6,0,3,5,4,0,4,0,0,0,2430,2329,4765,2443,2333,4780,64,117,183,11,16,23,0,5,6,4,3,7,1633,1594,3232,1712,1740,3455,281,493,771,34,50,82,10,27,38,0,0,0,1255,1159,2415,1583,1723,3305,662,819,1483,45,100,144,32,60,93,5,4,9,871,797,1665,1616,1782,3397,837,998,1830,77,106,185,88,132,217,5,12,14,726,684,1403,1726,1922,3654,1157,1279,2437,116,191,311,169,295,463,6,25,33,735,632,1366,2180,2430,4605,1287,1477,2766,169
LGA15270,610,28,6,36,72,53,122,37,131,174,35,15,54,519,471,989,243,180,423,22,5,28,33,28,64,45,139,186,21,18,38,362,378,746,145,80,226,4,6,8,11,15,31,52,174,233,14,14,25,228,288,513,74,33,108,0,0,0,0,10,11,67,247,317,16,4,21,166,303,460,4432,4452,8883,336,335,674,820,816,1639,295,970,1264,3004,2328,5336,8891,8901,17793,0,0,0,0,0,0,0,0,4,0,0,0,716,612,1327,715,613,1325,24,31,57,0,0,4,0,3,0,0,0,0,540,503,1045,564,538,1102,150,220,374,4,21,25,3,12,12,3,0,3,487,374,863,649,625,1280,321,384,705,24,30,54,23,20,40,0,0,4,340,253,594,706,691,1401,368,396,764,34,43,78,30,39,65,3,4,4,208,207,418,644,689,1331,378,452,829,46,44,87,59,71,125,3,8,14,186,199,374,665,765,1427,467,518,978,59
LGA15300,251,7,3,10,29,10,41,30,61,93,26,12,33,237,196,434,91,51,142,6,5,15,14,10,25,25,71,93,16,4,25,161,136,294,42,34,70,0,0,0,4,0,7,28,80,116,4,7,12,82,125,200,18,8,25,0,0,0,0,0,6,31,91,125,0,7,10,54,106,168,2290,2262,4551,156,171,320,381,314,697,191,468,659,2194,1860,4060,5211,5071,10285,0,0,3,0,0,0,0,0,0,0,0,0,400,351,748,405,347,756,14,20,38,0,3,3,0,0,0,0,0,5,371,356,725,388,379,771,80,108,191,15,18,28,0,6,7,0,0,0,323,302,620,415,433,848,143,200,343,11,13,21,9,9,18,0,3,8,194,201,400,363,428,792,216,225,441,15,15,35,10,13,27,6,3,6,138,171,309,387,434,824,231,224,460,22,21,43,22,29,55,0,7,3,134,133,266,412,409,824,237,244,480,23
LGA15350,578,7,8,12,49,73,126,22,112,135,22,67,90,427,512,940,214,168,382,6,6,17,28,46,78,23,124,146,14,42,61,290,388,671,186,117,302,7,4,7,22,35,46,34,214,252,19,33,56,267,399,667,154,77,236,0,0,3,12,44,53,73,398,471,11,63,79,257,580,837,5700,5830,11530,202,255,456,708,1230,1934,193,1056,1252,3444,3814,7265,10250,12182,22434,0,6,6,0,0,0,0,0,3,0,0,0,770,799,1571,772,805,1573,9,20,26,0,0,0,0,0,0,0,0,0,633,624,1252,645,640,1280,120,209,325,0,0,4,8,6,9,0,0,0,529,652,1182,649,871,1518,423,493,916,18,15,28,15,27,41,0,3,3,424,478,898,882,1011,1892,525,654,1183,20,25,40,36,54,93,0,3,3,286,320,608,868,1058,1928,703,744,1442,38,32,76,57,106,159,6,6,9,202,268,469,1012,1154,2160,739,815,1551,34
LGA15520,455,10,9,19,37,34,72,16,78,98,16,7,29,332,330,666,178,120,296,5,4,8,12,14,27,26,92,122,13,7,24,239,234,478,111,79,187,4,0,4,11,14,26,36,105,141,13,9,12,175,202,372,52,26,75,4,0,5,0,0,4,42,107,155,12,4,11,107,140,249,2553,2551,5103,156,134,291,385,362,748,177,504,675,1289,933,2225,4558,4479,9043,4,0,4,0,0,0,0,0,0,0,0,0,296,302,595,301,306,602,9,16,20,0,0,7,0,0,0,0,0,0,211,194,406,221,214,430,50,92,146,4,6,10,5,0,9,0,0,0,168,185,351,228,281,509,136,181,317,3,13,17,6,6,6,0,5,5,123,113,238,272,311,584,159,155,320,10,12,22,5,17,17,0,0,0,72,56,130,247,248,490,191,191,380,17,18,37,16,37,56,0,3,3,95,59,153,315,307,621,228,257,483,13
LGA15560,117,4,0,5,11,9,21,10,27,36,5,4,13,92,98,190,43,27,71,0,0,3,0,0,3,7,22,31,8,0,8,62,50,112,30,24,55,0,0,0,8,0,8,11,23,35,3,0,4,55,46,103,13,3,20,0,0,0,0,0,0,9,27,36,0,3,3,22,37,59,816,783,1596,50,52,102,128,96,227,44,131,179,515,333,849,1558,1398,2956,0,0,0,0,0,0,0,0,0,0,0,0,141,110,254,141,110,254,0,7,7,0,0,0,0,0,0,0,0,0,105,65,171,104,72,179,29,36,61,0,5,3,0,0,4,0,3,3,103,67,172,131,109,243,37,52,85,0,7,13,0,6,6,0,0,0,47,31,84,91,96,189,62,57,119,7,10,17,6,6,9,0,0,0,28,36,60,95,113,211,64,76,144,3,4,9,14,9,19,0,0,0,41,24,65,124,113,237,70,80,155,8
LGA15650,215,0,4,10,29,15,43,24,65,87,15,9,20,188,192,376,88,77,169,9,0,9,24,6,29,20,89,109,13,5,14,148,179,325,56,32,91,0,0,0,7,7,15,15,86,105,9,0,13,92,130,219,29,9,41,0,0,0,6,0,5,22,96,119,3,4,6,59,114,170,2939,2785,5729,257,225,482,489,472,967,135,490,626,2506,1885,4391,6327,5862,12191,0,5,0,0,0,0,0,0,0,0,0,0,498,477,977,508,477,986,16,41,56,3,7,13,0,0,0,0,0,0,466,443,910,484,489,973,131,179,308,11,17,24,8,3,16,0,0,0,421,335,755,568,531,1102,276,274,549,14,35,55,21,22,39,0,0,0,308,216,522,624,548,1166,273,294,560,33,26,56,28,31,58,0,3,8,205,168,370,540,511,1051,280,296,578,48,31,79,44,51,93,7,9,10,155,104,257,527,493,1026,313,294,612,34
LGA15700,681,27,9,36,96,65,163,39,134,170,25,14,39,558,536,1094,264,198,466,13,10,20,42,45,87,53,167,220,25,11,35,396,427,822,172,140,312,3,8,15,24,27,52,54,201,258,16,4,23,280,381,664,150,75,227,3,0,3,5,11,17,101,261,363,8,13,18,265,362,628,3578,3568,7148,260,320,584,918,1014,1930,333,1037,1371,2319,1979,4304,7407,7920,15330,0,0,0,0,0,0,0,0,0,0,0,0,509,505,1014,511,505,1019,16,26,35,0,3,3,0,0,0,0,0,0,389,326,716,408,355,762,60,100,158,4,21,21,0,7,6,0,0,0,270,255,526,338,380,716,124,165,296,11,22,38,7,21,26,0,0,0,193,191,383,335,395,730,153,182,333,15,30,43,29,23,50,0,3,4,167,157,323,362,391,759,230,266,502,22,31,55,33,41,76,3,10,14,171,169,340,466,522,985,220,270,491,26
LGA15750,308,10,8,13,19,12,37,24,105,134,17,5,22,242,274,510,100,78,186,13,0,12,13,7,18,36,94,132,16,10,21,174,195,368,70,51,123,0,0,7,5,4,10,24,96,124,5,5,10,106,158,264,49,22,77,0,0,0,3,3,8,26,116,142,4,0,4,87,137,229,2552,2549,5108,182,167,349,360,335,694,184,554,736,1732,1436,3171,5010,5047,10054,0,0,0,0,0,0,0,0,0,0,0,0,423,352,772,424,352,777,12,25,36,3,5,5,0,0,0,0,0,0,314,292,605,328,322,648,90,133,225,6,13,19,3,0,3,0,0,0,252,262,520,354,410,765,171,217,387,13,11,22,4,12,17,0,0,0,148,151,298,337,390,725,233,230,467,27,15,40,10,10,20,0,3,0,127,104,230,395,365,764,223,263,482,11,20,29,22,21,44,0,3,3,120,89,213,373,401,770,256,238,503,25
LGA15800,148,3,0,7,17,15,30,13,36,50,10,3,16,132,125,254,81,52,128,5,0,4,11,4,12,17,58,74,8,5,12,116,116,228,52,29,81,0,5,3,4,4,13,15,71,92,11,0,12,85,113,200,22,18,45,0,0,0,0,0,4,19,83,110,10,4,9,53,110,163,1167,1159,2328,91,92,180,160,164,322,97,316,414,794,624,1416,2311,2354,4664,0,0,0,0,0,0,0,0,0,0,0,0,165,158,327,170,158,323,0,12,16,0,0,0,0,0,0,0,0,0,152,130,283,156,139,298,26,41,65,3,0,5,0,4,6,0,0,0,99,75,174,128,119,249,65,80,144,4,12,7,5,3,6,0,0,0,66,74,144,138,165,301,81,90,167,7,11,15,4,8,11,0,0,0,68,50,119,157,153,304,97,95,192,6,11,18,13,14,24,0,0,0,48,52,103,161,176,340,97,102,196,7
LGA15850,165,11,0,11,23,6,30,15,39,55,8,3,13,150,132,275,60,36,98,3,3,6,12,4,15,16,69,83,12,0,9,104,114,212,43,33,73,6,0,6,4,5,11,12,50,66,0,3,3,67,90,156,20,4,25,0,0,0,0,3,5,16,52,60,0,5,4,37,65,99,1246,1250,2497,96,102,198,215,205,423,101,282,382,811,692,1510,2472,2542,5013,0,0,0,0,0,0,0,0,0,0,0,0,198,173,370,198,173,370,8,12,19,0,0,0,0,0,0,0,0,0,164,145,310,169,158,326,28,45,78,5,3,5,0,0,3,0,0,0,104,126,232,139,173,316,71,96,164,10,10,19,0,5,4,0,0,0,86,71,150,168,176,345,82,96,177,3,4,12,3,10,15,0,4,4,48,55,107,143,169,313,105,110,214,8,9,23,18,16,29,0,7,3,61,38,90,186,171,356,102,119,224,5
LGA15900,2903,56,49,106,310,364,675,176,725,895,208,132,338,2318,2601,4918,1231,1007,2242,37,32,70,161,263,423,220,996,1212,134,97,231,1784,2392,4171,933,749,1685,23,18,40,105,173,279,340,1362,1703,91,76,170,1487,2383,3872,676,356,1032,25,14,36,47,73,121,480,2035,2509,46,115,166,1270,2592,3863,25547,25679,51231,1716,2032,3743,4997,6737,11739,1653,6514,8169,26118,22224,48344,60038,63187,123225,8,8,16,0,3,3,5,0,3,4,0,5,4531,4345,8874,4547,4358,8901,138,260,394,17,23,43,8,9,13,0,3,6,6704,6545,13249,6867,6833,13698,1003,1499,2505,71,74,138,46,71,117,7,5,14,5266,4497,9763,6388,6155,12545,2445,2773,5220,117,153,274,122,183,305,4,16,22,3076,2466,5542,5763,5598,11355,2644,2838,5485,208,239,445,224,360,584,16,24,33,1818,1592,3405,4905,5053,9955,2756,2880,5637,232,284,519,377,594,973,17,47,62,1585,1314,2896,4973,5115,10086,2595,2757,5348,256
