LGA_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
LGA17900,20,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,0,0,0,0,12,34,0,0,0,0,0,0,0,0,0,0,0,24,26,5,0,3,0,4,33,63,36,25,32,27,63,305,0,0,0,3,3,10,17,5,0,0,0,0,43,0,0,0,0,8,19,6,0,0,0,0,0,38,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,4,3,0,0,0,0,0,0,9,0,0,4,21,17,32,14,6,0,0,4,11,116,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,13,38,31,62,38,10,3,0,5,20,219,31,3,16,60,102,172,186,105,69,66,57,126,986
LGA17950,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,5,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,3,0,20,57,28,24,31,25,35,237,0,0,0,0,0,3,8,3,0,0,0,4,17,0,0,0,4,3,3,3,0,0,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,8,6,11,10,0,0,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,9,9,6,0,3,12,9,22,21,4,0,0,0,18,92,15,0,3,29,44,85,130,63,49,67,47,79,617
LGA18020,41,0,0,0,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,8,7,18,19,7,0,0,0,13,85,0,0,0,0,0,0,0,0,0,0,0,26,34,6,0,10,24,20,74,189,124,71,84,59,84,744,0,0,0,4,5,16,28,15,0,3,3,13,89,0,0,3,11,15,16,19,3,0,0,0,3,82,0,0,0,3,0,0,3,0,0,0,0,7,15,0,0,3,10,7,3,0,0,0,0,0,0,22,8,0,7,38,16,52,17,3,9,0,0,15,170,0,0,0,0,0,0,0,0,0,0,0,9,8,9,0,17,60,47,87,71,22,11,3,7,42,380,44,7,40,170,263,358,487,246,141,137,118,201,2223
LGA18050,343,0,0,0,0,6,0,13,4,10,15,29,12,92,0,0,0,0,0,3,14,9,11,15,39,18,105,18,0,7,7,19,40,69,38,28,39,60,41,367,0,0,0,0,0,0,0,0,0,4,10,183,195,26,6,18,27,30,113,372,408,398,876,4309,528,7114,0,0,0,0,4,25,133,141,32,72,232,71,718,5,0,7,24,18,73,105,49,25,37,43,43,419,0,0,3,4,10,20,14,6,0,6,7,4,83,6,0,0,8,7,4,13,3,0,3,4,3,54,47,10,26,61,34,141,106,43,25,26,38,61,617,0,0,0,0,0,0,4,0,0,0,0,16,25,55,13,34,99,74,274,368,250,84,146,325,197,1918,187,41,95,252,321,806,1642,1456,1177,2245,7256,1049,16514
LGA18100,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,9,4,0,0,0,0,3,17,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,18,20,6,0,0,0,4,28,91,36,32,31,28,52,310,0,0,0,0,0,13,4,9,0,0,0,0,26,0,0,0,3,10,7,3,0,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,4,0,0,0,0,0,0,14,4,0,5,7,7,17,12,0,0,0,0,7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,20,13,43,21,11,0,0,0,10,127,24,8,11,48,105,171,222,86,65,56,61,96,952
LGA18200,24,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,9,3,0,3,0,6,11,9,7,8,0,0,11,55,0,0,0,0,0,0,0,0,0,0,0,55,57,3,0,4,10,11,44,155,111,85,122,94,121,767,0,0,0,0,9,7,27,11,0,5,4,8,71,0,0,0,15,0,11,7,0,0,0,0,3,42,0,0,0,0,3,3,0,6,0,0,0,3,10,0,0,0,3,4,0,0,0,0,0,0,0,13,0,0,12,17,14,29,11,4,0,0,0,15,97,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,17,38,23,55,50,19,3,8,9,29,241,29,13,31,101,159,237,373,237,143,190,155,211,1884
LGA18250,515,3,0,0,3,6,19,24,23,19,15,37,14,153,0,0,0,0,4,4,29,13,14,20,28,9,123,58,11,18,34,32,86,161,77,65,87,131,45,815,0,0,0,0,0,0,3,0,3,0,8,319,340,62,18,25,74,84,296,820,796,659,1373,5676,672,10550,6,0,4,8,12,50,184,154,49,107,231,61,865,0,0,21,27,34,80,100,46,16,33,54,27,433,0,0,3,12,12,22,19,11,5,8,8,9,113,17,4,9,19,0,9,24,10,0,3,5,0,99,116,30,77,118,51,186,205,91,53,50,60,49,1083,0,0,0,0,0,0,0,0,0,0,0,10,16,139,35,109,187,99,353,530,309,130,195,363,161,2599,453,132,211,540,515,1269,2438,1906,1381,2535,7886,1089,20353
LGA18350,263,0,0,0,0,0,9,22,11,6,11,13,9,88,0,0,0,0,0,0,9,12,13,12,13,9,65,16,3,3,12,17,72,106,36,20,20,30,37,368,0,0,0,0,0,0,0,0,0,0,0,222,226,22,7,10,34,42,229,891,780,712,1014,1370,513,5623,0,0,0,4,15,82,174,103,49,67,41,67,599,0,0,16,53,57,107,133,46,19,13,17,50,510,0,0,0,10,8,13,24,8,8,6,3,6,90,4,0,3,6,3,8,11,0,0,0,0,0,42,22,11,34,78,57,174,182,35,21,17,20,58,707,0,0,0,0,0,5,0,0,0,0,0,12,19,21,10,57,145,143,394,519,192,97,100,82,197,1965,161,92,147,475,836,1759,2965,1805,1382,1753,2270,1062,14713
LGA18400,335,0,0,0,6,0,24,54,39,14,15,17,9,177,0,0,0,3,0,9,36,30,23,31,18,24,180,17,0,3,24,32,77,134,71,43,54,27,43,535,0,0,0,0,0,0,8,0,0,0,3,210,228,26,6,10,43,63,263,1040,1049,988,1620,1849,595,7557,0,0,0,9,10,84,172,131,64,53,39,62,622,3,0,9,35,30,127,105,31,21,13,13,30,420,4,0,3,5,9,27,35,13,5,5,7,9,122,3,0,10,14,3,13,7,0,0,0,0,0,56,27,5,28,119,77,168,140,35,25,13,9,52,695,0,0,0,0,0,0,0,0,0,0,0,12,21,39,3,45,190,136,423,455,213,114,83,64,164,1939,178,50,111,447,769,1410,2530,1935,1612,2349,2366,1053,14805
LGA18450,1372,3,0,0,12,23,91,122,77,34,52,44,35,488,3,0,0,0,9,14,71,69,61,82,59,34,400,40,8,31,120,166,385,694,290,163,156,120,146,2330,4,0,0,0,0,11,10,10,3,6,4,665,713,56,14,51,198,302,1115,3487,3320,3266,5209,6096,1662,24785,3,0,3,32,33,320,804,509,201,266,166,230,2567,6,3,41,173,206,529,529,202,61,61,45,102,1953,0,0,17,66,71,127,131,59,18,14,8,41,552,14,4,35,50,24,49,26,13,3,6,3,31,267,110,34,263,675,427,1097,837,219,112,64,50,265,4169,0,0,4,6,4,13,12,3,3,0,0,67,110,140,45,369,1003,764,2126,2346,1006,399,414,277,741,9627,611,227,634,2209,3576,6727,10221,6876,5627,7998,8291,3310,56297
LGA18500,320,0,0,0,0,0,3,12,9,3,6,27,11,73,3,0,0,0,0,5,9,10,6,7,29,7,71,16,7,7,4,7,16,37,24,13,32,104,38,303,0,0,0,0,0,0,0,0,0,5,10,196,212,27,8,11,14,16,71,207,256,236,517,3617,523,5501,5,0,0,5,10,31,93,108,17,71,222,53,619,0,3,8,4,14,54,80,49,10,28,55,39,348,0,0,0,4,10,13,12,6,6,0,14,15,84,3,0,3,3,5,7,7,5,0,0,8,0,42,49,6,19,50,23,80,78,53,31,42,68,44,534,0,0,0,0,0,0,0,0,0,0,0,7,11,59,10,34,68,54,179,268,222,62,142,374,163,1641,173,44,71,161,193,512,1119,971,743,1594,6945,1013,13553
LGA18710,72,0,0,0,0,0,4,7,0,3,7,10,0,30,0,0,0,0,0,0,3,7,4,4,0,0,23,0,0,0,6,0,14,17,15,14,17,14,9,110,0,0,0,0,0,0,0,0,0,0,0,79,82,0,0,0,13,17,57,253,221,231,497,776,204,2260,0,0,0,5,0,20,67,41,20,18,23,27,222,0,0,4,8,15,27,39,20,8,4,3,12,138,0,0,3,0,3,7,5,0,0,0,0,0,20,0,0,3,3,0,5,0,0,0,0,0,0,12,5,3,6,24,12,39,32,10,6,7,0,13,159,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,9,44,26,91,144,73,35,33,33,51,553,33,12,26,115,163,377,785,516,437,823,1144,340,4777
LGA19399,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,10,8,0,5,4,4,12,21,14,11,9,6,26,108,0,0,0,0,0,0,4,0,0,0,0,3,9,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,6,24,6,0,5,15,8,26,52,31,25,24,15,40,250
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
