LGA_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
LGA14300,523,579,211,13,1329,448,34,69,1876,4,0,0,0,7,43,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,7,43,0,6,58,0,0,4,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,9,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,12,19,3,0,0,0,9,3,0,0,14,534,587,215,13,1349,506,36,89,1975,541,537,226,17,1320,466,42,161,1982,3,4,3,0,9,26,6,7,42,0,0,0,0,0,0,0,0,7,3,4,3,0,9,21,0,7,46,0,4,0,0,6,30,0,4,39,0,0,0,0,0,0,0,0,9,0,0
LGA14350,2988,2262,1467,101,6821,2392,252,385,9852,115,92,58,5,269,182,14,44,514,17,9,6,0,32,28,0,5,62,131,101,66,5,301,208,14,48,571,48,18,63,0,136,263,12,77,485,3,0,4,0,10,19,0,17,50,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3,0,0,0,3,8,0,0,6,53,18,73,0,148,287,10,95,544,29,14,12,0,45,86,0,213,345,0,5,7,0,11,7,0,16,36,3,0,0,0,3,3,0,0,9,31,19,18,0,67,100,7,229,396,3,0,0,0,3,0,0,0,10,3205,2395,1626,109,7338,2990,284,759,11376,3035,2188,1479,103,6802,2446,288,785,10319,67,8,33,0,116,245,14,39,413,5,7,6,0,20,38,0,11,70,74,18,37,0,134,283,14,53,483,47,23,57,4,128,230,18,60,442,12,3,3,0,17,16,0,24,55,0,0
LGA14400,2069,2288,570,33,4957,986,84,158,6188,71,37,31,0,137,110,6,5,261,151,54,56,0,262,136,16,12,419,220,91,82,5,398,244,23,12,674,77,15,25,4,123,183,4,16,332,45,8,16,4,68,80,6,6,159,52,0,0,0,61,110,0,4,171,..,..,..,..,..,..,..,..,..,0,0,0,0,7,21,0,0,22,174,22,43,3,252,395,8,27,677,8,0,5,0,13,11,0,65,86,0,0,0,0,0,0,0,0,0,3,7,9,0,20,21,3,0,41,16,8,8,0,31,28,3,64,134,4,0,0,0,0,0,0,0,3,2484,2413,710,41,5651,1645,116,261,7683,2138,2314,501,35,4988,961,114,333,6395,75,28,37,3,147,85,5,13,244,235,100,77,4,415,213,27,39,694,312,132,112,8,564,298,26,51,943,88,25,31,3,150,213,10,57,435,29,7,3,0,40,43,4,16,103,61,0
LGA14500,6993,15495,2203,240,24924,3135,292,722,29071,150,54,26,8,236,195,9,4,449,376,265,115,6,758,298,18,44,1125,527,315,144,8,997,494,27,50,1577,491,185,112,15,799,764,35,87,1686,370,233,132,25,765,643,49,72,1526,838,730,305,50,1921,728,81,220,2954,..,..,..,..,..,..,..,..,..,6,7,3,0,20,22,0,3,46,1710,1152,558,92,3505,2154,164,382,6207,0,0,0,0,0,3,0,5,6,0,0,0,0,0,0,0,0,0,7,0,0,0,8,4,0,4,21,7,5,0,0,9,7,0,3,27,7,19,8,0,33,20,0,8,54,9246,16974,2911,338,29470,5815,491,1164,36941,6635,16009,2190,223,25054,2929,293,638,28911,95,37,14,0,148,131,19,15,313,418,317,99,8,843,394,19,54,1310,519,352,112,11,989,523,43,70,1623,410,195,117,20,737,709,43,79,1568,408,311,159,35,913,621,58,84,1674,1600,1682
LGA14550,1069,881,413,31,2400,966,85,143,3592,0,0,3,0,9,12,0,4,24,0,0,0,0,0,11,0,0,12,3,0,4,0,14,22,0,4,34,9,4,10,4,30,36,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,3,0,3,0,0,0,5,9,4,16,4,28,34,0,0,64,4,0,0,0,9,23,6,12,43,3,0,0,0,7,10,0,3,16,0,4,0,0,4,7,0,0,16,4,3,0,0,12,42,4,14,76,0,0,0,0,0,0,0,0,0,1087,894,436,38,2452,1063,88,165,3768,1093,703,392,34,2219,1025,105,317,3668,3,0,0,0,3,14,0,4,25,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,0,4,30,6,0,16,6,24,41,0,9,73,0,0,0,0,0,0,0,0,0,0,0
LGA14600,728,699,262,36,1727,623,44,93,2485,5,0,0,0,7,30,3,5,39,0,0,0,0,0,0,0,0,0,5,0,0,0,7,30,3,5,39,5,0,4,0,12,38,5,8,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,0,4,0,12,38,5,6,60,3,0,0,0,4,10,0,35,47,0,0,0,0,0,6,0,0,7,0,0,0,0,0,6,0,0,8,3,6,0,0,4,14,0,35,55,4,0,0,0,4,0,0,0,4,737,708,271,43,1754,698,51,138,2634,619,564,248,21,1456,572,33,247,2303,5,0,0,0,5,9,0,10,20,0,0,0,0,0,0,0,0,3,5,0,0,0,5,8,0,7,19,9,3,0,0,15,48,0,7,76,0,0,0,0,0,0,0,0,0,0,0
LGA14650,18176,21414,7753,585,47924,11653,1383,1279,62239,941,259,451,35,1691,2053,82,101,3924,324,195,254,14,790,439,59,51,1341,1265,451,704,53,2481,2487,150,147,5266,614,143,301,30,1086,1980,67,113,3244,67,12,23,0,96,117,11,29,245,101,28,18,4,148,119,19,29,315,..,..,..,..,..,..,..,..,..,15,8,9,0,36,61,11,8,112,793,192,345,31,1368,2270,101,174,3913,148,29,42,8,219,348,13,97,678,0,3,0,0,4,3,0,34,42,28,17,17,0,58,49,5,7,120,173,45,57,8,276,401,19,144,842,8,8,4,0,21,14,0,0,39,20417,22113,8870,674,52073,16834,1653,1742,72298,18435,22152,7974,572,49145,11827,1426,1674,64070,1240,303,511,40,2088,2766,118,205,5187,508,250,357,15,1136,893,99,95,2220,1747,557,865,59,3222,3666,218,301,7404,353,103,231,17,705,1289,66,134,2185,71,11,15,0,97,157,7,21,281,152,30
LGA14700,1406,3101,458,72,5035,778,104,130,6051,48,42,19,3,111,82,9,9,207,137,164,58,10,360,121,22,23,531,186,208,72,8,473,199,32,31,742,211,165,93,19,486,447,78,24,1040,606,351,152,36,1143,867,183,99,2289,581,292,144,54,1071,693,196,151,2116,..,..,..,..,..,..,..,..,..,0,4,3,0,11,13,0,4,19,1404,810,386,112,2709,2013,459,285,5459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,16,4,8,36,0,6,0,0,14,16,4,8,42,7,13,0,0,24,19,0,3,43,3005,4140,918,191,8258,3025,598,452,12337,1342,3089,446,66,4937,675,104,161,5881,48,92,17,0,149,44,11,3,213,120,166,45,4,341,186,19,24,564,164,262,56,4,489,234,26,29,775,223,169,74,10,480,422,62,82,1040,724,551,203,37,1518,938,201,154,2816,1184,603
LGA14750,935,1158,422,35,2551,753,67,158,3529,22,12,9,0,51,81,6,6,143,3,0,0,0,3,19,0,0,24,26,15,13,0,55,104,5,10,173,31,17,24,4,76,125,14,49,267,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,0,0,5,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,5,5,31,17,24,4,76,126,14,61,278,5,0,0,0,4,11,0,14,29,0,0,0,0,0,0,0,0,0,6,0,0,0,8,4,4,3,18,10,0,0,0,16,18,4,13,49,0,0,0,0,5,0,0,0,5,1006,1199,455,36,2700,1001,84,251,4039,1026,1075,390,27,2519,786,72,286,3671,24,15,14,3,60,115,6,12,187,3,0,0,0,4,16,0,0,25,28,14,18,3,59,132,6,13,209,28,14,22,0,67,124,8,33,235,0,0,0,0,0,5,0,5,13,0,0
LGA14850,3900,4167,1989,140,10196,3019,663,418,14301,95,38,87,7,232,381,39,36,695,38,18,44,6,109,116,18,11,262,134,58,132,16,342,503,66,49,960,154,58,145,12,365,610,67,51,1097,10,0,7,0,14,54,4,3,78,3,0,6,0,9,33,0,0,47,..,..,..,..,..,..,..,..,..,6,3,8,0,17,37,0,7,56,174,58,159,9,402,741,72,56,1276,31,12,25,0,64,169,4,35,271,3,4,0,0,6,19,0,45,70,12,3,6,0,25,39,8,7,71,42,17,30,4,101,224,7,85,414,4,0,0,0,9,6,0,0,15,4257,4304,2321,165,11047,4484,812,615,16958,3784,3799,1916,140,9638,3146,630,899,14303,170,53,145,9,376,660,41,109,1191,65,28,74,8,181,253,28,37,499,239,79,219,19,554,909,76,147,1688,78,44,87,8,216,394,54,104,773,11,3,11,0,25,56,6,15,100,0,0
LGA14870,2058,1989,840,88,4971,1921,150,262,7308,65,17,55,7,146,231,14,8,406,5,0,9,0,12,12,0,3,33,72,20,67,7,164,247,20,17,438,18,10,16,0,46,142,0,19,206,0,3,5,0,12,26,0,6,41,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,17,15,20,0,53,167,4,24,254,0,0,3,0,9,21,0,16,50,0,0,0,0,0,4,0,5,10,9,12,0,0,18,21,0,0,45,15,8,3,0,27,50,0,22,102,6,0,0,0,5,7,0,0,9,2164,2027,934,98,5219,2392,173,326,8116,1928,1783,849,57,4628,1987,155,624,7390,68,25,48,5,139,300,11,34,491,16,7,13,0,33,47,5,12,92,82,28,58,5,174,347,17,44,587,17,11,14,0,39,76,5,18,132,0,0,0,0,0,17,0,5,24,0,0
LGA14900,7445,21617,5780,432,35277,4492,583,1623,41969,420,749,398,31,1593,702,45,122,2462,699,1690,686,43,3114,787,118,186,4199,1116,2437,1085,71,4708,1488,158,310,6662,164,241,189,10,598,827,41,218,1680,446,663,429,46,1589,1024,97,296,3003,446,871,399,47,1759,692,97,414,2957,..,..,..,..,..,..,..,..,..,12,9,10,0,26,14,0,0,41,1065,1779,1033,95,3978,2553,230,932,7689,4,0,9,0,17,31,3,0,49,0,0,0,0,0,3,0,5,15,8,10,9,0,21,14,3,0,36,10,15,15,0,38,47,9,9,97,5,18,7,0,23,18,0,5,52,9640,25863,7913,605,44024,8600,979,2877,56471,7873,24310,6285,576,39041,4783,574,2090,46492,210,288,198,17,716,450,30,100,1291,790,1900,1008,59,3768,1096,104,414,5381,1008,2187,1201,80,4481,1548,137,516,6679,188,236,197,29,651,831,47,254,1781,596,1077,607,64,2342,1338,154,668,4507,498,830
LGA14920,913,726,321,35,1992,760,71,90,2913,4,0,10,0,11,27,0,4,43,0,0,0,0,0,0,0,0,4,8,0,10,0,14,31,0,4,46,10,4,0,0,10,39,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,10,4,0,0,10,39,0,0,52,4,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,3,0,4,3,0,7,0,0,0,17,3,3,3,0,12,12,0,0,28,6,0,0,0,10,3,0,4,7,933,741,331,35,2036,835,82,97,3049,844,697,326,37,1906,790,75,240,3014,3,0,0,0,5,5,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,0,7,5,0,0,20,4,4,12,0,18,65,0,10,96,0,0,0,0,0,0,0,0,0,0,0
LGA14950,354,344,87,12,792,284,21,32,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,0,0,10,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,8,0,0,0,8,4,5,0,0,8,4,0,0,8,0,0,0,0,0,7,0,0,5,359,348,91,12,800,302,21,31,1161,361,313,100,8,777,284,22,90,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,22,0,0,0,0,0,0,0,0,0,0,0
LGA15050,5927,8317,2749,192,17186,3636,444,536,21794,274,106,156,15,546,598,53,49,1252,54,31,43,0,132,130,22,18,308,328,137,198,23,684,725,76,70,1558,190,85,125,10,411,719,41,91,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3,0,0,0,4,10,0,3,20,197,90,125,10,416,724,41,90,1276,9,6,10,0,19,58,0,16,99,0,0,0,0,0,0,0,3,7,13,13,8,0,34,36,7,19,96,23,18,11,0,57,96,5,43,200,0,0,0,0,0,7,0,0,3,6465,8564,3090,219,18341,5182,572,738,24835,6614,9221,3250,250,19341,3954,553,815,24665,441,162,270,23,894,944,59,143,2047,77,39,73,3,196,316,22,32,568,522,207,343,30,1096,1258,82,174,2606,59,21,57,11,147,405,17,83,651,0,0,0,0,0,0,0,0,0,7,0
LGA15240,10414,7062,3338,220,21033,6518,662,1052,29259,705,132,239,12,1091,1223,63,81,2456,154,78,85,12,324,197,22,56,603,861,210,329,19,1414,1422,86,133,3061,295,66,201,16,581,1255,73,154,2062,63,15,45,5,121,148,20,50,341,78,13,30,0,125,169,21,110,426,..,..,..,..,..,..,..,..,..,3,9,5,0,19,27,0,3,51,440,101,284,21,841,1601,112,314,2869,174,23,22,6,224,322,17,295,857,4,5,4,0,16,14,0,34,62,51,27,11,0,86,57,0,7,154,229,54,43,5,333,389,18,330,1069,9,8,3,0,25,3,7,5,35,11956,7438,3989,268,23645,9942,877,1834,36298,10883,6923,3476,269,21542,7097,777,1706,31122,823,142,273,22,1258,1584,79,187,3108,156,48,83,6,298,192,19,63,570,978,193,353,25,1556,1779,104,248,3683,221,80,185,21,498,1019,72,184,1773,76,15,45,0,142,228,18,69,454,126,24
LGA15270,2419,2352,795,66,5635,1802,184,392,8003,46,36,38,0,122,166,22,40,344,0,0,0,0,0,0,0,0,0,46,36,38,0,122,166,22,40,344,27,3,29,5,69,207,11,36,324,0,0,0,0,0,7,0,4,11,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,27,3,38,5,74,217,11,37,337,14,5,4,0,24,69,3,95,190,0,0,0,0,6,8,0,0,13,7,6,0,0,18,17,0,0,36,25,4,15,0,44,97,8,98,240,7,0,0,0,7,0,0,0,7,2523,2398,876,74,5873,2269,219,565,8926,2404,2401,855,71,5731,2063,215,856,8860,36,28,36,7,103,197,24,50,368,0,0,0,0,3,13,0,4,22,36,24,42,5,107,212,22,53,390,35,20,20,3,71,137,6,42,261,0,0,0,0,0,7,0,0,7,0,0
LGA15300,1107,1317,525,52,3004,981,92,303,4380,20,19,24,6,66,40,0,33,139,9,4,6,0,12,13,0,8,30,21,19,29,6,75,53,4,42,171,49,18,47,9,122,242,16,67,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,49,18,48,9,121,242,16,67,447,14,0,0,0,12,35,0,133,188,0,0,0,0,0,0,0,0,6,3,5,4,0,8,4,0,5,14,16,4,4,0,28,39,0,138,208,0,3,0,0,5,0,0,6,8,1193,1365,606,66,3235,1313,110,554,5219,1010,1111,559,69,2754,908,99,481,4234,49,56,26,7,135,84,10,36,264,5,3,0,0,7,11,0,0,18,57,60,26,7,147,86,10,36,282,53,23,50,11,131,286,16,93,526,0,0,0,0,0,0,0,0,0,0,0
LGA15350,1033,2216,309,36,3593,532,50,227,4409,163,234,61,5,465,167,21,34,674,242,200,58,0,505,178,15,53,752,403,433,128,9,970,343,35,80,1430,396,188,98,8,699,469,66,149,1380,558,219,135,24,933,1076,113,270,2385,482,167,88,29,763,953,87,173,1978,..,..,..,..,..,..,..,..,..,0,0,0,0,4,0,0,0,4,1439,574,323,63,2399,2502,265,591,5748,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,10,5,0,0,0,4,7,0,3,18,17,12,0,0,30,16,0,3,52,2895,3238,755,102,6992,3401,347,910,11653,927,2175,271,30,3405,464,34,187,4086,184,301,72,3,566,135,14,31,749,224,211,49,3,482,123,16,42,661,407,513,122,4,1049,262,32,68,1409,456,274,123,13,872,548,50,124,1593,765,365,187,25,1337,1141,133,261,2873,475,149
LGA15520,1455,1031,307,25,2817,874,76,201,3962,11,4,0,0,12,17,0,0,30,4,0,0,0,4,5,0,3,8,13,4,0,0,15,25,0,5,39,73,13,12,0,100,205,10,24,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,74,13,12,0,101,202,10,24,336,19,7,0,0,24,37,4,62,132,0,0,0,0,0,4,0,4,3,6,12,0,0,14,7,0,3,22,29,13,0,0,43,43,4,69,158,8,0,0,0,12,3,0,0,17,1575,1055,327,27,2977,1152,86,295,4509,1458,1071,295,34,2856,964,73,310,4208,46,4,10,0,60,103,3,17,188,4,0,0,0,4,4,0,6,11,48,4,11,0,66,112,3,16,201,50,21,17,3,84,151,3,29,271,0,0,0,0,0,0,0,0,0,0,0
LGA15560,402,404,127,14,952,318,25,60,1355,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,7,0,14,37,0,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,0,7,0,14,37,0,4,58,3,0,3,0,3,11,0,11,21,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,7,3,0,3,0,6,17,0,10,32,3,0,0,0,3,0,0,0,3,416,409,136,14,979,379,28,73,1458,372,393,135,16,913,326,26,131,1393,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,6,0,0,13,45,0,10,72,0,0,0,0,0,0,0,0,0,0,0
LGA15650,1359,1724,593,56,3739,1040,152,281,5205,24,20,21,0,58,105,9,17,195,3,9,4,4,19,21,5,12,50,34,24,18,7,78,122,12,32,247,42,27,18,3,90,208,17,46,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,42,27,18,3,90,211,17,47,369,12,0,0,0,14,34,0,92,142,3,0,0,0,3,0,0,0,3,0,0,0,0,6,3,0,0,10,15,4,0,0,22,38,0,101,152,3,4,0,0,9,12,3,4,20,1453,1788,632,63,3933,1415,181,464,5996,1382,1671,692,39,3788,1115,148,303,5356,66,36,47,0,149,260,18,57,478,18,10,19,0,45,100,10,22,176,82,45,70,0,194,357,28,75,652,7,3,0,0,10,35,0,13,66,0,0,0,0,0,5,0,0,5,0,0
LGA15700,2229,1475,861,65,4636,1730,184,196,6748,62,18,30,4,115,165,3,13,299,12,4,5,0,28,33,6,7,70,74,24,44,6,141,202,7,17,370,68,11,39,6,122,298,28,25,475,9,5,3,0,10,24,0,0,38,16,0,4,0,26,18,0,3,48,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,8,96,11,51,11,163,341,30,33,567,25,0,0,0,32,87,4,118,239,4,0,0,0,4,3,0,0,8,8,9,9,0,28,24,0,4,55,42,9,10,0,61,111,7,125,305,0,0,0,0,0,0,0,0,0,2438,1518,962,75,4995,2385,228,379,7992,2168,1446,842,74,4533,1775,215,427,6954,37,17,21,6,84,150,9,20,259,14,3,10,0,31,16,3,10,53,49,25,32,6,113,165,12,29,313,64,21,50,5,135,250,10,49,440,8,3,7,0,21,25,0,3,54,13,0
LGA15750,1322,1405,464,40,3232,952,94,184,4457,6,0,4,0,16,9,5,4,31,3,0,0,0,7,3,0,0,3,6,3,4,0,19,16,5,4,43,43,15,39,0,97,264,15,46,426,3,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,48,21,39,0,106,270,15,46,435,10,0,5,0,17,32,0,103,151,0,0,0,0,5,0,0,0,8,6,0,0,0,8,3,0,0,16,21,8,5,0,30,43,0,108,179,6,0,0,0,9,0,5,0,16,1403,1432,515,46,3395,1275,113,342,5129,1266,1263,500,33,3069,942,114,413,4530,8,7,11,0,35,100,7,40,176,4,3,0,0,7,11,4,0,24,16,10,18,0,47,107,13,38,203,26,13,22,0,64,177,8,72,319,0,0,0,0,0,0,0,0,0,0,0
