LGA_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
LGA15800,115,35,4,616,214,100,119,92,54,582,16,4,3,0,0,27,688,249,241,134,56,1368,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,7,10,3,0,0,0,10,707,261,248,132,57,1408,0,0,0,0,0,0,9,0,0,0,0,9,87,13,4,0,0,108,360,137,85,29,16,629,247,111,101,90,50,600,12,0,0,0,0,19,714,266,197,120
LGA15850,101,41,22,698,260,122,135,114,66,698,19,10,0,5,4,35,770,290,248,167,93,1574,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,9,802,298,253,166,93,1617,0,0,0,0,0,5,7,0,0,0,0,10,77,16,5,0,0,100,343,129,96,45,19,631,253,131,163,109,58,716,6,7,8,4,0,20,690,285,273,154
LGA15900,3538,929,222,15915,2788,2173,3209,1790,784,10737,165,69,44,23,21,321,13011,7013,7172,2811,1045,31050,0,0,0,0,0,0,115,8,4,0,0,123,1398,299,111,31,3,1842,1045,556,356,107,42,2114,99,84,106,64,22,369,32,12,10,0,3,58,2687,954,586,206,76,4505,9,0,0,0,0,12,324,30,4,0,0,358,1097,242,74,11,4,1430,430,160,84,20,12,705,24,21,20,6,5,72,32,11,0,4,0,41,1916,469,185,42,17,2629,4,5,0,0,0,3,5,0,0,0,0,5,18,10,3,0,0,32,15,11,7,0,0,35,7,8,4,3,0,15,3,0,0,0,0,7,55,24,15,3,0,99,61,16,16,5,4,100,17727,8480,7968,3070,1151,38388,11,6,3,0,0,23,97,13,4,0,3,117,2617,703,289,56,11,3682,7766,4092,3416,839,240,16346,3473,2619,3872,2035,812,12805,84,48,32,9,9,183,14057,7475,7614,2944
LGA15950,258,56,15,1031,332,276,448,226,73,1347,11,6,6,0,5,26,993,570,743,283,86,2683,3,0,0,0,0,4,57,6,0,0,0,63,440,188,70,5,0,703,776,470,388,77,9,1720,131,93,143,68,18,449,11,3,5,0,0,22,1412,759,609,145,26,2954,107,13,0,0,0,120,2091,174,25,8,0,2284,4191,1541,568,71,13,6385,1338,654,525,80,27,2626,63,36,57,15,4,181,58,22,14,4,0,100,7846,2438,1194,178,45,11702,0,0,0,0,0,0,9,0,0,0,0,7,11,7,6,0,0,22,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,10,3,0,0,39,20,8,4,6,0,37,10295,3788,2562,617,156,17413,0,0,0,0,0,0,18,0,0,0,0,22,175,49,29,5,0,256,521,253,267,43,11,1092,471,309,448,248,87,1557,4,0,3,0,0,17,1201,608,750,292
LGA15990,4442,1122,209,14484,5920,4705,8943,4984,2088,26636,183,85,100,37,44,447,12906,8497,13842,6236,2374,43858,0,0,0,0,0,0,141,12,6,0,0,157,761,240,131,21,3,1150,1200,663,805,159,34,2863,186,169,291,152,53,844,34,12,4,3,0,53,2325,1091,1235,336,90,5073,45,6,5,0,0,59,2008,200,42,4,0,2249,6108,2894,1363,213,34,10616,1385,725,660,151,35,2951,66,53,88,50,29,285,136,39,25,11,4,217,9758,3911,2185,432,97,16383,0,5,0,0,0,0,25,0,0,0,0,26,67,30,16,0,0,117,27,10,11,4,0,53,8,3,8,8,5,23,3,0,0,0,0,10,132,51,38,4,8,237,95,46,43,14,7,210,25216,13605,17347,7018,2577,65762,24,6,7,0,0,40,261,39,13,14,10,340,1198,489,330,64,27,2114,5449,3101,4043,849,184,13626,7389,5390,9976,5334,2138,30229,86,51,50,29,22,237,14419,9076,14425,6289
LGA16100,91,31,11,564,247,92,120,69,36,564,14,8,4,0,0,28,657,221,226,102,50,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,30,4,4,0,0,41,689,229,233,110,55,1320,3,4,0,0,0,5,20,0,0,0,0,21,80,15,17,6,3,111,352,101,59,29,6,551,281,107,143,80,42,657,18,4,0,0,0,23,748,236,224,102
LGA16150,733,237,75,4066,1608,913,1166,669,357,4713,71,30,20,11,8,135,4148,1935,1964,922,441,9409,0,0,0,0,0,0,15,0,0,0,0,15,193,48,25,3,0,265,91,33,20,7,0,157,3,0,4,5,3,15,11,3,0,0,0,18,318,81,49,19,3,470,0,0,0,0,0,0,18,4,0,0,0,19,65,16,3,4,0,93,13,9,0,0,0,23,0,3,0,0,0,7,0,0,0,0,0,0,100,25,8,3,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,19,6,10,5,0,34,4580,2049,2031,951,447,10055,0,3,0,0,0,10,18,5,0,0,0,22,301,70,34,5,3,406,2177,930,692,242,71,4113,1953,1049,1374,835,401,5611,58,10,11,9,5,100,4511,2067,2111,1088
LGA16200,229,99,33,1525,551,277,347,228,155,1548,37,14,3,11,3,59,1626,665,608,345,195,3440,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,20,17,3,3,0,0,27,3,0,0,0,0,4,0,0,0,0,0,0,40,6,12,0,0,52,3,0,0,0,0,3,5,0,0,0,0,4,39,7,0,0,0,47,6,0,0,0,0,6,4,0,0,0,0,5,0,0,0,0,0,3,50,17,0,3,0,69,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,3,4,3,0,0,0,4,0,0,0,0,0,0,10,8,0,0,0,19,15,4,3,3,8,27,1740,698,623,355,198,3608,0,0,0,0,0,3,8,0,0,0,0,12,174,53,25,3,0,256,818,298,213,106,26,1465,591,315,342,237,142,1634,22,5,11,5,0,40,1618,675,591,354
LGA16260,3224,976,392,12057,3427,3021,4349,2518,1622,14945,137,77,61,45,33,356,8967,6466,7910,3623,2090,29053,9,6,5,0,0,11,116,16,9,0,0,145,803,440,236,48,10,1537,1406,1473,1485,489,192,5047,302,426,552,284,169,1732,43,14,14,11,7,96,2671,2380,2290,835,376,8562,70,15,9,5,0,101,1282,382,83,10,0,1767,5759,4605,2641,558,181,13736,879,902,875,304,146,3104,25,25,28,28,16,119,140,88,51,22,11,309,8154,6019,3697,916,360,19140,0,0,0,0,0,0,5,0,0,0,0,11,29,31,25,6,0,91,7,11,13,5,4,49,0,0,3,0,5,10,0,0,0,0,0,4,38,43,47,21,11,155,59,44,26,14,11,161,19888,14956,13973,5404,2855,57074,8,0,0,0,0,14,77,16,9,4,4,114,846,338,196,50,18,1450,4311,2650,2812,817,302,10883,4236,3629,5027,2724,1658,17276,81,48,46,33,17,227,9557,6680,8092,3629
LGA16350,4283,1371,600,18945,5486,4529,6231,3731,2554,22544,247,138,101,71,69,624,14315,9788,10761,5222,3258,43343,5,3,0,0,0,14,39,4,4,0,0,48,450,117,35,14,0,616,1394,964,640,241,103,3340,88,70,103,65,59,390,62,14,10,3,0,88,2034,1177,795,319,166,4498,6,0,0,0,0,3,47,10,0,0,0,62,823,311,158,27,6,1331,96,69,54,15,13,241,0,4,4,0,0,16,24,8,0,0,0,31,1000,400,223,48,19,1687,0,0,0,0,0,0,10,0,0,0,0,14,21,13,0,0,0,35,18,6,0,0,0,30,10,0,0,3,3,21,0,0,0,0,0,0,54,21,8,5,5,99,64,29,20,15,22,151,17467,11421,11805,5615,3472,49777,7,3,7,4,0,25,93,22,17,3,7,143,904,263,109,21,15,1300,7941,4780,4021,1201,495,18438,6766,5658,7230,4238,2791,26685,164,105,80,47,33,428,15874,10833,11452,5513
LGA16380,1279,412,132,7982,3138,1459,1818,1065,509,7991,121,30,23,11,13,211,8978,3212,3197,1515,667,17566,0,0,0,0,0,0,23,7,0,0,0,23,643,108,33,3,0,787,657,198,91,25,9,973,60,24,22,10,7,125,31,6,0,0,0,45,1419,338,143,35,21,1954,0,0,0,0,0,0,65,5,0,0,0,70,557,110,27,3,0,697,292,62,36,11,3,406,4,4,0,0,4,16,33,5,0,0,0,32,950,186,58,16,8,1227,4,0,0,0,0,4,44,0,0,0,0,47,112,11,3,8,0,134,25,4,3,3,0,40,5,0,0,0,0,11,13,0,0,0,0,15,208,19,9,7,5,248,54,16,5,5,9,94,11612,3779,3421,1581,693,21091,4,3,6,0,0,18,83,20,7,0,3,112,1293,162,71,19,5,1552,4992,1609,1272,350,129,8351,3992,1858,2224,1207,650,9932,77,43,38,19,5,190,10444,3693,3616,1598
LGA16400,1046,316,105,6248,2949,1590,2032,1103,609,8291,127,32,32,11,12,215,7426,3031,3173,1447,729,15806,0,0,0,0,0,0,16,0,0,0,0,16,431,58,11,0,0,506,674,252,134,37,5,1109,116,68,53,44,21,298,30,3,0,0,0,35,1263,381,201,78,26,1958,0,0,0,0,0,0,16,4,0,0,0,20,130,29,7,0,0,168,111,29,13,0,0,155,20,0,5,3,0,34,14,0,0,0,0,13,290,61,23,4,7,379,3,0,0,0,0,3,38,0,0,0,0,46,65,11,6,0,0,80,45,7,4,0,0,57,9,0,9,0,0,19,39,0,0,0,0,35,197,21,17,3,5,244,39,11,13,0,6,65,9219,3499,3423,1539,765,18450,3,3,0,0,0,9,63,11,3,0,0,80,1002,126,58,16,7,1211,3702,1287,961,301,114,6372,3884,1918,2284,1259,741,10071,70,33,24,14,10,146,8728,3376,3333,1591
LGA16490,796,247,64,4066,2122,1391,2058,1057,446,7069,63,32,26,12,7,135,4633,2502,2953,1336,516,11943,0,0,0,0,0,0,23,0,0,0,0,23,389,137,58,9,3,598,337,191,142,34,11,716,26,26,27,6,3,83,14,10,0,0,0,22,784,362,221,53,20,1447,0,0,0,0,0,0,114,34,10,0,0,152,353,188,75,18,0,634,26,35,19,8,0,88,0,0,7,0,0,7,7,3,6,0,0,14,506,255,102,29,3,900,4,0,0,0,0,4,8,0,0,0,0,10,8,6,0,0,0,16,5,0,5,0,0,12,0,3,6,0,0,10,0,0,0,0,0,0,26,8,11,4,0,51,23,8,6,3,4,44,5973,3142,3291,1429,548,14381,20,9,0,0,0,28,59,3,0,0,0,72,406,118,71,17,8,625,2226,1003,858,195,67,4353,2783,1875,2494,1191,537,8886,41,19,18,6,9,86,5536,3028,3450,1419
LGA16550,1156,301,65,3945,1299,1120,1932,1209,603,6158,53,19,30,10,11,126,3236,2223,3221,1541,680,10901,6,0,0,0,0,3,60,8,3,0,0,74,630,305,213,38,5,1191,985,884,1126,267,56,3322,278,328,652,291,111,1650,37,23,11,0,3,73,1992,1545,2003,600,172,6314,79,8,0,3,0,91,1866,218,42,0,0,2127,5181,2482,1203,207,45,9117,880,708,684,155,51,2478,37,31,58,39,21,183,143,56,20,0,4,229,8191,3501,2005,416,119,14228,0,0,0,0,0,0,34,0,0,0,0,39,62,21,13,0,3,101,14,20,16,9,0,58,6,0,7,11,9,32,4,0,0,0,0,5,113,45,39,20,11,236,32,18,21,8,9,91,13565,7337,7294,2590,986,31775,6,5,0,0,0,12,31,6,3,0,0,35,300,115,64,5,3,482,1549,857,1049,233,44,3733,1663,1369,2259,1240,525,7065,21,13,14,9,9,60,3564,2355,3393,1484
LGA16610,446,160,69,2551,739,371,413,319,213,2045,34,20,6,7,9,71,2543,1027,913,503,291,5272,0,0,0,0,0,0,3,0,0,0,0,6,57,8,6,0,0,72,63,23,19,7,0,111,5,3,7,0,0,20,4,0,0,0,0,4,134,36,25,13,0,213,0,0,0,0,0,0,4,0,0,0,0,4,81,15,10,0,0,106,27,15,8,6,0,65,3,3,5,4,0,12,0,0,0,0,0,5,123,39,27,10,5,197,10,0,0,0,0,9,17,0,0,0,0,17,15,7,0,0,0,24,6,4,3,0,0,14,0,0,0,3,0,11,5,0,0,0,0,10,58,12,3,7,0,85,11,3,0,0,0,16,2866,1117,977,524,300,5781,6,5,0,0,0,15,45,0,0,0,0,49,403,75,48,10,3,540,1364,529,384,140,77,2497,857,408,457,319,235,2280,38,10,10,7,4,78,2714,1035,903,485
LGA16700,1725,461,162,6207,1805,1677,2706,1537,892,8619,74,43,30,16,27,197,4820,3469,4649,2059,1093,16093,5,0,0,0,0,3,70,10,0,0,0,79,771,400,215,42,5,1441,790,690,642,163,61,2341,96,135,184,100,55,576,14,14,6,4,3,52,1747,1253,1056,308,125,4495,13,6,0,0,0,20,1343,242,35,6,3,1632,2943,1828,949,166,38,5928,314,255,232,78,32,899,9,10,16,14,8,63,42,19,13,3,0,85,4673,2361,1251,269,79,8632,0,0,0,0,0,0,3,0,0,0,0,6,16,4,0,0,0,21,0,9,9,4,0,19,3,6,0,0,0,7,0,0,0,0,0,0,25,14,10,6,4,58,49,28,25,10,5,120,11314,7127,6991,2653,1303,29390,4,0,0,0,0,6,33,7,5,3,9,55,531,193,124,27,5,873,2272,1420,1498,371,119,5681,2453,2069,3020,1517,866,9932,38,26,28,10,15,113,5336,3717,4665,1925
LGA16900,1479,436,144,7123,2106,1591,2365,1268,683,8006,105,36,36,19,12,206,5874,3457,3937,1739,846,15848,0,0,0,0,0,0,22,5,3,0,0,30,477,94,31,5,0,606,520,294,183,37,15,1040,45,36,41,15,11,149,26,5,0,0,0,31,1099,433,255,55,27,1869,0,0,0,0,0,0,15,0,0,0,0,17,182,52,18,7,0,257,68,18,21,5,3,112,6,4,5,0,0,21,5,0,0,0,0,5,274,79,38,9,3,407,0,0,0,0,0,0,23,0,0,0,0,23,80,8,0,0,0,85,11,0,3,0,0,17,6,0,0,0,0,9,5,0,0,0,0,3,116,10,4,0,0,133,45,11,3,0,0,62,7409,3989,4241,1804,875,18322,7,0,6,0,0,12,37,0,5,0,0,44,352,80,37,3,0,466,3751,1729,1351,394,139,7368,3080,2016,2818,1384,731,10026,71,36,32,17,11,168,7292,3864,4235,1798
LGA16950,1556,478,155,10596,4852,2071,2312,1333,753,11316,219,61,41,26,25,372,13010,4569,4049,1877,945,24443,0,0,0,0,0,0,20,5,0,0,0,21,375,40,20,0,0,434,278,82,38,16,4,423,20,12,6,8,4,51,23,0,4,0,0,29,717,141,67,25,9,959,0,0,0,0,0,0,14,0,3,0,0,17,129,25,8,0,0,162,80,24,7,5,0,126,10,6,3,4,3,23,0,0,0,0,0,3,239,53,25,13,4,334,3,5,0,0,0,10,52,5,0,0,0,57,185,11,4,3,0,209,64,14,3,0,4,85,9,5,12,5,4,30,16,0,0,0,0,12,330,34,24,10,7,401,80,26,30,16,6,158,14368,4820,4192,1938,971,26291,17,4,3,0,0,31,139,16,7,3,4,169,1534,287,147,32,3,2006,6726,2173,1615,463,154,11130,6114,2457,2696,1481,814,13556,133,44,33,19,10,240,14664,4980,4499,1999
LGA17000,390,104,30,2065,914,574,876,471,219,3054,33,12,11,3,5,61,2179,1130,1308,580,258,5456,0,0,0,0,0,0,3,0,0,0,0,5,53,9,4,0,0,70,80,51,14,9,0,155,7,0,3,4,0,20,5,0,0,0,0,3,140,68,23,13,3,250,0,0,0,0,0,0,4,0,0,0,0,4,25,12,0,0,0,36,23,10,4,0,0,34,3,4,0,0,0,8,0,0,0,0,0,3,54,23,10,0,0,87,0,0,0,0,0,0,10,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,18,3,0,0,0,26,11,12,5,0,0,27,2411,1234,1350,594,256,5848,0,4,0,0,0,5,23,3,0,0,5,28,161,57,30,7,0,257,1071,467,375,132,38,2084,1150,675,897,532,292,3545,22,13,5,3,9,48,2425,1222,1311,679
LGA17040,363,119,28,2115,755,352,426,219,112,1859,44,7,11,4,0,65,2339,867,832,352,148,4538,0,0,0,0,0,0,3,0,0,0,0,5,33,3,0,0,0,42,38,17,13,3,0,70,0,7,3,0,0,17,8,0,0,0,0,8,80,32,17,6,4,137,0,0,0,0,0,0,11,0,0,0,0,11,31,5,3,0,0,39,15,9,10,0,0,32,5,3,6,8,0,17,8,4,3,0,0,10,72,18,17,10,0,117,0,0,0,0,0,4,3,0,0,0,0,4,8,4,0,0,0,15,5,0,4,0,0,16,3,0,3,0,0,9,0,0,0,0,0,0,28,7,5,0,0,47,72,26,24,6,5,124,2592,951,901,376,149,4966,13,0,0,3,0,12,70,12,0,4,0,86,297,77,33,15,3,430,1158,432,359,120,39,2113,912,404,486,261,125,2192,37,11,4,7,0,54,2488,933,894,404
LGA17080,323,110,37,1850,567,220,300,165,87,1337,40,6,4,0,6,48,1929,611,649,286,131,3606,0,0,0,0,0,0,3,0,0,0,0,5,9,0,0,0,0,12,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,26,0,0,0,0,0,0,5,0,0,0,0,5,26,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,37,10,0,0,0,41,0,0,0,0,0,0,7,0,0,0,0,7,0,0,3,0,0,4,0,0,0,0,0,5,6,0,0,4,0,6,0,0,0,0,0,0,8,0,0,4,0,15,9,4,5,3,0,24,2006,627,659,293,131,3715,7,4,0,0,0,7,24,3,4,0,0,31,248,58,16,7,4,331,1021,353,315,120,34,1844,620,256,320,179,105,1487,25,5,6,7,5,46,1946,685,661,318
LGA17100,367,135,79,1418,533,524,818,519,384,2777,26,13,11,14,3,71,1203,922,1233,689,482,4518,0,0,0,0,0,0,7,0,0,0,0,7,65,47,36,5,3,148,77,98,89,37,8,306,23,41,25,23,19,130,5,3,3,0,0,10,175,182,155,63,32,599,3,7,0,0,0,11,245,66,21,4,0,338,1063,952,706,183,50,2959,136,191,219,96,56,692,12,15,23,16,31,100,31,14,12,13,5,73,1488,1244,982,309,139,4169,0,0,0,0,0,0,0,4,0,0,0,3,11,17,8,0,3,34,3,6,12,6,0,32,3,0,0,0,0,4,0,0,0,0,0,0,19,29,18,6,3,79,25,19,16,0,4,61,2912,2400,2393,1074,658,9428,0,0,0,0,0,3,9,3,4,0,0,19,119,54,25,3,3,206,512,310,311,115,54,1299,740,600,786,496,377,3000,15,10,8,10,3,42,1392,978,1135,621
LGA17150,4250,1124,225,15245,6114,4670,7909,4622,1843,25150,175,78,68,31,19,371,13434,8550,12451,5829,2105,42367,3,0,0,0,0,3,71,6,5,0,0,83,820,282,98,19,6,1225,2053,1251,1037,234,55,4633,259,216,267,150,52,943,49,4,13,3,0,74,3248,1762,1427,413,112,6961,16,3,3,0,0,21,546,42,6,5,0,594,4126,1578,579,79,14,6369,886,481,298,100,20,1791,26,18,18,14,7,88,81,18,7,6,0,106,5675,2138,919,199,38,8966,10,0,0,0,0,7,20,0,0,0,0,22,41,23,11,4,0,80,9,6,12,9,0,39,3,5,5,4,0,17,3,0,0,0,0,8,95,40,28,10,3,176,56,28,27,7,4,114,22500,12521,14841,6458,2266,58579,7,4,3,0,0,19,74,9,5,0,3,92,779,248,143,37,15,1220,6188,3057,3845,875,162,14130,7772,5246,8676,4782,1872,28345,96,42,46,34,9,219,14914,8608,12716,5727
