LGA_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
LGA12350,191,80,37,1430,540,222,272,146,97,1271,42,7,8,0,0,57,1613,602,490,235,136,3071,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,27,14,7,3,3,0,29,5,5,3,0,0,16,4,0,0,0,0,4,52,16,7,6,0,74,0,0,0,0,0,0,6,0,0,0,0,5,25,4,0,0,0,32,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,3,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,3,0,10,18,10,7,0,0,33,1727,625,508,241,136,3233,3,0,0,0,0,5,25,6,0,0,0,29,199,33,17,5,0,256,859,301,198,74,20,1452,611,260,271,181,100,1421,24,4,3,3,0,43,1728,610,486,261
LGA12380,3277,1811,1385,13778,2040,2146,3143,2306,2725,12348,190,81,88,78,145,587,7715,6045,7042,4446,4417,29669,4,3,5,0,4,14,100,18,4,0,0,124,703,454,364,89,43,1653,942,1060,1168,541,332,4040,267,337,482,313,335,1729,54,37,30,18,21,161,2062,1909,2055,966,735,7730,21,9,9,6,0,44,320,118,33,6,3,474,3035,2755,2101,720,256,8868,347,467,536,366,306,2023,23,28,25,22,48,136,109,70,47,19,29,271,3845,3440,2753,1141,637,11818,0,0,0,0,0,0,7,0,0,0,0,13,24,19,19,13,7,85,10,19,22,14,10,89,13,15,16,10,21,74,0,0,10,0,3,16,60,64,64,41,36,272,57,55,31,26,26,191,13739,11508,11950,6612,5863,49677,20,4,5,12,5,41,112,36,21,6,7,188,1202,563,387,162,101,2409,4137,2944,2930,1519,1152,12682,2694,2568,3598,2467,3146,14475,137,93,94,76,104,515,8300,6212,7037,4241
LGA12390,758,282,105,4562,2033,1198,1359,837,492,5923,75,35,22,10,6,151,4786,2489,2198,1145,615,11231,0,0,0,0,0,0,7,0,0,0,0,12,189,48,16,6,0,261,53,34,23,4,0,116,12,3,4,4,5,27,3,4,0,0,0,11,265,88,46,15,5,420,6,0,0,0,0,6,25,3,0,0,0,29,233,57,21,0,0,313,30,15,9,0,0,50,5,3,4,0,0,9,5,0,0,0,0,6,295,76,36,0,5,409,8,0,0,0,0,8,3,0,0,0,0,5,16,7,0,0,0,19,39,18,12,3,3,71,41,11,27,12,11,103,5,6,0,0,0,9,109,35,38,15,19,220,29,13,5,5,0,49,5477,2701,2323,1188,636,12332,3,4,3,0,0,12,38,12,4,0,0,60,372,106,39,27,3,544,2384,1054,761,273,130,4599,2404,1401,1605,966,541,6924,61,30,23,13,6,125,5268,2602,2434,1273
LGA12700,184,65,20,1078,368,173,242,133,66,982,10,3,4,0,0,23,1141,461,461,210,92,2359,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,3,4,0,4,0,0,11,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,0,3,27,8,3,4,0,0,18,1168,477,472,210,97,2418,0,3,0,0,0,3,35,6,3,0,0,46,158,43,17,12,0,234,619,201,191,46,11,1083,443,231,280,178,97,1220,16,5,3,5,0,24,1272,494,489,242
LGA12730,156,55,9,1016,358,159,185,115,54,871,14,7,7,0,0,34,1106,372,361,182,66,2090,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,5,7,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,8,9,3,0,0,23,0,0,0,0,0,0,4,0,0,0,0,3,37,4,0,0,0,38,3,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,49,5,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,13,4,3,4,0,22,1185,393,368,182,65,2199,3,0,0,0,0,3,10,0,0,0,0,18,103,11,9,0,0,125,600,177,144,55,15,981,387,141,195,108,65,894,17,6,0,3,0,21,1121,334,348,167
LGA12750,521,180,70,4183,1833,591,628,349,225,3624,93,25,17,5,10,151,5428,1452,1230,551,315,8973,0,0,0,0,0,0,14,0,0,0,0,14,140,19,7,4,0,164,231,49,21,10,5,310,17,3,4,0,3,30,5,3,0,0,0,8,395,77,33,11,7,523,0,0,0,0,0,0,8,0,0,0,0,10,137,31,10,0,0,174,68,21,18,5,4,113,13,5,3,0,0,24,5,0,0,0,0,4,235,63,33,7,9,331,3,0,0,0,0,3,19,3,0,0,0,24,44,3,0,0,0,49,10,10,6,0,0,28,0,0,0,0,0,10,6,0,0,0,0,6,86,18,6,6,0,115,39,14,7,3,0,62,6180,1622,1299,579,333,10003,15,7,3,0,0,23,90,11,11,4,0,114,720,127,59,19,5,937,2810,733,610,168,70,4383,2276,672,742,424,265,4378,74,18,12,4,5,115,5987,1570,1441,616
LGA12850,3854,2075,1457,15676,2966,3033,4114,3182,3706,17008,226,148,130,98,157,757,8690,7366,8445,5495,5427,35424,3,0,3,4,5,24,74,7,0,5,0,86,481,273,191,57,19,1024,863,980,999,530,346,3719,100,142,234,178,218,875,51,32,29,18,15,145,1565,1438,1468,788,605,5863,11,6,3,0,0,20,253,77,20,6,0,355,1537,1080,782,233,93,3734,163,192,243,127,73,795,10,12,12,13,19,69,67,36,17,13,5,138,2035,1402,1078,392,186,5101,0,0,0,0,0,4,11,0,0,0,0,18,28,11,8,0,0,52,30,33,32,28,8,133,11,13,11,23,21,80,5,4,5,3,0,11,80,68,59,53,40,298,66,52,39,12,14,180,12436,10319,11084,6747,6277,46863,14,5,0,5,0,25,126,28,11,8,10,183,1104,630,457,163,72,2427,4734,3642,3543,1952,1297,15166,3791,3365,4424,3338,4104,19021,137,94,103,60,92,493,9903,7772,8546,5517
LGA12870,215,78,25,1573,470,208,253,157,74,1167,35,8,4,3,0,50,1676,520,485,245,97,3030,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,36,25,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,61,6,0,0,0,68,0,0,0,0,0,0,6,0,0,0,0,6,45,7,4,0,0,59,13,9,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,4,68,18,5,0,0,88,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,8,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,39,15,3,0,0,0,15,1851,543,499,245,97,3242,0,0,0,0,0,4,21,0,0,0,0,21,198,31,8,6,0,242,1004,295,216,62,23,1601,581,218,282,168,86,1333,27,3,0,9,0,35,1827,546,505,243
LGA12900,163,70,27,1080,376,164,198,160,77,967,24,12,9,3,5,42,1147,416,375,241,103,2285,0,0,0,0,0,0,5,0,0,0,0,5,16,0,0,3,0,17,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,25,0,0,0,0,0,0,10,0,0,0,0,11,3,0,0,0,0,4,0,0,0,5,0,6,5,0,0,0,0,5,0,0,0,0,0,0,21,6,0,5,0,35,4,0,4,0,0,8,1216,433,379,244,108,2376,0,0,0,0,0,6,9,3,0,0,0,12,123,33,9,3,0,172,607,178,146,66,19,1015,401,173,223,152,89,1035,16,7,4,0,0,35,1162,392,381,221
LGA12930,2363,785,358,8850,2314,2058,3312,1996,1377,11063,129,52,56,37,44,317,6654,4622,6000,2912,1819,22005,4,0,0,0,4,10,36,6,3,0,0,49,357,148,105,19,9,637,778,552,574,185,94,2180,191,207,339,165,138,1042,27,14,11,3,10,68,1395,937,1035,371,244,3985,10,9,6,3,0,26,518,146,36,8,0,708,3035,2390,1433,366,121,7344,585,683,707,314,197,2479,23,33,51,34,44,176,69,53,35,14,14,189,4234,3308,2266,741,373,10918,0,0,0,0,0,0,14,0,0,0,0,21,32,32,13,9,4,84,7,9,13,11,7,43,8,0,11,4,6,24,0,0,0,0,0,3,60,46,39,18,11,171,36,23,23,7,9,94,12386,8932,9361,4046,2450,37172,3,4,0,0,0,14,42,8,7,4,9,73,806,311,186,56,37,1395,3194,2021,2044,653,249,8163,3058,2564,3652,2181,1343,12791,66,30,52,24,26,198,7175,4936,5941,2919
LGA12950,76,35,6,459,210,77,81,70,28,468,15,3,0,0,0,17,561,177,168,113,43,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,10,581,184,173,112,48,1088,0,0,0,0,0,0,14,0,0,0,0,16,72,16,8,0,0,99,252,99,67,28,7,452,206,71,86,78,25,469,5,6,0,0,0,13,548,197,157,106
LGA13010,145,65,14,1064,317,137,143,109,46,751,21,6,3,0,0,32,1178,382,304,178,65,2105,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,8,6,3,0,0,17,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,28,0,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,10,3,0,0,0,19,19,9,3,0,0,31,1227,395,308,185,67,2184,8,0,3,0,0,8,24,0,0,0,0,30,198,27,7,5,0,235,633,189,136,54,8,1021,392,148,155,88,45,834,18,4,3,6,3,33,1274,366,309,152
LGA13310,479,177,75,3101,1174,632,752,406,242,3194,52,17,15,4,3,97,3331,1429,1282,605,326,6977,0,0,0,0,0,0,4,0,0,0,0,10,96,22,3,0,0,117,81,37,21,8,3,153,19,13,7,5,0,38,3,0,0,0,0,3,194,65,29,14,6,316,0,0,0,0,0,0,6,3,0,0,0,13,44,11,6,0,0,57,6,3,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,56,20,6,0,0,87,0,0,0,0,0,0,6,0,0,0,0,7,7,3,5,0,0,19,4,0,0,0,0,8,4,5,0,3,0,10,6,0,0,0,0,6,24,11,6,4,3,45,11,16,3,5,0,35,3621,1547,1335,622,336,7468,9,0,0,0,0,11,44,5,3,0,0,52,371,85,37,9,3,507,1763,666,473,156,55,3117,1391,701,878,528,289,3786,44,9,8,3,8,74,3622,1459,1403,699
LGA13340,185,81,34,1175,474,175,279,185,103,1218,27,8,4,4,0,40,1298,441,482,271,143,2633,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,8,0,16,9,0,0,3,0,20,1326,443,488,281,149,2690,6,0,0,0,0,6,15,0,4,0,0,22,157,29,12,0,0,199,681,224,181,73,22,1175,536,222,285,200,139,1389,21,7,5,0,0,34,1414,485,487,280
LGA13450,531,191,61,2490,794,470,655,464,240,2627,55,14,13,14,5,105,2281,1028,1225,674,319,5535,0,0,0,0,0,0,4,0,0,0,0,4,27,16,12,4,0,59,59,18,18,3,0,98,0,0,0,0,0,4,4,0,0,0,0,4,97,35,34,6,0,174,0,0,0,0,0,6,19,7,0,0,0,24,117,60,40,21,10,245,46,34,20,4,5,107,4,0,4,0,0,8,10,6,0,0,0,17,192,103,71,29,11,409,5,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,7,0,0,3,0,13,0,0,0,0,0,3,0,0,0,0,0,4,20,4,0,3,0,29,10,6,15,6,3,41,2598,1182,1345,723,341,6186,0,0,0,0,0,0,10,0,5,0,0,16,178,58,26,11,4,274,1219,546,487,188,86,2528,981,572,763,458,307,3076,40,20,10,3,0,74,2433,1193,1288,667
LGA13550,236,74,27,1336,484,257,332,187,106,1371,20,16,5,3,3,46,1359,616,591,272,137,2983,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,25,20,9,0,0,0,27,0,0,5,3,0,9,0,0,0,0,0,0,47,10,5,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,33,10,6,0,0,44,6,3,3,0,0,11,0,0,0,0,0,3,4,0,0,0,0,4,43,11,4,0,0,55,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,5,0,0,0,0,0,0,6,4,0,0,0,13,14,3,4,0,0,20,1472,640,608,274,145,3137,4,0,0,0,0,3,8,0,0,0,0,13,145,32,8,5,0,196,703,290,213,91,26,1326,558,270,386,227,111,1549,24,9,7,5,5,40,1437,597,615,327
LGA13660,99,34,11,571,229,88,84,80,31,517,17,3,3,4,0,31,731,221,194,124,44,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,3,0,16,6,0,0,0,0,9,759,222,197,131,42,1352,0,0,0,0,0,0,17,0,0,0,0,17,106,19,8,0,0,133,352,110,80,33,12,584,223,71,91,66,46,506,10,4,0,0,0,12,706,202,177,105
LGA13800,1286,428,152,5971,2117,1555,2141,1342,844,7990,68,35,35,21,14,174,5326,3244,3555,1826,1031,14979,0,0,0,0,0,0,22,0,6,0,0,25,174,56,13,8,0,247,342,202,123,43,13,717,26,23,19,23,9,101,8,0,0,0,0,16,572,285,159,70,20,1109,0,0,0,0,0,0,9,3,0,0,0,14,73,18,4,0,0,105,21,9,7,0,0,43,3,0,3,5,3,13,0,0,0,0,0,0,110,33,19,9,3,173,5,0,0,0,0,5,4,3,0,0,0,3,13,3,0,0,0,13,0,0,0,0,0,6,0,6,0,3,6,16,0,0,0,0,0,3,21,11,7,6,6,54,47,21,10,11,7,98,6084,3601,3752,1911,1060,16408,8,4,5,0,0,15,57,18,4,6,6,85,543,133,54,20,12,766,2729,1421,1135,385,122,5791,2703,1839,2366,1440,1001,9346,48,21,15,8,15,108,6090,3436,3577,1856
LGA13850,35,23,4,313,122,51,62,38,24,295,12,3,0,0,0,17,369,131,102,62,28,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,12,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,16,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,3,394,135,109,66,24,728,0,0,0,0,0,0,7,0,0,0,0,6,35,14,8,0,0,60,191,53,35,15,11,299,144,60,60,40,17,318,10,3,0,3,0,14,382,133,102,54
LGA13910,333,116,43,1978,865,347,404,287,160,2064,44,14,6,0,0,70,2309,809,765,414,211,4511,0,0,0,0,0,0,5,0,0,0,0,5,33,5,0,0,0,42,24,14,11,3,5,55,3,0,0,0,0,8,3,0,0,0,0,3,74,17,13,5,5,112,0,0,0,0,0,0,0,0,0,0,0,3,38,8,0,0,0,50,20,10,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,56,16,5,0,0,86,0,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,7,7,3,4,0,0,15,6,0,4,0,0,8,0,0,0,0,0,0,18,8,7,3,0,32,11,5,9,0,0,25,2474,854,793,424,217,4761,5,0,0,0,0,8,35,0,5,0,0,37,272,63,33,6,3,372,1111,394,288,115,48,1957,989,354,415,313,197,2266,41,12,10,12,6,82,2450,830,745,449
LGA14000,2454,628,170,8856,4862,3866,6253,3201,1487,19673,113,45,70,23,24,277,9123,6345,8944,3882,1708,30005,0,0,0,0,0,0,38,4,0,0,6,45,274,71,27,4,0,380,673,542,568,116,37,1924,104,91,140,59,29,416,12,3,8,3,3,27,1099,709,737,179,74,2800,16,0,4,0,0,23,358,78,15,4,0,453,1604,1200,703,123,30,3653,241,213,195,61,20,736,6,7,14,6,0,34,34,18,8,0,0,64,2264,1511,935,192,56,4963,0,0,0,0,0,0,10,0,0,0,0,10,13,9,6,0,0,23,4,3,9,0,0,22,0,6,4,4,0,17,4,0,0,0,0,4,38,11,15,3,3,75,44,22,8,6,6,85,12570,8602,10639,4272,1844,37928,9,3,0,0,0,13,61,18,11,4,5,100,658,219,139,31,24,1066,3420,2013,2228,474,138,8277,5810,4328,6761,3041,1521,21460,53,17,40,20,11,146,10006,6595,9176,3576
LGA14100,195,56,9,763,314,243,500,320,124,1498,9,5,4,0,0,24,717,462,712,384,131,2392,0,0,0,0,0,0,6,4,0,0,0,12,88,30,10,3,0,124,148,77,63,14,0,297,26,24,24,10,4,85,3,0,0,0,0,5,280,126,96,28,3,533,0,0,0,0,0,0,62,0,0,0,0,66,178,55,21,0,0,251,43,31,18,6,0,99,0,0,0,0,0,9,4,0,0,0,0,4,294,86,37,6,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,3,4,3,0,17,1288,675,850,416,136,3372,0,0,0,0,0,0,5,0,0,0,0,5,66,18,16,0,0,104,328,158,169,33,8,696,425,288,518,324,119,1667,6,0,4,3,0,15,833,459,709,364
LGA14170,1816,453,143,6377,946,893,1504,823,499,4668,77,35,24,19,17,170,4497,3085,3658,1339,679,13251,10,0,0,0,0,11,328,30,14,6,0,372,3084,1314,735,80,12,5223,2619,1970,2165,481,96,7327,579,535,980,459,176,2734,67,47,24,6,3,158,6688,3901,3909,1031,290,15822,125,11,9,0,3,141,2270,186,47,9,6,2515,4950,2501,1164,246,54,8922,559,505,378,128,64,1636,46,31,59,41,17,203,126,49,25,8,3,216,8085,3292,1692,433,146,13640,0,5,0,0,0,5,90,10,0,0,0,103,128,62,26,3,0,227,42,32,41,13,6,129,4,10,10,5,11,50,8,3,0,0,0,12,279,127,79,28,19,526,111,46,39,16,10,216,19650,10454,9374,2839,1140,43454,11,3,0,0,3,16,109,10,3,0,5,132,1376,515,272,34,10,2211,3112,2001,2078,392,107,7699,1438,1314,2123,1021,525,6423,34,23,25,8,10,92,6078,3874,4501,1457
LGA14220,302,122,57,2000,668,263,348,250,134,1669,43,13,14,0,8,80,2102,810,695,388,203,4204,0,0,0,0,0,0,3,0,0,0,0,3,22,7,4,0,0,32,21,12,4,5,0,39,3,0,0,0,0,7,0,0,0,0,0,0,51,10,9,6,0,73,0,0,0,0,0,0,6,0,0,0,0,8,40,17,7,0,0,65,3,4,3,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,53,22,8,0,0,86,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,5,0,0,7,3,3,0,0,4,4,0,0,0,0,0,0,21,4,4,0,4,28,34,14,11,12,4,76,2263,852,733,408,212,4475,4,0,0,3,0,7,40,3,4,0,0,45,266,46,28,10,5,349,1103,455,273,104,39,1978,762,353,382,226,165,1889,30,11,10,5,0,64,2198,877,700,347
