LGA_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
LGA12350,1952,34,21,29,4,2036,1267,11,0,8,0,1290,411,40,108,3,0,563,137,9,30,0,0,165,18,8,4,0,0,32,229,11,27,5,0,269,45,3,0,10,0,58,3,0,6,0,0,13,838,71,171,18,0,1105,118,17,3,6,0,140,338,15,35,10,52,457,4519,149,233,74,50,5023,1944,45,25,32,28,2072,1283,14,6,7,14,1324,415,56,122,4,4,589,148,10,26,0,0,175,24,0,15,0,0,32,246,16,26,0,9,299,33,0,6,7,0,40,6,0,9,0,0,13,859,83,186,9,12,1150,102,19,5,4,0,124,434,34,49,15,5,525,4624,193,267,65,56,5200,2187,54,0,18,4,2265,1331,23,3,5,4,1367,467,144,44,3,0,659,145,10,18,0,0,171,33,9,5,0,0,45,301,28,9,0,3,347,58,11,3,11,0,78,14,4,0,0,0,17,1007,203,78,14,4,1306,120,10
LGA12380,14340,1493,1258,14,5,17110,12939,2957,3475,24,3,19398,4119,1757,6446,50,22,12396,1248,1021,1589,11,9,3877,137,178,197,0,3,515,1774,424,787,30,12,3024,332,40,122,11,0,505,71,20,59,0,0,153,7682,3435,9210,105,50,20471,567,127,190,7,4,890,2434,629,1770,46,3,4885,37962,8635,15901,196,64,62767,13519,1591,1387,55,28,16588,12168,3585,3441,77,60,19335,5043,2469,8310,127,92,16044,1037,1245,1613,7,5,3911,83,229,239,4,0,553,1804,471,967,44,36,3318,372,89,152,6,7,633,54,30,45,0,3,131,8382,4540,11330,194,150,24594,577,175,237,4,9,1003,2501,864,1746,94,109,5320,37160,10755,18138,428,362,66843,13319,1636,1846,17,11,16828,12374,3670,5058,30,27,21159,6467,2844,11527,74,115,21040,979,1287,1687,0,8,3965,130,305,708,0,0,1150,2013,498,1160,26,33,3738,645,130,329,14,20,1138,92,35,102,4,0,235,10326,5104,15513,126,188,31258,597,196
LGA12390,5219,118,141,57,3,5534,5761,94,59,12,0,5929,1735,408,592,18,0,2756,541,79,198,0,0,818,83,26,48,0,0,150,725,54,82,14,0,873,91,10,22,24,0,150,25,5,7,0,0,32,3195,583,950,54,0,4782,287,19,93,16,0,414,687,66,126,145,0,1024,15145,878,1359,288,6,17678,5072,153,172,213,15,5622,5676,92,52,107,17,5945,2002,508,529,44,8,3091,457,96,174,3,3,731,73,39,29,0,0,146,809,72,49,23,8,959,78,11,11,37,3,141,20,7,6,0,0,34,3434,737,792,108,24,5102,204,32,118,16,14,385,1208,139,193,138,19,1698,15586,1157,1324,590,96,18744,5517,266,80,53,21,5937,6401,124,31,10,13,6581,2542,650,646,22,14,3877,400,102,158,0,0,662,118,57,48,3,0,223,999,66,62,14,9,1149,138,23,57,22,21,264,30,8,20,0,0,59,4232,900,989,63,40,6229,225,174
LGA12700,1324,5,9,4,0,1347,1096,0,0,7,0,1103,206,5,14,0,0,226,26,13,0,0,0,35,3,11,0,0,0,14,167,0,3,5,0,180,27,0,3,0,0,30,0,0,0,0,0,0,433,33,18,5,0,481,97,3,0,0,0,107,155,7,0,3,0,168,3111,48,25,21,0,3213,1365,4,6,21,8,1404,1199,0,0,16,3,1215,210,4,25,3,0,237,27,4,0,0,0,33,4,0,0,0,0,3,160,0,4,3,0,172,25,0,0,4,0,32,3,0,0,0,0,3,436,7,27,12,3,479,73,11,0,5,5,87,243,3,3,13,0,266,3314,26,36,62,20,3454,1509,4,0,23,7,1544,1397,6,0,6,3,1413,247,28,0,4,5,288,17,0,0,0,0,19,9,0,0,0,0,7,174,3,0,0,0,187,33,6,0,3,0,36,3,0,0,0,0,3,490,37,10,5,8,541,79,8
LGA12730,1268,31,24,42,6,1371,1034,7,8,10,0,1061,323,80,53,8,0,463,85,5,17,0,0,109,20,0,9,0,0,28,134,15,5,0,0,156,23,5,0,14,0,41,10,0,0,0,0,7,585,106,85,24,0,803,113,3,4,10,0,125,219,24,16,13,0,268,3219,171,130,89,12,3620,1232,8,44,28,13,1325,970,0,3,0,6,988,341,30,119,4,0,501,79,14,11,0,7,109,13,0,6,0,0,16,151,0,15,6,4,172,32,0,3,3,0,43,10,0,8,0,0,12,622,46,162,15,15,863,94,0,4,0,0,96,373,19,57,28,0,474,3297,73,270,69,34,3749,1314,49,4,7,7,1384,964,13,6,0,4,985,326,161,11,3,0,492,51,15,0,0,0,71,25,14,0,0,0,34,155,17,0,0,0,174,51,9,0,6,7,67,3,0,0,0,0,6,608,214,16,10,9,849,99,3
LGA12750,6046,340,214,224,6,6840,3283,93,67,24,0,3468,1231,268,331,16,0,1846,212,94,89,0,0,398,100,10,10,0,0,115,737,98,96,19,0,954,61,12,11,69,0,157,19,0,3,3,0,24,2356,490,535,107,3,3502,241,60,32,27,7,369,707,113,111,109,0,1035,12639,1097,961,496,20,15211,6341,464,230,264,29,7329,3406,100,80,20,29,3629,1156,291,352,15,7,1823,211,82,95,4,3,398,64,26,25,0,0,110,764,80,105,21,10,976,57,13,11,54,3,144,21,8,6,0,0,34,2277,497,594,92,25,3487,227,89,24,27,8,375,992,149,167,151,19,1482,13244,1301,1090,560,107,16301,7498,491,263,252,32,8537,3820,135,79,13,8,4048,1250,336,424,17,0,2026,174,108,56,0,0,342,97,45,22,5,0,168,870,100,103,13,7,1099,101,14,24,92,16,249,25,12,6,0,0,41,2517,619,637,131,29,3931,269,129
LGA12850,15914,1412,824,32,16,18199,14494,2306,1294,14,13,18133,4342,1416,2737,37,12,8552,1832,1334,746,0,0,3917,152,133,100,0,0,391,1779,351,340,19,6,2494,414,82,99,35,0,640,79,22,31,4,0,135,8609,3344,4060,101,16,16132,604,110,117,0,6,825,2488,483,662,16,3,3651,42107,7651,6955,170,56,56938,16275,1066,979,108,20,18450,13482,1829,1126,83,25,16545,5410,1657,3574,123,102,10863,1507,1713,912,11,9,4140,110,148,141,3,0,403,1756,349,437,33,31,2606,446,95,119,53,11,722,67,21,48,0,0,139,9294,3983,5222,223,155,18872,609,142,141,11,11,910,2571,535,787,112,77,4075,42230,7552,8257,535,283,58856,16850,1169,1166,27,12,19221,13310,1819,1336,13,22,16500,7516,1851,4013,53,97,13525,1466,1626,837,0,6,3930,258,350,397,0,0,1012,2348,371,645,18,15,3403,824,129,229,41,24,1246,113,38,61,0,0,209,12521,4372,6184,119,143,23332,676,132
LGA12870,1899,55,118,65,5,2145,1425,16,48,4,0,1491,321,36,142,3,0,503,41,0,5,0,0,45,11,0,11,0,0,22,254,12,42,0,0,318,49,0,9,19,0,73,9,0,0,0,0,7,680,53,211,19,0,965,105,9,9,3,0,130,233,10,36,38,0,310,4345,145,415,125,7,5038,1943,76,67,74,8,2171,1384,23,18,6,3,1436,398,52,126,3,4,586,29,0,3,0,0,32,4,7,4,0,0,17,233,17,31,3,0,280,29,3,4,8,0,50,10,0,4,0,0,16,699,84,172,12,8,979,133,16,11,3,3,156,395,30,48,18,7,504,4551,218,319,115,30,5239,2250,155,10,35,9,2460,1469,39,5,9,0,1513,418,221,10,7,0,658,30,5,0,0,0,34,5,11,0,0,0,13,239,54,3,0,8,300,54,10,4,8,0,73,6,8,0,0,0,20,746,300,18,18,10,1096,107,39
LGA12900,1296,27,10,36,0,1370,1053,3,0,3,0,1067,273,68,82,0,0,423,138,4,14,0,0,152,0,0,10,0,0,12,194,12,19,0,0,218,42,0,3,8,0,56,5,0,3,0,0,3,642,82,127,8,0,866,120,3,4,4,0,133,157,9,17,25,0,210,3265,127,167,75,8,3638,1283,28,5,41,6,1363,1035,5,3,16,0,1059,268,62,75,0,0,407,116,4,15,0,0,135,4,0,4,0,0,13,206,10,16,4,0,237,30,0,9,17,4,61,7,0,0,0,0,7,630,79,111,24,7,852,110,4,0,3,0,119,320,12,27,31,0,395,3372,127,149,115,18,3780,1306,29,10,19,3,1374,1044,15,5,8,0,1068,324,74,109,5,0,513,113,10,14,0,0,134,8,0,5,0,0,19,204,19,8,0,0,235,53,3,4,12,4,74,6,0,4,3,0,15,709,99,138,28,4,983,115,4
LGA12930,13166,1558,2490,20,3,17237,9448,1570,4350,17,3,15394,2231,743,5461,122,14,8569,380,480,377,0,0,1241,48,54,51,0,0,152,734,218,972,38,3,1966,77,48,71,3,5,212,21,11,37,6,0,64,3491,1556,6969,165,17,12196,364,107,232,3,4,715,1113,273,951,25,4,2362,27576,5065,14992,233,36,47899,12365,1871,2495,30,25,16793,9350,1797,3891,31,24,15101,2430,974,7418,142,52,11006,299,437,465,0,5,1204,34,53,72,0,3,160,698,175,1068,44,19,2004,74,53,84,8,0,222,13,3,29,0,0,45,3545,1703,9134,189,79,14644,348,108,282,12,0,750,1235,371,1195,49,46,2898,26850,5859,16998,315,170,50189,12503,1888,2868,32,3,17293,9746,1931,4544,36,9,16271,2935,1159,9086,171,49,13409,259,427,531,0,0,1212,64,89,172,0,0,332,811,193,1100,53,9,2163,142,90,129,11,7,370,23,5,41,0,0,72,4229,1971,11057,235,65,17562,360,145
LGA12950,689,0,14,21,0,722,406,0,20,4,0,426,73,0,53,0,0,128,59,0,0,0,0,59,19,0,0,0,0,22,119,0,9,3,0,131,19,0,7,5,0,32,0,0,0,0,0,0,293,0,70,14,0,377,73,0,0,3,0,76,97,0,8,23,0,131,1563,3,111,60,0,1733,659,0,0,0,7,674,396,0,0,0,3,397,114,0,37,0,6,155,48,0,0,0,0,48,18,0,0,0,0,18,109,0,3,0,0,110,20,0,0,0,0,21,5,0,0,0,0,4,310,0,42,0,3,362,81,0,0,0,0,85,136,0,11,21,0,169,1581,9,47,27,12,1679,643,15,0,16,0,673,398,4,0,0,0,402,118,0,41,0,0,159,51,0,0,0,0,53,10,3,0,0,0,17,110,0,5,3,0,116,29,6,4,0,0,37,12,0,0,0,0,12,333,8,51,6,0,391,89,8
LGA13010,1533,18,5,9,0,1572,882,3,0,7,3,895,329,58,42,0,0,425,63,3,4,0,0,76,26,19,0,0,0,46,157,4,9,0,0,176,40,0,0,3,0,47,5,5,0,0,0,8,621,88,59,3,0,774,107,4,0,0,0,117,199,6,9,8,0,219,3339,126,74,25,7,3574,1423,3,9,31,19,1486,887,5,0,0,7,901,379,26,69,0,3,481,55,0,0,0,5,58,12,0,15,0,0,29,174,0,18,3,0,197,18,4,0,7,3,29,4,0,6,0,0,9,649,30,107,11,8,806,96,0,0,0,9,106,347,0,19,7,17,396,3405,38,135,52,71,3697,1641,24,5,22,6,1701,876,4,0,12,0,890,392,111,29,8,0,530,38,0,0,0,0,42,33,0,24,0,0,55,200,9,13,3,4,223,32,0,0,5,0,46,7,0,0,0,0,9,697,125,72,15,3,913,97,9
LGA13310,3573,137,26,59,7,3805,3326,75,27,20,14,3460,881,233,282,12,6,1415,460,15,49,0,0,532,23,24,14,0,0,60,496,52,30,23,0,600,75,3,3,45,0,133,7,4,0,0,0,17,1946,338,385,83,6,2752,186,8,3,8,0,207,431,35,43,37,0,547,9460,594,475,210,27,10766,3656,188,18,34,14,3906,3423,94,16,19,9,3558,1133,322,218,14,9,1695,384,53,52,0,0,490,32,36,8,0,0,84,456,61,26,8,7,562,50,3,3,23,5,89,10,8,4,0,0,26,2073,490,304,47,22,2936,155,40,5,7,14,221,664,80,63,46,31,890,9971,891,406,154,84,11506,4060,207,26,38,4,4331,3779,119,16,8,4,3933,1512,410,206,27,3,2160,394,83,35,0,0,511,36,61,18,0,0,121,490,62,38,7,0,601,76,15,12,17,3,125,14,4,4,0,0,20,2524,635,311,51,12,3533,148,77
LGA13340,1551,4,0,14,0,1572,1219,10,5,5,3,1239,181,8,10,0,0,203,15,4,3,0,0,15,6,7,0,0,0,15,241,0,0,0,0,240,44,0,4,0,0,46,6,3,0,0,0,9,485,21,16,6,0,532,152,0,0,0,0,158,224,7,3,5,3,243,3629,43,28,38,5,3736,1537,9,4,9,15,1571,1314,5,0,5,11,1333,195,11,11,6,4,224,12,0,6,0,0,19,5,3,0,0,0,9,216,3,3,0,0,222,37,0,5,4,3,44,4,0,0,0,0,7,463,18,25,9,0,526,138,5,0,4,0,153,270,9,9,13,4,300,3729,46,41,40,30,3888,1680,12,0,5,10,1707,1400,3,0,0,0,1406,239,25,0,0,0,264,15,11,0,0,0,21,8,15,0,0,4,25,243,5,0,0,0,250,47,3,0,3,0,51,3,3,0,0,0,5,541,61,0,3,6,618,146,0
LGA13450,2697,113,89,35,0,2930,2428,66,57,0,0,2551,890,247,276,3,0,1415,265,8,40,0,0,315,37,4,17,0,0,54,406,36,46,5,0,489,82,11,18,19,0,127,16,3,3,0,0,24,1693,302,402,28,0,2424,209,16,13,4,0,247,512,59,105,20,0,694,7549,552,657,92,0,8849,2702,98,65,47,18,2936,2352,34,43,3,19,2450,890,156,485,11,16,1560,216,25,48,0,0,291,18,3,20,0,0,49,398,25,54,3,8,487,94,11,34,22,7,167,9,6,10,0,0,25,1625,232,652,41,27,2579,154,19,9,6,6,198,758,60,225,30,10,1083,7599,444,1005,126,72,9241,2946,76,77,31,7,3141,2621,48,42,3,4,2713,988,182,565,24,4,1763,226,22,42,0,0,291,38,20,40,0,0,96,519,38,85,11,4,657,136,20,39,29,3,226,17,3,9,0,0,34,1920,282,780,65,11,3061,217,19
LGA13550,1613,29,36,33,0,1722,1252,4,14,9,0,1278,430,43,150,6,0,629,130,10,30,0,0,164,16,9,17,0,0,40,235,7,39,0,0,281,58,0,5,6,0,74,4,0,0,0,0,3,868,70,243,12,0,1189,151,19,0,5,0,171,243,13,22,35,0,319,4125,132,324,95,3,4679,1501,33,17,20,5,1572,1328,4,9,7,14,1360,583,73,127,3,0,787,84,5,27,0,0,120,25,9,8,0,0,44,230,3,29,3,0,269,55,6,11,5,5,73,8,4,5,0,0,15,981,96,201,16,5,1308,121,12,4,0,5,146,356,17,34,29,10,445,4282,169,266,75,42,4828,1532,48,0,15,5,1604,1512,24,0,3,0,1541,595,167,64,0,0,831,81,27,5,0,0,113,30,24,7,0,0,66,258,23,0,3,0,281,61,4,8,16,6,83,9,0,0,0,0,9,1037,248,81,22,8,1382,123,34
LGA13660,961,0,0,30,0,994,444,0,0,7,0,457,82,0,8,0,0,89,8,4,10,0,0,17,0,0,0,0,0,9,133,0,4,3,0,142,41,0,5,0,0,52,0,0,3,0,0,8,271,3,36,7,0,315,179,0,0,5,0,181,81,0,9,0,0,83,1932,3,42,47,0,2035,944,0,3,48,0,996,412,3,0,4,3,426,107,10,6,0,0,117,4,3,8,0,0,12,5,0,0,0,0,9,136,6,0,0,0,146,37,0,0,0,0,46,6,0,0,0,0,9,292,19,17,4,0,331,189,0,0,8,0,191,205,5,8,27,0,247,2042,26,30,87,7,2191,955,3,0,24,20,1007,406,0,0,0,0,406,113,10,0,0,0,126,3,0,0,0,0,7,8,3,0,0,0,10,138,3,0,0,0,138,57,0,0,0,0,63,4,0,0,0,0,7,317,21,8,0,0,354,128,0
LGA13800,5681,425,80,73,4,6263,8400,373,92,11,5,8882,1671,674,330,41,0,2720,433,140,93,0,0,674,70,25,37,0,0,127,691,127,67,23,0,905,227,60,12,69,6,365,17,10,4,3,0,32,3104,1035,541,134,4,4823,313,23,21,13,0,376,956,123,64,65,0,1209,18453,1982,790,301,12,21542,5983,444,82,43,37,6589,8412,405,43,16,40,8927,1936,825,258,16,29,3064,443,211,5,0,0,663,50,38,8,0,0,89,601,86,37,6,18,743,138,36,6,57,13,242,18,3,0,0,0,24,3181,1200,309,83,59,4827,302,32,29,8,7,383,1205,240,65,87,48,1649,19089,2324,529,240,194,22370,6832,412,154,58,16,7467,8857,498,87,7,15,9459,2515,834,290,14,12,3661,350,174,9,0,0,536,150,97,14,0,3,264,690,97,40,8,5,850,171,28,5,36,7,244,15,3,0,0,0,24,3900,1236,361,62,26,5582,317,44
LGA13850,451,0,6,40,0,493,292,0,0,3,0,299,57,3,35,0,0,101,34,0,0,0,0,36,4,0,0,0,0,5,108,0,11,0,0,120,32,0,7,4,0,45,0,0,3,0,0,4,237,3,62,6,0,311,62,0,0,0,0,62,49,0,14,4,0,71,1085,3,76,58,3,1232,452,0,0,23,13,483,231,6,0,0,7,235,74,7,32,0,6,117,27,0,0,0,0,28,0,0,0,0,0,0,93,0,4,0,0,100,17,0,9,0,0,29,3,3,0,0,0,7,211,15,53,0,3,279,56,0,0,4,3,65,145,0,19,12,5,185,1090,18,69,45,24,1250,484,10,0,10,4,506,245,3,0,0,0,251,79,26,6,0,0,120,30,3,0,0,0,30,0,5,0,0,0,5,89,14,0,0,0,108,34,4,3,4,8,46,0,6,0,0,0,7,233,61,10,4,6,316,54,0
LGA13910,2892,50,42,39,0,3020,1918,14,18,10,0,1960,617,100,99,3,0,822,108,18,13,0,0,138,17,14,13,0,0,40,364,15,16,8,0,408,70,0,4,8,0,84,9,0,4,4,0,18,1184,151,161,18,0,1512,261,9,19,6,3,289,351,23,20,13,0,410,6606,241,260,81,7,7198,2732,91,58,39,18,2940,1959,27,11,12,13,2022,622,118,152,0,0,891,98,20,13,0,0,130,16,4,21,0,0,39,385,19,12,3,8,431,60,8,5,5,7,75,8,3,6,0,0,16,1185,170,208,11,12,1590,247,3,8,6,0,265,540,48,33,21,13,655,6672,346,323,82,57,7474,3048,105,18,29,9,3209,2017,42,9,3,6,2068,734,176,86,10,3,995,84,20,3,0,0,100,41,29,4,0,0,76,389,33,12,8,0,442,106,15,8,15,4,146,5,4,0,0,0,12,1360,263,110,22,12,1773,245,29
LGA14000,14550,1095,1030,67,3,16752,15757,1181,1960,13,11,18919,2558,582,2456,22,11,5628,105,172,331,0,0,599,54,52,214,0,0,317,968,139,531,25,6,1667,104,29,37,21,0,189,10,0,19,0,0,29,3801,978,3581,69,14,8441,511,278,298,12,3,1104,890,150,484,51,4,1573,35508,3679,7353,209,34,46782,14263,1173,1240,60,28,16766,15389,1304,1926,17,25,18658,2818,758,3122,23,38,6762,76,202,297,0,0,576,37,55,265,0,0,363,847,141,478,10,19,1495,85,26,37,22,0,166,5,5,19,0,0,33,3872,1184,4216,54,64,9392,403,304,472,9,9,1199,1145,269,556,45,42,2061,35071,4238,8413,193,171,48079,14731,1175,1635,50,11,17606,15960,1382,3108,14,12,20466,3402,852,4716,23,12,9005,76,145,277,0,3,498,71,138,305,0,4,518,955,147,581,12,5,1697,114,15,88,28,5,245,16,13,44,0,0,71,4634,1307,6013,60,32,12037,454,390
LGA14100,1385,169,208,3,0,1763,1115,147,173,3,0,1432,207,80,298,15,0,594,4,0,269,0,0,272,12,0,11,0,0,24,74,33,59,10,0,173,0,8,8,0,0,16,0,0,4,0,0,4,301,112,645,26,0,1093,69,4,29,0,0,101,108,19,71,3,0,200,2982,454,1123,33,0,4595,1325,289,160,0,7,1779,1117,208,142,0,8,1477,195,164,277,3,3,652,6,0,258,0,0,261,0,0,18,0,0,15,51,31,50,0,0,135,0,7,5,0,0,13,0,0,0,0,0,0,261,203,609,5,4,1085,57,8,58,0,0,117,155,43,118,0,0,316,2909,749,1080,6,24,4767,1400,317,172,4,0,1894,1135,200,147,0,0,1489,219,170,347,3,0,737,4,0,144,0,0,148,3,0,110,0,0,113,72,35,44,0,0,159,9,0,4,0,0,15,0,0,3,0,0,8,310,207,658,3,5,1174,40,9
LGA14170,9644,4364,2677,69,10,16763,8305,6707,5477,77,22,20593,3115,4473,11709,310,49,19653,180,421,1261,0,0,1865,135,96,348,0,0,577,1111,1196,1808,178,19,4318,58,75,125,30,0,293,17,25,55,3,0,105,4620,6286,15312,527,71,26809,331,192,284,20,6,838,1320,1206,2508,127,4,5171,24227,18749,26249,830,123,70169,7528,6461,2999,96,53,17138,5951,8497,5055,122,62,19679,2150,5087,14258,525,146,22170,147,449,1359,0,7,1962,73,73,301,0,3,452,685,1212,2003,174,63,4130,41,71,123,19,10,265,10,17,65,0,0,96,3094,6903,18114,718,231,29068,225,265,363,29,17,901,1087,1607,3554,263,245,6757,17894,23731,30085,1232,611,73552,9146,5617,3736,116,16,18623,7593,7506,6317,90,19,21526,3115,5182,16700,640,71,25714,115,251,1394,0,5,1755,110,81,623,3,5,818,852,1096,1857,171,20,3993,73,88,193,36,11,399,13,12,62,0,0,95,4273,6714,20823,853,117,32779,254,210
LGA14220,2438,12,52,44,0,2546,1894,13,6,8,0,1922,563,27,200,3,0,794,161,0,40,0,0,200,31,0,66,0,0,97,310,5,39,10,0,354,64,0,12,41,0,116,5,0,4,0,0,12,1133,35,361,51,0,1583,212,11,10,10,0,242,261,0,42,13,0,322,5940,74,465,122,3,6603,2313,23,30,48,32,2450,1801,10,5,8,19,1849,689,77,194,4,6,956,166,3,32,0,0,208,22,25,35,0,0,80,344,3,28,0,6,384,54,0,8,21,0,82,11,4,0,0,0,14,1274,119,294,27,17,1733,155,3,0,9,46,208,548,24,62,36,9,678,6093,180,388,127,118,6914,2544,51,10,16,13,2632,1847,11,0,10,5,1878,754,258,25,5,8,1053,113,25,0,0,0,141,63,52,8,0,9,124,362,13,11,0,4,390,81,10,5,20,11,128,13,11,4,0,0,29,1383,365,48,33,25,1862,179,9
