LGA_CODE_2021,C21_Aus_Bplace_NS,C21_Aus_Tot_resp,C21_Aus_Ab_BP_B_OS,C21_Aus_Ab_Fa_O_B_OS,C21_Aus_Ab_Mo_O_B_OS,C21_Aus_Ab_BP_B_Aus,C21_Aus_Abor_Bplace_NS,C21_Aus_Abor_Tot_respons,C21_Chi_BP_B_OS,C21_Chi_Fa_O_B_OS,C21_Chi_Mo_O_B_OS,C21_Chi_BP_B_Aus,C21_Chi_Bplace_NS,C21_Chi_Tot_resp,C21_Cro_BP_B_OS,C21_Cro_Fa_O_B_OS,C21_Cro_Mo_O_B_OS,C21_Cro_BP_B_Aus,C21_Cro_Bplace_NS,C21_Cro_Tot_resp,C21_Dut_BP_B_OS,C21_Dut_Fa_O_B_OS,C21_Dut_Mo_O_B_OS,C21_Dut_BP_B_Aus,C21_Dut_Bplace_NS,C21_Dut_Tot_resp,C21_Eng_BP_B_OS,C21_Eng_Fa_O_B_OS,C21_Eng_Mo_O_B_OS,C21_Eng_BP_B_Aus,C21_Eng_Bplace_NS,C21_Eng_Tot_resp,C21_Fil_BP_B_OS,C21_Fil_Fa_O_B_OS,C21_Fil_Mo_O_B_OS,C21_Fil_BP_B_Aus,C21_Fil_Bplace_NS,C21_Fil_Tot_resp,C21_Fre_BP_B_OS,C21_Fre_Fa_O_B_OS,C21_Fre_Mo_O_B_OS,C21_Fre_BP_B_Aus,C21_Fre_Bplace_NS,C21_Fre_Tot_resp,C21_Ger_BP_B_OS,C21_Ger_Fa_O_B_OS,C21_Ger_Mo_O_B_OS,C21_Ger_BP_B_Aus,C21_Ger_Bplace_NS,C21_Ger_Tot_resp,C21_Gre_BP_B_OS,C21_Gre_Fa_O_B_OS,C21_Gre_Mo_O_B_OS,C21_Gre_BP_B_Aus,C21_Gre_Bplace_NS,C21_Gre_Tot_resp,C21_Hun_BP_B_OS,C21_Hun_Fa_O_B_OS,C21_Hun_Mo_O_B_OS,C21_Hun_BP_B_Aus,C21_Hun_Bplace_NS,C21_Hun_Tot_resp,C21_Ind_BP_B_OS,C21_Ind_Fa_O_B_OS,C21_Ind_Mo_O_B_OS,C21_Ind_BP_B_Aus,C21_Ind_Bplace_NS,C21_Ind_Tot_resp,C21_Iri_BP_B_OS,C21_Iri_Fa_O_B_OS,C21_Iri_Mo_O_B_OS,C21_Iri_BP_B_Aus,C21_Iri_Bplace_NS,C21_Iri_Tot_resp,C21_Ita_BP_B_OS,C21_Ita_Fa_O_B_OS,C21_Ita_Mo_O_B_OS,C21_Ita_BP_B_Aus,C21_Ita_Bplace_NS,C21_Ita_Tot_resp,C21_Kor_BP_B_OS,C21_Kor_Fa_O_B_OS,C21_Kor_Mo_O_B_OS,C21_Kor_BP_B_Aus,C21_Kor_Bplace_NS,C21_Kor_Tot_resp,C21_Leb_BP_B_OS,C21_Leb_Fa_O_B_OS,C21_Leb_Mo_O_B_OS,C21_Leb_BP_B_Aus,C21_Leb_Bplace_NS,C21_Leb_Tot_resp,C21_Mac_BP_B_OS,C21_Mac_Fa_O_B_OS,C21_Mac_Mo_O_B_OS,C21_Mac_BP_B_Aus,C21_Mac_Bplace_NS,C21_Mac_Tot_resp,C21_Mal_BP_B_OS,C21_Mal_Fa_O_B_OS,C21_Mal_Mo_O_B_OS,C21_Mal_BP_B_Aus,C21_Mal_Bplace_NS,C21_Mal_Tot_resp,C21_Mao_BP_B_OS,C21_Mao_Fa_O_B_OS,C21_Mao_Mo_O_B_OS,C21_Mao_BP_B_Aus,C21_Mao_Bplace_NS,C21_Mao_Tot_resp,C21_NZ_BP_B_OS,C21_NZ_Fa_O_B_OS,C21_NZ_Mo_O_B_OS,C21_NZ_BP_B_Aus,C21_NZ_Bplace_NS,C21_NZ_Tot_resp,C21_Pol_BP_B_OS,C21_Pol_Fa_O_B_OS,C21_Pol_Mo_O_B_OS,C21_Pol_BP_B_Aus,C21_Pol_Bplace_NS,C21_Pol_Tot_resp,C21_Rus_BP_B_OS,C21_Rus_Fa_O_B_OS,C21_Rus_Mo_O_B_OS,C21_Rus_BP_B_Aus,C21_Rus_Birthplac_ns,C21_Rus_Tot_resp,C21_Sam_BP_B_OS,C21_Sam_Fa_O_B_OS,C21_Sam_Mo_O_B_OS,C21_Sam_BP_B_Aus,C21_Sam_Birthplac_ns,C21_Sam_Tot_resp,C21_Sco_BP_B_OS,C21_Sco_Fa_O_B_OS,C21_Sco_Mo_O_B_OS,C21_Sco_BP_B_Aus,C21_Sco_Birthplac_ns,C21_Sco_Tot_resp,C21_Ser_BP_B_OS,C21_Ser_Fa_O_B_OS,C21_Ser_Mo_O_B_OS,C21_Ser_BP_B_Aus,C21_Ser_Bplace_NS,C21_Ser_Tot_resp,C21_SAf_BP_B_OS,C21_SAf_Fa_O_B_OS,C21_SAf_Mo_O_B_OS,C21_SAf_BP_B_Aus,C21_SAf_Bplace_NS,C21_SAf_Tot_resp,C21_Span_BP_B_OS,C21_Span_Fa_O_B_OS,C21_Span_Mo_O_B_OS,C21_Span_BP_B_Aus,C21_Span_Bplace_NS,C21_Span_Tot_resp,C21_SriL_BP_B_OS,C21_SriL_Fa_O_B_OS,C21_SriL_Mo_O_B_OS,C21_SriL_BP_B_Aus,C21_SriL_Bplace_NS,C21_SriL_Tot_resp,C21_Viet_BP_B_OS,C21_Viet_Fa_O_B_OS,C21_Viet_Mo_O_B_OS,C21_Viet_BP_B_Aus,C21_Viet_Bplace_NS,C21_Viet_Tot_resp,C21_Wel_BP_B_OS,C21_Wel_Fa_O_B_OS,C21_Wel_Mo_O_B_OS,C21_Wel_BP_B_Aus,C21_Wel_Bplace_NS,C21_Wel_Tot_resp,C21_Oth_BP_B_OS,C21_Oth_Fa_O_B_OS,C21_Oth_Mo_O_B_OS,C21_Oth_BP_B_Aus,C21_Oth_Bplace_NS,C21_Oth_Tot_resp,C21_Anc_ns_BP_B_OS,C21_Anc_ns_Fa_O_B_OS,C21_Anc_ns_Mo_O_B_OS,C21_Anc_ns_BP_B_Aus,C21_Anc_ns_Bplace_NS,C21_Anc_NS_Tot_resp,C21_Tot_P_BP_B_OS,C21_Tot_P_Fa_O_B_OS,C21_Tot_P_Mo_O_B_OS,C21_Tot_P_BP_B_Aus,C21_Tot_P_Bplace_NS,C21_Tot_P_Tot_resp
LGA17620,62,6445,0,19,13,874,9,910,144,0,0,20,6,165,3,4,0,4,0,11,55,21,6,57,0,152,539,294,229,4942,77,6075,96,0,11,4,0,118,26,0,5,19,0,50,53,31,28,407,6,528,6,4,0,20,0,29,3,6,0,0,0,12,44,0,0,7,0,54,175,46,41,1393,15,1671,40,26,11,144,0,219,6,0,0,0,0,6,5,0,0,8,0,13,0,0,0,0,0,0,14,10,4,18,0,43,33,9,9,3,0,52,45,12,8,8,0,74,5,4,4,3,0,24,11,4,0,3,0,20,0,0,0,0,0,0,121,74,49,1243,10,1498,0,0,0,0,0,3,29,8,0,3,0,38,16,0,0,9,0,29,0,0,0,0,0,0,10,0,0,0,0,10,23,11,3,35,0,70,313,33,39,118,7,507,26,5,14,126,842,1003,1517,531,447,10747,990,14229
LGA17640,39,3609,0,21,6,238,0,270,15,0,0,19,0,41,9,3,0,4,0,20,39,28,17,38,0,125,382,182,163,2851,32,3609,12,0,5,5,0,26,14,0,6,15,0,34,69,27,13,188,4,299,19,10,9,13,0,43,11,0,0,3,0,19,10,5,0,3,0,15,80,39,42,1213,13,1388,34,17,8,74,0,136,3,0,0,0,0,3,12,0,0,0,0,16,8,0,0,0,0,8,19,3,0,29,0,62,10,4,3,3,0,20,7,9,6,8,0,36,10,3,0,4,0,21,3,0,0,6,0,11,0,0,0,0,0,0,87,66,44,800,4,1002,0,0,0,0,0,9,9,6,0,3,0,11,8,0,0,14,0,22,9,0,0,0,0,9,9,0,0,0,0,9,27,5,5,29,0,70,127,37,32,77,4,270,4,0,3,85,634,732,836,388,302,6276,720,8514
LGA17650,32,2609,0,18,4,495,11,521,13,3,8,23,0,45,3,0,0,6,0,11,27,8,11,13,0,57,223,165,117,2012,22,2550,4,0,3,0,0,8,15,0,6,17,0,36,47,15,9,214,0,293,0,0,0,7,0,15,5,3,0,0,0,10,0,0,0,0,0,4,51,41,25,704,10,837,22,12,3,37,0,72,6,0,0,0,0,6,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,11,0,17,3,0,5,4,0,12,18,6,3,4,0,35,11,3,0,17,0,31,8,0,3,9,0,22,0,0,0,0,0,0,78,44,47,560,3,730,0,0,0,0,0,0,12,0,0,0,0,14,4,0,0,7,0,11,0,0,0,0,0,0,8,0,8,0,0,9,11,3,0,6,0,21,98,32,39,59,0,235,3,4,0,32,352,395,523,290,247,4494,415,5971
LGA17750,209,27052,11,126,41,4066,53,4296,586,18,57,160,9,831,44,7,12,65,5,129,231,119,65,388,0,801,1719,1382,1000,22325,230,26656,508,10,68,35,0,621,66,18,19,156,0,260,308,166,138,2787,18,3413,97,29,17,173,0,329,32,11,4,17,0,60,1071,23,22,31,0,1144,378,319,236,7743,48,8726,228,139,33,884,6,1292,54,4,7,4,0,68,31,15,5,44,0,94,10,3,0,16,0,32,41,16,23,98,0,178,96,33,18,49,0,211,98,99,57,67,3,325,86,21,14,125,0,247,34,3,0,25,0,65,74,18,4,6,4,103,460,348,273,6103,18,7206,40,0,0,5,0,50,114,30,21,13,0,183,59,5,6,66,0,143,64,0,7,9,0,82,100,5,8,3,0,124,62,28,20,160,0,264,4137,393,241,804,29,5610,144,25,16,574,3343,4105,9595,2871,2039,49251,3855,67609
LGA17850,28,1323,0,3,0,172,4,183,6,0,0,0,0,6,0,0,0,0,0,0,9,0,0,10,0,30,89,40,43,1012,22,1210,6,0,0,0,0,6,0,0,0,0,0,5,11,5,5,107,5,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,11,306,6,359,6,4,3,26,0,36,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,9,5,3,0,0,0,7,11,12,11,7,0,33,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,27,13,11,329,0,381,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,19,0,22,34,8,7,25,5,79,0,0,0,26,254,283,193,99,95,2324,311,3016
LGA17900,17,1505,0,28,9,1008,16,1064,18,0,0,5,0,23,26,0,0,4,0,34,16,3,3,10,0,39,108,64,55,1050,17,1292,33,0,4,8,0,46,5,0,0,13,0,14,51,12,14,104,0,174,8,0,0,16,0,23,12,4,3,5,0,23,38,0,0,0,0,38,25,21,15,346,4,405,13,8,0,25,0,39,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,3,0,7,9,4,0,0,0,13,4,7,4,0,0,23,11,0,0,0,0,13,7,0,0,0,0,3,0,0,0,0,0,0,29,16,9,306,0,364,37,9,0,0,4,48,0,0,0,0,0,0,3,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,21,145,29,11,42,6,239,0,0,0,14,1337,1357,520,164,117,3063,1395,5253
LGA17950,24,1043,0,8,4,338,3,354,9,0,0,10,0,22,0,0,0,0,0,0,0,5,0,3,0,14,42,40,24,801,11,926,18,0,0,0,0,26,6,0,4,22,0,27,12,4,5,50,0,76,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,6,12,7,321,0,351,5,4,0,14,0,25,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,9,224,4,264,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,6,10,23,3,69,3,0,3,24,262,290,151,83,60,1962,292,2550
LGA18020,34,3840,0,20,12,849,16,900,16,0,12,21,0,48,3,0,0,0,0,6,35,13,4,30,0,84,274,168,125,3092,55,3706,34,0,6,0,4,43,7,3,0,12,0,27,46,24,6,246,3,324,11,3,0,13,0,27,3,0,0,4,0,8,14,0,0,4,0,18,58,27,35,777,16,914,20,10,0,58,0,96,0,0,0,0,0,0,0,0,0,3,0,14,3,0,0,7,0,9,10,8,3,17,0,40,11,0,6,11,0,28,8,3,9,9,5,34,11,0,0,6,0,17,5,0,0,4,0,10,0,0,0,0,0,0,68,42,36,679,12,843,6,0,0,0,0,9,9,0,0,5,0,10,6,0,0,8,0,13,0,0,0,0,0,0,7,0,0,0,0,7,8,4,0,22,0,32,113,30,23,95,3,266,10,3,0,84,1182,1278,675,332,247,6680,1290,9225
LGA18050,75,14590,27,31,3,244,3,314,2000,125,202,208,21,2557,237,54,39,105,0,441,497,113,92,194,8,901,9095,2180,1718,8015,120,21120,561,10,83,26,3,690,1240,113,82,188,7,1628,1608,265,192,802,19,2887,858,209,129,584,15,1802,683,125,59,190,3,1051,582,50,69,34,0,738,3144,593,450,3984,39,8209,2410,363,219,884,20,3900,249,10,29,7,0,292,251,46,42,182,0,525,81,13,6,16,0,110,138,34,39,111,3,328,202,44,26,11,0,285,441,126,112,40,0,721,1053,179,126,250,5,1614,1321,105,72,129,6,1638,41,10,7,4,0,53,1758,517,372,2582,16,5250,186,25,23,25,0,259,2121,221,139,35,5,2510,1110,32,48,49,7,1247,84,21,6,16,0,125,176,8,16,12,0,217,347,49,31,117,0,550,10924,1266,1136,1134,66,14525,545,49,54,132,3877,4658,35234,5785,4594,18752,4245,68605
LGA18100,25,1630,0,3,6,143,4,153,7,0,0,0,0,8,4,0,0,3,0,8,20,0,6,15,0,36,102,90,77,1337,39,1651,17,0,4,0,0,17,0,0,0,0,0,0,13,6,4,99,0,137,3,0,0,9,0,8,0,0,0,0,0,5,9,0,0,3,0,11,22,8,14,399,8,450,16,0,0,26,0,48,0,0,0,0,0,0,4,0,0,4,0,6,0,0,0,0,0,0,4,0,0,7,0,16,0,0,0,4,0,6,4,4,10,6,0,20,3,6,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,32,31,23,303,5,394,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,13,32,12,6,23,0,75,5,0,0,30,217,255,254,156,136,2776,293,3608
LGA18200,15,2914,0,13,0,526,21,556,12,0,0,15,0,27,14,3,0,18,0,37,34,3,8,27,0,73,179,113,98,2290,50,2739,32,0,3,3,0,46,9,4,4,13,0,31,31,7,10,315,5,373,6,3,0,9,0,23,12,0,0,7,0,19,14,0,0,0,0,20,34,29,13,594,3,671,113,26,13,180,5,324,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,5,5,0,11,0,14,14,0,0,0,0,15,15,3,5,3,0,27,7,4,0,9,0,18,0,4,0,4,0,3,0,0,0,0,0,0,33,28,18,621,10,708,0,0,0,7,0,4,5,0,0,0,0,11,3,0,0,4,0,4,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,16,0,25,171,41,11,62,13,300,12,0,6,96,869,982,650,259,183,5392,971,7453
LGA18250,48,15120,29,19,20,155,6,226,18425,346,731,409,97,20008,511,62,49,135,4,765,356,115,97,156,5,727,5315,2019,1512,8831,68,17755,1170,25,97,21,4,1310,387,79,55,130,6,660,752,177,116,752,10,1800,466,111,66,333,0,982,243,45,26,62,3,385,2798,71,65,44,4,2985,1333,609,392,4119,28,6478,1202,291,163,791,3,2446,1998,24,69,14,6,2101,301,68,48,144,0,558,104,11,9,20,0,145,80,32,24,69,0,201,101,20,8,0,0,128,352,119,101,58,0,628,396,65,47,118,0,622,350,35,49,44,3,482,26,3,0,0,0,27,1219,533,377,3131,9,5276,150,8,20,34,0,211,394,64,29,20,4,509,319,25,30,21,0,393,161,33,25,6,0,230,477,26,50,16,4,568,171,50,45,143,0,403,9772,719,979,831,34,12343,428,19,16,107,2329,2897,43929,4772,4357,19928,2628,75613
LGA18350,199,19841,8,36,39,1096,11,1188,410,27,39,68,3,545,141,32,36,65,3,264,396,140,84,246,8,878,4624,2325,1608,14585,244,23384,263,25,45,9,4,345,185,42,26,158,0,417,614,179,157,1111,21,2083,217,40,33,181,12,487,148,25,16,62,6,252,391,13,11,7,0,426,1000,536,319,5322,81,7263,622,238,87,730,7,1689,64,3,7,0,0,77,90,27,23,92,0,237,72,16,7,21,0,119,155,45,31,143,3,372,67,20,16,27,0,138,162,75,76,75,7,396,247,50,29,101,4,427,97,21,19,37,3,181,27,5,0,3,0,37,1230,659,434,4634,53,7006,72,5,0,19,0,97,163,26,27,12,3,235,121,15,7,39,0,190,26,4,16,4,0,56,54,3,6,3,0,67,170,47,34,170,3,430,2580,478,380,759,28,4227,119,17,6,248,2354,2751,11798,4250,2998,30770,2893,52709
LGA18400,175,23486,6,118,73,2118,24,2341,264,21,30,99,13,425,293,61,34,218,4,604,301,119,57,260,8,739,3139,2016,1447,14568,168,21338,164,24,59,27,0,272,81,18,16,88,0,202,470,189,130,1168,13,1969,177,67,20,213,5,472,107,27,15,87,0,233,152,37,18,16,0,222,731,408,297,4083,30,5547,851,435,167,1444,15,2915,19,0,0,0,0,25,283,78,36,147,5,551,69,20,5,53,0,153,666,197,140,1011,8,2026,100,39,26,24,0,194,143,103,66,72,3,388,172,59,36,136,4,408,68,15,9,42,3,138,36,18,9,18,0,86,801,434,325,3303,26,4890,162,37,25,60,0,276,113,32,24,24,0,193,118,24,20,50,0,210,14,3,0,0,0,25,68,14,19,5,0,98,130,37,28,133,0,332,1915,546,354,858,27,3695,89,32,20,243,2231,2622,9723,4377,2922,34278,2664,53961
LGA18450,719,74469,49,376,229,5933,84,6673,3601,115,178,370,30,4298,1273,226,143,526,19,2189,1543,617,378,1434,14,3982,13788,7996,6025,48344,676,76824,1560,112,372,111,15,2167,515,91,106,492,4,1215,2240,747,618,4351,71,8022,1722,395,193,1236,18,3566,470,111,40,253,6,881,2592,93,83,76,8,2853,3013,1737,1154,15989,135,22031,5567,1514,757,5049,114,13003,395,14,35,28,0,474,1206,325,223,390,13,2159,4804,574,317,1232,57,6989,889,335,146,1043,18,2428,603,201,136,135,12,1087,607,367,265,231,15,1483,980,216,145,602,15,1954,318,51,46,166,6,589,167,69,9,28,5,276,3837,2159,1536,13444,117,21100,1772,205,109,271,8,2369,444,175,91,49,0,760,1196,175,100,390,17,1888,199,28,13,31,0,276,1067,37,70,61,9,1240,808,276,207,870,4,2164,15620,2530,2015,3588,177,23915,858,106,88,820,8418,10295,63295,17761,12972,110206,10330,214564
LGA18500,85,13041,11,13,14,140,5,184,2602,118,194,161,28,3091,197,49,34,82,0,360,342,116,42,144,0,641,5811,2097,1491,8537,106,18043,297,9,32,9,3,350,541,77,56,142,4,816,1047,225,168,835,7,2282,741,229,130,690,12,1803,664,120,69,161,5,1023,563,64,63,37,0,726,1541,567,436,4303,32,6883,1085,318,128,780,16,2326,142,17,23,3,3,189,205,103,62,239,4,607,46,22,15,11,0,88,82,27,15,83,0,206,90,15,10,11,0,124,348,85,75,30,3,538,931,157,134,250,4,1476,724,75,90,97,7,991,26,7,7,0,0,37,1348,473,366,3126,24,5346,130,14,30,24,0,201,1279,118,115,16,10,1540,341,24,24,41,0,432,88,15,22,0,0,124,220,4,24,10,0,261,189,48,26,100,0,369,6502,999,829,1024,52,9411,276,40,32,127,2476,2945,22697,5036,3853,19123,2791,53496
LGA18710,51,7778,0,16,15,493,3,529,76,3,9,36,0,126,71,13,12,58,0,151,123,52,45,115,0,338,1029,628,517,5144,74,7391,41,7,15,0,0,69,22,11,12,42,0,93,175,63,57,475,4,772,36,11,7,20,0,78,25,14,9,15,0,63,46,14,6,9,0,70,217,153,105,1907,21,2397,79,42,18,243,0,388,7,4,3,3,0,17,13,3,5,13,0,31,7,0,0,5,0,19,29,20,4,44,0,100,22,14,6,5,0,49,44,21,26,20,0,121,69,15,18,45,0,155,18,10,6,14,0,43,14,0,0,3,0,19,256,178,127,1548,12,2120,12,4,5,10,0,33,41,20,0,6,0,63,27,0,5,24,0,56,15,5,3,0,0,21,24,0,3,0,0,27,45,11,8,64,0,129,523,170,119,231,4,1042,21,3,8,97,745,875,2461,1263,986,11688,880,17281
LGA19399,6,432,0,0,0,35,0,36,12,0,0,0,0,16,0,0,0,0,0,0,3,0,0,4,0,12,47,23,23,288,6,395,0,0,0,0,0,0,3,0,0,0,0,14,9,6,0,52,0,67,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,3,5,105,0,132,4,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,0,4,0,0,10,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,18,4,8,106,0,138,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,35,7,16,30,0,94,0,0,0,8,85,88,123,43,65,697,93,1016
LGA19499,52,2888,3,23,14,608,19,666,227,5,10,18,5,262,15,11,0,12,0,39,75,10,8,26,4,121,551,245,174,1690,53,2715,60,3,20,0,0,83,64,7,0,12,0,90,90,24,16,177,0,314,38,13,3,21,5,79,21,4,4,5,0,27,78,3,0,0,0,92,145,56,27,583,8,821,89,34,9,97,3,231,22,0,0,0,0,22,50,10,6,6,0,73,12,3,0,9,0,20,7,8,6,19,4,39,40,6,5,7,0,58,37,3,18,12,0,67,33,4,0,17,0,47,14,4,3,10,0,36,25,0,3,4,0,30,136,70,52,480,9,752,15,0,0,0,0,16,24,3,0,5,0,40,34,3,0,9,0,44,8,0,0,0,0,11,50,0,0,0,0,61,21,10,4,22,0,60,660,74,47,134,18,933,44,5,4,47,3748,3846,2238,520,360,4349,3900,11371
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
