LGA_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
LGA14400,60,7,371,0,0,4,9,5,22,39,15,8,9,16,4,118,0,0,0,0,0,28,65,61,48,29,32,8,269,0,0,0,5,0,0,20,11,4,7,0,4,50,0,0,0,3,4,32,60,43,12,37,7,7,200,0,0,0,24,14,71,62,20,8,9,3,3,228,0,0,0,3,5,0,9,0,3,0,0,0,30,0,0,0,0,0,0,4,3,4,3,4,0,12,20,21,17,143,256,407,265,61,28,20,26,48,1306,0,0,0,0,4,0,5,0,0,0,0,141,150,22,21,18,183,293,587,589,272,186,191,150,219,2749,0,0,0,0,0,7,35,55,76,126,135,61,496,0,0,0,3,0,10,32,18,14,8,15,14,117,0,0,0,0,6,34,184,164,134,162,129,75,886,0,0,0,0,0,4,21,18,19,34,19,11,141,0,0,3,0,11,37,83,62,25,57,48,23,351,0,0
LGA14500,680,28,1809,6,4,0,18,10,73,111,53,39,32,100,3,453,0,0,0,10,11,47,170,120,143,132,337,12,979,0,0,0,0,0,5,18,8,15,22,37,5,124,7,0,5,15,19,100,180,156,85,173,250,17,1018,8,10,26,52,41,144,215,105,75,85,169,20,940,0,0,0,9,8,17,12,13,5,7,16,4,92,0,0,0,0,0,6,4,8,7,6,12,8,53,278,101,67,290,388,759,898,387,265,274,391,132,4229,0,0,0,0,5,8,0,0,3,4,3,554,581,301,116,101,388,488,1173,1747,1087,913,1172,1998,790,10276,10,3,0,0,7,32,137,236,293,777,2860,357,4710,0,0,0,11,10,59,97,53,50,85,159,59,588,3,0,0,15,12,77,364,362,507,772,2878,406,5392,0,0,0,0,7,17,32,40,54,102,279,32,556,13,0,5,36,38,194,466,482,180,992,1263,282,3956,6,0
LGA14550,7,6,167,0,0,0,17,9,26,24,3,0,0,0,0,80,0,0,0,5,9,22,50,22,9,4,8,3,145,0,0,0,0,0,5,6,0,0,0,0,3,14,0,0,3,6,9,22,30,13,3,0,4,0,94,0,0,0,26,34,31,14,0,0,0,0,4,107,0,0,0,0,0,6,5,0,0,0,0,3,17,0,0,0,0,0,5,5,0,0,0,0,0,5,10,4,18,63,166,109,50,10,0,0,0,23,444,0,0,0,0,7,3,0,0,0,0,0,53,65,11,13,26,120,239,254,225,80,37,24,22,96,1143,0,0,0,0,3,15,40,29,25,20,20,9,164,0,0,0,0,4,7,16,4,0,4,0,3,37,0,0,0,3,0,26,58,25,18,9,9,13,164,0,0,0,0,0,0,9,0,3,0,4,0,21,0,0,0,0,13,31,28,16,7,3,0,9,100,0,0
LGA14600,11,7,160,0,0,0,3,0,11,3,0,0,0,4,3,27,0,0,0,0,3,16,35,16,4,4,7,0,98,0,0,0,3,0,3,3,5,0,0,0,0,16,0,0,5,4,0,22,16,8,0,0,0,0,51,0,0,0,7,8,17,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,4,0,0,0,0,0,12,13,4,4,25,84,38,9,10,0,0,4,18,207,0,0,0,0,0,0,0,0,0,0,0,39,42,18,8,10,48,102,121,109,80,35,27,23,77,659,5,0,0,0,0,10,25,16,15,14,14,25,126,0,0,0,0,3,0,3,0,0,0,0,0,16,0,0,0,0,0,29,63,36,17,12,12,20,182,0,0,0,0,0,0,9,4,4,5,0,0,25,0,0,0,0,3,21,45,12,6,5,6,8,105,0,0
LGA14650,317,56,3353,0,4,8,41,60,211,220,78,46,29,37,12,739,0,0,0,15,30,213,934,509,333,246,180,37,2497,0,0,0,9,0,34,84,89,48,40,24,14,345,0,5,6,39,63,399,592,282,99,126,89,33,1730,4,16,44,162,208,517,357,79,59,31,38,36,1538,0,0,6,9,18,65,67,39,14,8,9,9,235,0,0,0,0,5,17,30,21,8,15,8,16,117,186,119,156,1147,3160,2696,1483,315,104,86,92,438,9971,0,5,0,13,45,31,25,12,3,0,0,1049,1184,205,137,229,1440,3592,4241,4426,2319,1432,1217,786,1692,21711,7,0,6,6,13,53,448,747,833,1192,854,431,4584,0,0,0,14,20,141,271,141,100,74,53,72,890,9,4,5,15,28,285,1921,1555,1445,1254,935,466,7922,0,0,0,8,8,54,235,211,186,214,131,70,1112,5,0,3,20,60,562,1232,711,287,325,281,235,3720,0,7
LGA14700,429,7,1395,0,0,0,0,9,30,32,18,12,12,31,6,155,0,0,0,0,0,21,103,71,57,70,88,6,419,0,0,0,0,0,3,11,16,5,14,14,6,69,0,0,0,7,3,49,101,74,30,52,81,3,403,0,3,8,8,19,47,52,26,28,15,44,3,244,0,0,0,0,0,4,4,8,3,0,0,0,17,0,0,0,0,4,0,3,0,3,10,11,5,36,46,15,8,55,85,141,173,80,51,37,77,29,790,0,0,0,4,0,4,0,0,0,0,0,222,225,48,27,16,77,120,298,558,499,435,611,785,283,3759,0,0,0,0,5,9,26,78,99,210,737,95,1256,0,0,0,0,3,13,26,14,14,16,46,20,144,0,0,0,0,4,23,111,106,135,220,701,81,1380,0,0,0,0,0,4,12,18,28,37,91,9,204,0,0,3,11,10,38,166,148,37,212,306,63,986,0,0
LGA14750,9,3,255,0,0,0,4,0,10,10,4,3,0,0,4,38,0,0,0,0,5,33,68,26,19,15,3,6,179,0,0,0,0,3,5,3,6,8,0,0,0,24,0,0,0,3,8,30,26,17,4,4,0,3,101,0,0,0,11,20,15,10,0,0,0,3,0,58,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,3,13,13,8,4,57,117,90,37,8,0,5,0,31,380,0,0,0,0,3,0,4,0,0,0,0,44,53,14,4,12,87,165,201,262,146,60,47,23,100,1116,0,0,0,0,0,13,54,56,52,54,28,35,294,0,0,0,0,0,6,3,9,6,0,0,8,33,0,0,0,0,5,35,96,78,57,24,15,21,339,0,0,0,0,0,5,16,15,5,3,5,8,62,0,0,0,3,9,56,77,23,9,10,7,3,201,0,0
LGA14850,38,14,721,0,0,4,10,18,81,103,31,10,5,7,4,272,0,0,5,0,13,102,292,112,60,43,35,14,678,0,0,0,0,0,18,31,10,13,9,3,3,84,3,0,5,18,34,123,126,48,14,10,14,17,408,0,0,3,63,68,134,63,25,0,6,9,9,382,0,0,0,11,5,16,18,0,0,0,0,5,58,0,0,0,0,0,8,9,6,3,5,3,0,33,24,21,29,209,467,384,184,32,10,9,11,66,1451,0,0,0,0,11,10,0,0,0,0,0,228,252,37,28,44,323,631,920,1067,450,205,159,118,352,4342,0,0,0,5,4,32,179,204,143,168,92,68,893,0,0,3,5,12,60,100,33,18,11,7,20,263,0,0,0,4,9,95,441,242,158,115,60,69,1201,0,0,0,3,0,16,52,27,17,14,14,18,158,0,0,0,9,22,145,212,71,33,28,13,36,575,0,3
LGA14870,33,3,318,0,0,0,8,9,16,35,8,3,0,0,0,86,0,0,0,3,3,33,81,60,31,17,15,0,249,0,0,0,0,0,7,5,8,0,4,6,0,38,0,0,0,8,15,68,72,34,6,16,4,3,222,0,0,5,23,30,49,35,9,0,0,0,4,154,0,0,4,0,5,3,4,3,0,0,0,3,25,0,0,0,0,0,4,4,0,0,4,0,0,16,24,24,11,136,309,254,87,19,4,6,6,68,958,4,0,5,0,8,12,0,0,0,0,3,102,130,25,30,28,188,382,459,396,223,92,106,74,199,2201,0,0,0,0,3,10,38,46,46,96,71,41,360,0,0,0,0,0,12,26,3,8,9,0,11,72,0,0,0,3,3,27,173,118,94,71,76,47,620,0,0,0,0,0,15,28,6,20,14,10,3,98,0,0,0,0,12,56,83,54,20,20,21,39,306,0,0
LGA14900,235,50,2891,0,3,4,20,29,83,83,32,16,14,8,9,295,0,0,3,7,13,156,451,248,130,94,49,22,1181,0,0,4,3,0,19,64,43,30,28,9,11,210,0,3,10,65,116,502,539,177,59,65,26,50,1622,6,11,44,104,125,194,110,23,6,8,4,23,671,8,0,4,18,14,33,36,12,3,5,0,16,154,3,0,0,0,3,10,24,20,12,11,4,15,100,374,175,159,816,1383,681,312,54,17,15,26,214,4232,7,0,0,12,22,19,19,3,0,0,0,583,670,399,193,223,1059,1715,1767,2172,1425,892,804,372,1000,12023,11,0,3,7,4,96,759,1247,1235,1581,1228,431,6592,4,0,6,24,34,155,285,137,65,71,62,67,899,0,0,5,20,32,334,1623,1178,952,850,643,357,6000,0,0,0,3,5,47,180,182,180,191,116,72,975,5,3,12,132,247,1243,2156,961,454,499,292,372,6379,6,12
LGA14920,14,0,158,0,0,0,3,10,14,20,6,0,0,0,0,49,0,0,0,4,4,24,45,21,17,9,8,3,130,0,0,0,0,0,6,6,3,0,0,0,0,21,0,0,0,6,4,26,23,3,0,0,0,4,75,0,0,5,4,11,18,14,0,4,0,0,0,61,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,0,0,9,0,0,0,0,0,14,8,0,4,47,121,65,25,4,3,0,4,20,303,0,0,0,0,0,0,0,0,0,0,0,57,62,11,0,13,65,154,171,183,81,49,26,29,94,885,0,0,0,0,3,10,27,30,23,28,11,27,151,0,0,0,0,0,3,7,3,4,0,0,0,23,0,0,0,0,3,21,57,33,29,18,14,29,201,0,0,0,0,0,4,8,3,3,0,0,0,27,0,0,0,0,5,35,65,21,7,0,3,6,147,0,0
LGA14950,7,0,65,0,0,0,0,0,4,8,0,0,0,0,0,18,0,0,0,0,0,9,17,12,9,4,7,0,61,0,0,0,0,0,0,4,0,0,0,3,0,10,0,4,0,0,0,13,12,3,0,0,0,0,32,0,0,0,5,0,8,9,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,24,42,28,12,6,4,0,4,4,116,0,0,0,0,0,0,0,0,0,0,0,26,31,0,5,3,31,51,59,91,32,18,13,23,37,369,0,0,0,0,0,0,15,17,13,9,9,7,69,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,9,33,25,12,8,11,18,111,0,0,0,0,0,0,8,0,0,4,0,0,22,0,0,0,0,0,16,21,3,0,4,0,5,49,0,0
LGA15050,123,26,1567,0,0,0,13,16,74,82,17,17,12,13,4,254,0,0,0,9,13,92,410,221,130,71,63,14,1024,0,0,0,6,0,19,54,30,27,19,11,9,167,0,4,3,11,32,170,269,125,38,42,24,15,730,5,3,8,66,82,176,100,21,8,8,8,12,495,0,0,0,0,11,26,22,9,11,8,0,6,89,0,0,0,3,0,6,12,0,12,0,3,11,45,61,46,44,405,919,740,336,56,15,17,18,121,2773,0,0,0,9,6,7,4,0,5,0,4,374,405,70,59,69,520,1088,1335,1614,935,560,457,266,592,7551,3,0,0,0,3,21,216,328,354,509,406,172,2021,0,0,0,10,6,40,119,45,25,26,15,20,310,0,4,3,6,9,115,807,600,612,416,348,207,3127,0,0,0,0,3,23,85,92,76,76,55,24,439,6,0,0,12,17,274,676,342,120,147,103,88,1777,0,3
LGA15240,73,27,1126,6,3,4,34,64,204,169,43,18,7,14,10,577,0,3,3,16,35,171,490,169,124,60,58,17,1150,0,0,0,12,12,36,70,27,14,10,7,3,198,0,0,5,44,52,266,241,74,34,30,16,33,794,4,7,30,164,194,315,134,32,21,11,19,34,968,0,0,3,15,22,42,28,18,0,0,3,13,153,4,0,0,11,8,21,20,13,5,3,0,14,99,134,104,110,970,2446,1706,836,182,74,41,60,351,7009,3,6,0,11,32,21,15,0,0,0,0,643,740,169,129,168,1297,2888,2858,2387,800,432,303,253,1139,12811,0,5,4,9,16,70,267,237,193,210,97,160,1260,4,0,0,12,16,104,140,60,23,19,10,41,421,0,0,0,17,17,186,733,339,277,136,82,172,1965,0,0,0,6,4,28,112,49,36,27,15,33,314,6,0,0,25,38,277,400,135,46,39,31,89,1091,0,0
LGA15270,50,9,464,3,3,0,8,14,42,50,10,6,0,9,5,148,5,5,0,14,9,64,125,55,48,27,38,9,403,0,0,0,3,0,7,9,7,4,6,7,3,45,0,0,0,15,21,59,68,37,14,16,11,15,244,0,0,4,26,26,57,25,11,3,0,3,5,160,0,0,0,0,0,0,10,6,0,0,0,0,25,0,0,0,0,0,10,3,0,0,4,0,5,26,20,21,13,139,312,189,90,23,9,8,15,62,905,0,0,0,9,5,3,0,0,0,0,0,136,155,34,28,29,221,407,452,494,237,151,138,134,247,2576,0,0,0,0,7,16,71,54,52,100,71,58,431,0,0,0,6,4,19,25,15,11,9,4,15,104,3,0,0,9,10,60,178,135,137,99,103,69,798,0,0,0,0,0,5,18,14,26,20,13,13,108,0,0,0,5,14,80,146,111,31,48,25,35,502,0,0
LGA15300,29,16,355,0,0,0,4,6,13,11,0,3,0,0,0,41,0,0,0,4,0,27,68,42,12,14,11,11,187,0,0,0,0,4,4,13,0,4,0,0,0,34,0,0,0,3,13,36,31,6,4,3,8,7,108,0,0,0,9,12,20,14,6,0,0,0,3,59,0,0,0,0,0,5,0,3,0,0,0,0,13,0,0,0,0,0,0,9,4,4,3,4,3,27,9,3,7,44,80,50,27,7,0,4,4,26,265,0,0,0,0,5,6,0,0,0,0,4,74,86,23,7,6,68,120,167,277,156,82,69,65,135,1179,4,3,0,0,6,14,42,69,51,49,29,61,338,0,0,0,0,0,3,12,3,0,0,0,3,31,0,0,0,0,4,23,110,75,34,33,34,43,360,0,0,0,0,0,3,20,11,12,13,0,8,58,0,0,0,6,12,39,73,21,0,7,5,24,194,0,0
LGA15350,389,17,891,0,0,0,0,6,20,33,14,19,13,51,4,155,0,0,0,4,0,12,59,46,51,38,140,9,354,0,0,0,0,0,0,0,5,5,9,19,0,45,0,0,0,6,6,30,41,52,15,59,123,3,332,0,0,4,9,4,40,48,33,16,38,93,0,289,0,0,0,0,0,5,5,9,4,9,4,0,34,0,0,0,0,0,0,0,3,0,0,6,3,23,18,6,4,38,50,99,152,80,76,70,160,25,773,0,0,0,0,0,0,0,0,0,0,0,218,227,25,13,10,56,62,212,392,356,292,444,978,274,3119,0,0,0,0,0,12,16,29,37,80,540,56,761,0,0,0,0,0,4,12,7,6,13,41,21,106,0,0,0,0,0,9,50,51,57,83,591,66,919,0,0,0,0,0,0,7,9,8,22,84,4,130,4,0,0,0,0,30,52,65,24,265,361,89,893,0,0
LGA15520,15,13,309,0,0,0,0,6,18,18,3,3,3,4,0,62,3,0,0,7,9,39,77,33,15,10,9,8,200,0,0,0,0,0,8,11,10,4,4,0,0,38,6,0,0,9,11,36,32,14,4,6,4,8,121,0,5,3,21,26,30,20,9,0,0,0,9,118,0,0,0,5,4,5,5,0,0,0,0,7,23,0,0,0,0,7,6,4,0,0,0,0,0,17,18,8,12,106,213,154,53,20,4,3,4,47,636,0,0,0,3,3,3,0,0,0,0,0,86,109,30,19,19,155,279,338,307,158,71,46,37,165,1631,0,0,0,3,4,19,66,51,48,38,29,37,295,0,0,0,0,4,7,19,4,3,6,0,0,48,0,0,0,7,3,38,125,72,48,31,20,31,377,0,0,0,0,0,0,20,4,7,6,0,6,55,0,0,3,5,9,30,52,15,6,5,8,13,145,0,0
LGA15560,5,0,96,0,0,0,0,7,0,3,0,0,0,0,0,18,0,0,0,0,0,14,26,9,17,3,6,0,72,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,11,10,3,0,0,4,0,33,0,0,0,0,5,10,6,0,0,0,0,4,27,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,19,38,16,14,0,5,0,0,6,102,0,0,0,0,0,0,0,4,0,0,0,23,27,0,4,4,21,52,71,94,42,30,10,13,45,388,0,0,0,0,0,5,31,10,15,14,6,25,110,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,12,47,20,11,6,7,18,118,0,0,0,0,0,0,5,4,0,5,0,4,18,0,0,0,0,4,14,21,13,7,0,3,5,64,0,0
LGA15650,44,15,355,0,0,0,0,6,14,13,0,0,4,3,0,47,0,0,0,0,6,29,78,45,24,19,20,7,224,0,0,0,0,0,0,8,8,11,6,4,7,38,0,0,0,9,8,33,46,34,6,11,0,8,160,0,0,11,12,10,31,17,5,0,3,0,6,97,0,0,0,0,0,5,9,3,0,0,0,4,26,0,0,0,0,0,0,0,0,3,0,0,0,14,23,13,10,72,137,107,58,13,5,3,0,25,478,0,0,0,5,0,3,3,0,0,0,0,84,95,28,19,20,103,177,239,293,164,121,126,80,152,1526,0,0,0,0,3,5,38,48,38,77,76,38,332,0,0,0,3,0,3,18,11,6,5,0,0,56,0,0,0,0,3,17,111,99,108,72,63,49,523,0,0,0,0,0,0,21,13,15,12,16,4,83,0,0,0,4,7,56,114,99,26,34,19,27,383,0,0
LGA15700,17,4,197,0,5,0,12,17,45,44,6,3,0,0,3,131,0,0,0,8,11,49,96,32,23,10,11,0,238,0,0,0,0,0,5,16,9,3,3,3,4,46,0,0,3,6,12,48,46,19,9,12,4,4,162,0,4,12,33,36,74,40,8,0,3,0,0,215,0,0,0,4,8,15,6,4,0,0,0,0,39,0,0,0,0,0,3,3,5,7,3,0,0,21,39,27,21,174,491,285,137,24,18,0,8,59,1272,0,0,0,0,14,0,6,0,0,0,0,130,155,37,37,29,235,583,541,463,154,86,43,48,219,2476,0,0,0,5,4,12,54,63,36,44,19,20,257,0,0,0,4,0,26,34,11,6,5,0,15,107,0,0,0,3,5,34,124,84,40,28,5,38,367,0,0,0,0,0,9,26,10,11,5,7,3,69,0,0,4,0,5,58,93,35,12,8,6,26,240,0,0
LGA15750,20,6,319,0,0,0,0,0,17,12,10,0,6,0,0,53,0,0,0,4,11,28,78,39,20,12,12,7,207,0,0,0,0,0,6,14,6,0,3,0,4,39,0,0,0,5,10,27,42,16,9,12,7,8,139,0,0,6,11,16,30,14,0,0,5,0,4,87,0,0,0,3,0,6,0,0,0,0,0,4,11,0,0,0,0,0,5,5,3,0,4,0,0,20,12,8,7,75,125,83,42,13,3,4,5,27,396,0,0,0,0,0,4,4,0,0,0,0,73,88,16,9,15,98,172,236,279,164,95,92,46,131,1364,3,0,0,4,0,11,58,56,64,59,43,54,341,0,0,0,0,0,5,18,0,5,6,0,3,32,0,0,0,0,3,36,147,64,52,50,42,42,439,0,0,0,0,0,7,20,21,3,10,3,4,64,0,0,0,0,5,40,73,32,7,12,9,20,201,0,0
LGA15800,9,10,132,0,0,0,0,0,6,5,0,0,0,0,0,15,0,0,0,3,4,16,45,17,3,0,5,3,97,0,0,0,0,0,8,7,0,0,0,0,0,16,0,0,0,4,3,16,11,6,0,0,4,0,46,0,0,0,0,0,7,13,0,0,0,0,0,25,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,3,4,0,0,0,0,4,6,3,0,41,69,43,20,5,0,3,0,17,212,0,0,0,3,0,0,0,0,0,0,0,44,49,11,3,5,57,81,111,140,60,24,22,17,71,607,0,0,0,3,0,9,25,28,23,22,13,16,134,0,0,0,0,0,4,6,0,0,0,0,5,21,0,0,0,0,0,13,65,41,23,13,4,21,177,0,0,0,0,0,0,14,3,10,5,0,0,32,0,0,0,0,5,23,29,11,0,0,4,8,78,0,0
LGA15850,11,8,161,0,0,0,0,0,10,9,7,0,0,0,0,28,0,0,0,0,4,15,39,24,8,13,4,6,94,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,5,21,19,7,5,0,0,4,67,0,0,0,7,6,10,3,0,0,0,0,4,46,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,5,8,3,6,5,27,81,36,22,9,0,0,0,14,207,0,0,0,0,0,0,0,0,0,0,0,49,50,10,6,11,42,107,119,131,81,36,36,15,82,685,0,0,0,0,0,12,29,34,19,24,22,24,167,0,0,0,0,0,3,4,4,0,0,0,3,22,0,0,0,0,0,16,54,19,36,9,14,11,166,0,0,0,0,0,5,3,5,3,9,0,5,29,4,0,0,5,4,12,32,8,3,3,0,5,81,0,0
LGA15900,433,31,3357,0,0,3,30,60,167,191,60,39,33,35,9,639,0,0,0,12,12,167,745,434,263,194,182,32,2043,0,0,0,4,14,32,63,55,36,53,29,9,298,0,0,6,33,58,326,427,243,89,97,71,38,1380,3,6,42,130,135,292,226,65,43,37,36,17,1038,4,0,0,6,8,40,47,13,10,8,5,11,154,0,0,0,0,4,11,12,15,16,12,11,3,84,142,60,83,628,1543,1273,753,177,68,66,75,199,5066,0,0,0,7,20,14,8,8,0,4,3,892,960,158,73,141,862,1855,2374,2997,1924,1294,1221,873,1242,15016,0,0,0,7,11,30,280,472,522,814,745,274,3141,0,0,0,7,14,87,202,108,69,71,70,44,672,7,0,0,12,11,192,1125,971,1044,1004,871,268,5503,0,0,0,5,7,31,148,148,145,169,111,57,812,3,0,0,21,35,351,848,480,171,269,216,152,2543,0,0
