LGA_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
LGA14550,3,3,3,0,0,9,0,0,0,0,0,0,22,6,18,3,3,51,27,5,20,0,0,61,6,0,9,0,0,24,14,9,33,3,3,60,5,0,20,0,4,29,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,16,102,18,117,7,8,255,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,23,14,0,12,0,0,32,13,6,12,0,0,32,29,6,26,3,0,65,10,4,15,3,5,47,3,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,87,15,85,10,19,222,0,0,0,0,0,3,0,0
LGA14600,14,0,11,0,0,34,4,3,10,0,0,10,39,0,46,0,8,90,20,0,29,0,3,48,3,0,8,0,0,7,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,12,87,10,108,4,14,217,12,0,11,0,0,26,8,0,9,0,0,13,14,0,17,0,4,32,19,0,37,3,0,67,8,3,9,0,0,23,11,0,24,0,0,37,6,0,8,0,0,10,0,0,3,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,12,82,7,118,6,11,225,11,0,11,0,0,21,3,0
LGA14650,40,5,7,3,9,53,38,0,9,0,0,49,342,9,65,8,27,445,230,22,151,15,30,445,170,24,111,16,55,380,447,52,386,44,112,1037,712,99,837,66,117,1832,442,120,570,70,92,1291,102,41,195,34,38,409,16,7,31,8,6,73,9,3,15,4,0,36,8,0,3,0,0,10,0,0,6,0,0,6,10,0,10,0,4,24,59,14,37,3,17,127,2627,400,2422,269,491,6204,18,0,0,0,0,19,21,0,5,0,3,29,92,4,11,6,7,121,274,11,55,6,26,371,141,16,62,7,15,244,200,21,112,15,41,383,662,67,502,51,103,1392,935,146,1019,120,159,2381,290,118,506,61,85,1056,72,31,113,30,24,277,15,12,26,7,0,66,6,5,7,3,4,27,3,0,0,0,0,6,6,0,3,0,0,11,69,3,41,5,18,141,2798,445,2470,318,493,6521,10,0,3,0,0,15,16,0
LGA14700,0,0,0,0,0,6,0,0,0,0,0,0,13,0,4,0,0,17,14,0,4,0,0,18,3,0,0,0,0,11,12,0,4,0,3,23,77,0,27,6,5,117,340,12,199,7,12,572,201,6,102,16,12,338,85,4,108,14,4,206,46,3,68,11,7,134,19,0,52,9,3,81,10,0,33,0,0,52,21,20,86,7,5,136,15,3,12,0,0,41,861,58,701,75,57,1755,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,8,0,0,0,0,8,8,0,3,0,0,14,17,0,8,0,4,22,24,3,10,3,0,42,167,5,96,5,4,278,521,9,241,17,18,799,307,10,179,15,6,521,145,5,123,7,8,291,68,8,102,6,3,182,35,0,81,6,9,135,44,23,148,33,9,251,29,4,18,4,0,54,1377,60,1008,102,60,2609,0,0,0,0,0,7,0,0
LGA14750,6,0,3,0,0,14,9,0,3,0,3,12,29,6,30,0,8,59,51,8,37,0,3,105,27,3,37,0,4,69,16,0,12,0,6,32,0,5,10,0,0,24,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,17,144,23,139,11,19,332,3,0,3,0,0,3,4,0,0,0,0,4,14,0,9,0,0,22,48,0,28,0,6,84,39,7,15,0,5,66,42,3,40,0,8,91,24,12,48,0,5,83,8,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,15,178,22,157,5,23,389,0,0,3,0,0,5,0,0
LGA14850,8,0,3,0,0,13,7,0,3,0,0,8,52,5,18,0,10,81,80,9,56,5,8,160,87,5,66,3,3,165,114,17,119,10,21,283,147,25,242,17,17,452,48,16,104,5,13,184,0,4,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,18,0,7,3,0,36,569,84,629,47,76,1408,0,0,4,0,0,8,3,0,0,0,0,3,19,0,13,0,0,37,45,3,25,5,9,86,59,6,25,4,4,90,140,4,72,9,13,242,211,38,222,18,22,502,115,30,158,26,26,357,21,13,30,6,0,63,0,0,0,0,0,7,0,0,4,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,13,3,0,33,637,95,559,59,67,1420,5,0,0,0,0,6,7,0
LGA14870,8,0,3,0,0,12,0,0,3,0,0,8,47,3,13,0,9,72,64,5,63,9,20,162,48,16,48,3,4,121,38,6,43,4,10,98,16,4,24,3,0,45,4,0,20,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,6,0,10,0,0,14,239,40,235,17,46,574,3,0,7,0,4,12,0,0,0,0,0,3,8,4,5,4,0,25,46,0,27,4,6,86,31,3,22,0,9,60,65,11,47,3,10,129,64,0,64,3,22,157,22,8,35,6,6,78,0,5,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,15,246,36,226,20,55,575,4,0,0,0,0,4,3,0
LGA14900,36,9,14,0,0,55,17,0,6,0,4,31,277,20,75,23,46,435,151,43,162,31,31,418,158,46,238,26,39,504,312,74,431,47,83,941,512,146,840,113,178,1790,553,283,1134,197,248,2417,243,137,423,105,99,1006,33,27,83,19,27,188,3,4,13,7,0,31,0,0,6,0,0,12,4,0,0,0,0,9,11,3,11,0,0,34,72,22,105,35,26,262,2385,807,3548,609,797,8146,10,0,5,0,0,19,16,0,6,0,3,23,66,6,32,0,13,119,237,12,85,19,41,393,83,26,52,14,26,193,255,49,302,29,43,684,494,72,632,56,121,1379,796,224,1345,163,268,2789,615,290,1183,213,287,2581,189,155,447,89,124,1003,39,39,106,20,31,236,17,12,17,8,10,64,5,0,3,0,0,13,12,8,13,0,3,39,92,25,135,18,27,307,2922,914,4367,636,987,9831,9,0,10,0,4,23,24,0
LGA14920,5,0,0,0,4,17,6,0,3,0,0,13,30,0,21,0,4,51,44,3,31,0,0,92,14,0,16,0,0,35,17,4,29,5,0,49,12,0,9,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,12,5,0,25,139,17,130,17,11,312,3,0,5,0,0,12,0,3,0,0,0,3,15,4,18,0,4,38,30,0,11,0,3,48,18,8,17,0,0,39,21,3,28,0,4,65,11,3,34,0,3,54,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,3,0,27,108,26,131,11,19,295,4,0,6,0,0,8,0,0
LGA14950,8,0,8,0,0,14,3,0,0,0,0,0,7,0,5,0,0,10,9,4,6,0,0,15,0,0,4,0,0,6,4,0,4,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,25,5,28,7,0,62,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,7,7,0,4,3,0,17,7,0,6,0,0,10,4,0,9,0,0,16,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,26,6,30,3,0,65,0,0,0,0,0,4,0,0
LGA15050,16,0,4,0,0,16,9,0,6,0,0,14,100,0,38,14,0,163,110,11,90,8,18,240,82,11,99,16,25,231,170,24,174,13,20,401,298,46,353,23,59,779,168,53,377,28,37,669,32,12,70,6,8,128,0,0,8,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,24,0,29,0,7,64,1025,169,1244,106,186,2726,9,0,5,0,0,9,10,0,0,0,0,18,22,0,13,0,0,32,101,3,34,6,20,157,63,8,33,7,10,119,132,24,143,5,31,332,428,36,353,25,51,892,482,122,839,71,97,1613,71,22,117,13,17,242,11,3,20,6,8,42,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,3,17,4,6,54,1352,229,1576,140,229,3521,6,0,6,0,0,8,8,0
LGA15240,21,3,8,0,0,36,20,0,9,0,0,24,153,7,51,5,22,233,319,28,142,12,30,534,180,23,128,19,29,387,295,58,328,30,35,747,255,57,363,35,48,755,82,27,126,20,13,271,10,0,14,0,0,26,3,0,5,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,21,45,5,35,7,7,104,1393,205,1215,138,188,3139,6,0,10,0,0,22,9,0,4,0,0,15,55,0,22,0,8,84,167,3,60,6,18,245,143,7,66,6,16,235,287,15,165,22,40,530,396,49,423,37,85,993,236,70,336,44,46,725,35,24,54,8,10,138,3,5,5,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,6,51,4,29,3,3,92,1391,186,1170,128,235,3103,6,0,8,0,0,11,4,0
LGA15270,16,0,6,0,0,16,5,0,0,0,0,4,29,0,14,3,0,50,59,10,32,8,11,125,43,10,45,5,6,119,54,13,79,3,10,159,81,14,85,0,6,183,31,10,74,10,5,124,15,0,18,0,0,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,10,20,4,18,0,3,48,341,69,380,41,36,871,8,0,6,0,0,15,0,0,0,0,0,0,12,0,5,0,0,21,26,4,27,0,0,56,39,0,25,0,5,67,60,10,41,3,7,120,110,15,134,8,19,279,79,15,145,8,12,262,13,3,31,3,0,52,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,25,0,12,0,0,38,365,67,427,19,47,924,3,0,7,0,0,11,0,0
LGA15300,22,0,24,3,4,53,8,0,3,0,0,11,62,19,72,5,10,170,59,16,65,4,10,151,22,4,18,0,3,53,50,0,53,4,4,108,20,0,23,4,0,46,3,3,13,0,0,17,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,4,17,3,0,41,255,52,286,27,38,658,7,0,8,3,0,24,12,0,5,0,0,21,17,13,32,0,13,69,53,5,39,3,9,116,28,4,24,3,5,57,35,0,34,3,0,76,31,5,43,0,3,80,13,0,31,0,4,52,4,0,8,3,0,22,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,23,4,8,58,250,31,250,20,41,588,3,0,11,0,0,15,4,0
LGA15350,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,3,3,0,0,0,0,8,10,0,5,0,0,15,39,4,10,0,0,52,285,5,53,0,4,351,220,4,95,3,8,334,117,5,61,3,3,188,84,0,61,5,3,149,46,0,65,8,3,115,28,6,59,0,7,100,43,42,271,29,7,391,16,3,17,0,0,41,893,69,711,56,36,1762,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,11,6,0,6,0,0,17,150,3,25,6,0,180,268,0,81,3,4,358,223,4,101,12,0,341,126,5,69,12,6,216,78,6,60,3,0,155,41,4,61,8,5,118,87,49,295,63,11,504,19,3,19,4,0,45,1027,71,715,100,40,1953,0,0,0,0,0,0,0,0
LGA15520,18,5,13,0,0,34,13,0,0,0,0,13,33,0,15,0,0,48,38,3,20,0,8,69,25,0,9,0,0,36,37,0,25,0,7,68,13,0,27,0,3,48,6,0,13,3,0,19,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,6,0,0,17,187,12,136,3,18,367,9,0,7,0,0,19,0,0,4,0,0,3,24,0,16,0,0,42,18,6,18,0,3,46,21,4,7,0,0,33,34,4,17,0,0,57,34,0,30,3,0,68,27,3,35,0,0,66,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,0,0,17,190,12,152,8,11,375,5,0,3,0,0,5,5,0
LGA15560,3,0,9,0,0,12,7,0,0,0,0,7,22,6,9,0,0,37,11,4,14,0,5,29,0,0,7,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,17,57,11,49,5,9,122,0,0,0,0,0,5,3,0,9,0,0,8,9,0,8,0,0,26,22,0,19,0,0,49,5,0,9,0,0,20,6,0,7,0,0,13,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,14,55,6,66,5,3,143,6,0,0,0,0,3,3,0
LGA15650,5,0,5,0,0,10,3,0,0,0,0,3,23,0,8,0,0,38,36,4,39,7,3,84,32,10,42,3,10,95,49,3,51,3,14,122,61,7,86,4,3,169,59,14,118,6,5,209,4,0,16,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,18,0,0,27,292,41,393,25,42,792,0,0,4,0,0,3,0,0,0,0,0,0,9,0,3,0,4,17,38,0,25,7,4,71,59,3,18,0,5,89,97,13,91,0,16,223,112,18,163,7,19,318,32,12,45,3,5,92,0,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,24,362,47,377,22,51,868,0,0,0,0,0,7,0,0
LGA15700,11,0,4,0,0,17,10,0,7,0,0,11,67,5,20,8,8,97,50,5,19,3,5,84,39,8,41,0,3,89,50,7,56,3,5,130,49,13,71,3,6,136,9,3,15,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,12,292,43,234,19,26,614,5,0,5,0,0,11,0,0,0,0,0,0,27,0,4,5,0,35,41,4,13,3,6,67,29,0,12,4,3,49,43,0,45,3,9,96,81,8,79,6,14,192,42,15,62,9,4,129,8,0,11,0,0,19,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,22,299,36,240,27,40,642,0,0,5,0,0,9,0,0
LGA15750,16,0,6,3,0,28,7,5,5,0,0,16,52,0,33,6,4,92,49,0,49,3,11,122,28,5,31,0,0,56,18,8,31,0,8,59,16,3,33,0,0,54,10,9,20,0,3,42,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,11,0,16,0,0,32,208,28,233,20,21,512,6,0,10,0,0,25,0,0,7,4,0,5,32,0,15,0,4,45,29,5,24,0,3,59,21,0,17,0,4,51,19,4,25,3,9,64,35,3,35,0,3,82,41,6,50,5,3,100,9,0,3,3,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,0,0,14,203,31,198,18,27,478,10,0,7,0,0,20,0,0
LGA15800,4,0,4,0,0,8,3,0,3,0,0,3,22,0,7,6,7,36,17,8,19,0,0,45,3,0,5,0,4,15,7,0,7,0,0,11,4,0,3,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,72,11,45,6,8,136,5,0,4,0,0,6,0,0,3,0,0,3,7,0,4,0,5,18,15,0,18,4,0,50,9,0,14,0,0,23,9,0,16,0,3,34,6,0,8,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,12,71,0,72,11,7,166,0,0,3,0,0,6,4,6
LGA15850,5,0,5,0,0,12,3,0,4,0,0,3,32,0,14,0,0,57,19,0,32,3,0,61,6,3,20,0,4,30,8,5,5,0,0,24,0,0,4,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,13,90,12,87,4,8,202,4,0,0,0,0,7,0,0,5,0,0,7,5,0,9,0,0,10,24,0,16,0,0,42,9,6,10,0,0,23,17,3,17,0,4,53,14,3,7,0,0,27,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,87,19,72,6,12,189,0,0,3,0,0,3,0,0
LGA15900,29,0,5,0,0,39,19,0,10,0,3,28,188,4,44,5,11,248,203,14,95,6,15,329,213,15,93,11,6,339,520,26,306,19,44,923,1078,67,701,54,78,1975,705,62,603,46,47,1456,188,18,172,12,21,421,72,17,63,6,8,165,17,4,21,5,0,53,9,0,16,3,0,29,8,0,6,5,0,21,13,4,12,6,0,42,111,7,42,9,10,175,3366,247,2195,185,250,6245,16,0,0,0,0,18,16,0,3,0,0,16,60,0,15,0,9,86,172,0,32,4,16,228,127,3,42,3,13,183,265,10,115,8,19,411,834,34,488,31,70,1451,1501,96,965,81,118,2761,529,69,440,64,59,1161,148,20,133,18,16,338,60,11,47,3,4,124,22,3,28,3,0,64,9,4,10,0,0,26,11,0,15,4,3,35,69,11,33,0,8,126,3830,275,2365,225,324,7021,6,0,4,0,0,15,6,0
LGA15950,12,0,0,0,0,17,8,0,0,0,0,7,33,0,0,0,0,35,21,0,10,0,0,29,38,0,3,0,0,38,43,0,5,3,0,57,219,0,41,0,6,265,1042,7,192,15,14,1259,1227,8,298,21,29,1584,787,7,226,12,21,1061,404,14,208,11,21,661,217,10,161,17,7,413,123,3,106,10,11,249,175,21,209,58,10,467,72,4,46,6,4,133,4426,69,1513,153,123,6289,6,0,7,0,0,11,0,0,0,0,0,0,16,0,4,0,0,20,38,0,0,5,0,47,22,0,3,0,0,26,18,0,9,0,0,29,79,0,4,0,9,91,527,3,81,9,8,627,1166,7,242,17,19,1457,1223,9,427,18,10,1691,801,8,376,15,17,1215,378,7,280,24,19,710,242,11,171,15,18,455,332,39,416,101,45,932,70,6,36,11,0,121,4912,98,2046,205,153,7417,10,0,0,0,0,10,0,0
LGA15990,23,0,3,0,0,29,14,0,0,0,0,20,102,0,8,3,0,115,58,4,29,4,5,91,68,3,50,4,4,121,83,4,48,15,11,159,383,18,153,21,22,589,1468,42,678,58,49,2295,1342,55,774,72,81,2332,749,70,663,85,85,1654,437,65,618,73,61,1253,250,69,456,35,36,851,123,46,268,42,28,505,176,114,564,76,40,972,118,10,103,12,9,259,5401,512,4417,487,430,11246,19,0,3,0,0,25,12,0,3,0,0,10,45,0,11,0,5,63,73,0,10,4,0,87,31,3,15,5,0,49,58,3,36,5,7,111,104,10,87,7,9,219,651,14,234,20,14,938,1617,60,746,66,65,2553,1191,34,768,57,67,2117,763,62,689,73,80,1671,472,79,622,89,66,1326,255,74,495,61,51,943,408,209,1072,182,129,1991,134,20,89,17,19,286,5836,581,4871,584,508,12380,8,6,8,0,4,26,7,0
LGA16100,3,0,4,0,0,6,0,0,0,0,0,3,11,0,5,0,0,20,12,4,14,0,0,28,14,0,15,0,3,33,17,5,15,3,0,40,3,0,13,3,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,65,5,76,7,11,165,4,0,0,0,0,0,5,0,0,0,0,0,6,0,5,0,0,9,8,0,11,0,0,15,8,0,9,0,3,18,19,0,22,0,3,46,10,0,22,0,3,35,0,0,3,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,9,69,8,73,0,9,161,5,0,0,0,0,5,0,0
