LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA14400,2365,1576,964,1636,2196,2139,1669,1173,520,14242,7,0,4,4,0,0,0,0,0,25,3,0,0,4,7,0,0,0,0,10,0,0,0,0,0,3,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,11,16,15,8,7,9,0,70,7,12,11,16,11,8,7,9,0,73,891,610,444,518,594,627,300,108,45,4125,211,169,125,143,197,191,134,88,44,1311,3508,2390,1575,2346,3048,2999,2120,1376,616,19986,21,14,21,33,39,36,16,0,0,179,552,381,265,437,642,879,817,477,238,4687,0,0,0,0,0,0,0,0,0,0,31,25,21,17,30,39,38,29,8,241,0,0,0,0,0,0,0,0,0,0,984,598,436,568,729,825,642,356,120,5249,7,0,0,4,0,0,0,0,0,13,16,18,17,18,27,27,18,16,4,154,21,8,7,16,6,19,14,10,3,105
LGA14500,14456,8563,4014,8651,10563,7966,6369,4729,2679,67988,331,189,212,289,279,132,66,32,3,1525,151,90,137,115,111,86,39,12,0,743,715,647,214,364,704,638,276,196,84,3845,0,0,0,0,0,0,0,0,0,0,71,57,47,58,61,34,17,6,5,362,83,74,75,75,110,93,48,26,6,586,159,131,123,129,167,128,64,27,10,949,4860,4100,2213,3369,3983,2772,1481,866,331,23966,1548,1076,641,928,1122,894,605,483,346,7635,22512,15063,7869,14319,17462,13041,9105,6432,3485,109298,358,239,423,640,608,439,279,103,24,3112,4074,2694,969,2201,3624,2617,2654,2107,1313,22253,0,0,0,0,0,0,0,0,0,0,186,126,136,182,201,198,133,62,41,1247,6,4,0,0,4,0,0,0,0,16,5276,3148,1434,2693,3681,2461,1833,1273,567,22356,13,6,12,7,6,10,17,6,4,75,276,173,72,172,231,120,94,78,25,1246,13,8,3,20,14,7,8,4,0,81
LGA14550,960,567,415,627,974,1002,674,441,167,5830,4,0,3,6,0,3,0,0,0,22,9,0,0,4,5,0,0,0,0,14,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,9,14,5,6,18,17,16,3,0,0,73,13,5,5,18,21,18,3,0,0,89,537,274,222,252,348,394,112,49,25,2206,223,105,76,99,148,157,61,36,14,909,1756,951,735,1020,1531,1618,873,526,205,9223,20,5,8,20,20,20,16,0,0,111,139,123,93,129,246,310,260,144,70,1510,0,0,0,0,0,0,0,0,0,0,5,6,5,0,7,9,14,0,3,52,0,0,0,0,0,0,0,0,0,5,290,170,101,146,249,305,195,131,31,1624,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,14,10,15,0,8,18,8,7,0,0,68
LGA14600,1079,581,571,621,736,753,573,374,138,5428,0,0,5,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,5,216,76,101,70,60,53,16,18,11,614,111,61,58,46,48,65,35,39,20,489,1416,723,734,744,857,876,627,428,159,6573,0,3,5,4,0,3,0,0,0,20,246,115,166,132,191,255,173,150,57,1477,0,0,0,0,0,0,0,0,0,0,6,0,5,0,5,8,0,0,0,26,51,26,26,26,11,12,6,9,0,166,354,208,180,183,192,189,182,110,41,1625,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,4,0,0,0,22,4,0,0,0,0,0,0,0,0,13
LGA14650,22266,15448,12373,17278,19586,19427,14887,9952,3979,135195,81,40,98,69,54,36,19,7,3,412,99,52,118,58,53,34,12,9,0,430,12,8,10,14,11,12,8,4,3,81,3,3,5,3,4,0,0,0,0,16,11,4,20,15,7,6,6,4,0,67,50,60,91,91,86,61,25,9,0,474,59,69,111,103,97,65,37,16,3,554,9762,6166,5385,4913,4460,3575,1939,1024,400,37632,2720,1855,1349,1598,1773,1614,1178,864,427,13374,35173,23791,19628,24292,26325,24952,18130,11896,4816,189009,205,163,238,305,287,240,126,16,10,1590,5549,3838,3238,4862,6158,6543,6359,3808,1665,42012,0,0,0,0,0,4,0,0,0,4,766,499,359,500,616,605,585,359,142,4437,24,24,13,19,15,8,9,15,9,137,7803,5075,4243,5038,5531,5378,4564,2448,984,41067,9,6,7,3,14,24,28,22,15,121,237,138,173,202,210,169,161,104,44,1434,134,85,82,118,139,99,98,54,16,816
LGA14700,3822,2023,2282,2933,2699,2033,1460,931,598,18782,122,66,318,126,27,29,14,0,0,699,70,39,112,56,47,29,6,4,0,364,77,27,44,55,44,70,49,28,15,419,0,0,0,0,0,0,0,0,0,0,20,3,16,4,8,7,4,0,0,54,22,20,30,34,31,13,6,5,4,170,42,28,43,42,40,22,12,5,4,224,1398,994,1495,1320,1041,940,429,186,75,7874,362,293,420,353,282,264,167,119,62,2323,5973,3543,4877,5079,4303,3505,2170,1299,764,31512,115,63,236,203,142,115,64,20,14,975,836,366,431,669,742,565,520,338,217,4682,0,0,0,0,0,0,0,0,0,0,23,16,35,42,24,23,14,17,9,209,0,0,0,0,0,0,0,0,0,5,2293,1371,1174,1396,1378,912,651,353,176,9708,7,7,6,3,7,6,0,3,0,41,119,80,78,96,113,73,49,46,18,672,3,4,5,8,9,3,6,4,0,31
LGA14750,1911,1226,754,1104,1276,1007,821,478,164,8741,8,0,3,0,3,3,0,0,0,12,4,4,0,6,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,19,0,12,0,3,0,0,60,3,3,3,4,3,7,0,0,0,20,14,12,24,8,13,4,3,0,0,81,456,231,169,154,138,87,30,18,0,1288,211,128,110,103,95,82,52,47,16,850,2609,1605,1075,1385,1532,1190,909,540,190,11034,9,6,4,12,8,0,0,0,0,33,347,251,188,226,320,357,277,168,59,2199,0,0,0,0,0,0,0,0,0,0,10,7,9,7,6,3,7,7,4,57,39,35,21,15,19,5,10,0,0,146,865,601,406,438,518,460,343,257,69,3947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,16,0,4,0,6,8,3,3,3,0,32
LGA14850,4626,3235,2323,3134,4322,3941,2579,1814,745,26713,15,6,19,20,3,14,8,0,0,81,23,6,22,14,4,6,0,0,0,78,4,0,4,5,8,8,0,5,5,33,5,4,3,6,8,4,0,0,0,39,4,4,8,3,3,9,5,0,0,39,49,40,66,82,83,59,14,3,0,399,62,48,72,94,101,79,21,3,0,477,2717,1708,1378,1529,1505,1365,427,161,64,10858,868,555,465,519,524,439,207,134,54,3772,8416,5634,4370,5452,6629,5997,3288,2119,864,42766,72,38,63,104,95,129,64,7,0,564,706,565,408,664,1078,1101,953,545,292,6304,0,0,0,0,0,0,0,0,0,0,59,39,36,43,37,85,52,15,18,385,0,0,0,0,0,0,0,0,0,0,1732,1129,877,956,1258,1376,903,564,285,9084,4,4,0,5,4,14,6,3,0,37,4,12,4,8,22,9,6,4,0,70,29,21,19,18,26,36,30,13,3,198
LGA14870,2422,1548,1247,1768,2238,2196,1726,937,321,14405,6,0,9,5,3,0,4,0,0,27,16,4,6,3,0,0,0,0,0,36,0,6,0,0,0,3,3,0,0,11,4,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,5,12,10,14,16,13,3,0,0,79,8,16,10,15,16,10,3,0,0,88,888,550,405,412,433,353,211,86,12,3352,400,247,287,253,299,251,160,127,49,2080,3774,2381,1982,2499,3026,2854,2115,1147,384,20158,19,11,15,25,26,34,16,6,0,144,459,326,315,496,653,768,755,407,163,4347,0,0,0,0,0,0,0,0,0,0,54,30,31,34,34,44,39,27,6,295,42,26,25,19,10,8,0,5,3,141,991,621,530,523,682,705,584,328,103,5074,0,0,0,0,0,0,0,0,0,13,6,5,5,16,12,10,15,3,0,72,18,9,12,3,14,18,15,10,0,103
LGA14900,23631,15385,14657,16661,15887,11855,7448,4116,1246,110876,2009,1057,1750,1622,1363,613,241,103,6,8764,6692,3062,3298,2674,1945,1011,406,97,16,19200,6,4,9,9,7,13,6,0,0,42,0,4,0,0,0,4,0,0,0,6,151,65,177,100,45,39,18,11,0,606,837,604,533,429,375,239,156,44,6,3223,992,675,708,526,422,276,168,52,7,3832,3519,2536,2355,1881,1648,988,386,203,46,13561,3189,1988,2074,1768,1682,1248,768,455,187,13365,42251,26207,26392,27020,24756,17033,9749,5180,1562,180141,2003,1550,1624,1805,1935,1524,564,193,70,11269,2237,1642,1542,1995,2369,2091,1700,1073,399,15044,455,218,334,293,220,219,110,41,9,1903,561,347,351,351,328,276,175,79,32,2503,0,3,0,0,4,4,0,0,0,16,12472,8393,7224,7988,8275,6363,4423,2473,907,58521,18,11,24,18,9,22,16,7,8,143,2384,1557,1535,1911,1816,1292,897,498,113,11997,87,90,155,157,118,84,70,45,16,828
LGA14920,1053,591,527,726,858,951,743,445,154,6040,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,4,0,0,7,284,114,117,101,118,88,54,18,3,894,121,58,49,59,71,64,51,32,9,506,1457,777,693,883,1054,1104,855,489,167,7481,0,4,0,4,0,0,6,0,0,16,418,266,213,297,379,461,405,240,96,2781,0,0,0,0,0,0,0,0,0,0,6,3,4,6,0,12,10,0,0,37,0,0,0,0,0,0,0,0,0,0,344,169,185,180,228,254,204,109,37,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,6,3,10,0,3,0,39
LGA14950,493,228,178,312,370,365,269,177,83,2471,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,0,4,3,0,3,0,0,0,0,13,87,32,32,34,37,33,27,5,0,283,53,21,14,18,31,27,20,15,10,217,633,284,225,374,450,432,313,203,91,2997,0,0,0,0,0,0,0,0,0,8,57,38,37,52,77,104,87,52,21,525,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,244,100,74,94,121,112,84,49,27,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15050,10409,6346,6022,7257,7272,6329,4130,2454,935,51150,42,9,66,40,14,5,0,3,0,181,38,31,30,25,18,13,0,0,0,163,5,6,3,4,4,0,0,0,4,25,0,3,0,0,0,0,0,0,0,3,18,9,22,7,5,3,0,0,0,70,23,34,35,44,44,18,3,3,0,212,42,46,61,55,50,18,4,3,0,283,3217,1862,1798,1476,1104,812,286,129,35,10716,1041,694,621,662,600,486,272,204,75,4671,14827,9037,8648,9573,9121,7708,4713,2797,1055,67479,67,61,83,80,85,77,21,3,0,480,3240,1932,2034,2602,2626,2523,2209,1083,421,18661,0,0,0,0,0,0,0,0,0,0,316,163,202,190,204,168,121,53,18,1431,51,29,47,14,13,15,0,9,0,171,4960,2713,2514,2597,2691,2333,1581,868,334,20591,12,0,5,15,8,12,19,14,3,93,35,20,23,35,36,27,25,8,4,219,34,12,30,26,25,37,15,11,0,202
LGA15240,9052,5310,3930,6408,8730,10459,9945,6172,2110,62119,26,0,15,21,15,10,0,0,0,85,33,9,14,22,15,10,10,0,0,113,0,3,6,0,5,12,19,4,0,45,19,7,6,7,5,5,0,0,0,57,0,4,5,0,0,0,0,0,0,10,29,23,31,41,48,38,11,6,0,226,54,31,39,47,55,48,11,6,0,294,4009,2121,1542,1719,1908,1920,1301,572,186,15283,1502,765,559,697,891,979,865,617,428,7305,14753,8303,6163,9014,11755,13572,12167,7390,2725,85845,77,68,66,101,113,141,75,12,6,670,3047,1843,1373,2219,3203,4451,5383,3033,1291,25841,0,0,0,0,0,0,0,0,0,3,372,144,148,170,224,318,285,195,64,1926,3,0,0,3,0,0,0,0,0,13,2584,1613,1241,1660,2343,2669,2980,1600,531,17219,20,7,11,3,11,29,40,23,19,153,12,17,10,17,39,28,51,30,3,209,85,53,39,68,69,94,69,37,11,528
LGA15270,3040,1718,1516,2181,2411,2334,1902,1080,400,16587,4,0,3,3,8,0,0,0,0,17,6,6,8,5,6,0,0,0,0,31,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,12,4,5,15,12,9,3,0,0,69,13,4,8,20,14,10,3,3,0,80,1004,518,427,476,426,373,223,67,22,3537,456,257,197,275,238,224,187,97,42,1962,4529,2506,2178,2972,3124,2955,2329,1258,460,22322,26,6,24,18,23,21,9,6,4,138,1053,576,555,715,996,973,969,538,212,6590,0,0,0,0,0,0,0,0,0,0,43,18,35,29,48,36,20,15,4,254,0,0,0,0,0,0,0,0,0,0,1386,647,679,730,847,721,616,327,98,6048,0,0,0,0,0,0,0,0,0,0,0,8,8,12,16,7,12,5,5,68,15,10,12,14,14,16,16,9,3,111
LGA15300,2225,1219,1227,1434,1493,1236,877,430,142,10285,13,8,24,3,0,0,0,0,0,47,0,0,0,3,6,0,5,0,0,13,0,0,0,4,0,0,0,0,0,5,4,3,0,4,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,3,0,3,4,0,5,0,0,0,18,6,6,3,5,6,5,0,0,0,33,536,265,256,222,145,101,35,13,8,1582,359,192,188,196,173,160,102,50,15,1435,3144,1693,1703,1876,1827,1508,1018,498,168,13430,8,0,12,16,9,6,4,0,0,49,600,387,363,442,591,541,440,229,66,3646,0,0,0,0,0,0,0,0,0,0,32,13,17,12,26,17,13,10,0,145,0,0,0,0,0,4,0,0,0,9,936,430,457,447,504,377,306,162,40,3655,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,3,8,6,3,34,6,5,3,3,11,10,7,4,0,47
LGA15350,3271,1553,1773,2544,2521,2062,1601,939,618,16882,26,46,93,32,26,14,11,6,0,249,13,8,45,29,13,12,9,4,0,134,17,18,21,27,26,53,41,24,17,253,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,3,0,5,0,18,14,4,14,22,23,19,4,0,0,100,14,4,20,29,18,25,4,3,0,118,1168,747,987,1104,925,760,478,226,117,6521,481,317,472,471,391,336,236,124,76,2894,5022,2720,3482,4318,4015,3326,2396,1342,837,27454,31,19,75,86,70,63,38,14,5,403,953,462,401,650,888,722,866,481,289,5712,0,0,0,0,0,0,0,0,0,0,16,5,16,27,13,13,15,3,3,112,3,0,0,4,0,0,0,0,0,3,1405,763,759,970,1032,766,600,323,188,6805,0,0,0,0,0,5,0,0,0,5,93,53,45,80,90,58,39,31,16,496,5,0,4,8,6,0,0,0,0,26
LGA15520,1140,649,505,843,1131,1311,1178,698,200,7657,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,5,3,0,0,0,0,0,8,0,5,0,6,8,4,0,0,0,22,0,5,6,7,13,4,3,0,0,40,499,310,272,266,259,219,155,71,22,2074,225,121,87,125,133,152,141,79,28,1081,1879,1094,889,1249,1540,1693,1479,850,249,10919,8,0,13,13,7,4,4,0,0,56,239,121,97,186,325,405,452,297,130,2249,0,0,0,0,0,0,0,0,0,0,12,9,9,14,16,15,32,15,10,117,0,0,0,0,0,0,0,0,0,0,560,305,289,273,350,377,385,187,45,2779,4,0,0,3,6,9,7,3,0,36,0,0,0,0,0,3,7,0,3,21,0,0,3,0,3,3,6,5,0,14
LGA15560,552,310,244,352,484,409,319,184,55,2900,0,0,6,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,8,8,0,5,0,4,0,0,0,0,17,159,85,60,59,58,39,16,14,3,489,85,40,34,35,45,29,39,18,5,324,799,439,353,456,586,478,368,212,59,3756,0,0,0,0,3,0,0,0,0,8,132,73,80,85,143,142,105,67,25,859,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,240,153,124,137,141,131,102,63,15,1113,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA15650,2431,1522,1491,1601,1740,1403,841,474,145,11649,8,0,10,3,0,0,0,0,0,24,11,0,11,8,6,0,0,0,0,35,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,7,10,8,4,0,0,0,0,32,0,12,13,8,4,8,0,0,0,38,731,386,400,303,202,114,47,13,5,2203,410,260,291,287,212,145,74,58,20,1752,3601,2192,2238,2219,2177,1682,961,552,170,15790,10,9,18,16,14,8,5,0,0,74,875,516,496,598,775,673,502,288,95,4813,0,0,0,0,0,0,0,0,0,0,51,8,23,30,31,25,15,8,0,197,0,0,0,0,0,0,0,0,0,0,924,501,557,516,541,425,310,135,47,3944,0,0,0,0,0,0,0,0,0,3,0,3,10,0,8,9,0,0,0,27,17,8,11,10,7,9,0,0,0,62
LGA15700,1873,1052,731,1210,1868,2164,1895,1210,514,12522,0,0,5,8,7,8,0,0,0,26,3,0,0,4,4,0,0,0,0,17,0,0,0,3,5,3,0,0,0,14,6,5,3,5,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,4,10,13,21,16,3,5,0,79,4,9,19,22,21,17,11,6,3,109,1066,502,375,427,586,544,338,132,47,4020,352,173,139,167,252,261,194,127,62,1731,3313,1760,1288,1866,2799,3053,2448,1482,628,18646,24,14,13,23,43,44,21,3,0,186,449,276,205,349,546,748,863,504,232,4167,0,0,0,0,0,0,0,0,0,0,14,6,6,7,20,27,21,26,5,134,0,0,0,0,0,0,0,0,0,0,678,380,278,369,458,595,576,286,91,3715,0,0,0,0,0,0,4,0,0,15,3,0,8,5,3,11,4,0,3,28,36,29,17,28,26,38,24,10,4,210
LGA15750,2043,1079,1061,1317,1537,1385,1038,567,205,10238,0,0,0,4,0,0,0,0,0,10,0,0,3,0,4,3,0,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,3,4,0,0,0,0,17,0,0,0,3,4,0,0,0,0,15,559,262,247,193,196,103,50,21,8,1627,264,134,114,124,105,114,78,50,21,1005,2874,1481,1431,1644,1855,1610,1172,635,229,12930,9,5,0,17,11,3,0,0,0,50,672,417,408,459,627,663,549,304,103,4212,0,0,0,0,0,0,0,0,0,0,9,6,3,9,5,8,10,0,0,55,0,0,0,0,0,0,0,0,0,0,689,330,359,371,396,401,299,180,41,3069,5,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,0,0,6,0,0,0,0,3,6,0,6,0,15
LGA15800,834,442,411,482,683,669,492,381,143,4532,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6,0,0,3,5,0,4,0,0,0,15,261,115,103,109,92,64,38,15,3,799,135,54,54,54,74,61,47,38,17,528,1242,616,571,660,854,796,581,434,163,5906,5,0,4,5,4,4,0,0,0,20,194,114,90,146,192,250,228,111,62,1399,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,6,0,0,24,0,0,0,0,0,0,0,0,0,0,323,194,161,175,182,209,154,97,43,1535,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,7,0,3,10,0,6,3,3,0,39
LGA15850,1155,543,491,649,765,761,597,321,82,5366,3,0,0,4,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,5,0,4,0,0,0,0,0,14,4,0,0,4,6,0,0,0,0,19,271,84,93,77,55,67,25,15,3,690,134,67,41,56,55,47,32,37,4,472,1573,708,633,793,877,881,661,367,99,6587,3,0,3,4,0,0,0,0,0,15,242,139,145,172,237,280,272,141,66,1704,0,0,0,0,0,0,0,0,0,0,16,12,9,9,13,5,18,6,0,79,0,0,0,0,0,0,0,0,0,0,458,248,205,190,212,208,148,92,35,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
LGA15900,15297,12482,11948,12959,13987,12331,8959,6815,3243,98030,152,99,203,137,88,27,27,13,4,742,359,259,439,194,73,48,21,6,4,1393,13,17,13,13,13,21,5,6,0,105,0,4,6,3,4,0,0,0,0,16,17,13,21,11,6,3,8,4,0,80,39,86,122,93,85,62,26,8,0,523,60,106,152,113,91,63,29,10,0,625,7160,6723,7035,4675,3701,2716,1192,525,181,33912,2117,1962,1904,1526,1504,1190,736,646,424,12000,25309,21992,22060,19950,19710,16572,11030,8045,3863,148534,185,317,387,336,295,225,90,28,8,1873,3379,2547,2423,3299,3975,4055,3499,2070,1098,26353,0,0,0,0,0,0,0,0,0,0,432,303,356,334,347,335,278,188,85,2661,3,8,6,13,0,4,9,6,4,53,6309,4900,4450,4337,4798,4140,2909,1884,833,34568,16,13,10,5,19,8,13,10,5,101,418,274,242,308,371,368,290,283,81,2637,34,19,42,35,43,57,33,18,10,289
