LGA_CODE_2021,C11_0_14_SEO,C11_0_14_UOL_SE_Vw_w,C11_0_14_UOL_SE_Nw_Na,C11_0_14_UOL_SE_P_E_n,C11_0_14_UOL_SE_Tot,C11_0_14_LPE_NS,C11_0_14_Tot,C11_15_24_SEO,C11_15_24_UOL_SE_Vw_w,C11_15_24_UOL_SE_Nw_Na,C11_15_24_UOL_SE_P_E_n,C11_15_24_UOL_SE_Tot,C11_15_24_LPE_NS,C11_15_24_Tot,C11_25_34_SEO,C11_25_34_UOL_SE_Vw_w,C11_25_34_UOL_SE_Nw_Na,C11_25_34_UOL_SE_P_E_n,C11_25_34_UOL_SE_Tot,C11_25_34_LPE_NS,C11_25_34_Tot,C11_35_44_SEO,C11_35_44_UOL_SE_Vw_w,C11_35_44_UOL_SE_Nw_Na,C11_35_44_UOL_SE_P_E_n,C11_35_44_UOL_SE_Tot,C11_35_44_LPE_NS,C11_35_44_Tot,C11_45_54_SEO,C11_45_54_UOL_SE_Vw_w,C11_45_54_UOL_SE_Nw_Na,C11_45_54_UOL_SE_P_E_n,C11_45_54_UOL_SE_Tot,C11_45_54_LPE_NS,C11_45_54_Tot,C11_55_64_SEO,C11_55_64_UOL_SE_Vw_w,C11_55_64_UOL_SE_Nw_Na,C11_55_64_UOL_SE_P_E_n,C11_55_64_UOL_SE_Tot,C11_55_64_LPE_NS,C11_55_64_Tot,C11_65_74_SEO,C11_65_74_UOL_SE_Vw_w,C11_65_74_UOL_SE_Nw_Na,C11_65_74_UOL_SE_P_E_n,C11_65_74_UOL_SE_Tot,C11_65_74_LPE_NS,C11_65_74_Tot,C11_75_84_SEO,C11_75_84_UOL_SE_Vw_w,C11_75_84_UOL_SE_Nw_Na,C11_75_84_UOL_SE_P_E_n,C11_75_84_UOL_SE_Tot,C11_75_84_LPE_NS,C11_75_84_Tot,C11_85_over_SEO,C11_85_over_UOL_SE_Vw_w,C11_85_over_UOL_SE_Nw_Na,C11_85_over_UOL_SE_P_E_n,C11_85_over_UOL_SE_Tot,C11_85_over_LPE_NS,C11_85_over_Tot,C11_Tot_SEO,C11_Tot_UOL_SE_Vw_w,C11_Tot_UOL_SE_Nw_Na,C11_Tot_UOL_SE_P_E_n,C11_Tot_UOL_SE_Tot,C11_Tot_LPE_NS,C11_Tot_Tot,C16_0_14_SEO,C16_0_14_UOL_SE_Vw_w,C16_0_14_UOL_SE_Nw_Na,C16_0_14_UOL_SE_P_E_n,C16_0_14_UOL_SE_Tot,C16_0_14_LPE_NS,C16_0_14_Tot,C16_15_24_SEO,C16_15_24_UOL_SE_Vw_w,C16_15_24_UOL_SE_Nw_Na,C16_15_24_UOL_SE_P_E_n,C16_15_24_UOL_SE_Tot,C16_15_24_LPE_NS,C16_15_24_Tot,C16_25_34_SEO,C16_25_34_UOL_SE_Vw_w,C16_25_34_UOL_SE_Nw_Na,C16_25_34_UOL_SE_P_E_n,C16_25_34_UOL_SE_Tot,C16_25_34_LPE_NS,C16_25_34_Tot,C16_35_44_SEO,C16_35_44_UOL_SE_Vw_w,C16_35_44_UOL_SE_Nw_Na,C16_35_44_UOL_SE_P_E_n,C16_35_44_UOL_SE_Tot,C16_35_44_LPE_NS,C16_35_44_Tot,C16_45_54_SEO,C16_45_54_UOL_SE_Vw_w,C16_45_54_UOL_SE_Nw_Na,C16_45_54_UOL_SE_P_E_n,C16_45_54_UOL_SE_Tot,C16_45_54_LPE_NS,C16_45_54_Tot,C16_55_64_SEO,C16_55_64_UOL_SE_Vw_w,C16_55_64_UOL_SE_Nw_Na,C16_55_64_UOL_SE_P_E_n,C16_55_64_UOL_SE_Tot,C16_55_64_LPE_NS,C16_55_64_Tot,C16_65_74_SEO,C16_65_74_UOL_SE_Vw_w,C16_65_74_UOL_SE_Nw_Na,C16_65_74_UOL_SE_P_E_n,C16_65_74_UOL_SE_Tot,C16_65_74_LPE_NS,C16_65_74_Tot,C16_75_84_SEO,C16_75_84_UOL_SE_Vw_w,C16_75_84_UOL_SE_Nw_Na,C16_75_84_UOL_SE_P_E_n,C16_75_84_UOL_SE_Tot,C16_75_84_LPE_NS,C16_75_84_Tot,C16_85_over_SEO,C16_85_over_UOL_SE_Vw_w,C16_85_over_UOL_SE_Nw_Na,C16_85_over_UOL_SE_P_E_n,C16_85_over_UOL_SE_Tot,C16_85_over_LPE_NS,C16_85_over_Tot,C16_Tot_SEO,C16_Tot_UOL_SE_Vw_w,C16_Tot_UOL_SE_Nw_Na,C16_Tot_UOL_SE_P_E_n,C16_Tot_UOL_SE_Tot,C16_Tot_LPE_NS,C16_Tot_Tot,C21_0_14_SEO,C21_0_14_UOL_SE_Vw_w,C21_0_14_UOL_SE_Nw_Na,C21_0_14_UOL_SE_P_E_n,C21_0_14_UOL_SE_Tot,C21_0_14_LPE_NS,C21_0_14_Tot,C21_15_24_SEO,C21_15_24_UOL_SE_Vw_w,C21_15_24_UOL_SE_Nw_Na,C21_15_24_UOL_SE_P_E_n,C21_15_24_UOL_SE_Tot,C21_15_24_LPE_NS,C21_15_24_Tot,C21_25_34_SEO,C21_25_34_UOL_SE_Vw_w,C21_25_34_UOL_SE_Nw_Na,C21_25_34_UOL_SE_P_E_n,C21_25_34_UOL_SE_Tot,C21_25_34_LPE_NS,C21_25_34_Tot,C21_35_44_SEO,C21_35_44_UOL_SE_Vw_w,C21_35_44_UOL_SE_Nw_Na,C21_35_44_UOL_SE_P_E_n,C21_35_44_UOL_SE_Tot,C21_35_44_LPE_NS,C21_35_44_Tot,C21_45_54_SEO,C21_45_54_UOL_SE_Vw_w,C21_45_54_UOL_SE_Nw_Na,C21_45_54_UOL_SE_P_E_n,C21_45_54_UOL_SE_Tot,C21_45_54_LPE_NS,C21_45_54_Tot,C21_55_64_SEO,C21_55_64_UOL_SE_Vw_w,C21_55_64_UOL_SE_Nw_Na,C21_55_64_UOL_SE_P_E_n,C21_55_64_UOL_SE_To,C21_55_64_LPE_NS,C21_55_64_T,C21_65_74_SEO,C21_65_74_UOL_SE_Vw_w,C21_65_74_UOL_SE_Nw_Na,C21_65_74_UOL_SE_P_E_n,C21_65_74_UOL_SE_Tot,C21_65_74_LPE_NS,C21_65_74_Tot,C21_75_84_SEO,C21_75_84_UOL_SE_Vw_w,C21_75_84_UOL_SE_Nw_Na,C21_75_84_UOL_SE_P_E_n,C21_75_84_UOL_SE_Tot,C21_75_84_LPE_NS,C21_75_84_Tot,C21_85_over_SEO,C21_85_over_UOL_SE_Vw_w,C21_85_over_UOL_SE_Nw_Na,C21_85_over_UOL_SE_P_E_n
LGA16350,33066,3218,758,106,4081,1559,38706,22072,2960,94,40,3098,1214,26382,21007,3871,194,43,4112,1193,26314,20057,3861,269,44,4172,1025,25261,19257,3712,343,43,4094,946,24299,16142,3033,414,24,3477,737,20355,7751,1602,438,18,2061,456,10271,3623,709,332,15,1055,307,4987,1408,217,105,5,330,151,1894,144383,23183,2951,347,26477,7602,178465,34125,4135,1043,137,5313,1858,41287,22060,3406,124,39,3569,1524,27156,22538,5405,238,53,5702,2055,30295,19976,5398,346,48,5794,1692,27457,18700,4165,393,51,4608,1433,24735,17040,3417,554,38,4015,1172,22224,10916,2158,522,26,2703,853,14464,4243,1008,431,17,1459,426,6126,1707,266,159,6,434,181,2320,151294,29362,3803,418,33587,11182,196064,35966,6180,1195,335,7706,2446,46117,22548,4089,83,10,4182,1591,28321,24113,6336,264,10,6607,2258,32976,20867,8492,476,7,8978,1924,31767,19694,5185,538,16,5742,1422,26855,17765,3841,738,21,4594,970,23332,13044,2774,807,18,3602,772,17418,5744,1222,542,20,1782,644,8164,1676,291,234,6
LGA16380,12274,199,56,8,258,407,12944,6854,102,13,0,113,279,7249,5292,184,17,0,207,194,5690,7945,274,18,3,289,255,8495,9489,247,12,0,271,335,10092,9681,226,13,4,242,357,10284,8748,219,15,0,238,304,9282,5739,152,8,0,162,302,6208,2124,55,11,3,61,272,2452,68142,1663,158,17,1844,2708,72694,12107,329,76,11,412,577,13101,6948,156,12,7,177,404,7528,5875,321,28,0,346,405,6629,7259,412,30,6,449,397,8106,9258,301,19,10,333,566,10152,10319,279,21,3,301,643,11263,10656,262,16,9,295,832,11785,6216,176,16,3,190,589,7000,2626,97,11,4,112,246,2977,71260,2330,234,56,2617,4662,78541,12595,539,119,24,679,587,13860,8145,244,9,0,254,398,8803,6692,538,32,6,574,369,7637,7566,665,42,6,704,383,8655,9543,480,38,0,516,387,10452,11248,319,40,0,364,457,12073,12361,250,35,0,287,535,13187,8074,180,14,0,200,415,8690,3015,81,19,0
LGA16400,11915,207,58,9,268,442,12628,7104,149,3,3,155,331,7589,5680,224,13,0,233,271,6188,7501,275,21,7,305,317,8120,8231,275,31,4,311,389,8933,8162,259,19,0,280,393,8833,6625,254,18,5,285,361,7271,3433,130,27,0,161,277,3868,1130,38,8,0,52,200,1381,59779,1808,205,26,2047,2980,64807,11472,285,88,12,382,659,12513,7009,145,12,7,163,467,7637,5860,295,31,0,329,497,6684,6979,359,17,5,380,482,7842,8310,301,31,7,342,592,9244,8716,294,27,3,318,639,9667,8430,296,22,5,321,731,9484,4069,208,23,5,242,485,4799,1357,56,14,0,71,248,1681,62207,2237,259,49,2550,4802,69556,11830,385,104,20,509,552,12890,7375,208,20,0,222,343,7935,6250,418,35,0,452,340,7049,7010,496,40,0,540,328,7877,8454,389,32,0,420,395,9271,9937,337,35,0,368,455,10759,10136,333,31,0,366,558,11058,5845,227,29,4,267,452,6564,1540,68,12,0
LGA16490,9392,704,205,38,943,452,10784,5803,496,17,7,522,313,6638,5487,972,56,7,1034,338,6857,7016,972,60,18,1048,367,8439,7010,741,61,4,811,379,8201,5142,617,99,11,725,287,6153,2486,443,106,11,567,124,3180,1077,254,117,5,378,86,1543,398,70,40,0,110,37,550,43817,5269,759,107,6141,2389,52341,9275,750,229,32,1010,676,10963,5794,524,21,5,546,419,6757,5742,1292,52,14,1353,571,7664,6167,1147,39,3,1190,533,7893,7405,853,78,15,949,598,8955,5726,655,104,7,768,476,6972,3362,450,88,9,547,357,4268,1297,290,115,6,408,167,1870,460,85,67,5,153,74,682,45219,6048,786,99,6932,3878,56027,10335,1155,241,60,1461,563,12359,5890,649,13,0,663,280,6836,6976,1832,40,6,1881,497,9347,6976,1581,42,4,1633,401,9004,7739,1042,62,0,1106,354,9200,6850,671,106,4,783,389,8022,4366,522,112,5,635,285,5281,1912,326,103,4,430,133,2475,511,125,70,0
LGA16550,14268,3085,888,92,4068,1168,19505,10395,7508,493,66,8066,1663,20122,14351,7423,292,48,7763,2227,24346,13187,4898,266,35,5203,1581,19968,10171,3985,460,48,4492,1159,15819,7628,3168,623,33,3823,866,12315,4875,2062,739,29,2830,571,8282,3302,1291,797,10,2098,453,5861,1742,464,312,9,781,249,2772,79914,33882,4872,377,39130,9942,128990,15080,3686,948,108,4745,1136,20965,10852,9435,1058,41,10537,1743,23126,15095,8508,464,45,9024,2451,26571,13020,5855,260,31,6152,1827,20992,10960,4278,422,22,4723,1318,17001,8214,3186,651,33,3880,1007,13095,5856,2377,672,30,3078,826,9760,3097,1522,830,22,2373,499,5967,1782,608,380,15,1001,395,3179,83953,39458,5690,357,45511,11201,140659,15081,3848,686,226,4755,823,20665,11106,4079,120,7,4198,868,16173,15817,7001,237,7,7239,1517,24573,12853,6072,252,10,6334,1155,20345,12118,4199,282,4,4483,863,17468,9480,3428,533,13,3973,636,14085,6725,2602,779,8,3393,550,10665,3977,1703,746,9,2448,479,6904,1611,630,489,13
LGA16610,4370,30,14,0,48,176,4588,2353,42,4,4,41,83,2482,1879,28,10,5,40,69,1996,2345,48,13,0,62,97,2504,2899,57,11,0,68,99,3063,2889,70,6,0,74,106,3077,2109,49,10,0,59,115,2284,1349,36,9,0,44,82,1476,471,24,6,0,24,68,566,20677,390,63,11,465,904,22038,4010,37,14,3,56,306,4367,2394,28,0,4,34,199,2623,1788,46,7,0,55,140,1985,2177,67,7,3,83,211,2470,2619,72,4,0,76,242,2941,3014,38,9,0,51,241,3304,2554,44,8,3,54,204,2807,1505,38,0,0,39,132,1677,568,12,6,0,15,43,637,20626,394,55,16,453,1724,22805,3730,94,15,9,122,462,4316,2259,42,0,0,42,271,2571,1960,115,8,0,126,212,2296,1968,77,5,0,91,274,2336,2464,86,6,0,87,257,2811,3003,66,3,0,75,249,3330,3012,53,3,0,56,219,3296,1655,31,3,0,32,167,1857,649,17,8,0
LGA16700,10797,4200,1361,126,5691,628,17122,6699,6489,542,55,7088,715,14506,7135,8467,471,49,8978,756,16870,8105,5992,638,29,6656,504,15266,7400,4867,991,34,5885,464,13753,6180,3215,1052,26,4293,361,10838,3950,1736,962,28,2725,231,6901,3254,889,868,18,1775,255,5287,1791,222,271,16,506,208,2501,55309,36079,7144,386,43608,4119,103040,10785,5353,2007,167,7526,657,18961,7463,6900,708,33,7637,630,15739,7276,12031,915,51,12995,907,21180,7342,8339,774,48,9157,660,17163,7302,5468,1112,40,6615,534,14451,6200,3889,1659,30,5584,438,12213,4388,2337,1232,28,3591,326,8318,2789,1171,1061,28,2259,261,5311,1895,391,430,9,832,245,2973,55444,45867,9905,433,56206,4653,116304,10965,7044,1709,533,9285,716,20967,8092,5721,204,6,5930,478,14501,8864,13041,866,14,13923,934,23722,7688,11928,898,11,12837,738,21266,7769,5939,1052,12,7003,456,15232,6809,4814,1904,11,6727,453,13994,4947,3084,2129,15,5230,327,10500,2982,1382,1187,9,2576,285,5836,1626,480,619,8
LGA16900,12382,675,129,20,826,360,13562,7769,528,20,10,559,230,8556,6256,733,33,3,779,210,7241,7512,1008,55,8,1065,206,8783,7891,917,71,8,996,218,9108,6001,894,167,21,1077,196,7274,4116,608,231,12,845,160,5125,2194,434,249,10,689,152,3034,690,95,88,0,185,42,923,54806,5893,1032,95,7024,1775,63607,12211,673,172,13,859,537,13607,8098,517,20,4,541,346,8992,6905,691,32,13,732,370,8013,7193,987,45,14,1048,372,8611,7712,1015,73,17,1099,431,9241,7067,882,136,15,1033,410,8508,5136,772,220,12,1004,389,6527,2669,446,228,4,675,235,3582,963,175,140,0,318,94,1374,57950,6157,1063,95,7316,3193,68460,12965,794,131,46,966,680,14618,8449,586,26,3,611,343,9409,8416,747,42,4,788,382,9585,7821,1096,48,0,1145,374,9343,8241,1053,66,6,1119,309,9674,8352,892,132,7,1035,283,9667,6432,875,235,0,1112,282,7827,3444,473,212,6,692,321,4452,1032,179,119,7
LGA16950,15271,246,78,13,336,794,16400,9209,177,14,3,188,623,10021,6982,265,15,0,281,566,7825,9320,362,33,3,398,586,10310,11799,413,41,10,460,677,12943,12616,484,50,6,541,546,13701,10599,559,68,12,634,480,11710,6474,350,59,3,408,447,7329,2210,97,12,0,113,243,2568,84487,2936,361,54,3355,4972,92808,14895,404,124,10,539,885,16320,8924,219,22,5,244,760,9930,7936,479,40,8,522,851,9312,8700,519,49,5,569,818,10087,10914,469,46,10,517,865,12300,13781,519,53,9,582,990,15352,13264,618,66,12,698,1022,14977,7075,419,68,3,493,640,8209,2660,114,35,0,153,352,3163,88146,3764,494,53,4315,7189,99649,15326,669,154,39,862,1154,17341,9110,326,17,8,343,763,10221,9253,758,46,5,809,971,11029,9261,905,65,5,976,887,11131,10847,572,62,0,640,814,12301,14669,543,64,8,612,807,16093,15665,572,80,9,664,754,17085,8774,438,55,7,495,555,9829,3028,154,44,0
LGA17000,4766,85,29,5,120,146,5030,3091,75,9,0,84,117,3291,2677,109,20,3,130,105,2911,3146,125,8,0,131,113,3386,3052,81,7,0,83,130,3264,2289,49,6,0,55,108,2453,1237,22,0,0,20,57,1325,706,13,7,0,15,42,759,254,0,0,0,3,13,265,21216,556,79,8,644,833,22697,4413,91,39,0,133,319,4861,2915,59,10,0,70,167,3154,2557,129,16,0,144,200,2904,2684,149,13,0,159,215,3058,3006,95,13,5,105,224,3337,2468,65,10,0,76,209,2750,1525,39,3,0,38,178,1746,738,15,0,0,12,91,845,292,5,4,0,10,36,346,20599,650,101,7,759,1636,22990,4708,101,30,5,136,234,5076,2918,103,4,0,109,267,3295,2851,155,17,0,170,201,3219,2671,171,23,0,199,159,3030,3024,127,10,0,136,176,3337,2818,73,17,0,85,180,3079,1989,47,7,0,55,108,2153,955,18,4,0,15,59,1033,328,3,0,0
LGA17040,3408,106,26,0,133,262,3803,1987,88,5,0,93,200,2280,1662,96,10,0,111,188,1956,2316,124,10,0,134,257,2708,2720,156,8,3,172,239,3131,2355,141,4,0,149,149,2654,1544,134,6,0,143,88,1778,826,85,8,0,99,51,976,346,34,6,0,41,25,408,17169,970,84,18,1071,1451,19687,3132,103,18,6,116,214,3463,1945,91,11,4,110,195,2250,1809,127,38,4,163,259,2232,2090,112,8,3,127,248,2463,2574,165,11,5,177,283,3042,2541,129,8,0,135,214,2896,1942,138,6,0,144,182,2274,919,90,6,5,109,122,1145,334,35,3,0,42,85,459,17289,987,113,19,1124,1807,20216,3160,139,31,11,186,208,3553,2092,85,10,0,93,174,2353,2176,284,49,0,327,306,2807,2007,209,11,0,224,237,2473,2625,142,12,0,158,234,3013,2800,139,13,5,153,228,3182,2170,105,11,0,111,162,2449,1162,88,3,0,96,91,1349,394,46,3,0
LGA17080,2653,75,10,0,81,99,2836,1406,27,3,0,32,78,1513,1263,53,9,0,58,109,1426,1643,73,8,0,84,78,1801,1932,68,0,0,66,69,2068,1830,40,13,0,51,69,1947,1357,45,9,0,60,60,1475,798,23,8,0,31,40,870,314,14,7,0,25,17,349,13195,418,57,4,475,618,14293,2364,65,3,0,78,169,2607,1286,31,7,0,35,110,1433,1170,84,23,0,109,165,1444,1354,91,5,0,96,175,1625,1679,60,4,0,64,195,1931,1891,53,8,6,62,202,2160,1584,31,12,0,42,155,1782,826,36,3,4,38,117,986,315,8,5,0,17,97,430,12480,457,68,11,533,1386,14398,2405,99,12,0,116,223,2745,1328,44,0,0,45,106,1483,1198,104,15,0,120,156,1465,1387,116,12,0,126,174,1693,1583,88,11,0,96,154,1837,1974,85,4,0,84,149,2210,1752,45,3,0,53,115,1915,998,30,4,0,34,111,1141,361,12,3,0
