LGA_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
LGA17750,8,7,0,4,21,4,9,0,0,14,16,7,6,3,30,5,5,0,3,21,17,9,8,7,32,54,43,9,16,118,73,59,23,15,174,121,107,45,27,298,410,435,236,86,1169,435,471,258,88,1244,330,448,198,66,1041,175,260,137,57,631,181,257,142,46,626,68,90,47,20,223,255,300,178,90,825,31,22,11,5,70,2182,2537,1297,519,6536,5,9,0,4,17,4,0,4,0,4,0,3,3,0,12,4,7,0,0,4,21,13,7,0,43,17,17,9,7,53,55,26,23,9,106,72,79,32,19,201,329,287,157,69,841,384,422,208,79,1094,380,457,204,83,1120,292,352,180,36,862,275,356,184,50,866,155,220,123,43,545,259,292,178,72,798,26,25,9,4,65,2277,2573,1316,479,6644,7,5,3,0,12,5,6,4,0,7,4,4,3,0,6,9,3,0,0,7,10,8,3,13,30,14,10,5,4,31
LGA17850,3,0,0,0,3,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,5,0,0,5,4,7,4,0,19,6,0,0,0,16,10,7,0,0,20,27,20,19,6,78,12,20,6,0,48,17,15,4,0,35,0,7,3,0,17,6,3,3,0,18,0,0,0,0,0,14,20,14,6,58,0,5,0,0,3,116,114,62,26,319,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,6,0,0,0,4,8,7,3,0,21,21,19,16,0,61,16,21,9,0,49,16,15,4,0,38,9,7,7,0,22,6,5,7,0,20,6,12,0,0,16,18,18,16,4,58,5,4,0,0,3,113,115,67,8,315,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,3,0,0,0,5,0,0,0,0,5,3,3,0,6,14,4,4,4,0,7,4,0,0,0,3,18,18,0,3,30,15,8,5,4,34,12,20,11,4,42,48,27,21,14,116,20,13,16,7,61,17,19,3,7,44,13,7,5,7,34,9,11,5,6,26,8,4,3,0,12,32,23,16,12,88,6,5,0,0,16,204,165,98,63,533,0,0,3,0,7,4,0,0,0,5,3,0,0,0,4,0,0,0,0,4,9,9,3,0,15,5,0,0,0,6,17,6,5,5,26,12,9,6,3,29,29,27,15,10,80,19,24,4,4,55,15,15,9,3,48,14,11,3,0,24,7,6,4,0,23,5,5,4,8,16,17,27,15,16,76,0,5,0,0,6,151,145,75,47,423,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,4,0,0,7,4,8,0,0,19,4,6,8,0,20,27,23,11,5,69,13,20,6,0,41,9,7,7,5,34,11,4,0,0,17,9,3,5,0,19,0,0,0,0,3,19,23,10,0,53,0,3,0,0,6,109,107,59,16,295,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,5,0,4,0,8,0,0,0,0,7,12,12,7,5,32,19,18,9,0,43,9,12,9,5,40,8,8,12,0,30,4,6,5,0,14,8,0,5,0,12,13,23,5,12,59,0,0,0,0,4,84,88,53,27,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
LGA18020,0,3,0,3,12,0,0,0,0,0,8,6,3,0,17,4,7,3,0,13,3,3,3,3,13,22,23,11,4,61,28,36,6,9,75,29,28,16,16,94,56,73,42,16,183,31,41,26,11,112,13,28,16,6,66,13,6,11,0,34,9,13,11,0,30,3,3,0,0,7,42,74,41,15,178,4,0,0,3,13,273,346,199,88,909,4,0,0,0,4,0,0,0,0,5,0,0,0,0,3,4,0,0,0,3,10,6,6,0,16,8,5,3,6,14,8,8,5,4,31,21,28,15,6,67,60,48,31,12,154,28,52,23,9,105,29,48,21,7,100,17,18,9,6,54,15,14,7,0,35,7,12,6,0,22,37,60,28,19,143,9,7,3,0,12,251,300,161,64,780,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,3,0,11,3,4,0,0,12
LGA18050,22,18,5,0,37,5,0,0,0,9,8,7,5,0,20,9,9,0,0,17,12,16,4,0,31,32,11,4,3,48,34,29,5,6,78,72,59,7,0,134,211,154,41,7,422,250,200,57,13,519,258,201,70,12,540,377,475,203,37,1095,437,555,194,39,1225,403,503,193,26,1120,237,336,128,30,731,33,38,7,4,89,2402,2614,918,185,6123,5,9,0,0,16,0,0,0,0,4,8,7,0,0,11,6,3,0,0,7,9,0,0,5,12,21,10,0,0,33,32,18,4,0,52,54,26,14,5,92,182,113,32,4,327,188,151,35,15,393,251,225,56,9,544,231,194,58,11,503,449,483,171,23,1130,874,1245,466,92,2672,299,378,161,45,888,21,32,15,5,68,2631,2903,1011,209,6755,13,8,5,0,26,6,0,0,0,6,4,0,0,0,7,3,7,0,0,7,3,4,0,0,10,3,11,0,0,19
LGA18100,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,5,0,3,0,10,4,5,0,0,21,10,11,4,3,28,7,8,9,8,32,38,21,18,6,85,16,14,11,7,51,14,16,6,0,38,3,4,5,0,7,6,6,3,0,13,0,0,0,0,5,20,30,6,3,56,0,0,5,0,6,132,125,82,28,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,3,0,0,0,0,5,6,4,0,0,9,11,11,0,3,24,28,18,19,0,65,12,21,9,0,42,17,11,9,5,41,10,4,7,0,27,4,11,3,0,21,4,12,9,3,21,12,18,9,3,41,0,0,0,0,3,106,111,69,23,320,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,4,0,0,0,0,0,0,4,0,0,9,5,5,0,0,10,5,0,0,0,5,5,10,6,0,26,10,7,10,6,39,24,25,4,7,65,43,45,32,14,132,43,41,23,13,112,26,31,20,5,79,13,20,7,3,38,11,23,11,0,41,0,7,7,0,16,47,41,23,7,119,4,4,3,0,12,239,266,139,63,709,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,5,0,9,5,3,0,0,10,7,5,4,0,20,22,15,3,8,47,46,47,23,9,124,36,38,12,3,90,30,33,23,4,93,15,30,11,0,57,12,28,13,3,63,13,17,8,0,40,31,49,31,6,113,3,9,4,0,14,229,268,137,38,675,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,4,0,0,10
LGA18250,25,25,6,0,54,14,9,5,0,24,29,23,0,0,55,11,12,3,0,26,28,16,5,0,48,47,33,8,0,89,77,61,12,3,155,114,97,26,5,243,364,271,44,10,695,348,286,77,12,727,297,255,79,7,640,538,791,312,49,1694,586,818,265,36,1712,574,866,292,43,1776,349,473,214,45,1081,33,31,11,5,72,3430,4066,1357,228,9084,39,29,3,0,69,10,10,0,0,19,7,16,3,0,24,12,9,0,0,23,24,18,5,3,49,40,32,9,0,78,77,52,13,0,147,93,69,8,0,172,333,234,42,12,621,339,286,66,16,703,480,396,86,18,978,324,360,77,3,765,632,717,180,34,1565,1064,1911,689,87,3751,460,539,207,46,1250,29,30,14,0,76,3971,4693,1401,228,10291,33,26,0,0,62,8,9,0,0,18,10,11,0,0,12,0,9,0,0,11,13,7,0,0,27,24,23,6,0,53
LGA18350,7,5,0,0,14,0,5,3,0,7,7,6,0,0,16,5,4,0,3,15,10,7,0,4,23,26,20,6,0,65,60,38,19,9,127,100,110,38,21,269,284,346,153,55,844,271,326,148,65,808,209,278,111,41,637,149,216,126,43,535,153,202,101,30,488,58,84,32,12,187,204,257,174,74,703,18,31,7,9,54,1567,1932,917,358,4782,10,4,0,0,14,0,7,0,0,6,9,6,0,0,10,4,5,0,0,3,11,9,5,0,30,17,19,5,0,40,30,26,7,4,74,64,46,17,7,139,251,236,105,29,626,269,288,149,37,745,284,340,127,46,794,173,242,92,42,548,200,256,114,37,603,158,226,132,31,550,242,299,145,58,743,20,24,7,4,56,1751,2015,914,299,4982,8,9,3,0,22,4,0,0,0,7,4,0,0,0,4,0,3,0,0,7,6,6,0,0,16,4,0,3,0,16
LGA18400,7,4,0,5,20,0,4,4,0,11,3,3,4,4,15,5,4,3,4,12,9,8,3,0,23,17,24,14,8,63,66,34,27,15,142,84,81,48,27,241,280,330,206,70,891,319,429,205,84,1039,284,373,181,66,905,215,336,153,43,753,258,392,154,48,848,85,158,71,16,327,254,312,167,78,810,46,59,25,8,140,1931,2563,1267,481,6247,4,4,0,0,13,0,0,0,4,5,6,0,4,0,13,5,0,0,0,7,6,9,4,0,21,14,11,16,6,46,34,23,13,8,77,54,40,20,17,128,258,229,114,59,655,311,371,189,82,952,365,494,237,74,1174,280,390,179,61,916,350,500,232,51,1130,230,410,204,67,921,250,302,192,84,825,31,36,16,7,83,2202,2820,1421,515,6962,6,13,4,0,26,0,0,0,5,6,0,3,0,0,4,0,0,0,0,0,10,8,8,0,18,12,7,4,3,28
LGA18450,37,34,6,0,84,9,16,8,0,41,51,31,13,5,103,30,28,12,7,74,69,46,25,5,133,207,148,52,29,437,311,185,97,29,627,400,375,164,69,1010,1372,1287,507,163,3337,1206,1643,620,169,3641,1144,1469,519,147,3280,819,1273,529,130,2755,960,1479,465,119,3021,365,518,225,65,1173,872,1148,529,203,2748,92,96,37,24,248,7937,9795,3807,1172,22712,32,32,14,10,78,7,11,6,3,27,34,16,8,6,66,17,11,4,3,28,76,78,37,20,210,115,84,25,21,246,209,156,52,34,450,334,251,101,60,735,1186,1001,369,146,2698,1193,1389,520,194,3294,1320,1640,558,154,3672,1000,1373,516,124,3016,1051,1663,558,133,3417,760,1415,587,150,2908,871,1153,483,163,2674,46,81,30,14,180,8252,10353,3871,1225,23697,22,15,15,8,56,9,8,0,0,14,8,16,10,0,33,15,0,4,4,21,26,23,15,7,77,58,44,10,11,117
LGA18500,21,8,4,0,33,0,0,0,0,5,3,4,3,0,13,0,7,4,0,11,4,3,8,0,18,6,15,0,0,21,25,15,5,4,46,35,32,10,0,84,121,86,26,9,240,143,112,31,10,287,169,106,45,13,330,320,391,181,32,932,376,435,149,37,1006,460,544,203,39,1241,220,314,164,50,756,19,33,14,0,59,1935,2103,847,199,5077,12,13,0,4,30,0,3,0,0,11,0,3,0,0,3,0,0,0,0,4,6,0,0,0,8,0,5,0,0,8,11,10,5,0,20,27,19,8,0,52,92,68,15,3,177,120,72,23,6,222,168,139,24,10,331,149,134,47,6,335,339,374,128,36,884,931,1116,474,80,2602,273,337,174,40,821,16,31,12,0,59,2141,2317,915,188,5564,10,14,3,0,27,8,0,0,0,8,0,4,0,0,6,5,0,0,0,7,0,4,0,0,4,5,7,0,0,10
LGA18710,0,0,0,0,0,4,0,0,0,4,0,4,3,0,10,6,0,0,0,5,3,3,0,0,11,8,4,4,6,20,14,12,3,0,30,23,26,13,0,66,89,96,55,16,260,94,103,42,21,264,95,121,58,21,295,79,111,63,11,256,101,142,56,18,318,57,79,36,9,183,73,108,52,28,262,0,3,4,0,10,643,819,389,134,1987,0,4,3,0,4,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,4,3,0,14,14,6,0,0,24,21,20,3,0,44,72,64,35,13,182,72,96,49,18,234,102,97,64,17,273,79,131,40,6,252,99,158,61,15,331,117,212,86,16,439,75,93,64,25,259,6,6,11,0,15,653,885,426,115,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,0,0,9
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,5,8,3,0,12,13,11,0,3,33,9,7,3,0,17,3,4,0,0,7,5,5,0,0,9,0,0,0,0,3,0,0,0,0,0,7,7,9,0,27,0,0,0,0,0,52,48,15,3,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,3,0,24,0,4,0,0,9,4,4,3,0,15,4,0,0,0,8,3,0,3,0,8,6,7,0,0,11,4,9,0,0,20,0,0,0,0,0,33,42,16,3,98,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
