LGA_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
LGA15950,3,0,3,0,12,40,291,541,407,1246,1287,27,3859,0,0,7,19,18,73,69,38,28,53,41,8,366,0,0,3,0,12,87,246,193,139,303,139,18,1139,0,0,0,0,3,16,24,20,16,46,38,9,175,3,0,6,4,22,132,223,80,328,126,77,11,1017,0,0,16,36,21,69,82,33,59,55,24,6,424,0,0,0,3,5,5,10,0,8,9,6,4,53,0,0,0,0,0,3,5,10,13,25,29,4,96,49,6,40,134,85,200,211,117,58,95,73,37,1107,0,0,5,6,0,4,0,0,0,0,0,639,660,67,9,85,215,174,629,1173,1038,1055,1957,1711,778,8889,4,0,0,4,4,18,69,77,62,224,485,62,1000,0,0,0,3,0,14,26,9,13,21,25,9,124,4,0,3,0,0,41,117,108,169,455,271,70,1240,0,0,0,0,6,8,22,27,44,97,120,6,322,4,0,3,6,17
LGA15990,14,0,13,12,4,161,1063,1458,735,1666,1272,100,6493,6,0,13,51,78,310,296,143,61,89,53,27,1127,14,0,6,15,51,368,887,535,300,593,155,38,2969,3,0,5,4,15,44,116,94,68,105,40,31,520,12,3,14,44,111,371,504,148,494,193,88,52,2034,5,9,80,205,184,441,346,113,109,83,37,34,1643,0,3,9,9,12,41,56,24,20,15,15,20,232,0,0,0,0,5,21,36,35,21,42,34,22,223,179,30,296,1480,874,1810,1145,336,209,191,175,293,7017,9,0,8,36,18,25,12,11,4,5,0,1395,1519,251,39,442,1863,1345,3586,4463,2893,2019,2976,1870,2005,23764,12,3,8,10,17,131,593,749,678,1505,1824,597,6131,7,3,12,20,26,165,313,178,131,181,111,160,1319,23,6,22,33,68,516,1924,1616,1774,3206,1312,841,11333,0,0,5,0,13,57,217,225,191,393,307,126,1543,22,13,27,50,130
LGA16100,3,0,7,3,4,23,31,27,10,13,9,5,126,4,0,0,3,3,6,15,3,0,0,0,0,32,0,0,0,6,3,26,33,8,0,4,0,3,92,0,0,0,0,0,6,4,0,0,0,0,0,16,0,0,0,0,6,20,27,0,3,0,0,5,67,0,0,6,9,14,5,5,5,0,0,0,0,40,0,0,0,0,5,0,6,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,9,81,19,42,7,0,0,3,0,15,178,0,0,0,0,0,0,0,0,0,0,0,35,36,8,3,23,102,53,139,123,45,18,21,8,58,600,0,0,0,0,0,13,29,31,14,23,4,16,130,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,25,71,33,12,18,5,22,180,0,0,0,0,0,3,4,8,0,0,3,0,21,0,0,0,4,10
LGA16150,0,0,0,4,11,62,234,238,99,139,59,10,859,0,0,3,3,10,41,17,13,3,11,0,0,106,0,0,0,7,8,94,157,103,39,64,14,16,503,0,0,0,4,3,13,27,12,13,19,5,7,101,3,0,5,11,51,92,95,24,35,16,7,12,360,6,0,11,49,26,57,28,10,4,0,0,8,202,0,0,3,7,3,8,6,0,5,3,0,0,44,0,0,0,0,0,3,10,3,3,5,0,0,36,21,0,48,488,174,230,76,21,9,12,5,40,1121,0,0,4,7,8,3,0,0,0,0,0,222,245,34,9,71,590,289,600,653,419,211,273,94,327,3568,4,4,0,3,0,34,186,188,148,211,120,86,980,0,0,0,0,8,23,46,4,7,17,3,11,126,3,0,0,8,10,124,428,240,149,195,45,90,1290,0,0,0,0,4,19,71,45,26,35,8,12,223,0,4,3,17,28
LGA16200,7,0,5,6,14,38,89,68,37,30,11,8,305,0,0,5,4,9,23,12,0,0,0,0,0,62,4,0,0,16,11,56,68,32,13,10,0,4,209,0,0,0,0,4,3,10,3,7,5,0,3,34,0,0,8,11,21,47,36,5,8,3,0,4,146,0,0,11,19,8,22,11,3,0,0,0,0,86,0,0,3,3,0,4,0,0,0,0,0,6,22,0,0,0,7,0,0,3,0,0,0,0,3,16,4,3,38,259,70,95,22,3,0,0,0,19,521,0,0,0,4,0,4,0,0,0,0,0,100,113,20,3,73,334,151,305,254,117,65,53,15,151,1522,0,0,3,7,4,36,73,71,29,58,22,52,362,0,0,0,0,0,4,10,4,4,0,0,5,27,0,0,0,10,9,60,136,65,28,54,4,40,404,0,0,0,0,0,8,23,14,7,8,6,9,81,0,0,4,4,18
LGA16260,16,0,6,12,21,178,1112,1288,695,1198,479,41,5044,14,0,23,73,79,212,150,70,24,35,8,11,703,6,0,3,28,57,359,653,358,163,241,63,31,1950,0,0,5,6,12,56,81,79,36,51,21,10,365,16,4,18,90,227,638,719,109,298,102,25,56,2315,7,12,92,214,173,258,170,49,42,18,0,26,1053,3,4,7,23,17,42,58,3,7,4,0,11,172,0,0,4,3,4,18,30,27,15,16,9,15,125,432,30,426,1548,675,1077,534,101,42,37,23,142,5056,5,0,7,31,12,18,7,0,0,0,0,891,976,494,48,584,2038,1265,2845,3502,2085,1326,1706,625,1234,17757,16,7,13,7,20,167,825,1012,726,1338,1096,402,5631,4,6,15,43,75,190,216,103,61,84,41,71,910,10,5,19,45,64,473,1449,1071,787,1239,450,336,5944,6,0,4,12,14,86,182,216,136,210,134,76,1065,21,15,56,188,408
LGA16350,14,0,5,9,20,194,1253,1347,491,573,166,73,4140,0,0,6,28,28,129,109,35,18,16,0,12,396,0,0,4,24,43,392,737,324,134,152,20,40,1875,0,0,3,3,12,57,125,87,37,34,11,14,388,5,0,4,72,179,588,588,79,156,34,5,80,1793,3,9,47,168,129,198,101,13,8,8,3,20,711,4,0,5,34,20,59,49,5,3,0,0,13,199,0,0,4,0,6,18,41,23,11,13,3,15,135,124,21,245,1635,603,787,221,35,14,19,10,159,3874,9,0,15,42,16,25,11,3,4,0,0,663,792,158,31,340,2010,1048,2444,3241,1961,885,862,231,1084,14292,15,7,11,9,20,136,1009,1339,928,1243,626,519,5868,0,0,4,14,19,107,169,106,48,37,15,49,573,0,12,12,31,60,618,2088,1414,779,908,278,480,6687,3,0,3,16,9,98,327,296,158,159,56,119,1236,20,10,31,78,234
LGA16380,11,0,14,13,25,150,413,259,89,142,57,27,1209,8,0,12,42,45,150,91,29,12,14,5,10,417,4,0,11,36,44,258,349,139,48,61,20,15,974,0,0,4,3,12,32,43,21,15,13,3,3,154,4,0,9,41,99,185,187,28,75,16,6,20,661,3,0,39,152,125,179,102,15,10,9,9,15,658,5,0,4,22,12,20,19,3,3,3,0,3,100,0,0,0,8,7,6,15,10,0,10,0,6,52,62,11,244,2020,904,1264,374,66,26,31,14,158,5182,0,0,9,45,19,15,9,0,0,0,0,551,642,92,17,342,2376,1285,2269,1600,573,271,298,113,817,10053,8,0,6,8,19,85,339,281,158,223,73,142,1343,0,0,0,22,20,121,127,45,7,20,11,29,401,0,0,11,22,41,325,721,333,184,209,48,130,2023,0,0,3,3,9,37,103,46,34,40,5,34,310,0,0,7,37,77
LGA16400,8,0,11,8,6,70,324,318,116,172,38,19,1093,8,0,12,23,29,82,78,22,3,10,6,8,272,5,0,9,25,18,162,336,149,67,69,16,16,876,0,0,0,5,6,19,40,37,13,11,7,8,151,0,0,3,20,61,211,208,32,76,18,9,20,654,3,0,26,117,74,125,76,16,13,4,0,12,468,0,0,8,15,10,18,25,4,9,0,0,6,93,0,0,0,3,4,9,7,5,6,8,0,4,47,63,9,137,1381,576,890,287,54,37,17,24,113,3595,0,0,3,30,13,9,3,0,0,0,0,403,469,86,10,207,1624,815,1596,1393,632,355,309,97,603,7720,0,0,0,11,3,60,252,299,198,260,119,136,1342,0,0,0,4,8,56,81,36,14,13,5,32,258,0,10,7,7,15,209,692,440,241,254,55,176,2113,0,0,0,3,5,42,97,67,40,40,11,36,337,0,0,4,23,61
LGA16490,10,0,5,11,16,62,330,407,241,438,271,21,1811,0,0,4,11,17,45,46,10,8,14,4,5,177,4,0,0,9,8,102,215,116,68,102,39,10,678,0,0,5,0,0,17,42,36,18,33,24,4,178,0,0,4,13,38,107,145,44,92,34,13,12,506,0,0,9,40,36,59,64,13,12,9,3,10,258,0,0,0,10,3,9,15,3,8,0,0,3,56,0,0,0,0,0,7,6,15,6,10,4,0,47,23,5,50,342,161,251,144,32,17,14,7,28,1072,0,0,0,10,0,8,4,5,0,0,0,289,315,39,5,77,448,279,660,1017,685,467,656,371,388,5095,9,0,0,3,5,30,214,328,266,541,502,182,2077,0,0,3,0,3,26,45,37,24,31,9,17,204,0,0,8,9,22,117,414,401,252,468,176,107,1965,0,0,0,3,5,14,73,83,47,139,63,34,450,0,0,6,16,29
LGA16550,12,0,4,4,14,88,489,812,523,1069,759,38,3813,0,0,17,30,33,156,84,61,28,33,24,4,470,4,0,4,11,18,181,366,254,140,232,83,22,1320,0,0,0,4,8,36,57,62,33,63,23,12,302,0,0,11,40,87,239,314,91,179,99,43,34,1140,8,17,39,88,82,163,109,29,26,32,0,12,609,5,0,5,13,13,15,23,8,13,7,3,8,102,0,0,0,0,3,6,15,27,6,23,13,6,104,189,20,216,861,350,567,306,93,42,45,41,114,2834,8,3,3,23,10,4,12,6,7,0,0,757,833,230,47,307,1072,612,1454,1778,1435,997,1600,996,1003,11533,3,0,8,3,3,62,274,395,299,718,970,215,2961,0,0,5,17,17,66,99,83,54,66,45,46,492,10,0,5,6,15,189,596,528,543,1121,551,288,3853,0,0,5,0,0,18,83,111,93,200,151,44,701,10,0,12,29,78
LGA16610,3,0,6,5,13,70,129,82,11,19,4,8,349,0,0,13,7,11,38,27,4,3,4,0,0,111,5,0,0,23,13,91,106,30,7,13,0,12,303,0,0,0,6,5,14,21,6,0,3,0,0,56,0,4,3,20,30,87,62,9,0,0,0,16,233,0,6,10,54,32,41,21,5,0,0,0,4,174,0,0,3,3,4,6,3,5,0,0,0,0,29,0,0,0,0,0,3,10,4,0,0,0,8,26,20,5,66,534,181,198,38,9,4,0,0,41,1097,0,0,0,21,6,4,0,0,0,0,0,121,151,23,10,107,678,306,561,408,146,36,39,16,217,2532,0,0,0,3,4,38,147,97,36,31,14,22,404,0,0,0,4,9,26,22,10,5,4,5,8,92,0,0,3,6,9,90,245,80,20,21,0,38,521,0,0,0,0,6,26,42,18,4,3,0,8,112,3,0,3,12,31
LGA16700,11,0,0,3,12,86,487,666,340,688,384,27,2708,4,0,11,34,29,113,83,27,14,25,12,5,360,3,0,4,12,25,169,321,201,106,166,44,9,1059,0,0,0,5,6,29,45,37,16,31,11,5,190,7,0,7,38,110,298,333,59,198,69,21,26,1169,0,16,46,108,94,141,73,23,23,15,6,10,553,3,0,4,12,10,21,13,8,7,0,0,0,88,0,0,3,0,0,6,16,11,6,8,9,8,67,259,21,233,926,384,547,241,52,21,22,16,106,2831,4,0,3,17,9,15,8,0,0,0,0,473,531,289,41,319,1164,688,1418,1613,1091,722,1035,505,674,9548,13,0,6,3,8,82,390,439,375,748,766,233,3051,3,0,0,17,31,81,113,70,30,60,28,43,471,0,4,9,13,31,263,640,541,544,954,350,243,3587,3,0,0,3,4,36,90,93,77,127,99,26,569,13,6,19,74,120
LGA16900,8,0,0,4,6,61,296,324,124,144,35,18,1015,0,0,0,13,14,47,37,18,0,3,0,5,134,3,0,4,12,17,142,327,138,58,46,4,12,765,0,0,0,4,0,21,41,35,12,12,0,5,135,6,0,4,24,62,175,245,21,79,14,0,22,642,0,0,21,84,50,71,41,10,5,0,5,6,297,0,0,4,17,3,26,12,7,12,0,0,7,91,0,0,0,0,0,3,14,9,0,5,0,4,42,37,13,143,1270,409,479,128,19,6,0,0,111,2622,4,0,6,26,9,14,9,0,0,0,0,295,360,55,16,181,1453,577,1044,1143,573,289,231,54,486,6095,0,0,10,4,10,46,275,306,228,302,132,151,1481,0,0,0,7,5,56,86,39,20,14,5,26,270,6,3,11,6,16,244,809,542,288,328,66,183,2512,0,0,0,3,4,40,106,114,60,58,28,28,436,3,0,9,19,67
LGA16950,11,0,19,13,23,157,450,308,91,149,43,18,1283,0,0,18,51,58,175,122,30,12,20,6,10,503,4,0,11,38,44,313,378,173,73,87,17,39,1174,0,0,7,14,11,46,65,39,15,16,4,3,223,3,3,14,45,118,226,217,40,80,24,4,28,810,0,5,31,204,146,192,107,25,16,17,5,20,776,0,0,8,25,17,32,28,6,4,0,0,13,129,0,0,0,4,4,16,21,10,9,5,4,10,82,80,17,321,2568,1005,1417,484,85,26,31,25,237,6289,3,0,10,63,23,22,9,0,0,0,4,733,866,106,27,422,3027,1439,2592,1888,722,327,354,117,1113,12132,0,5,3,19,16,101,360,267,186,237,90,172,1460,0,3,4,23,18,117,153,47,13,24,13,43,456,3,0,15,31,50,382,884,436,198,220,39,214,2453,0,0,0,6,11,62,113,62,38,34,9,39,382,4,0,17,43,108
LGA17000,0,0,3,6,0,21,107,108,56,157,85,12,564,0,0,0,3,10,13,18,4,6,3,0,3,73,0,0,0,3,9,50,93,69,42,63,10,6,349,0,0,0,0,0,4,10,15,12,17,12,9,70,5,0,0,10,25,47,92,7,93,5,0,14,290,0,0,8,25,12,24,19,7,9,3,0,0,110,0,0,0,3,0,6,9,0,0,0,0,0,27,0,0,0,0,0,0,9,5,0,3,3,0,13,9,0,43,223,84,115,45,11,3,5,0,20,572,0,0,0,3,0,0,0,0,3,0,0,126,134,14,3,66,283,142,287,401,212,222,266,110,199,2198,5,0,0,0,0,16,69,81,55,158,112,64,562,0,0,0,0,0,4,14,12,10,15,0,10,61,0,0,0,0,10,41,194,134,195,246,64,65,953,0,0,0,0,6,7,30,23,31,25,12,15,152,0,0,0,8,12
LGA17040,4,0,4,12,19,78,187,114,35,63,16,11,540,0,0,0,11,10,39,23,7,4,0,3,0,110,0,3,0,10,12,90,111,41,18,12,8,11,316,0,0,0,5,6,11,19,11,4,5,0,0,60,0,0,0,14,28,55,49,6,25,3,4,7,194,0,0,7,39,21,32,30,4,0,4,0,3,146,0,0,4,3,8,4,5,0,0,5,0,0,26,0,0,0,0,0,7,0,0,0,0,3,3,24,10,9,40,244,102,148,42,18,7,7,5,22,644,0,0,0,11,0,0,0,0,0,0,0,122,133,15,8,68,347,203,461,469,198,104,101,38,186,2199,3,0,3,0,11,45,123,108,56,73,30,74,525,0,0,0,3,0,21,17,8,6,3,7,5,65,0,0,6,8,10,96,196,108,54,57,11,53,611,0,0,0,0,0,9,36,15,12,9,0,7,103,0,0,4,9,25
LGA17080,6,0,3,7,12,50,106,64,26,29,14,5,318,0,0,3,13,5,19,24,4,0,3,0,3,72,0,0,3,8,10,53,95,21,16,16,3,4,238,0,0,3,0,0,8,12,7,6,3,0,5,43,0,0,7,15,31,48,57,6,15,5,5,8,190,0,0,14,13,8,17,17,6,4,0,3,7,90,0,0,7,3,0,3,10,0,0,0,0,5,20,0,0,0,0,0,3,5,0,0,0,0,0,18,12,6,30,284,99,123,17,9,4,0,0,19,594,0,0,3,8,0,3,0,0,0,0,0,114,130,23,5,68,358,170,321,330,117,73,57,26,171,1714,0,0,5,3,12,16,72,78,33,47,23,48,333,0,0,0,0,0,12,15,0,4,0,0,0,36,0,0,0,9,14,75,189,91,44,44,3,51,525,0,0,0,0,3,5,21,11,10,4,0,11,67,0,3,0,6,21
LGA17100,6,0,0,3,5,29,197,195,84,148,63,10,748,0,0,5,17,26,45,26,4,5,12,9,0,152,0,0,0,0,9,64,91,47,28,40,23,5,301,0,0,0,4,0,11,11,18,7,9,0,0,60,7,0,6,12,69,120,98,18,45,11,3,13,415,0,0,37,43,27,39,20,13,4,0,4,0,192,0,0,0,3,5,4,7,0,0,0,0,5,24,0,0,0,0,0,0,9,4,0,0,7,0,33,93,5,75,243,88,99,47,24,11,10,7,20,720,0,0,3,4,0,8,3,0,0,0,0,138,170,109,11,127,335,223,425,519,321,190,241,116,197,2810,9,0,3,3,4,34,174,142,113,215,274,81,1061,0,0,0,7,10,38,29,28,9,18,21,16,172,0,0,0,3,10,88,198,128,94,223,172,72,987,0,0,0,6,6,9,28,28,20,31,26,18,178,6,4,10,41,76
LGA17150,15,0,3,11,18,164,866,1287,772,1295,610,61,5098,4,0,19,28,72,194,199,100,45,57,33,17,765,3,0,3,29,37,342,731,524,281,425,110,47,2544,0,0,4,5,10,47,105,91,47,88,35,16,447,8,0,6,55,127,368,534,111,397,105,37,60,1814,3,4,65,173,173,356,266,64,47,43,20,29,1250,0,0,0,13,24,49,42,11,25,9,4,15,194,0,0,0,3,0,16,32,37,23,29,13,13,169,168,15,321,1821,1115,1897,812,176,105,72,68,241,6815,4,0,4,36,14,15,18,0,5,3,0,1034,1137,207,27,425,2186,1604,3448,3604,2407,1743,2129,930,1540,20244,15,5,13,15,14,101,626,871,829,1687,1483,607,6253,0,0,6,15,25,127,245,166,88,151,72,111,996,17,7,27,25,54,490,2123,2013,1602,2630,932,883,10809,7,4,0,10,12,73,260,255,239,445,172,160,1632,7,4,20,58,118
LGA17200,19,0,10,17,13,185,1029,1785,1145,2840,2453,65,9564,10,0,26,79,95,257,163,66,46,68,50,6,875,4,0,3,27,31,335,730,495,283,588,232,22,2756,4,0,5,11,10,55,94,73,49,105,77,23,493,9,3,14,68,164,432,596,147,548,232,157,32,2394,9,21,98,129,90,159,93,48,51,46,32,27,800,4,0,7,6,4,24,16,8,23,16,7,12,126,0,0,0,4,3,16,26,30,18,65,52,14,235,307,18,171,650,193,272,200,75,52,58,61,72,2139,11,0,0,16,8,5,3,4,5,0,0,1517,1572,374,45,337,1015,614,1733,2960,2727,2218,4019,3119,1785,20953,5,0,0,7,6,52,157,187,141,426,594,95,1672,0,0,4,11,4,44,39,43,25,39,35,25,266,0,6,4,9,14,111,266,239,248,523,241,88,1745,0,0,0,0,7,11,56,65,45,149,118,25,471,6,0,12,40,67
LGA17310,17,0,17,29,23,140,433,316,99,159,53,29,1317,0,0,9,31,32,94,49,15,3,9,4,3,252,0,0,12,28,33,207,278,104,37,57,17,11,792,0,0,6,11,12,37,42,20,9,19,7,10,162,7,0,5,39,88,195,154,28,42,11,0,25,591,0,0,23,108,90,136,34,16,8,5,0,6,424,0,0,0,15,6,23,17,4,3,0,0,6,85,0,0,0,0,4,15,13,9,3,0,0,3,57,37,0,113,939,318,412,117,22,19,11,7,107,2097,4,0,3,32,7,13,3,0,0,0,0,387,445,63,4,191,1230,617,1257,1155,542,222,271,85,594,6224,5,0,9,3,14,103,393,308,170,203,81,147,1441,0,0,5,5,8,45,63,22,8,7,0,13,178,5,8,3,17,28,250,640,327,150,146,34,146,1753,0,0,0,6,0,38,94,56,27,25,4,42,301,4,0,5,23,70
LGA17350,4,0,0,6,7,24,45,16,11,6,0,0,134,0,0,0,3,4,7,10,0,0,0,4,4,26,0,0,4,0,10,31,42,5,5,8,0,0,100,0,0,0,0,0,3,6,0,3,0,0,0,18,0,0,0,7,10,22,8,0,0,0,0,0,53,0,0,3,15,8,11,4,0,0,0,0,0,40,0,0,0,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,4,3,0,9,142,47,56,16,0,0,0,0,12,285,0,0,0,3,0,0,0,0,0,0,0,36,45,20,9,19,182,89,163,127,36,19,12,3,57,719,5,0,0,0,3,11,38,18,12,24,3,14,117,0,0,0,0,0,6,4,7,0,0,0,0,23,0,0,5,10,3,36,72,26,12,9,3,13,195,0,0,0,0,0,0,7,4,0,0,0,0,26,0,0,4,3,14
LGA17400,4,0,3,5,7,20,52,16,10,7,0,6,135,0,0,10,15,4,18,13,0,0,4,0,8,60,0,0,4,3,3,41,25,13,3,0,0,3,100,0,0,0,0,3,6,14,0,0,0,0,4,24,0,0,5,5,12,24,21,5,5,3,0,6,81,0,0,3,14,6,11,4,0,0,0,0,0,43,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,30,184,50,41,17,3,0,0,0,11,343,0,0,0,9,0,0,5,0,0,0,0,66,74,14,0,54,238,87,160,144,37,21,12,6,104,879,0,0,0,4,3,22,33,17,10,3,3,17,112,0,0,0,0,6,9,9,0,0,0,0,0,28,0,0,0,10,4,45,50,12,8,10,0,12,149,0,0,0,0,0,0,12,5,3,5,0,3,28,0,0,3,4,5
LGA17420,9,0,3,5,11,87,402,602,419,777,477,31,2829,3,0,7,31,28,125,125,58,27,50,17,8,477,4,0,3,13,30,178,423,276,175,294,59,26,1482,0,0,0,5,3,23,50,43,32,53,23,5,250,4,0,14,35,66,239,336,99,369,110,27,44,1346,8,3,42,105,104,227,163,66,40,26,10,21,820,0,0,3,3,12,32,37,6,19,3,5,3,119,0,0,0,0,3,10,10,21,9,16,13,13,93,214,17,214,869,504,958,489,111,53,51,29,116,3613,3,0,8,18,7,13,6,0,5,0,0,596,669,245,24,298,1090,777,1872,2034,1286,1157,1382,664,867,11703,18,4,14,11,11,117,519,738,741,1745,1742,546,6215,4,0,6,10,15,92,171,84,73,107,60,77,689,7,3,16,21,29,369,1285,1173,1069,1988,751,487,7199,7,0,0,0,11,41,143,140,161,265,162,104,1029,21,3,25,55,116
