LGA_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
LGA12380,14,0,9,4,24,219,886,795,393,471,136,42,2994,10,0,8,65,78,208,81,32,3,7,0,9,506,6,0,3,20,40,320,497,198,59,71,25,25,1264,4,0,5,14,18,46,75,47,18,22,6,5,261,10,3,34,142,325,653,497,46,127,34,9,62,1945,10,15,137,221,157,195,70,12,8,4,3,24,856,3,4,15,30,26,42,43,8,3,3,0,25,206,0,0,0,4,0,27,24,16,8,14,0,12,120,368,47,491,2095,610,646,177,31,14,7,7,167,4655,8,0,19,50,18,33,9,0,0,0,0,739,885,427,72,712,2657,1290,2398,2372,1188,640,629,191,1110,13685,11,0,12,17,26,213,962,977,607,826,494,318,4477,7,0,18,49,58,194,185,71,33,30,20,72,741,13,10,8,36,75,495,1152,727,393,497,153,266,3813,0,0,4,17,22,102,197,146,100,123,55,65,841,25,19,96,345,580
LGA12390,14,0,8,15,12,125,375,287,111,137,46,14,1151,0,0,0,13,13,61,36,12,10,6,0,9,175,4,0,0,13,21,174,243,95,32,48,13,17,662,0,0,0,3,0,24,39,20,11,13,0,8,120,3,0,4,34,66,138,109,15,21,3,6,19,420,0,3,15,84,49,82,23,12,4,5,0,16,287,0,0,3,13,7,15,11,3,6,0,0,4,62,0,0,0,0,5,5,14,5,3,0,0,5,50,26,0,91,590,221,281,78,23,6,8,5,63,1385,3,0,3,12,4,9,4,0,0,0,0,338,372,48,8,141,786,402,920,926,463,194,216,76,487,4677,5,0,4,3,10,79,289,268,201,202,105,175,1347,0,0,0,0,4,33,35,19,11,6,0,16,138,0,0,6,12,23,204,494,301,131,156,30,144,1507,0,0,0,0,4,35,71,49,19,35,7,20,249,0,0,5,14,53
LGA12700,5,0,0,9,4,22,48,38,15,29,11,0,181,0,0,0,8,4,19,18,4,0,5,3,0,51,3,0,0,8,3,36,54,6,16,10,5,0,143,0,0,0,0,0,4,10,3,5,0,0,0,22,0,0,0,4,18,24,43,5,8,5,0,7,105,0,0,9,18,10,16,8,5,4,0,0,0,73,0,0,0,0,0,5,4,0,3,0,0,3,16,0,0,0,0,0,0,6,0,0,0,0,0,11,4,0,19,150,62,79,30,5,3,6,0,14,374,0,0,0,5,0,0,0,0,0,0,0,50,61,12,5,40,201,108,203,205,66,51,47,21,82,1040,0,0,0,3,6,9,31,41,24,35,13,18,181,0,0,0,5,0,12,10,3,6,0,0,0,38,0,0,0,8,5,34,92,67,26,37,5,30,309,0,0,0,0,0,4,12,10,8,6,0,0,46,0,0,0,0,8
LGA12730,9,0,4,4,9,33,107,39,6,10,8,8,228,0,0,0,3,11,11,10,0,0,0,0,0,36,0,0,3,6,6,40,64,15,4,13,3,4,159,3,0,0,0,0,0,9,3,0,0,0,3,30,0,0,0,5,17,20,23,0,8,0,0,0,78,0,0,6,18,6,16,11,4,0,0,0,4,73,0,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,4,3,5,3,0,0,0,0,13,7,0,20,130,46,66,18,0,0,0,0,16,311,0,0,0,4,0,0,0,0,0,0,0,73,89,19,5,38,181,101,190,246,68,23,18,17,113,1015,0,0,3,3,0,11,53,31,29,19,5,28,181,0,0,0,0,0,3,6,0,0,0,0,0,18,0,0,3,10,10,45,97,60,20,24,4,23,292,0,0,0,0,0,8,11,7,4,9,4,14,49,0,0,6,9,12
LGA12750,3,0,5,11,13,73,161,87,37,41,11,15,453,0,0,6,27,31,99,53,18,0,5,4,4,252,0,0,7,23,23,137,153,64,23,20,4,8,446,0,0,3,6,12,19,32,19,4,0,0,0,100,4,0,4,24,46,103,92,17,33,7,0,11,331,0,4,25,92,88,116,55,16,10,6,0,12,416,3,0,0,12,8,18,11,0,3,4,0,4,74,0,0,0,5,7,8,5,3,0,0,0,0,33,38,9,123,1052,425,719,256,61,19,23,7,91,2819,0,0,4,21,5,7,4,0,0,0,0,363,404,53,9,175,1267,653,1293,819,279,133,105,31,512,5325,0,0,3,14,9,43,122,75,56,51,21,57,459,0,0,3,11,11,78,47,17,4,6,4,18,191,0,0,5,13,17,154,305,121,54,35,15,78,806,0,0,0,3,5,29,30,18,5,10,0,13,130,0,3,0,16,23
LGA12850,18,0,4,14,16,215,676,462,181,202,62,45,1890,4,0,11,23,29,80,64,16,8,11,0,0,246,5,0,5,22,35,264,320,120,31,34,4,18,865,0,0,0,3,6,52,75,35,9,17,0,16,218,18,3,21,127,276,536,330,31,61,16,3,62,1487,8,7,66,191,102,110,63,10,6,0,0,32,604,9,4,9,36,22,39,25,0,3,4,0,14,168,0,0,3,0,3,20,15,13,7,0,3,15,81,281,37,553,2796,567,586,159,29,17,7,11,200,5245,13,0,19,67,25,30,7,0,0,0,4,601,765,354,58,703,3281,1088,1936,1737,721,322,295,85,1006,11569,26,11,16,19,28,236,1033,883,507,656,361,394,4175,9,0,17,61,65,172,189,63,37,36,14,66,728,16,8,16,46,77,492,1140,639,312,381,124,267,3522,9,0,0,12,15,81,185,115,59,95,40,75,684,28,21,67,283,610
LGA12870,8,0,0,9,4,32,99,51,25,19,5,7,259,0,0,0,3,6,25,21,3,0,0,0,0,61,0,0,0,7,13,53,84,24,8,12,3,3,203,0,0,0,4,0,14,15,8,6,0,3,0,46,0,0,0,9,10,42,38,8,6,0,0,11,131,0,0,12,30,23,36,10,6,4,0,0,4,118,0,0,0,3,8,10,3,0,0,0,0,3,25,0,0,5,0,5,8,3,0,0,0,0,3,21,16,0,48,328,115,152,40,5,0,0,6,30,747,0,0,0,14,0,0,0,0,0,0,0,86,107,23,3,65,407,184,369,312,108,45,36,16,154,1727,5,0,0,4,7,16,79,55,27,31,7,43,281,0,0,0,0,0,7,6,0,0,6,0,4,23,0,0,8,4,6,75,186,65,24,15,3,42,427,0,0,0,0,4,8,27,6,0,3,0,9,55,0,0,6,3,23
LGA12900,6,3,4,11,4,48,72,38,20,22,8,0,224,0,0,0,3,7,15,6,0,5,0,0,0,42,0,0,0,3,17,52,47,23,11,5,5,4,170,0,0,0,5,3,5,6,6,0,0,0,0,22,0,0,0,9,15,30,21,0,4,0,0,6,89,0,0,0,22,14,24,6,0,0,3,0,6,72,3,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,3,0,0,3,0,0,0,13,6,0,23,170,55,69,18,5,0,5,0,15,368,0,0,0,3,5,3,0,0,0,0,0,66,77,20,4,33,232,106,242,188,79,37,32,17,102,1098,3,4,5,0,6,7,62,53,9,20,8,38,212,0,0,0,0,0,4,3,0,3,0,0,4,15,0,0,0,6,14,57,91,41,18,12,4,27,275,0,0,0,0,0,7,16,12,0,3,3,3,53,3,0,4,9,20
LGA12930,3,0,10,6,25,156,690,736,337,499,323,30,2813,5,0,12,45,64,132,102,40,16,19,15,4,466,11,0,3,25,37,282,425,215,93,144,43,14,1294,5,0,0,4,4,38,66,56,21,33,16,10,257,3,0,20,69,201,386,343,72,139,60,18,38,1342,3,7,75,143,121,176,109,27,21,22,10,29,740,3,0,7,15,16,32,25,3,0,8,3,20,135,0,0,0,4,0,17,20,7,7,20,11,14,99,386,28,349,1492,594,799,369,82,35,24,35,145,4347,8,0,8,43,10,13,5,5,0,0,0,617,700,425,44,493,1847,1068,2029,2156,1241,678,836,466,918,12205,12,8,13,14,25,169,680,713,478,870,790,338,4096,8,0,11,35,32,154,147,80,46,72,40,69,680,8,8,13,37,71,453,1072,776,566,967,404,304,4663,0,0,3,7,14,69,139,112,117,142,83,74,769,10,8,52,138,257
LGA12950,5,0,3,6,10,27,42,16,8,12,0,5,126,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,5,8,8,27,27,7,0,4,0,3,84,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,4,9,10,9,0,0,0,0,0,31,0,0,3,7,10,14,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,76,31,22,3,0,0,0,0,15,163,0,0,0,0,0,0,0,0,0,0,0,48,54,10,5,18,106,63,111,92,23,6,15,0,79,526,4,0,0,4,0,16,23,10,5,9,3,25,100,0,0,0,0,3,4,5,0,0,0,0,4,22,0,0,0,6,6,19,31,14,13,3,0,19,118,0,0,0,0,6,4,3,4,0,0,0,0,23,3,0,4,0,3
LGA13010,3,0,4,8,8,31,77,30,10,14,3,7,197,0,0,0,5,8,28,7,0,0,0,0,0,52,3,0,3,0,9,48,44,9,5,4,4,5,143,0,0,0,0,5,8,3,0,0,0,0,0,24,0,0,6,11,12,20,21,0,7,0,0,5,85,0,0,6,27,17,13,10,0,0,0,0,3,75,0,0,0,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,9,10,0,35,226,58,86,15,6,0,0,0,14,448,0,0,3,5,0,0,0,0,0,0,0,76,89,16,0,66,286,122,243,194,52,21,23,9,105,1134,0,0,8,0,4,28,39,34,9,15,5,26,177,0,0,0,0,0,15,10,4,0,0,0,8,37,0,0,0,3,6,46,67,35,12,9,3,19,209,0,0,0,0,0,3,14,4,0,0,0,0,33,0,0,0,11,10
LGA13310,0,0,3,10,13,60,175,138,53,83,14,12,559,0,0,0,8,17,43,32,5,5,0,8,0,111,0,0,3,11,9,81,160,71,27,36,0,7,414,0,0,0,4,4,17,18,13,7,12,3,3,75,0,0,4,20,25,80,89,19,26,12,0,11,301,0,5,15,43,23,51,23,6,7,8,0,5,185,0,0,3,0,3,9,7,0,0,0,0,0,32,0,0,4,0,3,3,0,0,5,3,0,0,20,18,5,53,450,151,221,61,8,7,0,3,40,1035,0,0,5,14,3,5,0,0,0,0,0,192,218,26,13,86,563,259,572,570,273,137,151,32,281,2954,3,0,0,0,0,36,182,175,98,124,41,59,731,0,0,0,5,5,17,32,12,8,3,5,9,87,0,0,0,12,5,98,321,191,77,82,19,71,878,0,0,0,5,6,12,43,33,7,18,8,11,141,0,4,5,13,20
LGA13340,4,0,7,17,9,32,66,46,22,25,15,7,241,0,0,7,4,0,23,9,0,0,0,0,4,53,5,0,5,6,15,51,79,19,11,6,3,3,201,3,0,0,3,3,4,9,6,0,0,0,0,36,0,0,0,13,17,35,32,3,5,4,0,0,112,0,0,10,18,18,21,5,3,0,0,0,0,70,0,0,0,4,4,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,3,0,0,0,0,14,9,0,14,175,49,47,8,3,0,0,0,11,321,4,0,0,4,0,0,5,0,0,0,0,60,68,26,0,45,243,110,226,217,84,35,36,15,98,1126,3,7,3,3,4,33,64,47,38,30,11,34,272,0,0,0,6,0,13,10,0,0,0,0,0,38,0,0,4,7,13,74,147,57,38,25,10,32,409,0,0,0,0,0,5,12,10,7,6,0,0,45,0,0,4,5,10
LGA13450,11,0,3,12,8,62,240,116,41,43,20,3,556,6,0,9,10,12,26,28,6,3,4,0,0,106,5,0,3,8,15,84,122,36,21,14,10,0,327,0,0,0,4,0,11,33,7,9,7,0,0,68,3,0,9,20,42,48,31,13,12,5,0,18,202,0,0,20,29,16,25,19,8,0,0,0,5,117,0,0,3,8,3,12,3,3,0,0,0,3,30,0,0,0,6,0,0,10,7,0,0,0,5,25,29,3,66,302,106,134,42,19,3,4,9,35,747,0,0,5,9,3,11,0,0,0,0,0,99,129,55,7,112,401,208,417,530,204,99,83,38,173,2320,10,0,7,3,11,32,159,122,73,88,33,85,629,0,0,0,6,9,19,26,10,3,10,4,9,99,6,3,9,16,16,165,378,170,63,85,19,85,1015,0,0,0,0,3,16,46,22,16,9,5,9,133,0,3,15,23,52
LGA13550,3,0,5,15,3,32,76,54,29,34,15,8,277,0,0,0,8,4,13,12,3,0,0,0,0,44,5,0,0,5,11,43,66,16,9,16,6,10,187,0,0,0,0,3,7,10,0,0,3,0,0,29,0,0,0,12,18,35,29,4,11,0,0,5,113,0,0,0,26,10,13,5,0,0,0,0,4,66,0,0,0,5,6,7,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,4,8,3,0,25,205,73,70,36,10,0,0,0,22,445,0,0,0,3,0,0,4,0,0,0,0,72,87,12,4,43,270,133,239,246,88,50,61,25,118,1283,6,0,5,3,3,15,53,42,28,33,26,37,264,0,0,0,5,7,10,19,0,5,4,0,9,57,0,0,0,6,16,53,168,70,39,44,4,43,432,0,0,0,0,0,4,14,8,6,7,0,6,47,0,0,6,6,9
LGA13660,7,0,8,3,6,21,49,13,9,9,5,6,130,0,0,0,7,7,7,4,4,0,0,0,0,27,0,0,0,6,5,28,24,12,0,7,0,0,89,0,0,0,4,0,0,6,0,0,3,0,0,18,4,0,5,5,9,17,14,0,0,0,0,0,51,4,0,5,15,9,4,3,0,0,0,0,3,47,0,0,0,6,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,3,0,0,0,0,4,9,4,0,14,143,23,39,4,0,0,0,0,11,245,0,0,0,5,4,0,0,0,0,0,0,42,57,21,0,31,191,56,130,113,34,9,14,9,74,677,0,0,8,3,3,14,24,18,5,11,3,26,117,0,0,0,0,0,4,8,0,0,0,0,0,9,0,0,0,5,9,38,42,24,10,10,0,9,141,0,0,0,0,0,8,3,3,6,0,0,3,22,0,0,3,4,11
LGA13800,12,0,4,5,17,86,418,400,168,205,80,24,1414,0,0,5,13,17,68,42,20,13,12,5,0,203,3,0,5,22,31,130,302,153,64,67,13,13,806,0,0,5,7,4,30,41,28,11,23,7,11,164,0,0,6,30,58,177,180,33,71,13,6,20,590,6,0,24,61,49,90,49,18,7,4,4,18,330,0,0,0,3,3,15,19,0,5,0,0,0,50,0,0,5,0,0,5,22,10,5,3,0,8,60,41,4,106,533,229,332,131,25,13,19,10,53,1492,0,0,6,17,3,5,4,0,0,0,0,278,316,61,10,164,700,411,940,1205,688,353,342,127,421,5412,12,3,4,4,12,65,275,399,274,398,227,205,1879,0,0,5,7,13,43,89,27,23,30,8,24,262,4,0,11,22,27,207,814,542,315,374,127,236,2683,0,0,0,3,5,31,113,78,54,52,26,43,404,7,5,13,33,65
LGA13850,0,0,0,0,3,14,21,5,0,5,6,6,61,0,0,0,0,3,7,4,0,0,0,0,0,13,0,0,4,0,0,15,13,3,4,0,0,0,41,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,5,11,4,0,0,0,0,0,29,0,0,0,3,3,3,3,0,0,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,8,49,21,19,3,0,0,0,0,9,116,0,0,0,0,0,0,0,0,0,0,0,32,33,3,0,19,57,37,73,46,15,13,9,3,45,325,0,0,0,0,0,5,17,14,8,7,4,18,74,0,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,0,13,29,13,10,0,3,10,77,0,0,0,0,0,5,0,3,3,0,0,3,13,0,0,0,0,8
LGA13910,10,0,5,9,7,55,147,63,20,34,15,9,369,3,0,7,14,9,29,14,0,0,0,0,0,83,7,0,0,8,26,72,106,20,13,17,10,3,281,0,0,3,0,0,13,17,9,0,3,0,8,53,0,0,0,8,35,57,41,4,11,0,0,11,175,0,0,8,37,32,36,13,3,0,0,4,4,141,0,0,0,10,4,6,7,0,0,0,0,5,30,0,0,0,0,0,4,3,4,0,0,0,0,16,19,3,50,378,119,117,39,5,6,3,0,38,775,0,0,0,10,3,0,4,0,0,0,0,139,157,42,5,82,488,231,385,389,112,50,62,25,204,2075,0,0,3,8,3,29,102,75,49,36,24,63,391,0,0,0,0,5,13,18,7,0,3,0,14,64,0,0,4,9,16,110,207,85,41,35,12,70,572,0,0,6,3,3,16,31,9,3,6,5,16,94,0,0,0,11,41
LGA14000,6,0,3,5,8,77,393,635,363,758,477,34,2760,3,0,11,31,35,146,114,53,31,60,13,8,505,3,0,4,21,23,179,382,254,167,310,73,21,1440,0,0,4,8,9,24,49,42,24,44,30,6,245,12,0,8,24,72,243,340,97,322,100,31,34,1281,9,11,40,105,92,199,198,49,37,30,14,14,796,0,0,3,7,12,33,25,6,15,4,7,9,123,0,0,0,5,0,10,18,15,10,31,12,3,106,201,11,230,902,557,1081,550,137,72,64,28,116,3949,0,0,9,23,11,9,6,0,0,0,0,598,659,233,20,320,1131,814,1996,2079,1287,1050,1390,686,847,11855,9,0,6,8,7,101,415,582,555,1340,1418,428,4863,0,0,7,27,15,137,160,92,76,96,43,77,732,10,5,14,26,39,307,1113,1008,1096,1939,682,450,6681,0,0,0,10,5,40,122,120,135,239,133,64,874,8,9,19,55,103
LGA14100,0,0,0,0,0,0,28,38,27,70,90,0,250,0,0,0,0,0,11,9,6,8,14,9,0,59,0,0,0,0,0,14,26,20,29,34,24,3,148,0,0,0,0,0,4,0,4,4,0,5,0,24,0,0,0,0,0,14,22,16,41,24,11,6,135,0,0,0,0,13,12,20,15,13,14,10,5,95,0,0,0,0,0,0,5,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,10,71,30,64,47,28,20,26,22,17,348,0,0,0,0,0,4,0,0,0,0,0,77,81,16,0,14,76,42,117,167,132,137,175,173,104,1165,0,0,0,0,0,3,27,30,19,82,169,49,386,0,0,0,0,0,4,13,4,6,11,11,3,53,0,0,0,0,0,11,53,43,61,166,129,51,512,0,0,0,0,0,5,5,3,8,15,23,6,66,0,0,0,4,7
LGA14170,15,4,3,9,22,159,854,1293,856,1934,1712,53,6919,15,0,13,59,93,226,205,75,36,53,30,9,815,9,0,3,16,34,313,665,428,224,466,172,24,2349,0,0,0,5,9,57,82,80,47,95,84,22,497,11,0,13,62,160,364,449,126,338,148,88,30,1796,3,9,65,121,91,156,132,42,35,33,10,14,701,4,0,8,17,5,26,26,6,9,20,7,8,138,0,0,0,4,0,12,20,35,19,32,39,13,172,172,18,272,1266,361,425,228,83,26,30,21,86,2991,6,0,3,24,9,15,9,3,0,5,0,1126,1201,231,30,385,1583,786,1752,2671,2168,1595,2814,2163,1392,17573,7,4,6,4,9,79,356,442,362,847,1266,273,3659,0,0,7,27,26,96,144,89,47,97,55,36,632,5,0,9,18,21,240,715,733,682,1550,703,249,4930,4,0,0,6,3,45,125,146,147,306,271,46,1103,11,5,20,75,140
LGA14220,16,0,16,12,11,53,132,54,19,20,10,14,360,0,0,5,9,7,29,11,5,0,0,3,0,77,3,0,3,12,19,87,80,27,9,16,4,7,257,0,0,4,7,0,10,10,9,0,0,0,7,44,0,0,4,34,42,54,37,5,8,4,0,6,198,0,0,10,26,22,32,9,0,0,0,3,5,102,0,0,0,6,3,3,0,0,0,0,0,7,18,0,0,0,0,0,5,5,0,0,3,0,3,16,21,3,38,386,103,143,37,6,0,3,4,32,772,0,0,0,12,0,9,3,0,0,0,0,116,143,40,6,74,510,214,423,322,103,41,47,28,185,1988,3,3,6,6,12,41,124,87,43,36,20,48,414,0,0,4,0,3,8,18,7,0,0,0,3,55,0,0,4,13,15,102,177,51,19,15,6,38,448,0,0,0,0,0,7,20,13,8,9,0,5,66,0,0,5,12,27
LGA14300,5,0,6,3,3,14,40,24,7,10,4,5,120,0,0,0,5,3,3,5,0,0,0,0,0,21,0,0,0,0,3,14,31,8,6,0,0,5,73,0,0,0,0,0,4,4,0,0,4,0,3,14,0,0,4,0,9,13,12,0,3,0,0,0,47,0,0,5,13,0,9,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,10,6,0,10,91,32,24,9,0,0,0,0,9,182,0,0,0,0,0,0,0,0,0,0,0,35,39,14,0,28,111,62,90,102,40,15,18,8,57,541,0,0,0,0,0,8,31,25,11,22,4,33,148,0,0,0,0,0,4,3,0,0,3,0,0,7,0,0,0,0,4,18,52,34,10,18,3,24,157,0,0,0,0,0,0,5,7,5,0,0,0,22,0,0,0,3,12
LGA14350,3,0,3,16,10,61,150,49,24,33,17,14,383,0,0,0,18,21,54,33,12,0,4,0,3,151,6,0,4,8,17,112,121,51,17,13,0,8,351,0,0,0,5,6,24,18,17,10,0,4,5,88,0,0,0,17,34,71,60,9,15,0,0,11,222,0,0,15,74,43,63,31,3,0,0,0,11,256,0,0,0,8,7,12,12,0,5,0,0,6,49,0,0,6,0,0,3,6,4,0,4,0,6,25,24,0,75,729,258,331,68,8,4,3,0,49,1548,0,0,6,18,5,9,0,0,0,0,0,185,215,31,9,113,901,396,740,507,152,72,62,24,283,3284,0,0,0,3,3,32,122,76,45,34,16,39,377,0,0,0,4,10,40,40,10,3,0,0,19,125,0,3,3,0,22,121,243,87,46,23,11,58,626,0,0,0,0,6,15,32,22,7,3,0,4,96,0,0,0,14,24
