LGA_CODE_2021,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950over_REA,C16_950over_ST_HA,C16_950over_Co_ho_pr,C16_950over_Pe_no_sa_ho,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Co_ho_pr,C16_R_NS_Pe_no_sa_ho,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_Tot_Co_ho_pr,C16_Tot_Pe_no_sa_ho,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_Tot_Tot,C21_1_74_REA,C21_1_74_ST_HA,C21_1_74_Co_ho_pr,C21_1_74_Per_no_sa_ho,C21_1_74_Oth_land_typ,C21_1_74_LLT_NS,C21_1_74_Tot,C21_75_99_REA,C21_75_99_ST_HA,C21_75_99_Co_ho_pr,C21_75_99_Pe_no_sa_ho,C21_75_99_Oth_lan_typ,C21_75_99_Lan_type_ns,C21_75_99_Tot,C21_100_149_REA,C21_100_149_ST_HA,C21_100_149_Co_ho_pr,C21_100_149_Pe_no_sa_ho,C21_100_149_Ot_lan_ty,C21_100_149_Lan_typ_ns,C21_100_149_Tot,C21_150_199_REA,C21_150_199_ST_HA,C21_150_199_Co_ho_pr,C21_150_199_Pe_no_sa_ho,C21_150_199_Ot_lan_ty,C21_150_199_Lan_ty_ns,C21_150_199_Tot,C21_200_224_REA,C21_200_224_ST_HA,C21_200_224_Co_ho_pr,C21_200_224_Pe_no_sa_ho,C21_200_224_Ot_lan_ty,C21_200_224_Lan_ty_ns,C21_200_224_Tot,C21_225_274_REA,C21_225_274_ST_HA,C21_225_274_Co_ho_pr,C21_225_274_Pe_no_sa_ho,C21_225_274_Ot_la_typ,C21_225_274_Lan_ty_ns,C21_225_274_Tot,C21_275_349_REA,C21_275_349_ST_HA,C21_275_349_Co_ho_pr,C21_275_349_Pe_no_sa_ho,C21_275_349_Ot_lan_ty,C21_275_349_Lan_ty_ns,C21_275_349_Tot,C21_350_449_REA,C21_350_449_ST_HA,C21_350_449_Co_ho_pr,C21_350_449_Pe_no_sa_ho,C21_350_449_Ot_lan_ty,C21_350_449_Lan_ty_ns,C21_350_449_Tot,C21_450_549_REA,C21_450_549_ST_HA,C21_450_549_Co_ho_pr,C21_450_549_Pe_no_sa_ho,C21_450_549_Oth_lan_typ,C21_450_549_Lan_ty_ns,C21_450_549_Tot,C21_550_649_REA,C21_550_649_ST_HA,C21_550_649_Co_ho_pr,C21_550_649_Pe_no_sa_ho,C21_550_649_Ot_lan_ty,C21_550_649_Lan_ty_ns,C21_550_649_Tot,C21_650_749_REA,C21_650_749_ST_HA,C21_650_749_Co_ho_pr,C21_650_749_Pe_no_sa_ho,C21_650_749_Oth_lan_typ,C21_650_749_LLT_NS,C21_650_749_Tot,C21_750_849_REA,C21_750_849_ST_HA,C21_750_849_Co_ho_pr,C21_750_849_Pe_no_sa_ho,C21_750_849_Oth_lan_typ,C21_750_849_LLT_NS,C21_750_849_Tot,C21_850_950_REA,C21_850_949_ST_HA,C21_850_949_Co_ho_pr,C21_850_949_Pe_no_sa_ho,C21_850_949_Oth_lan_typ,C21_850_949_LLT_NS,C21_850_949_Tot,C21_950over_REA,C21_950over_ST_HA,C21_950over_Co_ho_pr,C21_950over_Pe_no_sa_ho,C21_950over_Oth_lan_typ,C21_950over_LLT_NS,C21_950over_Tot,C21_R_NS_REA,C21_R_NS_ST_HA,C21_R_NS_Co_ho_pr,C21_R_NS_Pe_no_sa_ho,C21_R_NS_Oth_lan_typ,C21_R_NS_Land_typ_ns,C21_Rent_not_statd_Tot,C21_Tot_REA,C21_Tot_ST_HA,C21_Tot_Co_ho_pr,C21_Tot_Pe_no_sa_ho,C21_Tot_Oth_lan_typ,C21_Tot_LLT_NS,C21_Tot_Tot
LGA12380,3,0,49,51,0,0,24,3,0,80,299,239,74,243,64,52,977,16347,4151,623,3560,705,184,25570,19,128,19,14,4,0,189,13,305,47,13,4,0,370,91,1408,140,94,36,12,1772,127,694,247,149,52,11,1282,164,283,102,162,43,4,752,417,332,162,152,45,9,1120,2089,210,183,368,90,12,2945,7486,221,150,991,260,29,9144,6237,115,39,871,261,24,7553,2505,23,13,366,118,6,3031,1010,0,3,136,37,3,1186,244,0,0,41,20,5,306,73,0,0,16,0,0,96,92,0,0,28,9,0,131,471,248,57,334,140,122,1380,21040,3965,1150,3738,1138,235,31258
LGA12390,4,0,7,4,0,0,7,6,0,15,40,44,10,69,31,7,202,3129,775,157,1028,171,39,5301,3,20,3,12,10,0,43,3,30,5,8,3,0,55,43,213,21,68,15,6,368,218,133,67,103,22,7,552,208,69,37,121,12,5,450,599,80,20,171,21,6,898,1116,50,28,294,43,11,1537,1238,22,27,237,46,7,1574,277,5,6,54,15,3,355,60,0,0,13,0,0,67,14,0,0,3,3,0,18,8,0,0,0,8,0,13,6,0,0,0,0,0,6,3,0,0,3,4,0,5,81,48,4,68,70,11,287,3877,662,223,1149,264,59,6229
LGA12700,0,0,0,0,0,0,3,0,0,0,5,0,0,18,3,0,27,245,33,3,192,36,5,511,0,0,0,0,4,0,7,0,0,0,0,5,0,9,3,0,0,11,4,0,19,3,13,5,21,3,0,48,8,0,0,26,4,0,38,42,3,0,33,5,4,85,71,0,3,38,4,0,118,113,0,0,32,4,0,146,20,0,0,8,0,0,35,7,0,0,0,0,0,12,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,18,8,0,32,288,19,7,187,36,3,541
LGA12730,0,0,0,0,0,0,5,0,0,5,15,7,0,18,22,0,64,517,116,16,191,69,12,923,0,0,0,7,6,0,18,0,0,0,9,5,0,17,46,8,12,33,14,0,113,93,23,18,35,9,0,182,50,7,0,18,0,0,81,124,14,6,34,5,0,180,123,4,4,18,0,0,150,42,0,0,7,3,0,49,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,15,26,0,57,492,71,34,174,67,6,849
LGA12750,0,0,3,7,0,0,3,3,0,12,33,31,10,46,20,5,142,1864,428,118,1019,160,36,3631,0,8,0,4,5,0,20,0,7,3,6,0,0,17,9,110,12,45,15,0,195,49,62,40,100,28,3,282,77,36,15,92,17,0,247,211,33,45,136,18,5,447,464,32,15,212,33,6,759,785,19,11,265,51,7,1136,284,5,0,99,10,0,402,78,0,0,39,4,0,123,11,0,0,3,0,0,17,11,0,0,4,4,0,16,0,0,0,0,0,0,8,16,0,0,12,5,0,31,37,31,15,82,51,21,224,2026,342,168,1099,249,41,3931
LGA12850,0,0,20,19,0,0,4,0,0,27,199,213,29,188,56,38,718,11061,4354,430,2794,775,180,19586,15,69,12,22,3,0,122,5,184,22,3,0,0,216,34,1119,97,80,27,4,1365,105,795,234,117,47,6,1299,145,372,70,151,35,6,773,531,375,163,240,70,8,1393,2257,285,156,515,170,28,3411,4290,325,132,1003,378,30,6157,3907,167,63,651,285,30,5097,1339,20,12,210,113,9,1706,497,10,3,59,18,0,586,103,5,5,24,7,0,145,24,0,0,6,0,0,34,33,4,0,13,3,0,50,241,209,45,314,90,84,980,13525,3930,1012,3403,1246,209,23332
LGA12870,0,0,0,5,0,0,0,0,0,3,11,6,0,14,10,0,36,595,33,20,300,63,17,1014,0,4,0,8,8,0,27,5,8,0,4,3,0,17,33,10,3,35,15,7,96,105,10,5,67,6,3,198,58,0,0,52,3,0,109,146,5,0,52,4,3,212,219,0,0,41,7,0,261,81,0,0,19,6,0,97,8,0,0,3,0,0,17,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,18,18,4,51,658,34,13,300,73,20,1096
LGA12900,0,0,0,0,0,0,0,0,0,3,3,6,3,10,26,3,56,412,138,18,245,82,12,901,9,4,0,12,5,0,25,4,10,0,5,0,0,18,31,50,7,18,0,3,115,77,24,4,37,14,5,150,57,20,4,26,3,0,113,135,8,4,45,3,0,206,112,0,0,51,7,3,172,66,0,0,11,9,0,92,11,0,0,0,0,0,12,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,0,19,25,0,77,513,134,19,235,74,15,983
LGA12930,0,0,85,102,0,0,27,0,0,129,179,67,26,186,29,25,514,11182,1272,185,2192,253,68,15152,14,26,9,12,5,0,61,3,57,4,10,4,0,76,34,550,45,57,12,3,700,58,168,80,106,17,3,437,54,78,22,96,15,0,264,161,93,48,113,56,0,474,843,65,34,216,51,3,1214,3840,49,42,477,63,9,4488,4221,34,27,452,62,12,4803,2305,13,7,229,31,0,2587,902,5,3,85,0,4,998,364,0,0,56,3,0,428,143,0,0,21,3,0,168,219,0,0,35,7,0,259,252,68,12,191,51,37,607,13409,1212,332,2163,370,72,17562
LGA12950,0,0,0,0,0,0,0,0,0,0,4,7,0,11,4,3,25,158,60,20,119,27,5,386,0,3,0,5,4,0,15,0,0,0,3,0,0,7,13,7,3,12,4,0,47,40,18,9,26,10,0,103,25,10,0,18,0,0,56,57,6,0,23,3,5,97,22,0,0,7,0,0,32,0,0,0,3,0,0,6,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,10,0,32,159,53,17,116,37,12,391
LGA13010,0,0,0,3,0,0,3,0,0,4,9,3,0,17,14,7,45,483,68,29,209,48,11,852,0,0,0,8,4,0,19,6,0,0,5,0,0,7,27,5,19,24,0,4,81,113,19,16,57,5,0,203,81,10,9,32,4,0,131,172,8,6,39,11,0,240,101,0,0,32,3,0,140,19,0,0,3,0,0,26,6,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,15,21,0,45,530,42,55,223,46,9,913
LGA13310,0,0,0,0,0,0,4,0,0,4,39,27,9,29,16,0,123,1729,514,94,586,105,25,3060,5,17,0,6,4,0,20,0,38,3,8,0,0,53,21,189,18,34,7,0,273,70,101,58,43,10,0,287,76,25,4,60,9,0,177,218,30,12,71,8,0,350,602,63,5,137,27,5,837,846,16,10,154,18,4,1046,217,3,0,33,8,0,261,30,0,0,8,5,0,42,15,0,0,3,0,0,18,3,0,0,0,0,0,5,3,0,0,0,0,0,5,9,0,0,3,0,0,5,39,30,7,45,25,12,156,2160,511,121,601,125,20,3533
LGA13340,0,0,0,0,0,0,0,0,0,4,5,0,0,14,14,0,36,232,18,9,237,56,5,559,0,0,0,0,0,0,6,5,0,0,9,4,0,5,19,15,8,30,5,0,75,35,3,13,65,14,0,131,20,0,0,44,5,0,72,65,3,0,48,4,0,123,69,0,0,28,3,0,104,35,0,0,13,0,0,44,11,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,12,0,37,264,21,25,250,51,5,618
LGA13450,0,0,0,0,0,0,3,0,0,8,31,20,3,32,19,5,103,1589,312,50,516,184,32,2677,0,11,10,9,0,0,27,3,11,4,4,0,0,25,26,72,8,41,21,3,168,89,79,35,88,36,7,329,129,41,11,66,22,0,264,286,42,12,107,32,0,482,497,11,9,133,32,4,681,580,9,0,120,30,0,741,96,0,0,30,14,0,143,17,0,0,4,0,0,25,4,0,0,0,6,0,6,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,11,48,33,12,151,1763,291,96,657,226,34,3061
LGA13550,0,0,0,0,0,0,3,0,0,8,21,7,3,15,21,3,67,810,124,45,283,96,21,1374,0,0,3,0,8,0,19,0,5,0,0,0,0,15,9,8,10,22,5,0,54,51,34,9,24,3,0,132,42,18,7,37,14,0,122,129,28,8,46,6,0,216,213,12,10,68,5,0,311,229,0,0,45,14,0,289,96,0,0,9,6,0,114,20,0,0,5,3,0,26,0,0,0,4,0,0,7,3,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,8,19,5,4,21,17,3,77,831,113,66,281,83,9,1382
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,0,32,122,12,9,159,60,9,364,0,4,0,6,6,0,18,0,0,4,0,0,0,6,10,3,6,29,4,0,51,17,3,6,24,4,0,44,24,0,0,28,5,0,52,52,0,0,30,10,0,90,19,0,0,5,0,0,32,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,24,0,44,126,7,10,138,63,7,354
LGA13800,0,0,21,13,0,0,4,3,0,21,49,40,8,47,23,0,171,3109,699,98,793,263,24,4997,5,0,3,7,3,0,18,0,12,8,6,0,0,29,7,91,16,21,11,0,142,13,150,78,36,9,0,294,31,44,26,50,11,0,168,83,57,35,77,87,3,343,435,53,34,123,35,3,685,1432,72,34,238,27,3,1801,923,21,6,136,19,0,1103,374,0,0,47,3,0,426,135,0,0,17,3,0,160,78,0,0,8,4,0,85,37,0,0,5,3,0,42,44,0,0,11,5,0,57,79,30,10,64,34,9,224,3661,536,264,850,244,24,5582
LGA13850,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,17,118,31,0,105,35,10,298,4,0,0,5,6,0,18,0,4,0,0,0,0,3,23,15,3,16,5,0,61,42,10,0,40,8,0,97,19,0,0,18,7,0,43,14,0,0,24,0,0,40,10,0,0,5,0,0,21,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,24,120,30,5,108,46,7,316
LGA13910,0,0,0,0,0,0,0,0,0,4,17,7,5,29,25,0,83,903,141,45,462,102,16,1674,0,6,3,15,17,0,36,5,7,5,10,5,0,20,22,8,12,39,11,0,100,116,34,26,70,10,0,251,92,18,7,75,18,0,214,297,30,23,90,25,0,455,308,3,3,68,16,0,401,120,0,0,24,4,0,148,9,0,0,5,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,23,6,0,43,32,5,115,995,100,76,442,146,12,1773
LGA14000,0,0,226,143,0,0,20,0,0,167,103,44,62,108,19,21,363,6870,614,426,1601,193,52,9758,9,9,11,9,0,0,34,0,17,8,10,0,0,43,14,79,60,28,13,3,198,18,126,96,47,12,0,301,28,44,51,72,12,9,206,73,43,93,91,27,12,330,267,44,50,181,21,0,565,1977,58,72,322,46,5,2482,2671,24,31,339,43,3,3112,1536,16,4,213,19,4,1790,1089,6,0,147,7,3,1251,611,0,0,48,3,0,664,334,0,0,34,4,0,377,244,0,0,43,0,0,289,141,46,27,126,45,27,409,9005,498,518,1697,245,71,12037
LGA14100,0,0,52,101,0,0,29,0,0,132,4,13,0,15,4,3,41,656,276,19,153,19,3,1126,0,0,0,0,0,0,3,0,10,4,0,0,0,11,0,36,30,0,0,0,69,0,38,30,4,0,0,75,0,12,11,0,0,0,28,10,18,10,4,0,0,44,33,16,8,16,0,0,71,83,13,8,15,0,0,119,127,0,0,25,0,0,161,126,0,0,15,0,0,141,96,0,0,20,0,0,112,62,0,0,7,0,0,70,45,0,0,10,0,0,51,144,0,0,32,0,0,184,10,7,5,8,7,3,45,737,148,113,159,15,8,1174
LGA14170,0,0,1159,1243,0,0,252,11,5,1511,278,110,54,215,44,42,737,22451,2069,504,4344,303,140,29808,18,54,14,12,0,0,93,8,96,18,8,3,0,137,48,770,143,70,9,9,1044,110,236,227,126,19,0,720,169,116,78,129,22,0,509,563,125,81,188,48,0,1013,1783,82,76,343,48,3,2334,5380,92,93,681,74,11,6325,5226,39,26,657,42,0,5994,3762,26,9,472,24,0,4300,3175,5,12,387,21,0,3599,2052,8,0,252,14,3,2326,1257,0,0,156,3,5,1422,1864,0,0,291,9,4,2168,315,106,38,229,51,48,794,25714,1755,818,3993,399,95,32779
LGA14220,0,0,0,0,0,0,0,0,0,0,21,10,5,23,19,4,74,978,218,83,402,107,23,1810,3,5,30,11,9,0,49,6,3,13,4,0,0,21,20,27,19,39,15,4,131,108,36,20,59,25,0,254,97,20,9,52,10,0,187,179,36,18,80,16,0,328,400,10,5,82,9,0,510,195,3,0,28,4,0,233,18,0,0,7,3,0,31,5,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,6,0,0,6,0,0,0,0,0,0,4,15,12,5,24,29,13,97,1053,141,124,390,128,29,1862
LGA14300,0,0,0,0,0,0,0,0,0,0,5,5,0,11,4,0,25,240,44,15,115,17,6,437,5,4,0,0,0,0,16,0,5,0,4,0,0,14,15,10,13,18,0,0,53,31,15,0,14,0,0,67,30,6,0,21,4,0,54,85,0,0,28,0,0,112,109,0,0,15,0,0,126,63,0,0,9,0,0,76,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,20,346,47,9,118,18,0,536
LGA14350,3,0,3,3,0,0,0,3,0,6,20,16,11,32,11,8,92,1464,337,103,685,121,30,2738,6,0,3,10,0,0,24,0,6,5,0,4,0,16,14,9,17,33,7,4,83,53,55,82,62,27,5,276,83,23,45,66,21,4,246,227,35,31,115,32,5,442,515,23,18,177,18,6,755,516,16,22,111,21,4,684,100,0,0,19,6,0,122,22,5,4,6,3,0,43,10,0,0,3,0,0,14,3,0,0,0,0,0,3,4,0,0,4,0,0,4,9,0,0,0,4,0,16,36,19,6,38,25,8,124,1594,191,234,640,167,26,2856
LGA14400,5,0,6,0,0,0,4,7,0,11,7,8,13,23,15,3,61,906,70,43,350,75,9,1453,0,0,0,4,0,0,6,0,0,3,3,0,0,9,0,3,5,6,3,0,24,8,25,9,15,0,0,61,0,9,6,25,7,0,44,20,4,7,9,5,0,45,53,0,10,33,6,0,101,193,0,3,77,5,0,282,338,4,0,72,6,0,416,276,0,0,43,0,0,326,111,0,0,22,0,0,138,26,0,0,6,0,0,35,5,0,0,0,0,0,9,11,0,0,13,5,0,23,12,4,0,22,13,0,58,1054,62,45,355,50,11,1573
LGA14500,0,0,471,1116,0,0,201,8,3,1321,79,3,23,89,9,13,219,5062,25,156,1111,141,25,6520,5,0,6,6,0,0,12,0,0,6,3,0,0,7,8,0,16,19,3,0,48,3,0,14,13,5,3,42,4,4,6,31,4,0,42,25,0,12,40,17,7,95,80,3,11,59,19,0,173,614,0,8,89,27,4,738,1213,4,3,159,14,0,1400,1442,0,3,145,13,0,1613,760,0,0,112,15,3,886,594,0,0,65,8,0,665,534,0,3,61,0,0,598,1553,0,0,207,7,3,1775,117,3,8,101,22,12,261,6954,23,96,1100,147,34,8356
LGA14550,0,0,0,0,0,0,0,0,0,5,0,0,6,14,3,3,29,301,44,14,300,38,13,709,0,0,0,9,6,0,25,0,0,0,3,0,0,3,4,7,6,27,8,0,51,26,10,0,61,0,0,103,27,3,0,48,5,0,85,68,3,0,59,0,0,136,110,0,0,59,7,0,188,66,0,0,31,0,0,93,9,0,0,4,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,18,4,0,41,316,39,18,328,32,4,735
LGA14600,0,0,0,0,0,0,0,0,0,0,0,6,7,16,13,3,40,125,105,80,222,93,6,629,7,14,3,7,22,0,56,0,4,3,3,3,0,22,9,16,17,27,12,0,85,30,37,42,43,11,8,176,26,10,7,34,7,4,86,25,3,0,31,3,0,72,14,0,0,21,4,0,45,10,0,0,10,5,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,9,5,15,28,9,58,121,102,81,209,100,19,626
LGA14650,0,0,4,8,4,0,15,4,0,31,130,168,43,135,35,17,521,9229,3223,415,3125,417,100,16514,9,63,10,23,9,0,113,10,111,7,8,0,0,139,26,1059,72,89,45,11,1299,108,644,211,167,66,14,1207,176,221,60,185,63,7,717,504,274,68,298,60,10,1206,1390,325,71,641,65,12,2504,4466,174,43,1044,82,12,5824,2853,25,11,465,32,4,3391,1046,3,0,136,9,0,1200,330,0,0,41,3,0,376,86,0,0,18,5,0,112,36,0,0,5,0,0,35,33,0,0,13,6,0,57,237,186,42,172,76,36,742,11301,3088,610,3305,526,109,18936
LGA14700,3,0,173,264,0,0,49,0,0,314,62,0,8,23,6,9,108,3694,163,91,636,70,19,4681,8,6,0,3,0,0,21,3,4,16,4,0,0,25,3,35,30,8,4,0,76,9,35,47,17,0,0,103,10,3,13,18,0,0,47,47,16,7,27,16,0,104,118,5,5,42,3,0,166,812,3,10,86,8,0,923,1246,0,3,153,18,0,1425,891,0,3,97,11,0,1010,500,0,0,63,8,0,570,404,0,0,39,13,0,458,210,0,0,18,0,0,228,442,0,0,51,0,0,498,62,5,10,36,11,13,132,4747,111,146,658,93,17,5781
LGA14750,0,0,0,0,0,0,0,0,0,3,6,4,0,6,11,0,32,567,109,13,293,60,12,1054,0,4,0,4,0,0,8,0,4,0,7,5,0,18,24,37,0,30,14,0,112,66,27,0,51,12,3,159,98,11,0,34,19,0,164,150,16,0,67,8,0,250,201,0,0,58,13,0,274,61,0,0,21,9,0,93,5,0,0,4,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,24,13,5,56,620,105,8,305,89,11,1136
LGA14850,0,0,3,0,0,0,8,0,0,3,26,29,10,58,15,3,148,2339,468,185,1369,171,30,4556,0,11,8,12,9,0,38,0,16,0,13,0,0,26,14,186,25,71,13,4,319,71,72,87,82,29,4,353,117,20,30,121,56,10,346,303,39,34,200,41,10,624,619,38,23,326,25,4,1034,767,15,12,352,24,5,1171,300,6,3,109,8,4,425,108,0,0,38,0,0,144,31,0,0,10,0,0,43,10,0,0,6,0,0,22,3,0,0,0,0,0,3,4,0,0,7,0,0,8,43,28,13,48,25,16,171,2383,434,239,1398,223,47,4727
LGA14870,0,0,0,0,0,0,4,0,0,3,16,32,4,21,8,3,80,969,414,26,395,52,13,1878,0,15,0,0,5,0,27,0,27,0,8,0,0,39,16,156,11,35,5,4,229,43,67,8,48,14,0,181,83,25,5,55,4,0,172,245,30,12,72,10,0,363,439,41,5,85,9,3,583,261,4,0,40,4,0,311,36,0,0,7,0,0,49,7,0,0,0,0,0,7,4,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,23,25,5,26,25,5,96,1172,399,45,373,73,8,2069
LGA14900,0,0,16,44,0,0,9,0,0,47,204,230,28,139,68,34,707,10956,4139,335,2033,923,139,18531,18,133,14,11,13,3,191,4,262,15,3,7,6,294,26,1185,116,29,24,7,1386,61,672,149,65,32,9,981,103,312,71,89,24,3,606,659,378,129,138,384,8,1694,1881,293,117,301,188,14,2791,4878,281,95,697,212,22,6178,4568,146,34,582,139,10,5480,2549,15,7,223,48,0,2845,699,0,0,74,17,5,791,163,4,0,29,14,0,210,40,0,0,12,5,0,59,54,0,0,8,4,0,67,311,229,30,231,104,77,988,16014,3922,782,2485,1201,151,24559
LGA14920,0,0,5,0,0,0,0,0,0,3,9,7,0,25,23,0,62,307,67,44,252,75,9,761,0,0,0,3,6,0,11,3,0,0,0,0,0,8,12,3,7,23,4,4,53,40,13,44,35,10,0,139,27,9,11,47,10,0,97,73,6,5,40,11,0,134,101,7,5,31,6,0,151,25,0,0,4,3,0,31,7,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,15,30,0,56,298,37,67,205,81,3,696
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,49,12,7,82,11,0,163,0,0,0,5,4,0,12,0,0,6,0,0,0,8,3,0,0,6,6,0,15,7,4,4,21,4,0,40,7,0,0,16,0,0,33,22,0,0,21,4,0,46,5,0,0,11,0,0,18,4,0,0,0,0,0,9,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,7,0,13,57,6,10,93,22,4,187
LGA15050,0,0,0,0,0,0,7,0,0,9,63,74,13,40,19,9,216,5160,1345,87,1038,315,45,7996,3,10,3,12,0,0,30,0,12,3,5,8,0,29,20,114,36,26,22,5,221,83,271,133,61,27,5,572,105,111,37,87,10,0,353,300,164,69,113,243,4,897,969,188,93,303,60,0,1614,2870,144,42,403,29,12,3500,1651,16,9,110,18,0,1799,302,4,0,25,3,0,334,49,0,0,3,0,0,56,11,0,0,3,0,0,17,0,0,0,0,0,0,6,7,0,0,5,0,0,15,114,77,27,81,54,22,361,6475,1104,463,1238,472,45,9802
LGA15240,4,0,7,9,0,0,10,4,0,32,89,53,28,85,37,15,311,5479,854,300,1848,328,90,8905,10,10,8,29,8,0,57,7,9,16,9,6,3,47,39,50,46,93,34,0,265,189,192,185,167,82,15,816,274,60,50,190,36,9,623,742,102,58,289,39,4,1231,1613,71,45,453,47,7,2227,1862,50,46,399,52,4,2418,646,7,7,133,15,3,811,140,0,0,27,9,0,174,32,0,5,9,8,0,46,9,0,0,3,0,0,8,4,0,0,0,0,0,8,19,0,0,13,8,0,42,93,45,42,113,76,28,390,5658,608,495,1916,411,77,9176
LGA15270,0,0,0,4,0,0,7,0,0,9,29,7,0,26,20,6,95,1432,244,31,468,93,20,2290,5,0,0,7,17,0,25,3,4,0,4,0,0,14,24,24,9,23,6,0,80,59,54,26,45,7,0,190,67,24,8,50,12,4,154,149,32,13,59,6,3,261,340,49,5,76,14,0,488,507,14,4,86,11,5,626,326,0,0,29,6,0,359,65,0,0,4,0,0,64,14,0,0,6,0,0,18,0,0,0,0,0,0,0,4,0,0,3,0,0,8,5,0,0,5,4,0,14,32,13,0,37,20,7,111,1589,216,69,428,105,20,2420
LGA15300,0,0,0,0,0,0,5,0,0,8,7,32,7,26,61,4,130,663,313,149,295,243,17,1682,5,3,4,15,14,0,38,0,14,15,0,12,0,40,19,32,5,26,24,4,111,134,83,48,50,16,0,336,81,32,12,43,11,4,178,110,30,8,41,6,0,184,154,7,0,29,10,0,199,120,0,3,26,18,0,165,30,0,0,7,11,0,50,6,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,15,11,23,35,69,10,166,680,212,119,270,203,21,1501
LGA15350,0,0,174,504,0,0,124,0,0,636,45,0,9,34,6,6,103,2940,38,45,669,25,13,3724,0,0,0,3,0,0,6,0,4,0,0,0,0,3,5,0,3,3,0,0,16,3,18,22,10,0,4,47,8,8,4,10,0,0,29,15,4,10,11,0,0,37,44,0,3,26,0,0,70,468,4,0,73,0,0,542,683,0,0,93,6,0,785,549,0,0,80,4,0,636,361,0,0,53,0,0,413,239,0,0,38,0,0,280,165,3,0,32,0,0,194,571,0,0,104,4,0,675,58,4,4,35,4,3,113,3165,51,43,562,21,8,3856
