CED_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
CED135,12,1160,..,14657,1107,15762,134,15894,..,410,75,484,0,488,..,173,31,200,0,201,..,60,13,74,0,74,..,1697,999,2700,13,2713,..,40,9,46,0,46,..,1020,79,1097,8,1107,..,905,313,1223,8,1226,..,181,18,207,5,208,..,129,16,148,0,151,..,196,36,233,0,233,..,129,17,143,0,147,..,193,32,220,7,223,..,822,18,839,10,851,..,440,49,490,4,492,..,1226,35,1261,8,1270,..,182,16,201,3,201,..,2676,116,2792,18,2809,..,738,131,866,7,877,..,3159,318,3481,40,3521,..,325,107,434,0,436,..,705,253,954,5,962,..,739,237,969,11,982,..,5912,1046,6961,149,7106,..,50223,10896,61115,534,61656,..,668,214,881,5830,6706,31156,50891,11106,61997,6367,99517,64772,..,..,..,..,64772,..,81,0,81,0,82,..,12600,2240,14840,79,14917,..,47,3,56,0,56,..,6234,2603,8839,58,8895,..,10545,5557,16101,138,16242
CED136,0,24,..,517,63,582,4,583,..,121,5,131,0,128,..,36,3,41,0,41,..,8,3,12,0,12,..,58,22,78,0,82,..,25,4,26,0,26,..,173,19,189,3,188,..,14,0,16,0,16,..,62,8,73,0,74,..,48,3,54,0,54,..,64,8,66,0,71,..,47,5,55,0,54,..,20,4,21,0,21,..,152,3,160,0,164,..,48,0,49,0,49,..,283,15,298,0,298,..,61,4,65,0,72,..,546,32,575,3,576,..,172,16,184,6,186,..,38,3,39,0,39,..,174,44,216,0,216,..,14,5,17,0,17,..,89,49,136,0,136,..,719,102,821,25,849,..,3890,563,4454,49,4509,..,210,13,216,3673,3892,81252,4098,578,4671,3726,89647,159215,..,..,..,..,159215,..,297,7,304,0,309,..,212,17,229,3,230,..,153,3,154,0,154,..,177,88,266,0,269,..,350,160,510,8,515
CED137,0,283,..,6349,236,6584,39,6621,..,2989,583,3569,19,3582,..,328,56,386,0,384,..,67,18,82,0,82,..,3896,2169,6063,33,6099,..,85,5,92,0,92,..,270,6,285,7,284,..,441,54,503,0,506,..,217,23,237,0,240,..,367,41,412,5,420,..,366,43,405,0,405,..,44,0,48,0,52,..,211,28,238,0,243,..,536,7,543,6,548,..,594,53,646,4,652,..,764,16,783,3,792,..,174,11,185,0,185,..,2074,86,2163,15,2174,..,1079,131,1208,9,1221,..,1471,128,1597,13,1611,..,560,186,745,3,747,..,538,114,645,5,650,..,1646,304,1945,7,1952,..,2512,376,2893,87,2975,..,45060,11234,56293,406,56698,..,523,137,658,4385,5046,40019,45583,11367,56955,4792,101763,81637,..,..,..,..,81637,..,87,5,87,0,87,..,4645,444,5084,23,5111,..,23,0,23,0,23,..,8975,2719,11699,85,11786,..,18242,7831,26074,192,26272
CED138,0,9,..,348,30,381,5,387,..,273,26,302,5,309,..,299,55,356,0,353,..,10,0,10,0,12,..,25,10,31,3,32,..,13,0,9,0,9,..,65,9,73,0,73,..,20,0,20,0,20,..,72,0,72,0,76,..,448,13,456,6,464,..,77,6,80,0,80,..,14,0,14,0,14,..,12,3,15,0,15,..,154,4,156,0,154,..,71,5,77,0,77,..,158,6,165,0,167,..,40,0,40,0,40,..,422,9,430,4,436,..,515,28,539,4,545,..,20,0,26,0,26,..,239,31,276,0,276,..,16,0,16,5,23,..,79,17,97,0,98,..,865,75,941,18,957,..,5069,424,5489,71,5562,..,299,18,318,6005,6318,75118,5367,440,5806,6073,86993,145033,..,..,..,..,145033,..,93,0,92,0,92,..,61,5,69,0,72,..,178,4,182,12,194,..,115,44,155,5,163,..,233,66,296,8,306
CED139,0,15,..,597,49,644,12,652,..,86,11,91,0,94,..,22,0,20,0,20,..,13,0,17,0,17,..,26,3,26,0,30,..,13,0,8,0,8,..,291,24,313,0,316,..,29,5,39,3,40,..,21,0,21,0,21,..,15,4,22,0,22,..,27,0,27,0,27,..,19,0,20,0,26,..,23,3,25,0,28,..,171,8,176,4,174,..,28,0,28,0,28,..,179,10,182,0,182,..,51,5,53,0,53,..,426,13,440,0,447,..,104,5,109,0,107,..,50,0,50,0,49,..,84,23,103,0,107,..,5,0,5,0,5,..,61,25,86,0,86,..,1037,344,1384,19,1399,..,3804,772,4581,49,4631,..,200,20,225,4894,5119,71829,4007,794,4803,4944,81571,140614,..,..,..,..,140614,..,166,7,170,3,173,..,623,88,711,8,715,..,314,13,319,3,328,..,139,72,214,0,214,..,396,318,715,8,722
CED140,0,24,..,569,44,618,8,625,..,241,22,257,0,257,..,162,16,171,0,171,..,18,3,25,0,25,..,176,80,262,0,262,..,10,0,10,0,10,..,126,17,141,4,148,..,52,5,61,0,61,..,111,5,123,0,123,..,193,17,212,0,213,..,224,20,245,0,251,..,19,0,19,0,19,..,38,10,46,0,46,..,181,3,181,0,186,..,88,5,94,0,93,..,280,16,294,0,294,..,70,3,75,0,75,..,623,25,647,4,651,..,474,35,508,0,513,..,59,0,59,0,60,..,234,53,283,0,283,..,39,3,46,0,46,..,93,28,121,0,125,..,917,82,1002,25,1021,..,6123,814,6936,70,7010,..,248,34,281,3594,3881,67491,6374,843,7216,3666,78375,131452,..,..,..,..,131452,..,304,4,309,0,309,..,358,24,379,4,384,..,92,0,96,0,96,..,373,128,499,0,499,..,879,347,1228,14,1240
CED141,0,4,..,276,17,294,3,295,..,175,9,185,5,186,..,56,5,64,0,64,..,11,3,15,0,15,..,53,16,67,0,67,..,169,30,198,0,198,..,20,0,21,0,21,..,24,4,26,0,26,..,85,11,91,5,97,..,69,4,78,0,79,..,51,10,58,0,58,..,49,5,54,0,53,..,45,4,50,0,47,..,95,7,95,0,97,..,51,3,55,0,55,..,133,10,145,0,143,..,35,4,40,0,40,..,312,19,336,3,336,..,199,11,212,0,212,..,39,0,38,0,38,..,143,25,164,0,170,..,20,3,21,0,23,..,79,22,98,0,103,..,619,72,698,23,713,..,3433,431,3862,52,3915,..,232,15,251,2853,3105,70759,3673,444,4111,2908,77775,138593,..,..,..,..,138593,..,188,4,190,4,194,..,196,30,221,6,227,..,107,0,107,0,109,..,239,75,318,0,317,..,345,105,453,6,459
CED142,0,124,..,1482,28,1509,7,1519,..,677,39,716,7,724,..,726,122,843,7,849,..,49,3,60,0,60,..,977,256,1230,12,1239,..,114,15,130,0,130,..,113,8,116,0,116,..,360,20,382,4,379,..,313,13,328,6,339,..,905,87,992,10,998,..,787,241,1024,0,1028,..,33,0,33,0,32,..,221,20,235,0,235,..,302,7,314,0,314,..,1974,221,2190,11,2201,..,403,4,403,0,408,..,350,25,381,0,384,..,3030,257,3288,15,3309,..,2075,230,2302,13,2323,..,137,5,144,4,144,..,2520,959,3482,17,3498,..,233,41,281,0,279,..,1106,315,1421,12,1431,..,1995,217,2211,49,2259,..,31679,5887,37566,269,37830,..,434,105,535,5980,6520,52961,32113,5988,38101,6251,97307,117313,..,..,..,..,117313,..,199,4,195,0,195,..,1270,96,1362,3,1368,..,120,9,127,0,125,..,4691,1239,5927,42,5972,..,14671,3384,18057,101,18158
CED143,0,30,..,556,29,583,0,588,..,773,91,861,15,875,..,489,62,550,13,558,..,13,5,14,0,14,..,197,54,249,3,251,..,51,3,59,0,59,..,23,0,24,0,24,..,165,12,176,0,179,..,214,14,226,3,229,..,951,66,1014,18,1028,..,305,29,338,8,341,..,15,0,15,0,15,..,175,16,195,0,192,..,132,7,138,0,140,..,137,3,139,0,139,..,217,0,223,3,223,..,38,6,46,0,46,..,525,21,545,0,555,..,1115,66,1180,11,1192,..,35,4,40,0,40,..,256,63,319,0,319,..,75,17,91,0,92,..,168,28,198,0,197,..,1881,128,2014,35,2052,..,12563,1329,13888,154,14049,..,269,29,299,2301,2601,61501,12831,1354,14183,2458,78145,120160,..,..,..,..,120160,..,341,3,344,0,348,..,281,22,302,5,305,..,11,0,11,0,11,..,1135,206,1342,4,1344,..,2241,650,2894,15,2907
CED144,0,115,..,7566,973,8539,79,8617,..,1676,309,1982,17,1999,..,132,23,149,0,149,..,31,8,38,0,38,..,1271,983,2256,12,2268,..,175,31,210,3,208,..,81,10,92,0,88,..,63,6,69,0,69,..,131,16,153,0,153,..,568,165,735,3,741,..,130,20,148,0,150,..,157,14,173,0,173,..,132,17,147,0,147,..,436,11,447,0,450,..,1121,262,1386,15,1400,..,897,33,936,10,946,..,235,51,287,3,288,..,2692,357,3045,32,3079,..,859,134,993,7,1006,..,376,39,420,0,420,..,411,128,543,8,553,..,271,75,351,0,353,..,2275,1403,3676,23,3701,..,2399,571,2971,76,3055,..,43285,13469,56752,463,57221,..,684,224,900,5460,6361,26763,43964,13689,57652,5922,90349,54984,..,..,..,..,54984,..,27,0,27,0,27,..,25654,4585,30238,219,30457,..,47,0,49,0,49,..,4631,2973,7601,32,7638,..,6097,5879,11977,124,12102
CED145,0,14,..,291,15,301,0,304,..,848,44,888,15,900,..,298,28,326,0,330,..,4,0,4,0,4,..,188,19,206,0,206,..,39,0,42,0,44,..,12,0,12,0,12,..,137,7,144,0,144,..,212,7,216,5,222,..,884,69,950,7,962,..,994,125,1121,6,1122,..,4,0,4,0,4,..,138,8,147,0,147,..,138,5,142,0,142,..,138,7,149,3,154,..,212,4,215,3,218,..,34,0,32,0,38,..,519,21,541,5,549,..,1466,80,1547,8,1554,..,31,0,31,0,34,..,214,40,254,0,254,..,90,8,96,0,102,..,182,26,209,0,211,..,1997,100,2097,28,2125,..,13182,1126,14315,122,14434,..,246,18,265,4021,4286,57363,13435,1148,14580,4146,76081,111590,..,..,..,..,111590,..,120,4,129,3,130,..,424,29,451,0,455,..,23,0,27,0,27,..,1024,126,1153,6,1162,..,2044,463,2507,18,2529
CED146,4,776,..,9262,720,9981,66,10055,..,1336,197,1531,11,1543,..,39,3,47,0,47,..,944,586,1526,14,1541,..,81,42,126,0,126,..,686,130,813,0,815,..,562,27,596,4,597,..,139,38,183,0,177,..,274,49,320,0,324,..,207,38,242,4,249,..,111,20,128,0,129,..,1273,115,1391,10,1399,..,1559,325,1879,7,1889,..,636,12,648,4,655,..,392,58,448,6,458,..,1255,43,1297,5,1304,..,198,25,216,0,216,..,2480,130,2615,16,2627,..,1918,388,2305,7,2315,..,384,30,416,0,422,..,266,94,368,3,370,..,623,159,785,6,788,..,4097,2552,6649,36,6687,..,6951,1690,8646,82,8729,..,45841,10956,56797,395,57198,..,993,261,1251,5268,6519,36810,46830,11215,58050,5667,100525,74934,..,..,..,..,74934,..,72,0,79,0,77,..,18451,4184,22637,176,22804,..,50,0,47,0,51,..,1731,838,2563,17,2580,..,1746,908,2651,19,2670
CED147,0,13,..,617,47,666,4,668,..,495,54,551,4,553,..,54,3,52,0,59,..,20,3,26,0,23,..,51,21,69,0,75,..,1132,300,1431,9,1441,..,211,19,230,3,230,..,50,7,56,0,60,..,108,13,127,0,127,..,248,44,298,0,293,..,48,9,51,0,51,..,14,0,14,0,14,..,267,43,307,3,312,..,183,4,187,5,193,..,53,5,55,0,55,..,255,12,268,0,268,..,55,0,59,0,57,..,540,27,566,5,574,..,542,111,646,9,659,..,30,4,29,0,30,..,189,43,234,0,237,..,224,50,280,4,282,..,162,68,229,0,231,..,969,156,1130,18,1151,..,7841,1316,9154,97,9252,..,276,37,319,3664,3975,73277,8116,1356,9470,3757,86507,143112,..,..,..,..,143112,..,145,0,153,0,153,..,1108,177,1285,13,1290,..,63,6,66,0,67,..,189,64,251,0,256,..,434,140,573,15,595
CED194,0,8,..,40,3,36,0,36,..,9,0,11,0,12,..,0,5,3,0,3,..,0,0,0,0,0,..,9,5,11,0,11,..,3,0,3,0,3,..,5,0,5,0,5,..,12,0,12,0,12,..,6,0,6,0,6,..,14,0,14,0,14,..,6,0,12,0,6,..,6,0,3,0,3,..,4,0,4,0,4,..,8,0,8,0,8,..,12,0,12,0,12,..,5,0,5,0,5,..,9,0,10,0,17,..,38,3,39,0,43,..,27,3,28,0,28,..,6,0,6,0,6,..,9,0,6,0,8,..,0,0,5,0,5,..,13,8,20,0,20,..,79,15,98,0,102,..,488,80,573,10,579,..,16,0,16,1514,1530,2889,505,80,589,1519,4997,6417,..,..,..,..,6417,..,6,0,6,0,6,..,83,9,87,8,90,..,13,0,17,0,18,..,46,11,51,0,51,..,106,49,151,0,152
CED197,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
