CED_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
CED124,0,0,0,8,3,8,0,0,0,18,0,0,0,20,13,12,30,30,12,120,0,0,0,3,0,15,51,31,8,124,0,0,0,3,0,0,3,0,0,10,0,0,0,15,0,0,0,0,0,21,0,0,0,3,6,0,11,3,0,19,0,0,6,8,9,16,12,7,0,52,0,0,0,0,5,11,33,22,3,75,0,0,0,3,0,5,9,0,0,15,0,0,0,0,4,0,0,4,0,8,0,0,7,56,0,0,0,0,0,66,0,0,0,6,13,24,92,89,20,254,0,12,16,108,144,170,226,103,23,807,0,0,0,0,5,5,0,0,0,11,0,0,3,15,0,0,0,0,0,26,0,0,0,3,16,7,9,0,0,41,7,12,9,63,10,10,5,3,0,119,0,4,0,0,0,13,21,12,5,50,0,0,0,0,0,0,0,0,0,7,0,11,5,14,13,51,105,78,19,294
CED125,0,30,106,546,222,155,68,26,5,1159,0,11,7,84,39,28,41,23,7,241,0,0,5,42,51,104,141,103,47,495,0,0,6,3,4,5,3,0,0,22,0,4,9,44,12,12,4,3,0,81,5,9,25,258,172,182,108,42,8,810,0,8,11,80,30,41,38,18,3,229,0,0,0,10,6,26,90,53,22,206,0,0,10,44,35,56,63,23,0,231,0,0,4,27,11,9,3,5,5,65,5,45,166,1098,152,41,17,4,0,1527,0,0,0,8,12,19,57,13,8,114,20,241,377,854,327,242,120,42,0,2232,0,0,3,41,33,42,31,12,0,154,4,117,120,494,164,94,34,10,0,1038,3,4,4,14,7,3,9,0,0,49,12,92,215,889,385,298,205,46,8,2148,0,0,0,51,31,36,58,20,3,198,4,42,87,248,171,206,95,25,0,879,0,5,8,43,47,80,118,63,10,380
CED126,0,0,0,0,9,11,3,0,0,19,0,12,18,94,106,55,41,33,9,364,0,0,13,90,53,107,188,169,57,682,0,14,17,29,32,19,23,3,0,137,0,9,14,50,31,22,27,5,4,152,0,0,0,12,16,38,4,8,3,85,3,0,10,23,30,30,23,19,4,138,0,0,0,0,0,11,10,7,5,30,0,3,0,8,5,5,11,5,0,30,0,0,0,4,4,0,4,0,0,11,0,3,134,269,9,0,0,0,0,414,0,10,10,28,49,43,60,78,40,317,7,39,88,447,366,317,218,83,21,1586,0,0,0,3,0,8,9,4,0,16,0,0,8,15,9,3,0,0,0,36,0,0,0,4,25,22,7,3,3,55,0,25,44,163,69,54,30,4,0,394,0,3,0,29,26,18,35,10,0,124,0,0,0,6,7,0,0,0,0,16,0,18,18,58,98,99,93,70,22,476
CED127,0,0,0,13,0,3,0,0,0,24,0,10,5,88,55,57,57,30,8,304,0,0,0,17,19,42,78,40,20,203,0,0,8,3,9,4,3,0,0,33,0,3,3,14,8,14,6,3,0,57,0,0,6,19,24,30,14,9,0,101,0,0,0,26,36,19,21,4,3,106,0,0,0,12,18,65,139,68,15,315,0,0,0,9,3,10,11,0,0,34,0,0,0,0,0,0,3,0,0,15,0,0,12,65,3,0,0,0,0,73,0,4,4,15,19,45,110,67,22,287,0,27,32,211,215,240,160,56,12,946,0,0,0,4,7,19,12,8,5,48,0,0,4,22,4,15,3,0,0,49,0,0,0,8,10,11,11,0,3,47,0,11,10,96,32,14,14,4,0,200,0,0,0,26,12,24,30,6,0,108,0,0,0,12,7,6,0,0,0,20,0,7,9,36,54,96,121,56,19,398
CED128,10,648,935,2413,1182,1039,589,289,64,7170,0,0,6,24,19,23,36,26,8,136,0,0,0,25,41,144,274,277,164,934,0,0,0,7,0,5,0,0,0,8,0,3,10,41,24,28,13,9,6,138,34,91,121,868,674,709,459,206,35,3212,0,9,18,89,35,26,27,11,3,224,0,5,4,12,21,85,262,274,71,729,0,0,0,17,14,23,30,15,10,98,0,0,0,51,28,34,18,11,0,147,0,0,108,307,22,4,3,0,0,455,0,0,4,3,4,4,26,14,9,68,13,115,243,430,192,147,83,23,3,1245,0,0,0,16,18,33,43,18,5,140,21,87,170,596,70,52,30,10,0,1031,0,0,0,3,4,7,0,0,0,20,10,47,112,471,276,253,209,51,9,1422,0,0,0,19,25,18,39,19,6,131,0,13,25,60,74,60,37,3,0,276,0,0,0,5,13,39,33,32,7,132
CED129,0,3,4,54,30,27,12,5,0,135,3,10,28,106,58,50,34,20,5,314,0,4,5,54,42,82,165,99,45,485,0,21,18,17,16,7,4,5,0,88,8,104,162,505,452,223,111,56,18,1640,0,3,10,85,123,131,101,51,10,509,3,54,63,277,137,135,158,74,14,917,0,0,0,8,9,24,69,73,20,211,0,0,5,18,21,24,20,12,0,105,0,0,4,36,28,13,21,12,6,112,0,4,29,193,56,12,14,0,0,306,4,3,8,18,11,25,35,31,17,151,15,107,169,304,242,199,91,44,8,1182,0,0,0,4,8,7,8,0,0,30,10,141,71,460,115,82,34,11,7,923,0,0,4,13,22,12,7,0,0,54,3,62,138,560,285,265,203,50,14,1578,0,3,4,40,32,48,75,18,9,224,0,3,0,10,6,3,4,0,0,24,0,12,15,39,51,48,60,48,16,278
CED130,13,79,87,68,19,10,5,0,0,278,0,3,5,40,15,11,22,12,0,112,0,6,0,4,0,3,12,19,13,63,0,9,3,10,0,0,7,0,0,24,3,0,7,24,6,0,7,0,0,32,0,0,0,3,0,7,3,6,5,17,0,5,16,35,21,13,6,0,0,96,0,0,0,0,3,4,13,6,0,23,0,0,0,3,0,0,3,0,0,3,0,5,4,29,5,0,4,0,0,41,0,6,16,226,9,0,0,0,0,259,0,4,0,7,8,13,46,41,4,125,0,20,44,147,118,152,151,62,10,701,0,0,0,0,0,0,0,0,0,0,0,3,4,57,3,0,5,0,0,83,0,4,6,12,16,11,9,0,0,57,3,70,69,175,74,14,4,0,0,402,0,0,0,4,0,0,3,7,0,17,0,0,3,17,0,0,0,0,0,21,0,6,5,14,20,46,41,36,8,174
CED131,0,6,3,17,3,4,3,0,0,45,0,18,8,67,31,23,17,8,3,182,0,0,3,26,13,28,63,61,69,275,4,9,15,25,3,5,8,0,0,64,3,14,24,108,32,14,4,4,0,196,0,7,0,3,3,0,3,0,0,33,0,7,44,85,31,18,15,4,0,212,0,0,0,0,0,5,11,7,0,23,0,0,0,8,0,3,4,0,0,21,0,3,4,12,5,0,0,0,0,25,0,8,52,200,7,0,0,0,0,264,0,5,6,19,18,7,23,26,9,105,7,45,77,305,182,147,103,32,12,913,0,0,0,16,30,75,107,66,27,315,3,23,85,230,11,0,4,3,0,369,0,0,3,6,14,7,9,0,0,50,3,36,56,165,42,14,6,6,0,323,0,0,0,28,14,11,28,15,16,105,0,0,6,13,6,8,4,0,0,40,0,10,10,53,35,63,51,39,18,283
CED132,0,0,3,17,8,5,9,0,3,46,0,17,13,182,112,76,40,22,7,466,0,13,5,192,47,60,83,87,50,550,19,78,58,280,178,96,51,19,0,775,8,50,53,367,128,63,42,34,4,756,0,0,3,30,42,41,26,26,5,181,5,10,50,341,151,115,129,52,14,867,0,0,0,3,4,3,6,7,0,23,0,0,0,22,7,12,4,3,0,50,0,0,0,10,5,7,3,8,4,30,0,6,168,283,21,0,0,0,0,479,0,7,6,54,44,21,41,29,14,218,12,49,114,538,395,325,213,99,11,1756,0,5,0,16,6,16,7,6,4,58,3,7,9,100,18,12,5,5,0,153,0,3,0,14,39,38,21,15,4,130,8,51,53,419,120,57,37,13,3,764,5,9,3,103,41,28,38,19,11,249,0,0,0,0,0,0,0,0,0,8,0,10,6,104,91,70,59,39,11,403
CED133,0,0,0,0,0,0,3,0,0,5,0,7,4,20,16,16,27,5,4,96,0,3,5,21,9,13,43,36,29,162,5,3,5,29,0,3,0,0,0,48,0,0,3,30,7,3,0,0,0,41,0,0,0,4,4,6,0,0,0,15,0,3,12,74,17,17,7,7,0,139,0,0,0,0,4,3,17,5,0,27,0,0,0,0,0,3,3,0,0,14,0,0,0,6,0,0,0,0,0,8,0,0,6,49,3,0,0,0,0,59,0,5,3,9,23,27,80,55,22,218,0,26,30,196,219,266,216,73,9,1042,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,4,3,0,0,28,0,0,0,23,22,20,11,0,0,81,0,25,17,45,18,8,0,0,0,120,0,0,0,12,3,9,8,0,0,26,0,0,0,6,0,0,0,0,0,13,0,3,6,13,30,49,54,49,3,213
CED134,0,0,0,3,3,0,0,0,0,5,0,0,3,32,14,0,5,3,0,64,0,5,0,4,0,4,19,8,9,51,0,5,0,7,0,0,0,0,0,17,0,0,5,33,3,3,0,0,0,42,0,0,0,11,8,3,10,3,0,25,0,0,5,26,9,13,3,0,0,59,0,0,0,0,0,0,9,12,0,26,0,0,0,3,0,5,4,0,0,6,0,0,0,8,0,0,0,0,0,9,0,3,39,361,13,0,0,0,0,413,0,0,0,5,6,10,26,28,5,76,0,17,21,107,87,103,90,38,7,471,0,0,0,0,0,0,3,3,0,8,4,7,7,99,5,0,3,0,0,131,0,5,0,8,11,8,3,0,0,45,5,56,39,152,63,18,7,5,0,346,0,0,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,3,19,6,13,16,22,5,85
CED135,0,28,37,245,131,125,31,7,0,612,0,6,3,58,21,15,20,11,6,135,0,9,12,58,31,52,66,74,41,333,0,8,16,33,12,13,5,5,0,83,5,70,182,626,414,314,152,98,18,1887,13,43,81,590,532,609,524,313,64,2760,6,24,82,345,95,104,97,46,13,810,0,0,0,8,0,18,56,46,26,151,0,0,7,34,12,17,13,11,4,95,0,0,17,74,42,21,38,9,0,203,6,23,1233,1973,141,29,14,4,0,3420,0,3,3,6,7,7,27,14,6,78,7,72,210,418,185,166,90,30,5,1185,0,0,0,13,7,6,6,3,0,32,36,186,223,1047,111,55,25,3,0,1691,0,0,5,4,13,5,4,0,0,32,8,87,158,867,288,202,116,42,7,1769,0,0,0,34,27,30,36,11,10,147,0,3,9,23,23,17,14,3,0,87,0,0,6,14,16,19,26,18,0,104
CED136,0,0,0,7,4,5,4,0,0,20,0,15,0,30,24,15,19,21,6,124,0,0,0,8,10,19,53,44,20,148,5,0,5,0,0,0,4,0,0,15,0,5,12,40,15,0,3,0,0,68,0,0,0,5,0,7,5,0,0,18,0,7,19,60,34,31,9,0,0,151,0,0,0,0,0,9,32,21,0,67,0,0,0,4,4,7,7,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,34,78,6,0,0,0,0,118,0,0,0,8,8,19,57,58,14,168,0,34,65,228,216,190,134,86,9,974,0,0,0,0,0,6,11,0,0,22,0,10,13,59,7,12,8,0,0,104,0,0,0,5,17,10,7,0,0,32,6,34,54,123,38,14,9,0,4,283,0,0,0,10,7,0,19,16,3,58,0,0,0,17,8,8,0,5,0,36,4,8,13,37,35,73,89,77,10,356
CED137,0,0,7,54,28,13,8,0,0,107,0,4,9,250,92,74,37,27,7,498,3,22,28,277,150,280,514,550,343,2163,3,12,31,69,27,11,6,8,0,173,26,126,310,2561,686,552,280,143,37,4722,0,13,14,171,178,173,149,103,26,832,5,13,121,752,154,93,94,64,18,1322,0,0,0,7,9,10,28,23,5,76,0,0,3,36,8,6,12,0,5,70,0,0,13,55,28,38,16,11,6,162,5,15,2474,2333,65,6,6,0,0,4914,0,0,3,23,17,10,11,15,6,87,8,44,126,441,224,199,115,34,8,1205,0,0,0,16,11,11,6,3,0,50,9,40,56,343,58,37,19,7,0,552,0,0,0,12,11,15,10,6,4,55,12,46,90,725,170,85,74,15,8,1214,0,0,3,68,20,23,39,8,6,170,0,0,0,14,3,4,9,5,0,33,0,0,3,49,38,43,37,22,9,211
CED138,0,0,0,0,0,0,3,0,0,6,0,10,4,70,39,23,30,28,15,208,0,4,10,143,22,21,53,34,22,317,0,15,13,73,26,4,12,0,0,148,0,0,4,18,5,0,0,0,0,36,0,0,0,8,0,7,4,3,0,17,0,0,3,17,17,22,15,7,0,84,0,0,0,0,0,10,17,13,4,43,0,0,0,0,0,10,5,6,0,22,0,0,0,0,0,3,0,0,0,4,0,0,0,46,0,0,0,0,0,54,0,3,5,34,14,29,91,70,19,255,4,57,88,524,374,374,368,169,46,1993,0,0,0,3,3,3,3,0,0,12,0,0,0,6,0,3,0,0,0,16,0,0,3,16,49,31,8,5,0,110,0,35,28,96,25,6,7,0,0,203,0,0,0,19,6,7,18,8,4,58,0,0,0,3,5,0,0,0,0,18,0,4,7,32,50,67,103,78,31,380
CED139,10,100,101,119,45,18,8,3,0,404,0,11,4,26,14,13,11,13,3,86,0,6,0,12,4,16,25,15,14,94,0,0,3,4,3,0,0,0,0,20,0,3,5,21,3,3,0,0,0,33,0,0,4,12,20,19,13,4,0,65,3,37,3,47,21,22,5,0,0,133,0,0,0,0,0,0,12,7,0,20,0,0,0,3,0,0,4,0,0,6,0,7,8,78,19,6,0,0,0,119,0,4,16,118,3,0,0,0,0,142,0,0,3,9,6,14,42,37,16,124,9,29,28,171,93,108,96,32,15,572,0,0,0,0,0,4,0,0,0,4,4,13,5,49,14,4,0,0,0,92,0,0,4,17,18,8,3,0,0,49,5,50,56,176,56,16,6,0,0,359,0,0,0,4,0,5,0,9,0,18,0,0,6,43,5,0,3,0,0,53,0,0,3,20,10,34,34,28,9,144
CED140,0,0,0,5,5,0,0,0,0,16,0,13,23,69,55,46,39,29,7,279,0,0,3,23,16,48,71,68,34,265,0,12,11,14,10,9,3,0,0,62,0,14,17,68,45,20,11,12,0,195,0,0,0,4,15,10,14,9,0,55,0,3,6,43,15,26,15,9,0,118,0,0,0,0,7,15,62,38,7,126,0,0,0,7,9,15,5,9,0,40,0,0,0,3,5,4,0,6,0,18,0,0,20,145,3,3,0,0,0,176,0,3,7,9,21,26,72,69,23,222,9,45,61,327,335,290,226,106,19,1419,0,0,0,0,5,10,3,0,0,11,4,0,11,41,5,6,3,0,0,56,0,0,0,20,26,14,13,3,0,71,3,39,32,142,49,47,29,7,0,346,0,5,4,28,20,19,20,13,7,111,0,0,0,9,4,0,5,0,0,15,0,5,18,57,65,91,83,75,30,429
CED141,3,3,0,7,0,0,0,0,0,24,0,11,10,36,26,27,27,20,0,153,0,0,5,10,8,19,50,58,32,189,0,9,3,6,0,3,3,0,0,22,0,5,8,37,9,5,0,0,0,59,0,0,0,4,5,3,11,0,0,27,0,0,3,30,18,27,26,7,0,110,0,0,0,0,0,10,32,32,4,90,0,0,0,6,0,4,8,0,0,11,0,0,0,4,0,5,0,0,0,8,0,0,7,51,0,0,0,0,0,61,0,3,3,4,9,8,72,51,23,168,5,41,54,191,187,167,149,69,20,872,0,0,0,0,6,17,39,19,8,97,0,5,0,17,0,0,4,0,0,30,0,3,0,13,14,7,0,0,0,44,4,13,12,63,16,8,7,0,0,130,0,0,0,3,3,6,17,10,0,33,0,0,6,7,3,11,7,4,0,35,0,7,7,36,45,62,91,85,17,351
CED142,0,0,0,44,20,9,9,0,0,80,4,0,29,1013,140,80,35,19,4,1311,5,5,48,728,80,61,73,52,18,1066,4,18,57,292,132,52,13,3,0,574,4,20,80,678,101,31,23,10,0,949,0,6,6,80,51,48,34,26,11,259,3,14,180,785,186,121,100,35,9,1428,0,0,0,4,9,9,24,12,6,66,0,0,6,35,15,15,10,0,0,77,0,0,45,53,10,12,5,6,0,131,0,0,90,155,12,0,0,0,0,266,0,5,7,144,40,26,23,17,4,275,9,22,239,1406,557,500,289,68,11,3105,0,0,0,28,7,15,14,5,4,77,0,0,33,184,10,9,3,0,0,240,0,0,4,18,22,17,5,0,0,75,0,5,80,700,147,71,30,11,0,1050,3,0,3,167,36,28,32,13,4,286,0,0,0,6,4,6,3,0,0,14,0,3,20,321,127,94,58,32,0,661
CED143,0,0,0,5,5,10,0,0,0,22,4,30,19,200,150,92,34,23,12,565,0,11,11,215,67,67,114,100,68,656,8,21,21,54,46,33,10,5,3,215,0,10,12,73,27,14,14,8,0,164,0,3,0,12,21,18,5,5,0,62,0,6,14,52,50,46,35,20,3,227,0,0,0,0,0,4,7,4,0,17,0,0,0,9,3,5,4,0,0,16,0,0,0,0,0,0,6,0,0,9,0,0,86,154,8,0,0,0,0,245,5,30,19,84,61,37,30,50,18,327,3,43,85,599,426,361,197,96,26,1840,0,0,0,8,8,11,7,3,0,43,0,3,0,27,9,7,0,0,0,48,0,0,0,14,25,24,14,7,0,88,0,12,25,147,53,34,35,12,0,314,0,10,3,71,17,22,28,11,6,176,0,0,0,4,3,0,3,0,0,9,0,19,29,150,146,112,81,57,23,623
CED144,0,14,33,117,87,59,18,3,3,341,0,5,0,94,39,34,20,17,0,217,0,5,8,128,85,157,272,336,171,1173,0,4,3,21,12,8,5,4,0,56,14,22,123,635,262,337,178,111,43,1714,11,83,164,1054,1075,1277,1143,621,155,5585,6,51,122,673,242,118,52,23,3,1291,0,0,0,0,6,4,21,26,12,65,0,0,0,19,20,30,27,29,6,124,0,25,53,561,105,63,20,7,3,841,5,24,634,1293,84,22,9,3,0,2074,0,0,0,9,4,4,3,12,0,32,5,53,147,281,155,137,71,24,0,887,0,0,5,19,13,40,35,23,8,145,34,128,335,1115,237,142,38,8,0,2031,0,0,6,4,10,8,7,3,0,39,8,33,79,479,165,167,107,25,0,1066,0,0,0,22,13,22,24,18,5,105,0,0,0,26,22,30,11,6,6,95,0,0,0,12,18,17,19,17,3,80
CED145,0,0,0,12,9,0,10,15,12,53,0,13,9,627,130,62,34,16,12,902,0,9,16,437,68,49,58,66,45,749,5,15,9,51,34,18,18,3,0,164,0,7,14,50,28,9,7,8,0,116,0,0,0,22,23,37,14,13,6,117,0,4,6,65,61,37,46,16,4,251,0,0,0,3,3,11,20,15,3,60,0,0,0,12,0,7,0,0,0,21,0,0,0,4,0,0,0,0,3,16,0,4,16,34,3,0,0,0,0,62,0,9,3,80,26,14,24,17,7,184,12,19,76,694,389,327,197,85,31,1834,0,0,0,10,0,5,3,0,0,25,0,0,5,21,5,5,6,0,0,36,0,3,3,10,24,11,0,3,0,63,0,10,25,187,57,35,10,3,0,331,0,3,4,70,25,17,79,16,30,245,0,0,0,4,0,3,0,0,0,7,0,4,3,172,90,64,56,37,17,439
CED146,12,376,720,2229,1041,790,430,159,44,5800,0,21,5,31,7,12,17,4,0,106,0,5,10,57,96,179,262,280,162,1050,0,4,4,4,3,0,0,0,0,22,0,0,7,29,20,11,5,4,5,92,3,43,76,721,541,415,268,112,15,2196,0,7,15,90,24,37,29,7,0,218,0,0,0,6,8,34,102,70,17,237,0,0,8,35,23,34,36,37,0,170,0,0,3,23,6,11,8,0,0,57,4,40,112,954,139,20,9,0,0,1278,0,0,0,7,0,4,12,13,9,42,19,220,370,688,216,140,66,15,5,1745,0,4,10,78,92,92,115,49,9,445,4,108,141,402,198,123,36,6,0,1011,0,0,3,7,7,3,0,0,0,21,4,43,118,601,304,390,234,56,10,1761,0,7,6,34,30,65,71,20,11,235,0,38,72,186,136,189,80,17,0,729,0,0,0,4,11,38,30,23,6,116
CED147,0,8,3,14,13,6,6,4,0,56,0,11,9,41,30,36,32,28,6,201,0,5,7,25,38,74,190,119,59,514,0,0,0,5,6,0,4,0,0,18,0,5,11,26,21,8,3,0,0,73,0,0,3,64,36,32,29,21,0,193,0,6,3,20,11,17,8,3,0,75,0,3,6,0,3,35,105,66,19,238,0,0,0,6,3,3,6,4,5,27,0,0,0,16,0,0,0,4,0,27,0,9,21,207,7,0,0,0,0,241,0,0,0,10,11,23,108,74,26,253,3,30,52,243,203,178,140,65,8,930,0,0,4,69,137,195,299,113,15,838,3,17,0,51,10,3,4,0,0,88,0,0,0,3,10,5,0,0,0,22,0,40,34,133,59,21,18,3,0,308,0,0,0,21,10,17,38,20,8,112,0,0,0,8,3,0,0,0,0,18,0,0,13,17,55,143,173,129,28,566
CED194,0,0,0,8,0,0,0,0,0,13,0,0,0,5,0,3,0,4,0,12,0,0,3,8,0,7,5,0,0,16,0,0,4,6,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,11,0,0,4,18,7,5,0,0,0,32,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,10,0,0,0,5,0,6,3,5,0,22,0,6,0,40,22,20,18,3,0,105,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,6,9,10,3,0,0,0,0,26,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,17
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
