CED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
CED123,0,0,0,0,23,84,147,75,6,12,11,6,5,0,3,363,0,0,0,3,11,57,207,119,13,10,15,30,8,4,4,485,0,0,18,21,16,24,33,21,5,0,0,0,0,0,0,146,5,16,16,24,113,169,513,268,72,43,49,58,12,8,53,1409,5,16,213,85,27,58,7,5,3,0,0,0,0,0,6,429,10,24,56,42,116,81,99,83,5,0,9,6,5,0,8,544,0,6,8,63,275,332,258,174,43,15,41,31,11,0,41,1304,152,148,127,58,52,35,22,17,0,4,0,0,8,3,11,625,4,60,177,39,20,9,10,23,4,9,0,0,0,0,14,372,0,0,9,14,24,47,25,20,0,0,3,4,6,0,5,160,3,4,70,116,184,484,2529,1490,276,228,255,282,97,36,83,6132,0,4,8,24,45,88,97,58,7,8,9,10,5,3,8,366,0,0,7,27,53,57,80,143
CED124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,4,0,0,0,0,0,31,4,9,23,37,38,27,38,20,4,9,0,10,4,0,7,224,0,8,13,7,24,15,55,44,4,3,8,10,0,0,7,196,0,17,31,18,4,0,4,0,0,0,0,0,0,0,3,75,4,15,7,7,5,3,9,8,5,0,3,3,4,0,3,76,4,5,4,7,10,12,9,13,0,5,0,0,0,0,5,83,100,170,90,50,55,31,38,17,3,6,5,0,0,0,29,603,0,16,27,6,0,0,0,0,0,0,0,0,0,0,8,61,7,4,5,10,15,6,3,9,0,0,5,0,0,0,0,56,15,5,20,23,9,9,73,75,18,23,34,49,23,3,13,392,3,11,7,0,12,13,16,18,6,3,7,0,0,0,6,103,0,0,3,0,6,0,5,6
CED125,0,0,0,0,48,115,116,78,13,6,12,7,3,8,13,408,0,0,0,9,75,652,2070,842,147,99,88,92,41,23,57,4196,0,0,6,13,11,27,49,17,3,3,6,3,0,0,0,142,4,14,24,32,244,307,583,329,62,63,57,93,32,0,43,1883,0,22,231,75,33,115,18,4,11,0,0,0,0,0,18,527,20,24,60,37,139,150,215,188,48,14,16,24,10,5,18,958,0,0,15,110,780,821,769,327,55,60,55,60,33,4,60,3148,64,116,75,47,37,39,53,13,0,8,3,3,6,0,14,474,0,32,143,53,26,20,14,31,0,0,0,0,0,0,3,337,0,4,0,22,81,83,46,31,6,14,5,6,8,7,6,319,4,9,50,100,201,610,2834,1708,281,272,283,310,105,20,87,6875,0,6,0,31,93,207,245,86,23,14,13,27,18,3,8,768,0,0,0,21,68,36,99,106
CED126,0,0,0,6,12,3,3,0,0,0,0,0,0,0,3,24,0,0,0,0,0,11,23,12,0,0,0,0,5,0,0,58,0,11,49,76,98,97,156,86,15,13,13,16,5,8,9,650,15,28,34,26,338,383,613,324,95,54,87,121,52,0,43,2208,3,64,190,80,25,112,8,5,0,0,0,0,0,4,16,497,12,30,93,22,18,15,11,7,0,0,0,0,0,0,4,214,3,7,21,21,57,27,20,4,0,0,3,4,0,0,5,179,78,119,116,91,127,118,255,124,15,21,19,24,15,10,21,1156,6,36,61,12,4,0,6,7,0,0,0,0,0,0,3,140,7,15,25,83,122,103,45,50,4,12,12,20,8,3,5,524,10,11,51,35,74,114,319,206,81,63,109,93,26,0,27,1222,9,19,8,24,45,92,66,42,10,4,9,13,10,0,14,365,0,3,33,82,113,56,105,54
CED127,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,24,0,0,5,5,0,5,5,10,0,4,3,6,0,0,0,36,5,6,30,41,39,46,52,34,3,6,6,4,0,4,11,281,8,20,13,17,63,113,148,75,32,15,23,15,8,0,6,556,0,9,93,16,8,18,4,3,0,0,0,0,3,0,4,162,4,29,24,12,3,0,0,9,0,0,0,0,0,0,0,85,6,4,18,27,44,39,17,12,0,0,6,4,4,0,0,185,114,174,127,85,83,48,78,37,0,7,3,0,3,0,27,795,8,32,52,21,7,4,4,0,0,3,0,0,0,0,8,142,4,6,17,20,30,23,16,7,0,0,0,3,0,0,0,130,8,10,52,54,39,62,125,217,83,62,73,77,17,0,12,889,9,12,11,9,19,15,34,9,5,5,0,3,0,0,3,140,0,0,5,14,27,15,15,15
CED128,0,0,0,0,59,374,1020,790,127,149,142,109,61,27,33,2896,0,0,0,0,4,34,104,52,13,11,13,11,0,0,3,246,0,0,5,12,18,15,24,8,3,0,3,0,3,0,4,85,3,33,50,57,526,581,1094,445,92,138,91,88,17,7,83,3300,7,66,443,156,54,91,20,10,0,0,0,0,0,0,28,863,9,19,84,66,125,131,155,91,10,16,7,3,0,0,18,729,0,0,0,72,525,427,376,86,28,28,43,32,10,0,46,1679,76,79,56,17,25,28,31,7,0,0,9,0,0,0,17,348,4,76,236,80,15,21,13,6,3,0,0,0,0,0,20,484,0,4,4,46,147,132,40,20,4,7,10,6,3,0,12,427,3,7,68,99,224,378,1272,539,162,176,216,267,60,13,50,3544,0,4,3,34,97,104,140,41,14,6,8,16,3,3,8,480,0,0,14,53,141,191,394,601
CED129,0,0,3,12,132,244,125,29,7,0,3,3,4,0,3,571,0,0,0,12,41,184,254,86,15,17,16,11,16,6,6,673,0,5,15,29,36,53,78,36,18,19,6,18,10,7,0,320,20,47,45,68,998,1709,5096,2330,444,400,335,472,165,21,176,12328,4,27,218,66,35,51,8,4,0,3,0,0,0,0,9,425,14,26,100,65,171,116,133,136,71,69,60,51,38,16,16,1086,0,3,19,75,401,312,185,43,9,10,12,22,8,0,13,1098,85,91,53,56,51,50,56,25,6,5,7,11,9,5,14,518,4,64,155,40,10,5,8,16,0,0,0,0,0,0,14,318,4,5,38,147,551,823,260,129,33,43,31,38,40,16,20,2175,11,7,125,209,636,1950,4671,2337,708,665,591,553,263,81,141,12957,0,13,17,70,160,345,344,83,25,21,33,16,12,0,24,1163,0,0,8,44,283,504,811,997
CED130,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,20,39,13,27,27,9,4,0,0,139,0,3,11,27,17,23,33,23,7,11,10,12,6,0,4,182,0,3,3,11,27,36,107,88,30,51,87,102,20,4,16,586,0,3,6,3,0,7,5,0,0,0,0,0,0,0,0,33,0,3,3,3,0,0,6,9,3,0,0,16,0,3,5,64,0,0,0,8,17,14,15,37,4,0,9,11,75,58,3,252,32,95,36,39,35,23,26,31,0,3,4,3,5,0,7,342,0,7,6,0,0,0,0,6,0,0,0,0,3,0,4,33,0,0,3,9,18,11,13,6,0,0,0,4,0,5,0,77,8,4,17,12,8,22,206,195,74,75,125,159,44,12,16,973,3,11,3,5,5,14,15,9,0,0,5,19,12,0,8,116,0,0,0,0,3,4,8,25
CED131,0,0,0,0,0,0,12,170,21,28,5,33,7,11,3,293,0,0,0,0,4,18,43,56,16,64,33,30,11,0,0,280,4,3,32,28,34,56,104,62,8,17,12,25,13,6,3,396,6,5,11,24,55,93,356,244,66,140,113,137,31,10,39,1328,0,14,95,17,7,15,18,0,0,4,4,0,0,0,8,181,0,13,21,9,7,8,23,6,0,6,11,4,0,8,0,117,0,0,7,16,38,17,28,7,0,0,0,6,0,0,5,136,158,103,26,23,40,32,82,42,6,17,9,8,11,0,15,578,15,103,141,33,16,11,0,0,0,0,0,0,0,6,10,337,0,5,0,28,48,32,34,28,27,33,17,13,9,0,7,286,3,9,18,36,38,69,413,495,131,112,156,140,69,14,34,1743,0,6,6,4,13,23,62,35,20,24,22,21,17,4,10,263,0,0,0,3,9,4,41,75
CED132,0,0,3,6,16,18,8,3,3,0,0,0,0,0,4,56,0,0,0,5,20,42,52,23,14,5,5,12,10,0,0,190,4,16,34,80,76,102,147,98,25,29,40,29,16,7,6,706,33,64,81,145,1152,1735,3132,1818,482,384,389,506,226,38,122,10305,0,65,171,51,26,28,12,7,0,0,0,0,0,0,3,372,11,36,127,45,40,6,13,32,5,13,10,4,0,0,16,373,0,11,31,46,89,68,36,25,0,6,3,3,0,0,8,336,78,58,55,57,64,66,149,101,19,17,20,24,11,11,19,748,14,96,153,32,9,10,7,12,4,4,0,0,3,0,9,361,3,33,104,356,1116,920,389,251,82,99,59,100,135,59,45,3752,14,20,67,109,247,406,814,839,331,378,405,464,203,64,58,4427,9,10,22,59,116,211,238,153,31,37,42,46,34,5,13,1018,0,0,30,77,270,171,261,309
CED133,0,0,0,0,0,0,0,17,0,0,0,10,0,0,0,34,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,22,5,4,34,42,48,32,69,25,6,13,5,9,3,0,16,310,5,5,0,9,13,16,65,41,10,14,10,34,0,0,25,249,4,7,14,0,3,0,0,0,0,0,0,0,0,0,0,33,7,13,9,5,0,4,4,4,5,0,5,6,5,3,8,70,3,7,10,8,15,13,11,13,4,0,7,9,0,0,3,97,61,138,87,51,114,60,87,38,3,4,4,4,7,0,13,658,6,14,13,5,0,0,0,4,0,0,5,0,0,0,0,39,0,0,9,8,9,12,12,8,0,3,12,0,0,0,7,91,7,24,58,56,91,76,366,227,73,65,74,114,39,7,39,1301,0,9,7,6,0,15,23,17,4,5,4,10,11,0,7,116,0,0,0,3,0,0,7,11
CED134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,46,26,11,10,11,0,0,0,158,0,0,6,15,9,12,31,16,0,0,3,5,3,0,0,94,0,0,4,11,27,35,75,58,9,20,10,25,14,12,7,303,0,7,13,6,0,0,0,0,0,0,0,0,0,0,0,36,0,5,4,0,0,3,3,8,0,5,0,4,6,0,0,37,0,0,4,9,23,12,45,35,7,18,6,15,4,13,7,194,33,66,38,22,27,20,29,9,0,10,3,4,0,3,14,279,0,9,29,4,3,4,0,0,0,0,0,0,0,0,3,47,0,3,3,8,11,4,9,9,0,0,0,0,6,0,0,54,0,0,7,9,12,16,262,300,100,114,117,109,57,27,21,1156,0,0,5,0,3,8,15,14,0,5,14,19,8,0,3,101,0,0,0,0,5,0,0,9
CED135,0,0,0,3,107,435,665,547,94,93,79,109,41,20,32,2232,0,0,0,10,33,183,418,291,75,73,76,75,38,5,11,1283,0,0,9,9,24,27,32,23,11,9,14,18,12,0,3,203,7,39,60,132,1795,2744,5462,2538,566,617,483,524,153,39,275,15437,0,23,123,40,33,55,16,12,0,3,0,3,0,0,5,313,9,13,62,36,77,59,76,59,18,30,50,24,14,0,15,546,0,0,17,89,386,328,275,126,24,26,35,54,22,0,26,1401,30,52,28,15,28,36,37,20,5,6,3,4,4,0,11,283,6,97,257,57,12,9,4,6,0,0,0,0,0,0,4,461,0,5,32,158,619,823,407,196,46,26,42,28,35,7,37,2458,0,3,43,104,319,1152,6140,6603,2968,3666,4566,5018,1861,523,460,33450,0,0,6,52,152,258,277,96,49,19,34,39,16,0,13,1014,0,0,9,46,146,348,495,1105
CED136,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,9,0,0,0,0,0,6,31,30,5,3,6,6,0,0,0,84,0,0,18,30,27,29,48,45,9,0,3,0,0,0,5,220,3,8,10,9,33,41,117,59,19,27,23,27,0,0,12,407,3,17,67,16,5,7,0,0,0,0,0,0,4,0,6,125,5,15,10,8,0,4,19,5,0,0,0,0,0,0,5,76,4,3,12,23,18,38,29,22,4,9,4,3,0,0,0,162,178,188,73,27,54,20,35,20,3,0,3,0,5,0,29,639,0,25,31,7,4,3,4,3,0,0,0,0,0,0,4,88,0,0,8,16,28,15,10,16,4,0,3,3,3,4,4,121,6,5,20,18,9,48,321,289,57,52,54,72,26,11,16,1008,5,3,3,0,3,20,38,19,7,0,3,8,3,0,3,120,0,0,0,6,3,0,8,19
CED137,0,0,0,0,17,48,35,54,10,4,0,7,0,0,8,173,0,0,0,0,11,57,155,109,31,30,39,22,17,0,3,476,0,0,9,30,35,36,63,51,14,13,14,21,3,0,8,307,24,136,147,255,2218,3333,7250,4692,1221,1390,1174,1275,418,59,500,24084,3,58,250,66,17,36,13,0,0,0,3,3,0,0,23,476,15,50,136,106,144,59,76,76,26,20,18,22,13,6,19,779,7,10,14,71,165,134,93,38,9,8,9,9,0,0,26,588,75,57,47,25,51,35,83,45,7,8,4,5,6,6,13,475,12,277,575,87,20,7,15,21,7,0,3,0,0,4,37,1073,4,23,83,368,789,819,447,354,110,103,100,106,95,29,47,3478,0,0,71,222,368,740,1622,1652,833,846,1156,1280,425,143,162,9518,3,5,13,73,132,290,407,245,97,69,73,86,45,8,32,1575,0,0,3,17,108,77,199,362
CED138,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,7,7,43,70,66,77,138,97,18,21,18,32,23,0,8,628,7,12,8,8,26,15,83,45,18,16,9,12,7,0,6,266,6,12,23,4,6,6,0,0,0,0,0,0,0,0,0,53,5,9,14,5,0,0,0,3,0,0,0,4,0,0,0,47,0,17,12,27,25,16,30,3,0,4,10,0,0,0,6,148,78,182,81,74,152,137,168,71,27,29,18,30,20,0,36,1087,0,18,20,11,0,0,7,4,0,0,0,0,0,0,5,61,6,3,10,15,28,14,11,7,0,3,0,5,3,3,4,114,17,13,39,36,44,27,186,170,44,28,40,58,21,13,28,756,0,18,5,9,12,22,30,35,0,9,6,9,9,0,8,184,0,0,3,3,18,6,3,9
CED139,0,0,0,0,0,6,7,22,4,13,0,0,0,0,0,54,0,0,0,0,0,4,27,57,10,7,3,3,0,0,4,113,0,0,3,18,9,21,26,18,0,4,3,0,0,0,3,106,0,0,8,10,23,41,121,86,60,68,78,151,18,6,11,682,0,9,23,3,6,8,4,0,0,0,0,0,0,0,0,47,0,3,7,0,9,13,47,44,0,0,5,3,3,0,7,147,0,5,3,11,19,27,20,15,6,8,4,28,41,84,8,277,59,92,38,22,22,14,17,11,0,0,10,9,0,0,11,299,0,14,25,8,3,0,0,3,0,0,0,0,0,0,8,63,0,0,4,12,24,14,11,5,0,6,0,4,3,0,0,80,7,3,7,3,7,32,293,426,115,119,102,80,45,20,23,1268,0,3,0,3,4,10,17,11,4,6,5,7,0,0,0,82,0,0,0,0,4,11,9,35
CED140,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,5,0,3,9,19,3,11,9,0,3,0,3,70,0,8,39,41,39,67,113,39,11,11,10,15,6,0,4,407,9,32,17,13,120,177,375,211,56,35,30,40,17,0,20,1164,3,31,64,15,5,17,0,6,0,0,3,0,0,0,7,147,14,35,51,19,18,5,17,37,5,14,9,16,5,0,6,245,4,5,13,30,47,48,21,9,6,0,8,3,6,0,5,197,76,121,71,48,63,50,120,41,4,13,0,6,0,0,12,643,10,58,65,18,3,5,8,4,0,0,0,3,0,0,3,172,0,8,12,29,57,28,31,12,10,0,0,7,5,0,3,215,10,15,23,47,45,61,288,292,74,97,79,76,29,4,20,1167,8,10,14,17,22,32,61,40,11,0,8,23,8,0,0,257,0,0,3,7,16,9,36,29
CED141,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,8,15,6,0,4,0,0,0,0,0,32,0,4,17,25,26,29,69,45,4,5,6,3,0,0,5,245,3,12,8,21,42,43,133,73,25,26,13,9,4,0,8,414,0,16,39,15,3,14,0,0,0,0,0,0,0,0,4,91,4,12,19,5,3,6,9,6,3,0,0,0,0,0,0,70,0,0,9,13,21,18,16,8,0,0,6,0,4,0,3,99,198,185,60,32,37,24,43,29,5,9,4,9,4,0,17,657,3,26,49,11,0,0,0,4,0,0,0,0,0,0,6,103,0,0,7,16,27,24,17,4,3,3,0,0,0,0,8,104,5,3,25,41,28,54,180,86,28,25,33,22,10,4,8,548,5,3,5,9,15,18,44,19,3,6,12,7,9,0,5,156,0,0,0,0,5,3,15,11
CED142,0,0,0,0,8,11,12,8,0,0,0,3,0,28,0,73,0,0,0,3,23,48,71,49,26,19,34,38,21,5,3,344,0,0,32,64,73,106,212,206,52,47,91,118,77,20,19,1108,6,43,48,122,843,1608,3447,3334,1192,1460,1407,1818,763,93,365,16550,0,10,63,22,23,44,16,21,0,3,3,0,0,0,6,213,8,9,51,20,31,12,30,21,3,7,9,15,4,4,7,244,0,10,12,72,132,81,51,32,3,4,3,10,10,5,12,438,32,58,45,72,77,114,252,175,52,55,55,87,45,13,22,1161,9,133,305,57,21,23,16,34,5,4,10,8,4,0,29,651,3,17,54,179,456,460,338,309,107,124,95,128,124,48,47,2490,3,0,44,57,126,292,527,542,262,359,475,712,284,66,64,3829,0,11,12,72,155,580,870,1405,435,486,546,769,240,17,146,5746,0,0,9,24,93,82,181,228
CED143,0,0,0,5,8,5,7,5,0,0,0,0,0,0,0,31,0,0,0,0,4,6,26,9,0,4,3,3,0,0,0,50,0,9,47,95,92,138,269,135,35,22,49,37,36,6,10,981,15,29,18,43,392,520,729,401,92,92,76,119,60,5,40,2642,6,32,120,33,26,46,9,12,5,4,4,0,0,0,8,308,15,37,69,22,9,6,13,8,5,4,0,0,0,6,7,195,0,17,26,33,42,38,20,6,0,4,0,9,0,0,3,206,50,84,67,63,119,119,292,156,35,42,50,69,24,4,20,1207,14,66,100,22,12,0,12,6,0,0,0,0,0,0,9,242,4,11,38,105,212,189,131,107,21,24,22,43,25,18,13,948,8,6,57,51,119,118,254,171,59,66,62,86,15,7,19,1114,5,15,6,35,52,60,53,23,14,3,8,10,10,0,7,312,0,0,17,52,108,53,70,61
CED144,0,0,0,0,17,35,39,19,0,15,3,0,0,0,0,120,0,0,0,13,120,647,2309,1259,265,314,314,306,124,73,102,5846,0,0,4,15,14,21,23,13,3,0,0,3,11,0,3,116,18,44,64,216,2000,2393,3366,1656,317,776,436,406,71,16,464,12253,3,44,150,35,12,24,5,0,0,3,0,0,0,0,22,288,9,34,163,117,175,168,215,114,43,41,32,38,11,9,36,1209,0,4,14,150,400,311,177,68,14,19,27,31,18,0,35,1264,38,32,36,24,32,16,34,21,7,0,0,4,0,0,14,248,17,520,1765,505,115,66,43,172,35,23,12,6,4,0,256,3543,3,7,27,211,409,338,166,88,33,24,20,26,9,5,36,1402,0,3,36,80,184,358,1176,745,276,419,627,613,129,27,101,4779,0,0,14,140,377,473,711,294,60,80,99,117,36,7,53,2468,0,0,0,3,27,35,46,59
CED145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,9,18,10,8,0,0,3,4,0,0,57,3,16,45,63,62,87,141,162,37,41,52,59,24,5,14,801,34,63,26,43,273,339,538,310,80,73,82,87,70,5,63,2083,3,22,31,19,12,19,6,10,0,0,0,0,0,0,12,137,13,91,79,19,29,13,6,3,0,0,0,0,0,0,15,283,0,7,11,28,59,23,17,3,3,0,3,5,0,0,5,175,116,74,90,54,83,117,210,134,46,21,34,69,22,0,43,1116,26,146,155,36,13,10,9,16,5,0,3,0,3,0,24,450,7,10,40,102,187,154,122,127,17,25,43,31,48,25,14,956,19,24,106,70,81,109,98,99,20,25,33,31,6,0,41,758,3,13,17,46,70,70,70,29,14,20,18,17,10,3,11,403,0,3,10,14,104,50,62,36
CED146,0,0,0,0,34,77,129,17,3,4,4,0,0,0,4,278,0,0,0,0,66,467,1183,419,90,55,59,50,25,24,22,2461,0,0,6,3,18,28,32,5,6,0,7,3,3,0,0,117,11,14,24,82,485,504,819,313,62,57,58,55,16,5,58,2554,4,51,319,160,62,344,120,5,0,5,4,4,0,0,25,1104,10,21,70,73,146,212,225,198,42,12,28,12,12,0,29,1086,0,0,12,171,1682,1861,1635,423,96,85,83,51,35,3,138,6267,67,58,37,31,23,46,50,14,0,0,4,0,5,0,9,348,0,59,270,90,44,36,22,32,7,4,0,0,0,0,34,590,0,4,7,32,123,119,58,20,16,3,0,5,9,0,11,391,0,0,27,63,247,907,2277,1035,185,183,176,188,56,12,82,5440,0,7,5,52,132,240,280,82,23,15,20,18,9,4,14,891,0,0,12,43,187,125,199,132
CED147,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,5,24,16,0,3,0,0,0,3,0,65,0,6,33,38,32,26,49,29,5,4,7,8,7,0,4,247,5,5,5,15,37,44,134,91,23,12,21,28,7,0,12,447,0,60,168,39,10,45,13,0,0,0,0,0,0,0,0,336,5,18,19,19,12,8,23,34,0,4,10,12,0,0,10,171,0,0,8,24,34,29,21,16,11,10,21,9,0,0,3,179,120,413,197,71,68,33,39,14,7,0,0,0,4,0,34,1008,3,51,119,39,7,10,5,15,0,0,0,0,0,0,11,268,0,0,11,20,25,21,22,10,5,12,4,0,3,0,0,135,13,7,37,32,22,49,256,315,51,51,75,58,28,0,17,1001,4,5,0,3,5,24,39,18,6,12,5,11,4,0,0,129,0,0,0,3,15,22,20,23
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,0,0,0,0,5,6,4,6,0,26,0,0,0,0,4,5,11,17,3,8,11,17,8,0,0,86,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,4,0,4,4,0,0,0,23,3,0,0,0,6,0,4,0,0,0,0,8,0,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,5,0,7,6,0,5,0,3,5,0,32,0,0,0,3,0,5,12,9,9,3,4,12,0,16,5,78,0,0,0,0,3,0,4,3,0,0,6,11,5,0,0,32,0,0,0,0,0,3,4,13
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
