CED_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED124,0,0,3,26,6,0,0,0,0,37,0,0,0,13,35,33,14,5,0,102,6,29,25,209,92,101,74,20,4,557,0,7,0,13,12,25,39,14,4,108,0,0,0,5,0,0,0,0,0,8,0,16,10,24,35,128,205,150,27,589,0,0,0,12,9,7,14,7,0,47,7,15,34,83,86,82,104,43,11,455,0,0,0,15,10,9,8,4,0,54,0,0,0,8,0,3,0,0,0,17,0,15,21,79,53,16,15,0,0,203,0,3,0,0,4,4,4,0,0,22,3,30,29,91,51,71,101,35,9,421,0,8,3,39,18,8,7,0,0,92,0,3,0,14,18,18,35,35,9,138,0,0,6,17,26,18,20,3,0,90,4,43,27,195,161,240,314,268,70,1323,356,1112,838,1816,1213,1572,1792,1300,537,10525,6844,17928,14330,27267,18632,24506,26639,15676,5529,157347
CED125,5,230,214,986,278,143,49,11,0,1922,3,4,16,25,28,21,16,0,0,119,24,180,433,2032,935,844,529,137,34,5154,0,0,9,100,72,75,121,40,11,436,5,89,183,472,367,399,185,58,7,1768,0,15,11,94,87,197,226,136,19,779,0,30,11,42,33,21,20,7,0,172,12,52,61,345,228,169,172,59,8,1108,10,53,67,281,126,104,78,31,4,754,3,3,9,77,31,15,6,0,0,148,10,33,53,478,141,90,54,9,0,869,0,12,16,69,51,36,10,11,3,198,4,49,43,151,68,44,35,9,5,407,7,21,55,550,204,202,112,14,14,1174,0,0,0,19,22,34,32,13,6,134,0,7,69,194,85,37,9,5,0,399,48,343,477,2587,1512,1449,1071,542,119,8139,703,1528,1214,2969,1096,852,681,456,181,9682,17040,30837,25538,63915,23413,20815,15452,6723,1764,205501
CED126,0,0,6,18,10,3,5,0,0,50,0,0,0,13,52,45,17,8,0,139,4,46,100,468,218,208,101,30,8,1181,0,4,0,104,57,46,73,25,10,324,0,0,4,11,14,6,3,0,0,40,0,30,37,130,192,209,181,144,58,975,7,61,46,43,50,38,36,10,3,302,11,117,186,687,557,355,200,105,31,2242,0,0,0,24,13,28,13,13,3,97,0,3,7,35,20,3,7,0,0,84,6,18,36,204,113,63,27,9,0,466,0,4,0,40,33,34,33,14,6,163,40,118,136,355,244,196,163,70,6,1337,0,7,27,103,82,57,18,9,0,304,0,17,4,75,85,56,43,33,16,330,0,0,6,37,61,49,25,5,0,187,35,188,205,1624,1020,846,660,505,187,5275,181,491,472,1127,635,561,482,502,344,4785,8055,20211,18095,34081,23204,19874,15853,11157,4854,155387
CED127,0,0,4,33,8,17,3,4,0,73,0,0,0,19,32,40,14,0,5,108,0,32,36,290,129,103,82,17,4,699,0,0,0,55,38,51,71,21,10,251,0,0,0,15,7,3,3,0,0,33,0,12,20,70,104,183,229,117,36,769,0,14,11,27,29,26,13,5,3,126,0,13,51,176,167,95,88,33,11,643,3,4,0,61,21,28,18,13,7,152,0,5,0,28,3,6,5,0,0,54,0,19,14,131,52,34,16,0,6,271,0,0,0,12,15,10,6,0,0,40,11,44,45,181,111,136,123,56,11,708,4,14,36,107,45,19,18,7,0,244,0,0,0,16,35,37,54,35,7,186,0,0,0,15,18,21,8,0,0,66,9,54,65,506,473,499,492,333,108,2545,224,598,552,1299,724,677,628,512,333,5557,8035,18446,16725,33457,20142,19851,16878,8817,2981,145330
CED128,29,179,262,964,127,80,58,13,3,1720,0,0,3,8,10,10,3,3,0,41,17,97,228,1140,674,630,531,119,28,3452,0,0,4,37,34,55,86,42,28,284,0,32,61,145,138,118,73,11,6,583,0,0,0,21,25,79,83,63,14,282,0,10,15,25,19,17,29,3,3,120,0,6,17,66,81,69,65,18,0,317,0,13,24,247,145,169,122,48,21,793,0,6,10,81,25,22,22,3,0,164,0,16,58,318,69,76,30,6,0,578,8,55,33,324,319,258,142,83,22,1225,5,30,45,74,24,21,8,4,0,214,13,111,276,1780,1599,1593,891,316,172,6759,0,0,0,7,4,14,15,8,0,44,0,3,6,27,14,7,6,0,0,60,47,799,1122,3473,1951,2024,1391,851,310,11972,683,1490,1250,3210,1177,1019,807,520,229,10382,11486,24198,23063,48552,21659,20657,15028,7987,3016,175649
CED129,12,271,121,924,226,135,63,23,7,1789,0,0,7,24,29,25,13,3,0,108,6,114,236,1299,666,663,513,111,37,3649,0,16,8,105,70,119,140,30,14,504,0,12,0,8,12,12,6,0,0,49,0,23,27,75,90,92,111,97,36,547,6,142,130,152,108,87,91,26,13,757,36,323,346,879,612,358,187,70,29,2836,9,86,198,961,628,639,366,170,46,3101,8,32,18,251,83,63,84,22,0,561,5,35,51,241,81,33,25,0,0,472,0,7,13,82,135,77,27,29,3,375,48,167,211,264,94,75,44,18,0,930,0,31,30,259,209,175,97,19,0,819,0,6,11,27,29,28,24,10,4,148,0,12,42,118,89,57,15,3,0,334,55,457,413,1711,1041,844,652,413,160,5741,215,546,421,1252,503,403,327,274,152,4100,11482,29213,23182,51361,26366,19508,15586,8628,2888,188212
CED130,0,6,8,92,6,0,3,0,0,128,0,7,7,17,33,26,10,0,0,103,11,114,125,437,176,90,53,6,0,1009,0,0,0,10,0,4,8,9,4,34,0,0,3,28,0,0,0,0,0,34,0,7,14,37,41,82,81,71,23,352,0,6,6,10,7,12,13,6,0,57,0,25,50,125,75,49,40,13,3,379,8,12,10,72,33,18,8,0,0,165,0,8,12,203,5,3,0,0,0,233,0,24,18,76,32,14,0,0,0,175,3,0,0,12,3,0,0,0,0,17,9,36,42,148,62,70,78,35,3,483,10,79,33,281,47,14,3,0,0,472,0,3,4,6,16,18,20,9,4,79,7,11,6,35,30,13,8,8,0,112,17,119,99,585,165,153,162,92,30,1422,587,1641,1835,2980,1629,1752,1654,1213,590,13881,8759,20795,18783,35685,18887,20989,19028,11547,4170,158649
CED131,12,44,94,313,20,9,9,3,0,503,0,0,9,23,47,22,10,0,0,116,4,63,119,427,163,143,93,33,5,1044,0,0,0,48,26,34,59,43,37,252,0,0,8,19,12,15,5,3,5,57,0,22,26,107,72,112,118,79,36,571,0,8,33,64,20,23,3,12,0,165,4,34,66,259,111,82,51,11,10,636,0,12,25,100,55,25,14,15,5,253,0,5,9,48,14,3,3,0,0,85,0,18,60,175,60,27,12,3,0,352,0,0,5,15,9,18,0,4,0,51,35,65,86,301,96,86,46,23,0,733,5,54,84,244,62,61,22,8,3,535,0,3,13,25,21,32,23,13,16,151,0,12,54,67,30,13,9,0,0,184,67,357,382,1275,401,294,267,258,122,3421,232,579,1228,1946,792,761,689,554,438,7212,8693,18465,23914,48084,20481,19021,14886,8421,4195,166162
CED132,3,21,19,169,36,25,15,4,6,291,0,3,4,30,82,79,42,34,18,300,8,92,133,1102,303,187,156,49,11,2030,4,17,12,268,79,74,90,38,25,609,0,0,0,0,3,3,0,0,0,13,0,17,18,199,154,131,114,67,31,729,28,168,103,294,132,111,102,35,12,985,22,75,97,907,421,289,283,106,57,2261,0,8,11,271,83,76,72,36,12,571,7,53,40,574,178,90,115,18,5,1071,4,47,99,694,149,82,43,12,0,1136,4,18,5,131,50,35,29,13,15,291,66,265,214,599,289,211,138,72,18,1878,0,25,46,337,195,86,76,25,12,796,0,3,0,70,53,41,30,24,5,226,0,0,8,87,31,36,29,8,5,204,39,332,256,3042,1013,693,673,433,312,6798,253,493,450,2126,700,539,523,410,379,5875,8856,18836,16383,55126,22770,18016,14675,8564,3978,167209
CED133,0,6,3,27,0,4,13,0,0,56,0,3,9,37,53,51,32,0,5,195,4,62,47,265,109,127,76,12,0,707,0,0,0,23,11,14,9,7,3,69,0,0,0,16,0,4,0,0,0,22,0,4,13,32,55,105,125,90,16,445,0,0,4,14,22,10,10,4,0,65,0,30,37,135,134,83,102,44,7,579,0,4,5,35,14,11,13,7,0,81,0,5,5,92,4,9,3,0,0,118,0,21,20,96,62,33,6,0,0,243,0,0,5,6,5,3,0,0,0,21,0,44,22,137,68,95,142,34,0,548,0,12,14,71,17,10,3,0,0,132,0,0,0,12,12,32,25,19,9,118,0,0,5,26,20,20,20,5,0,112,15,79,91,520,214,288,273,169,48,1711,523,1479,1233,2815,1590,1934,1711,1007,485,12772,8258,20556,16992,35164,21285,25491,23867,12398,4765,168784
CED134,4,13,16,168,8,0,3,0,0,210,0,11,12,23,28,16,8,3,0,98,17,96,91,425,167,81,61,23,4,959,0,0,0,11,3,8,5,0,5,29,0,0,0,7,0,0,0,0,0,11,0,3,6,28,19,36,44,38,4,177,0,6,0,3,5,4,0,0,0,25,7,40,35,136,68,47,20,10,3,363,0,35,14,113,35,22,10,8,6,241,0,6,0,58,0,0,0,0,0,62,3,15,4,68,28,16,4,0,0,139,0,0,0,4,0,5,4,0,0,11,7,14,19,55,23,34,36,20,3,218,0,5,3,51,18,12,3,0,0,105,0,0,0,12,0,3,19,4,3,43,0,13,15,61,42,18,9,0,0,151,8,51,46,259,97,111,127,118,36,862,1054,2520,2054,4594,2225,2492,2029,1373,623,18960,10186,21158,16724,37778,18177,20522,16652,9984,3784,154967
CED135,50,362,346,1760,175,94,42,9,0,2841,0,3,6,19,25,18,8,0,0,83,18,173,348,2056,690,576,372,121,15,4382,0,3,8,78,45,78,95,22,22,348,0,6,8,51,44,39,22,10,0,183,0,3,8,34,26,43,49,48,10,208,9,56,61,131,60,78,53,17,4,463,0,17,48,186,87,61,47,22,8,477,14,88,225,1362,627,599,377,177,72,3557,0,12,31,379,87,53,50,8,0,630,7,34,52,425,89,70,34,7,0,707,6,10,29,258,270,272,174,88,10,1120,32,121,67,154,35,33,25,6,3,474,4,25,141,500,378,413,266,75,27,1829,0,0,0,0,7,7,3,10,0,32,0,8,36,105,32,7,3,0,0,199,107,615,673,3036,1091,961,700,447,145,7776,716,1451,1528,4981,1246,1083,692,445,235,12382,13866,24586,23953,77230,21774,18912,13183,7022,2750,203278
CED136,0,16,13,89,15,16,12,0,0,156,0,0,5,9,25,20,11,0,0,72,6,67,108,391,156,157,89,25,10,1010,0,0,0,24,13,17,37,19,10,122,0,0,3,23,20,15,5,6,0,69,3,9,17,69,63,143,176,150,33,664,0,13,5,15,20,9,12,5,0,68,7,48,73,200,160,84,67,41,15,687,0,8,4,59,16,8,6,0,0,100,0,0,3,75,7,0,0,0,0,91,3,39,33,157,77,33,12,0,0,353,0,0,0,8,11,5,9,3,0,37,16,35,39,131,47,63,58,25,0,407,4,10,12,117,31,20,9,0,0,191,0,10,3,42,34,34,42,43,6,208,0,11,19,67,46,8,14,5,0,180,11,66,88,410,214,264,296,196,53,1598,321,908,762,1858,850,911,1043,814,354,7817,10744,23388,20136,43570,21056,21520,20148,11427,3585,175578
CED137,14,74,85,577,107,52,30,9,0,945,0,6,3,21,29,29,27,3,3,125,14,82,214,1719,412,264,245,48,25,3020,0,4,8,150,44,50,83,26,30,383,0,0,9,23,16,8,15,5,0,67,5,0,11,87,77,78,72,52,15,394,13,59,71,276,77,62,69,41,12,678,5,22,52,318,166,126,88,44,11,832,5,39,91,624,302,420,338,163,88,2070,3,27,75,1051,91,74,76,16,7,1424,6,16,105,905,173,46,31,4,0,1284,0,10,22,250,174,211,92,71,14,837,37,129,85,268,81,61,58,22,5,743,7,68,376,1146,825,711,474,156,53,3817,0,0,0,25,18,14,7,4,0,72,0,0,3,76,30,9,10,5,0,130,94,377,448,3342,892,769,624,446,230,7219,353,643,1194,3664,787,694,574,451,360,8728,10650,18522,25379,76381,22985,20547,14966,8357,4033,201820
CED138,0,3,0,11,0,7,3,0,0,25,0,3,3,42,87,68,25,5,0,239,6,76,58,336,125,111,73,24,6,808,0,0,0,47,23,17,27,11,0,138,0,0,3,12,5,5,3,0,0,30,0,5,12,82,84,133,190,164,85,758,0,24,8,21,22,26,21,8,0,129,0,35,32,269,164,137,146,72,19,877,0,0,0,38,7,16,19,7,0,89,0,4,5,26,3,6,0,0,0,50,0,43,47,167,98,52,25,4,0,429,0,0,0,13,14,3,0,0,0,36,19,67,74,331,167,167,197,58,20,1096,4,10,5,56,37,17,0,5,0,138,0,0,15,39,27,46,73,30,25,250,0,0,6,21,37,24,34,8,0,135,24,117,131,1257,441,423,381,248,100,3130,489,1304,1092,3021,1611,1723,1595,1055,682,12578,7978,19386,15437,37186,21616,23944,23116,12984,5793,167436
CED139,4,20,17,89,17,9,3,0,0,153,0,4,15,27,23,16,7,0,0,94,7,102,108,405,134,87,56,3,0,910,0,0,0,13,0,5,8,10,3,35,0,0,6,40,5,4,3,0,0,65,0,4,7,30,26,65,69,56,13,280,0,4,7,10,18,5,6,0,0,57,7,18,64,128,86,46,37,21,3,405,0,21,14,118,31,10,7,4,4,208,4,0,3,65,3,3,0,0,0,80,0,12,16,71,31,15,0,0,0,155,14,14,0,0,8,0,4,0,0,39,4,27,25,83,51,33,47,12,0,280,3,11,24,74,22,16,8,0,0,149,0,0,3,13,8,6,9,12,0,62,0,6,10,35,30,22,11,0,0,109,29,100,127,479,172,147,163,118,43,1375,476,1261,1344,2447,1284,1528,1445,1078,515,11381,9907,21313,19773,37258,18668,20494,18454,10999,4472,161349
CED140,4,4,10,62,5,4,8,0,0,99,0,0,9,45,50,40,29,4,0,174,10,65,68,442,192,209,121,29,6,1145,0,5,4,79,40,34,51,27,15,252,0,0,0,8,7,5,5,4,0,25,3,16,31,114,129,177,176,153,71,872,0,24,9,41,23,18,22,3,0,144,4,75,86,341,300,202,162,84,18,1261,5,7,8,55,32,21,26,14,3,175,0,5,4,34,12,11,0,0,0,68,0,29,29,213,105,46,8,0,0,446,0,7,3,20,16,25,10,3,0,85,9,47,75,203,128,106,91,41,5,713,0,18,18,79,51,21,16,3,0,210,0,13,7,45,47,47,41,45,14,262,0,3,13,43,41,24,9,10,0,140,20,122,124,807,500,468,459,362,137,2994,278,706,631,1562,833,935,929,788,496,7160,7939,18063,16251,33958,19900,20601,18589,11769,4904,151973
CED141,3,5,3,32,4,0,4,4,0,50,0,5,0,20,28,24,9,5,0,90,4,40,36,237,95,101,68,10,3,588,0,0,0,23,10,25,36,19,12,125,0,0,6,9,8,18,16,0,0,62,0,10,16,67,84,122,183,155,40,684,3,9,7,18,15,14,10,6,0,76,6,38,43,199,99,98,76,32,9,592,0,0,3,39,11,12,11,9,5,90,0,4,3,20,4,3,0,0,0,33,0,33,18,127,51,18,6,0,0,249,0,0,0,14,4,6,7,0,0,32,4,50,43,138,59,68,48,23,4,432,0,3,4,64,41,16,5,0,0,140,0,3,12,23,31,39,30,32,12,184,0,0,3,27,10,12,11,0,0,64,10,71,73,410,239,241,258,224,113,1641,183,652,566,1311,654,726,810,742,341,5976,8212,18944,16782,34630,19352,19836,18216,11649,4300,151922
CED142,3,0,48,246,22,8,9,0,0,333,0,0,7,39,52,35,18,3,5,155,0,27,174,1499,304,175,119,33,7,2340,6,6,18,402,68,55,79,37,8,674,0,0,5,10,10,3,0,0,0,36,0,6,44,541,190,145,100,58,10,1097,18,26,178,574,146,82,73,17,5,1130,0,12,146,831,199,145,118,39,3,1500,0,3,50,299,44,35,36,8,0,481,3,23,121,872,96,50,51,11,0,1227,16,64,436,5024,534,167,42,7,0,6299,6,7,18,374,80,68,35,23,3,607,69,102,253,1460,329,259,128,66,7,2675,7,30,417,961,296,273,237,81,27,2336,0,0,14,186,47,35,25,11,0,322,0,0,22,102,17,24,9,0,5,179,62,254,916,7644,1280,913,821,560,221,12668,330,523,1920,6760,1484,1194,815,465,196,13685,7314,8438,26526,104201,21905,17105,11536,5460,1726,204215
CED143,0,4,0,40,8,8,6,0,0,75,0,0,0,28,87,46,29,7,6,203,0,31,57,429,165,120,108,25,7,943,0,13,5,232,48,55,59,30,24,466,0,0,0,4,8,8,7,5,0,23,8,40,52,296,269,232,150,114,46,1203,16,162,97,97,61,46,37,10,8,543,13,116,117,979,619,324,253,114,28,2562,0,4,0,62,45,39,34,16,3,197,0,17,19,85,38,36,35,7,0,238,4,24,56,245,114,68,23,6,0,531,0,14,5,76,49,40,16,14,4,221,84,347,207,861,396,268,138,57,7,2363,4,13,42,117,88,57,22,11,0,358,0,9,20,139,104,82,30,39,6,443,0,3,3,68,67,64,23,7,5,239,40,312,277,3034,1123,775,555,377,149,6652,181,434,421,1368,624,507,407,372,296,4615,8034,18957,16035,41952,22937,17994,12869,8447,3588,150819
CED144,45,264,448,1742,397,193,49,9,0,3156,0,0,5,15,22,16,18,12,4,87,6,77,182,1199,464,496,313,69,14,2814,0,0,0,44,29,41,52,41,16,228,0,0,9,44,50,55,30,7,5,191,0,4,0,17,24,31,32,33,17,149,0,8,35,93,36,46,46,12,7,289,0,12,27,112,62,50,34,25,0,324,5,6,9,157,87,123,129,56,23,593,0,3,11,187,39,34,25,12,3,327,3,23,46,510,146,102,46,12,3,888,0,12,4,105,115,94,64,41,16,445,7,34,50,127,50,28,19,16,0,323,18,102,466,1595,1121,1394,828,224,94,5852,0,0,0,7,3,8,9,6,0,33,0,4,5,15,20,9,5,0,0,57,63,575,678,3019,1660,1529,1134,706,275,9637,643,1424,1367,3778,1309,1096,784,524,353,11278,11596,23166,23454,55459,22568,20243,14172,8469,4030,183154
CED145,0,0,3,30,13,9,7,0,0,66,0,5,3,24,47,29,9,3,0,127,3,21,56,508,159,121,56,16,4,945,0,5,9,193,76,45,150,62,84,618,0,0,0,4,3,3,3,0,0,15,0,4,24,325,139,116,87,68,30,800,11,131,72,145,67,61,72,35,12,607,10,103,265,1575,1156,1063,856,472,208,5701,0,0,3,62,30,26,14,16,8,160,0,12,0,110,28,20,19,0,0,190,0,24,27,261,80,49,23,11,0,463,0,3,10,110,44,23,14,13,9,215,109,330,236,1064,311,233,140,66,18,2497,0,29,32,115,116,26,17,8,0,336,0,3,10,193,48,17,21,15,0,309,0,0,4,43,51,55,24,16,11,204,48,218,331,4161,1264,1054,1450,1011,597,10127,254,549,661,2901,801,621,526,456,296,7055,7281,14565,13756,52397,19184,14854,12206,7953,3903,146102
CED146,14,203,240,845,351,186,50,3,5,1898,0,0,3,17,13,6,3,0,0,45,7,85,237,1382,719,954,602,128,30,4141,0,5,5,80,78,142,158,52,21,539,0,83,150,364,316,364,156,47,6,1500,0,4,0,15,29,76,72,49,21,257,0,26,19,52,21,32,27,3,0,184,0,12,25,119,95,72,56,29,13,419,0,12,25,148,84,110,76,27,7,498,0,6,4,41,25,12,10,7,0,99,0,26,34,456,109,102,57,4,4,801,7,35,41,215,202,128,69,40,3,746,11,53,49,119,26,14,9,4,0,296,23,137,386,2740,2229,1870,978,218,85,8666,0,0,3,8,3,3,12,4,4,35,0,11,87,120,78,28,6,7,0,336,64,532,808,3277,2509,2556,1826,846,261,12680,701,1688,1300,2974,1167,1073,650,450,223,10232,14104,30854,28544,55735,25218,22144,13772,6466,2331,199172
CED147,6,16,7,93,12,15,9,0,0,151,0,4,0,12,21,18,10,3,0,72,5,70,69,417,186,157,120,29,0,1052,0,0,0,42,24,36,89,40,20,262,0,0,0,11,5,5,0,5,0,33,0,10,14,46,106,293,348,257,84,1149,0,23,18,20,23,9,12,6,0,111,5,39,43,198,119,80,80,51,10,626,0,3,10,56,26,22,14,11,6,138,0,9,8,32,11,7,14,7,0,76,0,32,41,183,70,50,16,3,0,394,0,5,4,74,83,72,40,41,0,316,6,28,46,134,77,63,63,37,5,461,4,11,22,97,74,63,50,9,5,329,0,3,7,23,49,115,89,64,29,380,0,5,7,29,24,10,16,0,0,92,9,108,161,602,544,840,819,563,289,3933,348,911,720,1644,882,852,881,890,623,7756,9736,21580,19562,39612,21099,21244,19079,12146,4497,168545
CED194,0,0,0,10,0,0,0,0,0,14,0,0,0,6,3,3,0,0,0,16,0,6,8,32,6,6,3,3,0,50,0,0,0,7,4,0,3,0,0,14,0,0,0,0,0,0,3,0,0,4,0,0,0,3,9,9,7,0,0,35,0,0,0,4,0,0,3,0,0,10,0,0,9,19,10,13,11,0,0,55,0,0,0,7,0,0,0,0,0,12,0,0,0,38,0,0,0,0,0,43,0,0,0,10,6,6,0,0,0,12,0,0,0,0,0,0,3,0,0,10,7,6,6,27,15,0,4,0,0,64,0,0,3,16,11,5,3,0,0,34,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,14,28,117,37,26,24,13,3,260,172,340,422,1386,559,435,176,54,13,3545,460,798,1357,4044,1678,1648,1055,277,49,11371
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
