CED_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
CED131,182,4371,295,4851,269,6252,520,7046,762,11752,766,13278,1062,9157,567,10781,1383,8098,523,10005,1566,7250,458,9281,1015,5781,388,7182,428,3072,302,3802,122,1088,242,1453,6796,56828,4058,67683,232,4293,304,4831,387,6392,407,7187,1059,11412,616,13086,1571,8896,466,10934,2232,7828,416,10478,2505,6856,389,9747,1376,5942,382,7705,535,3659,426,4621,110,2043,587,2746,10014,57326,3986,71326,411,8669,601,9686,660,12645,925,14233,1812,23161,1386,26362,2634,18055,1027,21715,3611,15928,937,20481,4073,14106,843,19021,2394,11723,772,14886,968,6728,726,8421,235,3130,826,4195,16808,114153,8045,139005
CED132,163,3908,127,4189,206,3882,186,4271,488,11492,647,12630,994,12003,611,13602,1216,9216,431,10863,1279,6987,317,8585,785,5672,283,6738,391,3300,219,3911,117,1085,185,1384,5635,57533,3009,66175,163,3505,141,3812,204,3770,149,4116,633,12704,669,14003,1388,12868,629,14883,1978,9512,413,11905,2032,7074,332,9436,1252,6347,339,7939,526,3801,329,4658,121,1971,499,2591,8293,61558,3489,73342,327,7411,264,8001,405,7647,328,8384,1121,24200,1314,26637,2380,24870,1235,28485,3197,18730,846,22770,3311,14058,651,18016,2032,12017,619,14675,920,7100,550,8564,229,3058,689,3978,13923,119088,6498,139516
CED133,250,4115,498,4855,230,3271,481,3985,620,6594,1097,8308,921,6805,1050,8773,1446,7875,978,10301,2022,9541,1013,12575,1474,9708,790,11974,635,4820,498,5958,182,1423,241,1846,7783,54151,6638,68579,234,3727,469,4428,305,3087,335,3725,1032,6821,787,8636,1685,6936,831,9447,2417,7807,757,10985,3160,8974,781,12912,2086,9051,756,11886,815,5040,592,6444,149,2333,432,2922,11882,53770,5744,71394,481,7839,967,9286,538,6352,811,7703,1651,13415,1882,16948,2604,13739,1877,18220,3867,15680,1742,21285,5172,18517,1798,25491,3563,18763,1542,23867,1449,9856,1094,12398,336,3753,677,4765,19664,107923,12380,139966
CED134,198,3540,698,4438,197,3323,598,4108,588,7937,1293,9813,757,6523,1146,8423,1132,6657,1149,8933,1386,7629,1227,10240,828,6683,1021,8527,450,3624,630,4706,130,1087,244,1461,5660,47000,8004,60664,221,3355,613,4186,240,3226,526,3990,1063,8198,1300,10566,1448,6369,1170,8984,1837,6285,1120,9238,2233,6936,1108,10281,1255,5982,883,8120,561,3952,768,5280,121,1769,436,2320,8974,46066,7920,62965,418,6892,1311,8622,434,6547,1118,8098,1651,16133,2590,20378,2206,12881,2319,17408,2965,12941,2271,18177,3615,14569,2336,20522,2081,12665,1904,16652,1011,7581,1396,9984,250,2860,678,3784,14634,93069,15918,123625
CED135,201,4253,346,4802,339,6871,789,7999,974,18157,2098,21228,1492,16066,1549,19107,1203,8814,808,10828,1076,7589,669,9335,551,5402,385,6336,302,2696,226,3224,108,900,147,1157,6252,70751,7006,84005,221,3792,341,4363,386,5872,526,6792,1260,17217,1651,20127,1905,13568,1300,16769,1888,8372,691,10946,1560,7464,553,9578,903,5534,411,6847,382,3115,300,3800,70,1333,196,1594,8576,66264,5979,80820,424,8049,689,9165,731,12744,1316,14787,2231,35373,3747,41351,3395,29631,2850,35876,3085,17192,1498,21774,2641,15051,1217,18912,1455,10939,790,13183,683,5810,525,7022,174,2229,344,2750,14825,137014,12982,164828
CED136,245,4747,309,5297,241,4508,280,5030,700,9634,659,10986,1152,8507,557,10214,1359,8367,498,10225,1522,8294,499,10316,1269,7880,511,9657,612,4392,428,5433,137,1033,177,1345,7232,57347,3918,68504,264,4368,269,4896,407,4244,256,4909,1330,9710,552,11589,2084,8204,498,10778,2417,7989,426,10834,2603,8165,438,11206,1777,8184,528,10493,689,4814,495,5994,107,1773,360,2242,11672,57439,3828,72939,507,9110,584,10202,652,8750,538,9935,2032,19345,1209,22578,3231,16706,1056,20994,3775,16356,922,21056,4127,16454,937,21520,3043,16065,1043,20148,1302,9203,919,11427,243,2799,542,3585,18910,114786,7744,141438
CED137,185,3735,194,4115,318,7849,833,8999,876,19978,2039,22893,1228,13610,1296,16131,1394,8915,635,10942,1493,7763,461,9713,743,5963,350,7053,383,3194,245,3829,140,1255,207,1608,6765,72262,6266,85290,177,3841,195,4206,369,7171,516,8055,1085,19516,1442,22044,1618,12814,886,15313,2253,9297,495,12039,2178,8227,426,10831,1149,6431,335,7913,509,3701,325,4531,116,1892,418,2428,9454,72873,5031,87359,363,7579,388,8326,687,15021,1350,17054,1958,39494,3481,44942,2843,26416,2183,31446,3648,18208,1125,22985,3673,15982,883,20547,1890,12390,687,14966,893,6896,567,8357,258,3147,625,4033,16217,145132,11299,172643
CED138,156,3773,404,4329,192,2972,302,3465,469,6641,801,7907,847,7867,883,9598,1318,8103,834,10254,1697,8689,813,11198,1314,9178,786,11272,672,4902,502,6081,218,1710,319,2246,6884,53828,5638,66349,223,3614,339,4172,237,2920,313,3474,772,7417,813,9000,1544,8271,859,10680,2278,8255,828,11362,3011,8905,834,12748,2000,9108,730,11840,821,5423,657,6900,168,2760,621,3549,11046,56682,5999,73723,381,7379,744,8502,431,5890,618,6937,1240,14058,1612,16911,2395,16136,1742,20279,3589,16361,1662,21616,4707,17597,1638,23944,3312,18285,1516,23116,1490,10327,1157,12984,379,4469,941,5793,17930,110512,11632,140075
CED139,228,4438,535,5198,236,4072,549,4852,643,8013,960,9615,951,6965,914,8826,1261,7047,845,9152,1505,7842,797,10145,1095,7397,664,9161,566,4148,517,5231,157,1343,196,1702,6644,51257,5969,63872,307,4145,432,4875,368,4117,359,4842,1091,7931,660,9687,1608,6903,624,9133,2137,6801,574,9516,2401,7295,654,10358,1589,7051,655,9295,597,4602,569,5771,131,2281,362,2773,10220,51132,4896,66254,537,8578,961,10076,606,8185,905,9694,1733,15948,1623,19302,2553,13867,1538,17955,3398,13851,1419,18668,3906,15141,1452,20494,2684,14451,1321,18454,1166,8753,1085,10999,287,3628,567,4472,16865,102391,10869,130124
CED140,167,3979,236,4377,208,3514,206,3931,484,6711,509,7703,839,7530,442,8815,1234,7948,515,9696,1424,7841,482,9751,976,7134,464,8574,570,4465,424,5463,161,1318,329,1804,6063,50440,3615,60119,205,3727,196,4136,253,3355,195,3808,727,6691,428,7848,1444,7664,489,9598,2040,7747,411,10200,2409,7986,454,10855,1548,7927,540,10015,659,5042,610,6305,142,2275,680,3093,9440,52404,3998,65846,375,7705,428,8514,463,6869,408,7741,1214,13401,935,15546,2288,15198,934,18415,3270,15695,927,19900,3834,15825,941,20601,2526,15058,1005,18589,1227,9510,1030,11769,298,3589,1011,4904,15502,102847,7613,125967
CED141,186,4156,234,4577,228,3779,198,4208,536,7152,453,8141,874,7394,414,8684,1331,7720,436,9487,1638,7462,377,9472,1144,6995,372,8509,625,4352,385,5367,180,1262,222,1667,6733,50278,3099,60106,206,3760,177,4144,274,3400,183,3858,953,7098,398,8448,1625,7356,383,9352,2229,7302,335,9862,2635,7380,348,10362,1716,7531,460,9706,756,5011,510,6275,144,2118,369,2632,10536,50961,3154,64660,388,7919,415,8720,499,7189,378,8066,1490,14253,855,16592,2494,14750,798,18037,3561,15019,768,19352,4271,14841,726,19836,2862,14526,834,18216,1388,9366,888,11649,328,3378,593,4300,17276,101235,6258,124765
CED142,91,2147,195,2433,291,9033,932,10251,990,30160,2734,33884,1133,18281,1569,20990,1199,10232,989,12424,1025,7567,776,9368,534,4906,543,5974,215,2218,315,2749,55,576,108,735,5535,85116,8151,98806,118,2461,211,2788,311,9881,867,11057,1164,28691,2351,32205,1341,14606,1179,17131,1352,7502,629,9484,1299,5918,527,7743,743,4423,394,5557,265,2167,281,2712,38,788,163,985,6629,76429,6597,89657,210,4605,405,5221,597,18915,1795,21303,2152,58843,5086,66085,2477,32891,2746,38113,2553,17730,1622,21905,2325,13487,1297,17105,1273,9332,935,11536,481,4384,592,5460,96,1364,268,1726,12161,161546,14753,188461
CED143,149,4080,139,4371,176,3431,145,3751,410,8531,443,9384,706,9329,439,10472,1201,9418,342,10966,1296,7159,329,8789,727,5008,236,5972,358,3225,193,3780,142,1137,121,1406,5174,51319,2385,58881,151,3888,115,4161,206,3408,128,3746,544,9524,455,10524,1127,10038,407,11576,2070,9536,369,11972,2083,6856,276,9210,1089,5571,234,6898,516,3888,266,4672,122,1759,311,2188,7915,54468,2560,64948,307,7970,259,8534,387,6839,274,7500,957,18054,893,19905,1834,19368,845,22047,3268,18956,711,22937,3385,14009,603,17994,1817,10579,469,12869,878,7114,455,8447,263,2897,425,3588,13084,105792,4951,123828
CED144,248,4772,410,5430,359,5841,637,6840,902,13194,1588,15677,1336,10708,1222,13263,1372,8837,848,11052,1256,8084,701,10043,610,5761,457,6830,382,3292,342,4011,130,1270,193,1598,6592,61757,6402,74749,275,4458,367,5102,450,5151,487,6084,1249,11538,1189,13979,1894,9633,1006,12533,2136,8579,789,11507,1849,7697,653,10202,1034,5842,469,7345,458,3597,402,4453,96,1978,357,2431,9444,58474,5724,73641,525,9231,772,10532,808,10988,1123,12922,2148,24731,2778,29658,3233,20340,2228,25802,3506,17418,1636,22568,3106,15782,1352,20243,1643,11603,920,14172,835,6884,746,8469,229,3252,552,4030,16034,120233,12125,148398
CED145,139,2891,202,3233,175,2946,229,3343,499,12170,1006,13674,778,9738,710,11224,1120,7774,471,9365,1226,5716,354,7288,632,4821,297,5753,311,2923,330,3567,134,989,372,1494,5015,49969,3961,58943,135,2822,164,3124,252,3570,232,4052,715,14107,1009,15835,1142,9902,625,11670,1740,7637,444,9818,1761,5473,334,7561,1017,5096,334,6450,481,3401,508,4388,108,1539,768,2412,7338,53548,4426,65315,273,5718,364,6356,429,6515,462,7399,1218,26275,2012,29509,1918,19643,1331,22889,2859,15406,919,19184,2985,11188,684,14854,1652,9924,635,12206,788,6325,842,7953,234,2525,1137,3903,12355,103517,8384,124257
CED146,293,6730,529,7550,431,6355,429,7219,993,10973,908,12879,1438,11439,962,13833,1497,10036,709,12241,1225,9130,678,11035,625,5645,428,6694,283,2443,339,3070,63,625,252,938,6847,63383,5230,75458,388,6202,460,7047,492,5841,400,6732,1592,11602,983,14177,2316,11512,1012,14845,2312,9922,740,12970,1967,8552,590,11107,918,5694,469,7078,286,2715,402,3399,57,965,370,1394,10335,62997,5422,78757,677,12928,984,14596,924,12194,827,13950,2587,22576,1893,27054,3754,22946,1976,28678,3812,19960,1445,25218,3191,17684,1265,22144,1545,11333,895,13772,565,5162,746,6466,124,1592,618,2331,17175,126382,10649,154210
CED147,226,4721,282,5231,269,4213,253,4727,653,8403,481,9538,1014,8180,501,9699,1470,8228,480,10181,1622,8093,443,10150,1154,7342,429,8936,654,4507,423,5585,184,1327,362,1873,7249,55019,3657,65928,257,4522,260,5037,366,3974,222,4560,1135,8422,526,10083,1760,8053,485,10295,2335,8134,448,10917,2727,7951,423,11092,1621,8060,457,10147,701,5349,503,6556,133,2040,451,2620,11028,56505,3772,71307,476,9248,541,10265,635,8191,470,9290,1783,16821,1011,19618,2773,16238,991,19998,3807,16363,930,21099,4347,16038,860,21244,2781,15408,893,19079,1356,9859,929,12146,313,3367,814,4497,18273,111524,7436,137237
CED194,11,151,97,253,20,255,135,411,51,689,423,1164,72,541,491,1108,67,500,442,1010,84,544,317,949,54,465,138,648,15,122,40,166,0,11,4,19,372,3273,2085,5734,17,172,90,279,18,265,132,418,76,616,339,1022,70,392,285,749,93,365,210,666,95,464,147,698,41,301,59,404,8,77,22,104,0,19,12,32,417,2663,1300,4381,28,326,184,532,34,518,274,829,124,1303,757,2187,143,933,782,1859,156,872,646,1678,181,1005,463,1648,92,760,194,1055,19,193,58,277,3,25,16,49,787,5945,3382,10112
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
