UCL_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
UCL115089,280,193,143,14,623,333,41,989,0,0,0,0,0,10,0,7,0,0,0,0,0,4,0,4,0,0,0,0,0,14,0,14,3,0,16,3,17,38,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,3,17,40,0,65,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,10,3,0,0,0,5,20,0,28,3,0,0,0,8,6,0,8,286,194,155,16,653,405,39,1099
UCL115090,92,81,57,6,238,84,7,331,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,8,21,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,21,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,15,8,0,49,18,0,67,116,104,70,5,295,127,7,425
UCL115091,381,309,97,8,793,157,19,969,7,3,3,0,12,27,0,40,9,3,7,0,17,11,0,25,13,5,10,0,28,34,0,67,3,0,8,0,15,44,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,15,44,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,399,316,114,8,845,229,25,1103
UCL115092,361,201,93,5,666,225,35,925,9,4,7,0,20,20,0,37,11,4,11,0,23,9,3,42,12,12,17,0,43,32,3,81,3,0,4,0,4,14,0,18,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,0,7,0,6,19,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,3,0,5,4,0,10,3,3,3,0,6,5,0,17,0,0,0,0,0,0,0,0,386,214,121,7,729,286,41,1051
UCL115093,100,65,94,8,268,173,16,454,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,3,15,37,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,7,0,7,3,15,48,4,68,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,5,0,0,11,9,0,18,3,0,0,0,3,3,0,6,7,5,0,0,14,13,0,31,8,3,0,0,10,14,0,33,128,70,96,13,311,252,20,583
UCL115094,278,206,161,10,658,268,29,955,3,0,4,0,8,9,0,19,0,0,0,0,0,0,0,0,3,0,4,0,8,9,0,19,6,3,4,0,10,49,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,10,49,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,7,0,15,7,0,0,0,5,7,0,15,0,0,3,0,3,3,0,8,300,212,172,10,692,348,29,1065
UCL115095,308,163,116,11,600,277,25,908,7,3,3,0,12,34,0,49,8,3,0,0,14,9,3,24,12,7,8,0,24,47,0,76,10,4,4,0,16,24,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,16,24,3,40,3,0,0,0,3,21,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,8,10,3,0,0,7,25,0,36,0,0,0,0,0,5,3,11,340,172,133,11,650,376,34,1066
UCL115096,363,166,78,0,607,195,16,820,0,0,0,0,3,0,0,5,11,3,3,0,13,0,0,13,10,3,3,0,19,0,0,21,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,7,374,169,81,0,631,205,16,846
UCL115097,211,146,129,11,498,259,15,767,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,38,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,41,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,7,4,0,10,3,0,0,0,3,0,0,3,217,150,129,11,503,299,17,827
UCL115098,149,106,41,3,296,94,14,403,3,0,0,0,3,36,0,43,0,0,3,0,3,8,0,11,3,0,5,0,7,44,0,52,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,153,102,44,3,306,140,13,461
UCL115099,152,184,69,4,404,133,10,552,0,0,0,0,3,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,19,7,0,3,0,7,26,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,7,26,0,38,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,8,0,15,3,0,0,0,3,0,0,3,156,189,74,7,423,180,10,620
UCL115100,272,186,113,9,586,294,18,901,3,0,3,0,7,18,0,29,0,0,0,0,0,12,0,9,3,0,3,0,7,30,0,33,18,3,6,0,31,63,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,0,31,63,3,102,4,0,0,0,9,10,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,14,0,22,3,3,0,0,9,5,0,10,297,194,128,10,639,408,24,1065
UCL115101,231,301,199,13,738,283,60,1081,7,3,5,0,16,15,0,31,0,0,0,0,3,3,0,7,4,6,5,0,20,20,0,40,11,11,10,0,26,52,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,10,0,26,50,3,76,0,0,0,0,0,6,0,6,0,3,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,5,0,13,0,0,3,0,6,6,0,13,248,314,213,13,790,364,61,1222
UCL115102,156,276,23,3,456,57,13,528,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,276,23,3,459,61,13,529
UCL115103,451,185,108,12,757,316,25,1102,34,3,11,3,56,99,0,152,10,0,4,0,11,24,0,41,47,3,16,3,66,123,3,191,15,7,11,0,30,53,5,86,5,3,0,0,9,18,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,9,0,40,74,8,122,3,0,0,0,3,25,0,33,15,3,0,0,18,25,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,22,58,0,80,4,0,0,0,4,0,0,4,545,201,135,11,893,570,30,1493
UCL115104,364,295,180,18,855,432,33,1319,4,3,3,0,15,26,0,36,0,0,0,0,0,0,0,0,4,3,3,0,15,26,0,36,3,4,7,0,10,46,3,57,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,10,51,3,63,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,3,4,0,0,4,3,0,9,379,304,197,17,888,508,43,1440
UCL115105,316,295,209,22,846,310,28,1184,4,0,3,0,10,18,0,22,0,0,0,0,0,0,0,0,4,0,3,0,10,18,0,22,8,0,3,0,8,45,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,5,0,3,0,10,51,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,4,3,0,0,11,6,0,14,333,306,219,17,876,384,31,1287
UCL115106,177,175,85,9,451,209,19,673,4,0,0,0,7,18,0,30,5,0,0,0,5,0,0,4,10,0,0,0,13,18,0,31,3,3,0,0,4,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,19,0,28,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,3,0,0,0,8,6,0,14,0,3,0,0,3,4,0,7,196,187,85,9,477,263,21,753
UCL115107,234,210,110,4,553,260,18,834,0,0,0,0,3,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,3,0,3,0,10,25,0,35,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,33,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,7,0,36,21,4,58,256,218,123,9,600,325,23,948
UCL115108,395,366,217,14,990,379,98,1473,0,3,8,0,13,17,3,35,19,11,15,0,48,28,3,76,20,13,29,0,60,48,3,112,8,0,7,0,11,28,0,42,0,4,14,0,17,28,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,4,14,0,26,58,3,92,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,3,0,10,3,3,17,431,390,263,15,1098,495,111,1703
UCL115109,427,296,133,9,868,275,36,1176,55,15,22,0,90,115,7,214,5,3,8,0,13,13,3,27,59,17,29,0,109,129,12,241,25,3,14,0,45,59,5,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,14,0,45,59,5,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,12,0,0,3,0,3,11,3,14,17,12,3,0,30,9,3,39,529,326,185,8,1051,481,54,1587
UCL115110,197,113,72,0,387,194,9,586,14,0,0,0,14,11,0,21,0,0,0,0,0,0,0,0,14,0,0,0,14,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,113,72,0,397,202,9,608
UCL115111,159,117,65,0,349,105,8,464,21,3,11,4,46,75,0,117,9,0,4,0,16,12,0,28,34,3,19,4,64,88,3,150,0,3,0,0,3,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,9,0,0,0,0,3,10,0,13,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,5,3,0,3,0,4,17,0,20,0,0,0,0,5,0,0,3,206,128,87,5,418,213,16,647
UCL115112,277,432,131,13,851,172,11,1035,15,3,7,0,30,37,0,72,5,3,4,0,11,12,0,24,21,10,12,0,43,50,0,95,13,4,5,0,19,34,3,59,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,9,0,26,35,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,312,439,154,13,922,257,18,1201
UCL115113,191,414,45,3,653,71,5,733,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,3,7,0,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,3,0,12,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,199,426,49,3,675,71,5,759
UCL115114,161,135,85,8,383,181,23,586,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,8,3,66,23,0,88,31,27,8,3,66,23,0,88,18,4,0,0,26,11,0,32,214,163,94,6,479,219,26,714
UCL115115,264,211,163,15,650,297,28,972,3,0,0,0,3,4,0,15,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,14,3,3,13,0,19,47,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,19,47,3,65,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,3,0,8,3,0,0,0,3,0,0,0,276,218,173,16,676,355,29,1068
UCL115116,236,394,154,3,792,176,15,988,42,32,39,3,111,90,0,208,37,39,34,0,109,56,3,170,82,76,68,4,228,142,7,374,16,3,0,3,20,29,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,3,20,29,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,329,471,231,15,1044,354,25,1417
UCL115117,149,162,42,0,354,103,10,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,154,162,42,0,356,102,10,470
UCL115118,364,394,179,9,942,231,43,1214,0,3,0,0,3,7,0,10,9,6,3,0,22,10,0,33,12,11,3,0,28,21,0,45,3,0,4,0,5,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,4,0,4,0,0,5,379,410,186,9,981,252,45,1284
UCL115119,466,486,186,12,1160,463,46,1667,10,14,3,0,27,48,7,77,0,0,0,0,0,0,0,0,10,14,3,0,27,48,7,77,25,12,8,0,47,95,10,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,8,0,47,95,10,157,3,0,0,0,3,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,11,0,15,0,3,0,0,3,3,0,12,507,517,199,12,1242,618,62,1924
UCL115120,338,228,78,8,650,210,20,886,29,4,11,0,54,83,0,135,0,0,0,0,0,0,0,3,29,10,11,0,53,85,0,133,15,4,7,0,28,57,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,7,0,28,57,0,83,15,0,3,0,14,38,0,56,66,8,3,0,81,124,6,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,8,5,0,98,159,6,263,0,0,0,0,0,4,0,3,466,247,105,7,827,521,31,1376
UCL115121,327,679,137,12,1156,201,21,1379,0,0,0,0,5,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,328,684,142,12,1163,217,21,1397
UCL115122,122,126,23,0,262,67,15,344,9,7,3,0,22,4,0,21,5,6,3,0,12,11,3,26,11,11,10,0,34,14,3,51,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,17,0,0,0,0,0,0,0,0,134,138,32,0,300,90,17,411
UCL115123,168,117,53,3,344,102,13,459,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,124,56,3,348,104,13,461
UCL115124,178,216,100,4,500,133,42,672,5,0,3,0,13,7,0,22,6,3,8,0,12,3,0,21,13,3,12,0,28,17,0,39,0,0,4,0,8,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,194,220,118,4,536,157,44,734
UCL115125,107,211,28,0,348,35,8,393,3,0,0,0,3,0,0,10,6,3,0,0,10,11,0,18,8,3,0,0,13,9,0,28,3,0,0,0,5,5,0,12,0,0,3,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,11,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,218,25,3,372,54,14,438
UCL115126,485,180,124,10,807,408,35,1248,12,6,0,0,22,22,0,37,0,0,0,0,0,5,0,10,14,6,3,0,22,22,0,47,15,0,4,0,19,32,0,53,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,19,35,0,56,11,0,0,0,13,24,0,39,51,9,5,0,66,58,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,13,6,0,77,86,3,167,3,0,0,0,7,0,0,9,590,199,136,16,929,554,37,1527
UCL115127,359,547,231,7,1151,300,38,1486,12,11,3,0,26,37,0,61,0,0,3,0,3,0,0,10,10,11,9,0,33,35,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,375,555,246,9,1185,337,38,1559
UCL115128,479,384,177,15,1051,349,40,1440,14,0,7,0,19,51,0,70,0,3,0,0,3,3,0,7,14,4,7,0,27,51,0,78,0,3,0,0,7,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,489,388,191,19,1087,408,45,1544
UCL115129,181,127,41,3,351,141,5,498,10,0,0,0,12,16,3,34,11,0,7,0,17,16,0,37,17,3,5,3,26,34,3,66,13,5,5,0,22,50,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,0,22,56,4,84,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,14,0,0,0,0,0,0,0,0,212,134,51,8,408,241,17,662
UCL115130,498,127,43,10,673,257,9,938,19,3,0,0,20,14,4,38,13,3,4,0,17,7,0,24,32,3,6,0,44,25,3,71,7,3,0,0,12,14,3,28,3,0,0,0,3,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,19,24,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,12,0,0,0,0,3,4,3,12,3,0,0,0,3,0,0,5,538,136,55,10,736,303,15,1060
UCL115131,463,358,181,12,1010,443,34,1492,4,3,0,0,14,27,0,38,0,0,0,0,0,0,0,0,4,3,0,0,14,27,0,38,8,10,5,0,24,93,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,5,0,24,93,0,112,4,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,8,0,12,11,0,0,0,9,6,0,22,3,0,0,0,3,0,0,3,485,371,185,12,1059,567,34,1663
UCL115132,362,177,139,6,679,409,23,1108,3,0,0,0,8,39,0,47,0,0,0,0,0,0,0,0,3,0,0,0,8,39,0,47,7,0,3,0,9,25,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,9,25,0,30,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,8,3,0,0,0,6,12,3,13,3,0,0,0,3,0,0,4,372,178,145,8,706,487,24,1211
