UCL_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL115106,0,4,6,0,17,5,34,0,3,0,0,9,0,13,5,19,7,0,15,0,43,24,10,18,5,7,0,62,6,7,27,0,4,0,49,10,3,16,0,7,0,34,3,3,12,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,13,51,47,83,16,64,13,266
UCL115107,0,0,3,0,3,0,11,0,7,0,4,0,0,12,18,12,0,4,4,0,37,21,8,5,0,0,0,31,28,0,10,0,0,0,42,67,0,16,0,0,0,82,50,0,8,0,0,0,60,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,198,29,49,7,10,6,296
UCL115108,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,12,0,0,0,14,3,5,9,0,0,0,18,7,0,22,0,0,0,30,39,0,27,0,0,0,63,77,0,67,0,0,4,149,74,0,27,0,0,0,102,16,0,20,0,0,0,35,5,0,6,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,238,7,201,3,4,9,459
UCL115109,0,0,3,0,0,3,10,0,0,0,0,0,0,0,3,0,3,0,0,0,3,20,0,9,0,0,0,34,19,0,6,0,0,0,27,79,0,11,3,0,0,98,159,0,22,0,0,0,173,73,0,14,0,0,0,84,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,361,0,72,9,4,6,453
UCL115110,0,0,5,0,0,0,8,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,6,0,0,0,12,9,0,5,0,0,0,21,38,0,11,0,0,0,49,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,0,37,7,0,0,117
UCL115111,0,0,4,0,0,3,6,0,0,0,0,0,0,0,0,0,6,0,0,0,3,11,0,9,0,0,0,23,13,0,6,0,0,0,16,21,0,5,0,0,0,24,22,0,15,0,3,0,38,23,0,6,0,0,0,30,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,87,7,49,0,6,3,156
UCL115112,0,0,4,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,3,0,0,31,3,9,4,0,0,0,17,11,3,5,0,3,0,22,48,3,10,0,0,0,58,63,3,15,0,0,0,82,48,0,0,0,0,0,47,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,186,47,36,6,4,4,285
UCL115113,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,7,3,0,0,0,0,0,4,11,0,3,0,0,0,12,10,0,0,0,0,0,6,17,0,0,0,0,0,17,3,0,0,0,0,0,3,7,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,46,0,21,3,4,0,73
UCL115114,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,4,6,0,0,0,6,13,3,0,0,0,0,18,3,4,8,0,0,0,15,15,0,13,0,0,0,32,8,0,3,0,0,0,11,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,44,11,40,3,6,0,108
UCL115115,0,0,4,0,8,3,12,3,0,0,0,0,0,7,12,15,15,0,0,0,38,43,15,20,6,0,0,89,13,4,17,3,0,0,33,65,5,23,0,0,0,101,50,3,8,0,0,0,61,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,5,3,0,0,0,14,190,43,91,13,11,5,361
UCL115116,0,3,7,0,3,3,12,0,0,0,0,0,0,0,0,24,0,0,0,0,24,4,17,0,0,0,0,19,0,5,0,0,0,0,13,5,8,5,0,15,0,33,53,3,15,3,3,0,82,176,8,13,0,0,0,198,68,0,11,0,3,0,80,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,322,80,51,3,32,6,485
UCL115117,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,6,0,6,0,0,0,12,20,0,6,0,0,0,25,12,0,0,0,0,0,11,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,15,0,4,0,65
UCL115118,0,0,3,0,0,4,8,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,0,6,3,0,4,0,0,0,5,9,0,6,0,0,0,17,60,0,25,0,3,0,92,93,0,27,0,0,0,127,21,0,3,0,0,0,29,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,197,0,80,0,8,4,294
UCL115119,0,0,8,0,9,3,22,0,5,3,4,0,0,9,14,7,5,9,3,0,33,17,39,11,8,6,0,84,44,16,10,4,5,3,84,85,25,27,0,3,0,147,115,3,29,0,0,0,152,54,0,14,0,0,0,68,13,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,3,0,15,351,102,117,27,34,8,641
UCL115120,0,0,3,0,0,3,7,0,0,0,0,0,0,3,0,13,3,0,8,0,23,4,0,8,0,7,0,24,10,0,8,0,0,0,17,23,0,9,0,0,0,29,50,0,20,0,0,3,68,56,0,11,0,0,0,75,14,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,155,16,61,0,25,5,272
UCL115121,0,0,3,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,8,0,0,0,14,20,0,7,0,0,0,26,43,0,16,0,0,0,52,16,0,0,0,0,0,19,10,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,98,0,42,0,0,5,143
UCL115122,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,10,0,3,0,0,0,15,24,0,8,0,0,0,26,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,14,0,12,0,73
UCL115123,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,8,10,0,0,0,0,0,7,34,0,5,0,0,0,40,17,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,25,0,0,0,85
UCL115124,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,6,5,0,0,0,0,0,12,14,0,10,0,0,0,28,40,0,28,0,0,0,71,34,0,24,0,0,0,55,14,0,9,0,0,0,24,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,116,0,93,0,0,8,215
UCL115125,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,13,7,0,3,0,0,0,13,9,0,3,0,0,0,14,4,0,6,0,0,0,5,4,0,0,0,0,0,4,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,22,3,0,0,65
UCL115126,0,0,8,0,6,13,23,0,0,0,0,0,0,3,0,0,0,0,3,0,5,5,4,10,0,3,0,30,21,3,11,0,8,3,39,47,0,28,0,0,3,79,53,0,14,0,3,0,76,24,0,3,0,0,0,34,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,19,164,12,80,6,29,15,306
UCL115127,4,0,3,3,0,0,12,0,5,0,0,0,0,5,0,3,0,0,0,0,6,0,22,3,4,0,0,33,6,4,6,4,0,0,21,4,6,9,0,0,0,20,39,6,27,0,0,0,74,188,5,17,5,0,0,217,51,0,6,0,0,0,59,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,4,17,313,63,73,20,0,7,467
UCL115128,0,0,5,0,0,9,8,0,0,0,0,0,0,0,0,0,0,3,0,0,7,10,3,6,13,0,0,30,8,0,14,0,0,0,22,33,0,6,0,8,0,52,103,0,17,0,0,0,124,110,0,22,0,0,0,131,15,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,278,5,71,21,13,9,392
UCL115129,0,0,3,0,0,4,8,0,0,0,0,0,0,0,0,0,4,10,0,0,16,13,0,9,0,0,0,20,12,0,5,0,0,0,24,36,0,13,0,0,0,45,34,0,5,0,0,0,43,32,0,6,3,0,0,44,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,126,0,46,19,4,5,201
UCL115130,0,0,5,0,0,3,8,0,0,0,0,0,0,3,5,0,3,3,0,0,9,7,0,4,0,0,0,10,10,0,4,0,0,0,17,20,0,4,0,0,0,23,55,0,5,0,0,0,63,39,0,7,0,0,0,42,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,134,3,39,4,3,5,183
UCL115131,3,3,12,13,6,11,47,0,3,5,5,0,0,10,25,22,23,0,0,4,73,44,16,33,7,4,0,106,35,3,19,0,3,0,62,68,0,19,0,3,0,96,24,3,7,0,0,0,31,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,11,205,52,127,31,15,11,440
UCL115132,3,0,7,0,3,9,29,3,4,0,9,0,0,13,27,11,9,3,6,0,55,43,19,24,6,0,0,92,43,3,14,0,3,0,62,61,3,12,0,0,3,80,12,0,3,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,14,196,37,85,24,16,13,374
UCL115133,0,0,5,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,10,0,0,0,0,0,11,24,0,3,0,0,0,30,11,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,0,21,0,3,4,81
UCL115134,0,0,5,0,3,3,8,0,0,0,0,4,0,0,0,3,3,0,0,0,8,0,11,3,11,0,0,26,3,0,4,5,0,0,13,6,0,4,3,0,0,15,26,0,6,0,0,0,32,60,0,13,0,0,0,67,23,0,3,0,0,0,30,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,128,13,42,22,4,0,208
UCL115135,0,0,4,0,0,4,10,0,0,0,0,3,0,6,3,7,7,6,3,0,20,33,0,17,0,0,0,52,16,0,8,0,0,0,31,28,0,10,0,3,0,46,18,0,4,0,0,0,25,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,6,106,9,60,11,14,7,202
UCL115136,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,3,12,0,17,0,0,0,0,0,0,0,4,0,9,0,0,0,18,14,0,5,0,0,0,20,11,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,0,32,3,11,3,83
UCL115137,0,0,0,0,0,0,7,0,0,0,0,0,0,3,3,3,14,0,0,0,20,24,8,38,0,3,0,74,8,0,9,0,3,0,22,12,0,4,0,0,0,16,12,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,18,63,3,17,4,166
UCL115138,0,0,6,0,0,9,11,0,0,0,0,0,0,0,0,0,5,0,0,0,3,9,0,12,0,3,0,24,9,0,8,0,0,0,16,38,0,13,0,0,0,55,63,0,15,0,0,0,71,18,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,139,0,55,0,3,10,216
UCL115139,0,0,5,0,0,6,15,0,0,0,0,0,0,0,8,4,6,0,3,0,21,33,6,17,0,3,3,67,15,0,5,0,0,0,24,43,3,12,0,0,0,62,36,0,16,0,4,0,51,6,0,3,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,137,16,77,0,15,7,258
UCL115140,0,0,4,0,0,4,11,0,0,0,0,4,0,4,0,27,6,0,9,0,49,20,9,7,3,3,3,35,11,7,7,0,0,0,17,43,0,21,0,3,0,61,68,7,18,0,0,0,88,61,0,12,0,4,0,73,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,10,203,55,73,0,20,12,360
UCL115141,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,3,0,0,0,4,0,0,0,0,0,0,3,11,0,5,0,0,0,18,25,0,7,0,0,0,32,30,0,6,0,0,0,39,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,19,0,15,3,110
UCL115142,0,0,3,0,3,3,11,0,0,0,0,0,0,0,4,0,0,0,0,0,8,8,0,6,0,0,0,10,13,0,0,0,0,0,17,25,0,13,0,0,0,35,59,0,13,0,0,0,72,67,0,17,0,0,0,84,22,0,8,0,0,0,27,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,193,0,66,0,6,9,273
UCL115143,0,0,5,0,0,0,7,0,0,0,0,0,0,4,12,10,12,0,3,0,34,15,9,19,0,3,3,53,12,10,7,0,0,0,27,18,0,5,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52,23,51,0,8,3,145
UCL115144,0,12,4,7,33,9,63,0,0,0,0,7,0,13,3,10,10,3,9,0,34,15,30,12,12,5,3,80,7,29,8,8,0,3,46,3,14,0,0,0,0,27,3,3,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,0,14,36,104,45,34,57,14,289
UCL115145,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,9,6,0,3,0,0,0,10,4,0,3,0,0,0,8,8,0,0,0,0,0,11,11,0,4,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,35,0,20,0,6,3,67
UCL115146,0,10,0,0,0,6,14,0,3,0,0,0,0,3,0,17,3,0,0,0,21,16,7,13,0,0,0,33,11,5,10,0,0,0,20,8,7,7,0,0,0,26,10,6,10,0,0,0,21,20,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,69,59,45,0,4,3,172
UCL115147,0,0,4,4,3,3,17,0,0,0,0,0,0,0,4,7,12,0,0,0,26,7,0,17,0,4,0,27,11,0,10,0,3,0,26,14,0,6,0,0,0,19,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,48,4,13,4,123
UCL115148,0,3,10,0,4,0,14,0,0,5,0,0,0,7,7,8,14,24,4,0,64,14,10,17,7,10,0,52,7,6,5,0,0,3,26,13,0,13,0,0,0,25,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,33,70,27,27,3,199
UCL115149,0,0,9,0,5,5,22,0,3,0,0,3,0,7,20,9,11,0,0,0,51,14,8,21,5,7,0,53,4,8,8,0,3,0,23,7,0,25,0,3,0,31,15,0,11,0,0,0,26,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,62,39,86,9,30,8,238
UCL115150,3,4,10,0,3,3,22,0,5,0,8,0,0,15,26,24,16,36,4,3,113,85,37,27,8,4,0,167,70,12,17,3,0,0,105,74,0,18,0,8,4,103,26,0,12,0,0,0,36,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,0,0,0,22,294,88,112,58,23,12,591
UCL115151,0,0,3,3,3,9,18,0,0,0,0,0,0,3,3,0,10,8,0,0,28,39,3,9,3,6,0,54,9,5,6,0,0,0,24,15,0,3,0,0,0,23,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,73,14,39,15,10,9,157
UCL115152,0,0,3,0,0,0,6,0,8,0,0,0,0,9,3,3,11,0,0,0,20,23,11,14,4,0,0,49,20,0,23,0,4,0,46,15,0,9,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,23,60,10,10,3,166
UCL115153,0,0,4,8,3,10,28,0,0,0,0,8,0,5,8,7,15,0,6,0,35,30,10,19,0,3,0,68,9,0,15,0,3,0,26,23,3,12,0,13,0,52,15,0,3,0,5,0,23,5,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,3,3,17,88,26,75,9,50,14,267
UCL115154,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,3,0,21,0,20,3,0,3,0,4,0,10,8,0,0,0,3,0,13,16,0,3,0,0,0,19,8,0,0,0,0,0,9,7,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,0,21,0,39,0,106
UCL115155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,0,0,0,0,11,9,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,9,0,0,0,27
UCL115156,0,0,7,0,0,4,9,0,0,0,0,0,0,0,0,18,11,5,0,0,35,42,13,10,4,0,0,75,22,6,10,0,0,0,51,51,5,23,0,0,0,82,107,5,21,0,0,0,141,23,0,9,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,262,54,91,13,4,7,440
