UCL_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL115064,0,6,15,21,19,29,7,7,7,110,0,4,6,9,13,14,9,0,0,54,0,0,9,9,10,7,3,0,0,40,0,3,4,3,11,3,0,0,0,26,0,0,3,7,9,7,0,0,0,28,0,0,0,3,4,3,0,0,0,11,16,7,17,18,15,21,33,33,23,184,122,103,197,208,277,343,362,250,124,1990
UCL115065,0,11,46,30,14,10,0,0,0,114,0,0,83,25,17,0,0,0,0,133,0,9,68,51,13,5,0,0,0,138,0,0,44,26,19,5,0,0,0,96,0,0,39,61,32,7,0,0,0,138,0,0,11,22,14,0,0,0,0,44,8,7,34,27,8,7,0,3,0,87,62,63,415,312,131,59,21,10,0,1065
UCL115066,0,0,7,13,22,19,6,0,0,69,0,3,7,7,3,13,6,0,0,38,0,0,5,4,5,5,3,4,0,26,0,0,3,5,3,4,0,0,0,14,0,0,0,4,4,6,0,3,0,22,0,0,3,0,0,0,3,0,0,9,0,3,4,11,7,20,21,26,9,100,38,44,100,108,142,225,260,127,46,1084
UCL115067,0,6,24,21,22,24,16,9,3,115,0,0,12,7,14,13,0,0,0,51,0,0,5,14,10,10,3,0,0,44,0,0,0,9,3,11,0,0,0,24,0,0,0,8,7,0,0,0,0,19,0,0,0,0,10,6,4,0,0,17,20,5,12,16,10,19,42,30,12,166,91,68,150,185,234,275,360,217,114,1690
UCL115068,0,13,53,34,35,6,3,0,0,153,0,12,36,38,23,13,3,0,0,122,0,0,24,17,20,9,3,0,0,75,0,0,16,23,15,5,0,0,0,59,0,0,36,47,25,13,0,0,0,128,0,0,4,7,7,7,0,0,0,33,20,9,26,19,16,18,27,5,3,140,172,166,417,398,309,269,234,63,20,2051
UCL115069,0,4,17,17,21,22,7,3,0,90,0,3,10,11,15,12,0,0,0,54,0,7,10,14,8,9,0,0,0,48,0,7,8,18,13,8,0,0,0,49,0,0,21,23,21,11,0,0,0,78,0,0,0,8,9,6,0,0,0,26,11,15,31,30,20,37,26,34,12,219,95,97,227,221,218,277,222,130,49,1534
UCL115070,0,0,8,14,15,14,4,0,0,61,0,0,7,9,9,12,4,3,0,40,0,0,0,10,19,8,3,0,0,40,0,0,5,16,10,5,0,0,0,38,0,0,3,11,6,6,0,0,0,26,0,0,0,0,0,0,0,0,0,5,13,0,7,14,7,14,15,11,4,83,103,54,96,186,204,280,275,83,11,1284
UCL115071,3,10,17,24,23,17,13,8,3,118,0,0,8,16,15,16,8,0,0,61,0,0,11,11,10,8,4,0,0,40,0,0,7,9,12,3,6,0,0,33,0,0,7,6,0,7,7,0,0,35,0,0,0,0,4,5,6,0,0,16,23,5,18,23,21,20,21,18,10,169,113,82,186,206,224,264,277,158,78,1587
UCL115072,0,3,23,21,28,16,10,0,0,104,0,3,12,13,12,7,3,0,0,50,0,0,5,11,12,13,0,0,0,39,0,0,0,0,3,7,0,0,0,8,0,0,3,5,7,3,3,0,0,17,0,0,0,0,0,6,0,0,3,10,23,11,14,29,19,29,30,25,9,189,112,99,213,208,248,260,249,119,72,1574
UCL115073,0,3,15,12,26,19,9,5,0,90,0,0,13,10,12,12,4,0,0,52,0,0,9,10,14,10,3,0,3,51,0,0,7,5,7,4,0,0,0,20,0,0,0,7,7,7,0,0,0,22,0,0,0,0,0,0,0,3,0,7,19,3,14,14,20,24,38,38,34,196,112,63,173,179,230,283,339,176,90,1636
UCL115074,0,0,8,25,14,30,33,3,7,121,0,5,8,8,17,17,14,10,0,72,0,0,8,11,12,14,7,0,0,55,0,0,3,10,12,15,0,0,0,39,0,0,8,6,10,13,4,0,0,44,0,0,0,3,3,8,3,3,3,27,18,6,13,20,23,30,53,19,15,199,108,75,136,227,300,581,778,312,97,2604
UCL115075,3,12,26,18,30,27,17,10,3,148,0,5,17,18,22,13,3,4,0,88,0,0,18,11,17,17,3,0,0,66,0,0,3,7,11,9,0,0,0,35,0,0,3,11,21,5,0,9,0,52,0,0,0,3,3,3,3,3,0,20,23,18,46,19,43,32,61,53,21,307,138,117,251,195,354,313,304,204,57,1930
UCL115076,0,22,54,33,37,25,6,0,0,177,0,3,29,33,19,13,0,0,0,100,0,0,19,21,22,9,3,0,0,78,0,0,7,16,10,8,0,0,0,35,0,0,7,12,16,7,0,0,0,41,0,0,0,3,4,3,0,0,0,17,10,4,23,11,15,12,19,14,4,109,141,140,340,278,297,217,148,65,12,1637
UCL115077,0,4,26,15,12,11,8,0,0,67,0,3,8,9,13,6,0,0,0,48,0,0,5,3,3,6,3,0,0,25,0,0,8,5,3,3,0,0,0,22,0,0,0,11,7,4,0,0,0,25,0,0,3,0,0,0,0,0,0,6,7,12,22,21,17,20,3,13,11,126,67,67,166,126,128,152,78,73,45,909
UCL115078,0,4,6,10,19,22,9,8,3,76,0,0,4,0,13,8,0,3,0,33,0,3,3,3,3,9,6,0,0,32,0,0,3,8,8,0,0,0,0,21,0,0,3,0,4,3,0,0,0,18,0,0,0,3,6,4,0,0,3,13,10,5,17,13,11,17,26,28,38,165,75,40,118,91,164,183,193,119,73,1056
UCL115079,0,5,33,49,33,34,12,0,0,163,0,3,7,26,31,20,3,0,0,91,0,0,6,16,14,14,3,0,0,53,0,0,4,7,8,4,3,0,0,33,0,0,6,12,16,14,0,0,0,39,0,0,4,3,0,3,7,3,0,22,24,13,16,18,24,45,42,36,24,239,122,100,205,261,261,377,387,192,84,1991
UCL115080,0,0,6,8,8,13,18,6,0,56,0,0,0,3,3,6,4,0,0,23,0,0,0,4,3,4,0,0,0,16,0,0,0,3,7,3,0,0,0,13,0,0,4,0,0,4,0,0,0,15,0,0,0,0,0,4,0,0,0,7,7,0,0,11,12,33,45,42,9,161,53,30,70,106,175,360,429,239,67,1524
UCL115081,0,18,56,34,35,19,5,0,0,171,0,5,26,23,27,20,3,0,0,96,0,0,17,20,18,12,0,3,0,66,0,0,6,11,9,8,4,0,0,42,0,0,7,18,19,8,0,0,0,56,0,0,8,4,4,3,0,0,0,14,18,34,40,19,33,11,13,5,7,173,106,219,375,238,258,166,108,42,16,1529
UCL115082,0,4,20,19,16,11,4,0,0,80,0,3,15,25,11,14,3,0,0,64,0,0,5,11,17,3,0,0,0,39,0,0,3,7,4,8,0,0,0,22,0,0,0,7,6,3,0,0,0,19,0,0,0,0,0,3,0,0,0,6,10,7,5,15,9,14,12,8,5,88,80,64,132,182,152,154,90,35,24,920
UCL115083,0,0,16,15,19,17,9,0,0,75,0,3,12,10,15,5,7,0,0,56,0,0,7,6,9,12,0,0,0,36,0,0,3,9,12,8,0,0,0,34,0,0,4,10,15,8,3,0,0,46,0,0,0,0,7,4,0,0,0,8,6,0,4,0,4,14,11,8,6,53,62,49,130,109,153,217,201,88,42,1065
UCL115084,3,19,60,38,49,41,12,4,0,229,0,7,41,35,32,18,6,0,3,144,0,8,15,22,29,26,0,0,0,89,0,0,13,9,15,12,0,0,0,55,0,3,4,22,27,27,3,3,0,90,0,0,4,0,8,8,0,0,0,29,45,133,313,319,162,139,80,39,17,1234,239,350,740,655,612,612,450,224,99,3977
UCL115085,0,3,4,7,12,14,5,3,0,53,0,0,5,0,11,3,3,0,0,23,0,0,0,3,3,0,0,0,0,14,0,0,0,0,4,0,0,0,0,9,0,0,3,5,4,3,0,0,0,16,0,0,0,0,0,4,0,0,0,11,13,4,15,19,33,38,26,19,7,181,60,44,88,118,192,205,199,122,31,1071
UCL115086,0,9,14,15,10,7,11,0,0,64,0,0,3,7,9,4,0,0,0,27,0,0,4,4,13,7,3,0,0,23,0,0,0,3,3,0,3,0,0,11,0,0,3,0,3,6,0,0,0,11,0,0,3,0,0,0,0,0,0,3,19,10,10,12,22,25,32,22,4,142,62,58,99,101,171,198,240,102,22,1055
UCL115087,0,11,25,35,26,27,10,0,0,136,0,5,15,15,13,11,0,0,0,64,0,0,9,16,12,0,3,0,0,41,0,0,7,7,7,3,0,0,0,24,0,0,3,9,6,0,0,0,0,26,0,0,0,0,0,3,0,0,0,5,6,3,15,9,19,13,21,22,27,139,101,75,194,189,180,191,193,116,83,1326
UCL115088,0,8,15,17,17,18,10,5,0,84,0,4,9,16,21,23,3,0,0,70,0,0,5,13,11,20,4,0,0,62,0,0,3,8,15,11,0,0,0,37,0,0,0,19,12,30,9,0,0,66,0,0,0,7,14,6,0,0,0,27,3,3,7,4,3,16,18,5,3,52,60,56,68,137,140,189,154,66,39,917
UCL115089,0,6,28,17,21,29,15,8,3,137,0,0,11,8,12,14,3,0,0,52,0,0,6,11,13,11,3,0,0,45,0,0,3,0,4,4,0,0,0,20,0,0,3,3,12,5,0,0,0,29,0,3,6,3,7,4,4,0,0,25,26,5,10,25,49,39,50,37,48,291,173,110,245,229,320,411,385,258,149,2290
UCL115090,0,7,8,7,4,14,5,0,0,55,0,3,5,5,3,4,0,0,0,32,0,0,9,8,4,5,0,0,0,29,0,0,8,11,3,4,0,0,0,21,0,0,0,8,3,0,0,0,0,16,0,0,0,3,0,0,0,0,0,7,17,8,32,25,22,23,28,19,9,180,89,79,158,139,111,149,133,89,38,985
UCL115091,0,0,26,34,55,31,16,5,0,172,0,0,10,21,30,21,8,0,0,92,0,0,12,19,34,21,11,0,0,89,0,0,3,21,17,15,3,0,0,57,0,0,3,31,23,8,5,0,0,78,0,0,3,5,9,8,0,0,0,24,7,13,13,14,21,31,44,24,11,170,196,101,189,312,433,445,485,193,65,2415
UCL115092,0,9,18,19,29,40,22,3,0,145,0,3,11,13,20,17,3,0,0,71,0,0,19,15,15,14,4,0,0,75,0,0,6,12,15,11,0,0,0,46,0,0,10,16,21,16,5,0,0,59,0,0,0,3,6,3,0,0,0,22,13,9,16,19,25,44,56,19,9,200,106,89,224,248,313,486,503,173,45,2185
UCL115093,0,4,13,9,13,6,7,3,0,61,0,0,7,11,11,3,3,3,0,35,0,0,5,12,3,6,0,0,0,23,0,0,0,4,3,4,0,0,0,16,0,0,5,3,6,5,0,0,0,26,0,0,0,3,0,0,0,0,0,7,15,9,24,21,27,34,46,28,3,212,53,68,152,161,183,198,213,136,18,1195
UCL115094,0,19,18,33,28,14,8,8,8,133,0,3,15,16,14,11,3,0,0,69,0,0,8,12,13,6,0,0,0,53,0,0,12,5,7,5,3,0,0,28,0,0,0,10,3,4,0,0,0,17,0,0,7,3,3,3,0,0,0,15,34,16,13,31,27,38,43,47,50,293,165,122,218,267,315,371,398,256,176,2285
UCL115095,0,3,9,26,19,25,14,7,3,105,0,0,6,9,10,16,10,3,0,62,0,0,8,8,16,10,7,0,0,40,0,0,0,3,5,4,0,0,0,20,0,0,4,14,13,3,0,3,0,39,0,0,0,6,3,7,4,0,0,16,24,10,11,20,32,31,48,58,18,256,144,79,156,228,312,387,457,351,189,2305
UCL115096,0,11,21,31,32,46,31,7,0,173,0,0,11,12,16,19,23,0,0,82,0,0,4,15,14,29,9,0,0,75,0,0,0,17,12,13,8,0,3,50,0,0,3,11,7,12,8,0,3,48,0,0,3,5,3,3,9,0,0,19,12,13,16,33,14,31,45,27,7,198,113,86,161,245,256,360,462,170,45,1894
UCL115097,0,0,10,21,20,12,11,0,0,88,0,0,8,13,10,3,0,0,0,41,0,0,4,5,9,4,0,0,0,20,0,4,10,4,7,3,0,0,0,23,0,0,3,4,3,0,0,0,0,14,0,0,4,0,3,3,0,0,0,6,18,7,26,24,38,34,43,42,15,245,115,84,181,220,242,297,306,222,83,1744
UCL115098,0,0,13,13,5,18,5,5,0,54,0,0,4,11,6,8,9,0,0,39,0,0,9,4,10,15,3,0,0,37,0,0,4,0,10,8,3,0,0,30,0,0,0,4,4,9,0,0,0,15,0,0,4,0,4,6,0,0,0,18,9,0,10,8,16,20,35,57,89,247,61,23,86,89,150,212,230,129,130,1107
UCL115099,0,3,18,28,19,19,8,3,0,105,0,0,11,17,11,9,4,0,0,54,0,3,6,10,11,3,0,0,0,30,0,0,9,3,9,7,3,0,0,29,0,0,5,16,8,3,0,0,0,33,0,0,0,0,0,0,0,0,0,3,17,8,15,13,13,13,14,20,13,122,126,76,178,176,166,196,186,131,66,1314
UCL115100,0,0,19,21,21,28,17,9,5,121,0,0,14,13,16,10,0,0,0,55,0,3,10,9,9,8,0,0,0,35,0,0,8,7,10,9,0,0,0,28,0,0,3,3,3,5,3,0,0,21,0,0,0,3,4,3,0,0,0,14,24,9,19,33,27,39,39,40,24,248,138,93,207,286,318,391,351,246,87,2114
UCL115101,0,5,16,48,54,29,10,3,3,163,0,0,11,23,32,18,8,0,6,104,0,4,4,16,16,16,3,3,0,62,0,0,0,6,14,10,3,0,0,35,0,0,3,14,20,12,3,0,0,51,0,0,0,8,9,6,3,0,0,29,25,12,36,46,60,55,44,29,24,337,185,110,219,421,567,489,329,183,133,2636
UCL115102,0,9,15,30,29,28,6,0,0,125,0,6,12,29,20,19,7,0,0,99,0,0,24,27,49,21,3,0,0,122,0,0,19,32,27,16,3,0,0,96,0,0,12,71,79,24,6,0,0,186,0,0,0,35,34,17,0,0,0,90,18,0,7,14,11,9,7,0,0,77,110,61,144,314,321,206,93,31,5,1273
UCL115103,0,3,16,26,31,53,33,12,4,168,0,3,20,5,13,34,14,3,3,96,0,0,8,9,20,23,9,3,0,68,0,0,0,0,5,11,11,3,0,39,0,0,0,4,13,20,8,4,0,53,3,0,3,3,10,11,9,3,0,36,20,12,18,22,31,78,71,56,35,347,114,96,219,262,367,701,681,381,132,2949
UCL115104,3,17,42,42,38,40,27,7,0,216,0,9,27,28,24,16,3,0,3,120,0,0,18,20,25,17,3,0,0,80,0,0,5,13,14,10,4,0,0,49,0,0,5,5,14,8,3,0,0,34,0,0,3,0,4,9,0,3,3,24,43,16,39,45,53,73,84,70,48,469,202,207,379,396,415,506,498,284,157,3052
UCL115105,0,12,35,29,35,45,27,12,3,188,0,10,24,26,17,20,5,0,0,116,0,0,23,20,15,12,8,0,0,81,0,0,13,17,25,14,3,0,0,77,0,0,18,19,8,14,0,0,0,68,0,0,0,4,3,7,4,0,0,18,38,20,37,32,40,73,55,37,20,360,214,198,391,330,366,479,407,256,109,2750
UCL115106,5,15,24,21,29,17,7,5,0,126,0,7,28,8,23,14,3,4,0,90,0,11,16,13,16,10,5,0,0,73,0,3,14,10,8,10,0,3,0,49,0,0,17,10,15,4,5,3,0,67,0,0,6,11,7,7,0,4,3,32,21,18,31,25,26,22,22,29,10,203,132,124,243,208,260,193,225,136,52,1578
UCL115107,0,7,27,29,28,34,14,4,3,148,0,7,23,19,21,22,7,0,0,93,0,0,17,20,17,13,0,0,0,74,0,0,9,10,11,11,7,0,0,47,0,0,4,14,14,13,3,0,0,49,0,0,0,3,0,0,0,0,0,11,43,15,29,46,37,25,50,39,15,290,162,139,250,273,294,316,330,159,80,2007
UCL115108,0,10,39,54,57,63,23,5,4,263,0,5,29,49,51,44,14,0,0,185,0,0,15,29,26,22,7,0,0,101,0,0,7,20,21,9,3,0,0,69,0,0,4,16,28,21,10,3,0,80,0,0,0,9,10,12,4,0,0,38,43,18,36,73,67,76,39,29,21,405,264,164,392,584,619,767,471,208,108,3579
UCL115109,0,5,44,53,52,43,14,15,0,228,0,3,19,25,34,22,8,3,0,112,0,3,17,23,21,17,3,0,0,82,0,0,13,13,15,28,4,3,0,73,0,0,11,11,14,17,3,0,0,54,0,0,0,8,6,8,8,0,3,32,18,14,29,18,16,31,46,51,21,249,162,138,365,368,432,548,566,388,155,3122
UCL115110,0,0,13,12,14,13,3,5,3,62,0,0,7,9,6,7,0,7,0,34,0,0,3,6,8,7,0,0,0,23,0,0,4,5,6,6,0,0,0,17,0,0,0,5,3,3,3,3,0,16,0,0,0,0,0,0,0,3,0,10,10,4,9,8,18,17,26,53,69,209,55,61,114,134,163,174,239,239,124,1311
UCL115111,0,3,10,25,31,29,13,7,4,117,0,0,6,17,21,15,10,3,3,69,0,0,3,5,13,6,0,0,0,35,0,0,0,0,3,7,3,0,0,18,0,0,0,7,15,13,0,0,0,32,0,0,0,5,5,3,0,5,0,16,11,0,5,10,10,12,22,36,42,157,82,50,92,156,215,269,224,139,84,1317
UCL115112,4,31,61,36,54,51,14,7,4,265,0,7,43,48,39,33,10,0,0,178,0,3,30,42,37,27,6,0,0,150,0,0,35,29,30,31,6,0,0,133,0,0,34,61,50,33,4,0,0,181,0,0,6,12,21,13,0,0,0,49,34,7,33,23,35,36,13,21,8,224,230,234,445,423,481,461,280,151,47,2759
UCL115113,0,22,57,42,48,24,17,3,0,210,0,7,61,44,28,20,5,6,0,175,0,0,44,54,28,25,6,3,0,161,0,3,29,28,29,23,3,0,0,115,0,0,32,66,40,17,4,0,0,157,0,0,4,14,10,10,0,4,0,41,12,4,23,9,19,12,19,3,0,105,149,111,387,388,323,228,172,74,21,1849
UCL115114,0,4,15,15,27,20,12,3,6,99,0,0,6,4,13,14,0,0,0,44,0,0,4,13,13,8,0,3,0,43,0,0,3,9,3,12,3,0,0,28,0,0,11,15,12,11,0,0,0,43,0,0,0,6,10,5,0,0,0,21,22,14,20,26,38,49,42,26,8,243,116,93,172,199,260,302,293,148,44,1622
UCL115115,0,10,30,24,38,28,15,10,0,157,0,3,13,19,8,26,13,0,0,83,0,0,22,14,14,16,4,0,0,67,0,0,12,14,19,6,3,0,0,53,0,0,8,14,11,4,0,3,0,44,0,0,3,4,3,0,0,0,0,15,32,7,22,29,30,34,44,41,12,249,179,128,278,285,304,360,321,250,99,2198
UCL115116,0,22,80,63,57,33,21,8,0,291,0,12,50,46,45,28,11,0,0,195,0,0,37,49,45,22,11,0,0,160,0,0,15,29,35,20,3,0,0,104,0,0,22,45,34,25,3,0,0,134,0,0,4,10,13,6,3,0,0,36,19,21,28,25,32,29,24,15,11,190,258,260,534,498,498,427,392,187,60,3101
UCL115117,0,5,20,13,20,15,13,0,0,89,0,0,10,16,14,7,0,0,0,49,0,0,7,17,21,13,3,0,0,61,0,0,8,10,12,9,0,0,0,36,0,0,7,12,13,11,3,0,0,48,0,0,0,3,3,0,0,0,0,11,9,4,15,15,26,12,18,6,0,100,76,44,128,175,214,174,170,54,10,1041
UCL115118,3,10,44,58,72,57,8,0,0,248,0,3,29,31,32,26,9,0,0,137,0,0,16,29,34,26,3,0,0,111,0,0,3,27,19,16,0,0,0,72,0,0,4,29,19,10,8,3,0,78,0,0,6,14,5,10,3,0,0,40,18,17,17,26,44,37,23,20,10,201,223,168,384,474,529,558,332,127,44,2834
UCL115119,4,30,89,45,55,62,10,7,3,304,0,15,43,28,31,34,14,3,0,169,0,9,40,33,31,20,4,0,0,140,0,0,31,39,26,18,7,0,0,130,0,0,62,74,72,41,10,0,0,256,4,3,7,23,36,13,12,3,0,106,28,18,64,60,46,64,45,54,53,430,285,246,674,578,613,613,465,331,182,3983
UCL115120,0,8,27,42,34,57,20,3,0,192,0,5,22,29,18,22,10,6,3,119,0,3,23,24,19,23,7,0,0,96,0,0,13,27,11,18,0,0,0,73,0,0,11,23,22,10,3,0,0,67,0,0,3,13,3,7,4,3,0,27,12,3,9,19,21,39,58,60,24,248,114,94,244,326,294,499,575,376,128,2660
UCL115121,0,28,75,95,87,71,18,4,0,381,0,16,60,64,80,50,9,0,0,272,0,11,34,58,71,39,7,0,0,214,0,4,23,46,41,29,9,0,0,148,0,3,27,45,60,34,0,0,0,172,0,3,3,20,20,10,3,0,0,55,26,21,34,31,34,45,18,14,6,238,361,311,528,630,679,555,301,130,31,3522
UCL115122,0,3,9,18,15,14,5,3,0,68,0,0,8,16,20,13,3,0,0,55,0,0,3,11,21,16,5,0,0,47,0,0,3,5,10,3,0,0,0,30,0,0,3,3,11,11,0,0,0,32,0,0,0,8,8,6,5,0,0,30,8,0,3,3,3,8,14,4,4,54,93,33,72,114,184,162,172,71,17,916
UCL115123,0,0,6,17,14,10,4,5,0,61,0,0,3,7,8,13,0,5,0,39,0,0,4,4,5,3,0,0,0,22,0,0,3,3,5,5,0,0,0,13,0,0,0,3,10,3,0,0,0,17,0,0,0,3,0,0,0,0,0,4,15,0,6,10,8,11,11,9,3,65,72,37,78,156,155,194,195,69,19,973
UCL115124,0,3,17,24,29,27,10,3,0,115,0,0,10,22,24,18,7,0,0,84,0,0,7,18,18,5,4,0,0,53,0,0,6,12,16,5,3,0,0,45,0,0,6,18,17,14,3,0,0,55,0,0,0,5,10,4,0,0,0,19,23,5,20,24,29,24,21,11,3,164,125,61,196,326,336,294,184,57,18,1585
UCL115125,0,8,18,12,23,21,9,3,3,87,0,3,7,17,21,17,4,0,0,70,0,0,7,17,23,15,6,0,0,73,0,0,8,10,22,17,0,0,0,61,0,0,12,30,28,29,3,3,0,109,0,0,0,23,33,20,6,0,0,80,7,3,4,7,13,10,4,3,4,55,112,81,128,162,238,226,107,30,43,1125
UCL115126,0,3,18,23,33,41,27,6,0,159,0,0,13,13,14,4,7,6,0,60,0,0,4,14,7,17,6,0,0,52,0,0,0,9,9,9,0,0,0,28,0,0,0,9,12,7,5,3,0,40,0,0,0,0,4,3,0,0,0,16,16,3,14,20,28,35,62,54,37,268,96,91,197,240,340,575,813,455,202,3014
UCL115127,3,28,81,76,62,63,10,4,3,333,0,11,52,40,59,21,9,0,0,193,0,7,51,51,30,25,4,0,0,166,0,3,22,25,40,18,0,0,0,107,0,6,18,33,37,27,5,3,0,126,0,0,3,6,10,3,0,0,0,25,35,24,39,48,45,46,41,37,5,305,289,308,600,592,570,520,366,224,65,3535
UCL115128,0,16,44,41,55,49,17,3,3,240,0,0,25,34,39,20,8,0,3,137,0,0,21,23,26,29,4,0,4,118,0,0,4,11,19,17,0,3,0,58,0,0,16,16,25,18,8,0,0,74,0,0,0,7,4,9,3,0,0,22,18,20,28,31,40,50,55,24,23,287,192,180,407,390,509,618,581,296,111,3295
UCL115129,0,3,25,15,35,29,17,9,4,128,0,4,11,16,14,16,0,3,0,72,0,0,5,8,15,14,0,3,0,52,0,0,5,18,12,11,0,3,0,39,0,0,3,5,17,10,6,0,0,36,0,0,4,4,16,7,4,0,0,28,10,3,4,18,27,31,17,21,10,135,82,43,125,170,226,291,219,135,50,1334
UCL115130,0,0,14,14,27,26,28,23,3,134,0,0,6,11,9,17,10,5,3,61,0,0,3,3,7,19,4,4,0,44,0,0,0,9,4,13,3,0,0,33,0,0,0,8,11,16,3,0,4,47,0,0,3,0,4,3,7,0,0,17,10,3,6,7,14,27,49,39,9,168,74,49,104,139,201,379,677,419,127,2172
UCL115131,0,15,40,40,40,41,27,7,3,216,0,3,28,23,21,21,5,0,0,106,0,3,19,9,33,20,4,6,0,90,0,3,17,17,23,17,5,0,0,76,0,0,13,9,20,17,5,0,0,67,0,0,8,3,5,7,12,0,0,34,35,11,18,13,42,47,46,59,24,296,246,191,393,343,517,508,554,396,191,3342
UCL115132,0,3,21,21,29,32,13,6,3,130,0,4,15,12,10,16,6,5,0,62,0,0,3,10,9,6,0,0,0,37,0,0,6,3,9,4,0,0,0,25,0,0,4,4,6,7,7,4,0,29,0,0,0,3,4,4,0,0,0,9,19,10,24,34,36,65,83,70,60,401,141,110,211,279,274,479,536,300,122,2458
UCL115133,0,8,34,40,24,14,8,3,0,137,0,4,20,27,26,15,0,0,0,92,0,3,10,19,12,11,6,0,0,69,0,0,5,13,14,11,0,0,0,52,0,0,4,18,22,14,0,0,0,55,0,0,0,3,4,8,0,0,0,20,11,8,8,15,12,15,8,6,7,86,115,115,185,240,232,202,117,55,21,1273
UCL115134,0,21,56,46,45,36,23,0,0,224,0,5,33,36,37,24,3,0,0,125,0,4,31,35,29,22,3,0,0,118,0,0,13,23,32,15,3,0,0,85,0,0,15,45,44,19,3,0,0,121,0,0,0,5,10,11,3,0,3,29,16,18,33,25,29,19,22,32,36,232,198,157,372,382,412,356,277,135,88,2383
UCL115135,0,0,13,31,22,30,18,3,0,119,0,0,14,15,12,14,4,4,0,57,0,0,13,15,8,17,0,0,0,59,0,0,9,9,4,9,0,0,0,34,0,0,3,9,6,7,13,0,3,43,0,0,0,5,3,3,0,3,0,22,21,3,23,25,19,31,50,42,18,226,87,73,176,200,212,373,512,253,102,1982
UCL115136,0,0,11,10,4,23,8,3,0,62,0,0,6,10,10,10,0,0,3,42,0,0,3,4,6,7,3,0,0,21,0,0,3,5,6,3,0,0,0,15,0,0,0,0,4,8,0,0,0,20,0,0,0,0,0,0,3,0,0,6,3,5,11,12,10,29,38,17,9,125,33,27,71,109,107,227,190,93,29,877
UCL115137,0,7,17,21,15,22,4,3,0,94,0,5,17,14,14,14,4,0,0,65,0,3,6,4,11,6,0,0,0,35,0,0,3,3,9,8,0,3,0,32,0,0,3,7,11,5,0,0,3,32,0,0,0,3,3,0,0,3,0,11,13,6,27,11,16,28,12,18,13,147,78,79,162,163,181,212,153,116,65,1202
UCL115138,0,4,15,14,16,44,28,7,3,128,0,0,9,13,15,19,13,0,0,71,0,0,0,7,19,15,9,0,0,54,0,0,4,3,7,6,5,5,0,33,0,0,3,0,10,11,4,4,4,39,0,0,0,3,3,6,3,0,3,19,6,6,7,6,20,36,26,26,14,141,83,63,132,138,268,479,539,248,74,2024
UCL115139,0,4,24,30,30,33,11,0,0,143,0,3,15,16,9,12,0,3,0,63,0,3,8,15,17,10,8,0,0,66,0,0,0,14,9,8,3,0,0,34,0,0,3,6,9,6,3,0,0,26,0,0,0,0,0,0,3,0,0,5,18,9,13,29,23,34,30,29,11,192,141,107,230,279,297,352,333,157,70,1962
