UCL_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL121043,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,12,3,0,0,0,10,3,0,0,0,0,5,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,41,3,0,0,0,42
UCL121044,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14,10,0,0,0,0,10,21,0,0,0,0,21,18,0,0,0,0,18,28,0,0,0,0,28,13,0,0,0,0,13,6,0,0,0,0,6,120,0,0,0,0,120
UCL121045,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,0,0,0,0,6,16,0,0,0,0,16,17,0,0,0,0,17,19,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,73
UCL121046,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,22,0,0,0,0,22,21,0,0,0,0,21,19,0,0,0,0,20,8,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,101,0,0,0,3,107
UCL121047,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,3,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,13,0,0,0,0,15,4,0,0,0,0,4,5,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,60,6,0,0,0,66
UCL121048,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,18,0,0,0,0,18,12,0,0,0,0,17,15,0,0,0,0,15,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,70
UCL121049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,4,24
UCL121050,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,4,5,0,0,0,0,3,9,0,0,0,0,11,14,3,0,0,0,12,5,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,3,7,0,0,0,0,7,55,4,0,0,0,66
UCL121051,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,7,15,0,0,0,0,13,11,0,0,0,0,11,18,0,0,0,0,21,10,0,0,0,0,10,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,78,0,0,0,3,77
UCL121052,3,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,10,0,0,0,0,10,9,3,0,0,0,11,7,3,0,0,0,11,3,0,0,0,0,3,6,0,0,0,0,9,0,3,0,0,0,3,0,0,0,0,0,0,46,6,4,0,0,59
UCL121053,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,7,11,0,0,0,0,11,14,0,0,0,0,10,28,0,0,0,0,28,15,0,0,0,0,15,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,100,3,0,0,0,103
UCL121054,5,0,0,0,0,5,8,0,0,0,0,8,15,0,0,0,0,15,13,0,0,0,0,13,13,0,0,0,0,13,17,0,0,0,0,17,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,85,0,0,0,0,85
UCL121055,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,8,14,0,0,0,0,14,21,0,0,0,0,21,25,0,0,0,0,25,16,0,0,0,0,16,27,0,0,0,0,27,21,0,0,0,0,21,4,0,0,0,0,4,131,0,0,0,0,134
UCL121056,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,5,14,0,0,0,0,14,23,0,0,0,0,23,24,0,0,0,0,24,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,102,0,0,0,0,102
UCL121057,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,11,0,0,0,0,11,7,0,0,0,0,7,19,0,0,0,0,26,27,0,0,0,0,27,16,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,110,0,0,0,0,116
UCL121058,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,5,8,0,0,0,0,8,16,0,0,0,0,19,22,0,0,0,0,22,44,0,0,0,0,44,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,130,0,0,0,0,134
UCL121059,9,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,7,6,0,0,0,0,10,31,0,0,0,0,31,33,0,0,0,0,33,57,0,0,0,0,57,34,0,0,0,0,34,34,0,0,0,0,34,5,0,0,0,0,5,15,0,0,0,0,15,245,0,3,0,0,246
UCL121060,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,5,11,0,0,0,0,11,5,0,0,0,0,5,19,0,0,0,0,19,23,0,0,0,0,23,11,0,0,0,0,11,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,80,0,0,0,0,81
UCL121061,9,0,0,0,0,9,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,16,0,0,0,0,16,13,0,0,0,0,13,50,0,0,0,0,50,13,0,0,0,0,13,10,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,11,139,0,0,0,0,139
UCL121062,12,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,5,0,0,0,0,5,21,0,0,0,0,21,18,0,0,0,0,15,50,0,0,0,0,50,36,0,0,0,0,36,23,0,0,0,0,23,16,0,0,0,0,16,15,0,0,0,0,15,194,0,0,0,0,191
UCL121063,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,7,0,0,0,0,7,11,0,0,0,0,11,12,0,0,0,0,16,7,0,0,0,0,7,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,63,0,0,0,0,62
UCL121064,10,0,0,0,0,10,7,0,0,0,0,7,14,0,0,0,0,14,11,0,0,0,0,7,3,0,0,0,0,3,26,0,0,0,0,26,16,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,93,0,0,0,0,95
UCL121065,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,11,17,0,0,0,0,17,19,0,0,0,0,19,4,0,0,0,0,10,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,87
UCL121066,14,0,0,0,0,14,12,0,0,0,0,12,6,0,0,0,0,6,9,0,0,0,0,9,12,0,0,0,0,12,29,0,0,0,0,29,27,0,0,0,0,30,46,0,0,0,0,45,16,3,0,0,0,18,8,0,0,0,0,8,8,0,0,0,0,8,7,0,0,0,0,7,188,3,0,0,0,192
UCL121067,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,14,0,0,0,0,14,11,0,0,0,0,11,20,0,0,0,0,20,8,0,0,0,0,8,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,79,0,0,0,0,79
UCL121068,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,12,0,0,0,0,12,14,0,0,0,0,14,11,0,0,0,0,11,10,0,0,0,0,10,4,0,0,0,0,4,72,0,0,0,0,72
UCL121069,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,21,0,0,0,0,21,30,0,0,0,0,30,23,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,94,0,0,0,0,98
UCL121070,5,0,0,0,0,5,12,0,0,0,0,12,9,0,0,0,0,13,11,0,0,0,0,15,12,0,0,0,0,14,20,3,0,0,0,23,11,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,3,0,0,0,96
UCL121071,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,25,0,0,0,0,25,19,0,0,0,0,19,16,0,0,0,0,16,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,86,0,0,0,0,86
UCL121072,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,11,0,0,0,0,11,14,0,0,0,0,14,10,0,0,0,0,10,9,0,0,0,0,9,6,0,0,0,0,6,5,0,0,0,0,5,57,0,0,0,0,61
UCL121073,4,0,0,0,0,4,4,0,0,0,0,4,10,0,0,0,0,10,15,0,0,0,0,15,14,0,0,0,0,17,19,0,0,0,0,19,14,0,0,0,0,14,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,101,0,0,0,0,105
UCL121074,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,9,0,0,0,0,9,16,0,0,0,0,11,27,0,0,0,0,27,32,0,0,0,0,32,14,0,0,0,0,14,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,122,0,0,0,0,118
UCL121075,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,9,4,0,0,0,0,4,19,0,0,0,0,19,24,0,0,0,0,23,21,0,0,0,0,21,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,101,0,0,0,0,105
UCL121076,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,20,0,0,0,0,20,23,0,0,0,0,23,26,0,0,0,0,28,17,0,0,0,0,17,6,0,0,0,0,6,6,0,0,0,0,6,7,0,0,0,0,7,127,4,0,0,0,125
UCL121077,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,14,0,0,0,0,14,7,0,0,0,0,7,28,0,0,0,0,28,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,81,0,0,0,0,81
UCL121078,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,11,8,0,0,0,0,11,17,0,0,0,0,19,34,0,0,0,0,34,10,0,0,0,0,11,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,111,3,0,0,0,110
UCL121079,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,14,0,0,0,0,14,18,0,0,0,0,18,12,0,0,0,0,12,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,72,0,0,0,0,72
UCL121080,13,0,0,0,0,13,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,3,12,0,0,0,0,10,16,0,0,0,0,17,19,4,0,0,0,21,15,0,0,0,0,15,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,109,4,4,0,0,112
UCL121081,13,0,0,0,0,13,5,0,0,0,0,5,6,0,0,0,0,6,5,0,0,0,0,5,10,0,0,0,0,10,23,0,0,0,0,29,29,0,0,0,0,27,31,0,0,0,0,31,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,138,0,0,0,0,138
UCL121082,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14,16,0,0,0,0,16,34,0,0,0,0,34,14,0,0,0,0,14,19,0,0,0,0,19,9,0,0,0,0,9,5,0,0,0,0,5,125,0,0,0,0,125
UCL121083,9,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,4,3,0,0,0,3,7,0,0,0,0,10,44,0,0,0,0,45,22,0,0,0,0,22,23,0,0,0,0,23,9,0,0,0,0,9,3,0,0,0,0,3,132,8,0,0,0,140
UCL121084,7,0,0,0,0,7,4,0,0,0,0,4,6,0,0,0,0,6,7,0,0,0,0,7,19,0,0,0,0,19,28,0,0,0,0,28,15,0,0,0,0,15,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,99,0,0,0,0,99
UCL121085,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,7,0,0,0,0,7,16,0,0,0,0,17,18,0,0,0,0,18,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,79,0,0,0,0,75
UCL121086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,10,26,0,0,0,0,26,37,0,0,0,0,40,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,114,0,0,0,0,118
UCL121087,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,16,0,0,0,0,14,20,0,0,0,0,19,26,0,0,0,0,30,18,0,0,0,0,18,16,0,0,0,0,19,4,0,0,0,0,4,9,0,0,0,0,9,121,0,0,0,0,126
UCL121088,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,15,0,0,0,0,14,25,0,0,0,3,29,33,0,0,0,6,36,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,4,104,0,0,0,11,109
UCL121089,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,15,0,0,0,0,15,24,0,0,0,0,24,22,0,0,0,0,22,26,0,0,0,0,26,15,0,0,0,0,15,8,0,0,0,0,8,3,0,0,0,0,3,137,0,0,0,0,137
UCL121090,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,14,0,0,0,0,14,11,0,0,0,0,11,24,0,0,0,0,24,13,0,0,0,0,13,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,81,0,0,0,0,81
UCL121091,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,25,0,0,0,0,25,44,0,0,0,0,44,66,0,0,0,0,66,25,0,0,0,0,25,13,0,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,12,207,0,0,0,0,207
UCL121092,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,7,0,0,0,0,7,12,0,0,0,0,12,36,0,0,0,0,36,22,0,0,0,0,21,30,0,0,0,0,33,17,0,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,154,0,0,0,0,150
UCL121093,7,0,0,0,0,7,7,0,0,0,0,7,4,0,0,0,0,6,18,0,0,0,0,18,9,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,53,0,0,0,0,51
UCL121094,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,11,23,0,0,0,0,23,10,0,0,0,0,10,12,0,0,0,0,16,3,0,0,0,0,3,6,0,0,0,0,6,68,0,0,0,0,71
UCL121095,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,5,17,0,0,0,0,17,15,0,0,0,0,15,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,54,0,0,0,0,63
UCL121096,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,8,0,0,0,0,8,15,0,0,0,0,15,18,0,0,0,0,18,21,0,0,0,0,21,9,0,0,0,0,9,9,0,0,0,0,9,3,0,0,0,0,3,8,0,0,0,0,8,112,0,0,0,0,112
UCL121097,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,5,15,0,0,0,0,15,6,0,0,0,0,6,21,0,0,0,0,21,19,0,0,0,0,19,15,0,0,0,0,15,3,0,0,0,0,3,9,0,0,0,0,9,115,0,0,0,0,115
UCL121098,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,12,0,0,0,0,10,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,65
UCL121099,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,17,0,0,0,0,17,23,0,0,0,0,23,36,0,0,0,0,36,17,0,0,0,0,17,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,118,0,0,0,0,118
UCL121100,12,0,0,0,0,12,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,10,26,0,0,0,0,26,22,0,0,0,0,22,35,0,0,0,0,38,21,0,0,0,0,21,13,0,0,0,0,13,4,0,0,0,0,4,4,0,0,0,0,4,164,0,0,0,0,162
UCL121101,11,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,9,0,0,0,0,11,14,0,0,0,0,14,18,0,0,0,0,19,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,79,3,0,0,0,81
UCL121102,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,19,0,0,0,0,17,37,0,0,0,0,37,28,0,0,0,0,28,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,122,0,0,0,3,123
UCL121103,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,13,0,0,0,0,13,22,0,0,3,0,26,22,0,0,0,0,22,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,3,0,93
UCL121104,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,6,11,0,0,0,0,11,10,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,55
UCL121105,7,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,10,23,0,0,0,0,21,24,0,0,0,0,25,10,0,0,0,0,8,5,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,0,3,78,5,3,0,0,91
UCL121106,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,7,14,0,0,0,0,14,18,0,0,0,0,18,49,0,0,0,0,49,16,0,0,0,0,16,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,128,0,0,0,3,127
UCL121107,4,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,7,14,0,0,0,0,14,31,0,0,0,0,36,31,0,0,0,0,31,11,0,0,0,0,11,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,118,0,0,0,3,118
UCL121108,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,0,11,8,0,0,0,0,8,9,0,0,0,0,9,7,0,0,0,0,7,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,67,0,0,0,0,67
UCL121109,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,8,19,0,0,0,0,20,24,0,0,0,0,29,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,86,4,0,0,0,87
UCL121110,4,0,0,0,0,4,12,0,0,0,0,12,3,0,0,0,0,3,15,0,0,0,0,18,5,0,0,0,0,5,9,0,0,0,0,9,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,72,0,0,0,3,72
UCL121111,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,16,0,0,0,0,16,35,0,0,0,0,35,36,0,0,0,0,36,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,140,0,0,0,0,140
UCL121112,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,12,0,0,0,0,12,20,0,0,0,0,20,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,76,0,0,0,0,73
UCL121113,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,16,0,0,0,0,14,13,0,0,0,0,20,16,0,0,0,0,19,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,77,0,3,0,0,79
UCL121114,4,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,10,0,0,0,0,11,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,51,0,0,0,0,55
UCL121115,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,29,0,0,0,0,29,31,0,0,0,0,31,41,0,0,0,0,41,26,0,0,0,0,26,19,0,0,0,0,26,12,0,0,0,0,12,0,0,0,0,0,0,172,0,0,0,0,174
UCL121116,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,19,0,0,0,0,19,17,0,0,0,0,17,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,88,0,0,3,0,85
UCL121117,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,31,0,0,0,0,31,40,0,0,0,0,40,29,0,0,0,0,29,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,138,0,0,0,0,138
UCL121118,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8
UCL121119,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,9,0,0,0,0,9,35,0,0,0,0,35,23,0,0,0,0,23,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,115
UCL121120,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,7,9,0,0,0,0,9,17,0,0,0,0,17,22,0,0,0,0,22,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,73,0,0,0,0,78
