UCL_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL115077,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,183,128,315,40,17,58,9,0,11,0,0,0,4,3,5,5,3,7,11,24,30,255,176,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,16,13,30,46,5,3,8,285,219,502
UCL115078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,147,299,6,8,15,13,0,13,0,0,0,3,0,9,0,0,3,10,22,33,188,180,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,9,10,18,26,39,61,3,3,3,228,233,458
UCL115079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,280,654,32,28,64,7,0,7,0,0,0,5,0,3,0,0,0,17,21,32,436,333,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,13,22,32,39,63,101,7,6,10,494,425,918
UCL115080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,112,212,5,9,17,7,0,7,0,0,0,12,3,15,3,0,4,17,22,37,146,146,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,24,35,52,5,7,13,186,193,377
UCL115081,6,4,8,6,0,4,0,0,0,0,0,0,0,0,0,324,276,597,67,53,115,4,0,4,0,0,0,4,0,7,5,5,10,61,52,118,489,391,879,0,0,0,0,0,0,0,0,0,9,3,17,3,7,12,0,0,0,13,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,17,14,39,5,7,8,0,0,0,0,0,0,6,7,11,19,25,52,64,66,128,7,5,13,608,519,1122
UCL115082,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,237,208,445,11,6,24,9,0,9,0,0,0,0,0,0,0,0,0,3,4,5,258,225,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,21,35,59,3,3,5,291,266,556
UCL115083,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,209,168,373,11,15,26,5,0,5,0,0,0,6,0,4,3,0,3,6,0,10,241,187,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,19,41,58,0,0,0,268,227,495
UCL115084,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,570,499,1064,85,56,139,19,0,19,8,0,3,0,0,0,9,3,14,33,19,51,719,585,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,24,39,66,99,163,14,14,23,819,718,1536
UCL115085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,92,193,6,7,16,0,0,0,3,0,3,0,0,0,0,0,0,11,11,22,128,107,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,14,18,33,3,3,3,150,140,293
UCL115086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,114,267,10,9,21,7,0,7,0,0,0,0,0,0,0,0,0,9,7,15,185,131,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,9,13,25,21,48,4,0,4,214,165,375
UCL115087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,256,519,16,14,27,18,0,18,7,0,7,0,0,0,0,0,0,4,8,9,309,276,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16,28,43,74,7,4,7,348,335,683
UCL115088,5,5,8,3,3,4,0,0,0,0,0,0,0,0,0,193,176,366,7,9,10,11,0,13,3,0,3,0,0,0,4,0,4,3,5,5,224,195,422,0,0,3,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,7,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,6,22,0,0,3,0,0,0,0,0,0,0,0,3,18,20,37,21,29,48,0,3,3,280,254,535
UCL115089,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,283,257,543,26,12,36,12,0,7,5,0,5,3,0,9,0,3,3,26,22,48,350,306,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,20,31,43,50,95,14,13,23,427,394,819
UCL115090,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,158,115,278,21,8,31,10,0,10,0,0,0,3,0,3,4,3,3,19,25,47,216,162,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,13,30,39,0,4,3,228,205,436
UCL115091,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,433,401,831,27,35,57,8,0,8,8,0,8,0,0,4,0,0,0,10,11,24,487,459,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,26,34,54,45,87,128,10,3,8,576,578,1152
UCL115092,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,354,267,624,16,20,33,8,0,8,6,0,6,7,0,7,3,0,9,14,10,17,406,304,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,3,7,7,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,10,22,38,53,58,113,10,3,13,482,400,884
UCL115093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,127,244,11,24,36,10,0,10,3,0,3,3,0,3,4,3,6,22,20,43,161,175,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,13,17,33,3,3,5,184,210,396
UCL115094,0,0,0,3,3,6,0,0,0,0,0,0,0,0,3,293,283,574,23,18,42,24,0,24,4,0,7,3,0,7,3,0,4,31,31,54,387,337,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,20,29,46,65,106,6,11,12,437,433,870
UCL115095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,238,496,12,22,40,10,0,10,4,0,4,3,0,3,0,0,0,31,39,74,321,301,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,24,37,32,57,89,4,3,8,380,394,768
UCL115096,0,0,0,10,7,9,0,0,0,0,0,0,0,0,0,285,292,582,15,27,42,11,0,7,3,0,3,3,0,3,3,0,7,5,5,11,338,333,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,20,25,43,41,53,96,7,9,14,400,425,826
UCL115097,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,199,207,404,22,18,38,3,0,3,0,0,0,4,0,3,0,0,0,30,18,46,257,244,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,15,31,23,31,58,4,6,10,310,291,601
UCL115098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,123,279,7,8,13,7,0,7,0,0,0,0,0,0,0,0,0,18,28,44,191,158,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,43,14,28,42,3,3,4,221,217,441
UCL115099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,187,434,20,16,31,11,0,11,0,0,3,3,0,3,3,0,7,19,20,42,296,232,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,27,24,58,83,3,6,9,335,305,644
UCL115100,0,0,0,11,5,11,0,0,0,0,0,0,0,0,0,266,287,557,14,26,39,18,0,24,3,0,3,9,0,14,0,0,3,30,24,61,353,352,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,14,11,23,38,46,87,10,10,19,417,421,843
UCL115101,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,360,381,737,20,18,41,12,0,12,7,0,7,28,13,38,6,0,7,26,37,62,461,465,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,13,6,8,12,0,0,0,0,0,0,0,0,0,0,0,0,54,85,138,60,90,143,17,11,31,596,655,1248
UCL115102,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,369,328,696,27,43,65,17,0,17,0,0,6,3,0,3,0,3,3,9,4,12,426,384,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,6,4,4,3,6,5,9,11,0,0,0,0,0,0,0,0,0,0,0,0,16,18,28,25,51,82,7,6,12,482,467,945
UCL115103,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,330,301,632,21,29,51,18,4,21,3,0,6,0,0,4,4,0,7,29,32,56,411,369,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,37,67,72,90,155,7,10,22,521,506,1028
UCL115104,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,499,431,926,47,37,84,16,0,16,0,0,3,5,0,7,11,4,15,35,74,104,603,549,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,30,44,56,74,134,9,10,15,692,666,1358
UCL115105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,457,427,880,33,28,59,23,0,23,0,0,0,6,0,13,4,0,4,31,34,61,562,487,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,19,33,56,51,64,111,11,19,29,647,608,1255
UCL115106,0,0,0,38,15,55,0,0,0,0,0,0,0,0,0,278,241,516,34,19,47,11,0,11,0,0,0,9,3,10,3,0,9,26,39,69,398,320,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,31,42,71,8,6,16,447,368,818
UCL115107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,312,702,31,18,44,10,0,10,3,0,3,4,0,4,0,0,3,20,19,45,464,350,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,9,14,19,54,56,110,11,11,21,530,432,966
UCL115108,0,0,0,5,10,15,0,0,0,0,0,0,0,0,0,614,595,1202,40,29,65,28,0,28,11,0,11,5,0,11,12,4,12,10,12,21,717,648,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,70,110,179,90,140,229,24,16,44,902,924,1826
UCL115109,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,461,480,946,12,25,42,11,0,11,3,0,3,3,0,4,9,0,8,12,26,41,521,541,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,40,52,70,108,171,5,8,9,618,694,1307
UCL115110,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,142,127,275,11,19,30,9,0,6,0,0,0,7,0,5,3,0,3,0,0,0,170,154,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,22,16,35,53,0,0,3,198,205,400
UCL115111,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,198,211,410,13,6,19,7,0,10,0,0,0,3,0,3,0,0,4,16,21,37,245,247,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,47,29,44,74,0,8,10,292,323,622
UCL115112,26,21,49,4,5,3,0,0,0,0,0,0,0,0,0,622,542,1168,37,34,67,29,0,29,3,0,3,3,0,3,0,0,3,16,21,37,741,620,1361,3,3,6,0,0,0,0,0,0,23,10,37,7,3,8,0,0,0,34,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,31,29,61,3,3,7,0,0,0,3,0,3,4,3,5,14,45,67,77,131,211,15,3,19,888,831,1722
UCL115113,13,8,22,0,4,6,0,0,0,0,0,0,0,0,0,544,436,976,20,18,35,36,0,36,0,0,3,0,0,0,3,3,6,6,10,12,628,479,1106,0,0,3,0,0,0,0,0,0,6,3,13,0,3,3,0,0,0,13,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,12,18,15,35,0,8,4,0,0,0,0,0,0,0,6,10,21,57,81,32,67,102,3,0,6,706,626,1328
UCL115114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,189,436,14,14,24,7,0,7,0,0,0,0,0,0,0,0,0,10,13,16,276,215,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,39,50,91,4,7,9,326,285,612
UCL115115,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,359,315,671,24,22,43,26,0,26,0,0,0,0,0,0,0,3,3,33,30,66,438,367,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,20,22,43,42,77,113,13,5,16,516,470,986
UCL115116,15,17,38,3,3,6,0,0,0,0,0,0,0,0,0,690,660,1357,42,42,81,24,0,24,8,0,9,8,0,8,3,0,3,12,12,23,806,740,1544,3,0,4,0,0,0,0,0,0,8,11,18,0,3,6,0,0,0,20,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,23,17,37,4,3,5,0,0,0,0,0,0,4,3,5,21,30,50,62,113,178,5,3,13,921,909,1827
UCL115117,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,218,213,432,7,9,19,12,0,12,0,0,5,0,0,0,3,3,4,5,7,13,250,230,480,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,3,3,0,0,0,0,0,0,0,3,3,13,23,28,29,36,63,0,0,3,293,294,585
UCL115118,0,0,0,5,5,12,0,0,0,0,0,0,0,0,0,610,575,1186,29,47,75,21,0,21,11,3,11,0,6,3,0,0,3,15,10,29,696,646,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,13,4,18,0,0,0,0,0,0,0,0,3,0,0,3,29,44,73,54,93,154,3,11,14,802,800,1596
UCL115119,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,831,675,1505,85,65,145,20,0,22,6,0,6,13,4,17,4,7,11,53,57,107,1015,810,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,14,13,3,20,0,0,0,0,0,0,0,0,0,0,0,0,21,47,72,126,136,260,13,8,19,1191,1007,2199
UCL115120,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,444,360,800,22,18,39,11,0,10,4,0,4,3,0,3,3,0,3,12,11,26,496,396,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,12,32,41,58,87,143,9,3,14,581,512,1097
UCL115121,7,12,20,3,8,14,0,0,0,0,0,0,4,0,4,952,807,1765,56,33,91,79,3,82,4,0,8,0,0,3,0,3,7,5,7,19,1120,878,2000,5,3,7,0,0,0,0,0,0,30,30,62,0,6,6,0,0,0,35,33,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,49,40,90,3,3,3,0,0,0,0,0,0,3,3,3,16,68,91,74,112,181,12,4,17,1269,1107,2374
UCL115122,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,194,176,371,10,14,22,11,0,11,3,0,3,0,3,3,0,0,0,5,6,13,222,198,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,9,13,25,27,25,51,0,0,4,268,243,507
UCL115123,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,149,130,273,9,3,16,6,0,6,0,0,0,0,0,0,0,0,0,3,7,8,169,140,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,20,27,18,31,54,6,3,9,208,198,412
UCL115124,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,285,297,582,20,15,34,4,0,4,3,0,3,0,3,4,6,3,9,8,4,13,323,329,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,5,6,0,0,0,0,0,0,0,0,0,3,0,3,36,55,88,38,67,108,4,4,6,411,452,866
UCL115125,28,29,64,0,0,0,0,0,0,0,0,0,0,0,0,256,176,434,10,11,19,10,0,10,0,0,0,0,0,0,0,0,0,15,6,24,320,231,547,4,3,7,0,0,0,0,0,0,20,20,40,0,3,4,3,0,3,29,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,32,27,58,4,0,7,0,0,0,0,0,0,4,0,7,18,37,57,34,40,70,5,5,9,409,337,742
UCL115126,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,310,255,561,20,20,38,17,0,17,0,0,0,3,3,5,5,0,3,9,19,25,365,294,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,26,28,53,52,82,132,7,8,17,455,417,870
UCL115127,36,23,57,0,4,5,0,0,0,0,0,0,0,0,0,767,659,1424,43,41,83,34,0,34,3,0,3,0,0,3,3,0,0,13,13,27,903,739,1648,3,3,3,0,0,0,0,0,0,21,6,20,0,5,9,0,0,0,25,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,26,12,47,6,0,11,0,0,0,0,0,0,6,3,10,21,30,56,70,136,209,20,17,29,1048,941,1994
UCL115128,0,0,0,8,8,13,0,0,0,0,0,0,0,3,3,553,418,972,27,28,60,11,0,11,10,0,9,3,0,4,4,0,7,7,7,17,628,470,1101,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,10,3,15,0,0,0,0,3,3,0,0,0,0,3,3,17,33,45,89,116,201,16,7,26,758,629,1391
UCL115129,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,210,216,427,9,11,22,4,0,4,4,0,3,7,0,8,3,0,3,12,20,30,260,248,510,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,11,14,27,41,49,96,4,3,3,319,325,645
UCL115130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,162,387,7,18,32,7,0,7,0,0,0,3,4,3,3,0,3,14,23,34,258,206,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,10,20,34,58,85,5,0,3,306,280,584
UCL115131,0,0,0,8,0,13,0,0,0,0,0,0,0,4,3,563,482,1050,49,36,82,25,0,25,3,0,3,7,0,8,9,0,12,51,67,120,720,601,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,12,5,17,0,0,0,0,0,0,0,0,0,0,0,0,27,44,70,48,91,144,12,7,20,816,753,1567
