UCL_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
UCL115013,19,63,54,79,100,81,48,80,8,528,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,26,21,18,14,3,4,5,0,84,0,19,11,9,3,3,0,3,0,45,0,0,0,4,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,3,0,0,3,0,0,0,0,7,3,3,3,9,3,7,0,0,0,26,0,7,3,4,5,3,0,3,0,21,0,5,11,5,6,4,0,3,0,35,0,21,13,27,11,12,4,13,3,97,11,23,45,46,32,23,7,14,6,196,0,0,0,3,4,0,0,0,0,10,0,5,0,5,0,0,0,0,0,12
UCL115014,5,31,18,20,36,42,21,48,9,232,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,11,13,7,6,0,0,0,0,45,0,26,9,4,9,0,0,3,0,52,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,3,3,3,7,0,0,0,0,16,0,3,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,6,0,3,7,11,4,3,3,0,0,31,3,4,5,11,6,0,0,0,3,32,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,8
UCL115015,9,39,24,32,47,74,55,63,8,353,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,15,10,3,5,9,3,4,0,52,0,4,5,3,5,0,0,3,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,0,3,0,0,3,0,3,0,0,6,5,6,0,3,0,3,3,3,0,24,0,3,3,3,0,0,0,0,0,11,3,3,4,0,9,0,6,0,0,24,3,12,12,11,3,4,4,5,0,50,3,16,19,18,10,16,3,13,0,92,0,4,3,0,4,4,0,0,0,13,0,6,3,3,0,4,0,0,0,18
UCL115016,11,11,6,24,34,27,14,27,0,156,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,16,0,4,3,5,0,3,0,6,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,10,0,0,3,3,7,0,0,0,0,16,4,4,0,4,0,0,0,3,0,20,4,5,4,13,5,7,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115017,32,107,77,96,157,164,83,167,9,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,0,17,0,0,0,0,0,0,0,3,0,6,0,23,10,21,4,8,0,5,3,66,3,35,21,12,16,10,10,10,0,122,0,3,3,4,3,0,0,0,0,12,0,0,0,5,0,6,3,0,0,21,0,0,3,3,3,3,0,0,0,14,3,3,9,3,0,3,5,3,0,28,0,15,14,6,12,7,0,12,0,68,0,9,10,0,3,3,0,0,0,31,3,4,11,8,11,11,3,3,0,58,4,35,19,20,25,16,14,23,0,150,8,24,54,41,34,16,7,15,4,202,0,7,0,3,0,6,0,3,0,21,3,13,9,3,3,0,3,3,0,39
UCL115018,14,42,28,34,110,113,90,177,13,625,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,5,0,0,7,4,3,0,0,13,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,5,0,0,0,12,0,0,3,3,7,0,0,0,0,14,0,19,13,17,15,9,8,3,3,83,0,18,8,11,7,0,4,3,0,51,0,3,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,3,0,3,0,0,0,0,6,0,0,3,7,7,0,0,0,0,23,0,4,6,0,4,4,3,0,0,24,3,0,3,3,14,6,3,3,0,35,0,11,6,16,8,3,0,5,0,61,8,9,30,31,18,22,10,7,0,136,0,0,0,0,0,0,0,0,0,8,0,3,9,4,9,0,4,0,0,26
UCL115019,7,21,15,13,48,43,57,86,5,289,0,4,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,8,4,0,3,0,0,31,0,9,3,0,3,4,0,4,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,14,0,0,4,3,3,3,0,0,0,13,0,3,3,0,7,0,0,0,0,13,0,0,3,10,5,3,3,3,0,30,0,4,4,15,3,7,0,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9
UCL115020,16,51,53,44,101,122,68,101,11,568,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,3,0,3,0,0,0,0,9,0,3,3,4,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,8,17,13,16,9,8,5,7,0,72,4,21,10,13,10,0,0,8,3,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,3,0,13,0,5,3,0,9,3,0,0,0,18,0,3,7,9,3,6,3,3,0,26,0,4,5,0,0,0,0,0,0,17,0,0,0,0,6,3,3,0,0,25,7,9,15,24,26,13,9,16,4,122,3,12,23,46,20,23,7,6,0,145,0,0,0,0,0,0,0,0,0,3,0,9,0,8,0,3,0,0,0,18
UCL115021,12,20,21,16,42,53,26,60,6,249,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,3,4,3,3,3,5,0,25,0,3,3,3,3,0,0,5,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,16,0,0,8,6,3,8,0,4,0,32,4,3,12,10,12,6,3,3,0,48,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
UCL115022,5,19,17,26,75,80,39,61,4,339,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,3,9,13,5,0,5,0,41,0,0,0,0,6,4,0,9,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,3,0,0,0,3,4,0,0,0,18,3,0,5,5,28,6,9,3,0,57,3,7,3,19,19,16,7,15,0,87,4,3,7,8,30,19,5,5,0,83,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7
UCL115023,16,34,15,22,72,100,67,72,8,406,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,6,3,3,6,6,4,0,0,32,0,14,8,6,4,0,0,3,0,33,0,0,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,7,0,3,0,0,5,3,0,0,0,10,0,3,0,0,0,0,4,3,0,12,0,3,0,3,0,0,0,0,0,11,0,3,0,4,0,0,0,0,0,7,0,0,8,0,9,4,0,4,0,27,3,3,9,4,11,13,5,7,0,57,3,6,20,8,10,10,3,8,0,79,0,3,0,3,0,0,0,0,0,10,0,3,4,5,7,0,0,0,0,16
UCL115024,8,29,16,15,34,55,31,63,6,258,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,6,3,3,3,6,0,0,0,30,4,7,0,7,3,0,0,7,0,26,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,4,3,5,0,12,0,0,0,0,0,0,0,0,0,6,0,0,4,7,10,10,0,3,0,29,0,0,3,11,6,5,8,9,0,39,0,3,3,13,6,5,3,0,0,36,0,0,5,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0
UCL115025,26,28,25,28,123,141,111,187,6,680,0,0,0,3,0,4,0,0,0,8,3,0,0,6,7,4,9,7,0,37,4,9,0,3,7,5,0,0,0,33,0,0,0,0,5,0,0,0,0,5,0,3,3,0,0,5,0,7,0,18,0,0,0,0,0,3,0,0,0,8,0,19,11,16,5,5,3,0,0,62,3,24,18,11,12,3,5,5,0,83,0,4,3,3,0,3,3,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,3,0,0,0,11,0,0,3,0,5,3,4,0,0,11,0,3,5,3,4,0,0,3,0,21,0,5,6,4,11,4,0,0,0,32,0,3,9,4,5,6,0,3,0,28,0,0,9,10,12,9,4,11,4,55,7,5,18,16,10,18,0,10,0,88,0,3,0,0,0,0,0,0,0,5,3,3,4,5,6,0,0,3,0,27
UCL115026,19,43,31,34,85,95,49,64,7,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,10,9,12,10,5,3,3,0,56,0,18,9,5,0,0,0,9,0,40,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,3,0,3,4,0,0,0,7,0,6,6,4,0,0,0,0,0,13,0,8,0,7,3,0,0,0,0,21,3,3,3,6,17,9,0,0,0,35,0,14,8,10,16,14,8,13,0,74,7,16,24,30,26,22,3,3,0,118,0,3,0,0,0,0,0,0,0,5,0,5,0,4,3,0,0,0,0,16
UCL115027,11,38,36,43,52,59,18,51,3,304,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,11,16,9,8,4,3,0,0,45,0,9,8,12,3,3,0,10,0,45,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,8,0,7,0,0,0,0,0,14,0,8,9,3,0,0,0,0,0,19,0,0,4,0,4,0,0,0,0,8,0,12,6,4,6,3,0,0,0,32,4,10,12,12,15,9,3,3,0,64,0,0,0,0,0,0,0,0,0,7,0,4,3,4,0,0,0,0,0,8
UCL115028,3,14,7,17,36,36,26,42,7,194,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,3,4,4,0,3,0,0,30,0,15,4,4,0,4,0,3,0,32,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,4,0,22,0,6,14,12,15,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UCL115029,21,59,48,41,69,86,51,90,7,465,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,3,0,14,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,3,0,12,3,11,7,14,8,0,0,0,0,40,0,27,13,11,6,4,0,9,0,69,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,0,3,3,0,0,0,0,16,0,12,3,9,7,3,4,3,0,36,0,13,3,0,3,4,0,0,0,25,0,0,0,4,7,0,10,3,0,27,0,10,10,9,9,13,3,7,3,63,0,15,21,32,15,13,3,4,0,105,3,0,0,0,0,3,0,0,0,8,0,4,3,3,0,0,0,0,0,14
UCL115030,16,51,33,29,74,135,55,89,12,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,9,8,11,4,4,0,0,0,46,0,13,4,3,3,0,0,0,0,28,0,0,0,0,3,0,0,5,0,11,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,3,0,0,0,11,0,9,6,10,6,9,0,3,0,46,0,0,3,3,0,0,3,0,0,17,3,5,3,3,8,10,0,4,0,40,3,12,11,13,8,6,11,8,0,78,3,10,28,18,8,11,6,15,0,100,3,3,0,0,3,0,0,0,0,17,0,7,0,0,3,0,0,0,0,14
UCL115031,38,56,29,61,168,210,121,219,22,919,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,17,0,0,0,0,3,0,0,0,0,4,0,3,0,3,0,3,0,0,0,15,0,0,0,0,0,4,5,7,0,11,5,20,9,5,14,7,4,3,0,59,3,26,5,6,0,6,0,7,0,59,0,4,3,3,8,3,3,4,0,27,3,0,0,3,0,4,3,4,0,17,3,0,0,3,11,6,0,3,0,29,0,5,0,4,4,3,3,5,0,27,3,4,5,6,9,7,3,5,0,58,0,0,0,3,8,3,4,3,0,23,15,3,16,21,74,55,27,28,3,251,9,6,13,19,18,19,11,8,0,105,14,8,6,22,28,11,10,12,0,105,0,0,0,3,0,3,0,0,0,10,0,7,0,8,9,6,5,0,0,33
UCL115032,13,16,18,18,96,87,69,116,18,454,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,11,0,0,0,0,3,3,3,0,0,10,4,16,15,12,19,11,0,3,0,75,3,8,0,5,0,0,0,0,0,27,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,3,5,0,0,0,0,13,0,0,3,0,0,3,0,0,0,5,0,0,3,0,3,0,0,0,0,10,0,3,0,3,3,0,0,0,0,11,5,0,3,4,6,5,0,0,0,22,0,3,5,12,14,3,4,0,0,49,8,8,14,23,22,9,3,5,3,88,0,3,0,0,4,0,0,0,0,5,0,0,4,3,4,0,0,0,0,12
UCL115033,19,38,20,52,151,157,98,155,12,709,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,4,10,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,11,0,0,3,0,3,0,0,0,0,4,8,20,22,15,21,6,7,5,0,109,0,22,6,17,7,3,0,8,0,62,0,0,0,0,3,3,0,3,0,11,0,0,0,0,0,3,0,0,0,9,0,0,0,3,3,0,0,3,0,16,0,0,4,0,7,3,3,0,0,18,3,0,8,7,4,6,0,3,0,29,0,3,0,3,3,3,0,4,0,16,3,0,5,3,15,4,3,3,0,32,8,14,10,29,21,15,9,26,0,133,9,17,16,36,50,26,5,6,0,165,0,4,0,0,0,0,0,0,0,11,0,6,3,0,3,3,0,0,0,23
UCL115034,18,54,28,48,95,120,62,107,14,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,4,0,4,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,3,0,0,4,0,0,0,7,3,29,12,14,7,3,0,3,0,78,3,10,5,9,4,3,0,3,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,9,0,3,0,0,3,3,0,3,0,15,0,9,5,5,6,5,0,6,0,25,0,7,3,4,3,3,0,3,0,21,4,3,3,3,14,8,7,3,0,48,0,12,11,21,12,9,3,12,0,78,3,17,24,38,18,17,3,9,0,130,0,5,0,0,0,0,0,0,0,4,6,3,3,0,6,6,0,0,0,26
UCL115035,6,43,17,17,57,63,35,70,4,305,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,21,12,5,0,0,3,4,0,42,0,17,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,0,0,0,0,18,0,5,0,3,3,0,0,3,0,12,0,0,3,3,8,3,0,0,0,20,3,4,8,10,5,8,6,9,0,48,3,8,20,17,6,9,6,0,0,70,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,5
UCL115036,11,17,13,29,41,56,36,54,6,261,0,0,0,0,3,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,11,4,11,4,0,4,0,3,42,0,13,11,3,4,0,0,4,0,34,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,3,5,3,0,0,0,10,0,6,5,12,11,0,5,7,0,38,3,7,9,15,14,8,0,4,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
UCL115037,42,32,32,35,100,120,149,385,25,909,0,0,0,0,0,0,0,4,0,11,13,7,0,4,4,16,23,40,0,104,0,0,3,0,3,3,0,0,0,7,0,0,0,0,3,0,0,3,0,6,0,3,3,5,3,0,0,0,0,14,0,0,0,0,3,3,0,0,0,10,3,11,18,21,15,8,3,10,0,95,5,25,17,18,5,3,8,8,0,89,0,3,3,0,0,0,0,0,0,12,0,0,3,0,3,0,0,0,0,4,0,3,3,3,3,0,0,0,0,15,0,0,0,0,3,3,0,4,0,9,0,4,0,7,3,0,0,0,0,21,0,6,3,3,4,3,3,0,0,25,3,6,3,8,21,4,5,3,0,48,6,4,6,16,10,11,10,19,0,83,10,6,24,23,26,13,3,9,5,118,0,0,0,3,0,3,0,0,0,5,0,4,3,3,0,4,4,3,0,16
UCL115038,8,29,26,23,61,84,36,76,9,346,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,7,0,0,0,0,3,0,0,0,0,4,0,9,3,10,7,3,3,0,0,39,0,9,5,3,3,3,3,0,0,27,0,3,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,11,0,3,0,4,8,0,4,0,0,16,0,3,8,0,4,0,0,0,0,14,0,0,0,0,4,0,0,0,0,14,0,8,8,7,3,4,0,3,0,37,5,13,24,11,12,14,0,3,0,84,0,3,0,0,0,0,0,0,0,5,0,3,4,0,4,0,3,0,0,11
UCL115039,22,37,26,34,69,138,69,143,27,547,0,5,0,0,3,3,0,6,0,17,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,4,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9,0,11,13,16,10,9,4,4,3,66,3,13,8,5,4,3,0,4,0,42,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,3,0,3,3,0,0,0,0,11,0,8,4,0,0,3,0,0,0,10,4,0,3,5,7,7,0,3,0,30,6,8,12,19,12,17,7,11,0,100,8,9,13,33,22,18,7,13,0,122,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,8,0,0,0,17
UCL115040,15,18,16,16,62,97,32,68,3,321,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,0,15,3,11,7,0,0,0,0,36,0,5,8,6,4,3,3,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,7,0,3,0,0,7,0,0,0,0,9,0,5,4,3,3,0,0,0,0,23,3,3,0,4,7,4,0,0,0,26,4,3,8,10,12,18,4,3,0,62,3,3,4,20,20,8,4,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
