UCL_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
UCL115041,15,34,19,31,91,65,51,73,8,393,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,10,7,12,3,6,0,3,0,47,0,20,15,14,0,0,0,11,0,56,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,3,8,3,3,0,3,0,21,0,3,5,9,18,5,5,4,0,44,0,7,8,17,20,6,7,9,3,73,6,10,8,26,22,22,5,3,0,102,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10
UCL115042,16,32,24,48,82,70,43,61,19,395,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,9,11,10,8,9,3,0,0,51,0,3,3,0,5,0,0,3,3,25,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,12,0,3,4,3,4,3,0,0,0,16,3,0,3,0,17,0,0,0,0,24,5,3,6,10,16,9,10,11,3,71,7,7,16,17,25,29,0,4,7,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10
UCL115043,7,30,14,19,55,65,34,90,10,328,0,3,3,5,5,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,6,0,10,10,4,4,3,0,0,0,27,0,15,3,3,6,4,0,0,0,29,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,0,17,0,3,0,0,0,3,0,0,0,6,0,0,3,3,12,0,7,0,0,20,3,3,9,13,9,5,3,6,0,49,8,3,13,16,8,10,3,4,0,68,0,0,3,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,7
UCL115044,13,27,17,40,98,92,48,88,9,434,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,7,4,11,14,8,0,0,0,3,47,3,14,6,8,0,0,0,3,0,36,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,6,3,0,4,0,4,3,0,15,0,7,4,4,9,4,0,3,0,26,3,0,5,4,12,3,0,0,0,25,3,3,7,9,9,4,9,4,0,52,9,10,19,30,18,9,4,3,0,99,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,16
UCL115045,19,51,44,65,118,139,52,113,16,613,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,8,15,18,5,12,4,0,0,3,66,0,17,10,10,9,3,0,3,0,51,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,8,0,0,0,3,3,9,3,3,0,25,0,3,3,7,3,0,0,0,0,18,4,12,3,0,3,3,0,0,0,27,3,3,5,3,7,10,4,3,0,40,9,6,16,13,16,8,0,7,0,77,11,15,25,37,22,17,3,12,3,146,0,3,0,0,0,0,0,0,0,4,0,3,0,3,3,3,0,0,0,18
UCL115046,10,14,8,23,27,46,23,55,4,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,0,22,0,8,0,0,0,3,0,0,0,15,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,3,0,0,20,0,0,0,4,3,0,0,0,0,7,0,6,3,5,4,7,4,3,0,35,7,3,4,10,7,9,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6
UCL115047,6,35,24,24,56,40,24,43,3,270,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,11,12,10,3,3,3,0,39,0,9,3,8,3,9,0,0,0,41,0,0,3,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,3,0,0,0,8,3,0,3,0,3,3,0,0,0,9,0,4,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,3,11,0,5,7,4,3,4,4,3,0,33,4,9,14,31,7,4,5,3,0,76,0,3,3,0,0,0,0,0,0,9,0,3,4,3,0,0,3,0,0,7
UCL115048,14,21,14,17,49,48,41,71,9,284,0,0,3,3,7,0,0,0,0,11,0,0,0,3,3,0,3,4,0,19,0,3,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,7,10,0,3,3,0,0,29,0,13,8,6,0,3,0,6,0,29,0,0,3,4,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,3,0,4,4,0,0,0,16,3,3,3,6,3,4,3,0,0,18,5,7,9,7,8,10,3,0,0,50,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,9
UCL115049,12,16,12,25,37,26,19,29,4,174,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,12,0,15,7,3,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,10,0,3,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,4,3,7,4,3,0,0,0,3,0,23,4,4,10,5,8,0,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11
UCL115050,8,19,9,13,63,81,34,58,11,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,3,3,0,0,0,5,0,3,8,3,0,0,4,0,0,25,0,9,3,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,16,0,3,8,0,3,3,0,0,0,18,0,0,0,0,4,0,3,0,3,15,8,7,3,7,5,6,4,4,0,47,0,5,6,9,11,9,0,3,0,46,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,3,0,3,0,15
UCL115051,24,32,34,31,86,72,37,71,5,393,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,19,6,5,8,4,3,3,3,60,0,12,11,3,3,3,0,3,0,38,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,4,3,0,4,0,4,0,4,3,0,17,0,5,0,0,3,0,0,0,0,9,0,4,0,0,13,0,0,0,0,16,0,11,10,9,15,8,0,4,0,59,11,6,14,18,13,10,3,4,3,78,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,18
UCL115052,17,50,40,58,102,100,55,132,17,564,3,3,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,3,0,0,0,13,4,24,16,20,16,3,4,5,0,94,8,36,6,11,7,0,3,9,0,74,0,3,0,5,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,7,0,4,8,7,3,7,3,0,0,22,3,15,7,9,4,0,0,0,0,40,3,0,0,4,3,3,0,0,0,18,0,6,4,19,10,3,4,4,0,59,7,7,13,23,11,11,3,6,0,92,0,3,0,3,3,0,0,0,0,11,0,3,4,3,4,0,3,0,0,23
UCL115053,16,73,34,28,180,185,94,157,25,800,3,9,6,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,10,0,5,0,22,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,3,0,0,10,0,0,0,3,4,0,0,0,0,12,13,42,13,9,13,3,3,3,3,110,6,70,28,9,6,0,3,0,3,133,0,3,3,0,0,3,3,0,0,8,0,0,0,3,3,0,0,0,0,10,0,0,0,0,3,0,3,3,0,16,3,0,0,0,3,0,0,0,0,10,8,8,5,3,13,5,8,3,0,48,0,0,3,4,4,3,0,0,0,22,6,9,6,4,20,12,5,3,0,66,10,31,13,21,35,16,19,7,4,157,18,23,36,35,54,41,11,3,3,219,4,7,3,0,0,0,0,0,3,14,0,7,7,3,6,3,5,3,3,37
UCL115054,17,61,34,62,99,82,62,81,17,510,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,18,6,12,8,3,3,4,0,61,5,26,11,10,15,8,7,0,0,77,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,3,3,3,0,0,0,0,12,0,3,3,6,3,3,0,0,0,16,0,4,3,5,7,0,0,0,0,18,0,0,3,0,6,3,0,0,0,16,3,4,16,17,18,11,12,10,0,91,5,11,22,35,24,12,7,9,0,131,0,0,0,0,0,0,0,0,0,4,0,5,8,0,3,4,0,0,0,23
UCL115055,9,18,21,21,50,46,23,35,9,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,3,3,4,0,0,0,0,31,5,14,3,3,3,10,6,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,3,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,7,0,0,0,4,6,0,0,0,0,8,4,0,0,5,0,0,0,9,0,24,0,9,16,18,17,6,0,3,0,63,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,11
UCL115056,24,27,18,24,56,86,30,77,11,353,0,0,3,4,4,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,10,0,15,9,5,10,3,0,6,0,48,0,4,3,0,0,0,0,0,0,17,0,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,14,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,3,6,6,9,5,8,5,7,0,54,3,13,15,25,16,11,7,7,3,102,0,3,0,0,0,0,0,0,0,3,3,0,3,0,4,0,3,3,0,15
UCL115057,15,25,8,25,176,195,127,116,11,703,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,7,0,0,0,0,0,4,0,0,0,3,0,23,16,9,20,4,4,3,3,75,0,14,8,5,5,3,0,0,0,46,0,0,0,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,4,0,4,8,0,0,0,0,13,4,5,4,0,3,0,0,3,0,24,3,0,6,4,33,31,13,11,0,98,0,6,3,5,10,7,3,3,0,39,6,6,16,21,27,7,6,5,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,15
UCL115058,8,13,16,10,52,32,16,31,8,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,0,0,3,0,28,0,6,4,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,4,0,3,3,0,3,3,0,0,0,16,0,0,5,0,4,0,0,0,0,10,0,4,3,3,5,3,0,0,0,19,3,3,8,15,6,7,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
UCL115059,4,19,16,21,54,102,49,96,10,368,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,17,0,0,0,0,0,3,0,0,0,4,0,9,11,7,13,9,4,0,0,56,0,7,3,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,4,0,7,3,0,0,4,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,3,0,0,0,13,0,6,13,8,15,11,7,8,0,65,3,6,13,12,11,9,0,0,0,59,0,3,0,0,0,0,0,0,0,10,0,5,0,4,3,4,0,0,0,16
UCL115060,10,26,14,14,49,77,27,82,4,304,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,4,3,0,0,0,8,0,11,3,8,3,3,0,3,0,33,0,3,0,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,7,7,3,8,4,0,0,0,30,0,4,0,0,0,0,3,0,0,13,3,0,0,0,3,0,5,0,0,16,0,3,9,6,3,5,5,11,0,46,3,6,9,20,11,13,5,0,0,67,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,3,3,0,15
UCL115061,39,97,65,84,158,211,114,232,14,1005,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,4,0,6,3,3,3,0,0,0,17,0,0,0,0,4,0,0,0,0,3,0,8,0,3,3,7,4,3,0,22,0,7,0,3,0,0,0,0,0,11,8,27,17,16,11,3,6,6,0,99,3,32,13,10,13,3,0,5,0,87,0,6,4,3,0,0,4,3,0,19,0,0,3,0,4,0,0,0,0,6,6,0,8,5,3,3,3,3,0,22,0,4,0,5,3,4,0,0,0,18,0,18,9,7,3,11,0,3,0,58,0,13,6,0,4,5,0,0,0,30,6,9,8,13,7,6,5,5,0,53,11,21,32,29,19,21,17,23,0,185,12,21,51,41,36,35,7,11,0,223,0,6,3,4,0,0,0,0,0,14,0,3,5,0,3,3,0,0,0,25
UCL115062,20,33,30,42,95,80,41,110,11,463,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,19,12,9,5,3,0,3,0,56,0,19,7,8,7,0,0,11,0,51,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,0,3,0,3,3,0,0,0,0,7,0,7,3,3,0,0,0,0,0,19,3,0,4,12,23,0,3,0,0,42,3,4,7,20,9,7,15,6,0,74,12,12,15,19,24,18,5,8,3,120,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,13
UCL115063,25,31,32,30,116,182,104,177,26,725,0,0,3,0,10,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,7,0,6,7,3,3,0,32,0,0,3,0,4,3,0,4,0,14,5,17,12,7,13,16,5,3,0,79,0,15,8,3,8,0,0,3,0,40,0,3,3,3,0,0,0,0,0,8,0,6,0,0,3,0,0,0,0,12,3,0,3,6,4,3,0,0,0,18,0,0,0,0,0,3,0,3,0,9,3,4,4,5,8,10,3,3,0,36,0,8,3,3,9,6,0,0,0,26,3,0,6,9,8,5,0,0,0,34,5,10,11,10,13,17,3,14,3,88,3,13,17,22,35,26,5,4,0,121,0,3,3,5,0,0,0,0,3,12,0,4,0,12,3,8,9,3,0,33
UCL115064,17,34,30,25,93,69,38,87,6,407,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,11,9,15,4,3,5,0,0,65,0,21,8,9,3,3,0,5,0,48,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,9,0,3,3,3,4,0,0,0,0,11,0,8,3,3,0,0,0,0,0,16,0,3,0,4,3,0,0,0,0,11,0,14,8,8,8,5,0,6,0,46,9,11,11,22,17,13,6,7,0,91,0,4,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,7
UCL115065,19,17,9,14,104,107,72,97,3,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,0,0,12,0,10,0,0,0,0,0,0,0,22,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,3,0,0,0,5,3,3,0,0,5,0,0,0,0,9,0,0,0,0,5,3,0,0,0,12,0,0,4,0,4,6,0,0,0,20,0,3,0,0,6,0,0,3,0,14,24,4,7,19,41,33,15,8,3,162,10,7,4,3,10,8,4,4,0,56,7,6,8,9,28,18,4,4,0,84,0,0,3,0,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,10
UCL115066,13,22,17,26,46,47,24,38,6,239,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,0,0,0,0,21,3,4,3,3,5,6,0,3,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,7,0,17,3,3,0,0,0,3,0,0,0,11,3,3,4,0,7,0,0,0,0,13,0,3,0,0,0,5,0,4,0,11,0,5,7,12,10,13,0,3,0,48,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9
UCL115067,6,25,14,20,67,82,52,67,13,346,0,4,7,3,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,6,7,11,8,11,5,4,9,0,0,51,0,6,3,3,4,0,3,3,0,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,3,3,0,20,0,5,3,0,0,0,0,0,0,14,0,3,4,0,8,0,4,6,3,25,3,9,4,8,4,9,3,4,0,42,0,4,16,10,12,20,3,3,0,69,0,0,0,0,0,0,0,0,0,4,0,4,3,3,0,0,0,0,0,10
UCL115068,26,31,39,44,109,120,91,182,18,660,0,0,0,0,0,0,0,0,0,4,0,0,0,8,5,0,0,0,0,15,0,3,5,0,5,4,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,3,0,0,0,12,0,0,0,3,0,3,0,0,0,13,3,16,16,16,15,3,3,7,3,76,0,31,9,3,6,10,0,0,0,61,0,0,3,0,0,0,3,3,0,13,3,0,0,0,0,0,0,0,0,5,0,0,3,0,9,3,0,0,0,17,0,0,0,4,0,0,0,0,0,4,0,3,3,0,4,3,0,0,0,17,3,9,3,3,4,3,0,0,0,25,0,0,3,0,8,3,0,3,0,15,3,4,13,12,11,3,3,5,0,45,10,16,14,38,25,11,4,7,3,121,0,0,0,4,0,0,0,0,0,4,0,4,3,9,3,7,0,0,0,29
