UCL_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
UCL112003,0,12,0,12,..,48,0,45,0,45,..,65,7,73,0,73,..,5,0,5,0,5,..,18,3,19,0,19,..,5,0,5,0,5,..,36,0,36,0,36,..,181,25,206,4,211,..,937,91,1022,15,1040,..,27,16,43,736,777,12156,964,103,1066,747,13973,13286,..,..,..,..,13286,..,7,0,7,0,7,..,19,3,25,0,25,..,12,0,12,0,12,..,40,6,43,0,43,..,91,15,108,0,106,..,3,4,3,0,3,..,129,22,154,0,160,..,21,4,21,0,21,..,35,4,39,0,39,..,56,3,65,0,65,..,102,3,106,0,106,..,48,4,47,0,47,..,0,0,0,0,0,..,24,0,24,0,24,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,35,0,35,0,35,..,64,3,69,0,69,..,28,7,34,0,34,..,30,5,35
UCL112004,0,5,0,5,..,19,0,19,0,19,..,27,0,29,0,29,..,3,0,3,0,3,..,5,0,12,0,12,..,6,5,14,0,14,..,6,0,11,0,11,..,75,18,87,5,97,..,562,54,616,13,624,..,31,0,34,568,599,8692,593,53,645,579,9916,10064,..,..,..,..,10064,..,8,0,12,0,12,..,12,3,14,0,13,..,0,0,0,0,0,..,21,3,19,0,25,..,33,11,48,0,48,..,3,0,3,0,3,..,56,13,70,0,76,..,4,0,6,0,6,..,25,3,27,0,29,..,33,0,33,0,33,..,53,0,55,0,55,..,44,5,47,0,53,..,4,0,4,0,4,..,14,0,16,0,16,..,13,5,14,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,45,3,47,0,47,..,74,7,83,0,85,..,72,5,72,4,73,..,16,4,14,0,20,..,8,3,14
UCL112005,0,0,0,0,..,6,0,6,0,6,..,9,0,9,0,14,..,0,0,0,0,0,..,7,5,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,42,15,64,3,67,..,167,28,190,8,199,..,20,3,22,1424,1446,9157,186,30,217,1429,10805,10018,..,..,..,..,10018,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,6,11,0,11,..,12,3,8,0,12,..,0,0,0,0,0,..,24,4,25,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,7,3,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,4,0,4,..,10,0,8,0,8,..,17,4,18,0,18,..,0,0,3,3,3,..,3,0,3,0,4,..,0,0,0
UCL112006,0,6,0,6,..,48,3,51,0,51,..,71,7,80,0,80,..,12,0,12,0,12,..,19,0,17,0,17,..,4,0,4,0,4,..,17,3,20,0,20,..,404,186,587,15,599,..,1269,301,1572,23,1594,..,79,0,84,1565,1648,19746,1349,303,1648,1591,22984,21526,..,..,..,..,21526,..,22,0,25,0,25,..,54,9,59,0,59,..,12,0,12,0,12,..,30,11,38,0,43,..,39,21,59,0,62,..,9,0,10,3,12,..,79,31,109,3,110,..,0,0,3,0,3,..,39,4,42,0,42,..,64,3,73,0,71,..,101,3,102,3,108,..,17,0,17,0,19,..,3,0,3,0,3,..,37,0,36,0,36,..,97,27,126,0,123,..,3,0,3,0,3,..,8,3,13,0,13,..,21,3,23,0,23,..,170,32,202,0,204,..,67,6,75,4,80,..,27,4,29,0,34,..,4,0,4
UCL112007,0,4,0,4,..,70,0,71,0,71,..,14,0,14,0,14,..,31,3,33,0,37,..,11,0,11,0,11,..,3,0,3,0,3,..,20,3,18,0,18,..,172,25,196,3,195,..,933,100,1036,10,1043,..,42,3,47,1102,1145,14194,975,106,1085,1108,16386,15665,..,..,..,..,15665,..,16,0,16,0,16,..,43,0,38,0,40,..,15,0,16,0,16,..,26,12,45,0,45,..,77,17,96,0,96,..,0,0,3,0,3,..,104,29,135,0,135,..,0,0,0,0,0,..,8,0,8,0,8,..,11,0,11,0,11,..,14,0,14,0,14,..,22,3,26,0,27,..,25,8,33,0,33,..,31,3,37,0,37,..,27,3,33,0,30,..,52,10,58,0,60,..,20,14,27,0,27,..,128,12,134,0,134,..,279,42,325,3,328,..,24,0,30,0,30,..,3,0,3,0,3,..,14,9,22
UCL112008,0,3,0,3,..,30,0,30,0,30,..,15,0,15,0,15,..,0,0,0,0,0,..,11,0,10,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,89,21,113,3,115,..,409,91,496,16,515,..,32,3,36,1217,1251,9456,445,89,529,1234,11220,9958,..,..,..,..,9958,..,4,0,4,0,4,..,16,4,20,0,19,..,0,0,0,0,0,..,3,8,16,0,16,..,30,9,37,0,41,..,0,0,0,0,0,..,39,19,57,0,58,..,6,0,3,0,3,..,4,0,4,0,4,..,15,4,15,0,15,..,13,0,19,0,17,..,23,5,23,0,23,..,6,0,9,0,9,..,14,4,20,0,20,..,9,3,15,0,15,..,4,0,3,0,3,..,3,0,3,0,3,..,25,8,26,0,26,..,62,11,79,0,79,..,15,3,20,0,20,..,0,0,0,0,0,..,15,17,24
UCL112009,0,5,0,5,..,32,0,29,0,29,..,20,0,17,0,17,..,4,0,4,0,4,..,5,0,12,0,12,..,3,0,3,0,3,..,11,11,19,0,19,..,111,29,143,3,148,..,529,88,612,5,621,..,46,5,52,978,1028,11495,572,91,668,982,13143,12602,..,..,..,..,12602,..,8,0,11,0,11,..,7,0,7,0,7,..,28,0,35,0,32,..,14,0,13,0,13,..,36,10,47,0,47,..,3,0,3,0,0,..,48,11,57,0,63,..,0,0,0,0,0,..,15,0,15,0,15,..,27,0,28,0,28,..,43,0,43,4,45,..,7,0,7,0,7,..,5,0,5,0,5,..,15,0,14,0,14,..,16,3,22,0,22,..,3,0,3,0,3,..,15,4,15,0,15,..,3,0,6,0,6,..,58,6,67,0,67,..,90,16,106,0,112,..,15,3,19,0,23,..,9,4,8
UCL112010,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,24,7,30,0,36,..,7,0,7,62,67,982,31,7,40,65,1085,959,..,..,..,..,959,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,19,4,21,0,21,..,0,0,0,0,0,..,0,0,0
UCL112011,0,10,0,10,..,49,3,50,0,50,..,31,3,37,0,37,..,3,0,3,0,3,..,13,6,23,0,23,..,3,0,3,0,3,..,12,6,16,0,16,..,120,29,150,0,151,..,556,97,647,8,659,..,60,0,62,1699,1760,12833,609,97,707,1705,15248,13661,..,..,..,..,13661,..,6,0,6,0,6,..,18,3,21,0,21,..,13,0,13,0,13,..,21,18,36,0,36,..,30,11,48,0,48,..,3,0,3,0,3,..,57,33,84,0,84,..,10,3,12,0,12,..,17,0,16,0,16,..,15,0,15,0,18,..,36,0,37,0,39,..,20,0,20,0,17,..,9,0,13,0,11,..,14,3,19,0,19,..,15,0,15,0,15,..,10,0,12,0,12,..,3,0,3,0,3,..,27,5,27,0,27,..,88,6,93,0,98,..,21,3,26,0,27,..,12,4,14,0,14,..,10,3,10
UCL112012,0,10,0,10,..,55,0,55,5,58,..,21,3,26,0,26,..,23,4,24,0,24,..,7,5,12,0,12,..,7,0,9,0,9,..,17,3,21,0,24,..,285,64,348,3,355,..,965,159,1125,12,1139,..,46,3,50,1133,1181,15648,1005,168,1169,1144,17959,16814,..,..,..,..,16814,..,25,0,31,0,31,..,23,6,31,0,31,..,6,0,6,0,6,..,24,16,42,0,42,..,49,19,70,0,70,..,0,0,0,0,0,..,66,39,112,0,112,..,11,3,14,0,13,..,12,0,12,0,12,..,16,0,19,0,19,..,35,0,39,0,39,..,25,0,24,0,22,..,8,3,7,0,7,..,30,3,33,0,31,..,24,6,32,0,32,..,9,0,9,0,9,..,17,0,19,0,19,..,59,3,63,3,65,..,146,18,166,3,164,..,42,11,53,0,57,..,15,0,15,0,15,..,21,15,34
UCL112013,0,0,0,0,..,27,3,32,0,32,..,58,3,57,0,57,..,4,0,4,0,4,..,17,0,17,0,17,..,6,0,6,0,6,..,23,4,28,0,28,..,136,17,155,7,165,..,720,76,795,19,813,..,56,0,54,1226,1286,19088,770,79,849,1251,21185,21327,..,..,..,..,21327,..,23,0,23,0,29,..,26,0,25,0,25,..,3,0,7,0,6,..,27,14,39,0,39,..,40,19,58,0,55,..,6,0,6,0,6,..,74,29,101,0,101,..,7,0,12,0,12,..,47,0,47,0,47,..,48,0,49,0,54,..,59,0,58,3,56,..,16,0,16,0,16,..,3,0,3,0,3,..,13,0,12,0,12,..,13,4,15,0,15,..,3,0,3,0,3,..,3,0,3,0,3,..,30,4,35,0,35,..,70,5,72,0,72,..,42,5,48,0,50,..,17,3,22,0,22,..,11,8,23
UCL112014,0,3,0,3,..,157,3,156,3,163,..,11,0,9,0,10,..,9,0,14,0,18,..,12,6,16,0,16,..,0,0,0,0,0,..,23,5,25,0,25,..,96,43,139,3,144,..,708,228,944,16,959,..,48,9,53,1291,1346,13904,759,239,994,1309,16211,15576,..,..,..,..,15576,..,17,0,17,0,17,..,25,3,27,0,27,..,7,0,10,0,10,..,26,10,30,0,35,..,62,34,97,3,95,..,0,3,4,0,4,..,88,45,130,5,135,..,0,0,0,0,0,..,7,0,7,0,7,..,15,0,15,0,15,..,14,0,14,0,14,..,10,0,10,0,13,..,16,0,12,0,12,..,26,4,31,3,36,..,26,10,34,0,34,..,9,0,11,0,11,..,14,0,14,0,11,..,22,3,25,0,25,..,112,22,130,3,130,..,11,3,12,0,14,..,0,3,0,0,0,..,20,21,35
UCL112015,0,15,0,15,..,172,6,176,0,182,..,33,4,33,0,33,..,29,19,45,0,45,..,5,0,9,0,9,..,0,0,0,0,0,..,14,3,21,0,19,..,464,160,621,10,629,..,1430,303,1732,17,1751,..,51,5,57,1222,1277,20293,1478,309,1785,1235,23320,22034,..,..,..,..,22034,..,38,0,40,0,40,..,107,18,122,0,122,..,23,0,30,0,29,..,33,17,54,0,54,..,55,41,95,0,101,..,9,9,15,0,15,..,96,63,166,0,164,..,11,0,11,0,11,..,5,0,5,0,5,..,17,0,17,0,17,..,42,0,41,0,41,..,33,0,33,0,33,..,35,3,38,3,40,..,48,3,47,0,47,..,24,3,24,0,24,..,26,3,31,0,31,..,18,0,18,0,18,..,40,8,50,3,57,..,188,21,209,6,218,..,19,6,23,4,31,..,15,0,15,0,15,..,27,5,35
UCL113001,0,0,0,0,..,6,0,6,0,8,..,8,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,7,0,7,0,7,..,5,3,9,0,9,..,48,3,49,4,55,..,233,22,258,9,268,..,24,0,24,581,601,6906,257,22,280,592,7782,7666,..,..,..,..,7666,..,4,0,4,0,4,..,4,3,7,0,7,..,0,0,0,0,0,..,5,3,5,0,5,..,11,5,20,0,20,..,3,0,3,0,3,..,16,7,28,0,28,..,4,0,7,0,7,..,9,0,9,0,12,..,13,0,16,0,16,..,25,0,25,0,30,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,16,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,31,0,31,0,31,..,24,0,24,0,27,..,18,0,15,0,15,..,6,0,3
UCL113002,0,0,0,0,..,3,0,3,0,3,..,10,0,12,0,13,..,0,0,0,0,0,..,3,3,3,0,3,..,3,0,3,0,3,..,9,0,7,0,7,..,27,5,36,3,34,..,201,41,243,4,245,..,23,0,23,394,413,4761,223,41,261,396,5420,5170,..,..,..,..,5170,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,9,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,16,0,16,0,17,..,20,4,20,0,25,..,18,0,18,0,18,..,9,0,9,0,9,..,21,0,23,0,28,..,12,3,17,0,17,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,14,0,14,..,25,0,28,0,28,..,4,0,4,0,4,..,0,0,0
UCL113003,0,0,0,0,..,35,3,36,0,41,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,5,0,5,..,23,11,30,0,31,..,182,20,207,4,211,..,21,0,20,716,735,7607,204,22,227,722,8554,7995,..,..,..,..,7995,..,7,0,7,0,7,..,3,0,3,0,3,..,9,0,10,0,10,..,0,0,3,0,3,..,3,0,5,3,8,..,0,0,0,0,0,..,3,0,8,3,10,..,3,3,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,4,..,4,3,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,10,0,10,..,17,0,22,0,22,..,15,6,25,0,22,..,4,4,7,0,7,..,0,0,0
UCL113004,0,0,0,0,..,7,0,7,0,7,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,17,0,17,..,69,17,83,0,83,..,9,0,9,178,180,2451,76,17,86,178,2715,2638,..,..,..,..,2638,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,9,0,9,0,9,..,0,3,3,0,3,..,0,0,0
UCL113005,0,0,0,0,..,14,0,15,0,15,..,17,3,22,0,22,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,25,8,30,0,37,..,233,29,265,5,269,..,20,0,20,691,709,8464,256,29,286,690,9448,9362,..,..,..,..,9362,..,3,0,3,0,3,..,4,0,4,0,5,..,3,0,3,0,3,..,16,10,20,0,21,..,8,3,13,0,13,..,0,0,0,0,0,..,21,9,37,0,39,..,4,0,4,0,4,..,15,0,15,0,15,..,11,3,10,0,10,..,30,0,34,0,33,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,17,0,17,0,17,..,25,3,24,0,26,..,0,0,3,0,3,..,0,0,0
UCL113006,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,10,12,0,12,..,28,6,38,3,41,..,153,17,168,3,171,..,10,3,16,723,737,7215,165,20,184,724,8124,7883,..,..,..,..,7883,..,3,0,5,0,5,..,3,0,3,0,3,..,8,0,8,3,8,..,12,5,21,0,21,..,10,3,16,0,16,..,4,0,4,0,4,..,23,9,32,0,32,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,6,0,6,..,13,0,13,0,13,..,0,0,0,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,11,0,11,0,11,..,0,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,23,0,19,0,19,..,0,0,0,0,0,..,8,0,7,0,7,..,0,0,0
UCL113007,12,31,0,30,..,81,11,93,0,94,..,30,7,30,5,39,..,11,0,11,0,11,..,3,0,3,0,3,..,43,28,68,0,68,..,0,0,0,0,4,..,352,98,455,9,464,..,1732,458,2191,38,2231,..,22,10,37,804,842,6248,1753,472,2226,842,9318,6472,..,..,..,..,6472,..,25,0,20,0,20,..,16,0,16,0,16,..,3,0,3,0,3,..,22,11,36,0,37,..,43,75,116,0,116,..,0,0,3,0,3,..,64,88,153,0,155,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,9,0,9,0,9,..,7,0,7,0,7,..,12,0,12,0,12,..,26,6,28,0,28,..,222,88,305,4,309,..,11,0,11,0,11,..,33,11,48,0,48,..,78,27,111,3,108,..,378,133,513,4,517,..,565,166,731,14,744,..,0,0,0,0,0,..,3,0,9
UCL113008,0,0,0,0,..,9,0,9,0,9,..,3,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,22,5,23,0,23,..,99,29,126,3,126,..,15,4,22,961,987,4188,114,28,146,966,5300,4568,..,..,..,..,4568,..,0,0,0,0,0,..,9,0,9,0,9,..,23,0,29,0,28,..,0,3,3,0,3,..,5,8,14,0,14,..,0,0,4,0,4,..,10,6,18,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,6,0,3,0,3,..,13,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
UCL113009,0,4,0,4,..,3,0,7,0,7,..,14,0,14,0,20,..,0,0,0,0,0,..,12,3,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,44,8,47,5,52,..,264,33,294,3,301,..,13,0,13,314,325,5999,276,33,310,320,6631,6157,..,..,..,..,6157,..,9,0,9,0,9,..,7,0,7,0,7,..,0,0,0,0,0,..,8,3,17,0,17,..,15,3,19,0,19,..,3,0,4,0,4,..,29,10,40,0,40,..,7,0,7,0,7,..,16,0,13,0,13,..,9,0,9,0,9,..,39,0,39,0,39,..,17,0,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,3,26,0,30,..,4,0,4,0,4,..,3,0,3
UCL113010,0,0,0,0,..,8,0,8,0,11,..,8,0,14,0,14,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,11,9,15,0,16,..,104,11,121,5,125,..,22,0,22,487,506,7695,128,11,141,484,8321,7762,..,..,..,..,7762,..,4,0,4,0,4,..,3,3,3,0,3,..,0,0,0,0,0,..,3,3,5,0,5,..,3,0,7,0,7,..,0,0,0,0,0,..,10,3,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,22,0,17,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,0,3,3
UCL113011,0,3,0,3,..,18,0,18,4,24,..,7,0,5,0,5,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,12,3,12,0,16,..,36,8,42,0,39,..,182,35,211,12,227,..,17,0,20,424,440,4935,200,31,234,431,5599,5155,..,..,..,..,5155,..,0,0,0,0,0,..,14,3,18,0,18,..,3,0,3,0,3,..,11,6,18,0,16,..,3,6,14,0,14,..,0,0,0,0,0,..,21,8,27,0,29,..,0,0,3,0,3,..,3,0,3,0,3,..,3,0,10,0,10,..,10,0,10,0,10,..,0,0,0,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,7,3,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,21,4,29,0,29,..,20,3,22,0,22,..,0,0,4,0,4,..,0,0,0
UCL113012,0,3,0,3,..,23,0,23,3,26,..,30,6,38,0,38,..,3,0,3,0,3,..,8,4,13,0,13,..,0,0,0,0,0,..,7,0,7,0,7,..,98,15,117,4,120,..,414,52,462,13,479,..,33,0,33,414,448,8195,447,52,491,426,9120,8708,..,..,..,..,8708,..,24,0,24,0,24,..,8,0,11,0,11,..,0,0,0,0,0,..,12,0,10,0,10,..,12,3,17,0,17,..,0,0,0,0,0,..,22,7,27,0,27,..,4,0,12,0,12,..,17,0,21,0,23,..,17,0,17,0,17,..,19,0,19,3,17,..,9,0,14,0,14,..,9,3,14,0,14,..,5,0,5,0,5,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,3,22,0,22,..,14,0,18,0,15,..,5,3,9,0,9,..,10,4,19
