UCL_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL115141,3,4,3,11,0,0,0,0,0,27,4,3,0,14,7,0,0,0,0,34,11,3,40,15,20,3,4,8,0,98,0,0,0,0,4,0,0,0,0,5,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,43,125,46,49,43,9,4,11,3,337
UCL115142,12,24,3,5,13,3,0,0,6,57,8,23,3,19,11,5,0,7,0,72,36,15,119,29,31,13,18,18,3,285,5,0,0,0,4,3,0,0,0,10,3,3,0,7,6,3,0,0,0,27,3,3,0,0,0,0,0,0,0,10,4,4,0,0,0,5,0,3,4,25,124,282,142,92,80,37,16,36,16,812
UCL115143,3,4,0,6,4,0,0,0,0,19,3,3,0,7,9,0,0,0,0,17,15,10,67,19,14,9,17,13,0,160,0,0,0,3,0,0,0,0,0,9,0,0,0,3,5,3,0,4,0,21,0,3,0,0,0,0,0,0,0,7,6,3,0,3,0,3,0,5,0,19,42,55,68,46,39,17,23,28,0,316
UCL115144,0,4,0,15,3,0,0,0,0,24,7,3,4,11,4,3,0,0,3,28,9,4,33,12,7,6,8,11,0,95,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,4,3,3,4,0,0,8,0,23,25,77,45,70,25,15,16,27,3,304
UCL115145,0,5,3,0,8,0,0,0,0,20,3,0,0,4,10,4,0,0,0,25,16,8,76,3,12,3,22,19,4,165,0,0,0,3,8,4,4,0,0,10,3,0,0,0,6,5,0,0,0,13,0,0,0,0,3,0,0,0,0,7,0,3,3,0,0,0,5,0,0,12,42,52,83,19,51,16,30,25,4,322
UCL115146,5,3,3,8,3,3,0,0,0,16,4,3,8,11,8,0,0,0,0,33,13,8,89,43,21,17,56,21,0,266,0,0,0,4,8,6,0,5,0,17,0,0,0,5,8,0,0,0,0,17,0,0,0,0,3,0,3,0,0,3,0,3,3,0,7,8,3,6,0,33,32,54,100,73,61,31,62,36,0,450
UCL115147,3,7,0,6,6,0,0,0,0,20,0,3,0,5,3,0,0,0,0,13,6,7,44,18,12,3,10,21,0,116,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,18,13,43,52,38,21,9,9,19,10,215
UCL115148,3,4,0,6,3,0,0,0,0,17,0,3,3,7,5,0,0,0,0,24,7,4,50,15,8,9,12,6,0,116,0,0,0,3,0,0,0,0,0,9,0,0,3,5,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,3,4,0,24,27,66,63,43,28,10,19,23,4,282
UCL115149,4,0,0,7,3,0,0,0,0,15,3,3,3,11,4,3,3,0,0,28,17,6,43,16,10,13,21,13,4,131,0,0,0,3,3,4,0,0,0,14,0,3,0,0,0,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,4,3,22,39,73,55,38,22,19,26,30,11,319
UCL115150,5,13,3,10,12,0,0,3,4,50,4,13,0,30,9,0,3,3,0,72,34,18,106,105,37,26,24,56,6,415,4,0,4,7,5,0,3,3,0,29,0,0,7,11,12,3,9,8,0,45,0,0,0,0,0,0,0,0,0,9,6,9,3,6,0,3,3,6,4,46,67,159,130,195,84,43,42,83,16,811
UCL115151,6,8,0,0,0,0,0,0,0,10,3,4,0,3,0,0,0,0,0,11,16,6,23,17,8,10,5,14,0,97,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,0,12,25,48,29,34,20,15,9,13,4,199
UCL115152,0,0,0,4,0,3,0,0,0,13,0,7,0,8,0,0,0,0,0,23,9,3,35,21,6,3,13,7,3,100,0,0,0,0,4,0,0,0,0,9,0,0,3,4,3,3,6,3,0,14,0,0,0,0,0,0,0,0,0,3,5,0,5,0,3,7,6,4,0,24,10,37,41,42,16,18,32,16,3,210
UCL115153,3,3,0,3,3,0,0,0,0,21,9,6,6,14,13,0,3,0,0,51,25,7,116,21,35,23,56,28,7,319,0,0,0,7,10,0,0,5,0,28,6,3,3,4,9,0,0,3,0,26,0,3,0,0,0,0,0,0,0,5,3,3,5,9,4,3,7,5,0,49,74,150,142,66,81,38,64,51,15,677
UCL115154,6,17,6,3,9,0,0,0,0,49,11,10,12,18,28,7,0,4,0,77,33,7,126,31,36,17,20,17,6,314,3,0,0,0,4,0,0,0,0,18,4,0,10,5,8,3,0,0,0,25,0,0,0,0,0,0,0,3,0,11,0,0,0,0,7,0,0,3,3,20,87,137,158,80,103,34,25,32,8,672
UCL115155,6,8,7,3,12,0,0,0,4,36,4,6,9,11,22,9,3,0,0,68,25,9,80,15,21,11,25,19,4,205,0,0,0,0,3,3,0,0,0,12,0,0,0,0,11,0,0,0,0,17,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,4,3,0,16,70,112,104,51,67,27,34,29,5,498
UCL115156,3,15,0,9,5,0,0,5,0,47,10,14,4,32,8,3,0,3,0,81,26,19,150,67,48,33,33,60,6,439,0,0,7,9,4,7,0,5,0,37,5,3,3,16,10,7,3,4,3,55,7,0,0,3,0,0,0,0,0,8,8,5,6,13,5,8,8,9,7,63,75,187,173,156,86,62,53,93,14,905
UCL115157,8,21,3,5,8,10,0,0,0,61,9,12,4,22,16,9,0,4,0,78,22,22,64,24,41,23,20,21,3,236,3,0,0,0,7,0,0,0,0,9,3,0,0,7,4,6,0,10,0,35,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,3,3,0,21,75,214,90,80,97,52,23,39,9,679
UCL115158,15,13,9,8,4,3,3,6,0,67,17,12,10,27,18,6,3,18,3,125,54,16,121,52,34,17,31,49,3,371,9,0,0,13,9,4,0,7,0,35,10,0,3,9,4,0,0,15,0,44,3,4,0,0,0,4,0,9,0,23,7,3,3,9,3,8,3,15,9,62,182,208,164,142,105,49,44,154,19,1073
UCL115159,0,6,6,3,4,0,3,0,0,23,7,7,4,9,16,0,0,3,3,58,23,6,82,28,17,9,27,18,4,217,0,0,0,7,0,0,0,4,0,13,4,3,0,3,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,16,48,71,94,55,54,18,33,34,5,420
UCL115160,4,7,3,0,0,0,0,0,0,13,3,8,3,5,8,0,0,0,0,28,23,9,54,15,14,13,16,12,0,153,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,3,0,0,13,39,61,69,41,33,19,21,21,6,302
UCL115161,3,3,0,0,0,0,0,0,0,13,4,4,0,8,3,0,0,0,0,15,12,6,54,8,17,14,7,32,5,154,0,0,0,0,0,0,0,0,0,9,0,0,0,6,3,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,0,16,21,46,61,29,30,16,15,47,7,265
UCL121001,3,3,0,0,0,0,0,0,0,10,0,3,0,8,3,0,0,0,0,13,10,12,32,13,14,3,13,6,0,111,0,0,0,0,0,0,3,3,0,9,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,13,19,27,43,25,21,6,26,18,4,192
UCL121002,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,9,5,6,15,8,9,3,3,10,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,16,23,15,14,8,5,6,12,9,110
UCL121003,0,4,0,0,0,3,0,3,0,9,5,3,0,4,3,0,0,0,0,19,17,3,26,5,7,5,3,5,0,67,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,25,47,35,15,20,13,4,16,3,184
UCL121004,0,0,0,0,0,0,0,0,0,12,0,6,0,5,4,0,0,0,0,15,8,0,36,9,10,3,3,8,0,78,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,14,29,35,25,23,4,9,8,3,153
UCL121005,4,4,0,0,3,3,0,0,0,16,3,7,4,6,4,0,0,0,0,26,12,0,47,7,7,0,10,3,7,94,0,0,0,0,6,0,0,0,0,3,3,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,11,25,45,63,20,28,3,10,3,7,205
UCL121006,5,3,4,0,0,0,0,0,3,12,0,0,3,5,3,0,0,3,0,14,12,3,38,10,7,6,0,10,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,21,24,42,19,20,7,0,18,4,158
UCL121007,0,3,0,3,0,0,0,0,0,14,3,10,0,12,3,3,0,0,0,28,20,7,54,23,11,9,10,19,0,151,3,0,0,0,3,0,0,7,0,13,0,0,0,3,4,4,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,36,52,59,53,36,19,11,28,3,303
UCL121008,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,17,7,3,26,13,7,5,11,10,0,93,0,0,0,0,0,3,0,3,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,0,0,0,0,9,20,30,33,31,19,15,18,19,0,185
UCL121009,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,5,9,0,7,6,3,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,4,14,5,17,3,7,5,10,0,65
UCL121010,0,3,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,9,6,3,39,7,6,0,18,8,0,93,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,18,11,22,45,16,10,3,23,18,0,165
UCL121011,0,0,0,7,0,0,0,0,0,6,0,0,0,7,3,0,0,0,0,12,6,3,20,24,3,7,3,9,3,75,0,0,4,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,25,28,40,15,11,5,11,4,145
UCL121012,5,9,6,6,4,0,0,0,0,27,12,5,0,3,3,3,0,3,0,26,16,0,49,6,15,3,18,3,3,121,4,0,0,3,0,0,0,3,0,13,0,3,0,4,8,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,4,0,0,0,15,47,80,70,24,37,12,19,12,3,307
UCL121013,3,0,0,3,0,0,0,0,0,12,8,3,0,9,0,0,0,0,0,14,3,4,16,4,4,0,3,4,3,37,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,16,21,47,17,33,8,4,6,11,8,141
UCL121014,8,9,3,3,8,0,0,0,0,30,3,3,4,4,4,0,0,0,0,19,11,6,37,9,14,7,0,7,3,86,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,12,52,89,48,23,37,7,3,13,6,272
UCL121015,0,6,0,8,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,5,0,33,10,3,0,7,8,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,7,15,30,34,18,17,8,10,9,3,140
UCL121016,0,0,0,0,8,0,0,0,0,15,5,3,0,7,3,3,0,0,0,24,9,0,55,15,10,7,12,5,0,120,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,14,19,27,66,24,26,9,15,15,3,213
UCL121017,4,8,0,0,3,0,0,0,0,14,3,7,6,4,6,0,0,3,0,30,7,3,24,7,11,3,3,5,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,94,37,18,28,9,7,10,0,247
UCL121018,0,3,0,0,0,0,0,0,0,14,0,5,3,3,0,0,0,0,0,18,3,3,22,4,7,0,0,6,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,71,33,23,19,3,4,9,0,177
UCL121019,0,7,0,0,0,0,0,0,0,10,5,0,0,4,0,0,0,0,0,6,6,0,32,6,4,3,10,9,0,75,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,33,40,30,21,13,4,12,12,3,166
UCL121020,3,3,0,5,0,0,0,0,0,10,3,0,0,7,3,0,0,0,0,15,4,0,28,8,11,5,12,13,6,81,0,0,3,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,20,40,34,25,18,6,10,12,6,170
UCL121021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,4,0,0,3,11,0,38,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,20,4,8,4,3,9,0,61
UCL121022,3,3,0,3,0,4,0,0,0,17,3,3,0,6,5,0,0,0,0,24,4,7,40,11,10,3,19,9,0,110,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,19,35,48,31,24,13,21,20,3,212
UCL121023,0,0,0,9,0,0,0,0,0,11,0,0,0,0,3,3,0,0,0,5,0,3,14,16,5,5,8,7,0,57,0,0,0,0,0,0,0,3,0,4,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,17,25,12,12,17,11,6,111
UCL121024,0,6,0,0,0,0,0,0,0,10,0,3,0,7,4,0,0,3,0,22,9,7,43,18,5,0,4,6,0,90,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,33,68,49,32,21,10,6,7,0,228
UCL121025,0,11,3,3,7,3,0,0,0,32,3,5,0,10,5,3,0,0,3,26,13,3,34,13,8,6,3,7,0,90,0,0,0,4,3,3,0,0,0,9,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,31,103,46,36,19,12,3,11,7,263
UCL121026,0,3,0,0,0,0,3,0,0,6,0,5,0,7,3,0,0,3,0,18,3,6,31,14,8,5,3,11,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,50,38,21,16,16,5,16,6,179
UCL121027,0,9,0,3,3,0,0,0,0,23,3,6,0,7,8,0,0,4,0,31,11,3,44,19,14,6,5,12,0,115,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,17,0,0,0,0,3,3,0,0,0,10,0,3,0,3,0,3,0,0,0,11,37,107,49,45,42,18,11,22,10,335
UCL121028,0,0,0,3,7,0,0,0,0,9,3,0,0,4,6,0,0,0,0,14,3,5,33,8,6,3,4,5,0,67,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,7,10,45,35,21,25,9,4,7,0,157
UCL121029,0,0,0,4,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,7,11,0,32,13,0,5,8,7,0,72,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,15,12,36,23,8,4,11,11,3,127
UCL121030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,8,0,3,10,3,0,5,3,0,29,3,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,14,8,15,12,0,5,3,0,70
UCL121031,0,3,0,3,0,0,0,0,0,11,0,5,0,5,3,0,0,0,0,11,11,0,29,13,14,6,6,13,0,99,0,0,0,3,3,3,0,5,0,9,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,16,21,26,29,29,27,15,14,31,3,189
UCL121032,3,9,3,0,0,0,0,0,0,20,3,9,6,12,3,3,0,0,0,37,16,7,31,18,18,11,10,7,0,118,0,3,0,0,0,3,0,0,0,7,0,0,0,4,0,3,0,0,0,10,0,3,0,0,0,0,0,0,0,4,0,3,0,0,9,0,0,0,0,14,32,82,46,39,33,23,13,11,4,281
UCL121033,0,3,0,3,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,8,9,3,20,5,3,3,5,7,4,60,0,0,0,3,0,0,0,0,0,9,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8,18,23,21,24,11,6,5,11,3,127
UCL121034,11,3,0,6,0,3,0,0,0,22,4,3,4,9,3,3,0,0,0,26,10,0,34,4,17,9,3,6,0,88,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,12,47,58,42,35,34,26,7,15,3,266
UCL121035,3,4,0,5,0,0,3,0,0,13,6,4,0,9,10,0,0,0,0,30,9,4,53,11,14,3,27,13,0,133,0,0,0,0,3,4,0,0,0,10,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,14,21,34,54,39,33,11,33,14,0,237
UCL121036,5,4,0,3,3,0,0,0,0,15,3,7,3,0,4,0,0,0,0,22,19,3,37,20,9,5,12,14,0,116,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45,63,49,36,30,19,11,16,0,269
UCL121037,3,6,3,3,0,0,0,0,0,17,0,0,4,4,4,0,0,0,0,20,4,5,45,11,10,9,6,15,3,108,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,55,26,26,11,6,17,7,221
UCL121038,0,6,0,4,0,0,0,0,0,8,0,3,0,4,0,0,0,0,0,10,3,3,28,11,7,0,4,6,0,65,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,12,20,28,21,4,6,6,14,3,112
UCL121039,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,9,0,16,0,8,0,3,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,3,0,14,13,14,17,10,10,0,8,13,0,93
UCL121040,3,10,0,0,4,0,0,0,0,19,3,3,3,3,0,3,0,0,0,16,10,0,22,11,4,0,0,3,0,58,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,3,0,0,11,40,56,28,24,19,10,3,6,5,191
UCL121041,0,3,0,0,3,0,0,0,0,6,4,3,3,3,0,3,0,0,0,18,8,10,30,12,7,4,0,4,0,70,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,11,28,60,34,18,26,5,5,5,0,191
UCL121042,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,7,5,0,24,12,7,3,8,11,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,10,8,18,28,18,12,3,9,16,4,108
UCL121043,0,11,0,5,0,0,0,0,0,18,3,3,3,0,0,0,0,0,0,12,11,3,19,3,0,0,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,12,39,75,20,17,16,7,3,11,3,192
UCL121044,3,6,0,0,3,0,0,0,0,15,3,0,0,0,5,0,0,3,0,14,18,3,37,4,3,5,8,9,0,90,0,0,0,0,5,3,0,0,0,6,0,0,3,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,40,69,50,4,28,9,7,15,0,232
UCL121045,0,0,0,3,3,0,0,0,0,10,0,0,0,5,0,0,0,0,0,11,5,7,24,5,9,3,5,6,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,37,27,14,19,11,5,10,0,132
UCL121046,6,0,0,0,0,0,0,0,0,11,3,3,0,6,3,0,0,0,0,18,3,3,18,12,4,0,10,5,0,66,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,42,25,29,25,6,11,6,3,155
UCL121047,0,4,0,4,3,0,0,0,0,18,0,0,4,14,5,3,0,3,0,24,17,0,27,3,9,3,3,0,3,75,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,27,58,39,28,27,12,3,9,4,212
UCL121048,0,3,0,0,0,0,0,0,0,8,6,0,0,0,0,0,3,5,0,19,9,5,37,8,14,5,8,18,3,100,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,9,21,28,44,16,22,9,12,31,3,187
UCL121049,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,9,0,0,21,3,5,6,3,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,11,8,24,20,6,14,5,6,12,0,98
UCL121050,7,3,3,3,6,0,0,3,0,21,5,5,3,7,0,3,0,3,0,25,10,3,36,16,3,9,7,16,3,107,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,12,39,46,46,29,27,25,11,21,13,256
UCL121051,4,0,0,0,0,0,0,0,0,13,3,0,0,11,3,0,0,0,0,18,12,3,30,11,7,3,10,4,3,77,0,0,0,0,0,0,0,3,0,5,4,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,3,0,16,27,33,33,28,18,5,15,14,3,175
UCL121052,8,6,0,5,4,0,0,0,0,22,3,6,5,0,3,3,0,0,0,17,10,0,25,6,9,7,0,10,0,73,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,37,57,39,17,29,7,5,11,0,207
UCL121053,3,12,0,3,0,0,0,3,0,24,4,8,4,9,3,0,0,0,0,36,13,6,53,16,15,4,10,7,4,130,0,0,0,3,0,0,0,0,0,4,3,0,0,0,3,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,3,0,14,40,112,65,39,41,20,19,15,7,354
UCL121054,0,0,0,5,0,0,0,0,0,6,0,3,3,3,3,0,0,0,0,19,12,3,31,6,10,8,10,3,0,79,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,23,23,42,20,19,11,13,12,3,164
UCL121055,5,3,0,3,3,0,0,0,0,16,0,11,5,10,3,4,0,0,0,34,17,0,56,4,12,5,8,7,0,112,0,0,0,0,3,0,0,0,0,4,3,0,0,0,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,9,50,61,72,22,36,19,7,9,3,276
