UCL_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL115031,3,0,3,0,4,0,0,0,0,0,3,0,3,0,3,0,0,3,0,3,4,0,3,0,8,0,0,10,0,8,19,0,3,0,19,18,9,5,0,31,19,6,8,0,43,18,14,6,0,34,21,16,7,3,47,13,19,4,0,37,43,79,15,0,135,37,74,3,0,115,32,78,3,0,117,24,58,4,0,87,39,94,0,0,143,21,59,9,0,84,6,7,0,0,19,313,516,86,9,920
UCL115032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,9,0,0,13,0,14,12,3,9,0,24,6,0,9,0,17,10,13,8,0,32,10,14,7,3,34,9,20,3,0,33,8,27,5,0,44,19,53,7,0,81,7,33,0,0,40,9,17,0,0,30,3,16,0,0,14,0,11,0,0,13,3,29,6,0,47,3,3,0,0,11,128,253,74,8,459
UCL115033,4,0,3,0,6,0,0,0,0,0,3,0,3,0,5,0,0,9,0,9,14,0,8,0,19,8,3,17,0,22,44,5,21,0,72,26,8,15,0,46,37,18,17,0,79,42,27,6,0,78,16,27,8,0,53,26,25,11,0,69,42,79,3,0,125,14,45,0,0,57,11,31,0,0,38,4,13,0,0,17,3,15,0,0,19,9,57,9,0,74,8,5,3,0,12,309,362,138,7,813
UCL115034,11,0,0,0,14,3,0,0,0,3,4,0,3,0,11,0,0,4,0,6,33,0,10,0,44,17,3,25,3,44,88,13,23,0,117,54,10,22,0,93,43,27,5,3,73,47,19,11,0,76,17,29,6,0,52,20,26,6,0,46,24,43,0,0,68,13,29,0,0,44,9,21,0,0,27,3,16,0,0,19,9,12,0,0,23,26,33,11,0,80,14,8,3,0,25,432,292,126,11,854
UCL115035,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,4,0,6,20,3,0,0,21,5,5,4,0,13,15,9,7,0,24,6,10,5,0,21,5,10,7,0,22,3,10,0,0,20,13,31,0,0,42,8,16,0,0,26,9,23,0,0,33,5,13,0,0,14,6,25,0,0,28,11,29,5,0,47,0,0,0,0,0,116,185,38,0,340
UCL115036,4,0,4,0,3,0,0,0,0,3,0,0,3,0,3,0,0,4,0,6,12,0,10,0,18,3,0,11,0,17,31,4,14,3,49,17,10,9,3,31,21,16,9,0,46,17,11,9,0,31,11,12,3,0,30,7,11,0,0,21,14,15,5,0,35,5,19,0,0,21,6,0,0,0,6,4,0,0,0,3,3,4,0,0,3,12,7,7,0,29,8,0,0,0,7,156,111,85,6,362
UCL115037,0,0,6,0,8,0,0,0,0,0,0,5,3,0,5,4,0,5,0,10,14,0,6,0,27,6,4,14,0,26,43,0,20,3,72,20,10,15,0,44,14,11,5,0,35,33,23,10,0,59,20,18,6,0,48,20,17,10,0,50,49,69,12,4,127,32,53,3,0,89,28,38,0,0,67,11,29,0,0,39,27,43,0,0,71,28,41,10,0,79,11,5,6,0,23,362,371,139,11,891
UCL115038,4,0,0,0,4,0,0,0,0,0,3,0,3,0,4,0,0,3,0,3,7,7,3,0,14,5,0,0,0,10,25,0,9,0,33,14,3,7,0,21,11,13,10,0,31,6,14,4,0,31,13,20,6,0,41,12,12,7,0,30,10,27,8,0,40,11,30,0,0,43,3,11,0,0,19,4,6,0,0,9,5,8,0,0,13,14,26,6,0,37,0,3,0,0,6,136,180,70,3,389
UCL115039,4,3,5,0,9,0,0,0,0,3,3,0,0,0,7,0,0,10,0,10,20,0,10,0,31,3,11,30,3,45,45,14,14,3,82,16,20,18,4,54,30,26,15,0,75,13,16,12,0,43,7,27,10,0,41,15,23,3,0,43,39,35,6,0,83,16,11,0,0,28,0,7,0,0,15,4,10,0,0,10,8,11,0,0,20,30,37,13,3,78,11,0,5,0,20,263,249,159,14,695
UCL115040,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,13,0,3,0,11,3,3,6,0,11,35,0,11,0,44,7,5,6,0,27,30,16,12,0,56,26,15,4,3,44,14,11,4,0,33,11,23,4,0,38,14,27,7,0,47,6,16,0,0,23,7,8,0,0,20,3,5,0,0,12,3,14,0,0,12,12,18,5,0,37,5,3,4,0,8,200,157,67,9,433
UCL115041,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,4,0,10,22,6,10,0,37,9,4,24,0,37,49,11,22,3,81,25,12,22,7,60,40,21,7,0,67,16,24,6,0,44,12,17,3,0,31,17,8,6,0,31,24,22,12,0,57,12,13,0,0,28,3,4,0,0,7,4,3,0,0,10,3,0,0,0,4,29,34,16,0,79,8,4,3,0,17,277,189,135,15,609
UCL115042,0,0,3,0,0,0,0,3,0,4,0,0,6,0,7,0,3,12,0,10,12,3,18,0,33,3,3,29,0,34,41,8,18,0,62,13,3,16,4,40,17,19,11,0,48,25,18,12,3,57,13,12,3,0,23,8,16,3,0,32,24,21,5,0,54,12,13,0,0,26,6,7,0,0,18,0,0,4,0,4,5,3,0,0,10,8,25,13,0,49,5,5,7,0,21,191,153,163,15,530
UCL115043,3,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,6,0,3,0,14,8,0,8,0,15,26,0,11,0,33,23,8,10,0,34,20,17,3,0,41,10,24,3,0,38,6,19,3,0,32,5,14,3,0,23,16,40,3,0,60,3,25,0,0,31,4,10,0,0,17,0,4,0,0,7,0,9,0,0,9,8,22,13,0,49,3,0,0,0,3,149,194,68,3,414
UCL115044,3,0,0,0,7,3,3,0,0,4,0,0,0,0,4,0,0,5,0,5,16,0,0,0,26,3,0,11,0,18,56,6,12,0,77,29,10,10,3,48,23,11,13,3,52,26,26,11,0,52,14,22,6,0,44,15,22,4,3,42,33,26,4,3,60,17,14,3,0,32,6,7,0,0,16,0,8,0,0,11,10,3,0,0,11,19,22,10,0,43,8,0,0,0,13,276,192,80,12,560
UCL115045,7,0,4,0,11,3,0,0,0,3,0,0,5,0,11,0,3,7,0,9,37,3,12,0,48,11,3,17,0,30,113,5,29,3,149,49,14,15,0,84,57,25,18,3,100,47,35,18,3,99,25,34,6,0,68,19,22,6,0,42,23,31,9,0,63,14,24,0,0,46,9,14,0,0,21,5,7,0,0,11,12,13,0,0,25,33,43,17,3,96,16,3,8,0,26,471,282,162,13,931
UCL115046,3,0,0,0,3,3,0,3,0,5,0,0,0,0,0,0,0,3,0,3,7,0,3,0,8,3,3,12,0,14,17,3,4,0,31,19,9,10,0,36,15,15,4,0,26,13,16,3,0,32,3,5,3,0,12,7,3,3,0,21,12,15,0,0,26,3,5,0,0,10,0,3,0,0,3,0,0,0,0,3,0,7,0,0,7,9,12,3,0,23,3,0,3,0,10,122,100,56,0,287
UCL115047,3,3,3,0,10,3,0,0,0,3,0,0,3,0,4,0,0,3,0,3,14,0,4,0,21,11,3,7,3,25,72,7,11,0,84,37,9,11,0,52,35,17,6,0,62,32,22,9,0,63,14,5,9,0,23,17,7,0,0,34,11,26,3,0,41,5,9,0,0,16,4,9,0,0,10,3,0,0,0,3,4,3,0,0,14,26,11,10,0,46,8,0,3,0,7,302,134,76,6,519
UCL115048,3,0,0,0,6,3,0,0,0,3,0,0,3,0,3,0,0,6,0,9,3,0,3,0,9,8,0,11,0,15,18,0,14,0,32,13,5,8,0,31,15,7,8,0,26,9,8,3,0,19,5,8,3,0,21,7,16,0,0,21,16,22,0,0,34,7,18,0,0,23,13,10,0,0,17,3,8,0,0,12,6,15,0,0,18,11,13,11,0,34,7,0,3,0,11,146,126,69,0,339
UCL115049,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,3,11,0,0,0,10,4,3,10,0,19,21,4,7,0,42,14,12,5,0,27,11,10,8,0,30,15,9,3,0,29,11,5,3,0,21,8,4,0,0,17,3,10,0,0,16,0,3,0,0,3,3,3,0,0,6,0,0,0,0,0,0,3,0,0,5,18,12,6,0,31,5,0,3,0,5,137,82,53,4,274
UCL115050,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,3,3,0,3,0,5,10,0,7,0,21,12,3,0,0,20,5,9,12,0,26,6,3,0,0,13,4,5,0,0,15,8,7,4,0,19,13,26,3,0,43,10,32,0,0,38,6,14,0,0,26,3,10,0,0,16,3,19,0,0,21,6,17,4,0,34,4,0,0,0,6,112,158,40,0,309
UCL115051,0,0,0,0,3,6,0,0,0,4,3,0,9,0,13,0,0,4,0,10,19,0,12,0,29,8,4,21,0,33,49,5,21,0,70,25,8,12,0,39,34,26,3,0,65,25,17,6,0,51,12,22,4,0,33,11,13,3,0,26,19,29,5,0,53,4,15,0,0,21,4,3,0,0,6,0,7,3,0,6,7,5,0,0,10,17,25,11,0,58,10,6,3,0,14,242,188,120,9,553
UCL115052,3,0,0,0,9,4,0,0,0,4,3,0,5,0,17,4,0,9,0,13,29,6,14,0,47,9,3,9,0,22,61,6,34,0,99,40,16,23,0,77,38,29,17,3,86,48,20,3,3,73,15,21,4,0,38,19,22,8,0,39,32,44,0,0,79,16,20,0,0,37,10,9,0,0,12,0,3,0,0,3,3,3,0,0,3,28,47,21,0,98,5,0,3,0,7,367,239,154,10,768
UCL115053,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,6,3,12,0,18,24,3,4,0,36,20,3,12,0,40,24,10,7,0,44,30,25,8,0,59,19,23,10,0,54,22,33,4,0,55,37,77,8,0,126,29,53,3,3,85,14,35,0,0,46,3,38,0,0,37,14,30,0,0,43,21,46,7,0,77,8,0,0,0,9,272,376,80,12,739
UCL115054,3,0,0,0,3,0,0,0,0,0,3,0,3,0,9,0,0,6,0,4,19,0,9,0,28,12,3,15,0,30,80,11,22,0,107,30,14,29,4,76,46,23,20,0,89,48,27,11,0,82,12,8,3,0,23,27,18,8,0,54,34,25,4,0,55,19,20,0,0,41,11,22,0,0,26,6,6,0,0,10,6,17,0,0,24,18,24,18,0,61,10,5,0,0,14,376,215,154,11,756
UCL115055,6,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,4,0,22,3,3,4,0,10,65,4,6,0,69,36,6,6,0,50,32,16,0,0,51,32,7,5,0,40,12,4,7,0,23,15,3,0,0,17,21,14,0,0,39,3,14,3,0,21,4,12,0,0,14,3,0,0,0,3,6,3,0,0,8,12,20,8,0,39,12,3,3,0,12,269,105,49,3,434
UCL115056,3,0,0,0,3,3,0,0,0,3,3,3,3,0,6,0,0,5,0,3,14,0,10,0,25,9,4,9,0,18,39,3,15,0,58,17,10,16,0,38,34,12,7,0,55,35,11,5,0,51,17,10,5,0,33,18,13,4,3,37,15,24,0,0,37,9,11,0,0,12,3,3,0,0,9,3,4,0,0,3,0,8,0,0,4,21,20,15,0,49,7,0,6,0,8,233,130,92,7,457
UCL115057,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,15,4,3,16,0,25,22,0,14,3,38,13,8,11,0,27,19,19,16,3,57,19,28,11,0,55,14,22,6,0,43,14,35,3,0,52,25,52,6,0,80,12,30,3,0,48,3,13,0,0,17,3,4,0,0,6,4,5,0,0,11,15,27,7,0,43,6,0,8,0,14,168,242,107,10,529
UCL115058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,4,0,0,0,10,3,0,11,0,16,21,4,13,0,45,13,7,6,0,28,12,11,10,0,28,16,19,6,0,43,11,8,3,0,21,0,12,0,0,14,3,10,3,0,14,3,10,0,0,17,0,0,0,0,3,0,0,0,0,4,0,5,0,0,5,3,7,12,0,17,4,0,0,0,5,99,96,80,3,275
UCL115059,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,3,0,0,0,3,3,0,3,0,5,0,3,0,0,4,8,3,3,0,15,9,5,5,0,21,4,3,13,0,18,12,13,6,0,30,16,12,0,0,26,7,15,3,0,26,18,50,3,0,68,12,27,4,0,41,7,13,0,0,15,0,11,0,0,10,8,20,0,0,27,3,26,8,0,38,0,4,0,0,8,120,192,56,4,374
UCL115060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,6,0,0,0,7,3,3,3,0,10,6,4,5,0,18,3,4,3,0,12,16,4,6,3,23,9,14,6,0,22,7,13,6,0,28,3,11,0,0,8,12,21,6,0,39,7,21,3,0,33,7,18,0,0,31,3,8,3,0,18,5,29,0,0,42,7,17,3,0,29,3,0,0,0,3,92,178,53,3,321
UCL115061,3,0,3,0,3,3,0,4,0,3,4,0,3,0,8,0,0,0,0,0,16,0,8,3,22,11,3,11,0,33,52,10,5,0,71,45,10,11,0,76,68,24,11,0,104,40,33,9,0,91,27,32,7,0,71,26,52,11,0,87,47,64,8,0,121,38,69,0,3,108,23,47,0,0,67,20,37,0,0,63,37,59,3,0,99,25,89,17,0,130,9,3,3,0,14,496,537,123,6,1159
UCL115062,0,0,5,0,12,4,0,0,0,3,0,0,3,0,4,0,0,6,0,8,10,3,14,4,39,8,4,21,0,30,66,3,23,0,97,17,8,25,0,54,26,32,27,0,82,22,17,8,0,43,9,22,4,3,42,12,15,0,0,25,26,17,3,0,49,9,20,0,0,28,5,11,0,0,20,7,3,0,0,10,9,6,0,0,12,19,36,16,3,68,10,3,10,0,25,263,194,164,15,638
UCL115063,3,0,3,0,4,3,0,0,0,5,3,0,0,0,4,4,0,0,0,3,7,3,3,0,12,5,3,6,0,7,22,0,15,0,32,11,3,5,0,26,21,23,13,0,54,15,28,11,0,57,21,37,12,0,68,18,38,3,0,59,36,86,15,0,142,17,51,3,0,74,12,32,0,0,40,4,17,0,0,24,3,31,0,0,38,10,29,7,0,51,3,12,0,0,14,225,384,103,3,714
UCL115064,3,0,0,0,8,6,0,0,0,4,0,4,3,0,3,3,0,12,0,10,19,0,18,0,37,10,3,15,0,29,66,3,17,0,94,34,13,21,4,66,52,20,15,4,87,28,22,9,0,64,10,10,7,0,27,17,21,4,0,40,16,23,0,0,41,3,13,0,0,21,3,7,0,0,10,3,7,0,0,9,3,3,0,0,6,24,21,15,0,61,4,0,4,0,13,299,179,135,13,625
UCL115065,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,9,7,0,15,0,3,5,0,11,7,26,3,0,36,19,37,5,0,64,27,48,0,0,77,18,38,3,0,60,13,32,0,0,48,10,56,0,0,67,3,26,4,0,30,0,0,0,0,3,121,276,29,0,423
UCL115066,3,0,3,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,19,0,6,0,27,5,0,4,0,10,56,3,0,0,63,21,3,7,0,40,25,13,5,3,46,21,13,3,0,38,8,3,0,0,16,6,10,0,0,15,19,13,3,0,28,10,8,0,0,11,6,7,0,0,7,0,0,0,0,0,3,5,0,0,6,14,12,3,0,26,3,0,0,0,6,223,89,44,3,360
UCL115067,0,0,3,0,9,7,0,0,0,6,3,0,5,0,9,3,0,0,0,3,20,0,8,0,29,5,3,6,3,18,76,3,10,3,89,20,12,14,3,51,28,11,12,0,53,30,14,3,0,46,17,14,3,0,32,12,7,0,0,20,14,15,0,0,32,9,17,0,0,27,5,7,0,0,11,0,4,0,0,4,8,9,0,0,13,14,26,7,0,45,7,0,0,0,13,275,148,77,11,506
UCL115068,0,0,0,0,3,4,0,3,0,3,5,0,4,0,4,0,0,6,0,4,15,3,12,0,24,3,8,9,0,18,35,7,25,0,66,19,11,18,3,51,14,24,18,0,56,15,30,8,0,59,16,31,3,0,47,18,31,0,0,52,34,64,3,0,103,18,47,3,0,74,4,21,0,0,28,3,20,0,0,17,8,18,0,0,27,10,41,17,0,71,3,3,4,0,13,236,352,141,5,730
UCL115069,0,0,3,0,3,0,0,0,0,3,3,0,5,0,6,0,0,4,0,4,12,3,16,0,26,4,3,9,0,12,27,5,19,0,51,20,6,6,5,36,20,12,10,0,41,12,16,4,0,37,7,15,3,0,32,11,12,3,0,27,25,25,3,0,48,9,21,0,0,38,3,13,0,0,18,9,5,0,0,13,3,10,0,0,13,13,28,3,0,46,4,3,0,0,12,185,174,100,6,468
UCL115070,0,0,0,0,3,7,0,0,0,4,0,0,3,0,5,0,0,3,0,3,22,0,7,0,32,16,3,3,0,19,68,7,9,0,82,29,10,5,0,40,27,20,0,3,48,33,22,3,0,53,15,10,7,0,26,9,16,3,0,28,21,27,0,0,51,7,18,0,0,22,6,4,0,0,11,0,6,0,0,6,0,8,0,0,6,13,26,0,0,46,3,3,3,0,9,277,182,42,3,504
UCL115071,3,0,0,0,4,3,3,0,0,7,0,0,7,0,8,0,0,3,0,3,10,3,6,0,17,6,5,10,0,23,36,3,12,0,53,22,11,9,0,43,23,14,17,5,54,23,17,0,3,45,10,12,6,0,29,26,10,3,0,41,20,32,3,0,54,5,12,0,0,21,5,4,0,0,8,0,4,0,0,4,7,7,0,0,14,18,22,16,0,58,8,3,0,0,10,236,167,100,12,508
UCL115072,10,0,0,0,8,3,0,0,0,4,0,0,4,0,4,0,0,8,0,9,11,0,7,0,12,6,4,14,0,27,36,7,16,3,65,15,18,9,0,41,32,18,19,3,66,21,21,9,0,43,15,20,0,0,38,11,17,5,0,38,13,29,3,0,41,8,10,0,0,19,3,7,0,0,4,0,3,0,0,3,4,0,0,0,3,21,24,15,0,50,3,0,7,0,9,194,185,110,10,503
UCL115073,0,0,7,0,6,3,0,0,0,3,3,3,3,0,8,0,0,9,0,12,10,0,7,0,25,13,0,17,0,26,75,5,9,0,86,21,7,14,0,43,32,16,4,0,57,19,18,6,0,40,13,9,3,0,28,20,21,0,0,35,18,23,0,0,41,7,13,3,0,26,0,8,0,0,6,0,3,0,0,5,4,3,0,0,8,15,39,8,3,58,8,0,4,3,14,259,159,85,10,517
UCL115074,19,0,0,0,21,7,0,0,0,7,7,0,3,0,6,3,0,4,0,9,39,10,13,0,59,23,0,14,0,34,167,7,19,0,190,64,15,20,3,99,79,22,8,0,106,64,18,8,0,90,16,18,8,0,46,28,14,0,0,42,22,20,0,0,43,13,11,0,0,23,3,3,0,0,5,3,3,0,0,9,9,0,3,0,15,29,31,15,0,68,11,4,3,0,11,593,179,112,11,894
UCL115075,3,0,0,0,10,3,0,0,0,3,0,0,7,0,10,0,0,9,0,8,8,3,11,0,25,6,6,12,0,26,37,9,11,0,61,24,7,16,0,40,31,18,6,3,59,29,22,4,0,51,11,19,4,0,33,12,18,0,0,30,30,28,6,0,68,7,16,3,0,29,5,4,0,0,14,0,4,4,0,11,10,10,0,0,18,21,23,11,4,61,9,6,3,0,18,257,194,113,8,572
UCL115076,0,3,3,0,4,0,0,0,0,0,0,0,5,0,3,0,0,3,0,4,6,0,12,0,16,3,3,10,0,16,23,3,15,0,37,11,11,20,0,36,14,12,18,0,49,7,31,4,0,47,17,23,6,0,44,14,30,9,0,54,33,63,14,0,103,11,29,5,0,52,3,11,0,0,18,3,13,3,0,15,0,11,0,0,10,8,44,3,0,55,5,3,3,0,9,179,286,127,6,597
UCL115077,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,8,0,10,6,0,4,0,11,17,0,3,0,27,7,5,4,0,11,7,9,10,0,25,12,7,3,0,26,14,8,0,0,23,12,6,0,0,14,17,17,3,0,31,4,11,0,0,12,0,0,0,0,3,3,0,0,0,4,3,6,0,0,5,8,20,9,0,33,3,3,0,0,10,116,97,43,4,257
UCL115078,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,0,0,0,0,5,12,0,8,0,16,0,0,11,0,12,27,3,11,0,43,14,8,10,0,26,19,4,4,0,25,21,12,3,0,31,13,11,0,0,22,5,6,0,0,20,13,17,0,0,30,4,11,0,0,17,0,4,0,0,4,0,3,0,0,3,3,4,0,0,11,11,17,5,0,31,8,0,0,0,12,148,98,59,3,311
UCL115079,0,0,0,0,5,3,0,0,0,3,0,0,0,3,4,3,0,0,0,3,16,3,13,0,33,11,0,7,0,20,66,7,14,0,86,35,12,9,3,57,30,19,10,0,59,32,28,10,0,65,15,22,8,0,43,14,15,4,0,34,31,35,3,0,71,14,24,5,0,37,8,15,0,0,20,0,4,0,0,4,4,7,0,0,16,25,22,5,0,60,13,0,0,0,12,328,217,82,7,638
UCL115080,5,0,0,0,5,9,0,0,0,9,0,0,4,0,4,0,0,3,0,5,43,0,9,0,55,9,0,10,0,30,84,0,13,0,108,48,8,9,0,68,34,14,9,3,61,27,15,5,0,46,10,5,3,0,18,8,10,0,0,14,17,9,3,0,23,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,9,0,0,0,5,20,10,3,0,34,10,0,0,0,18,329,78,85,9,499
UCL115081,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,7,0,11,10,0,8,0,19,12,5,4,0,16,16,7,6,0,32,20,3,5,0,34,21,10,5,0,33,14,10,0,3,30,20,23,4,3,50,15,16,0,0,25,5,13,4,0,18,0,4,0,0,4,4,10,0,0,15,12,22,4,0,43,3,3,0,0,3,159,130,58,5,347
UCL115082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,7,0,4,0,13,11,5,3,0,25,9,5,10,0,32,7,13,3,0,22,11,25,4,0,43,8,19,3,0,31,10,19,0,0,26,13,32,0,0,41,6,13,0,0,16,5,10,0,0,8,3,0,0,0,5,0,8,0,0,8,11,14,3,0,30,0,0,0,0,7,110,159,50,0,321
UCL115083,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,13,5,0,7,0,14,40,0,5,3,54,26,9,3,0,37,26,14,3,0,48,27,8,0,0,35,9,11,3,0,23,10,10,0,0,23,20,22,0,0,41,9,10,0,0,25,3,18,0,0,22,3,8,3,0,11,0,6,0,0,8,9,23,0,0,36,8,0,0,0,8,213,134,37,6,395
UCL115084,3,0,3,0,5,3,0,3,0,8,0,0,8,0,9,3,0,6,0,8,19,4,13,0,36,6,0,26,0,36,74,14,31,0,124,34,16,22,4,71,36,33,22,3,96,33,41,16,3,93,18,31,12,0,62,22,41,8,0,64,35,63,8,0,103,28,32,7,0,62,12,23,3,0,32,6,10,3,0,15,10,14,0,0,24,25,38,27,0,88,11,3,0,0,20,374,354,209,18,958
UCL115085,0,0,3,0,3,3,0,0,0,3,3,0,8,0,8,0,0,3,0,4,10,8,3,0,21,6,0,11,0,19,39,7,7,0,57,7,10,3,0,23,19,8,12,3,41,14,3,3,0,18,8,9,0,0,20,5,4,0,0,9,3,10,4,0,20,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,3,12,4,0,21,6,3,0,0,13,132,88,64,7,290
UCL115086,0,0,3,0,5,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,18,0,7,0,21,12,5,7,0,24,53,3,9,0,64,13,3,7,0,25,22,4,10,0,36,11,12,3,0,23,4,9,3,0,14,11,6,0,0,17,15,16,0,0,25,3,14,0,0,12,4,5,0,0,7,0,0,0,0,0,0,4,0,0,4,7,9,6,0,25,8,0,3,0,15,179,89,57,3,329
UCL115087,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,6,3,4,0,16,3,0,13,0,18,32,4,15,0,50,18,7,9,4,39,17,10,12,0,41,19,24,5,0,49,13,21,3,0,40,8,11,3,0,22,21,30,0,0,47,11,25,0,0,29,0,14,0,0,16,0,11,0,0,13,3,0,0,0,3,14,18,4,0,40,12,0,0,0,12,184,174,77,7,444
UCL115088,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,4,18,0,0,0,17,13,3,0,0,19,11,6,0,0,24,9,5,10,0,27,3,10,4,0,18,6,8,0,0,14,17,21,0,0,39,10,12,0,0,26,11,16,0,0,30,8,10,0,0,19,8,23,0,0,35,6,16,5,0,29,0,0,0,0,3,140,133,33,3,306
UCL115089,6,0,3,0,7,0,0,3,0,3,3,0,3,0,3,0,0,5,0,5,11,0,18,0,33,8,3,17,0,27,83,11,24,0,120,33,6,28,0,64,42,31,23,4,100,24,26,8,3,63,11,21,9,0,38,10,28,5,0,40,16,19,3,0,36,12,7,0,0,21,3,5,0,0,10,3,5,0,0,6,10,16,0,0,20,17,20,11,0,51,5,0,5,0,12,297,195,157,15,661
