UCL_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
UCL122125,42,1609,661,273,2067,0.8,1791,2.9
UCL122126,37,1842,701,400,1908,0.8,1829,3.1
UCL122127,35,1595,640,375,1597,0.8,1458,2.7
UCL122128,52,1300,662,200,1449,0.8,1148,2.3
UCL122129,42,1374,547,270,1198,0.9,1120,2.7
UCL122130,36,1300,628,250,1437,0.7,1303,2.5
UCL122131,40,2500,804,375,2482,0.8,2333,3
UCL122132,55,685,396,0,785,0.7,703,2.2
UCL122133,35,2600,1197,350,2903,0.8,2865,3.1
UCL122134,59,1000,525,135,1208,0.6,890,1.7
UCL122135,52,1966,721,0,2075,0.6,2045,2.6
UCL122136,47,1100,490,135,1521,0.7,909,2.2
UCL122137,45,737,481,200,982,0.7,785,2.1
UCL122138,52,1300,627,230,1916,0.7,1375,2.5
UCL122139,47,1408,578,325,1180,0.6,1096,2.3
UCL122140,38,275,959,245,2091,1,1420,1.7
UCL122141,44,750,378,160,822,0.8,790,2.6
UCL122142,55,1517,496,221,1187,1,784,1.7
UCL122143,41,1744,656,305,1452,0.7,1375,2.5
UCL122144,51,732,542,125,1187,0.8,899,2.1
UCL122145,21,0,328,100,599,0.9,687,4
UCL122146,55,659,461,105,1228,0.7,719,2
UCL122147,52,715,464,123,1233,0.7,769,2
UCL122148,53,954,478,225,1031,0.8,937,2.1
UCL122149,53,488,462,83,1140,0.7,756,1.9
UCL122150,42,1539,621,358,1548,0.8,1337,2.4
UCL122151,40,1135,407,305,871,0.7,881,2.5
UCL122152,49,1473,480,318,1053,0.8,900,2.1
UCL122153,52,1083,423,225,1010,0.8,763,2.1
UCL122154,51,542,448,70,1020,0.7,829,2.2
UCL122155,54,563,460,90,1047,0.7,758,2.2
UCL122156,58,765,370,200,719,0.7,562,1.8
UCL122157,56,975,465,200,1012,0.6,774,2.1
UCL122158,39,2156,754,450,1952,0.9,1825,2.9
UCL122159,45,650,457,150,1166,0.8,881,2.2
UCL122160,43,1517,575,250,1328,0.8,1170,2.6
UCL122161,39,1365,572,260,1341,0.8,1098,2.5
UCL122162,52,867,470,175,1037,0.7,806,2.1
UCL122163,55,700,397,150,820,0.8,696,1.9
UCL122164,59,1105,439,250,949,0.7,691,1.9
UCL122165,47,1625,602,225,1671,0.8,1394,2.3
UCL122166,48,1733,643,345,1637,0.7,1305,2.3
UCL122167,33,2290,803,650,2625,0.9,2772,3.7
UCL122168,48,710,404,165,966,0.7,770,2.1
UCL131777,45,1733,626,200,1601,0.8,1367,2.7
UCL179997,58,0,540,0,0,0,0,0
UCL199994,39,0,405,0,0,0,0,0
