UCL_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL115103,7,11,11,6,10,25,12,34,0,122,16,23,20,24,26,27,9,28,4,170,3,15,7,23,32,28,14,28,8,156,11,31,31,32,11,5,12,11,0,146,4,22,15,25,27,11,0,11,3,127,3,28,16,19,22,11,6,8,0,108,3,7,3,4,8,7,5,8,4,42,6,39,26,29,14,14,4,6,0,142,0,3,0,0,3,0,0,3,3,12,45,188,137,157,149,130,63,140,23,1028
UCL115104,9,4,3,12,23,23,21,50,0,143,12,15,20,16,30,28,16,22,8,173,4,17,9,17,43,40,30,27,3,192,8,29,27,33,30,22,7,13,3,171,13,10,17,28,27,20,7,15,0,133,4,24,14,16,17,9,5,8,0,99,16,6,7,4,21,30,20,27,6,131,10,40,32,20,51,81,32,19,5,287,3,0,4,0,3,3,3,5,9,21,70,145,131,149,238,267,133,182,35,1358
UCL115105,3,9,5,9,23,36,20,46,0,148,0,9,18,20,31,47,22,30,0,171,4,4,17,13,53,50,31,36,3,211,8,27,25,38,35,18,11,25,0,183,4,12,16,28,36,18,3,4,3,127,0,29,16,18,12,8,12,3,3,113,6,10,9,7,33,17,13,36,5,134,4,22,12,21,36,25,14,13,10,146,0,0,0,0,3,3,0,0,10,17,33,123,117,151,265,222,123,188,35,1255
UCL115106,0,3,0,6,15,18,9,36,4,102,4,4,6,17,15,17,9,19,0,95,3,5,7,8,21,36,8,28,3,125,3,13,21,20,26,9,4,12,0,113,0,5,13,11,15,16,13,6,0,79,0,15,12,6,9,3,8,9,0,55,3,3,6,3,17,16,30,40,0,121,3,23,17,13,14,18,9,15,0,110,0,0,0,0,0,0,3,3,6,18,18,81,75,97,131,133,94,173,17,818
UCL115107,4,8,8,4,7,17,9,35,0,94,7,6,16,10,17,10,11,13,0,92,3,6,5,12,32,45,21,34,6,163,3,21,12,24,24,13,0,6,3,106,4,13,14,17,23,11,0,5,0,80,3,21,13,9,10,3,9,4,3,80,15,10,0,4,46,28,26,63,4,194,5,25,16,6,38,12,10,6,5,133,4,0,4,3,0,5,3,3,9,27,40,115,91,91,206,142,95,159,27,966
UCL115108,3,14,16,14,40,23,24,41,0,172,14,57,57,76,63,65,27,51,4,417,9,24,27,47,61,67,26,35,8,300,11,64,54,61,36,9,3,7,3,243,11,39,30,29,37,25,3,16,0,198,4,37,32,41,26,20,12,5,7,184,4,5,7,22,11,5,3,19,3,78,12,56,35,24,26,28,4,4,9,194,3,4,0,0,3,0,3,0,21,31,64,297,266,309,297,251,110,181,54,1826
UCL115109,3,6,5,15,22,22,17,37,3,121,8,22,33,45,54,67,22,30,4,287,6,3,16,20,34,42,17,20,3,164,10,36,30,44,39,20,13,9,0,201,5,24,28,32,45,31,4,14,0,177,13,37,20,27,15,10,11,11,3,149,9,3,4,8,16,10,6,10,0,66,14,35,21,9,13,10,6,10,0,126,0,0,0,0,3,0,0,0,3,10,72,166,167,196,250,209,97,132,14,1307
UCL115110,3,0,0,3,11,4,4,4,0,32,3,4,3,14,17,17,9,10,0,67,0,6,6,7,13,12,5,10,3,62,0,7,8,17,17,3,3,3,3,63,0,14,9,5,16,3,3,0,0,39,3,22,5,7,7,3,0,0,0,42,0,4,0,3,7,8,4,3,0,26,0,9,8,16,6,6,3,4,3,59,0,4,0,0,0,0,0,0,4,9,11,68,45,64,96,52,26,29,11,400
UCL115111,0,11,3,9,5,14,12,29,4,92,6,10,12,19,14,13,9,14,0,101,0,12,14,5,22,26,8,15,0,106,5,25,12,17,18,4,3,3,0,90,0,15,18,13,12,11,3,11,0,75,0,14,5,7,4,0,3,4,0,47,3,0,3,3,7,3,7,8,0,36,6,24,8,5,5,0,4,3,3,63,0,4,0,0,0,0,0,0,0,7,25,112,83,87,93,76,44,89,10,622
UCL115112,3,12,3,12,39,40,29,68,7,215,13,20,34,47,73,90,30,42,0,350,13,13,14,21,50,66,32,64,6,275,11,32,41,26,35,19,17,9,3,200,21,30,35,37,57,46,4,21,0,246,4,26,15,16,24,13,19,17,0,138,6,12,7,6,26,24,18,31,0,129,7,29,17,13,20,20,11,9,0,139,3,3,0,0,5,5,0,0,6,23,80,171,178,179,328,325,163,265,31,1722
UCL115113,12,4,6,12,29,51,16,98,3,226,11,10,20,23,30,38,26,36,0,193,3,0,15,11,48,59,34,79,5,258,0,22,15,26,19,20,6,9,3,122,10,17,45,52,50,43,12,22,3,248,4,19,15,8,17,20,3,15,0,98,3,3,6,3,11,14,7,26,3,76,3,9,7,11,15,19,5,11,0,79,0,0,4,3,5,3,0,3,3,22,39,90,132,150,217,274,126,287,19,1328
UCL115114,3,3,0,4,3,6,4,10,0,29,0,9,9,6,8,8,0,4,0,51,3,7,0,6,34,18,17,11,3,109,4,25,23,21,17,18,0,6,5,115,0,9,15,12,16,3,6,3,0,61,0,12,9,8,4,3,0,3,4,50,3,0,5,4,19,25,18,16,0,103,0,8,11,7,25,14,3,4,3,82,0,0,0,0,0,3,3,0,3,12,21,69,75,76,132,101,51,64,21,612
UCL115115,0,5,3,11,15,12,14,26,0,84,8,10,17,19,42,25,6,23,0,140,3,12,4,13,28,38,14,25,0,134,11,12,28,22,31,14,3,8,3,133,0,13,8,14,27,14,0,0,0,94,4,13,18,15,19,6,3,9,3,91,9,6,3,5,22,27,28,41,3,138,3,29,10,17,30,24,14,13,0,149,0,0,0,0,0,4,0,3,9,12,35,99,98,124,219,163,85,145,20,986
UCL115116,3,0,5,8,25,37,23,58,3,169,17,26,31,39,59,52,31,38,0,291,5,16,14,14,68,89,52,69,7,325,8,38,30,37,43,19,21,10,3,212,3,29,32,34,74,59,27,18,0,275,6,42,24,26,30,25,12,7,0,172,0,8,10,9,43,26,23,49,3,173,4,29,14,29,27,39,14,20,3,175,0,0,3,3,9,4,0,10,5,28,55,180,162,199,370,352,207,275,24,1827
UCL115117,0,3,4,3,7,11,12,21,0,64,3,8,15,8,24,23,14,20,0,118,4,11,4,5,28,29,15,12,0,103,0,9,5,13,16,15,10,7,0,72,0,10,12,11,24,3,4,3,0,71,0,10,4,9,10,3,3,3,0,40,0,0,7,0,10,9,13,8,0,40,0,16,19,14,7,13,7,0,0,67,0,0,4,0,0,0,3,0,0,4,14,67,72,65,118,95,73,74,3,585
UCL115118,6,12,5,15,28,39,14,39,0,157,6,29,35,44,67,65,35,36,0,311,6,14,15,22,62,45,30,40,7,246,11,31,29,52,24,20,7,6,4,191,3,30,35,48,65,27,11,14,0,231,3,36,18,23,25,11,4,12,3,135,3,9,7,10,15,13,19,13,3,79,5,49,34,40,29,24,6,17,3,214,4,5,0,0,4,4,3,3,5,25,44,215,179,251,330,251,132,175,25,1596
UCL115119,9,6,0,9,31,35,33,79,3,216,13,22,28,31,44,69,42,76,9,336,3,15,18,37,77,92,62,70,6,384,11,42,31,33,29,10,15,11,3,191,11,24,30,29,64,31,16,15,3,212,10,49,31,27,19,17,13,10,3,185,5,16,24,32,57,31,42,67,0,283,6,64,28,63,113,41,20,20,5,360,3,3,0,0,6,8,0,7,5,38,74,253,198,259,450,330,248,350,40,2199
UCL115120,9,3,9,11,21,26,17,35,3,119,10,23,19,34,32,40,16,27,3,208,3,16,10,21,54,56,32,28,4,229,7,26,28,20,28,16,13,10,0,144,4,26,27,19,32,19,8,4,0,141,0,22,5,9,13,15,4,0,0,77,0,3,3,5,11,6,10,7,4,54,7,29,15,16,9,11,12,11,3,107,0,0,0,0,0,3,0,3,0,16,45,154,125,138,195,183,108,125,16,1097
UCL115121,6,5,6,20,31,54,34,119,3,276,14,18,31,19,60,51,23,50,0,273,4,16,17,20,86,103,55,111,5,420,12,35,37,42,42,38,22,15,0,234,13,46,48,51,81,106,26,37,3,408,3,51,25,19,35,36,3,21,0,202,9,7,8,14,45,52,30,93,3,255,14,52,21,24,43,51,17,32,9,256,4,5,3,3,9,5,0,5,11,45,72,227,205,212,435,501,216,471,31,2374
UCL115122,5,4,4,5,15,16,8,18,0,67,5,14,3,15,24,22,8,25,3,121,0,8,7,5,15,11,3,6,3,60,0,15,8,12,6,4,4,6,3,58,0,11,17,14,16,5,5,3,0,70,0,17,14,9,8,0,0,8,0,65,0,0,0,0,0,5,0,4,0,14,3,10,10,8,9,7,0,0,0,45,0,0,0,0,0,0,0,0,0,3,19,82,63,73,87,74,31,70,11,507
UCL115123,0,3,3,8,10,3,0,8,0,36,3,9,9,11,3,10,11,11,0,60,0,9,6,16,18,18,10,11,4,90,3,16,11,15,3,7,0,0,5,47,0,11,8,5,0,3,3,3,0,39,4,3,13,3,12,0,0,3,0,40,3,4,0,3,3,4,0,6,0,21,3,12,5,11,8,0,4,3,7,55,0,0,0,0,0,0,0,0,0,5,13,73,53,70,58,48,30,45,22,412
UCL115124,0,4,3,12,13,14,13,29,0,92,8,32,42,52,23,33,18,25,9,229,4,12,23,20,18,23,10,18,0,133,3,21,23,29,10,5,3,10,0,105,0,10,16,12,21,6,8,6,3,87,11,23,17,14,17,7,4,4,0,99,0,0,4,4,0,3,3,3,0,21,6,31,15,15,7,6,0,12,0,91,3,0,0,5,4,3,0,0,0,10,35,140,132,166,125,101,56,101,14,866
UCL115125,0,3,7,11,11,27,11,29,0,98,3,21,44,30,24,56,27,45,0,264,3,7,3,11,18,38,19,13,0,107,3,17,14,15,12,9,7,8,3,85,3,14,18,13,14,11,3,0,0,83,0,15,6,6,3,16,3,3,0,52,0,0,0,3,0,0,3,3,0,11,0,13,3,5,0,0,0,3,4,38,0,0,3,0,0,0,0,3,3,8,19,87,98,94,86,161,72,108,13,742
UCL115126,5,11,9,3,13,20,6,29,0,94,4,11,19,14,19,14,7,10,3,101,6,11,13,19,40,37,12,17,3,156,9,20,22,32,22,14,6,9,3,146,3,7,20,20,22,9,3,9,3,95,5,22,9,10,12,10,0,5,0,78,0,7,5,7,18,12,11,6,0,70,3,30,15,18,14,8,3,4,3,103,0,4,0,0,0,9,0,0,9,30,38,131,130,122,156,135,47,87,24,870
UCL115127,5,8,10,10,32,31,25,43,4,166,15,20,21,34,51,52,26,36,0,253,8,17,16,18,84,91,50,66,5,355,15,24,37,47,57,36,12,12,3,249,9,18,15,37,72,32,23,19,3,232,5,38,30,39,37,20,8,15,4,199,9,8,7,13,40,41,35,78,4,243,10,46,30,30,53,44,24,27,0,266,3,0,0,0,6,5,3,5,8,29,78,171,167,217,438,363,207,301,42,1994
UCL115128,7,9,9,7,20,11,14,31,0,101,12,14,19,15,25,19,10,17,0,125,10,19,18,18,58,70,26,40,7,269,22,37,33,44,39,23,10,4,8,215,13,16,23,34,53,26,6,15,0,174,6,34,20,33,25,14,5,3,3,146,6,12,12,10,22,31,20,40,0,145,12,42,19,23,30,27,8,14,3,176,0,0,3,3,5,7,0,0,11,33,83,173,153,182,273,228,100,162,27,1391
UCL115129,3,3,3,7,6,18,12,38,0,90,12,18,21,18,24,23,13,28,5,166,7,12,4,4,18,22,6,17,0,94,3,13,13,13,23,6,3,3,0,76,7,5,10,23,20,8,5,4,0,81,3,10,16,6,4,5,6,0,0,57,0,3,0,3,4,3,0,0,0,18,5,12,4,7,20,8,3,0,0,65,0,0,0,0,0,0,0,0,3,3,37,75,71,83,126,98,52,91,13,645
UCL115130,3,0,5,3,5,13,0,24,0,59,3,6,12,15,14,6,3,4,0,69,4,9,12,9,24,25,18,12,0,109,4,20,18,26,10,12,9,3,0,98,3,19,13,9,5,3,3,5,0,65,0,17,6,7,13,11,0,3,3,66,5,0,3,6,13,3,8,11,0,42,6,21,6,14,9,6,0,5,0,73,0,0,0,0,0,0,0,0,3,7,27,94,65,91,95,85,42,73,10,584
UCL115131,4,9,3,10,27,44,29,53,0,188,17,14,13,33,37,42,17,45,5,223,3,14,16,21,60,61,45,38,9,266,4,43,28,38,26,15,9,16,4,185,13,26,26,33,49,23,10,3,0,180,3,51,12,43,26,21,17,13,3,186,6,3,10,14,25,18,14,21,0,114,12,38,30,30,29,32,22,22,4,211,0,0,0,0,0,3,0,0,10,16,58,206,145,208,279,257,160,213,33,1567
UCL115132,3,3,3,6,17,17,7,41,0,101,0,12,7,8,17,14,9,21,0,96,8,9,17,8,29,18,13,21,3,128,9,22,14,27,19,6,4,17,0,131,3,13,15,19,28,10,7,0,0,96,5,27,13,16,16,8,3,11,0,99,3,7,5,4,17,5,6,16,0,71,5,37,15,20,14,12,8,9,3,128,3,4,0,0,0,0,0,0,9,21,43,137,102,110,160,102,56,139,24,880
UCL115133,0,0,0,0,7,13,14,34,3,72,0,13,7,8,23,27,16,20,3,120,3,3,8,8,35,35,15,41,3,155,3,14,7,32,23,5,13,9,3,111,3,11,25,21,27,19,17,5,4,133,0,21,12,6,14,11,4,0,0,68,4,3,5,5,15,17,10,27,0,93,0,25,12,10,17,15,3,9,0,91,0,0,0,3,0,4,4,0,3,18,20,86,89,95,169,140,95,142,20,861
UCL115134,0,9,3,13,21,28,15,51,0,144,11,22,25,28,29,37,16,42,3,204,9,13,14,20,43,71,40,53,9,269,8,27,23,23,36,12,3,13,0,145,11,20,18,23,43,28,12,17,5,187,7,30,20,9,21,22,6,14,3,127,3,3,7,6,30,17,17,38,8,129,3,18,23,17,35,23,24,12,4,149,0,3,4,4,4,4,3,0,6,21,56,147,130,132,263,238,143,238,41,1382
UCL115135,5,10,3,14,7,15,11,54,0,122,4,16,16,17,15,12,7,16,0,92,0,8,12,7,25,24,16,33,3,130,5,20,20,21,10,3,4,6,0,84,3,12,15,13,16,7,3,3,0,70,0,18,17,9,3,3,0,3,0,58,0,10,3,3,9,4,5,26,3,70,7,28,8,14,23,18,15,10,7,121,0,0,0,0,0,5,0,0,5,17,27,121,87,107,111,86,70,151,19,769
UCL115136,0,0,0,3,7,4,6,13,0,42,3,3,13,9,3,12,0,6,0,55,0,3,3,9,15,15,7,4,0,59,0,13,5,13,3,10,3,0,0,47,3,3,3,11,12,6,4,3,0,55,0,14,3,4,4,7,0,3,0,34,0,0,6,7,5,5,4,3,0,22,0,11,6,4,3,5,0,0,0,31,0,0,0,0,0,3,0,0,3,6,6,46,42,61,54,61,31,38,4,346
UCL115137,0,3,5,3,14,5,12,19,0,58,0,3,3,5,11,15,3,12,0,54,4,4,3,8,22,13,10,15,3,85,6,15,7,15,18,10,4,3,0,79,0,7,7,10,18,4,3,5,0,49,0,22,6,6,5,5,0,0,0,44,5,0,3,3,16,7,7,37,0,84,3,20,17,10,19,23,12,11,0,115,0,3,0,0,3,0,0,3,5,12,26,68,48,70,125,83,53,110,16,586
UCL115138,0,8,3,4,15,11,8,24,0,76,8,13,14,20,22,23,8,12,0,119,10,9,16,9,31,22,4,17,4,131,8,20,28,24,11,5,3,7,0,103,0,10,11,20,20,12,6,6,0,83,3,13,16,14,11,9,0,6,4,76,4,3,3,0,10,4,0,3,0,25,0,24,3,9,9,6,0,0,0,70,4,0,0,0,0,0,0,0,0,12,36,102,95,103,135,88,31,76,14,690
UCL115139,3,5,4,5,19,15,12,25,4,95,4,14,16,22,27,18,9,28,0,138,0,12,12,10,47,38,26,19,4,158,3,27,20,24,21,5,3,7,0,111,6,13,24,25,50,11,10,5,0,137,5,23,17,14,18,6,4,0,0,93,6,6,6,0,12,10,6,4,0,57,5,42,17,21,39,12,7,10,0,152,0,0,0,5,3,0,0,0,8,15,28,141,117,123,235,121,73,102,15,961
UCL115140,0,10,7,8,15,12,6,34,0,88,9,12,19,19,33,28,14,14,0,155,6,4,13,16,36,21,20,23,3,130,3,24,20,27,18,9,3,3,0,113,3,14,18,24,19,13,7,6,0,103,0,24,4,15,17,10,3,3,0,78,0,9,5,11,17,4,6,14,5,71,3,20,34,15,23,16,11,18,3,141,0,3,0,4,0,0,0,0,5,15,33,122,114,139,177,110,65,112,17,885
UCL115141,3,0,8,4,7,11,3,20,0,49,9,9,20,15,20,18,13,23,0,130,4,5,3,7,16,11,3,7,0,58,4,12,22,13,11,4,4,0,3,69,3,14,6,10,18,10,0,3,0,61,0,8,3,3,9,0,0,3,3,34,0,4,5,0,3,0,0,3,0,18,0,8,9,6,3,4,0,10,0,45,0,0,0,0,0,0,0,0,0,3,22,65,75,59,81,64,28,78,9,480
UCL115142,6,12,10,16,20,23,22,50,0,152,14,32,43,39,49,37,26,38,3,293,3,8,7,20,34,45,30,28,4,173,10,31,20,24,20,15,9,9,3,131,9,21,16,18,39,12,6,5,0,123,0,26,18,12,11,10,3,6,0,92,0,5,3,3,0,3,3,8,0,30,3,28,14,14,5,3,3,0,0,74,3,0,0,0,4,0,0,0,7,23,48,156,130,142,180,153,111,149,19,1096
UCL115143,4,6,4,3,6,9,7,32,5,78,0,0,5,6,6,14,5,8,4,64,0,0,3,8,18,27,7,11,0,90,5,15,11,6,9,4,3,7,0,62,0,12,9,14,18,9,3,8,0,65,4,9,8,9,10,3,8,0,0,47,0,0,3,3,7,5,12,15,3,56,0,17,19,15,14,19,6,8,5,95,0,0,0,0,0,0,0,0,3,10,20,64,63,83,88,85,58,90,20,559
UCL115144,0,0,0,0,10,6,4,13,0,39,5,10,0,3,21,17,6,25,0,89,7,5,5,5,16,15,7,8,3,69,6,6,9,14,31,17,6,13,0,104,3,0,0,10,22,4,6,0,0,47,3,0,4,9,8,9,4,0,0,39,0,0,0,3,13,8,0,7,0,31,3,8,9,10,15,12,5,12,3,79,0,0,0,3,3,0,0,0,6,17,26,42,28,59,131,90,42,80,20,516
UCL115145,0,0,3,9,3,16,13,21,3,59,4,3,5,9,11,17,3,4,0,60,3,4,4,3,21,28,16,23,0,105,0,7,7,10,4,7,0,6,0,39,0,16,12,19,27,17,8,3,0,100,0,14,6,3,10,4,3,8,0,47,4,3,0,11,11,13,5,15,0,59,0,14,3,7,6,7,0,7,3,51,0,0,0,0,0,0,0,3,3,9,11,52,48,64,95,114,56,82,12,535
UCL115146,3,4,0,4,8,7,3,18,0,45,4,8,11,5,13,11,4,12,3,63,3,7,9,8,31,30,12,18,3,128,4,16,8,16,33,16,8,9,3,111,0,9,18,21,25,14,9,0,0,98,0,16,18,12,14,0,7,4,0,75,7,3,8,3,13,24,25,41,6,134,0,29,15,13,28,15,3,4,3,113,0,0,0,0,3,0,0,0,0,7,26,89,89,93,169,118,71,100,23,772
UCL115147,0,0,3,10,0,0,3,11,0,30,3,3,3,8,7,10,3,12,0,54,0,8,6,3,20,14,11,9,0,68,0,4,9,10,5,6,3,3,0,49,3,7,4,6,11,9,5,3,0,43,0,11,4,7,3,6,3,0,0,32,3,3,3,7,15,11,5,3,0,49,0,7,10,5,19,13,8,5,0,67,3,0,0,0,0,3,0,4,3,12,12,47,44,56,85,62,36,49,7,396
UCL115148,5,3,3,0,7,15,0,21,0,58,4,0,3,7,11,12,9,19,0,70,5,4,7,6,19,27,14,10,0,83,4,4,12,17,16,8,3,9,3,64,8,5,4,9,12,3,3,3,0,49,0,5,4,7,9,3,4,3,0,46,4,0,0,3,13,13,6,11,0,52,0,16,7,3,10,14,3,9,4,79,0,0,0,0,4,0,0,0,3,13,26,42,34,50,98,97,41,95,15,509
UCL115149,0,0,3,3,10,18,6,24,3,61,3,5,6,9,14,18,13,13,0,88,3,4,0,5,16,22,8,23,0,77,0,8,11,12,8,5,3,4,0,50,3,5,6,12,9,10,3,3,0,58,3,18,10,5,5,9,3,6,0,68,3,3,4,3,8,19,10,44,3,94,3,12,10,8,9,14,0,19,3,85,6,3,0,3,0,0,0,0,4,14,18,66,54,72,85,103,48,140,17,602
UCL115150,0,0,5,7,15,15,16,43,3,107,7,11,9,23,35,51,16,28,3,183,6,9,13,11,50,40,28,29,7,188,11,32,25,60,61,51,16,30,6,286,9,12,9,22,54,22,7,12,3,140,3,39,19,32,21,6,3,7,3,136,3,7,5,13,22,14,12,18,3,104,7,36,28,31,33,34,10,19,5,204,0,3,0,0,3,0,0,0,10,21,47,149,121,193,293,235,114,184,41,1374
UCL115151,0,0,9,3,11,5,6,19,0,55,4,4,8,13,8,17,4,7,0,56,0,3,5,5,3,7,5,14,3,41,9,10,9,4,5,8,0,3,3,45,0,6,4,3,18,3,0,3,0,36,3,11,4,0,12,0,0,0,0,34,0,0,3,0,6,9,6,7,0,30,9,9,4,5,11,9,7,3,7,60,0,3,0,0,3,0,0,0,9,9,18,47,42,40,71,51,20,56,21,362
UCL115152,0,0,0,7,6,0,0,6,0,20,5,3,0,3,11,8,6,3,0,38,0,7,3,8,14,7,6,6,0,51,4,10,13,12,10,3,3,5,0,58,0,4,7,7,8,4,0,4,0,29,4,9,5,8,9,0,0,0,3,47,3,3,3,7,24,8,13,12,0,68,0,15,10,8,13,11,0,4,3,65,0,0,0,0,0,0,0,0,3,6,17,55,36,63,99,44,29,38,14,396
UCL115153,8,9,7,13,15,31,15,52,3,151,3,3,10,18,29,29,25,35,3,163,0,18,9,14,31,39,9,51,6,178,7,22,25,15,18,0,5,12,0,101,3,13,19,29,29,11,10,7,0,131,5,18,18,9,18,16,10,9,0,100,7,9,7,7,15,24,21,65,3,161,3,30,18,18,26,15,3,14,7,138,3,0,3,3,3,0,0,3,8,24,44,126,121,120,179,171,103,254,31,1146
UCL115154,0,0,7,4,18,27,16,56,0,132,4,8,21,18,23,24,15,33,0,144,3,9,11,11,35,63,35,54,5,220,5,21,16,11,24,8,6,9,3,101,9,15,26,29,32,38,19,15,3,187,4,22,12,8,16,15,7,3,0,87,4,0,4,3,10,16,6,35,3,82,3,19,13,7,14,22,7,14,0,96,3,0,0,0,4,0,0,3,8,15,32,96,108,97,168,213,106,215,20,1060
UCL115155,0,3,3,8,14,20,18,40,0,103,10,8,5,17,18,28,8,31,0,124,0,3,0,6,25,34,15,27,3,118,4,12,3,9,16,7,9,4,0,69,3,18,28,10,33,22,10,10,0,124,0,21,18,4,10,10,0,5,0,67,0,3,7,0,12,17,9,21,0,70,0,12,12,0,7,4,3,3,5,49,0,0,0,0,3,3,0,0,0,10,24,82,71,60,135,146,73,133,12,733
UCL115156,9,0,4,11,15,20,18,33,0,106,9,12,26,30,47,38,14,17,0,196,17,12,12,7,66,49,27,29,4,224,10,35,40,53,43,17,11,12,3,217,8,16,15,30,38,34,12,7,0,157,4,46,41,39,21,9,10,9,3,184,12,6,6,14,24,18,18,31,0,125,46,34,46,44,42,48,19,11,16,294,0,0,0,0,3,0,0,3,18,29,102,155,192,227,299,238,129,148,45,1531
UCL115157,0,0,0,6,17,18,19,34,0,95,9,17,22,31,54,37,27,31,0,222,0,6,4,9,30,28,14,15,0,114,4,12,13,38,22,6,4,4,0,105,3,15,19,22,33,26,9,6,0,133,6,35,22,16,17,13,3,15,0,123,0,3,3,6,11,10,6,13,0,57,6,28,18,10,30,12,3,3,0,102,0,5,0,0,3,0,0,0,7,17,26,116,104,144,219,147,82,123,12,965
UCL115158,20,17,28,38,60,80,32,81,5,362,16,23,25,33,53,27,19,29,0,221,3,15,7,28,63,41,15,35,7,214,12,31,33,60,17,25,7,7,9,199,3,25,18,35,41,31,12,9,0,179,9,35,25,19,29,11,5,4,0,133,4,11,8,11,20,12,7,19,0,97,16,72,72,70,101,44,19,18,7,420,0,0,3,0,4,3,0,3,20,32,77,230,219,297,392,272,115,206,47,1858
UCL115159,0,0,0,9,12,15,8,21,0,76,3,3,5,15,15,29,8,6,0,73,3,7,8,12,34,31,15,17,0,121,0,8,20,21,10,8,3,4,0,69,3,13,13,16,15,15,4,0,0,83,3,19,22,12,10,6,0,3,0,78,7,3,0,4,20,9,15,18,0,76,5,26,15,13,15,12,0,11,3,102,0,0,0,0,3,0,0,3,3,12,21,83,91,96,137,121,45,80,9,697
UCL115160,0,3,7,0,14,9,0,22,0,60,0,5,10,9,8,15,6,9,0,71,3,3,3,10,19,23,6,14,3,93,3,8,8,10,12,6,3,0,0,50,5,6,6,14,18,12,6,3,0,57,3,21,15,12,6,6,3,3,0,65,0,0,7,3,4,12,0,9,3,44,3,4,6,15,8,3,8,11,0,59,0,0,0,0,3,0,0,0,0,5,21,55,61,72,85,77,37,76,8,496
UCL115161,0,3,3,0,12,12,7,10,0,40,0,3,0,8,6,10,9,3,0,50,0,3,3,3,23,16,5,18,3,80,4,3,0,12,9,4,0,0,0,39,0,3,6,7,23,7,10,3,0,58,3,22,11,7,16,0,0,0,3,55,4,0,0,0,10,10,5,9,0,43,6,14,4,16,19,23,3,8,3,98,0,0,0,0,0,5,0,0,3,13,24,47,32,52,111,91,42,59,14,474
UCL121001,3,0,4,4,0,4,3,9,0,30,0,0,0,3,7,4,0,9,0,34,5,5,0,3,11,14,9,9,0,53,0,11,12,5,8,0,0,3,0,42,3,7,0,7,3,3,4,6,0,39,3,3,8,5,0,0,0,0,0,23,3,0,0,4,10,8,4,30,4,60,3,8,12,4,6,5,0,3,0,42,0,0,0,0,0,3,0,3,0,7,20,39,35,34,48,46,26,73,5,326
UCL121002,0,0,3,0,3,3,0,19,0,35,4,3,3,5,5,7,0,3,3,29,0,0,0,3,3,3,0,6,0,16,0,4,5,5,6,0,0,0,0,25,0,4,3,5,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,10,0,0,0,0,4,4,0,0,0,15,0,3,5,3,12,8,0,5,0,37,0,0,0,0,0,0,0,0,5,10,4,18,19,19,32,39,11,39,11,191
UCL121003,0,4,4,3,0,10,4,11,0,32,5,3,11,9,5,7,0,9,0,52,0,7,0,6,3,8,4,3,3,44,5,3,11,4,4,0,0,0,0,25,3,9,6,9,3,0,3,0,0,26,3,10,3,3,3,0,0,5,0,30,0,0,0,0,3,0,0,0,0,5,0,9,0,8,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,3,14,45,33,36,26,38,14,31,3,246
UCL121004,0,7,3,0,0,0,3,12,0,26,0,0,3,13,9,4,3,3,0,32,4,3,6,0,9,13,6,9,0,48,0,0,0,12,5,4,0,5,0,30,4,8,4,3,13,5,0,3,0,41,0,7,3,7,4,0,0,3,0,21,0,0,3,3,4,3,0,3,0,15,4,4,4,0,8,3,0,0,0,27,0,0,0,0,0,0,0,0,3,3,11,30,25,40,42,37,14,34,5,245
