LGA_CODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
LGA12930,1223,3351,2217,21806,682,29276,8,6,3,54,4,75,23653,209,294,261,532,24951,1610,115,61,218,49,2054,328,85,51,121,8,590,5230,2321,1562,13655,664,23431,1382,26,98,7,46,1560,253,38,27,138,4,460,729,180,93,988,49,2043,6554,834,368,2064,216,10039,289,43,16,33,7,388,2145,58,46,18,36,2293,1159,594,365,5822,164,8099,3157,687,282,1291,132,5544,496,3,15,12,10,538,3028,323,162,269,199,3975,2920,214,79,214,88,3512,580,133,73,175,23,982,1039,57,44,16,46,1203,437,134,72,33,18,688,399,37,28,60,4,535,407,26,9,35,15,490,1273,608,370,3402,93,5748,595,37,16,30,12,684,257,25,9,11,13,312,644,51,20,35,18,767,175,3,10,11,3,205,219,15,8,19,7,268,577,10,6,3,22,617,159,60,21,161,6,405,8879,644,492,610,327,10947,1830,208,129,901,5848,8914,66057,7209,4501,39694,8799,126263,1270,2971
LGA12950,10,75,60,2259,71,2478,0,0,0,53,7,56,6,0,0,12,0,19,0,0,0,0,0,0,20,7,0,5,0,32,86,68,50,1312,64,1578,8,0,0,0,0,8,0,0,0,5,0,9,4,6,3,145,6,166,3,0,0,4,0,9,0,0,0,0,0,4,4,0,0,0,0,4,6,14,7,419,12,466,8,0,4,13,5,23,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,15,4,3,0,0,22,7,0,4,0,0,10,7,4,0,4,0,10,0,0,0,0,0,3,23,23,15,274,5,336,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,0,15,15,4,5,28,0,56,0,7,0,114,175,291,205,138,95,3757,329,4519,7,74
LGA13010,12,181,133,3966,90,4385,0,0,3,49,0,51,6,0,0,30,0,37,0,0,0,0,0,3,39,5,3,33,3,83,284,153,132,2710,89,3373,7,0,5,0,0,14,7,0,3,20,0,32,48,20,9,322,5,408,5,3,0,5,0,17,6,0,0,3,0,13,5,3,0,0,0,7,44,35,28,867,17,983,10,11,3,40,3,66,3,0,0,0,0,3,0,0,0,10,0,14,0,0,0,0,0,0,3,3,0,6,0,13,3,3,7,5,0,14,12,9,3,12,3,33,5,5,0,4,0,15,5,0,0,4,0,12,66,52,33,697,10,861,3,0,0,0,0,4,5,0,0,0,0,6,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,21,0,40,63,9,7,48,0,134,5,3,5,254,435,706,560,317,240,7040,624,8782,11,148
LGA13310,54,678,435,11180,291,12634,0,3,3,39,3,47,74,4,8,49,7,138,26,0,0,4,4,32,128,33,29,75,3,267,940,601,402,7393,267,9605,58,0,11,0,4,76,26,9,0,50,0,88,152,61,29,525,23,790,93,29,3,48,7,183,42,9,4,4,0,59,28,0,3,3,0,29,187,153,69,2596,49,3064,123,46,14,157,8,354,3,0,0,0,0,4,23,11,3,16,0,55,8,0,0,0,0,12,48,16,11,42,3,122,26,5,9,5,3,52,54,35,15,13,0,122,53,20,0,40,4,120,19,7,0,9,0,27,242,139,105,1593,48,2122,20,0,0,8,0,26,8,0,4,3,0,20,34,3,0,15,0,53,0,0,0,0,0,3,14,0,3,0,0,14,17,0,0,0,0,15,30,18,17,81,0,146,318,80,34,135,23,586,67,40,23,611,1584,2318,2456,1240,777,19421,2193,26084,82,684
LGA13340,14,206,184,4271,131,4804,0,0,0,16,3,17,10,0,3,13,0,19,0,3,0,0,0,3,71,18,24,35,0,145,284,196,123,2667,75,3342,12,0,8,0,0,20,0,0,0,29,0,34,88,39,26,962,26,1141,4,0,0,8,0,22,8,0,0,3,0,7,3,0,0,0,0,4,36,44,22,854,23,986,15,19,4,59,8,99,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,8,0,16,17,0,5,0,0,20,16,12,5,5,0,40,16,3,4,8,0,27,0,0,0,3,0,6,52,51,32,774,22,933,4,0,0,0,0,3,8,0,0,0,0,4,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,16,7,9,19,0,48,75,17,32,72,9,204,13,7,6,249,271,548,656,395,299,7877,498,9727,14,194
LGA13450,197,561,304,7090,202,8351,0,7,3,141,0,151,64,6,6,41,3,116,5,0,3,3,0,8,54,37,11,59,3,156,635,416,271,4491,188,6005,79,0,15,0,0,93,9,7,0,31,0,45,82,34,19,526,18,672,15,3,7,18,0,46,3,8,0,0,0,13,462,8,3,3,24,501,73,68,53,1517,32,1749,3060,719,231,2212,124,6353,10,0,0,0,3,14,32,3,3,3,3,44,12,0,0,0,0,15,14,0,3,9,0,25,93,6,0,4,0,105,47,33,11,9,3,105,14,8,3,23,0,50,3,0,0,5,0,7,124,95,62,1150,36,1474,4,4,3,3,0,16,25,0,3,0,0,31,78,5,16,34,4,136,22,0,0,0,0,20,77,10,3,3,3,89,7,0,0,0,0,8,23,11,0,43,0,74,1071,106,47,82,34,1344,287,32,33,492,1275,2115,6132,1469,735,13637,1823,23798,165,549
LGA13510,12,217,139,5451,109,5930,0,0,0,20,0,20,28,0,0,13,0,42,0,0,0,0,0,0,34,16,3,27,0,76,274,188,125,3477,115,4183,5,0,4,0,0,10,4,3,3,15,0,26,42,13,6,291,12,370,7,0,0,8,0,15,4,0,0,4,6,12,9,5,3,0,0,13,41,34,27,1120,35,1265,19,16,6,38,0,85,0,0,0,0,0,0,4,3,0,4,0,14,0,0,0,0,0,0,4,4,0,6,0,15,3,3,0,5,0,13,11,10,13,4,0,34,8,4,0,7,0,19,0,0,0,6,0,7,69,56,45,624,18,807,11,0,0,0,0,7,0,0,0,0,0,0,7,0,0,12,0,15,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,8,4,8,0,18,0,36,71,27,9,65,6,182,9,21,3,353,259,641,597,390,241,9276,501,11006,18,179
LGA13550,12,218,187,5740,163,6321,0,0,0,37,0,42,15,0,3,27,3,45,0,0,0,0,0,0,38,12,12,21,3,83,202,185,123,3539,113,4166,22,0,10,3,0,29,3,0,0,23,5,29,40,21,9,374,6,446,8,6,3,8,0,27,3,0,0,0,0,10,0,0,4,0,0,3,47,31,30,1043,27,1181,15,5,0,53,3,78,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,14,3,3,13,0,32,5,4,4,10,0,24,17,4,7,10,0,38,3,9,0,4,0,20,5,0,8,5,0,17,56,56,29,703,20,869,0,0,0,0,0,3,4,0,4,0,0,11,4,0,0,4,0,6,0,0,0,3,0,3,0,3,0,0,0,3,6,0,6,0,0,13,16,9,3,19,0,42,54,16,3,61,3,137,15,18,9,370,371,781,522,375,280,9678,667,11524,15,213
LGA13660,4,75,95,2448,74,2694,0,0,0,11,0,11,0,0,0,6,0,11,0,0,0,0,0,0,12,0,4,14,0,31,109,73,86,1903,64,2237,8,0,0,4,0,6,6,3,0,8,0,14,13,12,7,158,0,183,0,5,0,3,0,7,0,0,0,0,0,5,3,0,4,8,0,12,20,15,5,470,6,518,4,6,5,29,0,44,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,8,3,0,0,3,0,5,6,0,3,3,0,8,4,0,0,0,0,5,0,0,0,5,0,6,19,19,19,353,8,414,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,11,0,17,28,7,8,23,0,71,3,0,3,172,130,311,220,144,150,4523,267,5310,3,90
LGA13800,289,2728,1839,22850,669,28377,0,7,3,94,0,105,245,35,28,65,31,391,183,26,19,38,5,274,668,241,121,317,17,1368,4159,2064,1560,13287,539,21605,163,0,26,3,12,204,80,24,19,106,7,242,611,217,143,1091,38,2102,182,50,22,114,9,375,127,37,13,30,5,217,179,16,23,11,11,233,792,395,253,3862,88,5394,638,251,113,650,45,1693,32,0,3,4,0,35,122,69,11,63,0,266,196,23,16,25,3,264,1041,303,146,661,72,2224,120,35,9,23,8,199,237,119,88,30,13,494,198,54,33,78,7,373,43,17,4,34,0,99,883,434,294,2821,97,4521,93,31,13,21,5,153,72,23,12,6,0,116,72,16,13,38,0,139,45,16,0,3,3,64,28,8,3,0,4,48,21,0,3,3,0,24,145,45,31,165,0,381,1256,350,249,438,57,2345,271,117,69,1233,2883,4570,11100,4735,3149,37286,4287,60557,263,2485
LGA13850,12,72,47,1579,54,1751,0,0,0,19,0,19,7,3,0,9,0,20,0,0,0,0,0,0,0,3,3,6,0,22,64,57,36,1031,27,1208,0,0,0,0,0,6,0,0,0,6,0,7,9,10,0,76,3,95,11,3,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,4,6,10,10,311,0,343,45,16,0,51,0,112,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,0,0,8,0,19,3,0,0,3,0,4,0,0,0,0,0,3,23,11,19,181,0,237,3,0,0,0,0,3,4,0,0,0,0,7,3,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,20,18,3,22,6,70,4,13,3,143,89,254,214,147,76,2774,170,3379,4,60
LGA13910,42,349,301,8338,252,9285,0,3,0,28,0,33,27,0,0,16,0,50,3,0,0,4,0,10,71,19,15,34,0,139,482,337,223,5485,195,6724,24,0,0,0,0,23,10,3,0,37,0,51,72,33,26,410,3,542,14,0,0,11,0,23,9,4,0,0,0,15,27,4,0,4,6,32,85,73,59,2158,60,2432,40,18,0,65,0,121,0,0,0,0,0,0,55,32,3,12,0,94,11,0,0,0,0,10,23,14,0,12,0,44,22,0,0,0,0,30,48,22,26,5,0,100,18,0,0,14,0,32,6,0,0,0,0,4,119,77,52,1070,29,1342,30,0,0,0,3,35,3,0,6,0,0,9,11,3,0,10,0,25,0,0,0,0,0,0,6,0,0,0,3,10,0,0,0,0,0,0,17,5,4,34,3,71,177,51,43,94,9,375,35,14,25,527,409,1009,1229,657,490,14621,866,17861,42,367
LGA14000,1064,5716,4159,34751,892,46578,13,8,0,56,0,78,10770,172,279,235,161,11611,363,53,24,73,0,516,1105,311,181,310,21,1924,11309,4401,2982,21602,760,41056,1495,19,88,8,37,1641,398,85,51,260,20,812,1415,366,239,1745,52,3820,540,142,46,217,25,963,394,81,26,64,13,586,3981,63,51,22,66,4183,1982,914,602,8163,207,11861,2026,589,187,1241,85,4119,2177,6,31,3,66,2283,1290,194,123,318,57,1977,44,13,9,3,5,73,304,93,57,127,9,592,220,49,32,5,11,313,883,272,180,89,13,1435,876,96,53,115,9,1140,537,42,30,88,15,719,2343,1047,728,6103,158,10384,272,37,11,28,0,342,1041,79,45,16,26,1209,541,37,27,71,9,685,1388,37,19,5,24,1474,123,8,6,4,8,154,325,10,17,0,8,364,366,106,57,344,9,881,8413,902,763,896,201,11166,981,221,150,1131,3904,6380,51710,9765,6799,57687,6296,132256,1048,5526
LGA14100,87,598,450,3445,98,4672,0,0,0,13,0,13,594,38,32,28,21,719,60,5,18,15,3,102,70,25,14,20,3,134,917,448,250,2009,68,3691,49,3,14,0,0,67,51,9,6,28,0,98,166,46,24,184,7,424,258,75,30,92,5,455,88,11,5,19,0,119,107,4,8,0,0,115,274,155,81,1241,25,1781,441,106,44,277,25,893,113,0,5,0,3,122,96,35,16,56,6,209,13,0,0,0,0,20,28,5,4,17,0,59,20,3,3,0,0,23,92,37,11,7,6,155,83,11,13,4,0,113,49,7,5,5,0,66,219,110,46,577,12,959,45,4,5,5,0,58,48,10,3,0,3,64,38,3,3,4,0,45,28,8,0,4,0,35,24,6,0,0,0,30,43,0,0,3,0,47,42,5,3,33,3,80,661,102,95,97,22,980,67,13,9,105,914,1108,4174,1149,729,6025,1166,13242,101,612
LGA14170,1384,6071,3941,28414,1006,40821,18,32,4,342,19,417,10673,237,275,381,228,11796,827,101,39,109,35,1112,827,328,164,234,24,1580,11700,4221,2804,19094,761,38583,1705,28,109,24,52,1915,621,107,84,308,15,1139,1623,477,295,2048,72,4520,5840,464,207,851,254,7619,540,117,50,73,9,787,2463,94,61,36,50,2708,3542,1422,916,11714,327,17924,6826,1166,446,1759,271,10473,829,8,27,16,39,911,2307,215,130,272,105,3029,628,36,3,23,12,712,678,144,99,156,25,1102,536,75,37,22,16,685,1267,242,189,54,39,1795,996,180,96,210,32,1511,495,76,66,114,19,761,3076,1129,764,6520,152,11639,730,55,26,47,23,881,379,48,39,10,8,477,1164,79,61,111,27,1445,337,16,14,12,5,387,636,31,15,14,14,709,2942,17,38,15,106,3123,457,125,86,392,17,1084,13849,1526,1029,1201,478,18081,1922,178,147,1157,12893,16302,71705,11369,7277,53595,16319,160262,1410,6797
LGA14200,23,328,221,7402,202,8179,0,0,3,86,5,94,25,10,0,70,3,99,5,0,0,0,0,5,57,13,11,48,3,132,408,283,217,4784,143,5839,18,0,4,6,0,30,7,5,3,38,0,61,107,25,15,605,10,769,5,3,0,6,3,19,14,0,0,7,0,19,4,0,0,7,0,8,68,51,28,1330,18,1488,54,22,4,112,3,190,0,0,0,0,0,0,15,3,3,8,0,25,0,0,0,3,0,3,8,7,0,7,0,20,5,3,3,8,0,21,13,19,9,4,3,47,19,3,4,18,3,44,0,0,0,11,0,11,85,72,46,1032,27,1261,3,0,0,5,0,7,17,4,0,0,0,21,6,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,9,12,3,0,36,0,48,156,34,22,94,8,299,15,6,3,450,484,965,948,560,368,12785,849,15505,26,334
LGA14300,9,100,84,2373,37,2605,0,0,0,3,0,4,3,0,0,11,0,18,0,0,0,3,0,3,20,6,0,12,0,39,120,111,66,1525,42,1863,4,0,0,0,0,5,3,0,0,14,0,18,22,8,12,163,3,211,0,0,0,9,0,9,4,0,0,0,0,4,3,0,0,0,0,3,31,28,9,595,3,670,12,0,0,17,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,9,14,0,0,3,0,19,6,3,6,4,0,23,6,0,3,6,0,15,0,0,0,0,0,0,20,25,18,342,12,416,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,0,20,51,12,6,31,5,105,0,4,3,134,940,1084,281,188,138,4151,1023,5777,7,87
LGA14350,76,760,445,12110,404,13793,0,4,0,587,11,603,33,12,5,31,5,85,17,7,3,4,0,25,140,43,19,45,6,246,1077,650,447,7669,293,10132,59,0,28,6,0,85,23,5,10,70,0,113,164,59,42,624,25,912,27,3,3,27,0,61,16,7,0,5,0,28,29,6,0,0,0,35,148,138,67,2343,65,2772,51,45,8,172,12,292,8,0,0,0,0,8,9,4,3,19,0,33,0,0,0,0,0,3,57,3,15,55,5,132,30,4,3,3,0,48,58,29,15,26,4,133,50,7,3,18,7,78,11,4,0,9,0,22,239,154,98,1368,40,1900,5,8,0,4,0,20,12,0,3,0,0,20,13,5,0,20,3,42,6,0,0,0,0,6,0,0,0,0,0,3,8,0,0,0,0,7,22,14,3,61,0,104,278,92,46,199,19,629,53,33,38,734,1649,2499,2279,1296,823,20626,2363,27385,56,729
LGA14400,62,827,597,7427,199,9116,0,0,0,23,0,28,78,6,11,33,0,130,35,3,7,5,0,53,122,37,29,73,7,269,1429,740,480,4484,174,7306,14,0,3,0,0,21,31,0,0,35,0,69,175,58,46,338,11,630,65,16,3,31,0,117,24,3,0,6,0,31,14,0,5,5,0,22,260,136,116,1877,39,2429,206,65,28,192,23,512,0,0,0,0,0,5,15,3,3,4,0,21,28,5,8,4,3,48,84,18,13,42,3,167,66,8,8,8,6,100,83,24,17,12,3,136,50,16,4,13,0,89,23,0,0,10,0,30,352,175,132,1191,38,1878,52,10,4,17,0,77,34,11,5,0,0,50,37,0,0,5,0,47,3,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,49,9,10,55,0,129,350,93,78,146,13,676,46,19,14,250,648,979,3198,1386,955,12383,1064,18983,69,813
LGA14500,840,4821,3670,25455,597,35379,4,0,0,4,0,7,8735,237,329,279,157,9742,245,30,12,76,6,375,797,175,124,196,15,1307,10867,3656,2528,16338,566,33953,346,14,45,3,6,418,338,62,55,214,11,683,1432,290,201,1214,39,3167,564,147,53,240,15,1014,443,64,47,72,14,636,1577,52,42,25,33,1731,1871,793,535,6392,161,9744,1173,322,164,608,40,2316,1616,12,25,19,38,1708,249,85,15,115,9,479,45,9,0,3,0,57,94,27,13,51,3,187,59,8,3,3,0,81,846,209,165,51,7,1281,634,89,44,98,12,877,466,57,33,69,11,637,2308,889,641,5003,144,8985,127,26,4,29,0,185,2701,114,75,12,33,2925,278,38,16,45,7,394,481,27,20,12,9,546,91,12,4,0,7,112,170,0,6,7,3,188,301,75,67,248,14,702,6529,792,698,788,137,8934,634,110,133,758,2827,4458,39889,7912,5875,42990,4419,101082,866,4784
LGA14550,28,316,207,3980,116,4650,0,3,0,190,3,194,7,0,3,12,0,26,0,0,0,0,0,3,38,11,5,23,0,83,449,250,194,2491,84,3462,20,0,0,0,0,20,23,6,3,15,3,43,104,32,13,238,5,388,5,4,0,3,0,16,3,3,0,0,0,8,18,5,3,3,3,33,72,62,33,913,24,1102,31,15,7,87,0,141,0,0,0,0,0,0,3,3,0,7,0,15,0,0,0,0,0,0,3,3,0,0,0,7,13,3,0,11,0,31,35,18,10,7,0,68,24,5,0,16,3,41,4,0,3,0,0,12,101,59,57,554,16,788,9,3,0,0,0,11,10,0,0,3,0,11,0,0,6,7,0,11,7,0,0,5,0,4,0,3,0,0,0,3,0,0,0,0,0,0,12,0,0,23,0,39,138,52,34,103,9,341,16,12,15,186,269,496,958,528,363,6929,479,9257,27,301
LGA14600,4,109,71,3373,100,3658,0,0,0,136,4,140,5,0,0,13,0,18,0,0,0,0,0,0,13,4,3,4,0,29,86,82,78,2007,68,2325,7,0,0,7,4,18,3,0,0,21,0,24,28,11,3,202,0,241,4,0,4,7,0,17,5,3,0,0,0,7,3,0,0,4,0,6,12,23,10,557,4,613,5,8,0,28,0,42,0,0,0,0,0,0,3,0,3,4,0,11,0,0,0,0,0,0,3,0,0,0,0,5,3,3,0,4,0,9,7,0,3,4,0,18,0,0,0,0,0,0,0,0,0,3,0,0,23,30,20,433,4,517,0,0,0,0,0,0,7,3,0,0,0,7,0,3,0,3,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,26,31,9,7,43,7,96,3,0,3,273,224,499,228,189,136,5738,379,6672,12,89
LGA14650,612,6443,4338,76306,2263,89960,0,18,13,408,25,463,698,87,70,305,30,1186,267,54,10,76,5,417,1050,346,203,664,26,2292,8534,5485,3839,51450,1784,71095,377,12,126,4,19,534,162,63,31,407,9,665,1550,555,282,4078,136,6607,431,146,43,379,38,1035,224,49,17,66,10,374,330,47,30,30,12,440,1318,950,593,13350,361,16565,1070,401,107,1362,62,3000,84,3,12,20,7,126,60,26,11,85,4,189,533,72,23,88,12,730,229,63,37,127,12,467,220,98,63,73,9,466,515,263,179,131,26,1119,863,151,95,345,20,1475,199,40,26,112,11,392,2619,1632,1038,11740,365,17391,291,51,24,42,9,422,201,40,28,22,0,287,198,43,21,131,14,404,88,17,4,5,3,112,41,12,0,0,4,53,67,3,11,0,3,82,421,230,112,962,29,1752,3091,815,490,1397,155,5941,510,277,194,4418,6224,11625,22504,11384,7463,131173,10625,183142,578,6266
LGA14700,230,1427,986,7270,183,10090,0,0,0,23,0,23,2121,71,88,74,25,2376,148,24,4,12,9,201,219,74,42,71,5,404,2509,1074,656,4689,140,9066,200,4,24,3,5,239,134,23,21,60,3,234,367,104,61,406,10,957,277,63,28,114,4,489,167,27,6,25,0,231,547,9,16,3,3,584,627,285,191,2600,53,3751,500,127,53,310,18,1008,203,0,10,4,0,217,110,34,0,65,4,222,35,6,0,3,3,47,51,18,16,22,0,100,49,4,4,0,3,63,329,67,51,23,0,468,230,34,7,52,4,325,150,17,21,19,3,213,588,273,156,1552,27,2600,112,12,6,7,5,145,230,25,23,5,0,281,118,21,10,18,4,165,98,7,7,3,0,112,39,3,0,4,0,40,53,0,6,0,0,56,85,28,18,77,8,207,2378,224,208,227,52,3097,182,26,33,218,1776,2227,11266,2418,1633,12878,2231,30427,203,1393
LGA14750,44,261,129,4471,138,5052,0,0,0,40,0,40,28,3,0,13,3,53,3,3,0,0,0,10,29,22,8,34,3,103,256,219,135,3021,81,3719,12,0,10,0,0,22,7,0,0,26,0,35,37,15,7,402,9,475,11,13,4,15,0,41,6,3,0,3,0,13,52,0,0,0,0,52,55,42,40,1036,19,1192,533,128,16,388,9,1076,0,0,0,3,0,3,3,0,0,8,0,13,0,0,0,0,0,0,10,4,4,0,0,14,11,7,0,0,0,13,30,10,11,8,0,60,0,3,0,9,0,9,0,0,0,0,0,0,80,55,56,723,15,928,8,0,3,0,0,14,13,3,0,0,0,20,5,0,0,5,0,13,8,0,0,0,0,7,3,0,0,5,0,4,0,0,0,0,0,0,14,7,0,35,0,49,122,37,11,63,17,244,45,14,9,351,559,983,1261,536,281,8228,805,11109,30,206
