LGA_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
LGA17950,0,0,0,0,0,0,0,0,0,0,0,4,7,0,10,3,27,30,51,132,25,90,44,370,0,3,20,0,32,13,68,0,3,5,0,3,0,14,10,7,29,23,10,3,77,14,10,32,7,5,0,63,7,6,9,0,0,3,32,13,0,13,0,0,0,24,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,19,41,31,118,30,65,16,310
LGA18020,0,0,0,0,0,3,0,0,0,3,0,9,21,0,16,3,52,204,90,395,28,138,78,930,0,0,61,6,47,48,161,0,0,12,3,4,3,26,34,28,79,4,12,3,164,102,27,103,7,26,3,266,60,13,52,0,10,0,134,35,4,18,0,11,0,76,5,0,4,0,5,3,21,5,0,0,0,3,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,14,5,26,3,48,253,86,355,28,134,68,924
LGA18050,0,3,401,549,0,207,0,6,6,762,155,28,122,19,17,41,385,8370,456,2620,110,141,210,11894,10,22,131,11,11,105,295,0,11,3,5,4,0,32,14,213,25,8,0,0,262,20,56,39,30,3,0,141,23,21,34,0,5,0,86,70,8,42,7,3,0,132,247,19,96,9,9,0,375,833,18,214,12,14,3,1103,1352,6,301,6,9,5,1684,1775,3,338,3,15,4,2132,1541,0,288,3,8,11,1856,989,0,245,3,9,6,1249,639,0,145,0,6,0,789,1307,0,345,0,7,3,1662,180,21,104,8,15,15,348,8999,405,2352,105,119,161,12144
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,11,75,19,145,29,33,25,320,0,0,27,22,9,19,76,0,0,3,4,0,0,8,19,6,30,9,5,0,66,35,0,15,0,4,0,54,23,3,14,0,3,0,45,11,0,3,0,0,0,18,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,88,14,107,34,27,25,292
LGA18200,0,0,0,0,0,0,0,0,0,0,4,0,4,0,10,3,24,207,40,185,74,120,38,667,5,3,22,11,50,27,117,0,0,5,0,5,0,16,13,7,39,32,13,0,108,72,9,57,11,15,4,172,24,7,25,3,4,0,73,28,4,16,3,3,0,60,24,3,10,0,0,0,32,15,0,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,3,6,3,26,193,40,198,69,98,37,629
LGA18230,0,0,0,15,0,5,0,0,3,23,39,57,55,12,30,11,203,2798,874,1001,168,219,145,5206,18,45,73,19,45,71,262,3,33,11,19,7,0,76,95,274,81,58,18,7,532,387,173,122,31,20,8,745,296,64,139,7,20,0,533,617,77,187,5,13,7,905,917,58,262,5,16,5,1265,649,15,110,0,16,3,788,90,0,18,0,4,0,112,13,0,5,0,0,0,15,3,0,0,0,4,0,8,7,0,0,0,0,0,8,0,0,3,0,3,0,5,0,0,8,0,6,0,20,42,48,69,10,32,9,204,3136,779,1082,155,209,104,5465
LGA18250,0,0,235,404,0,82,0,7,0,495,122,24,94,16,34,11,303,6425,399,1489,102,150,132,8695,15,20,167,7,27,85,325,0,18,0,0,3,0,27,10,160,16,5,5,0,200,18,58,30,29,5,0,134,14,23,40,11,5,0,86,30,14,44,6,8,0,101,107,23,72,6,17,0,227,510,24,118,17,8,0,679,1741,10,225,7,15,0,1996,1955,3,251,0,14,3,2228,1023,0,150,0,9,3,1186,702,0,109,0,12,3,831,438,0,69,0,8,3,518,860,0,152,0,23,0,1040,151,20,103,6,30,9,321,7577,382,1525,100,192,121,9897
LGA18350,0,0,12,14,0,9,0,3,0,20,30,18,37,10,31,12,141,1952,389,805,156,189,134,3621,3,8,82,0,43,89,222,3,3,3,3,4,0,19,17,19,28,6,16,0,90,30,125,56,37,10,3,258,65,42,63,17,11,0,206,147,32,81,11,11,0,278,338,78,150,16,6,3,593,709,25,149,10,14,3,905,392,0,80,0,3,0,478,164,0,33,0,0,0,205,53,0,12,0,0,0,65,32,0,3,0,0,0,44,10,0,5,0,0,0,12,30,0,8,0,0,0,40,38,31,46,4,23,7,145,2026,370,799,114,144,110,3560
LGA18400,0,0,0,6,0,3,0,4,0,13,24,9,37,9,22,5,111,1237,134,592,88,153,100,2294,9,0,59,3,28,59,151,3,4,3,3,4,0,17,0,10,18,0,21,0,46,18,66,29,16,25,3,154,24,17,35,14,7,0,97,50,15,63,7,6,0,139,227,13,88,5,8,0,346,552,14,116,3,12,0,694,287,0,40,0,4,0,332,130,0,22,0,0,0,152,42,0,13,0,0,0,58,20,0,0,0,0,0,24,3,0,0,0,0,0,4,0,0,5,0,0,0,6,28,4,35,5,16,8,97,1402,141,519,52,133,70,2313
LGA18450,0,0,25,40,3,23,0,12,0,82,153,347,164,49,50,33,792,10732,5826,3964,376,543,366,21810,35,291,241,25,39,173,797,6,214,20,29,0,6,280,83,2149,128,76,50,28,2511,353,931,265,81,41,15,1691,384,407,235,42,36,18,1120,1118,275,433,36,59,15,1934,2606,399,681,37,61,16,3793,4081,318,912,18,69,12,5413,2241,38,368,7,25,6,2679,845,5,136,3,8,0,1005,294,3,66,3,9,3,372,104,0,25,0,0,0,135,51,0,11,0,0,0,70,39,3,19,0,5,0,68,168,291,147,32,40,32,713,12418,5325,3679,383,436,335,22570
LGA18500,0,3,341,901,0,293,0,7,3,1213,136,3,81,13,15,18,261,5694,77,1840,66,102,174,7943,12,3,161,3,18,103,292,0,7,3,3,0,0,11,10,29,21,4,0,0,62,11,15,16,3,0,0,50,16,3,34,0,8,0,60,45,0,25,0,4,0,80,232,0,71,0,11,0,316,538,0,113,0,7,3,666,724,0,164,0,9,3,903,1053,0,203,0,3,7,1259,875,0,192,4,3,8,1082,566,0,146,0,4,3,721,407,4,98,0,8,4,518,1368,0,363,0,20,3,1752,119,6,74,3,20,8,231,5980,62,1673,29,117,142,8010
LGA18710,0,0,0,0,0,3,0,0,0,8,0,8,19,0,17,3,47,357,71,393,42,110,48,1009,3,0,53,0,22,41,124,0,0,0,16,3,0,25,3,3,17,4,0,0,36,8,22,30,6,6,0,76,13,3,24,0,6,0,48,37,16,42,0,6,0,111,133,19,85,0,6,0,241,123,0,65,0,11,0,203,34,0,30,0,3,0,75,20,0,9,0,0,0,26,6,0,3,0,0,0,8,0,0,3,0,0,0,8,4,0,0,0,0,0,3,0,0,3,0,0,0,6,7,7,17,5,14,3,47,396,71,384,35,91,54,1028
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,15,0,6,46,5,57,16,134,0,0,3,0,15,15,39,0,0,0,0,0,0,3,0,4,0,3,6,0,12,0,0,3,0,0,0,5,0,0,3,0,0,0,4,0,0,3,0,4,0,4,0,0,3,0,0,0,10,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,12,0,9,28,3,49,17,107
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
