LGA_CODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
LGA12380,24,0,76,64,7,10,158,3274,4549,1862,437,10124,3823,926,1354,16227,0,0,0,0,3,12,0,3,16,0,0,0,0,0,0,0,15,15,17,46,20,3,80,49,22,28,168,18,45,19,3,81,59,22,41,200,10,11,5,3,24,31,7,4,70,12001,25416,8064,1234,46713,11660,2065,3226,63664,6812,17497,4644,710,29668,5102,1324,1469,37568,520,1086,347,49,2007,1181,119,242,3551,1295,3378,938,111,5725,1114,284,299,7420,1811,4459,1289,166,7729,2290,408,541,10966,1018,1703,496,98,3316,1440,457,382,5590,1364,2428,856,170,4817,1631,508,482,7439,1170,1676,597,154,3601,919,450,334,5299,26,42,20,3,85,47,9,7,149,3579,5856,1958,419,11820,4030,1425,1202,18469,0,3,0,0,7,3,0,7,15,0,7,5,0,17,5,0,35,57,52,145,45,8,251,54,30,38,375,54,157,51,8,271,64,31,74,442,56,104,20,10,190,123,30,30,364,12319,28073,7968,1316
LGA12700,0,0,0,0,0,0,3,5,0,3,0,12,13,0,0,30,0,0,0,0,3,9,0,0,15,0,0,0,0,3,0,0,0,8,4,0,0,0,3,3,0,0,6,3,0,0,0,7,13,0,3,21,0,0,0,0,0,0,0,0,0,1012,980,316,17,2323,742,48,128,3244,1034,981,325,22,2356,714,53,207,3338,6,0,0,0,4,18,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,4,18,0,0,21,3,3,5,3,8,23,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,8,23,0,0,39,11,7,0,0,13,14,0,13,46,3,4,0,0,11,0,0,0,9,0,0,0,0,3,5,0,0,3,16,11,0,0,24,19,0,15,59,6,4,3,0,15,3,0,3,25,1059,1002,334,23
LGA12730,0,0,0,3,0,0,3,18,3,4,0,27,99,3,7,139,8,0,0,0,8,27,0,27,66,0,0,0,0,0,4,0,0,4,8,0,3,0,17,6,0,0,23,13,0,3,0,18,39,0,35,90,0,3,0,0,3,0,0,8,9,1008,872,380,30,2298,1100,69,203,3666,953,776,333,29,2094,849,72,324,3341,6,4,5,0,18,37,0,19,76,0,0,0,0,5,0,0,0,4,8,5,3,0,24,36,0,20,76,33,3,22,3,57,166,12,47,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,22,3,57,166,12,48,281,0,0,0,0,7,17,0,34,55,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,12,18,4,3,0,0,5,24,3,42,78,12,9,9,0,25,12,0,3,42,1009,797,366,30
LGA12750,3,0,7,33,0,7,48,194,44,91,6,338,531,21,89,988,77,17,11,0,101,147,5,179,437,0,0,0,0,3,3,0,7,12,15,6,8,0,31,20,3,4,52,95,23,17,0,131,170,6,190,501,0,3,0,0,3,9,0,5,19,5234,2974,1539,96,9847,4158,337,999,15339,4906,2625,1350,94,8976,3174,301,874,13330,200,36,59,7,303,435,11,68,817,133,31,51,3,220,217,12,54,502,336,71,110,10,522,649,22,118,1318,150,55,96,11,300,543,33,123,1005,14,6,0,0,14,31,0,19,70,13,0,0,0,13,17,0,4,29,0,3,0,0,3,5,0,0,7,169,63,98,11,334,594,39,144,1112,72,7,12,0,90,181,6,245,526,3,4,0,0,4,6,0,6,21,3,6,9,0,12,5,0,7,25,79,15,17,0,110,200,5,261,574,41,13,9,0,61,33,0,11,114,5522,2786,1592,108
LGA12850,35,4,101,60,3,10,179,1108,1742,1262,166,4278,2128,288,390,7076,9,0,3,0,18,55,3,5,72,0,0,0,0,0,0,0,0,3,18,32,12,3,61,20,3,10,97,30,32,14,3,77,73,5,11,171,14,20,8,0,42,9,3,3,59,9642,25024,10233,1066,45958,8738,1142,1828,57666,7341,20043,7253,785,35420,5006,782,1443,42652,250,475,378,37,1140,505,29,105,1774,770,2419,1411,127,4720,858,141,204,5918,1013,2893,1789,171,5863,1360,163,307,7700,399,636,491,51,1576,1080,92,210,2961,528,746,589,97,1960,807,168,207,3148,393,647,384,70,1494,497,76,102,2168,14,32,18,3,65,36,8,6,110,1335,2059,1481,230,5100,2418,339,530,8389,9,3,4,3,17,58,3,22,98,0,8,6,0,23,10,3,3,41,52,134,60,8,259,67,16,61,410,66,149,67,13,299,138,22,85,546,44,78,43,6,175,79,10,16,289,9802,25221,10634,1205
LGA12870,0,0,0,0,0,0,0,90,20,14,0,126,251,15,28,421,16,3,3,0,26,40,7,44,112,0,0,0,0,3,0,0,3,9,0,9,0,0,9,3,0,0,12,21,8,3,0,31,44,3,47,130,3,6,0,0,10,0,0,0,10,1706,1191,414,28,3344,1394,125,229,5082,1502,1075,419,32,3030,1156,83,316,4589,49,3,10,3,70,115,6,17,204,0,0,0,0,0,0,0,8,12,56,3,10,3,66,114,6,30,218,56,16,20,0,88,175,16,48,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,20,0,88,176,16,48,324,26,0,0,0,23,44,5,31,102,0,0,0,0,0,0,0,0,0,4,5,0,0,6,3,0,0,12,25,9,0,0,38,45,5,34,117,12,4,0,0,19,8,0,8,35,1647,1108,445,39
LGA12900,0,0,3,0,0,0,3,18,0,14,0,35,130,4,9,179,6,0,0,0,6,17,0,43,68,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,3,14,0,0,0,16,18,0,46,78,3,0,0,0,3,0,0,0,4,1075,894,404,35,2407,1078,78,142,3703,998,879,374,35,2282,808,77,245,3418,16,3,12,0,31,82,0,7,125,6,0,0,0,6,0,0,3,6,22,3,12,0,33,82,0,14,131,9,4,10,0,19,111,4,10,148,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,0,19,110,4,18,151,8,0,0,0,4,15,0,54,74,3,0,4,0,7,3,0,7,20,7,3,3,3,16,8,0,0,25,17,8,5,3,34,22,0,63,121,0,3,0,0,10,10,0,3,20,1050,894,396,38
LGA12930,9,0,33,14,0,4,46,3664,3621,1720,317,9320,4122,1055,743,15243,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,48,47,24,11,131,66,19,18,229,53,46,21,11,130,71,19,15,234,3,9,3,0,16,6,3,3,29,11118,18333,5208,774,35434,9750,1709,1527,48418,6026,12721,2832,402,21980,3649,581,779,26984,470,570,258,32,1326,872,66,119,2384,721,1454,443,36,2655,644,118,126,3552,1195,2026,697,68,3986,1517,181,249,5932,448,462,232,32,1178,751,119,171,2216,1335,1553,678,117,3679,1310,345,331,5661,2482,2371,937,239,6028,1936,936,412,9313,13,19,11,0,40,20,0,4,70,4275,4402,1851,387,10925,4014,1406,916,17260,0,0,0,0,4,0,0,3,14,0,0,0,0,0,0,0,0,5,47,74,32,3,164,77,20,38,301,52,83,34,3,167,86,20,41,314,29,41,18,7,91,64,12,10,180,11581,19271,5434,869
LGA12950,0,0,0,0,0,0,0,18,15,16,0,48,55,0,3,115,6,0,0,0,6,7,0,27,43,0,0,0,0,0,0,0,0,3,0,3,0,0,5,4,0,0,7,10,3,0,0,13,11,0,27,56,0,0,0,0,0,0,0,0,0,518,436,190,17,1164,457,27,98,1751,488,365,189,25,1062,421,29,93,1611,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,4,0,10,36,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,36,0,3,50,0,0,0,0,0,0,0,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,21,30,3,3,0,0,8,7,0,0,16,504,367,189,22
LGA13010,0,0,0,0,0,0,0,8,4,5,0,17,45,3,7,77,0,0,0,0,0,6,0,9,17,0,0,0,0,0,4,0,0,8,0,0,0,0,0,3,0,0,7,3,0,0,0,5,13,0,12,26,0,0,0,0,0,8,0,0,7,1121,766,377,42,2307,1071,94,162,3627,1031,695,351,29,2108,980,92,270,3447,0,0,3,0,5,27,0,3,38,0,0,0,0,0,3,0,0,3,0,0,3,0,5,27,0,3,39,9,9,11,0,32,95,0,16,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,0,32,95,0,16,142,8,3,0,0,7,13,0,17,45,0,0,3,0,0,0,0,0,5,4,0,0,0,5,0,0,0,7,14,5,4,0,22,19,0,17,53,12,6,4,0,28,28,0,9,66,1073,711,367,32
LGA13310,0,0,3,3,0,0,6,43,11,48,7,107,330,14,39,494,22,3,5,0,27,54,0,49,129,3,6,0,0,11,9,0,3,18,13,18,0,0,28,24,3,10,67,37,22,4,3,64,86,5,62,221,7,9,3,0,23,9,0,0,27,2896,2872,1289,102,7159,3036,261,431,10885,2855,2817,1208,101,6971,2355,226,515,10066,124,61,70,9,261,448,21,47,785,13,14,21,0,56,64,9,4,128,142,75,95,9,319,513,31,50,911,33,21,21,3,72,201,14,42,328,4,3,3,0,11,55,3,9,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,20,24,3,85,261,15,55,416,13,10,0,0,21,43,0,24,85,4,7,3,0,14,0,0,9,22,8,7,3,0,13,21,0,6,41,24,21,3,3,47,66,0,38,155,13,21,4,0,39,19,0,32,85,3064,2949,1335,110
LGA13340,0,0,0,0,0,0,3,3,0,3,0,8,16,0,6,28,0,0,0,0,0,10,0,15,25,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,0,12,4,0,3,0,8,14,0,15,42,0,0,0,0,4,0,0,0,6,1109,1155,333,26,2619,916,74,165,3784,1161,1124,343,14,2638,859,58,192,3754,9,4,3,0,10,32,3,4,49,0,0,0,0,0,0,0,0,0,9,4,3,0,10,32,3,4,49,3,0,0,0,4,32,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,32,0,3,44,4,3,0,0,9,3,0,11,19,0,0,0,0,0,0,0,0,4,3,3,0,0,5,3,0,4,17,5,5,0,0,19,5,0,14,43,5,5,0,0,20,13,0,8,31,1184,1146,346,16
LGA13450,0,0,0,0,0,0,6,94,118,46,4,268,286,29,84,665,8,0,0,0,9,32,0,30,77,0,0,3,0,3,0,0,3,10,0,7,0,0,5,3,0,0,5,8,5,3,0,22,36,0,35,88,0,0,0,0,0,0,0,0,0,2247,2981,864,100,6186,2061,208,507,8958,2000,2687,767,82,5536,1374,181,582,7674,75,48,41,0,161,213,16,37,431,0,6,3,0,7,0,0,3,14,77,52,43,3,176,214,23,40,451,161,154,77,14,396,360,48,174,984,3,0,0,0,3,9,4,8,27,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,165,154,79,14,410,377,56,183,1018,10,3,3,0,16,33,3,33,77,3,7,0,0,8,8,0,7,22,3,3,3,0,10,4,3,3,30,15,12,4,0,34,46,4,39,128,10,19,4,0,37,22,3,11,76,2265,2922,898,99
LGA13510,0,0,8,3,0,0,9,35,3,5,0,47,137,5,20,210,3,0,0,0,3,12,0,21,39,0,0,0,0,0,0,0,0,0,9,13,3,0,23,15,0,3,39,14,13,3,0,26,29,0,25,78,3,0,0,0,3,0,0,0,3,1435,1117,417,37,3009,1278,70,157,4519,1393,1000,405,46,2844,1112,89,224,4267,23,3,4,0,26,95,4,15,140,3,3,0,0,3,17,0,0,26,24,3,4,0,33,111,4,18,166,13,0,5,0,20,73,0,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,20,73,0,10,95,9,0,0,0,10,3,0,40,54,0,0,0,0,0,0,0,3,4,3,4,3,0,15,23,0,3,44,13,4,3,0,19,24,3,52,100,3,5,4,0,13,11,0,0,26,1440,1021,424,44
LGA13550,0,0,4,3,0,0,8,35,16,22,3,85,205,15,30,329,8,0,0,0,7,23,0,46,70,0,0,0,0,0,0,0,0,3,8,5,0,0,11,3,0,0,22,12,7,0,0,24,24,0,43,93,0,0,0,0,3,0,0,0,0,1258,1311,522,46,3134,1233,117,267,4752,1190,1264,476,48,2983,986,95,267,4331,40,21,6,0,59,68,0,14,139,3,0,3,0,5,23,0,7,34,39,16,10,0,64,84,4,18,173,15,8,16,3,45,133,10,28,216,3,0,5,0,10,11,0,0,18,6,0,0,0,8,28,0,3,40,0,0,0,0,0,0,0,0,0,24,10,21,3,57,176,13,25,276,5,3,0,0,9,16,0,39,59,0,0,0,0,0,0,0,0,0,3,3,0,0,7,10,0,0,17,11,9,0,0,13,21,0,43,75,9,6,4,0,19,9,0,8,37,1275,1303,508,50
LGA13660,0,0,0,3,0,0,3,10,0,0,0,9,32,0,4,48,5,0,0,0,10,10,0,10,31,0,0,0,0,0,4,0,0,4,9,3,0,0,14,6,0,0,16,17,3,0,0,18,22,0,10,49,0,0,0,0,0,0,0,0,0,664,531,162,13,1376,607,35,55,2074,659,464,180,19,1316,532,47,183,2080,3,3,0,0,5,19,0,4,23,0,0,0,0,0,0,0,0,0,3,3,0,0,5,19,0,4,23,0,0,0,0,3,23,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,26,10,0,4,0,19,16,0,51,80,0,0,0,0,0,3,0,0,9,0,3,0,0,3,0,0,0,4,15,3,4,0,21,14,0,52,90,6,0,0,0,8,3,0,0,11,680,469,179,17
LGA13800,3,0,16,30,0,5,49,108,54,120,5,287,443,29,42,806,34,6,10,0,55,96,6,26,183,0,6,0,0,5,3,0,31,46,6,9,10,0,21,41,6,9,80,44,21,18,0,87,144,12,60,305,3,3,0,0,9,3,0,0,14,5087,8120,2719,168,16087,4261,496,901,21743,4782,7828,2220,156,14981,2924,398,895,19199,288,225,266,16,790,813,43,134,1781,106,100,98,3,315,199,26,42,585,392,331,361,27,1108,1018,67,177,2364,55,31,47,4,138,242,16,28,437,12,7,9,0,26,42,13,15,89,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,10,70,37,52,4,173,287,27,51,535,10,10,0,0,24,74,3,66,172,3,9,0,0,11,5,0,17,33,11,10,4,0,16,19,0,3,44,23,19,6,0,51,98,7,88,241,38,42,17,0,98,65,11,26,193,5310,8256,2654,189
LGA13850,0,0,0,0,0,0,0,7,4,9,3,22,49,4,8,81,0,0,0,0,4,0,0,50,50,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,5,4,0,0,0,3,3,0,48,60,0,0,0,0,0,0,0,3,3,323,311,130,9,778,364,25,90,1254,313,264,112,9,688,294,14,108,1102,3,0,0,0,6,17,3,0,23,0,0,0,0,0,0,0,0,0,3,0,3,0,8,17,3,0,27,12,3,13,0,19,28,0,21,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,13,0,19,28,0,21,75,0,0,0,0,3,4,0,29,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,5,0,30,41,0,3,0,0,6,4,0,10,21,325,271,123,9
LGA13910,0,0,0,0,0,0,4,22,8,24,0,59,176,11,17,261,8,0,4,0,7,27,0,15,49,0,0,0,0,0,0,0,4,5,12,7,0,0,17,11,0,0,26,19,7,7,0,29,39,0,21,81,5,3,0,0,9,0,0,0,10,2036,1919,759,65,4773,2045,149,296,7270,1982,1723,740,66,4511,1684,150,391,6743,60,16,33,0,107,189,16,30,345,0,0,0,0,0,3,0,0,3,60,17,33,0,108,191,16,30,345,39,13,23,4,83,212,13,30,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,23,4,83,212,13,30,328,5,0,0,0,8,16,0,23,41,3,3,0,0,4,3,0,3,10,9,9,0,0,21,8,0,3,30,20,11,0,0,29,23,0,29,80,10,7,4,0,20,26,0,6,60,2106,1776,804,71
LGA14000,12,0,58,73,0,8,139,1665,1659,665,93,4083,2694,313,379,7467,21,5,9,0,36,54,3,10,103,0,0,0,0,0,3,0,43,44,6,21,8,0,39,22,0,4,65,24,32,14,0,74,79,3,56,213,9,10,3,0,22,9,0,3,33,11174,20952,4309,426,36871,8226,867,1145,47112,8337,18348,3012,301,30005,3982,495,754,35240,254,191,74,11,530,513,19,91,1153,619,1197,429,25,2264,716,49,107,3135,870,1385,507,33,2800,1229,65,194,4293,302,187,105,9,598,763,33,90,1485,786,814,362,67,2024,1212,172,167,3568,836,1177,262,51,2329,838,123,155,3442,6,6,3,0,19,25,4,5,48,1925,2186,733,124,4965,2836,334,418,8548,9,13,5,3,33,31,8,33,104,0,0,0,0,0,0,0,22,19,14,22,10,0,43,18,4,6,71,28,30,12,3,74,48,10,60,193,35,33,17,3,88,65,7,13,169,11201,21990,4282,463
LGA14100,0,0,0,3,0,0,4,263,108,90,9,470,579,39,49,1137,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,3,3,20,16,3,3,33,5,3,3,3,21,11,3,3,36,0,0,0,0,0,0,0,0,0,1123,1714,352,35,3230,1164,99,147,4636,654,1502,218,23,2397,367,51,113,2925,27,27,13,0,65,22,0,3,91,210,183,63,7,465,166,12,28,665,238,210,75,8,529,186,12,33,757,91,41,17,0,154,193,14,29,392,69,34,32,4,137,138,6,27,302,81,25,32,3,141,221,5,33,396,0,0,0,0,0,0,0,0,0,239,100,80,10,428,550,27,92,1099,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,3,3,0,4,7,0,14,0,0,16,5,0,0,24,1144,1823,371,39
LGA14170,12,4,91,110,20,17,242,6077,3144,1793,528,11543,10580,2329,2163,26607,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,14,27,178,131,69,17,395,206,121,98,826,175,129,69,17,398,213,121,120,851,29,19,13,5,69,38,10,4,121,16921,17436,5967,1265,41598,19242,5745,4335,70917,3929,7110,1939,279,13254,2793,1209,789,18040,3245,4096,1054,189,8579,2729,1116,613,13042,2742,3495,867,134,7241,1905,1016,716,10875,5987,7589,1920,321,15823,4633,2134,1331,23916,2221,1229,716,160,4325,3787,1033,1166,10311,2963,1649,804,186,5605,4318,1119,1088,12127,2102,948,372,99,3524,2659,611,774,7565,95,47,40,7,184,139,50,79,446,7384,3876,1926,454,13642,10896,2809,3110,30447,0,3,0,0,3,3,0,8,13,0,0,0,0,3,0,0,36,35,261,152,91,27,520,296,206,194,1211,261,153,91,27,529,299,205,228,1264,114,74,24,4,215,329,49,33,617,17670,18807,5895,1075
LGA14200,0,0,0,3,0,0,7,56,22,24,0,108,342,15,18,479,7,0,0,0,11,27,0,47,93,0,0,0,0,0,7,0,3,13,3,4,0,0,11,8,0,3,19,14,9,5,0,23,47,0,52,123,0,0,0,0,0,0,0,0,3,1847,1653,720,51,4274,1673,139,213,6295,1721,1463,721,56,3965,1311,151,377,5796,32,12,11,0,64,82,5,8,154,4,4,5,0,8,15,0,4,24,39,14,18,0,72,96,3,13,184,34,17,30,0,90,257,7,43,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,17,30,0,90,259,7,43,397,10,0,0,0,9,32,0,56,96,0,0,0,0,4,0,0,0,5,4,3,0,0,10,3,0,3,19,12,7,0,0,23,39,3,58,121,34,39,7,0,75,26,3,14,119,1838,1540,786,57
LGA14300,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,10,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,0,0,0,4,0,0,16,14,5,3,0,0,7,4,0,0,16,534,584,220,10,1345,504,34,88,1976,539,538,229,20,1315,466,45,158,1980,6,3,3,0,8,26,0,3,41,0,0,0,0,3,0,0,0,4,5,3,5,0,14,22,7,3,46,0,3,0,0,7,29,0,3,41,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,34,0,10,46,0,0,0,0,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,6,3,0,0,5,7,0,0,15,548,542,235,19
