LGA_CODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
LGA15350,42,35,70,64,52,52,26,19,8,365,0,0,0,5,0,0,3,3,3,19,2693,1427,1469,1989,2335,1863,1841,1036,604,15264,45,25,95,65,31,12,10,9,5,288,17,9,28,26,9,5,10,0,3,106,21,16,22,22,21,42,55,17,23,234,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,9,5,5,16,15,12,8,5,3,77,9,8,11,16,15,15,11,5,6,84,1704,1028,1315,1438,1343,1017,757,308,154,9068,497,325,396,438,448,367,287,148,112,3016,5014,2858,3407,4088,4273,3390,3000,1542,910,28475
LGA15520,55,27,17,15,19,30,15,9,0,181,0,0,0,0,3,0,0,0,0,4,1020,560,497,615,913,1197,1296,732,271,7092,3,0,15,0,0,0,0,0,0,19,4,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,11,3,0,3,8,6,0,0,47,0,0,5,0,0,0,0,0,0,5,0,0,3,0,3,3,0,0,0,6,16,11,12,0,8,8,7,0,0,66,775,370,444,370,429,416,294,146,41,3273,173,97,111,104,138,201,183,119,29,1155,1996,1036,1089,1112,1496,1822,1784,994,341,11680
LGA15560,16,6,13,7,0,3,4,0,0,49,0,0,0,0,0,0,0,0,0,0,442,285,259,292,366,412,291,183,61,2596,6,0,8,6,0,3,0,0,0,18,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,9,226,88,117,82,103,63,35,21,3,730,113,49,45,65,61,64,43,19,3,467,789,429,436,448,542,535,373,220,70,3836
LGA15650,82,41,32,40,41,26,11,7,4,279,6,0,0,6,3,3,4,0,0,17,2103,1159,1234,1351,1601,1358,997,518,181,10508,17,4,13,13,9,3,3,0,0,53,12,0,12,11,0,0,0,0,0,43,8,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,0,0,12,3,6,3,8,8,3,0,0,0,36,5,11,12,7,8,3,0,0,0,55,1156,593,681,434,384,234,124,31,5,3656,312,177,291,249,243,194,133,67,17,1681,3626,1959,2272,2077,2267,1801,1265,617,203,16086
LGA15700,74,36,39,56,58,83,50,21,13,432,0,7,0,0,0,6,3,3,0,19,1516,865,675,984,1395,1963,2037,1131,480,11046,3,3,9,0,5,7,0,0,0,24,3,0,0,7,4,0,0,0,0,17,3,0,0,0,0,3,3,0,0,17,13,7,5,0,3,0,5,0,0,26,3,0,6,0,0,0,0,0,0,7,17,3,14,11,18,21,10,0,3,86,29,11,20,12,17,17,8,0,3,120,1263,687,612,576,696,950,615,236,68,5697,332,197,131,144,289,336,326,207,149,2101,3168,1775,1449,1740,2449,3321,3015,1582,706,19212
LGA15750,70,19,51,26,32,19,24,8,3,241,0,3,0,0,0,0,0,0,0,5,1647,875,936,1009,1286,1371,1042,591,180,8929,6,3,17,4,3,3,0,0,0,31,4,0,4,9,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,9,3,0,0,3,3,4,0,0,0,11,781,365,361,309,248,179,111,36,13,2395,346,183,167,185,214,217,149,114,70,1635,2788,1425,1491,1529,1759,1785,1308,742,256,13084
LGA15800,17,8,9,4,11,16,13,10,4,89,0,0,0,0,0,0,0,0,3,3,658,389,330,423,510,631,555,311,160,3956,3,0,3,3,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,0,0,0,12,0,0,4,0,4,4,3,0,0,9,348,155,150,129,127,104,60,37,19,1137,145,69,53,80,94,108,90,43,30,708,1155,621,547,643,734,853,706,390,199,5853
LGA15850,19,12,9,10,14,11,16,9,3,102,0,0,0,0,0,0,0,0,0,0,870,477,444,481,601,678,619,351,147,4655,3,0,3,0,0,0,0,0,0,7,4,0,5,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,368,143,137,104,95,88,57,21,5,1019,130,79,69,76,94,122,86,46,24,726,1372,700,659,667,790,891,767,425,179,6444
LGA15900,862,629,644,538,472,436,260,107,36,3986,18,13,21,19,18,22,16,7,4,137,13135,10173,9723,10402,12082,11682,9193,5837,2873,85110,217,153,262,225,97,57,23,11,3,1066,579,302,547,270,93,57,26,3,3,1877,11,12,15,14,17,12,12,3,0,94,16,11,6,6,11,0,3,0,0,56,24,28,73,21,7,4,13,0,0,179,35,76,88,86,73,42,30,10,0,439,73,113,164,117,89,46,43,10,0,666,10405,9871,10885,7228,5477,4603,2384,903,381,52140,1598,1657,1912,1436,1597,1502,1145,859,880,12585,26205,22599,23898,20042,19751,18200,12906,7666,4148,155411
LGA15950,110,65,238,185,128,114,82,32,11,965,9,0,7,11,3,3,5,4,3,56,3692,1981,5608,4867,3728,3500,3278,1668,753,29078,223,108,706,330,83,52,33,13,3,1551,62,38,179,111,44,16,15,7,4,471,83,39,96,84,55,124,96,48,25,648,0,0,0,0,0,0,0,0,0,0,22,3,28,14,6,6,3,5,3,96,15,12,64,57,38,20,19,5,0,231,37,18,91,69,42,33,25,8,0,329,3423,2353,7153,4918,3068,2389,1655,599,192,25751,894,617,2076,1429,942,882,677,305,157,7970,8543,5288,16352,12322,8222,7184,5927,2680,1146,67658
LGA15990,934,608,590,707,734,584,350,196,75,4772,19,15,20,23,26,15,12,8,11,148,25939,13485,12069,18305,20820,16632,14792,9508,5007,136566,282,209,593,277,149,91,47,15,6,1651,203,127,253,183,155,112,48,7,3,1095,114,55,92,126,125,112,110,51,31,820,3,8,3,0,0,0,0,0,0,11,86,64,204,73,34,39,15,8,0,526,89,95,125,161,127,103,48,21,10,774,180,164,333,234,164,145,68,23,9,1316,19109,10359,12883,15045,12325,8446,5168,2190,1018,86548,3615,2211,2776,3229,2937,2370,1975,1204,860,21179,49851,26972,29575,38197,37397,28419,22440,13078,6945,252878
LGA16100,25,7,8,16,12,8,8,3,0,89,3,0,0,0,0,3,0,0,0,7,539,353,277,350,501,498,522,216,90,3342,0,0,0,3,4,0,0,0,0,3,3,0,0,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,7,0,3,0,0,3,5,0,0,0,12,3,3,4,3,3,5,3,0,0,17,255,165,116,112,148,141,137,29,5,1117,120,151,86,78,94,76,115,46,17,782,919,674,487,560,757,725,768,298,112,5301
LGA16150,261,133,147,142,128,108,64,25,8,1010,3,3,0,5,0,4,0,0,0,18,5364,2975,3131,3291,3568,3435,2862,1848,768,27237,62,19,91,64,25,7,3,0,0,271,39,18,37,35,9,5,3,0,0,148,0,3,0,0,0,0,0,0,0,12,4,3,0,0,0,0,0,0,0,10,20,0,22,12,3,0,4,0,0,62,9,18,24,17,16,18,7,0,0,114,32,27,47,30,20,15,7,0,0,185,2419,1409,1547,1220,872,765,444,165,50,8889,593,459,461,426,465,386,293,185,98,3367,8540,4946,5362,5109,4991,4646,3626,2208,921,40344
LGA16200,84,35,28,46,24,31,18,14,5,292,3,0,0,3,0,0,0,0,0,7,2016,1237,1025,1126,1383,1537,1162,763,353,10587,10,0,13,6,0,4,0,0,0,32,12,3,5,8,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,3,3,0,5,0,0,24,3,5,7,3,0,0,5,0,0,25,659,378,344,254,285,200,138,56,25,2337,250,183,141,161,201,192,200,131,68,1537,2948,1817,1539,1563,1899,1947,1511,951,438,14608
LGA16260,952,602,1019,821,679,537,297,129,56,5092,29,14,12,26,25,13,19,17,9,162,17950,10981,13265,14522,13413,11832,9454,6018,2943,100380,5943,2012,9351,5156,1451,1023,477,158,45,25605,2506,1242,2383,1732,850,545,275,97,33,9660,23,15,30,26,18,18,29,12,12,181,0,0,0,0,0,0,0,0,0,3,493,418,1144,375,86,100,45,11,3,2667,251,155,381,311,217,187,73,51,13,1631,743,571,1527,686,309,286,116,60,13,4307,10156,8172,12360,8481,6778,5603,2897,1293,388,56142,3314,2525,5145,3609,2340,1918,1239,747,381,21219,41606,26368,45775,35846,26638,22372,15054,8595,3898,226149
LGA16350,1098,717,748,597,562,464,247,78,25,4546,37,38,36,22,20,26,14,3,3,186,24991,16130,16214,16969,16987,16312,11317,4902,1878,125696,784,333,867,656,372,266,138,56,15,3476,1235,614,788,685,396,280,164,43,8,4208,13,7,16,8,11,16,13,4,0,84,9,3,9,6,4,3,0,0,0,33,418,166,462,257,92,82,29,19,3,1524,50,75,111,102,87,66,42,13,6,550,477,241,576,373,177,153,76,35,5,2105,10545,7299,8525,5934,4415,3181,1454,507,163,42025,2917,2312,2904,2411,2041,1766,1209,561,237,16363,41288,27150,30298,27454,24736,22221,14463,6132,2316,196066
LGA16380,417,240,204,250,292,257,234,105,39,2035,7,0,3,4,9,3,10,7,5,47,7220,4166,3211,4829,6753,7625,8560,5344,2325,50026,45,13,58,49,14,18,10,0,0,205,18,4,22,13,4,5,3,0,0,77,7,0,4,12,0,12,17,3,3,56,13,3,0,6,3,9,0,0,0,27,7,0,14,3,0,0,3,0,0,33,19,23,22,21,38,36,16,9,0,186,33,32,33,35,39,44,18,14,0,242,4749,2612,2640,2428,2394,2491,1929,906,329,20467,969,656,607,647,850,961,1188,727,320,6911,13101,7530,6634,8102,10149,11262,11782,7001,2981,78539
LGA16400,344,204,147,185,225,190,147,69,13,1533,0,0,0,0,3,11,7,8,0,32,6802,4266,3389,4813,6026,6727,6931,3601,1193,43747,30,15,23,16,10,5,3,3,0,103,30,15,25,19,14,11,6,0,0,101,7,0,0,3,9,10,3,4,0,34,0,3,3,0,3,0,3,0,0,18,6,3,13,0,3,0,0,0,0,24,12,8,21,33,36,25,12,5,0,159,17,14,38,31,44,25,17,5,0,203,4587,2599,2435,2165,2235,1922,1537,569,205,18255,964,686,687,702,831,900,955,607,269,6597,12518,7641,6687,7841,9249,9673,9484,4798,1676,69556
LGA16490,252,170,170,203,189,172,110,41,8,1315,9,0,0,3,7,7,11,0,0,35,5725,3743,3441,4196,5453,4300,2851,1403,551,31666,161,52,281,134,37,16,8,0,0,679,173,51,235,96,44,25,9,0,0,641,7,0,4,8,10,10,4,0,0,39,5,0,7,0,0,3,0,0,0,16,101,37,182,67,15,23,0,3,3,431,15,16,27,37,34,33,5,3,0,172,128,60,214,99,43,55,5,8,3,616,3710,2170,2615,2499,2384,1758,895,245,66,16344,1012,629,801,769,898,740,465,198,64,5572,10965,6754,7666,7892,8956,6973,4267,1867,680,56027
LGA16550,246,324,390,314,215,216,147,55,18,1926,6,3,9,5,8,10,4,4,0,52,10787,7445,10176,9616,8820,7102,5889,4156,2103,66090,164,301,444,203,96,81,62,32,4,1388,346,706,586,276,165,140,74,25,0,2318,1139,487,393,740,760,549,468,263,256,5051,8,5,6,3,0,4,0,0,0,36,20,36,30,24,7,15,12,0,0,141,29,41,91,75,53,34,23,6,0,365,63,78,127,104,70,51,33,13,3,538,6293,10617,10546,6869,4657,3164,1817,703,298,44971,1914,2644,3540,2609,1968,1531,1119,648,474,16456,20965,23126,26573,20992,17002,13097,9758,5967,3181,140660
LGA16610,99,45,44,57,72,64,56,16,12,463,36,15,10,19,14,14,8,9,0,131,2375,1496,1149,1531,2048,2297,2143,1369,528,14932,6,0,8,0,3,3,0,0,0,28,3,3,7,0,6,0,0,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,11,11,9,15,4,7,7,4,0,74,16,11,15,18,6,7,7,4,0,80,1511,847,602,614,557,649,372,159,53,5361,438,268,197,274,301,321,271,147,50,2274,4367,2624,1984,2470,2939,3304,2808,1676,634,22807
LGA16650,501,347,554,513,410,420,261,143,64,3211,0,9,5,10,13,13,13,0,3,66,8697,5511,7310,7967,7621,6520,5858,4281,1986,55751,698,936,2703,753,203,119,84,28,17,5532,2803,1771,2535,1520,979,565,270,110,35,10597,14,16,18,30,26,23,31,16,8,174,0,5,0,0,7,0,0,0,0,10,35,15,57,30,13,5,0,0,0,156,33,37,103,62,54,21,13,3,3,329,69,54,164,90,76,26,13,3,3,497,3227,3505,5648,3155,2507,2210,1162,439,184,22026,1577,1261,2195,1468,1155,930,726,570,555,10423,17422,13555,21905,15753,13115,10903,8389,5545,2817,109404
LGA16700,447,344,539,449,382,319,226,127,45,2880,4,14,9,14,9,18,10,0,3,78,9821,6510,7392,8139,8029,6892,5384,3791,2218,58184,781,454,1640,820,340,230,125,68,18,4471,613,418,780,457,214,135,79,30,13,2740,56,25,35,49,41,46,55,36,12,370,0,3,0,0,0,0,0,0,0,4,77,60,190,67,43,28,12,4,0,489,38,50,86,91,55,55,29,18,8,427,119,108,279,159,97,89,40,20,9,925,5729,6357,8123,5228,3993,3342,1698,773,336,35572,1413,1315,1799,1404,1099,940,598,415,320,9301,18963,15738,21178,17161,14453,12214,8314,5306,2972,116302
LGA16900,455,253,261,301,241,236,173,59,19,2011,6,6,0,4,3,10,0,6,0,39,7840,5231,4456,5479,6334,6112,4976,2884,1092,44396,33,18,21,39,11,4,9,0,0,139,173,90,79,109,81,43,49,15,3,642,0,0,0,4,0,0,5,0,0,12,21,0,6,0,3,3,0,0,0,35,8,0,10,0,0,3,0,0,0,26,30,14,17,28,47,17,11,3,0,168,58,17,35,32,46,23,11,3,0,226,4465,2999,2686,2233,2020,1603,862,361,149,17371,955,586,659,606,666,658,585,307,127,5149,13606,8987,8009,8611,9242,8509,6531,3579,1377,68460
LGA16950,470,242,255,221,308,306,241,104,33,2174,3,6,3,7,7,16,16,13,3,67,7910,4827,4171,5266,7334,9810,10591,6163,2322,58394,41,18,72,40,18,15,4,0,0,216,46,19,36,40,15,12,10,0,0,181,6,4,5,7,13,16,14,13,0,87,6,10,3,5,10,9,3,0,0,42,13,0,15,14,3,0,0,0,0,54,29,35,36,55,69,56,20,10,3,318,46,46,56,72,79,61,26,10,3,407,6757,3861,3737,3410,3456,3842,2793,1171,392,29426,1358,1056,1127,1095,1219,1438,1455,831,439,10029,16319,9929,9309,10088,12305,15353,14975,8210,3160,99650
LGA17000,108,54,49,53,56,40,26,4,0,403,12,0,3,6,7,4,17,6,3,60,3006,1954,1687,2043,2407,2002,1352,676,288,15419,8,0,12,10,7,3,0,0,0,40,13,12,16,13,8,4,0,0,0,55,0,3,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,14,7,7,12,3,3,0,0,50,9,11,12,7,12,3,3,0,0,56,1382,922,886,677,591,444,167,60,14,5152,418,238,262,284,291,282,206,100,39,2121,4860,3149,2904,3062,3336,2749,1741,839,343,22987
LGA17040,80,32,41,42,47,37,31,9,0,323,0,0,0,0,0,4,3,0,0,5,1731,1052,906,1252,1756,1818,1570,840,334,11251,0,4,3,3,3,8,0,0,0,14,20,13,11,9,8,9,3,0,0,65,3,0,0,5,3,8,0,0,0,14,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,8,8,15,15,11,4,0,0,66,9,8,13,13,15,11,4,0,0,77,1345,869,925,849,817,732,412,153,33,6131,337,291,344,309,385,297,272,142,85,2469,3463,2252,2236,2460,3039,2896,2274,1144,460,20218
LGA17080,61,23,12,46,25,49,25,10,3,254,0,0,0,0,0,5,3,3,0,9,1616,892,845,1058,1338,1565,1333,781,325,9762,6,3,10,4,4,0,0,0,0,24,0,0,9,3,4,0,0,0,0,18,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,6,3,3,9,12,4,5,0,0,0,36,3,7,16,14,4,5,0,0,0,53,710,380,347,314,312,302,244,80,28,2735,260,151,201,214,254,273,187,116,71,1737,2604,1437,1442,1627,1933,2161,1781,987,430,14395
LGA17100,136,121,171,97,119,77,40,21,11,797,18,8,3,7,8,6,3,3,0,49,2644,2369,2446,2079,2272,1841,1369,975,520,16516,1084,842,2398,1004,440,405,222,123,75,6598,567,323,425,288,185,103,56,16,7,1968,8,5,8,3,5,6,5,3,3,36,0,5,0,0,0,0,0,0,0,3,34,51,88,31,18,10,13,7,0,252,10,15,31,13,12,23,15,3,0,125,50,67,122,48,28,33,23,7,0,378,1137,1791,2354,1037,970,897,340,200,59,8785,535,612,1030,503,390,320,185,109,57,3746,6224,6297,9302,5278,4676,3912,2355,1521,752,40312
LGA17150,901,547,538,657,573,551,349,109,59,4276,40,12,13,35,23,43,27,11,11,208,26460,16495,14222,18694,20707,19227,15249,8861,4774,144686,211,121,258,222,165,124,76,28,5,1211,367,223,234,247,194,144,90,31,9,1528,34,25,29,41,44,40,51,15,9,279,3,3,3,3,3,0,0,0,0,15,32,28,71,25,18,17,4,5,0,203,22,44,63,69,62,63,20,12,0,357,66,68,133,100,80,87,25,16,3,569,11821,7078,9005,8319,6736,5477,3062,1262,614,53392,2468,1628,2003,2051,1917,1820,1250,779,516,14434,41655,25842,26241,30160,30298,27277,19990,11056,5947,218464
LGA17200,201,702,1181,467,276,238,143,58,20,3287,0,7,22,17,19,18,20,4,4,112,4649,7408,16905,9974,7397,6080,4607,2435,985,60441,180,493,1424,446,169,87,67,22,0,2878,255,622,1100,442,189,129,85,26,8,2863,165,146,440,287,161,257,268,187,74,1990,19,8,9,14,7,11,4,0,0,69,10,35,98,31,7,9,7,0,0,190,28,79,191,149,106,81,25,9,7,671,50,126,295,192,113,98,35,12,4,931,6226,19458,31775,14422,8840,6014,3357,1182,346,91611,2029,5853,10983,5242,3536,2639,1603,791,319,32989,14040,36965,68867,33856,21469,16072,10462,4860,1790,208374
LGA17310,275,146,119,132,152,120,100,40,11,1098,9,0,4,3,4,4,3,0,0,35,7686,4321,4102,4708,5658,5806,4894,2920,1177,41281,50,14,99,33,18,8,5,0,0,230,45,11,59,32,16,3,0,0,0,161,0,0,0,0,0,3,0,0,0,8,4,4,3,7,4,4,0,0,0,28,12,0,35,3,0,3,0,0,0,63,13,25,12,22,34,9,6,3,0,126,40,29,52,32,39,15,9,3,0,217,3236,1872,2099,1350,1197,1068,608,250,72,11753,1010,673,718,688,658,757,626,386,184,5704,12115,6949,7190,6927,7626,7694,6161,3566,1437,59663
LGA17350,20,8,3,7,10,9,6,0,0,71,0,0,0,0,0,0,0,0,0,0,874,456,405,449,655,682,651,399,191,4768,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,9,3,0,4,0,4,0,0,0,0,16,242,120,109,114,100,105,74,31,4,894,53,48,42,29,52,67,60,47,15,410,1179,628,568,591,820,857,783,470,210,6110
LGA17400,39,19,11,16,33,38,29,11,0,185,5,0,0,4,4,0,0,0,0,14,546,321,229,398,504,783,773,374,105,4039,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,4,6,5,3,0,28,0,0,0,6,8,6,5,3,0,34,370,161,127,171,200,300,201,43,14,1593,111,61,55,82,101,192,150,93,56,905,1036,548,431,664,822,1299,1137,518,176,6628
LGA17420,768,491,435,573,549,441,251,87,19,3610,26,25,12,21,24,29,14,6,3,160,19712,13066,8119,13077,14354,11923,9744,4315,1559,95866,1803,709,818,1629,980,653,309,124,38,7066,1110,552,552,724,523,333,186,58,11,4044,30,13,15,30,31,40,25,0,5,195,0,0,0,0,0,0,0,0,0,4,314,180,230,232,200,150,71,62,10,1440,154,95,146,139,140,153,59,16,9,905,459,276,375,366,340,306,129,77,19,2349,7952,4719,4910,5520,4336,3559,2030,633,216,33875,1851,1209,1153,1337,1367,1093,803,348,121,9288,33619,20965,16505,23631,22686,18615,13582,5649,2000,157243
LGA17550,413,218,249,259,270,337,290,117,47,2192,3,3,3,4,9,11,13,3,3,61,7140,4421,3670,5102,6897,8318,8287,5618,2660,52100,126,81,95,103,80,99,32,7,3,616,23,10,18,15,16,14,4,4,0,107,17,7,5,11,16,11,16,4,12,90,12,5,3,8,14,0,0,0,0,44,28,29,46,31,23,17,17,4,9,207,34,34,34,49,62,57,46,13,0,332,71,71,84,92,99,81,60,17,8,579,6372,3412,3425,3723,3414,3412,2305,1069,450,27589,1455,850,825,1031,1185,1439,1221,796,447,9243,15327,8921,8219,10268,11917,13583,12026,7535,3581,91371
LGA17620,33,24,25,21,27,11,14,3,0,157,6,0,0,0,0,0,0,0,0,4,1892,960,1062,1259,1400,1402,1132,691,286,10069,4,4,11,12,3,3,3,0,0,38,15,3,15,8,5,0,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,5,0,7,4,0,0,0,20,0,3,13,0,7,4,0,0,0,22,679,332,379,288,240,245,147,59,11,2391,295,151,184,180,186,184,139,85,58,1469,2912,1454,1668,1756,1855,1849,1435,833,352,14112
LGA17640,14,7,4,11,5,23,11,3,0,75,3,0,0,0,0,0,3,0,0,5,870,523,407,522,834,864,832,462,155,5476,0,0,0,0,0,0,0,0,0,3,9,0,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,4,0,0,0,0,19,4,3,0,0,4,0,0,0,0,18,335,135,149,164,219,207,132,45,19,1409,124,66,61,75,117,138,102,51,7,734,1352,728,631,777,1189,1212,1072,559,184,7695
LGA17650,14,3,8,8,20,16,11,5,0,92,0,3,0,0,5,5,0,0,0,13,650,358,280,430,588,675,565,274,95,3917,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,10,5,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,3,0,0,0,18,3,3,4,0,4,3,0,0,0,26,392,186,145,177,197,201,126,29,15,1467,106,56,41,70,95,98,82,30,11,583,1162,601,470,683,892,985,787,337,118,6048
LGA17750,265,188,170,131,136,139,66,39,19,1147,3,4,6,3,4,3,0,0,4,23,7904,5449,4809,4969,5464,5407,4133,2529,1161,41818,107,27,140,108,37,11,7,0,0,432,170,77,151,102,36,13,0,0,0,552,3,8,0,3,0,0,3,0,0,18,8,3,3,0,0,6,0,0,0,22,17,3,31,11,0,3,0,0,0,73,8,23,30,18,16,16,3,0,3,119,36,25,70,36,15,21,3,0,3,210,3567,2898,2687,1653,1360,1084,533,193,79,14050,860,779,688,584,579,641,433,250,126,4945,12693,9313,8609,7532,7551,7210,5124,2979,1372,62385
