LGA_CODE_2016,C06_PI_S_R225_274,C06_PI_S_R275_349,C06_PI_S_R350_449,C06_PI_S_R450_549,C06_PI_S_R550_649,C06_PI_S_R650m,C06_PI_S_R_NS,C06_PI_S_R_Tot,C06_AI_NS_R0_74,C06_AI_NS_R75_99,C06_AI_NS_R100_149,C06_AI_NS_R150_199,C06_AI_NS_R200_224,C06_AI_NS_R225_274,C06_AI_NS_R275_349,C06_AI_NS_R350_449,C06_AI_NS_R450_549,C06_AI_NS_R550_649,C06_AI_NS_R650m,C06_AI_NS_R_NS,C06_AI_NS_R_Tot,C06_Tot_R0_74,C06_Tot_R75_99,C06_Tot_R100_149,C06_Tot_R150_199,C06_Tot_R200_224,C06_Tot_R225_274,C06_Tot_R275_349,C06_Tot_R350_449,C06_Tot_R450_549,C06_Tot_R550_649,C06_Tot_R650m,C06_Tot_R_NS,C06_Tot_R_Tot,C11_N_inc_R0_74,C11_N_inc_R75_99,C11_Ne_Ni_inc_R100_149,C11_Ne_Ni_inc_R150_199,C11_Ne_Ni_inc_R200_224,C11_Ne_Ni_inc_R225_274,C11_Ne_Ni_inc_R275_349,C11_Ne_Ni_inc_R350_449,C11_Ne_Ni_inc_R450_549,C11_Ne_Ni_inc_R550_649,C11_Ne_Ni_inc_R650m,C11_Ne_Ni_inc_R_NS,C11_N_inc_R_Tot,C11_1_149_R0_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650m,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R0_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650m,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R0_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650m,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R0_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650m,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R0_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650m,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R0_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650m,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R0_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650m,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R0_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650m,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R0_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650m,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R0_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650m,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R0_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650m,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R0_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649
LGA13550,3,0,0,0,0,0,5,75,6,4,20,4,0,0,0,0,0,0,0,8,48,278,96,460,257,45,27,15,3,0,0,4,52,1248,5,0,3,0,0,0,0,0,0,0,0,3,14,4,4,3,0,0,0,0,0,0,0,0,0,11,15,4,37,24,0,3,3,0,0,0,0,8,93,24,15,49,35,16,12,4,3,0,0,0,4,158,10,3,35,38,21,13,11,0,0,0,0,6,140,5,0,6,22,9,13,3,0,0,0,0,5,68,16,3,19,31,27,24,5,8,0,0,0,7,143,15,0,15,27,29,20,16,0,0,0,6,3,126,7,0,10,25,26,17,11,3,0,0,0,7,108,21,0,5,13,11,20,10,8,0,0,0,5,99,14,0,7,12,9,22,26,14,0,0,0,10,124,7,0,0,8,6,9,10,7,0,0,0,0,45,4,0,7,8,9,16,8,8,3,4
LGA13660,0,0,0,0,0,0,4,33,8,0,0,3,0,0,0,0,0,0,0,0,19,247,56,135,18,3,0,3,0,0,0,3,42,505,0,0,0,5,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,3,9,8,3,15,3,0,0,0,0,0,0,0,0,28,20,9,13,10,0,0,0,0,0,0,0,3,56,9,3,11,12,3,0,0,0,0,0,0,5,46,12,6,7,11,0,0,0,0,0,0,0,0,43,22,0,14,12,3,3,0,0,0,0,0,7,51,27,0,13,9,0,0,0,0,0,0,0,4,57,13,7,9,8,0,3,0,0,0,0,0,3,36,21,0,11,3,3,0,3,0,0,0,0,3,41,18,0,12,4,3,3,0,0,0,0,0,4,36,7,0,3,3,0,0,0,0,0,0,0,0,18,4,0,0,0,3,0,0,0,0,0
LGA13800,90,60,24,0,3,8,25,404,19,3,17,14,14,18,3,5,0,0,6,31,139,492,149,585,907,796,1181,506,140,49,13,46,183,5043,4,3,4,3,0,4,17,3,0,7,0,7,56,3,4,13,11,4,7,14,3,0,0,0,3,68,15,29,56,58,17,14,22,10,0,0,0,14,236,46,38,90,64,30,38,39,17,5,0,4,19,386,24,3,52,62,44,76,93,40,5,0,0,14,424,17,0,23,28,25,33,57,9,4,0,0,7,205,33,3,27,68,66,80,166,72,10,4,0,17,553,25,6,13,37,61,84,152,81,14,15,8,16,499,22,3,13,33,41,83,202,121,22,0,8,13,560,22,0,6,19,51,49,163,104,21,8,3,10,465,19,0,3,20,45,77,156,182,31,10,17,13,576,25,0,3,15,34,44,84,98,23,16,10,11,358,8,0,0,5,14,18,47,68,21,7
LGA13850,0,0,0,0,0,0,3,28,6,0,10,0,0,0,0,0,0,0,0,3,13,110,37,188,40,0,0,0,0,0,3,7,25,409,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,4,8,3,3,17,9,0,0,0,0,0,0,0,7,39,3,9,22,7,0,0,0,0,0,0,0,3,41,3,0,20,17,0,0,0,0,0,0,0,0,40,7,3,11,3,0,0,0,0,0,0,0,0,24,5,0,25,8,0,0,0,0,0,0,0,3,45,8,3,4,11,0,0,0,0,0,0,0,4,29,7,0,14,6,0,0,0,0,0,0,0,3,38,12,0,0,8,0,0,0,0,0,0,0,0,17,13,0,0,5,3,3,0,0,0,0,0,0,24,10,0,3,0,0,0,0,0,0,0,0,0,18,4,0,0,4,0,0,0,0,0,0
LGA13910,7,0,4,0,0,0,3,103,19,5,14,15,3,0,0,0,0,0,0,12,65,403,138,482,375,127,48,3,3,0,0,16,83,1682,3,0,5,5,9,0,0,0,0,0,0,3,21,4,3,8,9,0,4,0,0,0,0,0,0,28,20,10,30,39,4,10,4,0,0,0,0,5,125,36,21,67,53,22,9,0,0,0,0,0,8,221,32,13,46,77,32,21,10,0,3,0,0,11,233,16,3,19,40,10,17,3,0,0,0,0,8,111,30,11,45,84,32,18,3,3,0,0,0,6,236,30,3,19,48,33,25,10,0,0,0,3,7,176,27,3,15,44,32,25,15,3,0,0,0,0,163,18,3,9,19,12,15,12,0,0,0,0,7,100,25,3,16,23,17,22,14,0,0,0,0,3,127,7,0,4,6,6,12,8,3,0,0,0,0,45,7,0,6,7,0,3,7,0,0,0
LGA14000,71,211,183,70,29,27,28,727,22,9,6,3,4,25,33,20,7,0,0,32,166,709,163,338,405,391,1421,2789,1876,554,156,138,286,9234,18,4,11,0,5,10,14,46,50,12,8,19,191,23,20,4,7,6,7,14,18,18,5,0,6,122,53,73,39,28,7,19,15,39,28,10,9,17,333,57,93,56,41,11,37,21,45,24,7,9,29,433,26,22,55,40,18,37,59,86,48,20,3,27,454,22,4,39,20,10,12,13,55,28,11,4,10,237,36,13,24,47,26,61,93,158,80,14,20,19,593,28,4,11,21,28,57,105,209,119,21,18,17,647,33,0,5,14,23,55,143,285,149,36,23,22,793,31,0,9,8,6,14,99,282,147,51,24,17,698,48,0,13,19,22,35,116,389,369,95,59,20,1182,27,0,3,3,14,21,57,302,224,79,43,6,783,21,0,4,10,10,7,44,258,298,136
LGA14100,0,10,9,11,10,14,3,77,11,0,0,0,3,3,0,0,0,0,0,5,25,202,30,60,47,48,79,137,160,100,44,121,36,1068,7,5,0,0,0,4,3,4,0,0,3,0,26,6,3,0,0,0,0,0,3,0,0,0,0,13,27,40,8,3,0,0,0,0,0,0,0,4,91,11,57,6,9,0,0,0,3,0,3,0,4,94,0,13,7,5,0,4,0,6,5,0,4,4,54,0,0,17,7,0,0,0,4,0,0,0,0,33,3,3,6,6,4,11,9,20,7,0,7,0,75,6,0,3,5,3,12,13,8,13,3,4,3,66,0,0,0,0,0,10,11,17,7,10,0,0,68,0,0,0,3,3,4,16,15,11,4,7,0,69,0,0,0,0,0,3,13,26,15,9,12,3,96,3,0,0,0,0,3,3,13,17,7,13,0,71,4,0,0,0,0,0,10,23,28,34
LGA14170,289,363,463,276,125,81,75,2050,69,19,48,58,60,47,40,37,13,10,20,85,504,1571,473,1210,3008,2803,4685,4795,4596,2001,677,669,638,27119,20,6,16,28,27,44,82,90,54,25,26,50,458,47,37,27,14,14,21,34,36,16,8,10,16,274,126,220,111,101,47,88,117,104,24,16,25,70,1051,143,328,157,109,89,108,112,106,37,19,24,57,1287,55,65,130,145,121,199,248,222,69,31,30,31,1340,25,21,66,68,33,56,110,119,36,10,17,19,592,61,29,51,134,127,251,463,405,131,64,40,38,1800,43,16,35,82,91,239,546,542,180,93,58,46,1966,41,10,33,76,77,228,604,745,291,165,111,36,2422,36,8,19,37,57,149,522,739,316,127,125,29,2169,71,4,25,38,65,161,623,1199,671,342,235,44,3491,28,3,5,20,19,73,282,821,645,375,237,40,2557,45,0,11,16,23,66,196,616,664,509
LGA14200,3,0,0,0,0,0,4,75,19,3,27,7,0,0,0,0,0,0,3,17,68,333,128,505,357,68,25,7,7,3,0,18,87,1529,13,0,5,4,0,3,0,0,0,0,0,0,33,13,0,22,5,5,0,0,0,0,0,0,3,53,25,21,46,30,9,8,0,0,0,0,0,7,142,49,26,38,40,14,8,0,3,0,0,4,8,190,23,11,51,37,15,32,3,0,3,0,4,7,181,27,5,28,26,12,19,3,0,0,0,0,0,121,21,15,42,64,33,60,9,3,3,4,0,14,256,14,6,27,35,25,36,13,0,0,0,3,3,161,14,0,23,28,25,24,14,3,0,0,0,10,144,10,0,9,11,13,30,12,7,0,0,0,3,87,17,3,12,18,7,23,13,3,0,0,0,7,103,8,0,3,8,4,14,7,4,3,0,0,3,49,10,0,0,3,0,6,7,4,0,0
LGA14300,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,4,12,101,45,142,71,13,0,0,0,0,0,0,28,402,3,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,10,4,3,10,3,4,3,0,0,0,0,0,5,39,12,12,23,10,10,3,0,0,0,0,0,3,67,4,0,9,7,8,3,0,0,0,0,0,0,46,3,0,9,14,3,0,0,0,0,0,0,0,25,12,3,4,13,8,8,4,0,0,0,0,0,50,0,3,9,16,8,0,0,0,0,0,0,0,40,5,0,5,3,5,8,3,0,0,0,0,3,35,9,0,0,14,7,3,0,0,0,0,0,0,37,10,0,3,4,8,3,3,0,0,0,0,0,26,3,0,3,3,3,0,0,0,0,0,0,0,13,3,0,0,3,0,0,0,0,0,0
LGA14350,21,3,0,0,0,0,6,161,21,13,24,33,5,4,0,0,3,0,6,15,121,414,167,686,876,279,169,51,25,26,11,29,95,2823,3,0,8,3,0,3,4,3,0,0,0,6,38,13,0,18,7,7,8,0,0,0,0,0,7,59,28,23,48,56,20,16,8,0,0,0,0,8,214,44,54,108,112,42,44,10,3,0,0,4,5,420,19,5,61,145,72,58,18,0,0,0,6,12,407,23,3,38,62,33,35,14,3,4,0,0,5,212,22,5,45,109,71,86,35,3,0,0,3,13,392,16,0,9,64,57,75,28,7,4,0,0,4,271,15,4,18,59,51,51,31,7,7,0,3,8,239,10,4,6,42,23,42,29,4,4,0,6,3,173,13,0,10,29,20,53,25,14,3,0,0,3,168,7,0,7,12,10,16,12,7,3,0,0,0,74,4,0,6,3,8,11,14,6,3,0
LGA14400,30,27,10,0,0,3,3,104,0,0,4,0,3,3,0,0,0,0,0,7,21,99,17,111,208,170,364,297,45,14,3,7,39,1360,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,8,0,0,0,0,0,12,9,8,8,14,6,8,8,4,0,0,3,0,67,7,11,10,14,5,13,8,4,0,0,0,11,82,10,3,9,19,25,25,34,15,3,0,0,7,141,3,0,4,5,7,11,16,6,0,0,0,4,54,12,8,9,14,9,23,43,34,4,0,0,3,160,11,0,3,8,17,29,38,44,10,5,0,0,166,7,0,0,5,13,21,48,41,7,0,0,7,164,3,0,0,7,6,13,35,39,9,3,0,3,113,7,0,3,12,8,18,51,70,12,4,7,0,194,4,0,0,5,3,9,32,39,16,0,0,3,113,9,0,0,0,3,3,8,49,20,0
LGA14500,13,58,71,59,76,120,14,443,9,0,4,0,3,5,14,14,5,4,8,20,76,348,18,78,82,83,213,619,712,626,446,794,141,4156,8,0,0,4,0,3,7,19,32,19,39,8,144,3,0,3,0,0,0,3,4,8,5,13,6,51,14,0,3,4,0,0,6,11,8,11,21,7,97,17,35,12,3,5,3,14,13,18,11,12,11,162,25,19,18,8,9,13,13,19,20,20,14,10,177,9,0,3,0,0,4,14,10,16,12,20,3,88,22,4,0,7,6,9,21,39,44,23,35,9,229,13,0,6,8,4,4,17,49,47,30,40,10,230,28,0,7,3,0,10,23,60,55,46,52,9,296,20,0,0,3,0,7,29,71,68,55,71,14,338,27,0,0,9,4,14,32,97,151,103,151,7,592,15,0,0,5,3,9,12,48,94,81,111,8,391,20,3,7,3,0,7,16,62,134,156
LGA14550,0,0,0,0,0,0,3,41,3,0,13,4,0,0,0,0,0,0,0,0,21,192,78,262,153,33,17,3,0,0,0,6,30,763,0,0,0,3,0,3,0,0,0,0,0,0,10,3,0,6,3,0,0,0,0,0,0,0,0,14,19,5,19,9,5,5,0,0,0,0,0,4,72,29,12,22,13,12,11,4,0,0,0,0,3,97,13,4,16,29,14,26,4,3,0,0,0,3,114,3,0,17,16,9,8,8,0,0,0,0,0,59,12,3,18,20,12,21,4,0,0,0,0,7,96,7,0,20,19,5,18,9,3,0,0,0,3,87,6,0,5,7,5,19,9,0,0,0,0,3,59,4,0,5,7,3,4,3,3,0,0,0,3,43,7,0,5,6,3,9,3,0,0,0,0,0,36,3,0,0,3,3,8,3,0,0,0,0,0,20,4,0,0,0,0,0,3,3,0,0
LGA14600,0,0,0,0,0,0,0,44,5,5,7,0,0,0,0,0,0,0,0,8,33,272,89,233,63,8,3,0,0,0,0,4,39,707,3,0,0,6,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,0,0,0,0,0,5,19,9,15,11,3,0,0,0,0,0,0,0,50,23,8,45,4,0,0,0,0,0,0,0,7,85,13,6,31,14,0,0,0,0,0,0,3,0,58,13,0,19,0,0,0,0,0,0,0,0,0,37,23,6,37,16,0,0,0,0,0,0,0,4,87,16,7,23,10,5,0,0,0,0,0,0,5,68,25,0,13,10,4,3,0,0,0,0,0,3,59,19,0,24,14,0,0,0,0,0,0,0,0,55,24,3,10,16,3,0,0,0,0,0,0,3,67,14,0,3,8,3,0,3,0,0,0,0,0,28,8,0,3,4,3,0,0,0,0,0
LGA14650,203,89,49,10,4,12,38,1012,89,36,115,72,35,30,13,6,3,0,18,123,537,1653,706,2425,3385,2301,2652,1016,360,46,24,133,481,15179,13,7,16,26,9,20,23,14,3,0,3,34,163,39,34,23,42,17,8,18,16,3,0,4,18,215,110,230,181,131,46,78,79,22,5,0,14,50,949,162,485,263,274,74,156,127,32,7,6,19,72,1666,72,64,235,296,164,294,317,76,13,0,7,41,1586,52,36,230,132,62,141,163,41,7,0,0,22,882,79,42,164,307,194,355,509,129,22,4,7,39,1847,63,21,107,176,126,334,432,160,27,5,4,32,1484,52,15,50,98,127,350,535,213,31,8,7,20,1486,48,7,22,66,91,231,407,201,35,4,7,26,1147,44,6,28,56,76,237,511,404,108,21,19,18,1522,32,3,13,22,24,127,254,253,75,7,4,14,822,23,3,12,12,21,65,153,201,91,24
LGA14700,31,71,58,32,6,34,7,269,20,0,0,0,3,12,14,8,0,0,5,9,72,300,47,90,95,136,683,1042,534,273,138,190,72,3593,7,3,0,0,0,0,4,16,9,8,5,0,54,5,3,3,0,0,0,7,7,3,0,0,0,35,18,24,15,9,0,3,5,15,7,4,6,7,101,26,57,19,7,3,3,7,12,8,3,0,3,147,13,13,5,8,3,7,12,28,10,0,3,5,117,8,3,5,0,0,0,12,13,5,0,0,3,51,4,7,11,7,3,3,36,73,17,7,9,0,173,4,0,7,4,6,9,44,79,35,5,3,3,203,8,0,0,4,6,10,46,116,38,16,25,5,276,7,0,3,3,0,10,41,112,43,12,13,7,258,11,3,0,8,4,18,51,228,89,44,33,5,491,5,0,0,9,4,7,25,166,89,43,24,6,367,9,0,9,3,0,3,32,149,110,64
LGA14750,4,0,0,0,0,0,0,52,15,6,9,7,0,0,0,0,0,0,3,8,40,209,86,264,343,71,21,6,0,0,0,7,25,1041,0,3,3,9,0,0,3,0,0,0,0,0,19,0,0,5,5,3,0,0,0,0,0,0,0,12,8,15,12,17,4,3,0,0,0,0,0,3,64,25,15,38,31,9,0,0,0,0,0,0,3,125,14,8,16,46,18,7,0,0,0,0,0,3,108,13,3,14,15,6,3,0,0,0,0,0,3,57,12,3,28,50,17,13,3,0,0,0,4,9,132,12,4,19,26,24,6,3,0,0,0,0,11,98,10,4,21,36,18,8,4,0,0,0,0,4,105,10,0,8,30,28,5,3,0,0,0,0,0,81,13,0,8,32,14,10,6,0,0,0,0,0,86,5,0,7,10,4,6,8,0,0,0,0,0,43,10,0,7,11,3,3,0,0,0,0
LGA14850,41,19,9,0,0,0,13,296,15,8,25,25,7,3,3,0,0,0,5,23,119,544,209,1040,1323,577,572,207,41,13,9,29,140,4698,5,0,9,9,4,5,7,3,0,0,0,4,51,18,7,16,11,5,3,10,3,0,0,0,6,88,44,57,77,85,40,32,14,4,0,0,0,16,376,55,97,97,135,48,39,39,4,0,0,3,15,540,30,15,86,140,89,91,102,11,0,0,3,11,584,14,7,44,47,46,56,66,15,4,0,0,3,310,29,11,46,107,78,123,131,39,4,0,3,9,578,20,3,35,72,59,86,150,39,3,0,3,8,483,24,9,18,56,57,105,158,46,8,0,3,8,488,14,0,12,34,36,58,104,38,4,0,0,7,302,13,3,10,26,21,63,115,47,3,0,4,8,300,3,0,3,0,3,29,33,28,7,0,0,3,118,4,0,4,3,5,10,22,24,3,0
LGA14870,5,0,0,0,0,3,6,95,8,3,18,14,0,3,0,0,0,0,0,7,57,292,126,653,539,103,56,11,6,0,8,17,62,1880,0,3,3,0,4,0,0,4,0,0,0,0,20,12,4,8,13,0,3,4,0,0,0,0,0,45,16,37,37,53,16,4,3,0,0,0,0,6,179,34,48,60,63,13,3,0,0,0,0,0,13,240,16,12,61,86,33,23,7,0,0,0,3,0,241,12,3,42,39,15,12,3,0,0,0,0,0,131,16,0,35,75,30,29,8,0,0,0,0,3,203,14,0,17,70,32,21,3,0,0,0,0,8,169,4,0,14,45,27,32,4,4,3,0,4,3,150,3,3,4,27,28,26,4,0,0,0,0,0,98,8,0,8,38,33,29,9,9,0,0,0,3,143,8,0,0,11,8,4,6,4,0,0,0,0,49,8,0,4,12,9,9,9,11,0,0
LGA14900,258,191,57,9,4,8,59,1346,102,33,71,67,36,44,25,9,5,3,14,100,499,1756,625,1936,3009,1788,3011,1799,440,72,28,138,541,15149,28,13,13,16,10,37,33,45,13,0,3,35,260,105,46,22,18,9,22,22,22,8,0,3,26,293,212,295,146,81,35,96,114,88,13,3,6,61,1145,143,488,165,87,46,87,111,80,11,3,14,56,1299,56,56,143,93,67,152,224,165,20,6,6,26,1018,49,29,249,139,56,150,204,163,27,3,4,41,1116,54,40,124,173,95,222,373,344,76,8,13,43,1563,54,17,60,94,103,226,391,368,89,13,14,30,1451,41,17,53,63,95,205,372,468,133,16,9,46,1525,34,0,25,40,74,132,309,379,150,14,12,32,1200,34,10,26,55,119,161,350,560,240,35,12,34,1648,38,0,18,38,52,79,212,380,187,26,20,16,1062,13,0,9,22,28,40,73,203,142,24
LGA14920,0,0,0,0,0,0,10,69,3,3,11,0,0,0,0,0,0,0,0,9,22,235,92,266,90,11,7,0,0,0,0,11,46,764,5,0,0,3,3,0,0,0,0,0,0,0,10,4,0,0,3,0,0,0,0,0,0,0,3,11,10,10,18,12,3,4,0,0,0,0,0,0,57,25,7,32,26,0,0,0,0,0,0,0,4,98,5,4,28,29,10,8,0,0,0,0,0,4,91,10,3,7,15,3,0,0,0,0,0,0,3,39,25,6,26,36,7,3,4,0,0,0,0,0,114,15,3,15,18,4,7,3,0,0,0,0,8,80,20,6,14,15,5,13,6,0,0,0,0,5,87,17,0,20,16,5,7,0,0,0,0,0,0,68,8,0,4,18,11,9,10,0,0,0,0,4,55,7,0,3,0,0,5,3,0,0,0,0,0,20,6,0,3,3,0,5,3,0,0,0
LGA14950,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,6,14,85,19,46,18,4,3,0,0,0,0,0,12,188,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,0,0,0,0,0,0,0,0,0,12,13,3,4,3,0,0,0,0,0,0,0,0,20,3,0,4,8,0,0,0,0,0,0,0,0,20,3,3,3,0,3,0,0,0,0,0,0,0,15,11,0,4,4,0,3,0,0,0,0,0,3,30,9,0,4,9,0,0,0,0,0,0,0,0,16,3,0,3,0,0,3,0,0,0,0,0,0,11,3,0,3,3,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
LGA15050,70,51,5,3,0,3,18,371,27,12,34,28,5,15,6,0,0,0,4,34,171,599,307,1029,1346,668,895,485,39,7,7,51,179,5617,3,9,6,8,4,13,11,7,0,0,0,12,69,17,8,11,8,11,3,12,3,0,0,0,7,79,43,83,66,46,19,22,21,4,0,0,5,21,337,47,160,121,93,25,43,38,12,0,0,3,23,570,21,33,82,102,59,93,117,28,5,0,3,6,555,14,15,89,54,33,46,35,11,0,0,0,13,304,14,19,54,127,79,131,159,41,3,0,3,24,655,20,3,32,86,59,126,164,60,0,0,3,16,568,16,4,29,64,57,132,202,98,8,0,4,12,628,10,0,17,34,45,81,174,84,13,3,3,15,483,23,4,6,44,46,99,263,177,19,0,0,16,709,5,0,9,22,35,36,112,124,23,4,3,7,384,7,3,7,15,11,35,98,140,36,4
LGA15240,87,25,0,0,0,0,20,485,48,18,50,55,13,22,5,0,0,3,7,47,266,1029,425,1843,2406,937,945,291,60,24,12,57,269,8305,23,3,6,14,13,7,13,3,3,4,0,16,104,19,16,24,38,15,13,11,6,0,0,6,10,164,73,72,160,190,61,61,32,9,0,0,7,21,680,103,139,238,304,129,103,58,12,0,0,11,31,1127,51,40,185,365,149,229,116,17,0,3,6,20,1180,50,20,90,187,80,141,90,17,4,5,8,16,704,58,22,106,291,177,295,178,34,0,0,5,29,1204,53,9,77,206,123,227,170,32,3,3,7,20,928,34,8,37,117,92,232,155,36,3,0,5,20,728,43,4,26,65,70,120,146,34,0,0,8,19,532,41,0,29,50,51,121,152,67,5,5,7,18,550,18,3,8,13,16,46,86,27,4,0,0,6,218,16,0,3,10,17,28,40,28,9,0
LGA15270,17,9,0,0,0,0,12,131,9,8,13,14,3,0,0,0,0,0,0,6,63,373,124,530,546,194,156,58,11,14,5,18,75,2106,7,0,3,6,3,0,3,0,3,0,3,0,20,3,3,6,8,3,3,0,3,0,0,0,0,32,17,8,29,30,6,15,5,0,0,0,0,6,113,39,16,71,59,25,14,9,0,0,0,7,8,250,15,9,41,62,30,42,10,3,0,0,0,4,215,12,0,22,25,22,21,7,0,0,0,0,3,118,41,5,31,47,42,36,29,6,0,0,3,8,247,27,0,12,28,34,47,25,8,0,0,0,8,200,20,3,8,28,15,46,31,8,0,0,0,3,170,13,0,6,18,16,23,34,15,3,0,3,3,144,18,3,4,20,30,43,44,30,5,0,0,11,202,13,0,0,10,6,24,25,28,6,0,0,8,116,11,0,7,9,6,10,34,34,7,0
LGA15300,13,3,3,3,0,0,13,179,12,8,29,3,3,0,0,0,0,0,0,12,74,564,137,519,272,104,95,42,19,8,0,14,106,1886,3,0,8,4,0,0,3,0,0,0,0,0,26,7,4,8,3,0,0,0,0,0,0,0,0,30,32,10,37,22,7,3,0,0,0,0,0,3,117,34,16,58,31,3,4,4,0,0,0,0,8,149,23,3,49,29,9,14,3,0,0,0,4,3,133,15,4,30,20,3,3,0,0,0,0,0,0,90,36,5,54,60,15,18,7,7,0,0,0,13,219,43,3,56,45,10,14,5,4,0,0,0,8,202,50,4,49,57,19,25,14,0,0,0,0,9,217,34,5,26,34,10,35,11,3,0,0,0,3,161,46,0,34,29,9,32,11,9,3,3,0,5,183,29,0,10,17,8,9,7,8,3,0,0,4,93,20,0,10,8,4,12,11,3,0,0
