LGA_CODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
LGA14600,10,10,0,3,6,22,0,3,69,43,18,8,6,5,9,216,0,0,0,0,5,8,0,0,7,3,0,0,0,0,3,31,3,0,0,0,6,9,7,20,44,12,12,0,0,0,4,119,0,0,0,0,3,0,0,0,9,0,0,3,0,0,7,23,3,3,0,0,0,17,17,6,17,3,3,0,0,0,0,69,0,4,0,4,11,9,5,3,5,0,0,0,0,0,0,46,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,6,3,0,0,0,0,0,16,11,12,6,0,92,48,8,3,17,3,0,0,0,0,15,215,0,0,0,0,3,0,0,0,0,0,0,0,0,0,56,61,25,29,7,9,125,122,34,49,174,65,32,11,17,6,94,794,3,4,0,0,7,13,3,3,42,21,17,3,3,3,31,160,0,0,0,0,0,0,0,0
LGA14650,14,7,0,0,16,38,5,50,837,790,694,301,193,40,39,3030,7,9,3,7,22,85,18,47,179,56,33,17,15,11,11,512,8,0,0,3,5,66,61,172,843,463,248,118,97,28,27,2133,3,0,0,0,8,10,12,29,114,81,56,33,24,3,21,390,3,0,3,16,16,115,233,261,557,199,55,139,30,4,73,1709,3,16,28,41,91,283,133,107,210,56,14,23,6,8,28,1054,0,5,3,6,18,28,21,35,46,24,8,15,0,0,18,223,0,0,0,0,5,7,0,3,34,29,18,14,13,3,14,139,92,269,109,91,3634,2326,457,490,1194,134,79,37,27,25,315,9276,3,7,4,5,95,54,12,3,33,10,0,0,0,3,1020,1251,131,305,149,166,3904,3015,954,1189,4040,1843,1216,702,401,132,1567,19715,7,12,0,3,12,31,22,45,581,809,816,533,421,165,456,3909,5,4,0,7,8,44,47,71
LGA14700,3,0,0,0,0,0,0,0,97,142,199,172,228,157,10,1019,0,0,0,0,0,10,3,6,21,17,10,11,7,6,0,92,0,0,0,0,0,0,7,10,62,70,56,56,68,14,10,365,0,0,0,0,0,3,0,3,14,11,19,12,15,6,4,86,0,0,0,4,4,15,12,26,69,40,24,62,33,10,6,303,0,0,0,8,3,14,11,17,31,15,7,19,11,8,6,156,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,4,0,5,3,4,3,0,27,26,20,3,0,108,93,21,38,138,51,33,31,27,20,23,629,0,0,0,0,5,0,0,0,4,3,0,0,0,0,213,224,28,27,7,11,119,133,59,103,455,352,357,378,406,225,277,2929,4,3,0,0,0,8,3,3,42,60,108,108,182,243,103,872,0,0,0,0,0,6,0,3
LGA14750,0,0,0,0,3,17,8,6,81,49,35,18,10,3,3,237,0,0,3,0,0,5,0,3,9,0,0,0,0,0,0,24,0,0,0,0,0,6,8,10,54,34,9,7,0,0,0,131,0,0,0,0,0,3,0,7,13,4,0,0,4,0,0,33,0,0,3,3,0,11,18,13,24,9,3,6,0,0,3,89,0,0,0,0,0,7,6,9,8,3,0,0,0,0,3,43,0,0,0,0,3,4,0,3,9,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,6,14,5,3,155,86,14,8,46,3,5,0,0,0,7,356,0,3,0,0,4,0,0,0,0,0,0,0,0,0,54,69,14,21,12,9,174,136,54,54,251,107,51,28,13,9,79,1014,3,0,0,0,0,6,0,6,73,49,52,32,20,3,48,297,0,0,0,0,0,4,0,0
LGA14850,0,3,0,0,13,36,9,32,347,155,123,33,40,9,15,815,0,3,0,0,14,29,10,19,60,12,8,4,0,0,3,169,0,3,0,3,4,34,43,64,242,103,40,17,30,3,13,601,3,0,0,0,3,10,5,3,47,17,7,9,3,0,8,116,3,0,3,3,3,61,58,68,109,35,12,9,3,3,10,384,0,7,9,15,28,79,31,33,50,15,7,3,4,3,3,285,0,0,0,0,3,9,4,9,9,7,0,0,0,0,8,49,0,0,0,0,0,9,3,4,18,0,3,3,3,0,3,42,24,51,27,26,550,338,76,85,191,14,10,9,0,0,63,1458,0,3,0,0,19,3,4,3,11,0,0,0,0,0,223,280,33,71,37,52,638,608,232,323,1083,366,211,88,87,15,345,4191,4,3,3,0,3,16,7,24,287,241,133,69,30,10,90,925,0,3,3,3,3,22,14,32
LGA14870,3,0,0,0,3,20,4,7,107,84,57,27,30,3,11,363,0,0,0,0,3,16,3,6,14,6,4,0,0,3,0,50,0,0,0,0,0,15,6,17,87,64,34,14,10,3,0,259,0,0,0,0,0,3,3,7,13,9,5,0,3,0,4,42,0,0,3,3,0,26,31,30,67,26,8,15,0,0,19,228,3,3,0,6,18,24,26,13,8,0,3,0,0,0,4,116,0,0,0,3,0,0,4,5,10,4,0,0,0,0,3,33,0,0,0,0,0,0,0,0,3,4,5,0,3,0,5,20,9,44,10,7,375,182,36,40,74,4,4,4,0,0,24,826,0,0,0,0,4,4,0,3,3,0,0,0,0,0,110,134,14,56,18,26,416,287,114,124,393,196,113,67,45,14,183,2073,3,0,0,0,0,5,3,5,52,75,68,54,34,9,55,370,0,0,0,4,0,3,4,9
LGA14900,13,0,0,0,5,32,9,23,772,738,625,250,176,24,48,2711,7,0,3,0,10,32,12,28,80,23,17,6,4,4,3,227,6,0,3,3,0,27,36,93,435,196,81,28,28,5,20,961,3,0,0,0,3,6,4,13,84,50,41,12,9,0,12,242,9,4,0,9,6,164,227,208,341,107,14,44,6,0,74,1211,3,9,23,36,34,120,52,34,59,8,3,0,0,0,15,400,3,3,3,5,7,15,18,23,25,10,4,3,0,0,19,142,0,0,0,0,3,4,3,4,26,12,18,5,7,0,15,103,142,209,92,35,1595,582,114,81,252,36,10,3,3,10,156,3327,5,11,3,0,60,23,9,11,20,6,0,0,0,0,633,787,200,236,121,89,1728,1022,476,523,2104,1182,820,362,232,49,987,10117,18,9,3,3,11,45,25,51,1089,1262,1150,647,503,194,510,5528,3,3,4,6,12,46,23,52
LGA14920,3,3,0,0,6,8,9,8,56,36,17,3,3,0,3,162,0,0,0,0,4,0,0,0,11,3,3,0,0,0,0,32,0,3,3,0,3,7,5,11,47,9,4,0,3,0,3,113,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,22,0,0,0,3,0,17,23,14,12,3,0,3,0,0,8,85,0,0,3,3,3,16,3,0,7,0,0,0,0,0,4,43,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,0,0,3,3,0,0,3,3,0,0,0,0,3,12,6,14,11,4,170,64,13,14,28,0,0,0,0,0,16,349,0,0,0,0,4,0,0,0,4,0,0,0,0,0,55,68,16,28,22,8,199,123,54,51,186,61,31,14,12,6,93,900,0,3,0,0,3,8,3,5,44,23,16,8,10,3,24,147,0,0,0,0,0,3,0,0
LGA14950,4,3,0,0,5,11,0,0,32,12,13,3,3,0,3,87,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,5,0,4,31,11,5,0,3,0,3,58,0,0,0,0,0,3,4,0,4,0,0,3,0,0,0,13,0,0,0,0,0,3,7,3,4,3,0,0,0,0,0,19,0,0,0,0,3,3,4,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,6,3,3,46,25,5,3,14,3,0,0,0,0,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,9,15,3,5,59,48,21,14,101,29,18,11,6,3,38,369,3,3,0,0,3,9,3,8,26,18,18,3,11,0,19,120,0,0,0,0,0,0,3,0
LGA15050,3,3,0,0,3,17,5,26,348,330,266,99,76,16,19,1211,0,3,0,3,5,24,9,14,57,15,5,3,3,0,4,153,0,0,0,0,0,26,27,56,315,172,84,40,36,7,13,778,0,0,0,0,3,0,3,6,44,40,14,5,10,0,10,140,3,3,3,10,3,42,107,90,225,74,22,52,11,0,28,668,0,3,7,13,35,80,37,26,47,12,9,3,0,0,8,278,0,0,0,0,7,12,5,3,23,0,3,4,3,0,7,75,0,0,0,0,0,4,0,5,19,11,6,4,3,0,6,61,29,57,21,23,973,509,91,118,231,20,9,0,10,5,71,2156,3,0,0,3,18,11,5,4,13,0,0,0,3,0,323,381,44,67,29,50,1060,724,285,347,1312,682,421,211,148,38,480,5903,0,3,0,3,3,4,11,17,250,295,267,225,162,47,144,1437,0,0,0,3,0,21,6,15
LGA15240,10,13,5,3,17,60,19,44,527,241,131,80,44,18,29,1242,3,14,10,12,41,83,23,46,136,29,21,4,4,6,4,451,4,4,0,4,14,67,51,108,432,146,67,36,26,9,19,997,3,0,3,3,9,21,10,22,60,34,9,12,7,4,8,200,3,3,3,15,8,97,141,103,187,50,22,30,3,0,22,702,5,6,22,40,91,217,84,68,101,26,12,9,3,3,25,712,4,3,9,6,3,23,24,7,29,3,3,3,0,0,8,132,3,3,0,0,4,12,3,4,31,10,6,7,3,0,7,85,93,210,76,82,2487,1518,278,278,811,110,60,11,22,15,221,6273,10,7,3,0,65,33,6,12,16,3,0,0,0,6,611,766,136,266,128,164,2737,2139,648,699,2333,663,322,203,121,57,952,11559,4,7,3,3,8,31,14,36,349,317,186,86,71,17,166,1312,3,0,7,4,11,55,21,64
LGA15270,7,7,0,4,16,31,8,12,147,70,62,20,23,8,12,422,3,0,0,7,10,24,9,9,35,11,11,3,5,3,4,126,3,4,0,0,6,27,16,38,116,49,34,16,11,0,7,333,0,3,0,0,3,0,3,3,10,16,11,6,0,0,7,57,0,3,0,6,6,21,44,27,65,27,12,15,8,0,9,251,0,0,5,3,20,45,16,15,16,3,4,0,3,0,5,137,0,0,0,3,0,4,3,4,6,0,0,0,0,0,4,25,0,0,0,0,4,3,0,0,6,0,4,4,0,0,3,24,22,40,21,22,431,177,20,36,93,10,3,3,0,3,27,917,0,0,0,0,14,9,0,0,9,0,0,0,0,0,146,176,40,59,28,44,506,345,123,147,497,192,141,72,49,18,224,2471,3,4,0,0,5,7,7,15,102,101,43,38,21,8,61,437,3,0,0,0,0,13,3,8
LGA15300,3,0,0,0,4,19,5,5,128,80,45,17,11,12,9,340,3,0,0,0,0,7,3,8,12,3,0,0,0,3,3,46,0,0,0,0,0,15,8,16,62,25,15,3,9,3,4,169,0,0,0,0,0,3,0,0,11,3,3,3,0,0,3,32,0,0,0,4,3,20,32,12,36,10,4,7,0,4,3,129,0,3,0,4,3,10,6,4,3,5,0,0,0,0,5,47,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,14,0,0,0,0,0,0,3,0,11,3,0,0,0,3,5,24,10,13,3,0,114,36,14,3,29,3,3,4,0,7,16,257,0,0,0,0,0,0,0,0,0,0,0,0,0,3,114,124,19,21,7,8,131,100,76,51,310,133,76,39,23,28,157,1188,7,0,0,0,3,4,0,11,106,77,55,29,15,11,56,388,0,0,0,0,0,0,0,8
LGA15350,0,0,0,0,0,0,0,3,75,75,157,151,264,181,11,929,0,0,0,0,3,8,0,3,24,15,4,15,21,6,4,108,0,0,0,0,0,4,3,7,53,52,56,61,105,32,3,382,0,0,0,0,0,0,0,0,6,11,6,7,16,4,3,58,0,0,0,3,0,0,14,17,36,28,21,103,39,40,12,309,0,0,0,4,0,4,3,8,30,24,13,18,28,25,3,176,0,0,0,0,0,0,0,0,7,0,3,3,3,0,3,15,0,0,0,0,0,0,0,0,3,9,7,0,3,4,0,35,16,12,5,3,39,70,15,23,156,60,53,45,44,59,19,616,0,0,0,0,0,0,0,0,4,0,3,3,0,0,195,208,14,12,11,13,46,95,38,67,392,276,337,402,529,350,261,2843,0,0,0,0,0,0,0,3,20,25,35,34,110,224,55,503,0,0,0,0,0,0,0,0
LGA15520,15,3,0,0,11,29,3,5,115,62,24,4,10,3,8,295,0,0,0,3,0,3,0,7,16,6,3,0,0,0,4,44,5,0,3,3,0,19,6,25,88,15,14,8,0,5,12,196,0,0,0,0,4,6,0,3,19,5,0,3,0,0,0,40,3,0,3,0,0,23,21,9,27,10,0,3,0,0,3,104,0,3,3,3,13,28,3,4,19,0,0,0,0,0,0,84,0,0,0,0,4,3,3,0,7,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,12,19,15,3,5,213,104,15,22,60,0,0,0,3,0,28,496,0,0,0,0,10,3,0,0,0,0,0,0,0,0,88,105,43,28,7,20,256,220,56,79,349,104,52,22,22,8,146,1409,4,3,3,3,4,17,6,4,71,58,19,20,8,4,41,277,0,0,0,0,3,3,0,5
LGA15560,11,3,0,0,5,5,0,0,59,29,9,0,4,0,4,131,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,6,3,6,36,3,5,4,3,0,0,73,0,0,0,0,0,0,0,0,8,3,4,0,0,0,0,14,0,0,0,0,0,6,6,9,18,0,0,0,0,0,0,41,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,12,3,3,4,0,53,38,0,6,17,0,0,0,0,0,14,139,0,0,0,0,0,3,0,0,0,0,0,0,0,0,32,36,9,9,3,5,58,70,25,22,154,35,18,10,3,3,59,484,0,0,0,0,0,6,4,0,35,17,21,6,5,0,32,128,0,0,0,0,0,3,0,3
LGA15650,10,0,0,0,0,4,5,10,94,77,51,25,38,8,8,327,0,0,3,0,9,5,0,7,12,6,0,0,0,0,0,46,0,0,0,0,0,4,9,15,59,53,20,16,16,6,4,198,0,0,0,0,0,3,0,3,6,4,8,3,3,0,0,34,0,0,0,7,0,17,27,28,63,22,6,40,3,3,12,231,0,0,4,6,3,16,4,5,18,3,0,3,0,0,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,15,13,20,8,5,157,81,25,28,35,0,0,0,0,0,17,397,0,0,0,0,7,0,0,0,3,4,0,0,0,0,95,108,23,24,15,20,178,136,79,93,296,176,85,87,66,19,138,1433,0,0,0,0,3,3,3,7,47,59,68,42,53,7,54,338,0,0,0,0,0,0,0,4
LGA15700,3,5,0,0,12,17,3,10,93,26,23,17,7,3,3,231,0,3,0,4,7,11,9,6,34,3,4,3,0,0,4,86,0,3,0,3,7,17,17,16,65,29,15,4,3,0,5,183,0,0,0,0,6,3,0,3,12,4,4,0,0,0,4,37,0,0,0,7,8,25,35,21,31,12,3,0,0,0,3,139,0,0,5,14,22,50,26,12,18,6,0,0,0,0,4,150,0,0,0,0,3,3,3,4,3,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,9,7,0,0,3,0,0,18,22,49,18,16,584,329,70,58,118,10,3,0,0,3,38,1319,0,0,0,0,19,9,0,3,0,0,0,0,0,0,129,164,23,66,27,38,653,478,165,139,383,98,45,24,17,9,189,2357,0,0,0,5,10,11,5,10,69,38,34,21,16,4,34,252,0,0,0,0,0,12,5,12
LGA15750,9,4,3,0,8,20,4,8,124,74,53,15,6,4,16,330,0,0,0,0,0,10,0,7,12,6,3,3,0,0,0,42,0,3,3,4,0,10,18,18,90,31,7,3,0,0,8,203,0,0,0,3,0,6,3,4,15,11,8,3,0,0,4,50,0,0,0,5,0,26,32,19,33,11,6,4,0,0,6,149,0,0,0,7,6,13,13,3,12,0,0,0,3,0,3,63,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,17,3,25,5,10,178,73,13,9,34,4,3,0,0,4,26,382,3,0,0,0,9,3,0,0,0,0,0,0,0,0,94,118,18,37,13,25,203,164,80,67,336,133,79,27,13,9,161,1370,3,0,0,0,6,4,3,11,79,74,43,30,14,4,44,313,0,0,0,0,0,6,0,3
LGA15800,4,0,0,0,3,10,3,4,58,23,18,6,9,3,3,153,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,8,0,0,0,3,0,5,3,12,26,17,6,0,0,0,5,83,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,3,4,7,5,17,3,0,6,0,0,3,63,0,3,0,3,7,13,0,3,3,0,0,0,0,0,0,30,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,9,3,7,3,3,110,51,5,6,15,7,0,0,0,0,16,234,0,0,0,0,4,5,0,0,0,0,0,0,0,0,48,53,16,10,7,6,136,102,24,38,139,55,34,9,5,4,75,658,0,0,0,0,3,4,3,4,44,36,24,3,5,0,25,158,0,0,0,0,0,0,0,0
LGA15850,4,0,0,0,3,14,3,5,53,34,11,8,11,0,5,153,0,0,0,0,0,10,3,0,5,0,0,0,0,0,0,26,0,0,4,0,3,8,8,12,38,15,9,0,0,0,4,105,0,0,0,0,0,0,3,0,4,3,0,0,0,0,3,21,0,0,0,0,0,18,18,8,11,0,0,3,0,0,3,65,0,0,7,0,4,11,4,3,14,0,0,0,0,0,7,40,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,10,4,19,4,0,86,41,4,9,30,3,3,0,0,3,7,204,0,3,0,0,0,3,0,0,0,0,0,0,0,0,50,56,11,21,8,4,102,104,41,35,167,58,26,19,11,7,77,689,3,0,0,0,3,8,4,8,46,24,15,14,5,0,36,168,0,0,0,0,0,3,3,6
LGA15900,5,7,0,0,12,26,8,36,688,727,670,344,231,72,20,2843,0,7,5,4,16,77,27,51,139,49,22,15,21,4,18,454,0,3,3,5,6,35,38,146,664,372,206,104,100,21,40,1748,0,0,0,0,6,10,11,23,106,58,46,34,15,7,13,335,3,3,3,11,8,94,162,195,412,165,51,94,25,5,53,1274,0,10,12,42,71,182,89,60,137,40,15,17,11,4,19,717,0,3,7,4,10,22,18,11,28,24,0,8,0,0,3,135,0,0,0,0,3,3,0,5,26,18,20,13,9,0,7,103,65,186,65,51,2132,1298,271,246,614,96,44,17,23,23,169,5298,8,9,4,3,56,40,11,4,24,6,0,0,3,0,779,948,79,220,100,121,2330,1782,625,778,2839,1556,1076,638,446,146,1115,13851,6,0,0,0,9,13,5,28,323,464,509,332,269,125,302,2398,0,0,3,7,6,27,19,41
LGA15950,3,8,0,0,0,6,8,10,201,416,643,590,1026,682,27,3619,3,4,4,0,6,20,3,25,68,31,27,25,27,18,0,266,3,0,0,3,0,8,8,29,184,154,148,138,239,83,16,1018,0,0,0,0,0,0,0,3,27,32,41,25,55,25,7,215,8,0,0,3,0,19,35,46,151,89,45,254,112,39,27,817,0,0,8,7,4,33,20,19,82,38,17,43,38,19,9,346,0,0,0,0,0,6,5,3,13,9,4,10,12,4,3,62,0,0,0,0,0,0,0,0,11,7,16,18,26,18,6,106,30,20,6,6,113,95,30,38,205,85,63,63,50,60,23,888,0,0,0,0,3,0,0,0,10,5,0,0,3,3,635,664,57,36,18,29,130,190,103,173,954,863,999,1164,1593,953,752,8005,3,3,0,0,3,6,3,5,45,60,80,82,203,278,67,837,0,0,0,3,0,3,3,4
LGA15990,16,3,0,3,4,25,13,38,856,1183,1375,975,1264,638,94,6483,3,12,3,10,14,79,29,99,363,129,98,62,75,33,19,1032,7,7,3,6,5,45,51,126,843,591,418,295,405,108,62,2976,0,0,0,4,3,15,11,15,121,82,95,76,92,40,28,577,6,3,5,12,3,85,140,150,500,256,103,332,124,45,78,1844,3,13,31,49,37,188,105,108,394,144,63,74,62,38,41,1356,0,0,0,12,9,20,8,17,53,26,25,17,11,3,17,216,0,0,0,0,0,12,0,5,39,35,26,22,33,28,18,227,161,155,58,58,1190,1276,297,472,1598,384,226,183,137,109,271,6592,8,4,4,5,33,32,9,6,33,16,9,4,9,0,1358,1531,210,194,110,156,1297,1787,672,1034,4799,2840,2435,2038,2217,1042,1984,22824,14,9,3,5,15,40,16,38,530,653,881,730,1099,770,679,5464,7,0,3,8,12,44,34,62
LGA16100,5,0,0,0,0,9,7,4,31,28,26,6,8,3,3,124,0,0,0,0,3,6,0,0,15,3,0,0,0,0,0,28,0,5,0,0,0,10,3,7,40,16,0,0,3,0,0,86,0,0,0,0,0,3,3,3,6,0,0,0,0,0,0,13,0,0,0,0,0,12,8,9,15,4,3,3,0,0,10,68,0,0,0,0,4,5,0,0,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,7,10,8,4,55,40,6,8,20,4,0,0,0,0,5,161,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,35,17,11,4,7,71,86,30,31,128,56,33,12,13,3,50,554,3,0,0,0,0,3,0,0,17,37,25,19,7,0,21,129,0,0,0,0,0,3,0,4
LGA16150,5,3,0,0,0,17,3,17,251,183,137,82,67,19,10,792,0,0,3,0,5,26,7,10,38,7,4,0,3,3,0,108,0,0,0,3,0,20,14,34,194,79,47,23,32,5,10,469,0,0,0,0,3,3,0,3,40,16,9,3,3,4,3,90,7,0,0,5,4,34,44,49,103,23,11,12,3,3,21,313,0,3,3,12,15,48,28,27,42,12,3,3,4,0,4,202,0,0,0,0,3,3,3,0,7,0,0,0,0,0,3,36,0,0,0,0,0,3,0,0,8,4,3,4,0,0,3,33,13,40,18,18,436,234,40,57,130,22,13,8,0,3,36,1060,0,4,3,0,14,6,3,4,8,0,0,0,0,0,185,228,25,54,29,44,485,397,144,200,813,347,236,139,112,38,283,3331,0,3,4,0,8,7,3,7,157,178,174,120,95,30,84,872,0,0,0,4,0,11,3,19
